cik,name,ticker,ticker_src,exchange,filing_date,year,n_amendments,last_amendment,amend_only,cert_date,form8a_date,first_8k_date,first_8k_items,form25_date,est_dist_date,est_dist_src,sic,sic_desc,inc_state,entity_type,n_filings,last_filing,accession,display_name
1707092,Delphi Technologies PLC,,,,2017-06-09,2017,5,2017-11-13,False,,,2017-11-15,"1.01,7.01,8.01,9.01",2020-10-02,2017-11-15,first_8k,,Motor Vehicle Parts & Accessories,,operating,305,2020-11-18,0001193125-17-200058,Delphi Jersey Holdings plc  (CIK 0001707092)
1709179,"Greater States Sports Authority, Inc.",,,,2017-06-19,2017,0,,False,,,,,,,,,Services-Educational Services,WI,other,9,2020-12-01,0001709179-17-000007,"Greater States Sports Authority, Inc.  (CIK 0001709179)"
1357878,"REGENEREX PHARMA, INC.",RGPX,fts_name,,2017-06-23,2017,0,,False,,,2018-03-16,5.02,,2018-03-16,first_8k,7389,Pharmaceutical Preparations,NV,operating,166,2026-09-01,0001472375-17-000060,Eternelle Skincare Products Inc.  (RGPX)  (CIK 0001357878)
1710366,"Core Natural Resources, Inc.",CNR,submissions,NYSE,2017-07-11,2017,6,2017-11-02,False,,,2017-11-06,"7.01,9.01",,2017-11-06,first_8k,,Silver Ores,DE,operating,663,2026-08-20,0001193125-17-225493,CONSOL Mining Corp  (CEIX)  (CIK 0001710366)
1707178,CorePoint Lodging Inc.,,,,2017-07-26,2017,5,2018-05-07,False,2018-05-07,,2018-06-04,"1.01,2.03,3.02,3.03,5.01,5.02,5.03,8.01,9.01",2022-03-03,2018-05-07,cert,,Real Estate Investment Trusts,MD,operating,438,2023-02-09,0001193125-17-236538,CorePoint Lodging Inc.  (CIK 0001707178)
711772,CAMBRIDGE BANCORP,,,,2017-08-09,2017,2,2017-10-04,False,,,2017-10-19,"2.02,9.01",2024-07-15,2017-10-19,first_8k,6022,State Commercial Banks,MA,operating,589,2024-07-26,0000950123-17-006934,CAMBRIDGE BANCORP  (CIK 0000711772)
1720635,nVent Electric plc,NVT,submissions,NYSE,2017-10-30,2017,5,2018-04-04,False,2018-04-04,,2018-04-09,"8.01,9.01",,2018-04-04,cert,,Special Industry Machinery (No Metalworking Machinery),L2,operating,779,2026-08-26,0001193125-17-323809,nVent Electric plc  (NVT)  (CIK 0001720635)
1418100,Avaya Holdings Corp.,,,,2017-11-13,2017,3,2018-01-10,False,2018-01-05,,2018-01-26,"2.02,9.01",2023-02-15,2018-01-05,cert,3661,Services-Prepackaged Software,DE,operating,415,2024-02-15,0001193125-17-339711,Avaya Holdings Corp.  (CIK 0001418100)
1724670,Perspecta Inc.,,,,2018-02-08,2018,3,2018-04-30,False,2018-04-30,,2018-05-25,"7.01,9.01",2021-05-07,2018-04-30,cert,,Services-Computer Processing & Data Preparation,NV,operating,248,2021-05-17,0001193125-18-036208,Ultra SC Inc.  (CIK 0001724670)
1098343,TURNER VALLEY OIL & GAS INC,,,,2018-02-27,2018,0,,False,,,2018-05-17,9.01,,2018-05-17,first_8k,1311,Crude Petroleum & Natural Gas,NV,operating,152,2022-05-24,0001099910-18-000009,TURNER VALLEY OIL & GAS INC  (CIK 0001098343)
1720116,"Red Violet, Inc.",RDVT,submissions,Nasdaq,2018-02-28,2018,2,2018-03-12,False,2018-03-14,,2018-03-27,"1.01,2.01,5.02,5.03,9.01",,2018-03-14,cert,7372,Services-Prepackaged Software,DE,operating,443,2026-08-27,0001193125-18-062230,"Red Violet, Inc.  (RDVT)  (CIK 0001720116)"
1722992,SMTA Liquidating Trust,,,,2018-03-06,2018,2,2018-05-04,False,2018-05-09,,2018-05-14,"7.01,9.01",2020-01-02,2018-05-09,cert,6798,Real Estate Investment Trusts,MD,operating,96,2024-12-13,0001193125-18-070845,Spirit MTA REIT  (CIK 0001722992)
1465885,Western Asset Mortgage Capital Corp,,,,2018-03-16,2018,0,,False,,,2018-05-07,"2.02,7.01,9.01",2023-12-06,2018-05-07,first_8k,6798,Real Estate Investment Trusts,DE,operating,517,2023-12-20,0001628280-18-003312,Western Asset Mortgage Capital Corp  (CIK 0001465885)
1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,submissions,NYSE,2018-03-19,2018,1,2018-04-19,False,2018-05-09,,2018-05-11,"2.03,8.01",,2018-05-09,cert,7011,Hotels & Motels,DE,operating,1096,2026-08-19,0001047469-18-001786,"WYNDHAM HOTELS & RESORTS, INC.  (WH)  (CIK 0001722684)"
1723089,ChampionX Corp,CHX,fts_name,,2018-03-26,2018,1,2018-04-12,False,2018-04-17,2020-12-31,2018-04-25,"1.01,8.01,9.01",2020-12-31,2018-04-17,cert,3530,"Construction, Mining & Materials Handling Machinery & Equip",DE,operating,692,2025-07-28,0001193125-18-094914,Apergy Corp  (CHX)  (CIK 0001723089)
1737193,Aphoenity International Holdings Inc.,LDSN,company_tickers,,2018-04-13,2018,0,,False,,,2020-03-27,8.01,,2020-03-27,first_8k,,Services-Computer Processing & Data Preparation,DE,operating,106,2026-04-20,0001737193-18-000003,"Baja Custom Design, Inc.  (LDSN)  (CIK 0001737193)"
1733186,"Arriver Holdco, Inc.",,,,2018-04-26,2018,2,2018-06-04,False,2018-06-06,,2018-06-15,"5.03,9.01",2022-04-01,2018-06-06,cert,3714,Motor Vehicle Parts & Accessories,,operating,316,2022-04-11,0001193125-18-134972,"Veoneer, Inc.  (CIK 0001733186)"
1433660,JBT MAREL Corp,JBTM,submissions,NYSE,2018-04-27,2018,1,2018-04-27,True,,,2018-04-27,"1.01,1.02,3.03,5.03,9.01",2018-04-30,2018-04-27,first_8k,3550,Special Industry Machinery (No Metalworking Machinery),DE,operating,1329,2026-08-05,0001433660-18-000012,John Bean Technologies CORP  (JBT)  (CIK 0001433660)
1739445,"Arcosa, Inc.",ACA,submissions,NYSE,2018-05-15,2018,6,2018-09-27,False,2018-09-28,2025-09-24,2018-10-02,8.01,,2018-09-28,cert,,Fabricated Structural Metal Products,DE,operating,655,2026-08-27,0001140361-18-023783,"Arcosa, Inc.  (ACA)  (CIK 0001739445)"
1735184,Retail Value Inc.,,,,2018-06-04,2018,1,2018-06-14,False,2018-06-18,,2018-07-02,"1.01,2.03,3.02,5.01,5.02,5.03,9.01",2022-03-28,2018-06-18,cert,6500,Real Estate,OH,operating,218,2024-02-29,0001193125-18-183265,Retail Value Inc.  (CIK 0001735184)
1708599,"Serina Therapeutics, Inc.",SER,submissions,NYSE,2018-06-08,2018,5,2018-11-26,False,2018-11-27,,2018-11-29,"7.01,9.01",,2018-11-27,cert,,Pharmaceutical Preparations,DE,operating,516,2026-08-31,0001493152-18-008376,"AgeX Therapeutics, Inc.  (SER)  (CIK 0001708599)"
1734342,Amerant Bancorp Inc.,AMTB,submissions,NYSE,2018-06-15,2018,3,2018-08-02,False,2018-08-07,2023-08-23,2018-08-10,"8.01,9.01",2021-11-17,2018-08-07,cert,6021,National Commercial Banks,FL,operating,685,2026-09-01,0001193125-18-194633,Mercantil Bank Holding Corp  (AMTB)  (CIK 0001734342)
1745041,"IAA, Inc.",,,,2018-06-28,2018,6,2019-06-13,False,2019-06-13,,2019-06-14,"8.01,9.01",2023-03-21,2019-06-13,cert,,Retail-Auto Dealers & Gasoline Stations,,operating,335,2023-03-31,0001140361-18-030430,IAA Spinco Inc.  (CIK 0001745041)
1738827,"KLX Energy Services Holdings, Inc.",KLXE,submissions,Nasdaq,2018-07-25,2018,2,2018-08-24,False,2018-08-24,2026-08-24,2018-09-19,"1.01,2.02,2.03,3.03,5.01,5.02,5.03,5.07,9.01",,2018-08-24,cert,1389,"Oil & Gas Field Services, NEC",DE,operating,537,2026-09-03,0001047469-18-005165,"KLX Energy Services Holdings, Inc.  (KLXE)  (CIK 0001738827)"
1727263,"Frontdoor, Inc.",FTDR,submissions,Nasdaq,2018-08-01,2018,1,2018-08-30,False,2018-09-06,,2018-09-10,"5.02,5.05,7.01,9.01",,2018-09-06,cert,7340,Services-To Dwellings & Other Buildings,DE,operating,456,2026-09-03,0001047469-18-005362,"frontdoor, inc.  (FTDR)  (CIK 0001727263)"
1747009,Midstream Co LLC,EQTNP,fts_name,,2018-08-10,2018,3,2018-10-24,False,2018-10-26,2018-11-13,2018-10-29,"7.01,9.01",2024-07-22,2018-10-26,cert,,Natural Gas Transmission,PA,operating,567,2024-08-08,0001047469-18-005558,Equitrans Midstream Corp  (EQTNP)  (CIK 0001747009)
1735707,Garrett Motion Inc.,GTX,submissions,Nasdaq,2018-08-23,2018,1,2018-09-05,False,2018-09-04,2021-05-03,2018-09-07,"7.01,9.01",2020-10-08,2018-09-04,cert,3714,Motor Vehicle Parts & Accessories,DE,operating,1005,2026-09-03,0001193125-18-255570,Garrett Motion Inc.  (GTX)  (CIK 0001735707)
1740332,"RESIDEO TECHNOLOGIES, INC.",REZI,submissions,NYSE,2018-08-23,2018,2,2018-10-02,False,2018-10-02,,2018-10-05,"8.01,9.01",,2018-10-02,cert,5072,Wholesale-Hardware,DE,operating,789,2026-09-03,0001193125-18-255566,"RESIDEO TECHNOLOGIES, INC.  (REZI)  (CIK 0001740332)"
1751788,DOW INC.,DOW,submissions,NYSE,2018-09-07,2018,4,2019-03-08,False,2019-03-11,,2019-03-13,"5.04,9.01",,2019-03-11,cert,,"Plastic Materials, Synth Resins & Nonvulcan Elastomers",,operating,661,2026-08-14,0001193125-18-268647,Dow Holdings Inc.  (DOW)  (CIK 0001751788)
1746109,Bank First Corp,BFC,submissions,Nasdaq,2018-09-24,2018,1,2018-10-17,False,2018-10-23,,2018-10-23,"7.01,9.01",,2018-10-23,cert,6022,National Commercial Banks,WI,operating,454,2026-08-24,0001144204-18-050527,Bank First National Corp  (BFC)  (CIK 0001746109)
1024725,TENNECO INC,,,,2018-10-01,2018,1,2018-10-01,True,2020-04-21,2020-04-16,2018-10-01,"1.01,1.02,2.03,9.01",2022-11-17,2020-04-21,cert,3714,Motor Vehicle Parts & Accessories,DE,operating,2499,2023-02-14,0001193125-18-289703,TENNECO INC  (CIK 0001024725)
1755672,"Corteva, Inc.",CTVA,submissions,NYSE,2018-10-18,2018,4,2019-05-06,False,2019-05-03,,2019-05-09,"7.01,9.01",,2019-05-03,cert,,Agricultural Production-Crops,DE,operating,639,2026-08-31,0001193125-18-302053,"Corteva, Inc.  (CTVA)  (CIK 0001755672)"
1757158,Life Fitness Holdings Inc.,,,,2018-11-13,2018,2,2019-04-11,False,,,,,,,,,"Sporting & Athletic Goods, NEC",DE,other,3,2019-04-11,0001140361-18-042910,Life Fitness Holdings Inc.  (CIK 0001757158)
1761940,Diamond S Shipping Inc.,,,,2018-12-21,2018,2,2019-03-11,False,2019-03-12,,2019-03-14,"8.01,9.01",2021-07-16,2019-03-12,cert,,Transportation Services,,operating,223,2021-07-26,0001571049-18-000585,ATHENA SPINCO INC.  (CIK 0001761940)
1726126,Epsilon Energy Ltd.,EPSN,submissions,Nasdaq,2018-12-21,2018,1,2019-01-30,False,2019-02-14,,2019-05-24,"5.02,9.01",,2019-02-14,cert,1311,Crude Petroleum & Natural Gas,A0,operating,324,2026-08-25,0001047469-18-007764,Epsilon Energy Ltd.  (EPSN)  (CIK 0001726126)
1754301,Fox Corp,FOXA,submissions,Nasdaq,2019-01-07,2019,2,2019-01-25,False,2019-02-05,2019-03-20,2019-03-15,"1.01,2.03,9.01",,2019-02-05,cert,4833,Television Broadcasting Stations,DE,operating,652,2026-09-01,0001193125-19-003906,"Fox Corp  (FOX, FOXA)  (CIK 0001754301)"
1763119,LAST CHANCE MANAGEMENT LLC,,,,2019-01-22,2019,0,,False,,,,,,,,,,TX,other,2,2019-01-22,0001763119-19-000002,LAST CHANCE MANAGEMENT LLC  (CIK 0001763119)
1755237,"Cyclerion Therapeutics, Inc.",CYCN,submissions,Nasdaq,2019-01-28,2019,2,2019-03-11,False,2019-03-14,,2019-03-19,5.02,,2019-03-14,cert,2834,Pharmaceutical Preparations,MA,operating,364,2026-08-27,0001047469-19-000256,"Cyclerion Therapeutics, Inc.  (CYCN)  (CIK 0001755237)"
1601669,Watford Holdings Ltd.,,,,2019-01-29,2019,0,,False,2019-03-26,2019-03-25,2019-05-01,"2.02,9.01",2021-07-01,2019-03-26,cert,6331,"Fire, Marine & Casualty Insurance",D0,operating,236,2021-07-23,0001628280-19-000643,Watford Holdings Ltd.  (CIK 0001601669)
1693577,"MainStreet Bancshares, Inc.",MNSB,submissions,Nasdaq,2019-02-15,2019,1,2019-03-22,False,2019-04-16,2020-09-15,2019-04-23,"2.02,7.01,9.01",,2019-04-16,cert,,State Commercial Banks,VA,operating,499,2026-08-21,0001193125-19-042520,"MainStreet Bancshares, Inc.  (MNSB, MNSBP)  (CIK 0001693577)"
1766927,Mallinckrodt Inc.,,,,2019-03-26,2019,2,2019-06-27,False,,,,,,,,,Pharmaceutical Preparations,,other,4,2022-12-06,0001047469-19-001597,Mallinckrodt Inc.  (CIK 0001766927)
1760965,"Kontoor Brands, Inc.",KTB,submissions,NYSE,2019-04-01,2019,2,2019-04-30,False,2019-05-06,,2019-05-23,"1.01,2.01,2.03,5.01,5.02,8.01,9.01",,2019-05-06,cert,2320,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",NC,operating,621,2026-09-02,0001193125-19-093535,"Kontoor Brands, Inc.  (KTB)  (CIK 0001760965)"
1767258,"XPEL, Inc.",XPEL,submissions,Nasdaq,2019-04-03,2019,2,2019-05-30,False,2019-07-15,,2019-08-07,7.01,,2019-07-15,cert,3470,"Coating, Engraving & Allied Services",NV,operating,582,2026-09-03,0001628280-19-003796,"XPEL, Inc.  (XPEL)  (CIK 0001767258)"
1774814,Bee Real estate Trust LLC,,,,2019-04-25,2019,0,,False,,,,,,,,,Finance Services,FL,other,3,2019-05-21,0001214659-19-002916,Bee Real estate Trust LLC  (CIK 0001774814)
1766400,"Pennant Group, Inc.",PNTG,submissions,Nasdaq,2019-05-06,2019,3,2019-09-03,False,2019-09-06,,2019-09-10,"7.01,9.01",,2019-09-06,cert,8051,Services-Health Services,DE,operating,524,2026-08-10,0001193125-19-138417,"Pennant Group, Inc.  (PNTG)  (CIK 0001766400)"
1771077,"Telemynd, Inc.",,,,2019-05-22,2019,1,2019-06-14,False,,,2019-07-19,"5.02,9.01",,2019-07-19,first_8k,8090,"Services-Misc Health & Allied Services, NEC",DE,operating,39,2022-12-16,0001615774-19-008247,"Telemynd, Inc.  (CIK 0001771077)"
1729149,"VIEMED HEALTHCARE, INC.",VMD,submissions,Nasdaq,2019-07-10,2019,1,2019-08-01,False,2019-08-07,,2019-08-09,"2.02,9.01",,2019-08-07,cert,8090,"Services-Misc Health & Allied Services, NEC",A1,operating,416,2026-08-20,0001140361-19-012755,"VIEMED HEALTHCARE, INC.  (VMD)  (CIK 0001729149)"
1784728,MARBLE BRYSON ROBBINS,,,,2019-08-06,2019,0,,False,,,,,,,,,,,other,2,2019-08-06,0001784728-19-000001,MARBLE BRYSON ROBBINS  (CIK 0001784728)
1784726,MARBLE SHANNA,,,,2019-08-06,2019,0,,False,,,,,,,,,,,other,2,2019-08-06,0001784726-19-000001,MARBLE SHANNA  (CIK 0001784726)
1784597,MATTHEW MYERS ESTATE,,,,2019-08-06,2019,0,,False,,,,,,,,,,,other,2,2019-08-06,0001570491-19-000002,MATTHEW MYERS ESTATE  (CIK 0001784597)
1784471,Kay Robyn Daniel,,,,2019-08-07,2019,0,,False,,,,,,,,,,,other,2,2019-08-07,0001784471-19-000001,Kay Robyn Daniel  (CIK 0001784471)
1784729,BORRELLI TARA LYNNE,,,,2019-08-08,2019,0,,False,,,,,,,,,,,other,2,2019-08-08,0001784729-19-000001,BORRELLI TARA LYNNE  (CIK 0001784729)
1784733,JOHN CHARLES MANOS TRUST,,,,2019-08-08,2019,0,,False,,,,,,,,,,MI,other,2,2019-08-08,0001784732-19-000001,JOHN CHARLES MANOS TRUST  (CIK 0001784733)
1784732,MANOS JOHN CHARLES,,,,2019-08-08,2019,0,,False,,,,,,,,,,,other,2,2019-08-08,0001784732-19-000003,MANOS JOHN CHARLES  (CIK 0001784732)
1784730,TARA LYNNE BORRELLI TRUST,,,,2019-08-08,2019,0,,False,,,,,,,,,,CA,other,2,2019-08-08,0001784730-19-000001,TARA LYNNE BORRELLI TRUST  (CIK 0001784730)
1784254,Mediaco Holding Inc.,MDIA,submissions,Nasdaq,2019-08-13,2019,5,2019-11-22,False,2019-11-26,,2019-11-27,"1.01,2.01,2.03,3.02,5.02,5.03,9.01",,2019-11-26,cert,,Radio Broadcasting Stations,IN,operating,342,2026-08-14,0001047469-19-004742,Mediaco Holding Inc.  (MDIA)  (CIK 0001784254)
1768267,Cerence Inc.,CRNC,submissions,Nasdaq,2019-08-21,2019,1,2019-09-04,False,2019-09-05,,2019-09-09,"7.01,9.01",,2019-09-05,cert,7372,Services-Prepackaged Software,DE,operating,475,2026-08-26,0001193125-19-226119,Cerence LLC  (CRNC)  (CIK 0001768267)
1707656,FISHER LORNA,,,,2019-08-30,2019,2,2019-10-24,False,,,,,,,,,Blank Checks,,other,10,2019-12-12,0001707656-19-000003,FISHER LORNA  (CIK 0001707656)
1784884,JONES MICHAEL LAVERNE,,,,2019-09-12,2019,1,2019-09-20,False,,,,,,,,,Blank Checks,,other,3,2019-09-20,0001784884-19-000006,JONES MICHAEL LAVERNE  (CIK 0001784884)
1785106,curtis jerome,,,,2019-09-19,2019,0,,False,,,,,,,,,,,other,2,2019-09-19,0001785106-19-000001,curtis jerome  (CIK 0001785106)
1340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,DRTTF,submissions,OTC,2019-09-20,2019,0,,False,2019-10-08,2021-12-08,2019-11-07,"2.02,9.01",2023-10-12,2019-10-08,cert,7372,Services-Prepackaged Software,A0,operating,687,2026-08-18,0001193125-19-250806,"DIRTT ENVIRONMENTAL SOLUTIONS LTD  (DESLF, DRTTF)  (CIK 0001340476)"
1785078,Kendle Glenda Lynette,,,,2019-09-20,2019,0,,False,,,,,,,,,,,other,2,2019-09-20,0001785078-19-000002,Kendle Glenda Lynette  (CIK 0001785078)
1787059,CHAPMAN DALETIA IONA,,,,2019-10-01,2019,0,,False,,,,,,,,,,,other,2,2019-10-01,0001787059-19-000001,CHAPMAN DALETIA IONA  (CIK 0001787059)
1787106,CHAPMAN DAVID CEDRIAN,,,,2019-10-01,2019,0,,False,,,,,,,,,,,other,2,2019-10-01,0001787106-19-000001,CHAPMAN DAVID CEDRIAN  (CIK 0001787106)
1708200,FISHER GREGORY LEE,,,,2019-10-01,2019,0,,False,,,,,,,,,,,other,2,2019-10-01,0001708200-19-000003,FISHER GREGORY LEE  (CIK 0001708200)
1787060,CHAPMAN KHADIJAH X,,,,2019-10-02,2019,0,,False,,,,,,,,,,,other,2,2019-10-02,0001787060-19-000003,CHAPMAN KHADIJAH X  (CIK 0001787060)
1787503,COOK PHILLIP DAVID,,,,2019-10-02,2019,0,,False,,,,,,,,,,,other,2,2019-10-02,0001787059-19-000003,COOK PHILLIP DAVID  (CIK 0001787503)
1708026,WOMACK DAVID DWAYNNE,,,,2019-10-02,2019,0,,False,,,,,,,,,,,other,2,2019-10-02,0001708200-19-000005,WOMACK DAVID DWAYNNE  (CIK 0001708026)
1780097,"Baudax Bio, Inc.",BXRXQ,fts_name,,2019-10-22,2019,2,2019-11-08,False,2019-11-12,,2019-11-13,"7.01,9.01",2024-02-15,2019-11-12,cert,8090,Pharmaceutical Preparations,PA,operating,352,2024-02-28,0001193125-19-271713,"Baudax Bio, Inc.  (BXRXQ)  (CIK 0001780097)"
1070050,AppTech Payments Corp.,APCX,submissions,OTC,2019-12-10,2019,0,,False,2021-12-21,2021-12-20,2020-04-29,8.01,2025-07-21,2021-12-21,cert,6199,Services-Prepackaged Software,WY,operating,487,2026-09-03,0001575705-19-000121,"AppTech Corp.  (APCX, APCXW)  (CIK 0001070050)"
1790982,Arconic Corp,,,,2019-12-17,2019,3,2020-02-13,False,2020-02-11,,2020-02-25,"7.01,9.01",2023-08-18,2020-02-11,cert,3350,Rolling Drawing & Extruding of  Nonferrous Metals,DE,operating,315,2024-02-14,0001104659-19-073151,Arconic Rolled Products Corp  (CIK 0001790982)
886093,NUNZIA PHARMACEUTICAL Co,,,,2020-01-03,2020,0,,False,,,2020-01-31,8.01,,2020-01-31,first_8k,8741,Medicinal Chemicals & Botanical Products,UT,operating,208,2023-07-20,0001721868-20-000002,Arizona Gold & Onyx Mining Co  (CIK 0000886093)
1783180,CARRIER GLOBAL Corp,CARR,submissions,NYSE,2020-02-07,2020,1,2020-03-11,False,2020-03-13,2024-02-23,2020-03-16,"8.01,9.01",2024-11-08,2020-03-13,cert,3585,Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip,DE,operating,566,2026-08-12,0001140361-20-002546,Carrier Global Corp  (CARR)  (CIK 0001783180)
1781335,Otis Worldwide Corp,OTIS,submissions,NYSE,2020-02-07,2020,1,2020-03-11,False,2020-03-13,2021-11-12,2020-03-16,"8.01,9.01",2023-11-13,2020-03-13,cert,3600,Electronic & Other Electrical Equipment (No Computer Equip),DE,operating,537,2026-08-25,0001140361-20-002547,Otis Worldwide Corp  (OTIS)  (CIK 0001781335)
1802896,Blackout Entertainment Group Inc.,,,,2020-02-25,2020,0,,False,,,,,,,,7900,Services-Amusement & Recreation Services,,other,6,2022-07-01,0001437749-20-003457,Blackout Entertainment Group Inc.  (CIK 0001802896)
1752036,California BanCorp,,,,2020-03-04,2020,0,,False,2020-03-16,,2020-03-19,"7.01,9.01",2024-07-31,2020-03-16,cert,6022,State Commercial Banks,CA,operating,340,2025-01-29,0001193125-20-060717,California BanCorp  (CIK 0001752036)
1795250,Sphere Entertainment Co.,SPHR,submissions,NYSE,2020-03-06,2020,3,2020-04-01,False,2020-04-03,,2020-04-07,"5.02,8.01,9.01",,2020-04-03,cert,7900,Services-Amusement & Recreation Services,DE,operating,643,2026-08-14,0001193125-20-063526,"MSG ENTERTAINMENT SPINCO, INC.  (SPHR)  (CIK 0001795250)"
1809766,Nielsen SpinCo B.V.,,,,2020-05-07,2020,1,2020-09-04,False,,,,,,,,,"Services-Business Services, NEC",P7,other,2,2020-09-04,0001193125-20-136308,Nielsen SpinCo B.V.  (CIK 0001809766)
1808997,"American Outdoor Brands, Inc.",AOUT,submissions,Nasdaq,2020-07-02,2020,1,2020-07-13,False,2020-08-03,,2020-08-04,"7.01,9.01",,2020-08-03,cert,3480,"Sporting & Athletic Goods, NEC",DE,operating,333,2026-09-03,0001564590-20-031529,"American Outdoor Brands, Inc.  (AOUT)  (CIK 0001808997)"
1800044,"White Cap Supply Holdings, Inc.",,,,2020-07-17,2020,0,,False,,,,,,,,5084,Wholesale-Industrial Machinery & Equipment,DE,other,2,2020-07-17,0001047469-20-004138,"White Cap Supply Holdings, Inc.  (CIK 0001800044)"
1320350,"LENSAR, Inc.",LNSR,submissions,Nasdaq,2020-08-26,2020,1,2020-09-14,False,2020-09-17,,2020-10-02,"1.01,5.03,8.01,9.01",,2020-09-17,cert,3841,Surgical & Medical Instruments & Apparatus,DE,operating,327,2026-08-13,0001193125-20-230231,"LENSAR, Inc.  (LNSR)  (CIK 0001320350)"
1786842,Vontier Corp,VNT,submissions,NYSE,2020-09-01,2020,1,2020-09-21,False,2020-09-21,,2020-09-30,"1.01,2.03,3.03,5.02,5.03,9.01",,2020-09-21,cert,3824,Totalizing Fluid Meters & Counting Devices,DE,operating,417,2026-08-25,0001193125-20-236631,Vontier Corp  (VNT)  (CIK 0001786842)
1803599,Concentrix Corp,CNXC,submissions,Nasdaq,2020-09-08,2020,3,2020-11-04,False,2020-11-05,,2020-11-13,5.02,,2020-11-05,cert,7389,"Services-Business Services, NEC",CA,operating,554,2026-08-14,0001193125-20-241008,Concentrix Corp  (CNXC)  (CIK 0001803599)
1821393,"Aaron's Company, Inc.",AAN,fts_name,,2020-11-02,2020,2,2020-11-18,False,2020-11-18,,2020-11-19,"7.01,9.01",2024-10-04,2020-11-18,cert,7359,"Services-Equipment Rental & Leasing, NEC",GA,operating,283,2025-03-21,0001193125-20-282945,"Aaron's SpinCo, Inc.  (AAN)  (CIK 0001821393)"
1820877,Apartment Income REIT Corp.,,,,2020-11-05,2020,1,2020-11-24,False,2020-11-30,,2020-11-30,"8.01,9.01",2024-06-28,2020-11-30,cert,6798,Real Estate Investment Trusts,MD,operating,287,2024-07-08,0001193125-20-286281,Apartment Income REIT Corp.  (CIK 0001820877)
1145604,"NIKA PHARMACEUTICALS, INC",NIKA,submissions,OTC,2020-12-03,2020,0,,False,,,2022-04-05,5.02,,2022-04-05,first_8k,,Pharmaceutical Preparations,,operating,71,2026-08-10,0001826466-20-000015,CENTENNIAL GROWTH EQUITIES INC  (NIKA)  (CIK 0001145604)
1811074,Texas Pacific Land Corp,TPL,submissions,NYSE,2020-12-14,2020,1,2020-12-28,False,2020-12-29,2025-08-14,2020-12-31,"8.01,9.01",,2020-12-29,cert,6792,Oil Royalty Traders,,operating,1665,2026-09-03,0001213900-20-042409,Texas Pacific Land Corp  (TPL)  (CIK 0001811074)
1821825,Organon & Co.,OGN,submissions,NYSE,2021-03-17,2021,2,2021-04-29,False,2021-05-05,,2021-06-03,"1.01,2.01,2.03,3.03,5.02,5.03,5.05,7.01,9.01",,2021-05-05,cert,2834,Pharmaceutical Preparations,DE,operating,459,2026-08-14,0001193125-21-084081,Organon & Co.  (OGN)  (CIK 0001821825)
1822993,Jackson Financial Inc.,JXN,submissions,NYSE,2021-03-22,2021,6,2021-08-05,False,2021-07-30,2023-03-13,2021-08-06,"1.01,8.01,9.01",,2021-07-30,cert,6311,Life Insurance,DE,operating,815,2026-08-27,0001193125-21-089528,"Jackson Financial Inc.  (JXN, JXN-PA)  (CIK 0001822993)"
1834488,"N-able, Inc.",NABL,submissions,NYSE,2021-03-29,2021,4,2021-06-15,False,2021-06-24,,2021-06-28,"7.01,8.01,9.01",,2021-06-24,cert,7372,Services-Prepackaged Software,,operating,448,2026-08-28,0001628280-21-005811,"N-able, LLC  (NABL)  (CIK 0001834488)"
1603923,Weatherford International plc,WFRD,submissions,Nasdaq,2021-03-29,2021,2,2021-05-26,False,2021-06-01,,2021-04-16,"5.02,8.01,9.01",,2021-06-01,cert,3533,Oil & Gas Field Machinery & Equipment,,operating,1001,2026-09-03,0001104659-21-042795,Weatherford International plc  (WFRD)  (CIK 0001603923)
1842022,"DT Midstream, Inc.",DTM,submissions,NYSE,2021-05-07,2021,2,2021-05-26,False,2021-06-01,,2021-06-04,"5.03,7.01,9.01",,2021-06-01,cert,4922,Natural Gas Transmission,DE,operating,330,2026-08-10,0001193125-21-154120,"DT Midstream, Inc.  (DTM)  (CIK 0001842022)"
1852244,"GXO Logistics, Inc.",GXO,submissions,NYSE,2021-06-09,2021,4,2021-07-20,False,2021-07-20,2025-11-24,2021-07-26,"5.02,7.01,9.01",,2021-07-20,cert,4700,Transportation Services,DE,operating,442,2026-08-21,0001628280-21-011851,"GXO Logistics, Inc.  (GXO)  (CIK 0001852244)"
1856437,Victoria's Secret & Co.,VSXY,submissions,NYSE,2021-06-21,2021,2,2021-07-09,False,2021-07-14,2025-05-20,2021-07-30,"8.01,9.01",,2021-07-14,cert,5621,Retail-Women's Clothing Stores,DE,operating,380,2026-09-04,0001140361-21-021565,Victoria's Secret & Co.  (VSCO)  (CIK 0001856437)
1876945,Gold Flora Corp.,,,,2021-08-09,2021,0,,False,,,2021-11-15,"2.02,9.01",,2021-11-15,first_8k,,Agricultural Production-Crops,A1,operating,344,2025-09-29,0001193125-21-240676,"TPCO Holding Corp.  (GRAM, GRAMW)  (CIK 0001876945)"
