month,ers_combined,ers_ny,ers_estimate,ppi_fresh,ppi_large,ppi_eggs,retail_large,sbm_ton,corn_bu,imf_corn_mt,imf_sbm_mt,cbot_corn_yf,corn,sbm,feed_note
2025-06-01,3.0144,3.0365,0.0000,364.5110,440.0560,469.7010,3.7750,280.7000,4.4969,195.7191,313.1158,4.3057,4.4969,280.7000,ERS
2025-07-01,3.4029,3.4127,0.0000,391.1690,494.9270,475.5220,3.5990,259.1000,4.2819,192.4526,245.5437,4.0608,4.2819,259.1000,ERS
2025-08-01,2.6644,2.7671,0.0000,306.7830,393.5110,366.9910,3.5870,284.3600,3.9788,183.0247,281.3620,3.8357,3.9788,284.3600,ERS
2025-09-01,2.3119,2.3100,0.0000,302.6440,382.8890,363.3360,3.4880,301.0500,4.1649,196.1459,325.7359,4.1349,4.1649,301.0500,ERS
2025-10-01,1.5939,1.6350,0.0000,256.6730,313.2240,323.3070,,300.6800,4.1074,198.0176,297.8137,4.2220,4.1074,300.6800,ERS
2025-11-01,2.3594,2.3610,0.0000,276.3290,339.2460,343.3490,2.8600,330.8667,4.2470,201.6579,319.0816,4.3124,4.2470,330.8667,ERS
2025-12-01,1.5879,1.7641,0.0000,262.8800,331.4050,301.9550,2.7120,311.9330,4.4062,205.3151,305.5506,4.3994,4.4062,311.9330,ERS
2026-01-01,0.9432,2.3810,0.0000,94.9630,115.2590,86.0200,2.5770,299.2500,4.3172,203.8978,286.1949,4.3082,4.3172,299.2500,ERS
2026-02-01,1.1169,1.2363,0.0000,183.8600,225.5760,176.6280,2.5000,312.3750,4.2917,210.6355,287.7816,4.2954,4.2917,312.3750,ERS
2026-03-01,1.5544,1.5482,0.0000,172.2190,217.1330,154.6180,2.3480,,,213.3041,312.4267,4.5203,4.4990,294.2086,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2026-04-01,0.6334,0.6809,0.0000,87.7990,104.6830,77.6990,2.2500,,,214.5240,317.1432,4.5244,4.5030,298.6500,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2026-05-01,0.6077,0.6731,0.0000,84.8220,99.5280,80.9100,2.1910,,,215.6206,322.0874,4.6135,4.5917,303.3060,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2026-06-01,0.5644,0.6500,0.0000,83.3820,98.1570,78.5180,2.1410,,,195.7819,296.1594,4.1800,4.1603,278.8898,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2026-07-01,1.0059,1.1168,0.0000,114.2010,143.9620,99.9770,2.1890,,,213.1902,329.4329,4.4424,4.4214,310.2231,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2026-08-01,1.0700,1.1900,1.0000,150.9790,195.7360,149.0160,2.2720,,,,,4.6915,4.6694,,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
2026-09-01,,,,,,,,,,,,5.2244,5.1997,,"extended: corn=CBOT(Yahoo)x0.995, sbm=IMFx0.942"
