run,n_head,n_artefacts,n_data,bytes_any,bytes_data,capped,ANY_ok,DATA_ok,ANY_share,DATA_share
2026-09-11_price-the-STANDING-4b-CANDIDATE-against-an-EQUAL-WEIGHT-BENCHMARK_cloud,121,4,3,66560,54666,0,114,111,0.9421487603305785,0.9173553719008265
2026-09-11_publish-a-MINIMUM-CLAIM-COUNT-beside-every-permutation-band-verdict_cloud,28,7,6,1037665,1021001,0,28,27,1.0,0.9642857142857143
2026-09-11_publish-a-PERIOD-STABILITY-column-beside-every-FLOOR-COMPARISON-verdict-in-the-record_cloud,46,8,7,5741411,5725176,0,46,46,1.0,1.0
2026-09-11_re-gate-the-record-s-ABSOLUTE-reproduction-bars-that-sit-on-LEVEL-quantities_B,15,7,6,1353545,1327704,0,14,12,0.9333333333333333,0.8
2026-09-11_re-read-idea-300s-WF-C-KILL-as-a-panel-fact_cloud,54,7,6,842710,816522,0,54,53,1.0,0.9814814814814815
2026-09-11_re-run-idea-516-on-the-24-UNSAMPLED-rc-0-files-and-on-a-FROZEN-panel_cloud,37,9,8,190218,174190,0,37,33,1.0,0.8918918918918919
2026-09-11_realised-vol-target-on-band-book_B,44,7,6,68261,47738,0,44,44,1.0,1.0
2026-09-11_restate-idea-276-s-26-file-UPPER-BOUND-on-the-headline-block_B,19,7,6,140153,99529,0,19,18,1.0,0.9473684210526315
2026-09-11_restate-idea-276-s-26-file-UPPER-BOUND-on-the-headline-block_cloud,22,6,5,69414,58446,0,19,18,0.8636363636363636,0.8181818181818182
2026-09-11_restate-the-58529-v1-EXPOSED-rows-of-the-PRE-2026-09-06-record_C,48,8,7,1420819,1389902,0,48,47,1.0,0.9791666666666666
2026-09-11_restate-the-KEEP-4b-CANDIDATE-against-a-GROSS-MATCHED-gated-equal-weight-book_cloud,65,4,3,20572,12765,0,60,55,0.9230769230769231,0.8461538461538461
2026-09-11_should-PROTOCOL-quote-the-4a-leg-as-a-COUNT-not-a-SHARE_C,41,7,6,180967,162401,0,41,36,1.0,0.8780487804878049
2026-09-11_should-PROTOCOL-rule-3-state-that-the-4a-COMPARAND-runs-on-the-IDEA-S-OWN-PANEL_C,35,6,5,1083675,1063948,0,35,34,1.0,0.9714285714285714
2026-09-11_should-every-published-HEADLINE-NUMBER-be-required-to-appear-in-a-COMMITTED-DATA-FILE_cloud,41,6,5,2046454,2041123,0,41,40,1.0,0.975609756097561
2026-09-11_should-every-published-PANEL-ORDERING-quote-its-ADJACENT-GAP-over-FLOOR_cloud,32,10,9,581170,562620,0,32,31,1.0,0.96875
2026-09-11_walk-forward-the-CAND50-on-BSTK100-PARK-properly_cloud,34,6,5,119044,103876,0,32,31,0.9411764705882353,0.9117647058823529
2026-09-11_which-of-the-188541-UNIDENTIFIED-4a-ROWS-quote-a-comparand-that-can-be-REBUILT-AT-ALL_cloud,29,7,6,102440,80078,0,28,27,0.9655172413793104,0.9310344827586207
2026-09-12_give-every-reproduction-gate-a-UNIT-and-a-min-native-proposed-BAR_B,22,7,6,164978,124115,0,22,19,1.0,0.8636363636363636
2026-09-12_is-every-DECILE-LADDER-claim-in-the-record-a-DECILE-1-claim_cloud,26,7,6,131470,115606,0,26,26,1.0,1.0
2026-09-12_is-every-MATCHED-LEVEL-GAP-in-the-record-an-OOS-WINDOW-fact_C,42,11,10,5641245,5601316,0,42,42,1.0,1.0
2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_B,38,9,8,1019057,990072,0,38,36,1.0,0.9473684210526315
2026-09-12_price-the-ZERO-CASH-convention-on-the-gross-LADDER_cloud,34,7,6,1172897,1157528,0,34,31,1.0,0.9117647058823529
2026-09-12_re-read-every-published-GROSS-LADDER-SHARPE-claim-against-a-NON-ZERO-CASH-LEG_cloud,23,7,6,3942972,3931245,0,23,23,1.0,1.0
