base,state,side,family,form,q,w,depth,cadence,gross,gbar,gt,alpha,S0,S10,S25,decay,CAGR,Sharpe,MaxDD,H1,H2,IS_S,OOS_CAGR,OOS_S,OOS_MaxDD,OOS_H1,OOS_H2,keep4a,keep4b,oos4a,oos4b
EWALL,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.07,1008,0.25,W,1.0,0.9760351035103508,0.8302508627182899,2.224331581438452,1.0359019101652591,1.0295427032687585,1.0199811910268075,0.01592071913845161,0.13383162679718552,1.0295427032687585,-0.20841177877563233,1.035622338206061,1.0289295797483984,0.9352029858494533,0.14948109618926186,1.1027245081766228,-0.20841177877563222,1.2559566124059722,0.9463271895976645,False,False,False,False
TOP20,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.07,1008,0.25,W,0.75,0.9760351035103508,0.8302508627182899,2.224331581438452,1.1993398251738143,1.1941038570173381,1.186231251907403,0.01310857326641135,0.14314526374035297,1.1941038570173381,-0.19647486521671753,1.1913372911342182,1.205901986068638,1.0870505923733853,0.16393983987556937,1.2754986063497624,-0.19647486521671698,1.428747926745671,1.1117705523506387,False,True,False,True
TOP20,NAMEVOL,LO,NAMEVOL-LO,RAMP,0.07,1008,0.25,W,1.0,0.9760351035103508,0.8302508627182899,2.224331581438452,1.2019755313582108,1.1967494610902814,1.1888917322490606,0.01308379910915014,0.1924157781658018,1.1967494610902814,-0.25430421363550915,1.1943977349749324,1.2081147086037034,1.0902925739136393,0.22078189373580992,1.2777408200782028,-0.25430421363550926,1.4301292262121184,1.114846609370523,False,False,False,False
EWALL,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.07,1008,0.25,W,0.75,0.976035103510351,0.7970240929174988,2.8684682251939275,1.0346993447054418,1.0286015543909752,1.0194334965127372,0.0152658481927046,0.10046487653761793,1.0286015543909752,-0.15844264747951065,1.0339178708122345,1.028411135230984,0.9311021210698778,0.11211930439780349,1.1043105486592104,-0.15844264747951076,1.2614346248914268,0.9442087868557879,False,False,False,True
EWALL,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.07,1008,0.25,W,1.0,0.976035103510351,0.7970240929174988,2.8684682251939275,1.0348169156048084,1.0287250762245754,1.0195659837855553,0.015250931819253077,0.13386440855208326,1.0287250762245754,-0.20841177877563222,1.0341466968640483,1.0284949059550372,0.9313527102114112,0.14977468185356813,1.1043085571028348,-0.20841177877563244,1.2597278757687838,0.9456093921350313,False,False,False,False
TOP20,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.07,1008,0.25,W,0.75,0.976035103510351,0.7970240929174988,2.8684682251939275,1.1978072828101958,1.1927880351635975,1.1852417035799163,0.012565579230279456,0.14309713809243996,1.1927880351635975,-0.19647486521671698,1.1885912218767183,1.2055590386251234,1.079662837537442,0.16445708989121166,1.2785245566942065,-0.1964748652167172,1.4350181797084713,1.111220747884376,False,True,False,True
TOP20,NAMEVOL,LO,NAMEVOL-LO,RATIO,0.07,1008,0.25,W,1.0,0.976035103510351,0.7970240929174988,2.8684682251939275,1.2004556669792514,1.1954458882543306,1.1879137884787823,0.012541878500469172,0.19234582979153325,1.1954458882543306,-0.25430421363550937,1.191678287719316,1.207772577041262,1.0829613446584299,0.2214988715527506,1.280755405246046,-0.25430421363550926,1.4363760080563002,1.1142977961503708,False,False,False,False
EWALL,NAMEVOL,HI,NAMEVOL-HI,BINARY,0.07,1008,0.25,D,0.75,0.9842484248424842,0.6237623762376238,1.0,1.0552735154975872,1.0504188336293028,1.043118185783547,0.012155329714040208,0.10109224995550847,1.0504188336293028,-0.14971880699839135,1.078788217787693,1.0252379811390926,0.9733686754550377,0.10828180216986705,1.1130097273996922,-0.14971880699839135,1.293848405945455,0.936713059214723,False,False,False,True
EWALL,NAMEVOL,HI,NAMEVOL-HI,BINARY,0.07,1008,0.25,D,1.0,0.9842484248424842,0.6237623762376238,1.0,1.0555183918960447,1.050667284150841,1.0433720179068557,0.012146373989188941,0.13479267979978915,1.050667284150841,-0.19596493430333828,1.0790871508822677,1.0254632066174738,0.9736863097597622,0.14467010739449004,1.1131845384346768,-0.1959649343033386,1.2926509343780497,0.9379368693946344,False,True,False,True
TOP20,NAMEVOL,HI,NAMEVOL-HI,BINARY,0.07,1008,0.25,D,0.75,0.9842484248424842,0.6237623762376238,1.0,1.209046139081505,1.2050996096357922,1.1991647455188794,0.009881393562625629,0.14319339583984414,1.2050996096357922,-0.17465968905496043,1.2287888743633413,1.1878345510910084,1.1143728445582088,0.15813003238084034,1.275569223559601,-0.17465968905496032,1.460779444662905,1.08342940653589,False,True,False,True
TOP20,NAMEVOL,HI,NAMEVOL-HI,BINARY,0.07,1008,0.25,D,1.0,0.9842484248424842,0.6237623762376238,1.0,1.2118562473005363,1.2079150066474564,1.2019880703663257,0.009868176934210604,0.19244411698970953,1.2079150066474564,-0.2262912585391269,1.2319701758049926,1.1901958403058837,1.1177150854643707,0.21277586545297433,1.2780451830759583,-0.22629125853912702,1.4626174907133875,1.0865731417076219,False,False,False,False
EWALL,NAMEVOL,HI,NAMEVOL-HI,RAMP,0.07,1008,0.25,D,0.75,0.9842484248424846,0.5514901086357926,2.625619819509126,1.085902674527784,1.0815714701926427,1.0750645386262805,0.01083813590150351,0.10415657434786119,1.0815714701926427,-0.1532569280503665,1.0697868796564087,1.0935067703378054,0.9640556365679849,0.11454857001982499,1.177919298442168,-0.15325692805036661,1.4496066042070597,0.9260535356605084,False,False,False,True
EWALL,NAMEVOL,HI,NAMEVOL-HI,RAMP,0.07,1008,0.25,D,1.0,0.9842484248424846,0.5514901086357926,2.625619819509126,1.0863074883741244,1.0819783559973,1.0754745359255733,0.010832952448551092,0.13900704290502008,1.0819783559973,-0.20058218168723707,1.0701200801783322,1.0939798391775146,0.9644119892534362,0.15331481960440518,1.1783857961780941,-0.20058218168723718,1.4490031254306317,0.9273602107374206,False,True,False,True
TOP20,NAMEVOL,HI,NAMEVOL-HI,RAMP,0.07,1008,0.25,D,0.75,0.9842484248424846,0.5514901086357926,2.625619819509126,1.2459187286066313,1.2423410247563673,1.236966446375801,0.008952282230830333,0.14725037228772164,1.2423410247563673,-0.13655925887015863,1.2213279714901157,1.2642527572148756,1.1065328307514914,0.1662609707651015,1.348081176246795,-0.13655925887015918,1.6093631742302748,1.0871819489838488,False,True,False,True
TOP20,NAMEVOL,HI,NAMEVOL-HI,RAMP,0.07,1008,0.25,D,1.0,0.9842484248424846,0.5514901086357926,2.625619819509126,1.2485707847153122,1.2449967170885052,1.2396275886057782,0.00894319610953409,0.19807088077285528,1.2449967170885052,-0.1793591238304767,1.2244714884319416,1.266389184790844,1.1098453752444941,0.22411525469731863,1.3504089528660201,-0.17935912383047747,1.6114672237797463,1.0900915165079759,False,True,False,True
EWALL,NAMEVOL,HI,NAMEVOL-HI,RATIO,0.07,1008,0.25,D,0.75,0.9842484248424842,0.49919429515080377,2.088324526877148,1.0731926361737105,1.0692826062261622,1.0634111687082244,0.009781467465486138,0.10292088252219433,1.0692826062261622,-0.15755993591736617,1.0726469928966296,1.0670661804070511,0.9671056864945279,0.11201562278544874,1.152913963700121,-0.15755993591736595,1.3981249138330394,0.921834690381627,False,False,False,True
EWALL,NAMEVOL,HI,NAMEVOL-HI,RATIO,0.07,1008,0.25,D,1.0,0.9842484248424842,0.49919429515080377,2.088324526877148,1.0735720698850584,1.0696642388429178,1.063796101811752,0.009775968073306274,0.1373098713908969,1.0696642388429178,-0.20591008750234463,1.0729754770671314,1.0674978011377938,0.9674561236784553,0.14982603515255977,1.1533258332744216,-0.20591008750234419,1.3974025000685908,0.9231172664347292,False,False,False,False
TOP20,NAMEVOL,HI,NAMEVOL-HI,RATIO,0.07,1008,0.25,D,0.75,0.9842484248424842,0.49919429515080377,2.088324526877148,1.2355576907297674,1.2323328177053303,1.2274904750396909,0.008067215690076512,0.14632804698135704,1.2323328177053303,-0.14543433128089378,1.2230730414976418,1.2439081962022176,1.108400205474172,0.16437530508299503,1.328597029922899,-0.145434331280894,1.5698258404835839,1.0845907428682255,False,True,False,True
TOP20,NAMEVOL,HI,NAMEVOL-HI,RATIO,0.07,1008,0.25,D,1.0,0.9842484248424842,0.49919429515080377,2.088324526877148,1.2383051860693428,1.2350837500408953,1.2302465619568186,0.008058624112524226,0.1968051728416631,1.2350837500408953,-0.18897473676365317,1.226217347380739,1.2462129214668904,1.1117111573821996,0.22151156419154727,1.3310552935347255,-0.18897473676365317,1.572075777189734,1.0875119158523245,False,True,False,True
EWALL,NAMEVOL,HI,NAMEVOL-HI,BINARY,0.07,1008,0.25,W,0.75,0.984417191719172,0.45364536453645365,1.0,1.0525121078219375,1.048922900801715,1.0435264605254133,0.00898564729652418,0.10115527413223635,1.048922900801715,-0.1520325552449754,1.074047191890083,1.0269462356664738,0.9683604441846743,0.10879510097823153,1.114197414515505,-0.15203255524497494,1.2984778876791234,0.9346286469953075,False,False,False,True
EWALL,NAMEVOL,HI,NAMEVOL-HI,BINARY,0.07,1008,0.25,W,1.0,0.984417191719172,0.45364536453645365,1.0,1.0528361286963428,1.04924960603111,1.043857205439649,0.008978923256693694,0.13488261149146474,1.04924960603111,-0.19892103871857925,1.0743581824459534,1.0273125160866372,0.9686909488158554,0.1453840505935502,1.1145016421406189,-0.19892103871857914,1.2974740242530705,0.9359026246838174,False,True,False,True
TOP20,NAMEVOL,HI,NAMEVOL-HI,BINARY,0.07,1008,0.25,W,0.75,0.984417191719172,0.45364536453645365,1.0,1.2078927778206558,1.2049692450537683,1.2005736600791763,0.0073191177414795305,0.14346151956216668,1.2049692450537683,-0.17553768927677205,1.223559464534435,1.19236670372679,1.108839756546219,0.15909440645195594,1.2795066752639268,-0.17553768927677182,1.463538832305173,1.0881821588526244,False,True,False,True
TOP20,NAMEVOL,HI,NAMEVOL-HI,BINARY,0.07,1008,0.25,W,1.0,0.984417191719172,0.45364536453645365,1.0,1.2107717378956335,1.2078510578011379,1.203459760155638,0.007311977739995479,0.19283647880519794,1.2078510578011379,-0.22740588697621344,1.226639562541138,1.1949579841484352,1.1120814812286852,0.21417366490916723,1.2821812638065808,-0.22740588697621333,1.4657599241487589,1.0912932030571554,False,False,False,False
EWALL,NAMEVOL,HI,NAMEVOL-HI,RAMP,0.07,1008,0.25,W,0.75,0.9844171917191721,0.4193010563870681,2.599299020121882,1.0808918195713526,1.0775472078054649,1.0725178782775726,0.008373941293779996,0.10394043573803802,1.0775472078054649,-0.15291104941873213,1.073881468189157,1.0819693313929262,0.9684971911679648,0.11373114014946806,1.16667812730292,-0.15291104941873201,1.4275522289991285,0.9230908266994241,False,False,False,True
EWALL,NAMEVOL,HI,NAMEVOL-HI,RAMP,0.07,1008,0.25,W,1.0,0.9844171917191721,0.4193010563870681,2.599299020121882,1.0813640702998513,1.0780209799657123,1.0729939370269252,0.008370133272926017,0.13870896952233047,1.0780209799657123,-0.2001442191288526,1.0742049492773558,1.0825789878421577,0.9688429885979558,0.15218816524346046,1.1672744913782922,-0.20014421912885216,1.427200046616273,0.9244318683415252,False,True,False,True
TOP20,NAMEVOL,HI,NAMEVOL-HI,RAMP,0.07,1008,0.25,W,0.75,0.9844171917191721,0.4193010563870681,2.599299020121882,1.2405771684323041,1.237810505484051,1.23365062547749,0.006926542954814208,0.14695032137722164,1.237810505484051,-0.13640145006173343,1.2227188334621448,1.254494115156566,1.1081341475167419,0.16546298883273303,1.3386625224525295,-0.13640145006173288,1.5947516435945273,1.08200208052623,False,True,False,True
TOP20,NAMEVOL,HI,NAMEVOL-HI,RAMP,0.07,1008,0.25,W,1.0,0.9844171917191721,0.4193010563870681,2.599299020121882,1.2433088633815303,1.2405447238736635,1.2363886265929278,0.006920236788602541,0.19766047404551368,1.2405447238736635,-0.17893385772931347,1.225852738740642,1.2567770519687704,1.1114407204930348,0.22301080308235677,1.3411199103347504,-0.17893385772931414,1.5970934246707822,1.084906935368202,False,True,False,True
EWALL,NAMEVOL,HI,NAMEVOL-HI,RATIO,0.07,1008,0.25,W,0.75,0.9844171917191715,0.3810260802981328,2.070187083912453,1.0676485927410588,1.064614659457914,1.0600553066328862,0.00759328610817267,0.10263822091215213,1.064614659457914,-0.1558590377186746,1.0730832435313418,1.057749456216571,0.9676360789552679,0.11141524761173671,1.1437562283597675,-0.1558590377186745,1.375789976940683,0.9236820955753776,False,False,False,True
EWALL,NAMEVOL,HI,NAMEVOL-HI,RATIO,0.07,1008,0.25,W,1.0,0.9844171917191715,0.3810260802981328,2.070187083912453,1.0680765379505168,1.0650442670142433,1.060487412303083,0.007589125647433859,0.13692020552168116,1.0650442670142433,-0.2037589698154152,1.0734085076073743,1.0582775067666421,0.9679834101670554,0.14899823004858814,1.1442561325524547,-0.20375896981541508,1.3752036895390765,0.9250154033726663,False,False,False,False
TOP20,NAMEVOL,HI,NAMEVOL-HI,RATIO,0.07,1008,0.25,W,0.75,0.9844171917191715,0.3810260802981328,2.070187083912453,1.2293347053718986,1.2268279286885129,1.223061041482977,0.006273663888921588,0.14589690772549013,1.2268279286885129,-0.14954579369766652,1.2220819732688906,1.234487199346116,1.1074191392665902,0.16360612268676333,1.3194909295601691,-0.14954579369766674,1.5527175218845035,1.0828876365473887,False,True,False,True
TOP20,NAMEVOL,HI,NAMEVOL-HI,RATIO,0.07,1008,0.25,W,1.0,0.9844171917191715,0.3810260802981328,2.070187083912453,1.232128725084595,1.2296245010350564,1.2258614421313045,0.006267282953290376,0.19620767156580854,1.2296245010350564,-0.1941818774038898,1.2252189654597585,1.2368780178684353,1.1107279080897126,0.22043933903215662,1.3220211821371721,-0.1941818774038896,1.55509219151929,1.0858023139803747,False,True,False,True
EWALL,CORR,LO,CORR-LO,BINARY,0.07,2016,0.25,D,0.75,0.9714221422142214,1.998874887488749,1.0,1.0532047921353302,1.0378140718517017,1.0146741882312724,0.038530603904057825,0.10119061842267452,1.0378140718517017,-0.1584426474795111,1.0547834908490845,1.0256904515059968,0.9617003773824779,0.10989599861085053,1.0979746570793902,-0.15844264747951053,1.2449708009158518,0.9459266477407787,False,False,False,True
EWALL,CORR,LO,CORR-LO,BINARY,0.07,2016,0.25,D,1.0,0.9714221422142214,1.998874887488749,1.0,1.0532708904112296,1.0378955098184832,1.014778732555231,0.038492157855998466,0.13487105939239163,1.0378955098184832,-0.20841177877563233,1.055033772083141,1.0256767279929155,0.9619710767245042,0.14677076611241158,1.0978799276791975,-0.2084117787756321,1.243262290127086,0.9472068249653265,False,False,False,False
TOP20,CORR,LO,CORR-LO,BINARY,0.07,2016,0.25,D,0.75,0.9714221422142214,1.998874887488749,1.0,1.2168906095406629,1.2041683366738802,1.1850396864105435,0.03185092313011939,0.14400822300857197,1.2041683366738802,-0.1964748652167173,1.198960761847234,1.2149413460512584,1.0962954866608217,0.16255654045865597,1.286798281090289,-0.1964748652167171,1.4301139178037943,1.1311471754699032,False,True,False,True
TOP20,CORR,LO,CORR-LO,BINARY,0.07,2016,0.25,D,1.0,0.9714221422142214,1.998874887488749,1.0,1.2191856222607844,1.2064877159261762,1.1873957376556468,0.03178988460513765,0.19360103888163693,1.2064877159261762,-0.25430421363550915,1.2018916059085314,1.2166858760333066,1.0993960271076355,0.21895079971774423,1.2885773238975864,-0.25430421363550926,1.431326409989939,1.1335119447030018,False,False,False,False
EWALL,CORR,LO,CORR-LO,RAMP,0.07,2016,0.25,D,0.75,0.9714221422142214,2.6873632836333785,3.2422482867121243,1.0453091799523169,1.0245818983109578,0.9934463974013751,0.05186278255094179,0.09987932592634752,1.0245818983109578,-0.15844264747951087,1.032067984751894,1.0208390541659003,0.9374707175165086,0.10949554285406293,1.0934072519745446,-0.15844264747951087,1.2483101273786001,0.9327619068523335,False,False,False,True
EWALL,CORR,LO,CORR-LO,RAMP,0.07,2016,0.25,D,1.0,0.9714221422142214,2.6873632836333785,3.2422482867121243,1.045392881196423,1.0246863847959826,0.9935821285622807,0.051810752634142365,0.1330664594344384,1.0246863847959826,-0.20841177877563244,1.0323614886063062,1.0208229296445503,0.9377946318222043,0.14621302834138206,1.0933052666212517,-0.20841177877563233,1.246592988086214,0.9340284995317863,False,False,False,False
TOP20,CORR,LO,CORR-LO,RAMP,0.07,2016,0.25,D,0.75,0.9714221422142214,2.6873632836333785,3.2422482867121243,1.2177505675178175,1.200554698646666,1.1747228908830312,0.04302767663478635,0.143617693104797,1.200554698646666,-0.1964748652167172,1.1818902828527824,1.2227254075886536,1.0731086145994198,0.1641236324652886,1.2977487697239283,-0.1964748652167173,1.4383941457786917,1.1445749354431909,False,True,False,True
TOP20,CORR,LO,CORR-LO,RAMP,0.07,2016,0.25,D,1.0,0.9714221422142214,2.6873632836333785,3.2422482867121243,1.219971905695563,1.2028100435723292,1.1770293045957136,0.042942601099849265,0.19304034792119307,1.2028100435723292,-0.2543042136355095,1.1848242030862426,1.2243577771200207,1.0762822557026763,0.22111706965413447,1.299379741250829,-0.25430421363550915,1.4395872199570177,1.1466630386424017,False,False,False,False
EWALL,CORR,LO,CORR-LO,RATIO,0.07,2016,0.25,D,0.75,0.9714221422142214,2.415604684441733,1.4857605572534047,1.0574943163106763,1.0388525074940793,1.0108454481755516,0.0466488681351247,0.10133458587793731,1.0388525074940793,-0.15844264747951098,1.0603764350227496,1.022555795070444,0.9606905843399147,0.11017019720796872,1.1006759428948651,-0.15844264747951076,1.256373462497508,0.9390911876289757,False,False,False,True
EWALL,CORR,LO,CORR-LO,RATIO,0.07,2016,0.25,D,1.0,0.9714221422142214,2.415604684441733,1.4857605572534047,1.0575494844211224,1.038926352663264,1.0109473816344228,0.04660210278669963,0.13506671454501662,1.038926352663264,-0.20841177877563244,1.0606296837022713,1.0225277333950764,0.9609721445712957,0.14714714345635116,1.100557154637975,-0.2084117787756321,1.2546321846750215,0.9403483316836357,False,False,False,False
TOP20,CORR,LO,CORR-LO,RATIO,0.07,2016,0.25,D,0.75,0.9714221422142214,2.415604684441733,1.4857605572534047,1.2260016413466943,1.2105532210403713,1.1873425666170656,0.038659074729628706,0.1448408483762582,1.2105532210403713,-0.19647486521671698,1.2082119878147024,1.2186659656187788,1.0958770729304055,0.1640113189634076,1.298316596083497,-0.1964748652167171,1.445196073062618,1.1381264528482633,False,True,False,True
TOP20,CORR,LO,CORR-LO,RATIO,0.07,2016,0.25,D,1.0,0.9714221422142214,2.415604684441733,1.4857605572534047,1.228203450767367,1.212785411495121,1.1896204119722114,0.038583038795155566,0.19474843210087345,1.212785411495121,-0.2543042136355096,1.2110337393061275,1.2203410084382704,1.0989215667299517,0.22098004737370247,1.2999904073331432,-0.25430421363550926,1.4463736199133053,1.1403207401724196,False,False,False,False
EWALL,CORR,LO,CORR-LO,BINARY,0.07,2016,0.25,W,0.75,0.9722097209720972,1.0632313231323132,1.0,1.0589459748076906,1.0507410308230647,1.0384043268462264,0.020541647961464182,0.10261304055144427,1.0507410308230647,-0.15844264747951042,1.0614832188181575,1.0441360981325398,0.9615560270101304,0.11242648452933612,1.1212746677347776,-0.15844264747951087,1.2750739099936057,0.9621103794224293,False,False,False,True
EWALL,CORR,LO,CORR-LO,BINARY,0.07,2016,0.25,W,1.0,0.9722097209720972,1.0632313231323132,1.0,1.0589978763029875,1.0508010356039263,1.03847654022381,0.020521336079177388,0.1368214689905709,1.0508010356039263,-0.20841177877563222,1.0617261622561622,1.0440844574832469,0.9618248168811661,0.15025632494521024,1.12113475384529,-0.20841177877563255,1.2732972363301513,0.9633549685979129,False,False,False,False
TOP20,CORR,LO,CORR-LO,BINARY,0.07,2016,0.25,W,0.75,0.9722097209720972,1.0632313231323132,1.0,1.2232360211249942,1.2164601657771992,1.2062722147546157,0.01696380637037853,0.1457701517064427,1.2164601657771992,-0.1964748652167171,1.2060328120785808,1.231760649874536,1.0955710508359573,0.16575795705239926,1.3088045452779526,-0.1964748652167172,1.46009142536773,1.1444289173398923,False,True,False,True
TOP20,CORR,LO,CORR-LO,BINARY,0.07,2016,0.25,W,1.0,0.9722097209720972,1.0632313231323132,1.0,1.2254991258406518,1.2187365850181797,1.2085686529404287,0.016930472900223092,0.19604017350183267,1.2187365850181797,-0.25430421363550926,1.208972034382519,1.2334200348762132,1.0987047983533689,0.22340982633558237,1.310495603887805,-0.25430421363550926,1.4612161686604122,1.146695316349568,False,False,False,False
EWALL,CORR,LO,CORR-LO,RAMP,0.07,2016,0.25,W,0.75,0.9722097209720968,1.3389633833698134,3.13629839556654,1.0538981513998202,1.043582118318836,1.028066272901213,0.02583187849860713,0.10196937418068508,1.043582118318836,-0.15844264747951065,1.0612620210600696,1.0308490932006542,0.9674497193672533,0.11073362219064631,1.1037375429156415,-0.15844264747951065,1.260402938932434,0.9415630497149513,False,False,False,True
EWALL,CORR,LO,CORR-LO,RAMP,0.07,2016,0.25,W,1.0,0.9722097209720968,1.3389633833698134,3.13629839556654,1.0539500118683343,1.0436441614623078,1.0281436669208803,0.02580634494745393,0.13593034992385733,1.0436441614623078,-0.208411778775632,1.0615021684203572,1.0308091065419311,0.9677293485034395,0.14790949559279243,1.1036011830249373,-0.20841177877563233,1.258647094572711,0.9427896874828201,False,False,False,False
TOP20,CORR,LO,CORR-LO,RAMP,0.07,2016,0.25,W,0.75,0.9722097209720968,1.3389633833698134,3.13629839556654,1.2156344182995087,1.2071339069161766,1.1943480466857097,0.021286371613798982,0.14468775362503417,1.2071339069161766,-0.1964748652167171,1.1987394349753984,1.2206676564469698,1.0959858213229001,0.16370034747883588,1.2921755141034168,-0.19647486521671698,1.4411418968157477,1.1301425200660948,False,True,False,True
TOP20,CORR,LO,CORR-LO,RAMP,0.07,2016,0.25,W,1.0,0.9722097209720968,1.3389633833698134,3.13629839556654,1.2179169299891066,1.2094325906164771,1.1966710661537254,0.021245863835381185,0.19452318445147787,1.2094325906164771,-0.25430421363550926,1.2016637793424965,1.2223793991275531,1.0990702825862753,0.2205200961243965,1.2939337074462998,-0.25430421363550937,1.442424027191057,1.132380466250754,False,False,False,False
EWALL,CORR,LO,CORR-LO,RATIO,0.07,2016,0.25,W,0.75,0.9722097209720972,1.2363839649331132,1.4428847631180897,1.0546862777148494,1.0451195169304774,1.0307361611607189,0.023950116554130485,0.10206226867736423,1.0451195169304774,-0.15844264747951053,1.0669687944871333,1.0286143753624861,0.9728451116556693,0.11045408531288725,1.1022699509633338,-0.15844264747951087,1.2629293281561698,0.9359087750320336,False,False,False,True
EWALL,CORR,LO,CORR-LO,RATIO,0.07,2016,0.25,W,1.0,0.9722097209720972,1.2363839649331132,1.4428847631180897,1.0547401315981284,1.0451828328738306,1.0308137298381417,0.023926401759986726,0.13606163963868578,1.0451828328738306,-0.2084117787756321,1.067196976601856,1.02859008633823,0.9731062596061618,0.14753198609226792,1.1021522390722203,-0.20841177877563244,1.2611727966897728,0.9371642363062489,False,False,False,False
TOP20,CORR,LO,CORR-LO,RATIO,0.07,2016,0.25,W,0.75,0.9722097209720972,1.2363839649331132,1.4428847631180897,1.2151654707050688,1.2072656881513006,1.1953882531901365,0.01977721751493222,0.14461605672136302,1.2072656881513006,-0.1964748652167172,1.2054291749121224,1.2151119929331045,1.102399383717239,0.16290500385448636,1.2876728165092854,-0.19647486521671698,1.4448070051623785,1.1165468492390673,False,True,False,True
TOP20,CORR,LO,CORR-LO,RATIO,0.07,2016,0.25,W,1.0,0.9722097209720972,1.2363839649331132,1.4428847631180897,1.2174796965237524,1.209595081000525,1.1977404508589107,0.019739245664841754,0.1944336448906474,1.209595081000525,-0.25430421363550915,1.20834268020056,1.2168858371986222,1.1054629442372013,0.21942689128489334,1.2894940310703136,-0.25430421363550904,1.4460687616066792,1.1189331491410413,False,False,False,False
EWALL,CORR,HI,CORR-HI,BINARY,0.07,2016,0.25,D,0.75,0.9854860486048604,0.5954095409540954,1.0,1.0609437372767643,1.0562388005180356,1.0491645952211457,0.011779142055618586,0.10161134674339656,1.0562388005180356,-0.13781498292269867,1.0739126174114357,1.0406992439656773,0.9684502501998019,0.1094977456959656,1.1279627453060521,-0.13781498292269856,1.2821727403395797,0.973978726345666,False,False,False,True
EWALL,CORR,HI,CORR-HI,BINARY,0.07,2016,0.25,D,1.0,0.9854860486048604,0.5954095409540954,1.0,1.0612310710521557,1.056529669293228,1.0494607841571626,0.011770286894993154,0.13551919645585309,1.056529669293228,-0.18161446721878682,1.074135021699414,1.0410731424678206,0.9686885434783339,0.14638540022728952,1.1282759371918694,-0.1816144672187866,1.2809581434340331,0.9755694700419506,False,True,False,True
TOP20,CORR,HI,CORR-HI,BINARY,0.07,2016,0.25,D,0.75,0.9854860486048604,0.5954095409540954,1.0,1.2203449738363406,1.2164660735596087,1.2106344775662732,0.00971049627006737,0.14455761206792173,1.2164660735596087,-0.17470956103793944,1.2274729047307098,1.2108521528300238,1.1124229202498328,0.16126706563935556,1.2969170337483633,-0.17470956103793944,1.4638642177208108,1.1230055081812136,False,True,False,True
TOP20,CORR,HI,CORR-HI,BINARY,0.07,2016,0.25,D,1.0,0.9854860486048604,0.5954095409540954,1.0,1.2230346308873388,1.219160875606723,1.2133369892887613,0.009697641598577444,0.1943321342661346,1.219160875606723,-0.22635603932500759,1.2306618704942038,1.2130067469800363,1.1157633869719665,0.2171327405460155,1.2991936770651547,-0.22635603932500736,1.4652825475850573,1.1261466786174317,False,False,False,False
EWALL,CORR,HI,CORR-HI,RAMP,0.07,2016,0.25,D,0.75,0.9854860486048601,0.8667317843578964,2.516855176730731,1.075593957722261,1.0687890065675778,1.0585673371018955,0.01702662062036553,0.10271126570911182,1.0687890065675778,-0.15090183828041903,1.0691456618309687,1.0692524732906399,0.9634387858475867,0.11190562013605265,1.1553559744846622,-0.15090183828041837,1.390840405573139,0.9331284504012882,False,False,False,True
EWALL,CORR,HI,CORR-HI,RAMP,0.07,2016,0.25,D,1.0,0.9854860486048601,0.8667317843578964,2.516855176730731,1.07600879710045,1.0692072392663672,1.0589906644826863,0.017018132617763637,0.13702810556413536,1.0692072392663672,-0.1974979069468794,1.0693968870527144,1.0698240881287369,0.9637093959891442,0.14969626191795915,1.155910507042979,-0.1974979069468802,1.3903034652028454,0.9345671198697985,False,True,False,True
TOP20,CORR,HI,CORR-HI,RAMP,0.07,2016,0.25,D,0.75,0.9854860486048601,0.8667317843578964,2.516855176730731,1.237683577529532,1.2320284852162164,1.2235348909796917,0.014148686549840361,0.1455350069335124,1.2320284852162164,-0.13766559457303618,1.2206497260797666,1.2456062345902388,1.104869485909217,0.16398230201376474,1.330619196170493,-0.1376655945730363,1.5644833787799748,1.0950695036616767,False,True,False,True
TOP20,CORR,HI,CORR-HI,RAMP,0.07,2016,0.25,D,1.0,0.9854860486048601,0.8667317843578964,2.516855176730731,1.2404499417309398,1.2348002184008264,1.2263146677478443,0.014135273983095553,0.1957100422126936,1.2348002184008264,-0.17901624204600375,1.2238200298059863,1.2479335728827032,1.1081822978237303,0.22097389363698472,1.3331114752008724,-0.17901624204600397,1.56663958641155,1.0981140119497554,False,True,False,True
EWALL,CORR,HI,CORR-HI,RATIO,0.07,2016,0.25,D,0.75,0.9854860486048604,0.8052917548482194,2.4053775155567,1.0731442295394122,1.0668119589111298,1.057300023612443,0.015844205926969224,0.10244148775487427,1.0668119589111298,-0.15027723917626856,1.072764553826679,1.0618298911507582,0.9676272291145754,0.11087310319295884,1.148722197976439,-0.15027723917626923,1.3757679665813556,0.9338351940814856,False,False,False,True
EWALL,CORR,HI,CORR-HI,RATIO,0.07,2016,0.25,D,1.0,0.9854860486048604,0.8052917548482194,2.4053775155567,1.073574098409136,1.067244982765096,1.057737786874164,0.015836311534972003,0.13666389784664212,1.067244982765096,-0.1966508010695024,1.0730299748888754,1.0624185966153108,0.9679121750524122,0.1482923467369146,1.149289079079364,-0.19665080106950306,1.3752072309444807,0.935313566227584,False,True,False,True
