panel,flag,arm,cost,end,depth,published,turnover_yr,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1_Sharpe,H2_Sharpe,H1_CAGR,H2_CAGR,R8_IS_CAGR,R8_IS_Sharpe,R8_IS_MaxDD,R8_OOS_CAGR,R8_OOS_Sharpe,R8_OOS_MaxDD,mean_held,BindSharpe,Sharpe,CAGR,MaxDD,OOS_Sharpe,pass4a,pass4b
SMALL439,band,0.25,25,pub,0,1,1.2705214910187328,0.04427540444704503,0.5903829549250652,-0.17956191852389447,0.6447519541980747,0.5506387276509074,0.04398168434219207,0.04456920718888435,0.04425319165774755,0.6327805871180688,-0.1133309067799626,0.044289123272506004,0.5687158308564102,-0.1795619185238967,181.0615164520744,0.5506387276509074,0.5903829549250652,0.04427540444704503,-0.17956191852389447,0.5687158308564102,0.0,0.0
SMALL439,band,0.35,10,pub,0,1,1.167482272441145,0.04216285270507303,0.5384295065313028,-0.18992655134713832,0.6422139486954114,0.4807756809625506,0.04169630987810535,0.042629604481815075,0.03713228668433333,0.5728849844965608,-0.10485896295203245,0.04528190453727832,0.5302770850028699,-0.18992655134713765,186.41010968049594,0.4807756809625506,0.5384295065313028,0.04216285270507303,-0.18992655134713832,0.5302770850028699,0.0,0.0
SMALL439,band,0.35,25,pub,0,1,1.167482272441145,0.04033895691505052,0.5173154826696125,-0.19210626217010618,0.6195845108297803,0.46013468611190433,0.040121179795484796,0.040556779632066275,0.03561114605051108,0.5511222179320847,-0.10552768859733408,0.0432696217076598,0.5091587077567089,-0.19210626217010718,186.41010968049594,0.46013468611190433,0.5173154826696125,0.04033895691505052,-0.19210626217010618,0.5091587077567089,0.0,0.0
SMALL439,band,0.44999999999999996,10,hi,1,0,1.064134743267449,0.0422680590637492,0.540075399518683,-0.17632278145022273,0.6229197271252401,0.5270883125236528,0.034575758338072804,0.05001755375514194,0.029516345269513966,0.539840546076924,-0.105293693706217,0.05022227197229845,0.559919982571534,-0.17632278145022184,176.533857892227,0.5270883125236528,0.540075399518683,0.0422680590637492,-0.17632278145022273,0.559919982571534,0.0,0.0
SMALL439,band,0.44999999999999996,25,hi,1,0,1.064134743267449,0.04060553465690053,0.5208265802557581,-0.17824365205533166,0.600572718845078,0.5083687886448607,0.0332586293202366,0.048004679594080946,0.028262928829356104,0.5183717249906966,-0.1062278259855679,0.04830220326896306,0.5407766489939749,-0.17824365205533355,176.533857892227,0.5083687886448607,0.5208265802557581,0.04060553465690053,-0.17824365205533166,0.5407766489939749,0.0,0.0
SMALL439,band,0.5499999999999999,10,hi,2,0,0.9711611971805247,0.04451053962143692,0.5784218368286039,-0.16363390789670007,0.6437993607046956,0.6022921438465558,0.03044058947048156,0.05877260516387972,0.025429925401409204,0.5481651759832427,-0.10002182132754944,0.056471631723775007,0.6211552936633139,-0.16363390789669796,160.8099666189795,0.6022921438465558,0.5784218368286039,0.04451053962143692,-0.16363390789670007,0.6211552936633139,0.0,0.0
SMALL439,band,0.5499999999999999,25,hi,2,0,0.9711611971805247,0.04299000246317908,0.5604057801735159,-0.1653730816877429,0.6217857646714455,0.584428058581018,0.0293475115801336,0.056813304544970133,0.02440067123010481,0.5271435994778985,-0.10083682336521249,0.05463886354721259,0.603019081380326,-0.16537308168774234,160.8099666189795,0.584428058581018,0.5604057801735159,0.04299000246317908,-0.1653730816877429,0.603019081380326,0.0,0.0
SMALL439,band,0.6499999999999999,10,hi,3,0,0.8812578425018236,0.04461751257138857,0.6129750653974163,-0.15232601741437546,0.5930325055143494,0.6933756479233303,0.023675304904721584,0.06598815302318983,0.019092025359935594,0.4881483334688138,-0.09554571243451049,0.060700369946898425,0.6919732668234682,-0.15232601741437568,143.52288984263234,0.5930325055143494,0.6129750653974163,0.04461751257138857,-0.15232601741437546,0.6919732668234682,0.0,0.0
SMALL439,band,0.6499999999999999,25,hi,3,0,0.8812578425018236,0.04323764138413799,0.5955510286768768,-0.1536842808794988,0.5709011603668562,0.6758154677559073,0.02275347508165293,0.06413207377647834,0.01823123641677893,0.4671823933424016,-0.09629703252773791,0.058987375144209375,0.6742354373257353,-0.15368428087950037,143.52288984263234,0.5709011603668562,0.5955510286768768,0.04323764138413799,-0.1536842808794988,0.6742354373257353,0.0,0.0
SMALL439,gross,0.25,10,pub,0,1,0.941019928492459,0.013095342632507112,0.5724543903381837,-0.05095635440577628,0.5674929822197747,0.5790802634015142,0.012092494548441746,0.014099184404684273,0.012819470953134848,0.5776441548637491,-0.03866839385203302,0.013265758151784324,0.569549703141167,-0.050956354405779836,164.81330472103005,0.5674929822197747,0.5724543903381837,0.013095342632507112,-0.05095635440577628,0.569549703141167,0.0,0.0
SMALL439,gross,0.25,25,pub,0,1,0.941019928492459,0.011666355802683492,0.5115610674490481,-0.053052659814293635,0.5051212774769908,0.5192192275475896,0.010735127835825642,0.0125984417445959,0.011456799682916907,0.5175744731975201,-0.040958441152065705,0.011795799072998436,0.5081502445879378,-0.05305265981429441,164.81330472103005,0.5051212774769908,0.5115610674490481,0.011666355802683492,-0.053052659814293635,0.5081502445879378,0.0,0.0
SMALL439,gross,0.5,10,pub,0,1,1.8715431006494911,0.025814767108439884,0.5724827630154877,-0.0998873933009703,0.5687074081242929,0.5780672019389093,0.02391245485964899,0.02772061363584477,0.025350528637109404,0.578968211464865,-0.0766434859357924,0.026101585163637475,0.5688148791500549,-0.0998873933009673,164.81330472103005,0.5687074081242929,0.5724827630154877,0.025814767108439884,-0.0998873933009703,0.5688148791500549,0.0,0.0
SMALL439,gross,0.5,25,pub,0,1,1.8715431006494911,0.022939071437672043,0.5119370241456785,-0.10385377226609527,0.5066978558930948,0.5185428272677214,0.0211828022508338,0.02469836112333801,0.02260943207277588,0.5192694777913851,-0.08101948555533756,0.02314270935163054,0.507749154642155,-0.10385377226609493,164.81330472103005,0.5066978558930948,0.5119370241456785,0.022939071437672043,-0.10385377226609527,0.507749154642155,0.0,0.0
SMALL439,gross,0.75,10,pub,0,1,2.7955021887178777,0.03813706916300896,0.5724733772674039,-0.14684660360056756,0.569874684659334,0.5770246736075461,0.035442916455360685,0.040838231874489095,0.03757424929394504,0.5802451423647333,-0.11389863031782521,0.038484818461982595,0.5680478271993786,-0.14684660360056612,164.81330472103005,0.569874684659334,0.5724733772674039,0.03813706916300896,-0.14684660360056756,0.5680478271993786,0.0,0.0
SMALL439,gross,0.75,25,pub,0,1,2.7955021887178777,0.03379307869868797,0.5121926161615398,-0.15247448676832176,0.5081394603046748,0.5177584352611833,0.03132180195922496,0.036270277167635756,0.033434326490855204,0.5208257660740069,-0.12017270746724185,0.034014705796481026,0.5072384594364331,-0.15247448676832187,164.81330472103005,0.5081394603046748,0.5121926161615398,0.03379307869868797,-0.15247448676832176,0.5072384594364331,0.0,0.0
SMALL439,gross,1.0,10,pub,0,1,3.7169635375132257,0.05004096683473325,0.5724246373261778,-0.1918873276539348,0.5709938941195076,0.5759505422457656,0.04666676252379265,0.05342604877658763,0.04947149786725147,0.5814735687093444,-0.1504089037553905,0.050392824462627495,0.5672468567743753,-0.19188732765393401,164.81330472103005,0.5709938941195076,0.5724246373261778,0.05004096683473325,-0.1918873276539348,0.5672468567743753,0.0,0.0
SMALL439,gross,1.0,25,pub,0,1,3.7169635375132257,0.044202857359458614,0.5123239893541264,-0.19898487686348232,0.5094435701471836,0.5168610757649098,0.04113044067512339,0.04728434086569555,0.043907284349888,0.5222396434439853,-0.15840798942922685,0.04438544466345329,0.5066142447225008,-0.19898487686348343,164.81330472103005,0.5094435701471836,0.5123239893541264,0.044202857359458614,-0.19898487686348232,0.5066142447225008,0.0,0.0
SMALL439,gross,0.125,10,lo,1,0,0.4720492675798828,0.00659335327911581,0.572427590598748,-0.025734694656234458,0.5668694688018646,0.5795774308148773,0.006079272522085732,0.007107696718253509,0.0064446247835350245,0.5769658777962807,-0.019419095024727495,0.006685218780650315,0.5699066413965778,-0.025734694656236123,164.81330472103005,0.5668694688018646,0.572427590598748,0.00659335327911581,-0.025734694656234458,0.5699066413965778,0.0,0.0
SMALL439,gross,0.125,25,lo,1,0,0.4720492675798828,0.005880868571156217,0.5113317945627962,-0.0268122767310065,0.5042859021598787,0.5195210602577158,0.0054022186467894695,0.006359746370243391,0.005765001522314961,0.5166785922380023,-0.0205906516020935,0.00595243457558059,0.5083136473666229,-0.026812276731007056,164.81330472103005,0.5042859021598787,0.5113317945627962,0.005880868571156217,-0.0268122767310065,0.5083136473666229,0.0,0.0
SMALL439,gross,0.0625,10,lo,2,0,0.2364358102841465,0.003307935646350124,0.5724113957802304,-0.012931896178177471,0.5665537874817079,0.5798242127443785,0.0030477635040526696,0.003568175272516072,0.003230889821029592,0.5766226823306793,-0.00973054820144903,0.0033555220022547516,0.5700830565876048,-0.012931896178178581,164.81330472103005,0.5665537874817079,0.5724113957802304,0.003307935646350124,-0.012931896178177471,0.5700830565876048,0.0,0.0
SMALL439,gross,0.0625,25,lo,2,0,0.2364358102841465,0.0029521733279294082,0.5112077213116422,-0.013478191892087432,0.5038568305249892,0.5196642097792936,0.0027096163709929844,0.003194788959757222,0.0028914749778228277,0.5162185826016147,-0.010323096056587433,0.002989662384121017,0.5083874553969804,-0.013478191892085434,164.81330472103005,0.5038568305249892,0.5112077213116422,0.0029521733279294082,-0.013478191892087432,0.5083874553969804,0.0,0.0
SMALL439,gross,0.03125,10,lo,3,0,0.1183238859060548,0.0016567624933623293,0.5724026410201798,-0.006482138596326292,0.5663950149272001,0.5799471872217065,0.0015258975841254685,0.0017876445021318688,0.0016175713540818037,0.5764501324017177,-0.004870495401084973,0.0016809676553977138,0.570170779644512,-0.0064821385963272915,164.81330472103005,0.5663950149272001,0.5724026410201798,0.0016567624933623293,-0.006482138596326292,0.570170779644512,0.0,0.0
SMALL439,gross,0.03125,25,lo,3,0,0.1183238859060548,0.0014789987713148545,0.5111434266723924,-0.006757182524667726,0.503639573541118,0.5197339226760874,0.0013569157645514363,0.0016010966621415879,0.0014479595239509369,0.5159857171272405,-0.005168478273582244,0.0014981690501962852,0.5084224542387699,-0.00675718252466706,164.81330472103005,0.503639573541118,0.5111434266723924,0.0014789987713148545,-0.006757182524667726,0.5084224542387699,0.0,0.0
SMALL439,m,0.1,10,pub,0,1,2.455113781504113,0.006626770745082444,0.5154807525748594,-0.03592169864950212,0.8450784126428947,0.2553978332056241,0.009708445339054572,0.0035545015575388916,0.009488272980524348,0.8022617536132449,-0.014210610432043302,0.004863563864862641,0.36297690102953517,-0.035921698649502676,18.794706723891274,0.2553978332056241,0.5154807525748594,0.006626770745082444,-0.03592169864950212,0.36297690102953517,0.0,0.0
SMALL439,m,0.1,25,pub,0,1,2.455113781504113,0.0029262509028857853,0.23123604160262506,-0.04268932729327479,0.533334158152698,-0.009995410691088093,0.006108040338968168,-0.0002454762102553909,0.00596465466793461,0.5063808665973939,-0.014896738298217027,0.0010543226161301433,0.0840341263365257,-0.04268932729327568,18.794706723891274,-0.009995410691088093,0.23123604160262506,0.0029262509028857853,-0.04268932729327479,0.0840341263365257,0.0,0.0
SMALL439,m,0.15,10,pub,0,1,3.6813325627631093,0.009892975013815475,0.5154359963679827,-0.0535495955560964,0.8451742024644776,0.2552729622310059,0.014549816949604777,0.00525750825000193,0.014214019846015225,0.802297090683877,-0.021268663295267,0.007233504330367291,0.3629029770076479,-0.05354959555609584,18.794706723891274,0.2552729622310059,0.5154359963679827,0.009892975013815475,-0.0535495955560964,0.3629029770076479,0.0,0.0
SMALL439,m,0.15,25,pub,0,1,3.6813325627631093,0.00433112087138543,0.23132716473688247,-0.06356136694201797,0.533561817373208,-0.009984770105472433,0.009129986635239895,-0.0004449241330781728,0.008910485136868873,0.5065541698010514,-0.022290505765929614,0.0015133001136282687,0.0840940377796277,-0.06356136694202141,18.794706723891274,-0.009984770105472433,0.23132716473688247,0.00433112087138543,-0.06356136694201797,0.0840940377796277,0.0,0.0
SMALL439,m,0.2,10,pub,0,1,4.906750776941443,0.013127111677105896,0.5153884484423387,-0.070956949907103,0.845267267705383,0.2551459972499798,0.019382090580162936,0.006910513633825888,0.018926935415573665,0.8023301824992539,-0.028295217170723586,0.009561650651173537,0.3628263308388857,-0.07095694990710633,18.794706723891274,0.2551459972499798,0.5153884484423387,0.013127111677105896,-0.070956949907103,0.3628263308388857,0.0,0.0
SMALL439,m,0.2,25,pub,0,1,4.906750776941443,0.005696676792074307,0.23141089590285444,-0.0841200639987898,0.5337817373911481,-0.009980643626213823,0.01213002694222065,-0.0006957813846560912,0.01183144054898122,0.5067203134372276,-0.029647941858436666,0.0019264486845917972,0.08414675013146546,-0.08412006399878891,18.794706723891274,-0.009980643626213823,0.23141089590285444,0.005696676792074307,-0.0841200639987898,0.08414675013146546,0.0,0.0
SMALL439,m,0.25,10,pub,0,1,6.1314607191946395,0.01632869707636564,0.5153373510281934,-0.08814493809988222,0.8453569895284281,0.25501610938684943,0.02420484742567819,0.008513114439147929,0.0236265691619002,0.802360380124012,-0.03529028886036656,0.011847554065853139,0.36274616826374856,-0.08814493809988144,18.794706723891274,0.25501610938684943,0.5153373510281934,0.01632869707636564,-0.08814493809988222,0.36274616826374856,0.0,0.0
SMALL439,m,0.25,25,pub,0,1,6.1314607191946395,0.007022503896354282,0.23148538600404714,-0.10436691576435675,0.5339923732585499,-0.00998505431330222,0.015107722676833024,-0.0009983170263725416,0.01472706392913925,0.5068776762326579,-0.036969133350340244,0.002293427013322802,0.08419033363190088,-0.10436691576435664,18.794706723891274,-0.00998505431330222,0.23148538600404714,0.007022503896354282,-0.10436691576435675,0.08419033363190088,0.0,0.0
SMALL439,m,0.3,10,pub,0,1,7.3555332612901605,0.019497269665231798,0.5152830287044009,-0.10511466607412867,0.8454432452629591,0.2548839568890678,0.029017671111201127,0.01006495032536936,0.028312483833026425,0.8023878396872194,-0.04225386784934548,0.014090793827964854,0.36266289112129185,-0.10511466607412945,18.794706723891274,0.2548839568890678,0.5152830287044009,0.019497269665231798,-0.10511466607412867,0.36266289112129185,0.0,0.0
SMALL439,m,0.3,25,pub,0,1,7.3555332612901605,0.00830824344272374,0.2315514273097718,-0.12430341074489382,0.534193471742791,-0.00999643743279624,0.018062646051354214,-0.0013526989347308893,0.01759693549393493,0.5070266971316892,-0.044254096708807644,0.002613961528881825,0.08422573410214172,-0.12430341074489815,18.794706723891274,-0.00999643743279624,0.2315514273097718,0.00830824344272374,-0.12430341074489382,0.08422573410214172,0.0,0.0
SMALL439,m,0.35,10,pub,0,1,8.57903862310468,0.022632369140589637,0.5152256375244785,-0.12186726874567655,0.8455263919619296,0.25474959416448606,0.03382015601643218,0.011565654169227946,0.03298423160908959,0.8024125060416846,-0.04918598527594531,0.01629095809371517,0.36257679670899445,-0.12186726874567544,18.794706723891274,0.25474959416448606,0.5152256375244785,0.022632369140589637,-0.12186726874567655,0.36257679670899445,0.0,0.0
SMALL439,m,0.35,25,pub,0,1,8.57903862310468,0.009553540627277535,0.23160940129639104,-0.1439311094047786,0.5343858558991338,-0.01001465417412109,0.02099440049908119,-0.0017591174889209915,0.020440613382791017,0.507167178459609,-0.05150295026609597,0.0028877985424147212,0.08425369771513622,-0.14393110940478204,18.794706723891274,-0.01001465417412109,0.23160940129639104,0.009553540627277535,-0.1439311094047786,0.08425369771513622,0.0,0.0
SMALL439,m,0.4,10,pub,0,1,9.802056955679486,0.02573352573450638,0.5151650821725133,-0.13840382783812444,0.845606240240108,0.2546130166820531,0.038611877497574776,0.013014860133060635,0.037641359999262436,0.802434302870945,-0.0560866448514582,0.018447623076573993,0.36248779288238825,-0.138403827838126,18.794706723891274,0.2546130166820531,0.5151650821725133,0.02573352573450638,-0.13840382783812444,0.36248779288238825,0.0,0.0
SMALL439,m,0.4,25,pub,0,1,9.802056955679486,0.010758018114379153,0.2316590457392086,-0.16325133174945627,0.5345690325144499,-0.010039765486978647,0.023902546967169425,-0.002217765539687666,0.023257648346977966,0.5072988927226487,-0.058715741811113054,0.0031146526736614,0.08427396439976043,-0.16325133174945827,18.794706723891274,-0.010039765486978647,0.2316590457392086,0.010758018114379153,-0.16325133174945627,0.08427396439976043,0.0,0.0
SMALL439,m,0.45,10,pub,0,1,11.024667949513473,0.028800270889700386,0.5151013383496719,-0.15472569386127355,0.8456831507995666,0.2544738678394714,0.04339243563485917,0.014412182065237422,0.04228345670030742,0.802453887066835,-0.06295585065252385,0.020560343098563694,0.36239547259696686,-0.15472569386127477,18.794706723891274,0.2544738678394714,0.5151013383496719,0.028800270889700386,-0.15472569386127355,0.36239547259696686,0.0,0.0
SMALL439,m,0.45,25,pub,0,1,11.024667949513473,0.011921302414172885,0.23170026017410814,-0.18226579402058918,0.5347439259658107,-0.010072757908665174,0.026786711906201743,-0.00272889159366263,0.02604769419866937,0.5074235189818632,-0.06589251800164009,0.003294182585496408,0.08428543440334507,-0.18226579402058707,18.794706723891274,-0.010072757908665174,0.23170026017410814,0.011921302414172885,-0.18226579402058918,0.08428543440334507,0.0,0.0
SMALL439,m,0.5,10,pub,0,1,12.246948652530016,0.03183213979070998,0.5150344658009249,-0.1708339646535726,0.8457572755497007,0.25433211335389067,0.048161423356052335,0.01575724977183479,0.04691009430691895,0.8024714675731437,-0.06979357536060693,0.022628688299191513,0.3622998079251247,-0.17083396465357392,18.794706723891274,0.25433211335389067,0.5150344658009249,0.03183213979070998,-0.1708339646535726,0.3622998079251247,0.0,0.0
SMALL439,m,0.5,25,pub,0,1,12.246948652530016,0.013043030002311218,0.23173312624973724,-0.20097682026926877,0.5349109041197561,-0.010113838436582208,0.029646508341151012,-0.0032927103403183056,0.028810371001666057,0.5075415621174912,-0.0730332452146717,0.00342608397573696,0.08428793799596222,-0.20097682026926988,18.794706723891274,-0.010113838436582208,0.23173312624973724,0.013043030002311218,-0.20097682026926877,0.08428793799596222,0.0,0.0
SMALL439,m,0.55,10,pub,0,1,13.46896795493642,0.03482867665328482,0.5149645861033015,-0.18672963841893409,0.8458280563216412,0.25418846401861206,0.05291838671854632,0.017049757637332963,0.05152075248041199,0.8024858666406081,-0.07659996055589802,0.024652299825282054,0.36220164323269743,-0.18672963841893353,18.794706723891274,0.25418846401861206,0.5149645861033015,0.03482867665328482,-0.18672963841893409,0.36220164323269743,0.0,0.0
SMALL439,m,0.55,25,pub,0,1,13.46896795493642,0.014122860128136683,0.23175794923032625,-0.21938550907834398,0.5350685436931522,-0.010161238782450675,0.03248143855119667,-0.00390928395031287,0.03154507433649312,0.5076500384892559,-0.08013830870213379,0.0035102243533624566,0.08428359101839357,-0.21938550907834276,18.794706723891274,-0.010161238782450675,0.23175794923032625,0.014122860128136683,-0.21938550907834398,0.08428359101839357,0.0,0.0
SMALL439,m,0.6,10,pub,0,1,14.690786970673933,0.03778943502981846,0.5148919068571682,-0.20241398547105194,0.8458952358668195,0.25404350026237255,0.05766287905951728,0.01828941223425895,0.056114981534133745,0.8024972301426783,-0.08337494112855703,0.026630791378777996,0.36210121103274534,-0.20241398547105172,18.794706723891274,0.25404350026237255,0.5148919068571682,0.03778943502981846,-0.20241398547105194,0.36210121103274534,0.0,0.0
SMALL439,m,0.6,25,pub,0,1,14.690786970673933,0.015160475327179901,0.23177521527247077,-0.23749297072345044,0.5352162068562477,-0.010213586994679544,0.03529102759731728,-0.004578651610468554,0.034251377860328835,0.5077493364562147,-0.08720757650035804,0.0035464007143211074,0.08427290522180768,-0.23749297072344833,18.794706723891274,-0.010213586994679544,0.23177521527247077,0.015160475327179901,-0.23749297072345044,0.08427290522180768,0.0,0.0
SMALL439,m,0.65,10,pub,0,1,15.912476656077702,0.04071395932760358,0.5148164494055646,-0.21788816373770103,0.8459592208223609,0.2538969380838134,0.06239449882036818,0.019475859807203122,0.060692328154066555,0.8025056269296228,-0.09011854011065923,0.02856376461328658,0.36199850611578294,-0.21788816373770026,18.794706723891274,0.2538969380838134,0.5148164494055646,0.04071395932760358,-0.21788816373770103,0.36199850611578294,0.0,0.0
SMALL439,m,0.65,25,pub,0,1,15.912476656077702,0.01615553598868047,0.2317849653764894,-0.2553013995645391,0.5353549248671828,-0.010271645709592589,0.03807491548670572,-0.00530100678107992,0.036928850097345256,0.5078396505292226,-0.09424113435354886,0.003534377674031086,0.08425582782142671,-0.25530139956454234,18.794706723891274,-0.010271645709592589,0.2317849653764894,0.01615553598868047,-0.2553013995645391,0.08425582782142671,0.0,0.0
SMALL439,m,0.7,10,pub,0,1,17.1341674135589,0.043601733426140044,0.5147376010317144,-0.2331534611652285,0.8460198379395008,0.2537478419190721,0.06711279657717495,0.020608675580884306,0.0652523215235894,0.8025110106452635,-0.09683077782517024,0.03045073540918697,0.36189263118164217,-0.2331534611652265,18.794706723891274,0.2537478419190721,0.5147376010317144,0.043601733426140044,-0.2331534611652285,0.36189263118164217,0.0,0.0
SMALL439,m,0.7,25,pub,0,1,17.1341674135589,0.017107555203177638,0.23178562661294846,-0.27281340028332335,0.5354841970041574,-0.010337805590027999,0.0408326293172232,-0.006076721931735474,0.039577020565385146,0.5079207929144737,-0.10123905924828813,0.0034737080760574024,0.08423007706076235,-0.27281340028332457,18.794706723891274,-0.010337805590027999,0.23178562661294846,0.017107555203177638,-0.27281340028332335,0.08423007706076235,0.0,0.0
SMALL439,m,0.75,10,pub,0,1,18.355911094402728,0.04645232327670579,0.5146556829972226,-0.24821093409323458,0.8460772922964473,0.2535966380287213,0.07181736012559004,0.021687561361109164,0.06979450948851529,0.8025134735419567,-0.1035117846217124,0.03229134020900126,0.36178403812188537,-0.24821093409323403,18.794706723891274,0.2535966380287213,0.5146556829972226,0.04645232327670579,-0.24821093409323458,0.36178403812188537,0.0,0.0
SMALL439,m,0.75,25,pub,0,1,18.355911094402728,0.018016247094577054,0.231778022332831,-0.2900307766969693,0.5356045863819968,-0.010411024585175415,0.043563791509310335,-0.0069058664352081855,0.04219546822583076,0.5079930333897926,-0.10820169991061024,0.003364236638260021,0.08419678151339563,-0.29003077669697075,18.794706723891274,-0.010411024585175415,0.231778022332831,0.018016247094577054,-0.2900307766969693,0.08419678151339563,0.0,0.0
SMALL439,m,0.8,10,pub,0,1,19.577809959581028,0.04926524222915951,0.5145704081410967,-0.26306211784374733,0.846131310504587,0.25344308324023224,0.07650773322562898,0.022712159485679173,0.07431846771675477,0.8025133648792557,-0.11016150003902025,0.034085115411433886,0.3616721260527436,-0.26306211784374844,18.794706723891274,0.25344308324023224,0.5145704081410967,0.04926524222915951,-0.26306211784374733,0.3616721260527436,0.0,0.0
SMALL439,m,0.8,25,pub,0,1,19.577809959581028,0.018881197757312007,0.23176151181820523,-0.306956119119306,0.5357154478102185,-0.010491839326877157,0.046267921362827424,-0.007788661061918112,0.04478384326517992,0.5080572812343365,-0.11517367354386077,0.0032055617291681937,0.08415452294599766,-0.3069561191193061,18.794706723891274,-0.010491839326877157,0.23176151181820523,0.018881197757312007,-0.306956119119306,0.08415452294599766,0.0,0.0
SMALL439,m,0.85,10,pub,0,1,20.79992667168532,0.05204004775956972,0.5144819914875916,-0.27770830628544974,0.8461819836441771,0.25328748419631464,0.0811834869761725,0.02368217367562253,0.07882368289623876,0.8025101575165087,-0.11677995216670889,0.0358317213081647,0.3615575021229437,-0.2777083062854506,18.794706723891274,0.25328748419631464,0.5144819914875916,0.05204004775956972,-0.27770830628544974,0.3615575021229437,0.0,0.0
SMALL439,m,0.85,25,pub,0,1,20.79992667168532,0.019702100954217983,0.2317365886252148,-0.3235914013592439,0.5358170157485592,-0.010579584320247618,0.04894460909257936,-0.00872518369683073,0.047341582791208925,0.5081122295148695,-0.12232415637544536,0.002997580140186251,0.08410473626284183,-0.3235914013592426,18.794706723891274,-0.010579584320247618,0.2317365886252148,0.019702100954217983,-0.3235914013592439,0.08410473626284183,0.0,0.0
SMALL439,m,0.9,10,pub,0,1,22.02230564773113,0.054776318760388465,0.514390778968463,-0.29215056173777265,0.8462290614593421,0.25313064592971124,0.08584415469719842,0.02459738610276596,0.0833096385470693,0.8025034241931714,-0.12336724095217266,0.03753085421102531,0.3614409116198309,-0.2921505617377762,18.794706723891274,0.25313064592971124,0.514390778968463,0.054776318760388465,-0.29215056173777265,0.3614409116198309,0.0,0.0
SMALL439,m,0.9,25,pub,0,1,22.02230564773113,0.020478702101009105,0.23170405356398485,-0.3399377862407621,0.5359086715553871,-0.010672380161742016,0.05159335745813798,-0.009715329546274076,0.04986812062603496,0.5081568284135602,-0.12946712079238576,0.0027402717713598257,0.08404916917247496,-0.3399377862407631,18.794706723891274,-0.010672380161742016,0.23170405356398485,0.020478702101009105,-0.3399377862407621,0.08404916917247496,0.0,0.0
SMALL439,m,0.95,10,pub,0,1,23.245116807754723,0.05747350284388997,0.5142960151185412,-0.30639010902891617,0.8462724578414347,0.25297128705089383,0.09048927765430337,0.02545731730837275,0.08777586425779016,0.8024932531428479,-0.12992331611149166,0.03918197449673544,0.3613211530461577,-0.30639010902891595,18.794706723891274,0.25297128705089383,0.5142960151185412,0.05747350284388997,-0.30639010902891617,0.3613211530461577,0.0,0.0
SMALL439,m,0.95,25,pub,0,1,23.245116807754723,0.02121042872500012,0.2316619877644057,-0.3559993600178193,0.5359901752183823,-0.010773491811873679,0.05421369298378753,-0.01075963376550726,0.052363006393240985,0.5081912770003327,-0.1366027278467512,0.0024330423559868475,0.0839847717995515,-0.35599936001782084,18.794706723891274,-0.010773491811873679,0.2316619877644057,0.02121042872500012,-0.3559993600178193,0.0839847717995515,0.0,0.0
SMALL439,m,1.0,10,pub,0,1,24.468375303728465,0.06013121203755989,0.514198283992873,-0.3204283366105486,0.846311953200233,0.2528106491924318,0.09511837957669589,0.026261824927682254,0.09222188382577068,0.8024796547036271,-0.13644841071989522,0.04078480807988405,0.3611991225698283,-0.3204283366105489,18.794706723891274,0.2528106491924318,0.514198283992873,0.06013121203755989,-0.3204283366105486,0.3611991225698283,0.0,0.0
SMALL439,m,1.0,25,pub,0,1,24.468375303728465,0.021897106586521664,0.23161183069428318,-0.37177656375606405,0.5360609909646672,-0.010879888150884913,0.056805104339404,-0.01185782301584648,0.05482577931242072,0.5082156141548158,-0.14373008347406535,0.002075936949820223,0.0839137328667252,-0.3717765637560647,18.794706723891274,-0.010879888150884913,0.23161183069428318,0.021897106586521664,-0.37177656375606405,0.0839137328667252,0.0,0.0
SMALL439,m,1.05,10,pub,0,1,25.692172666744707,0.06274897972812976,0.5140975095366119,-0.33426690767376066,0.8463472715250624,0.25264881537210715,0.09973096924157665,0.027010628510434787,0.09664716964164155,0.8024622747228175,-0.14294238394750847,0.042338986280604285,0.3610748946771861,-0.3342669076737623,18.794706723891274,0.25264881537210715,0.5140975095366119,0.06274897972812976,-0.33426690767376066,0.3610748946771861,0.0,0.0
SMALL439,m,1.05,25,pub,0,1,25.692172666744707,0.022538370771039595,0.23155336338394467,-0.3872714639459677,0.5361204429946971,-0.010991445691311127,0.05936704879439336,-0.013009965819671732,0.05725585816325629,0.5082289612819655,-0.1508491964735893,0.0016687678260602912,0.08383617906496324,-0.38727146394596945,18.794706723891274,-0.010991445691311127,0.23155336338394467,0.022538370771039595,-0.3872714639459677,0.08383617906496324,0.0,0.0
SMALL439,m,1.1,10,pub,0,1,26.916605175744106,0.06532633563184431,0.5139935959270655,-0.3479072386839416,0.8463790183154402,0.25248515513428466,0.10432666494578302,0.027703339433982732,0.1010512857054453,0.8024414986656221,-0.14940531709691685,0.04384408114808869,0.36094812941003523,-0.3479072386839416,18.794706723891274,0.25248515513428466,0.5139935959270655,0.06532633563184431,-0.3479072386839416,0.36094812941003523,0.0,0.0
