panel,flag,arm,cost,end,depth,published,turnover_yr,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,H1_Sharpe,H2_Sharpe,H1_CAGR,H2_CAGR,R8_IS_CAGR,R8_IS_Sharpe,R8_IS_MaxDD,R8_OOS_CAGR,R8_OOS_Sharpe,R8_OOS_MaxDD,mean_held,BindSharpe,Sharpe,CAGR,MaxDD,OOS_Sharpe,pass4a,pass4b
B136,m,0.65,25,pub,0,1,11.763748454635186,0.0410802211048622,0.6086236532769026,-0.13415796881642783,0.7696011732680833,0.4765232948983591,0.048396492995551155,0.03381826725434456,0.04487773045028787,0.7000069447248503,-0.0645330542723902,0.03795673580822334,0.5427569920346206,-0.13415796881642783,18.796978080442646,0.4765232948983591,0.6086236532769026,0.0410802211048622,-0.13415796881642783,0.5427569920346206,0.0,0.0
B136,m,0.7,10,pub,0,1,12.663894331178819,0.06414155679411082,0.8609315475111167,-0.1422382227942739,1.0412558335556499,0.7141378812415055,0.07186397537561406,0.056478216674977544,0.06770767990742366,0.9607933594333906,-0.06671736953660268,0.06120759765243022,0.7894538992163557,-0.14223822279427423,18.796978080442646,0.7141378812415055,0.8609315475111167,0.06414155679411082,-0.1422382227942739,0.7894538992163557,0.0,0.0
B136,m,0.7,25,pub,0,1,12.663894331178819,0.044115385362870185,0.6087965288759388,-0.14397708091330907,0.7699287106138964,0.4765974901263126,0.052062124888054395,0.03623221057485426,0.04824999274003949,0.7003220786944947,-0.06942774044305222,0.04071559933274482,0.5428402408883118,-0.14397708091330963,18.796978080442646,0.4765974901263126,0.6087965288759388,0.044115385362870185,-0.14397708091330907,0.5428402408883118,0.0,0.0
B136,m,0.75,10,pub,0,1,13.56370623767815,0.0686565095957854,0.8609653557120489,-0.15188159048594485,1.0414618095965804,0.7140641591134468,0.07701458407333339,0.06036701835582847,0.07252963490861108,0.9609874132014893,-0.07142586023359931,0.06547076178980071,0.7893877043556471,-0.1518815904859453,18.796978080442646,0.7140641591134468,0.8609653557120489,0.0686565095957854,-0.15188159048594485,0.7893877043556471,0.0,0.0
B136,m,0.75,25,pub,0,1,13.56370623767815,0.04713063771639869,0.608958968757218,-0.153725648970786,0.7702445617318132,0.47666280606318673,0.055717733480820986,0.03861720943571778,0.05160893336770611,0.7006255777543948,-0.0743125683078546,0.04344930557764837,0.5429142089327466,-0.15372564897078633,18.796978080442646,0.47666280606318673,0.608958968757218,0.04713063771639869,-0.153725648970786,0.5429142089327466,0.0,0.0
B136,m,0.8,10,pub,0,1,14.46326919335659,0.07316053715411552,0.860994371223334,-0.16145715952126227,1.041662874005108,0.713986376139894,0.08216595437062235,0.06423406591897818,0.0773480036830223,0.9611767132651927,-0.0761265866726859,0.06971710502338757,0.7893170239943679,-0.16145715952126172,18.796978080442646,0.713986376139894,0.860994371223334,0.07316053715411552,-0.16145715952126227,0.7893170239943679,0.0,0.0
B136,m,0.8,25,pub,0,1,14.46326919335659,0.05012551360191586,0.609110556084834,-0.16340433190539716,0.7705487213830832,0.476718462128172,0.05936293635636858,0.04097274592809197,0.054954181208376474,0.7009176903283972,-0.07918769169185025,0.0461573214706108,0.5429779829470837,-0.1634043319053966,18.796978080442646,0.476718462128172,0.609110556084834,0.05012551360191586,-0.16340433190539716,0.5429779829470837,0.0,0.0
B136,m,0.85,10,pub,0,1,15.36265368480803,0.07765324543461127,0.8610185341274923,-0.17096491708883577,1.0418591210225432,0.7139043582722728,0.08731779510492288,0.06807889393333322,0.08216245220967511,0.9613611079809055,-0.08081957094735537,0.07394619168797245,0.7892418749354079,-0.17096491708883577,18.796978080442646,0.7139043582722728,0.8610185341274923,0.07765324543461127,-0.17096491708883577,0.7892418749354079,0.0,0.0
B136,m,0.85,25,pub,0,1,15.36265368480803,0.05309958208817922,0.6092512063178653,-0.17301287429254508,0.770841477033078,0.4767640790331897,0.06299738511332587,0.043298336026841966,0.05828532568169775,0.7011980833212105,-0.08405327525544926,0.0488392076343942,0.5430316720532709,-0.17301287429254497,18.796978080442646,0.4767640790331897,0.6092512063178653,0.05309958208817922,-0.17301287429254508,0.5430316720532709,0.0,0.0
B136,m,0.9,10,pub,0,1,16.261996130735938,0.08213416698990295,0.8610371749399541,-0.18040518533302807,1.0420502444080364,0.7138171449572902,0.09246976863512235,0.07190093781698148,0.0869726270120128,0.9615403695879405,-0.08550466919841404,0.07815746873994045,0.7891612696557025,-0.18040518533302774,18.796978080442646,0.7138171449572902,0.8610371749399541,0.08213416698990295,-0.18040518533302807,0.7891612696557025,0.0,0.0
B136,m,0.9,25,pub,0,1,16.261996130735938,0.05605223737733911,0.6093792556952414,-0.1825519173127086,0.7711220532302946,0.47679726113073984,0.06662062200924956,0.04559325729445107,0.0616019128116414,0.7014661833983399,-0.08890906915979702,0.05149424251457768,0.5430728168933174,-0.18255191731270826,18.796978080442646,0.47679726113073984,0.6093792556952414,0.05605223737733911,-0.1825519173127086,0.5430728168933174,0.0,0.0
B136,m,0.95,10,pub,0,1,17.161390042735135,0.08660287751649287,0.8610502065061199,-0.1897782483552376,1.0422356473831706,0.7137250949518,0.09762149517577146,0.07569976048077232,0.09177811492073307,0.961713812504997,-0.09018203872299346,0.08235051070869859,0.7890755727682222,-0.18977824835523782,18.796978080442646,0.7137250949518,0.8610502065061199,0.08660287751649287,-0.1897782483552376,0.7890755727682222,0.0,0.0
B136,m,0.95,25,pub,0,1,17.161390042735135,0.05898298402286839,0.6094944783285198,-0.19202194664113903,0.7713889270894008,0.4768188927852736,0.07023209113001183,0.04785710267777854,0.0649033471987186,0.7017202395813422,-0.09375557356371145,0.05412202099225505,0.5431023280827415,-0.19202194664113892,18.796978080442646,0.4768188927852736,0.6094944783285198,0.05898298402286839,-0.19202194664113903,0.5431023280827415,0.0,0.0
B136,m,1.0,10,pub,0,1,18.0609310385926,0.09105894777724832,0.8610575530505984,-0.19908419764935503,1.042415413589774,0.7136280142929684,0.10277264999927249,0.07947486162735085,0.09657858238059958,0.9618816503386158,-0.09485133024376435,0.08652481817915736,0.7889845045976785,-0.19908419764935503,18.796978080442646,0.7136280142929684,0.8610575530505984,0.09105894777724832,-0.19908419764935503,0.7889845045976785,0.0,0.0
B136,m,1.0,25,pub,0,1,18.0609310385926,0.06189131927540448,0.6095966750660271,-0.20142290624054648,0.771642282963144,0.4768284710547009,0.07383137595977418,0.050089314412886,0.06818923254155429,0.7019607607850603,-0.09859202546389967,0.056721962058258635,0.5431194963702538,-0.20142290624054637,18.796978080442646,0.4768284710547009,0.6095966750660271,0.06189131927540448,-0.20142290624054648,0.5431194963702538,0.0,0.0
B136,m,1.05,10,pub,0,1,18.96070145762134,0.0955019617276951,0.8610593619182132,-0.20832333862962993,1.0425900581632326,0.7135257532887264,0.10792294633957833,0.08322573064985672,0.10137372384098842,0.9620443997006798,-0.09951281987202631,0.09067989309647384,0.7888879482988815,-0.20832333862962993,18.796978080442646,0.7135257532887264,0.8610593619182132,0.0955019617276951,-0.20832333862962993,0.7888879482988815,0.0,0.0
