run,vintage,NAMED,ECHOED,SUM,MAXLEG,CTRL,n_head,n_narrative
2026-09-06_re-read-every-published-clause-on-the-signed-statistic_C,2026-09-06,0,423,423,423,1,42,1
2026-09-05_abstention-is-the-only-thing-that-ever-helps_cloud,2026-09-05,5,418,423,418,3,17,1
2026-09-06_ew-band3-at-085-does-not-hold-on-broad_cloud,2026-09-06,2,420,422,420,1,70,1
2026-09-05_vol20-as-the-hidden-ranking-key_cloud,2026-09-05,4,418,422,418,2,22,1
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud,2026-09-08,3,419,422,419,2,34,1
2026-09-05_does-the-modal-constant-result-survive-a-cost-ladder_cloud,2026-09-05,1,421,422,421,2,69,1
2026-09-05_does-a-random-screen-de-concentrate-just-as-well_B,2026-09-05,3,419,422,419,2,21,2
2026-09-05_the-CAGR-floor-is-what-kills-small-pools_cloud,2026-09-05,1,421,422,421,1,32,1
2026-09-05_the-gross-ladder-is-not-a-rescaling_C,2026-09-05,0,422,422,422,2,30,1
2026-09-10_census-the-record-s-PARKs-for-the-DATA-SEARCH-ERROR_cloud,2026-09-10,0,421,421,421,2,15,1
2026-09-05_does-any-fitted-dial-beat-its-own-modal-pick_B,2026-09-05,2,419,421,419,3,27,2
2026-09-10_re-cut-every-published-BINDING-BAR-claim-as-a-STEP-NORMALISED-argmin_cloud,2026-09-10,0,421,421,421,1,33,1
2026-09-05_publish-the-failing-bar-not-the-required-gross_cloud,2026-09-05,3,417,420,417,3,30,1
2026-09-09_is-EVOL-the-real-survivor-not-DISP_B,2026-09-09,3,417,420,417,2,35,1
2026-09-10_KEEP-4b-candidate-VOLQ60-halfgross-on-CAND20_memo,2026-09-10,1,418,419,418,1,16,1
2026-09-08_why-the-035-045-share-window-dips_B,2026-09-08,2,417,419,417,2,22,1
2026-09-08_price-ORACLE-OOS-as-the-headroom-column-beside-every-selector-kill_C,2026-09-08,1,418,419,418,3,29,1
2026-09-06_does-a-pure-exposure-gate-exist-on-the-small-panel_C,2026-09-06,12,407,419,407,3,42,1
2026-09-06_what-actually-moves-H2_B,2026-09-06,2,417,419,417,3,79,1
2026-09-06_band12-ewall-rw_PARK_MEMO,2026-09-06,2,417,419,417,2,25,1
2026-09-07_does-the-EXIT-buffer-stay-name-count-NEUTRAL-under-a-flat-cap_cloud,2026-09-07,0,419,419,419,1,17,1
2026-09-10_publish-DRAG-not-TURNOVER-beside-every-window-width-claim_cloud,2026-09-10,11,408,419,408,3,23,1
2026-09-05_the-share-at-which-ranking-stops-paying_cloud,2026-09-05,6,412,418,412,1,11,1
2026-09-07_is-the-U56-6W-m20-cstar-of-104-bps-a-DRAWDOWN-CAP-artefact_C,2026-09-07,1,416,417,416,2,22,1
2026-09-07_two-same-day-runs-disagree-on-D3_B,2026-09-07,1,415,416,415,2,20,1
2026-09-08_back-fill-the-split-half-distribution-over-every-single-draw-claim_cloud,2026-09-08,0,416,416,416,1,11,1
2026-09-11_extend-the-q-x-k-ladder-past-k-EQUALS-100_C,2026-09-11,1,414,415,414,2,25,1
2026-09-08_the-pool-mean-as-a-leaderboard-column_B,2026-09-08,1,414,415,414,1,19,1
2026-09-11_is-the-4b-DD-CAP-the-CADENCE-DIAL-in-disguise_cloud,2026-09-11,2,413,415,413,2,52,1
2026-09-09_is-the-0,2026-09-09,1,413,414,413,2,67,2
2026-09-11_price-the-0,2026-09-11,1,413,414,413,1,10,1
2026-09-09_is-EVOL-the-real-survivor-not-DISP_cloud,2026-09-09,0,412,412,412,1,16,1
2026-09-09_does-the-ARMED-leg-have-to-be-the-BAND_C,2026-09-09,1,411,412,411,3,59,1
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C,2026-09-07,0,412,412,412,1,24,1
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_B,2026-09-08,0,411,411,411,2,29,1
2026-09-07_does-a-band-on-the-EXIT-ONLY-beat-a-band-on-both-sides_C,2026-09-07,4,406,410,406,2,14,2
2026-09-05_does-the-ceiling-beat-a-chosen-gross_C,2026-09-05,2,407,409,407,2,44,1
2026-09-07_is-it-gold-or-any-real-asset_cloud_PARK_MEMO,2026-09-07,0,409,409,409,0,15,1
2026-09-09_is-every-published-CADENCE-verdict-really-a-c_sd-verdict_cloud,2026-09-09,1,408,409,408,2,21,2
2026-09-05_the-sharpe-vs-4b-margin-sign-flip_C,2026-09-05,2,406,408,406,2,32,2
2026-09-11_is-the-record-s-LIVE-BOOK-CONSTANT-drifting-monotonically-with-the-PRICES-VINTAGE_C,2026-09-11,1,406,407,406,2,30,1
2026-09-11_is-the-SPY-IN-THE-COMPARAND-convention-worth-a-PROTOCOL-clause-of-its-own_C,2026-09-11,0,407,407,407,1,30,1
2026-09-08_does-turnover-level-predict-chooser-power_cloud,2026-09-08,1,405,406,405,2,38,1
2026-09-08_why-the-035-045-share-window-dips_cloud,2026-09-08,2,404,406,404,1,6,1
2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud,2026-09-08,0,405,405,405,2,30,1
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud,2026-09-08,0,405,405,405,1,17,1
2026-09-11_is-the-len-r-SLASH-2-HALF-SPLIT-the-record-s-single-largest-CONVENTION-artefact_B,2026-09-11,0,405,405,405,2,37,1
2026-09-05_candidate-count-vs-dispersion_B,2026-09-05,13,391,404,391,2,25,2
2026-09-11_is-the-VINTAGE-INERT-DD-LEG-a-2020-2022-artefact_cloud,2026-09-11,1,403,404,403,2,29,1
2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B,2026-09-07,1,403,404,403,2,15,2
2026-09-09_restate-the-13-ONE-SIDED-group-mean-controls-on-their-own-data_cloud,2026-09-09,0,404,404,404,1,15,1
2026-09-08_is-the-hole-about-SHARE-or-about-PICK-ENTROPY_cloud,2026-09-08,1,402,403,402,1,9,1
2026-09-09_how-many-of-the-records-POOLED-ACROSS-CADENCE-bars-clear-a-band-their-own-CELLS-fail_B,2026-09-09,0,402,402,402,1,40,1
2026-09-04_drawdown-insurance-price-list_B,2026-09-04,80,321,401,321,4,36,2
2026-09-05_liquidity-screened-small-panel_cloud,2026-09-05,1,400,401,400,2,7,2
2026-09-05_delete-the-scaler-on-small_cloud,2026-09-05,0,401,401,401,1,6,1
2026-09-09_is-the-ETF-dilution-slope-a-BETA-story-or-a-BREADTH-story_B,2026-09-09,0,400,400,400,2,107,1
2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_B,2026-09-08,0,400,400,400,1,39,1
2026-09-11_is-the-4a-COLUMN-where-the-MOMENTUM-SLICE-actually-lives_C,2026-09-11,0,399,399,399,1,23,1
2026-09-11_does-the-2026-09-04-KEEP-4b-candidate-survive-a-COIN-FLIP-BAR-restatement_cloud,2026-09-11,0,399,399,399,1,32,1
2026-09-09_is-the-ETF-dilution-slope-a-BETA-story-or-a-BREADTH-story_cloud,2026-09-09,0,397,397,397,1,31,1
2026-09-09_put-DEGREES-OF-FREEDOM-beside-every-within-cell-t_cloud,2026-09-09,0,396,396,396,1,48,1
2026-09-07_is-c-star-widening-a-RISK-TIMING-property-record-wide_cloud,2026-09-07,1,395,396,395,2,18,1
2026-09-10_is-p-over-n-1-the-crossover-for-key-reproduction_cloud,2026-09-10,1,393,394,393,3,70,1
2026-09-06_does-reach-belong-beside-every-instrument-price_C,2026-09-06,2,391,393,391,3,20,1
2026-09-07_does-the-BAND-rescue-the-B136-H2-bar_C,2026-09-07,3,388,391,388,3,38,1
2026-09-10_is-the-CORRELATION-CUT-a-pre-registrable-SLEEVE-ADMISSION-test_C,2026-09-10,0,390,390,390,1,17,1
2026-09-09_three-committed-scripts-fail-their-own-reproduction-gates-today_C,2026-09-09,2,388,390,388,2,39,1
2026-09-08_why-is-the-ungated-control-the-IS-argmax-on-broad136-and-SMALL439-but-not-u56_C,2026-09-08,1,388,389,388,1,10,1
2026-09-06_does-any-panel-property-separate-at-FIXED-cap-mix_C,2026-09-06,2,386,388,386,1,80,1
2026-09-10_does-sd-still-survive-the-PARTIAL-t-test-once-the-control-has-DATA_cloud,2026-09-10,1,386,387,386,2,67,1
2026-09-07_position-count-cost-and-liquidity_cloud,2026-09-07,1,386,387,386,2,41,1
2026-09-10_is-the-INTERCEPT-of-the-width-law-a-DEFENSIVE-SLEEVE-statistic_C,2026-09-10,1,385,386,385,1,8,1
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_cloud,2026-09-08,1,383,384,383,3,23,1
2026-09-10_how-many-committed-GRID-files-cannot-state-their-own-PANEL_C,2026-09-10,2,380,382,380,2,25,1
2026-09-05_the-sign-is-the-parameter-not-the-share_cloud,2026-09-05,5,377,382,377,1,25,1
2026-09-07_the-small-panel-has-no-defensive-class_cloud,2026-09-07,1,381,382,381,2,9,1
2026-09-10_is-the-RE-PRICEABLE-set-empty-on-every-published-COLUMN-prescription_C,2026-09-10,1,380,381,380,1,24,1
2026-09-09_is-4b-a-SINGLE-GROSS-DIAL-wearing-five-bars_C,2026-09-09,0,380,380,380,1,26,1
2026-09-06_is-the-de-gross-timing-residual-a-per-panel-CONSTANT_cloud,2026-09-06,1,378,379,378,3,37,1
2026-09-10_is-FLIP1-already-dead-at-10-bps_cloud,2026-09-10,1,377,378,377,2,25,1
2026-09-10_is-SMALL439s-weak-TAX-to-c-star-rho-an-EDGE-DISPERSION-effect_cloud,2026-09-10,1,377,378,377,3,50,1
2026-09-09_is-the-ANNUAL-collapse-a-JENSEN-artefact-of-the-c_bar-PREDICTOR_cloud,2026-09-09,1,377,378,377,3,71,1
2026-09-09_price-the-OOS-LEG-of-4b-as-a-REDUNDANT-TEST-across-the-record_C,2026-09-09,0,377,377,377,1,13,1
2026-09-08_are-the-records-7-rung-ladders-two-rung-ladders_cloud,2026-09-08,1,376,377,376,2,27,1
2026-09-08_why-does-the-DD-ranking-die-on-U56_C,2026-09-08,2,375,377,375,2,68,1
2026-09-09_is-the-narrow-day-effect-ORDERING-the-same-panel-ordering-as-the-gate-premium_B,2026-09-09,3,373,376,373,3,41,1
2026-09-06_the-hindsight-overlap-test-as-a-pre-registration-check_cloud,2026-09-06,0,375,375,375,2,193,1
2026-09-11_publish-a-PERIOD-STABILITY-column-beside-every-FLOOR-COMPARISON-verdict-in-the-record_cloud,2026-09-11,6,368,374,368,3,46,1
2026-09-10_does-the-TAX-to-c-star-rho-close-under-a-TURNOVER-NORMALISATION_C,2026-09-10,0,374,374,374,1,115,1
2026-09-11_re-run-idea-516-on-the-24-UNSAMPLED-rc-0-files-and-on-a-FROZEN-panel_cloud,2026-09-11,0,373,373,373,1,37,1
2026-09-06_publish-the-cash-carve-out-beside-every-sleeve-MaxDD_C,2026-09-06,0,373,373,373,2,38,1
2026-09-10_does-PROTOCOL-need-a-T2-DATING-clause-beside-T1_C,2026-09-10,1,372,373,372,3,14,1
2026-09-10_does-the-DOLLAR-floor-s-EJECT-AFTER-A-FALL-channel-exist-off-SMALL439_B,2026-09-10,0,372,372,372,1,34,1
2026-09-05_gross-interval-as-a-keep-bar_B,2026-09-05,1,371,372,371,1,43,2
2026-09-08_re-scope-idea-313-advQ-carries-a-price-LEVEL_cloud,2026-09-08,4,367,371,367,3,39,1
2026-09-10_does-the-TIE-AS-FLIP-convention-change-any-PUBLISHED-verdict_C,2026-09-10,0,371,371,371,1,14,1
2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C,2026-09-08,0,370,370,370,1,19,1
2026-09-11_is-the-86,2026-09-11,0,370,370,370,1,28,1
2026-09-08_price-the-BOTH-PATHS-row-on-the-cost-rung-it-dies-on_C,2026-09-08,0,369,369,369,1,20,1
2026-09-10_re-run-the-3-wide-and-unfolded-census-files-individually_B,2026-09-10,0,369,369,369,2,31,1
2026-09-08_does-any-selector-beat-doing-nothing_B,2026-09-08,20,347,367,347,3,16,1
2026-09-06_is-the-m999-u56-buffer-book-a-4b-candidate_cloud,2026-09-06,0,367,367,367,2,50,1
2026-09-08_re-quote-every-gross-ceiling-with-its-grid-band_B,2026-09-08,1,365,366,365,2,45,1
2026-09-07_is-a-class-member-just-its-own-ladder-point_B,2026-09-07,0,366,366,366,2,16,1
2026-09-05_is-the-ladder-even-a-candidate_C,2026-09-05,4,361,365,361,3,13,2
2026-09-11_should-PROTOCOL-quote-the-4a-leg-as-a-COUNT-not-a-SHARE_C,2026-09-11,0,364,364,364,1,41,1
2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C,2026-09-07,2,362,364,362,3,20,1
2026-09-11_does-any-published-panel-property-claim-have-an-INTERIOR-cap-mix_B,2026-09-11,0,363,363,363,1,43,1
2026-09-09_window-stamp-every-reach-and-every-depth-denominator_cloud,2026-09-09,1,361,362,361,2,29,1
2026-09-11_restate-idea-276-s-26-file-UPPER-BOUND-on-the-headline-block_cloud,2026-09-11,0,360,360,360,1,22,1
2026-09-06_does-the-CORR-ordering-hold-off-q-0,2026-09-06,7,353,360,353,3,78,1
2026-09-11_is-DDnorm-s-EDGE-OF-BAND-reading-a-NORMALISATION-fact-or-a-POWER-fact_C,2026-09-11,1,359,360,359,1,18,1
2026-09-10_publish-the-PENALTY-beside-every-residualisation_cloud,2026-09-10,1,358,359,358,3,25,1
2026-09-10_every-de-grossed-book-in-the-record-is-priced-with-cash-at-ZERO_B,2026-09-10,1,357,358,357,2,26,1
2026-09-05_crisis-beta-as-the-pre-registrable-selector_C,2026-09-05,0,358,358,358,2,10,1
2026-09-05_required-gross-as-a-leaderboard-column_cloud,2026-09-05,5,352,357,352,1,21,1
2026-09-05_absorbing-state-audit_B,2026-09-05,1,356,357,356,2,17,2
2026-09-11_how-many-of-the-record-s-TWO-PANEL-claims-would-flip-under-a-PARENT-SPECIFIC-floor_C,2026-09-11,5,352,357,352,3,41,1
2026-09-11_how-many-of-the-record-s-520-ASSERT-CLAUSES-are-SELF-CONSISTENCY-gates_cloud,2026-09-11,1,355,356,355,1,27,1
2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C,2026-09-07,2,354,356,354,1,29,2
2026-09-11_is-the-RSS-BAR-the-right-object-when-the-two-parents-OVERLAP_cloud,2026-09-11,4,351,355,351,2,42,1
2026-09-06_a-phase-averaged-cadence-as-the-honest-estimator_C,2026-09-06,4,350,354,350,3,34,1
2026-09-05_gross-interval-as-a-pre-registered-KEEP-bar_B,2026-09-05,3,351,354,351,3,14,2
2026-09-11_does-the-MIN-GAP-PAIR-restatement-change-any-published-VERDICT-not-just-the-count_C,2026-09-11,2,350,352,350,2,19,1
2026-09-06_small-cap-slower-trend_B,2026-09-06,6,346,352,346,3,6,1
2026-09-11_is-the-0,2026-09-11,0,352,352,352,1,10,1
2026-09-07_correlation-as-the-sleeve-design-variable_cloud,2026-09-07,0,352,352,352,1,29,1
2026-09-09_is-the-BAND-a-TURNOVER-dial-with-a-free-SHARPE_cloud,2026-09-09,0,351,351,351,1,17,1
2026-09-05_threshold-plateaus-are-the-general-case_cloud,2026-09-05,2,348,350,348,1,5,1
2026-09-11_is-the-q-0,2026-09-11,0,350,350,350,1,49,1
2026-09-11_does-any-published-panel-property-claim-have-an-INTERIOR-cap-mix_cloud,2026-09-11,0,350,350,350,1,19,1
2026-09-10_MEMO_rules-v2-at-gross-1,2026-09-10,1,348,349,348,3,22,1
2026-09-11_publish-a-MINIMUM-CLAIM-COUNT-beside-every-permutation-band-verdict_cloud,2026-09-11,1,347,348,347,1,28,1
2026-09-11_4b-candidate-U56-MA-DISTANCE-TOP-HALF-monthly_memo,2026-09-11,3,344,347,344,2,20,1
2026-09-09_is-the-ADMISSIBILITY-q-a-q-x-k-interaction-too_cloud,2026-09-09,0,347,347,347,1,6,1
2026-09-05_gross-dispersion-not-gross-level_cloud,2026-09-05,0,347,347,347,1,16,1
2026-09-11_re-gate-the-record-s-ABSOLUTE-reproduction-bars-that-sit-on-LEVEL-quantities_B,2026-09-11,0,345,345,345,1,15,1
2026-09-10_why-does-a-0,2026-09-10,0,345,345,345,1,10,1
2026-09-11_is-WIDTH-MAXIMISATION-a-general-rule-8-selector-pathology_C,2026-09-11,4,339,343,339,1,45,1
2026-09-10_does-a-TERMINAL-DATING-certificate-belong-BEFORE-rule-8_B,2026-09-10,2,341,343,341,1,18,1
2026-09-09_how-many-published-panel-shares-are-7-cell-binomials_B,2026-09-09,1,342,343,342,3,17,1
2026-09-10_price-the-CAPACITY-CRITERION-s-own-two-constants_cloud,2026-09-10,1,340,341,340,2,11,1
2026-09-11_u56-quantile50-respread-M_4b_B_MEMO,2026-09-11,2,339,341,339,1,27,1
2026-09-10_does-the-sleeve-earn-anything-over-its-own-de-grossed-control_B_MEMO,2026-09-10,0,340,340,340,0,15,1
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud,2026-09-07,3,337,340,337,3,52,1
2026-09-11_price-the-ENGINE-DRIFT-leg-on-every-published-arm-minus-arm-decomposition_B,2026-09-11,2,338,340,338,3,22,1
2026-09-09_stamp-every-committed-artefact-with-its-PANEL-VINTAGE_cloud,2026-09-09,0,339,339,339,1,21,1
2026-09-05_quote-the-lift-not-the-rate_cloud,2026-09-05,1,338,339,338,2,6,2
2026-09-11_is-the-MA-residual-DRIFT-a-regime-not-a-panel_cloud,2026-09-11,1,337,338,337,2,38,1
2026-09-10_publish-p-and-n-beside-every-WIDE-flag-in-the-record_cloud,2026-09-10,1,336,337,336,3,16,1
2026-09-05_scale-free-as-a-corpus-eligibility-rule_C,2026-09-05,0,335,335,335,2,15,1
2026-09-05_relative-priceability-floor_C,2026-09-05,1,333,334,333,2,7,2
2026-09-05_why-ddctl-is-cheap-on-small_cloud,2026-09-05,0,334,334,334,2,8,1
2026-09-06_is-the-de-gross-cost-a-cash-drag-identity_B,2026-09-06,2,331,333,331,3,15,1
2026-09-07_year-composition-as-a-stated-PROTOCOL-caveat_cloud,2026-09-07,0,333,333,333,1,15,1
2026-09-11_is-the-RATIO-to-OOS-slope-steeper-at-the-WIDE-end-for-a-reason_C,2026-09-11,1,331,332,331,2,132,1
2026-09-06_re-price-every-ranked-candidate-at-its-Sharpe-maximising-turnover_C,2026-09-06,0,331,331,331,2,33,2
2026-09-10_can-the-record-s-keys-be-made-REACHABLE-without-a-harness_cloud,2026-09-10,1,330,331,330,2,24,1
2026-09-11_does-idea-153-s-OVERLAP-ordering-survive-a-k-MATCHED-restatement_cloud,2026-09-11,1,329,330,329,2,41,1
2026-09-11_is-disp-the-SECOND-vol-channel_cloud,2026-09-11,3,326,329,326,1,50,1
2026-09-10_put-the-T1-line-in-PROTOCOL-and-back-fill-it_cloud,2026-09-10,1,327,328,327,2,18,1
2026-09-06_time-varying-share-vs-fixed-n_B,2026-09-06,11,315,326,315,3,49,1
2026-09-05_no-leverage-ceiling-is-load-bearing_cloud,2026-09-05,1,323,324,323,3,5,1
2026-09-10_is-the-4b-window-a-TURNOVER-COST-fact-about-the-ranked-book_B,2026-09-10,6,317,323,317,3,12,1
2026-09-05_cross-universe-breakeven-as-a-KEEP-bar_cloud,2026-09-05,2,321,323,321,3,4,1
2026-09-07_does-a-BAND-recover-what-the-raw-200d-gate-burns-in-H1_cloud,2026-09-07,1,320,321,320,3,46,1
2026-09-11_is-the-WIDTH-to-OOS-slope-a-SELECTION-POOL-effect-or-a-SMALL-CAP-effect_cloud,2026-09-11,0,320,320,320,1,46,1
2026-09-11_does-the-DRAWDOWN-vs-RETURN-survival-gap-hold-against-a-PER-FAMILY-null_C,2026-09-11,2,318,320,318,1,15,1
2026-09-10_restate-idea-121-s-ADV-clause-in-SHARES-before-PROTOCOL-adopts-it_B,2026-09-10,6,308,314,308,3,12,1
2026-09-11_is-SEL-DISP-BAR-v-s-BELOW-ANCHOR-pick-a-general-CONTROLLED-CHARACTERISTIC-pathology_cloud,2026-09-11,1,311,312,311,2,36,1
2026-09-06_is-the-null-key-result-one-draw-or-a-distribution_cloud,2026-09-06,1,310,311,310,1,21,1
2026-09-06_price-the-post-crash-re-entry-lag_cloud,2026-09-06,0,310,310,310,2,33,1
2026-09-06_delisting-aware-small-panel_B,2026-09-06,0,310,310,310,1,10,1
2026-09-05_shallow-window-prices-are-not-prices_C,2026-09-05,1,308,309,308,3,6,2
2026-09-10_is-the-PICK-FLIP-rate-of-0,2026-09-10,2,306,308,306,3,71,1
2026-09-11_is-the-4b-PASS-SHARE-a-monotone-function-of-n_B,2026-09-11,1,306,307,306,2,69,1
2026-09-10_price-the-CAPACITY-CRITERION-s-own-two-constants_B,2026-09-10,3,304,307,304,3,3,1
2026-09-05_price-denominator-sign-test_C,2026-09-05,4,303,307,303,2,2,2
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_B,2026-09-07,1,306,307,306,2,40,1
2026-09-05_is-Calmar-immunity-general_C,2026-09-05,2,304,306,304,2,2,1
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C,2026-09-08,0,305,305,305,1,19,1
2026-09-07_does-the-U56-band-m20-book-beat-its-PARENT-at-matched-cadence_cloud,2026-09-07,1,303,304,303,1,25,1
2026-09-06_is-the-1bp-breakeven-general-to-the-records-null-arms_C,2026-09-06,0,303,303,303,2,58,1
2026-09-06_dispersion-as-a-survivorship-detector_cloud,2026-09-06,1,302,303,302,1,1,1
2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud,2026-09-07,0,301,301,301,2,26,2
2026-09-07_does-CONDITIONAL-correlation-beat-unconditional_cloud,2026-09-07,0,301,301,301,2,28,1
2026-09-06_turnover-budget-the-broad-ranked-book_B,2026-09-06,2,298,300,298,3,37,1
2026-09-09_do-the-record-s-CONDITIONAL-clauses-ever-beat-their-own-unconditional-parents_cloud,2026-09-09,0,292,292,292,1,31,2
2026-09-05_sleeve-with-a-real-diversifier_B,2026-09-05,1,291,292,291,2,37,1
2026-09-07_does-the-c-star-EQUALITY-at-20-bps-generalise_C,2026-09-07,6,283,289,283,3,22,1
2026-09-04_gross-matched-turnover-constraints_B,2026-09-04,0,288,288,288,2,30,2
2026-09-08_selector-comparison-needs-more-cells_B,2026-09-08,12,275,287,275,3,16,1
2026-09-05_is-075-the-argmax-on-every-corpus_cloud,2026-09-05,3,284,287,284,3,15,1
2026-09-04_trend-gate-as-drawdown-insurance_B,2026-09-04,44,239,283,239,3,26,2
2026-09-06_ranking-subtracts-value_B,2026-09-06,0,278,278,278,2,27,1
2026-09-04_which-4b-bar-binds_B,2026-09-04,2,275,277,275,2,25,2
2026-09-07_b136-shy-residual-ewall-g0375_4a_cloud_MEMO,2026-09-07,0,269,269,269,1,10,1
2026-09-07_breadth-adaptive-count-2022_B,2026-09-07,2,267,269,267,2,21,1
2026-09-10_price-the-RE-DERIVED-METRIC-column-against-its-own-source_C,2026-09-10,3,262,265,262,2,44,1
2026-09-07_is-the-priceability-floor-the-real-selector_B,2026-09-07,0,265,265,265,2,38,1
2026-09-06_gate-instrument-speed-curve_cloud,2026-09-06,4,258,262,258,1,13,1
2026-09-08_is-the-pool-sign-the-whole-selector-story_B,2026-09-08,4,258,262,258,3,25,1
2026-09-07_does-WIDENING-into-narrow-markets-beat-the-broad-leg_cloud,2026-09-07,2,259,261,259,2,17,1
2026-09-06_does-v2s-2017-2026-only-Sharpe-edge-have-a-regime-name_C,2026-09-06,0,259,259,259,2,49,1
2026-09-08_is-the-0-of-64-no-floor-result-a-LIQUIDITY-fact-or-a-SURVIVORSHIP-fact_C,2026-09-08,0,259,259,259,2,25,1
2026-09-05_one-year-dependence-as-a-KEEP-bar_cloud,2026-09-05,1,257,258,257,2,19,1
2026-09-06_ew-all-broad-as-the-simple-book_B,2026-09-06,1,257,258,257,2,46,1
2026-09-10_census-the-record-s-ABSOLUTE-thresholds-for-the-firing-RATE-artefact_B,2026-09-10,1,256,257,256,3,84,1
2026-09-04_ensemble-plus-momentum_C,2026-09-04,1,254,255,254,2,17,1
2026-09-05_sleeve-f-that-clears-the-floor_cloud,2026-09-05,5,248,253,248,2,21,2
2026-09-09_restate-the-record-s-158-REPRODUCTION-GATES-as-TOLERANCES-in-record-units_C,2026-09-09,0,253,253,253,1,52,1
2026-09-04_rebalance-freq_cloud,2026-09-04,2,246,248,246,1,27,1
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud,2026-09-07,1,246,247,246,1,20,1
2026-09-09_is-the-SELECTION-vs-TIMING-split-a-record-wide-way-to-read-every-ABSOLUTE-threshold_cloud,2026-09-09,0,246,246,246,1,16,1
2026-09-06_stop-only-in-crashes_B,2026-09-06,0,242,242,242,2,39,1
2026-09-06_arm-the-cheap-instruments-in-crashes-instead_cloud,2026-09-06,7,235,242,235,2,25,1
2026-09-07_position-count-broad-confirm_B,2026-09-07,0,241,241,241,2,21,1
2026-09-09_does-any-other-published-EDGE-FLAG-survive-its-own-EXTENSION-re-run_C,2026-09-09,0,233,233,233,1,30,1
2026-09-11_is-n_elig-the-variable-the-record-keeps-mislabelling_cloud,2026-09-11,0,231,231,231,1,85,1
2026-09-08_label-the-337-undecidable-count-cells-from-the-AST_cloud,2026-09-08,0,231,231,231,1,35,1
2026-09-07_price-the-MAB-half-width-PAST-the-grid-edge_cloud,2026-09-07,0,229,229,229,2,24,1
2026-09-11_is-the-SMALL439-ONLY-predictive-correlation-a-BREADTH-effect_cloud,2026-09-11,0,227,227,227,2,45,1
2026-09-07_fraction-rule-cost-and-lag_cloud,2026-09-07,1,225,226,225,2,20,1
2026-09-06_abs-gate-bear-shape_B,2026-09-06,1,223,224,223,2,16,1
2026-09-05_is-the-inert-cell-a-leaderboard-defect_C,2026-09-05,1,223,224,223,2,23,1
2026-09-05_sleeve-with-a-real-diversifier_cloud,2026-09-05,3,219,222,219,3,18,2
2026-09-07_book-size-floor-for-any-quoted-price_B2,2026-09-07,5,216,221,216,3,12,1
2026-09-09_is-the-gate-timing-residual-a-constant-in-pp-per-year_B,2026-09-09,6,214,220,214,2,67,1
2026-09-10_does-PARTIAL-REBALANCING-beat-CADENCE-as-the-turnover-dial_cloud,2026-09-10,11,207,218,207,3,33,1
2026-09-03_qqq-trend-only,2026-09-03,0,217,217,217,1,24,1
2026-09-07_eligible-equal-weight-v2_B_MEMO,2026-09-07,0,215,215,215,0,16,1
2026-09-04_eligible-fraction-vs-n_B,2026-09-04,2,213,215,213,2,21,2
2026-09-05_cagr-floor-calibration_B,2026-09-05,27,186,213,186,3,13,2
2026-09-06_how-many-published-gate-claims-are-flat-in-gross_cloud,2026-09-06,0,213,213,213,1,14,1
2026-09-07_back-fill-the-153-UNATTRIB-band-rows_C,2026-09-07,0,213,213,213,1,7,1
2026-09-06_what-actually-moves-H2_cloud,2026-09-06,0,210,210,210,1,21,1
2026-09-06_is-RAND-beating-FWD-persistence-or-pick_C,2026-09-06,0,208,208,208,2,28,1
2026-09-09_price-the-removal-of-the-daily-hard-exit_B,2026-09-09,1,207,208,207,2,8,1
2026-09-10_price-the-rf-CONSISTENCY-fix-as-a-PROTOCOL-amendment_cloud,2026-09-10,1,206,207,206,2,18,1
2026-09-04_abs-momentum-filter_C,2026-09-04,0,205,205,205,1,21,1
2026-09-07_is-CONCENTRATION-in-narrow-markets-a-general-clause-or-one-2022_C,2026-09-07,1,203,204,203,2,11,1
2026-09-10_why-does-the-n-dial-disagree-5x-more-than-every-other-dial_B,2026-09-10,1,203,204,203,1,24,1
2026-09-10_is-p-over-n-1-the-crossover-for-key-reproduction_B,2026-09-10,0,202,202,202,2,35,1
2026-09-06_what-predicts-a-panel_B,2026-09-06,0,201,201,201,2,20,1
2026-09-05_defensive-overlays-are-rule-8-invisible_B,2026-09-05,0,200,200,200,2,26,1
