panel,kind,q,k,draw,arm,n,Ebar,breadth,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,v2_S,v2_H1,v2_H2,v2_DD,v2_OOS_S,pass4a,pass4b,is525
q1.00_k100_d2,ladder,1.0,100,2,CAND10,10.0,38.38628158844765,0.38386281588447657,0.056495522629932404,0.42915305563042483,-0.33934316511020524,0.5421438082723434,0.33914695610912,0.051793087866102816,0.38867297796485545,-0.3393431651102049,0.5081477844253336,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5576714790199724,0.7038342495378105,0.4400540478849379,-0.16534736542563522,0.4955505869631371,False,False,True
q1.00_k100_d2,ladder,1.0,100,2,CAND15,15.0,38.38628158844765,0.38386281588447657,0.06065580755094313,0.4913533765901058,-0.3224470201554017,0.5477260822697588,0.44970042154418716,0.06756961718495602,0.5179804693724015,-0.3224470201554013,0.4446397846084727,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5576714790199724,0.7038342495378105,0.4400540478849379,-0.16534736542563522,0.4955505869631371,False,False,True
q1.00_k100_d2,ladder,1.0,100,2,CAND20,20.0,38.38628158844765,0.38386281588447657,0.0621934759824736,0.5338310707841654,-0.292407546180091,0.5738396337552016,0.5068910528265662,0.06945111234606882,0.5628436499808489,-0.29240754618009046,0.48292434372465715,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5576714790199724,0.7038342495378105,0.4400540478849379,-0.16534736542563522,0.4955505869631371,False,False,True
q1.00_k100_d2,ladder,1.0,100,2,CAND30,30.0,38.38628158844765,0.38386281588447657,0.054874730278617,0.5202929104031323,-0.2829581600070217,0.5395155874017006,0.5112724539969529,0.056924581319708345,0.5130374718601961,-0.2829581600070209,0.539237583232271,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5576714790199724,0.7038342495378105,0.4400540478849379,-0.16534736542563522,0.4955505869631371,False,False,True
q1.00_k100_d2,ladder,1.0,100,2,EWall,,38.38628158844765,0.38386281588447657,0.058895126395511754,0.5110606372036448,-0.3542147678594981,0.48746031490593955,0.5395376323004353,0.06427543415256598,0.5211749204128564,-0.3542147678594961,0.49875615524603845,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.5576714790199724,0.7038342495378105,0.4400540478849379,-0.16534736542563522,0.4955505869631371,False,False,True
q1.00_k200_d0,ladder,1.0,200,0,CAND5,5.0,74.16606498194946,0.37083032490974727,0.04857219722472861,0.3262981668896253,-0.3702859716893073,0.44834070991235797,0.22772251075329936,0.05999138986643482,0.3669172304058063,-0.37028597168930744,0.2509749730434571,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6715581861761533,0.8032122805661229,0.565749879565166,-0.13525253948265414,0.5883700471132302,False,False,False
q1.00_k200_d0,ladder,1.0,200,0,CAND10,10.0,74.16606498194946,0.37083032490974727,0.04734393810373683,0.35811495828444095,-0.2749797582302719,0.35003793567674724,0.3677848836406597,0.07145556146807874,0.47537272845064044,-0.27497975823027265,0.13768135534302953,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6715581861761533,0.8032122805661229,0.565749879565166,-0.13525253948265414,0.5883700471132302,False,False,False
q1.00_k200_d0,ladder,1.0,200,0,CAND15,15.0,74.16606498194946,0.37083032490974727,0.03080091188916967,0.2751506951786926,-0.2517083359750141,0.3283001921769772,0.2359078400336982,0.044359398206665235,0.3483850750717449,-0.2517083359750141,0.13541617798991265,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6715581861761533,0.8032122805661229,0.565749879565166,-0.13525253948265414,0.5883700471132302,False,False,False
q1.00_k200_d0,ladder,1.0,200,0,CAND20,20.0,74.16606498194946,0.37083032490974727,0.038013538464228835,0.33507329387310714,-0.26781684625313074,0.40640516781936276,0.28426002241693143,0.04959421799199504,0.3958477391805015,-0.26781684625312974,0.21859982296929872,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6715581861761533,0.8032122805661229,0.565749879565166,-0.13525253948265414,0.5883700471132302,False,False,False
q1.00_k200_d0,ladder,1.0,200,0,CAND30,30.0,74.16606498194946,0.37083032490974727,0.04264081448169921,0.38878892759489025,-0.2611917240373929,0.4394886814050856,0.35493814881763286,0.05077867890576426,0.4293500299813293,-0.2611917240373909,0.3137407770352333,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6715581861761533,0.8032122805661229,0.565749879565166,-0.13525253948265414,0.5883700471132302,False,False,False
q1.00_k200_d0,ladder,1.0,200,0,EWall,,74.16606498194946,0.37083032490974727,0.04379850076225078,0.4094235569152211,-0.33383718543647367,0.598462058230102,0.28868262757140767,0.036926301245018944,0.33781270318097795,-0.3338371854364752,0.5682840760247599,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6715581861761533,0.8032122805661229,0.565749879565166,-0.13525253948265414,0.5883700471132302,False,False,False
q1.00_k200_d1,ladder,1.0,200,1,CAND5,5.0,74.96750902527076,0.3748375451263538,0.06704895232074293,0.4094404222539614,-0.43120266752127956,0.7725451395039207,0.1286864926345548,0.023822136648034675,0.21759439011396958,-0.4312026675212791,0.7826569031883701,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6702126189026001,0.7951905785864012,0.5795419632471954,-0.15500516679846688,0.5725403270168685,False,False,False
q1.00_k200_d1,ladder,1.0,200,1,CAND10,10.0,74.96750902527076,0.3748375451263538,0.06694754145313953,0.4674855654262246,-0.3309534169133076,0.6649312533899444,0.3112532480337158,0.04563359887117957,0.3395382036634231,-0.3309534169133058,0.7113488352282713,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6702126189026001,0.7951905785864012,0.5795419632471954,-0.15500516679846688,0.5725403270168685,False,False,False
q1.00_k200_d1,ladder,1.0,200,1,CAND15,15.0,74.96750902527076,0.3748375451263538,0.05673191410882583,0.43846692300735196,-0.3315558804797628,0.4990275751716207,0.3961294217918655,0.05096301343942389,0.38890783011989977,-0.33155588047976325,0.5371831822184306,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6702126189026001,0.7951905785864012,0.5795419632471954,-0.15500516679846688,0.5725403270168685,False,False,False
q1.00_k200_d1,ladder,1.0,200,1,CAND20,20.0,74.96750902527076,0.3748375451263538,0.03715802046081551,0.3290945996480096,-0.3508500776455683,0.4349496872165471,0.25090231909812355,0.02278886923891199,0.22549928076976047,-0.35085007764556764,0.5314949475438902,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6702126189026001,0.7951905785864012,0.5795419632471954,-0.15500516679846688,0.5725403270168685,False,False,False
q1.00_k200_d1,ladder,1.0,200,1,CAND30,30.0,74.96750902527076,0.3748375451263538,0.03584151678581948,0.33905814417805563,-0.34117896426768357,0.4545530611892299,0.2543411834610303,0.025151259116722002,0.2509385056385502,-0.34117896426768435,0.5113922188985824,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6702126189026001,0.7951905785864012,0.5795419632471954,-0.15500516679846688,0.5725403270168685,False,False,False
q1.00_k200_d1,ladder,1.0,200,1,EWall,,74.96750902527076,0.3748375451263538,0.038326296139067795,0.3667574103662409,-0.4276005469815263,0.6641319735506978,0.187250819846808,0.019625056404277474,0.2113610004730756,-0.42760054698152694,0.7286485301483017,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6702126189026001,0.7951905785864012,0.5795419632471954,-0.15500516679846688,0.5725403270168685,False,False,False
q1.00_k200_d2,ladder,1.0,200,2,CAND5,5.0,75.24067388688327,0.37620336943441635,0.014882351176102926,0.17587113323218165,-0.45222658656578474,0.13835369638154776,0.20797630996935693,0.03646284144421075,0.2715013418523768,-0.4522265865657855,-0.009266051043875208,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6371154705682733,0.6390290785912445,0.6409896262666118,-0.14245316048352819,0.6337035056045882,False,False,False
q1.00_k200_d2,ladder,1.0,200,2,CAND10,10.0,75.24067388688327,0.37620336943441635,0.03244052229657468,0.27247551666755654,-0.34960244462163015,0.24969133990221712,0.29360910636905835,0.04589063216072575,0.33850113604295223,-0.3496024446216297,0.14819738743530061,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6371154705682733,0.6390290785912445,0.6409896262666118,-0.14245316048352819,0.6337035056045882,False,False,False
q1.00_k200_d2,ladder,1.0,200,2,CAND15,15.0,75.24067388688327,0.37620336943441635,0.04022295423856792,0.33327693961294597,-0.323762708055229,0.2581124623608997,0.3968133778887626,0.059611546669008586,0.4369227560191643,-0.2735333176246526,0.13793442590462462,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6371154705682733,0.6390290785912445,0.6409896262666118,-0.14245316048352819,0.6337035056045882,False,False,False
q1.00_k200_d2,ladder,1.0,200,2,CAND20,20.0,75.24067388688327,0.37620336943441635,0.04824683302647492,0.3995491250888344,-0.29929580896576746,0.37033392661904,0.4271600660635011,0.05915036074122226,0.4550034217897319,-0.29929580896576635,0.29788308802562796,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6371154705682733,0.6390290785912445,0.6409896262666118,-0.14245316048352819,0.6337035056045882,False,False,False
q1.00_k200_d2,ladder,1.0,200,2,CAND30,30.0,75.24067388688327,0.37620336943441635,0.041842018010731064,0.3797128432916382,-0.2827232562229427,0.35228629319511545,0.4057634198044085,0.05001410991364885,0.4235182088478126,-0.2827232562229419,0.2995746124927615,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6371154705682733,0.6390290785912445,0.6409896262666118,-0.14245316048352819,0.6337035056045882,False,False,False
q1.00_k200_d2,ladder,1.0,200,2,EWall,,75.24067388688327,0.37620336943441635,0.03882389216932558,0.3478403980357366,-0.48312115435033165,0.5439394160225848,0.2414517001346151,0.029715587616679917,0.2699663573885001,-0.48312115435033154,0.547376355783396,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6371154705682733,0.6390290785912445,0.6409896262666118,-0.14245316048352819,0.6337035056045882,False,False,False
q1.00_k400_d0,ladder,1.0,400,0,CAND5,5.0,148.93261131167267,0.3723315282791817,0.038817845587685085,0.28069034521366576,-0.6147982969755756,0.6121653869865545,-0.0014510508218157712,0.029876626984370436,0.24285722663720427,-0.6147982969755766,0.3516512538274938,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6332973894434619,0.7366087597418072,0.5566472709594475,-0.14463214565835847,0.5513665246039654,False,False,False
q1.00_k400_d0,ladder,1.0,400,0,CAND10,10.0,148.93261131167267,0.3723315282791817,0.05437024966171622,0.38085957687610805,-0.38531268059127166,0.4451933084628979,0.3306855988247303,0.07433917071341511,0.4701357367632617,-0.38531268059127266,0.21813486137233967,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6332973894434619,0.7366087597418072,0.5566472709594475,-0.14463214565835847,0.5513665246039654,False,False,False
q1.00_k400_d0,ladder,1.0,400,0,CAND15,15.0,148.93261131167267,0.3723315282791817,0.04426486284414266,0.34396660167922744,-0.33212354254000664,0.35186587748968845,0.34045080718450643,0.06324695207250564,0.4395392308110289,-0.3321235425400072,0.16893022794481027,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6332973894434619,0.7366087597418072,0.5566472709594475,-0.14463214565835847,0.5513665246039654,False,False,False
q1.00_k400_d0,ladder,1.0,400,0,CAND20,20.0,148.93261131167267,0.3723315282791817,0.0247167436502016,0.23500175138877671,-0.4188674522569511,0.2707096789001848,0.20897640667769574,0.03393731854395776,0.28568017264972984,-0.4188674522569511,0.14085598170302333,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6332973894434619,0.7366087597418072,0.5566472709594475,-0.14463214565835847,0.5513665246039654,False,False,False
q1.00_k400_d0,ladder,1.0,400,0,CAND30,30.0,148.93261131167267,0.3723315282791817,0.04652516953387109,0.38854049627062537,-0.31390224898665664,0.431524017102355,0.35898765563762275,0.05422416323744761,0.42461729083150973,-0.3139022489866574,0.3232624049672084,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6332973894434619,0.7366087597418072,0.5566472709594475,-0.14463214565835847,0.5513665246039654,False,False,False
q1.00_k400_d0,ladder,1.0,400,0,EWall,,148.93261131167267,0.3723315282791817,0.04637737945747333,0.42410167409579863,-0.3862271260579978,0.601294565572096,0.3148870595827119,0.036355656575765005,0.3297735914129374,-0.3862271260579959,0.6342758147794064,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6332973894434619,0.7366087597418072,0.5566472709594475,-0.14463214565835847,0.5513665246039654,False,False,False
q1.00_k400_d1,ladder,1.0,400,1,CAND5,5.0,151.1119133574007,0.37777978339350177,0.08075619231465136,0.44745071086726285,-0.5150019402759926,0.9175205713918051,0.046772575420819806,0.034628408235118036,0.2611951815648663,-0.5150019402759927,0.8059663394152814,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6354818934752322,0.7564932641668329,0.5458893274410022,-0.14235202238850253,0.5456099579637982,False,False,False
q1.00_k400_d1,ladder,1.0,400,1,CAND10,10.0,151.1119133574007,0.37777978339350177,0.027893723162418116,0.24078100662745716,-0.4670929437081467,0.571972778077326,-0.03461592717313425,-0.008892839136690145,0.05342031760828079,-0.46709294370814636,0.5936610489059111,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6354818934752322,0.7564932641668329,0.5458893274410022,-0.14235202238850253,0.5456099579637982,False,False,False
q1.00_k400_d1,ladder,1.0,400,1,CAND15,15.0,151.1119133574007,0.37777978339350177,0.030394178679436168,0.2627884009617536,-0.34693178887477616,0.5071908610604349,0.061057734345057006,0.013893106590418647,0.16656796230065016,-0.34693178887477594,0.4426513890339066,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6354818934752322,0.7564932641668329,0.5458893274410022,-0.14235202238850253,0.5456099579637982,False,False,False
q1.00_k400_d1,ladder,1.0,400,1,CAND20,20.0,151.1119133574007,0.37777978339350177,0.017827394821866127,0.1914667008575886,-0.3739374011749621,0.41248997219366845,0.012158106439363615,0.0014643094533839385,0.091144689732824,-0.37393740117496377,0.37924226831087415,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6354818934752322,0.7564932641668329,0.5458893274410022,-0.14235202238850253,0.5456099579637982,False,False,False
q1.00_k400_d1,ladder,1.0,400,1,CAND30,30.0,151.1119133574007,0.37777978339350177,0.019159532881787733,0.2036274886399763,-0.326120492740401,0.31422501168891376,0.11746427446714205,0.01567040124392971,0.1784431281850413,-0.32612049274040267,0.2522100532552647,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6354818934752322,0.7564932641668329,0.5458893274410022,-0.14235202238850253,0.5456099579637982,False,False,False
q1.00_k400_d1,ladder,1.0,400,1,EWall,,151.1119133574007,0.37777978339350177,0.0408550492391202,0.3852374597890185,-0.37987237814759545,0.5917659500493299,0.2548437907888287,0.02891476207365562,0.2788525051207165,-0.37987237814759556,0.6202531405974463,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6354818934752322,0.7564932641668329,0.5458893274410022,-0.14235202238850253,0.5456099579637982,False,False,False
