panel,kind,q,k,draw,arm,n,Ebar,breadth,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,spy_S,spy_CAGR,spy_DD,spy_H1,spy_H2,spy_OOS_S,v2_S,v2_H1,v2_H2,v2_DD,v2_OOS_S,pass4a,pass4b,is525
q0.50_k200_d2,ladder,0.5,200,2,CAND30,30.0,108.63537906137184,0.5431768953068592,0.10710865231225841,0.8395031242270955,-0.2184826754569149,0.9519902491264927,0.7450726691854269,0.10590516126295446,0.808447011246962,-0.21848267545691502,0.8967184561122264,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9413622683050415,1.0929473934866458,0.79181061924191,-0.11177789889209111,0.8867130123542363,False,False,False
q0.50_k200_d2,ladder,0.5,200,2,EWall,,108.63537906137184,0.5431768953068592,0.08954236611224009,0.8023602030787853,-0.27192116962795165,1.0610248004848584,0.6100301389096049,0.08171696226878256,0.7087354822819978,-0.271921169627952,0.9841097989661319,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9413622683050415,1.0929473934866458,0.79181061924191,-0.11177789889209111,0.8867130123542363,False,False,False
q0.75_k40_d0,ladder,0.75,40,0,CAND5,5.0,15.700361010830324,0.3925090252707581,0.08304862807377611,0.5491725826413101,-0.341635415440422,0.4851285698731978,0.6071904464684709,0.08755877288506575,0.5551023803123927,-0.34163541544042164,0.5411698577144494,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7499200708744277,0.6325618518493067,0.8573304510012423,-0.12507290468575194,0.7975983801294867,False,False,True
q0.75_k40_d0,ladder,0.75,40,0,CAND10,10.0,15.700361010830324,0.3925090252707581,0.08767564563501429,0.6915512082369735,-0.261266397251955,0.7961914751535728,0.5991534535360861,0.07568937876520976,0.5953311892912238,-0.26126639725195455,0.8622692431268639,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7499200708744277,0.6325618518493067,0.8573304510012423,-0.12507290468575194,0.7975983801294867,False,False,True
q0.75_k40_d0,ladder,0.75,40,0,CAND15,15.0,15.700361010830324,0.3925090252707581,0.058829933082213515,0.5584243401041239,-0.25196610437316735,0.6620542829636175,0.4678696080431363,0.04825552762932994,0.4606730421146746,-0.2519661043731689,0.7303878313006277,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7499200708744277,0.6325618518493067,0.8573304510012423,-0.12507290468575194,0.7975983801294867,False,False,True
q0.75_k40_d0,ladder,0.75,40,0,CAND20,20.0,15.700361010830324,0.3925090252707581,0.04785736520533357,0.5354453132480185,-0.21306357986189428,0.6144739688493124,0.47108058137912384,0.03908752525503112,0.43498084823999883,-0.21306357986189461,0.7179767666169852,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7499200708744277,0.6325618518493067,0.8573304510012423,-0.12507290468575194,0.7975983801294867,False,False,True
q0.75_k40_d0,ladder,0.75,40,0,CAND30,30.0,15.700361010830324,0.3925090252707581,0.03793885397072261,0.598425710907388,-0.14714293294815184,0.6052945225179852,0.5981971020687916,0.03572262461779596,0.5420584103256909,-0.1471429329481504,0.707266571203431,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7499200708744277,0.6325618518493067,0.8573304510012423,-0.12507290468575194,0.7975983801294867,False,False,True
q0.75_k40_d0,ladder,0.75,40,0,EWall,,15.700361010830324,0.3925090252707581,0.0709590847511683,0.5937186991655884,-0.3464092420752435,0.6805659725032039,0.5267307970182028,0.06140961193918115,0.5073090085851168,-0.3464092420752435,0.7560540568304777,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7499200708744277,0.6325618518493067,0.8573304510012423,-0.12507290468575194,0.7975983801294867,False,False,True
q0.75_k40_d1,ladder,0.75,40,1,CAND5,5.0,18.73164861612515,0.46829121540312874,0.06116334560595704,0.43543268901130205,-0.2883383539513329,0.5563190515858678,0.33652460602590045,0.04812703129207718,0.35499523139943806,-0.2883383539513321,0.5828910850001107,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7752749612278576,0.8035565773306961,0.7537199780069684,-0.12407107671186868,0.7703488654342854,False,False,True
q0.75_k40_d1,ladder,0.75,40,1,CAND10,10.0,18.73164861612515,0.46829121540312874,0.07582308602211807,0.6118037659574292,-0.3054721699392935,0.7395375544564103,0.5109796615780229,0.06661724222512966,0.5294145783062965,-0.3054721699392926,0.7670916621994963,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7752749612278576,0.8035565773306961,0.7537199780069684,-0.12407107671186868,0.7703488654342854,False,False,True
q0.75_k40_d1,ladder,0.75,40,1,CAND15,15.0,18.73164861612515,0.46829121540312874,0.0649515044130744,0.6017290614754257,-0.24052354609342008,0.7511587914310406,0.48198591760113385,0.05630618374456953,0.5123987140870819,-0.24052354609342064,0.7705085426872724,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7752749612278576,0.8035565773306961,0.7537199780069684,-0.12407107671186868,0.7703488654342854,False,False,True
q0.75_k40_d1,ladder,0.75,40,1,CAND20,20.0,18.73164861612515,0.46829121540312874,0.059365009106727484,0.6155982510730519,-0.18462827987331054,0.6962741691356052,0.5566722644066711,0.05604643428092593,0.5564993936009874,-0.18462827987330988,0.7364707678040457,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7752749612278576,0.8035565773306961,0.7537199780069684,-0.12407107671186868,0.7703488654342854,False,False,True
q0.75_k40_d1,ladder,0.75,40,1,CAND30,30.0,18.73164861612515,0.46829121540312874,0.04324927811132517,0.60578614380195,-0.14649700095682028,0.7272883609829469,0.5220197892975865,0.039666141720912984,0.5241203005392834,-0.14649700095681684,0.7835043303722771,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7752749612278576,0.8035565773306961,0.7537199780069684,-0.12407107671186868,0.7703488654342854,False,False,True
q0.75_k40_d1,ladder,0.75,40,1,EWall,,18.73164861612515,0.46829121540312874,0.07690799729939046,0.632584216640488,-0.2643436000689082,0.6430645701056799,0.6367545462196191,0.08018594496129294,0.6230411902155268,-0.2643436000689082,0.6587979297897089,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7752749612278576,0.8035565773306961,0.7537199780069684,-0.12407107671186868,0.7703488654342854,False,False,True
q0.75_k40_d2,ladder,0.75,40,2,CAND5,5.0,18.99037304452467,0.4747593261131167,0.10971427964759628,0.7240934949561738,-0.2275644619156535,0.7917165006817597,0.6622017442698346,0.11312092930190976,0.7281809030652083,-0.22756446191565294,0.717885931054703,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7287263367288473,1.0339886662801518,0.4357776771423432,-0.1040852335091107,0.45708973381676193,False,False,True
q0.75_k40_d2,ladder,0.75,40,2,CAND10,10.0,18.99037304452467,0.4747593261131167,0.07112834203230256,0.6148141221271397,-0.21554512586550933,0.930965879038081,0.3283296685670251,0.04487626203696893,0.4102943009708663,-0.21554512586550834,0.962799736912945,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7287263367288473,1.0339886662801518,0.4357776771423432,-0.1040852335091107,0.45708973381676193,False,False,True
q0.75_k40_d2,ladder,0.75,40,2,CAND15,15.0,18.99037304452467,0.4747593261131167,0.048586719148780544,0.4897089134067435,-0.2501905644151836,0.7974495051714757,0.207688514423152,0.01600978108870299,0.19920529846146304,-0.2501905644151836,0.9762202481303417,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7287263367288473,1.0339886662801518,0.4357776771423432,-0.1040852335091107,0.45708973381676193,False,False,True
q0.75_k40_d2,ladder,0.75,40,2,CAND20,20.0,18.99037304452467,0.4747593261131167,0.03958312363306882,0.45205220752964115,-0.22909984108666115,0.7415510080994732,0.18549388336444209,0.013234676343041318,0.18427618422068395,-0.22909984108665982,0.8947170747908151,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7287263367288473,1.0339886662801518,0.4357776771423432,-0.1040852335091107,0.45708973381676193,False,False,True
q0.75_k40_d2,ladder,0.75,40,2,CAND30,30.0,18.99037304452467,0.4747593261131167,0.03083805898101799,0.4676671576371482,-0.1626517122263158,0.7437081978092964,0.22873427329212723,0.01312965638632324,0.2174235376674198,-0.1626517122263137,0.900944209536955,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7287263367288473,1.0339886662801518,0.4357776771423432,-0.1040852335091107,0.45708973381676193,False,False,True
q0.75_k40_d2,ladder,0.75,40,2,EWall,,18.99037304452467,0.4747593261131167,0.05743970273309684,0.5477395560735439,-0.22829788301541476,0.8091038472437316,0.3456925925598257,0.033681534613251074,0.33654623816477525,-0.22829788301541565,0.9486219350432882,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7287263367288473,1.0339886662801518,0.4357776771423432,-0.1040852335091107,0.45708973381676193,False,False,True
q0.75_k60_d0,ladder,0.75,60,0,CAND5,5.0,26.703971119133573,0.4450661853188929,0.07919396547286861,0.5187075810831407,-0.3184571585873407,0.4463785871356905,0.5823262718764194,0.10368745531657408,0.607330100337073,-0.3184571585873395,0.3433867691807537,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6415577896169228,0.5229191045681345,0.7511038064974657,-0.13870728583496794,0.6745063296214848,False,False,True
q0.75_k60_d0,ladder,0.75,60,0,CAND10,10.0,26.703971119133573,0.4450661853188929,0.08780488527779085,0.6592524613654558,-0.2231451523694239,0.43793880381373373,0.8411471290823297,0.11739087571103535,0.8010361923338247,-0.22314515236942356,0.3869888206874117,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6415577896169228,0.5229191045681345,0.7511038064974657,-0.13870728583496794,0.6745063296214848,False,False,True
q0.75_k60_d0,ladder,0.75,60,0,CAND15,15.0,26.703971119133573,0.4450661853188929,0.08056686512892708,0.668528133169806,-0.2090245770294824,0.6328790789301343,0.7038332430216394,0.08586621155856267,0.6765951460563912,-0.20902457702948274,0.6583080322490877,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6415577896169228,0.5229191045681345,0.7511038064974657,-0.13870728583496794,0.6745063296214848,False,False,True
q0.75_k60_d0,ladder,0.75,60,0,CAND20,20.0,26.703971119133573,0.4450661853188929,0.0813261173030062,0.7287032505249358,-0.18016850070166812,0.6819043063572833,0.7734223951208758,0.08241605587605894,0.7065836372119043,-0.18016850070166834,0.7750958297895771,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6415577896169228,0.5229191045681345,0.7511038064974657,-0.13870728583496794,0.6745063296214848,False,False,True
q0.75_k60_d0,ladder,0.75,60,0,CAND30,30.0,26.703971119133573,0.4450661853188929,0.06378281794534435,0.6769944653029506,-0.1730756851273787,0.6933760497925334,0.6704276637146873,0.060558779441215904,0.6170826792856016,-0.17307568512737848,0.796208346922291,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6415577896169228,0.5229191045681345,0.7511038064974657,-0.13870728583496794,0.6745063296214848,False,False,True
q0.75_k60_d0,ladder,0.75,60,0,EWall,,26.703971119133573,0.4450661853188929,0.07644704986943807,0.6590036309309588,-0.22910660556579532,0.691783269818804,0.6416773134031928,0.07290419358811207,0.6067767936732505,-0.22910660556579443,0.7618364336450134,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.6415577896169228,0.5229191045681345,0.7511038064974657,-0.13870728583496794,0.6745063296214848,False,False,True
q0.75_k60_d1,ladder,0.75,60,1,CAND5,5.0,27.310469314079423,0.45517448856799037,0.03469729750515271,0.28252365021180675,-0.3337171782567693,0.17500183776181302,0.3814750123376487,0.06452716292035676,0.4381098557012796,-0.24866669976476208,0.012572613341150129,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8655761455102011,0.8416515843326524,0.8887330185727267,-0.11097735415755161,0.8961783285047853,False,False,True
q0.75_k60_d1,ladder,0.75,60,1,CAND10,10.0,27.310469314079423,0.45517448856799037,0.07675877295398603,0.6078518803797915,-0.2249004291974659,0.6156222997741839,0.6019774683942347,0.08330339696536515,0.6403010262978983,-0.22412105643857372,0.55237544293812,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8655761455102011,0.8416515843326524,0.8887330185727267,-0.11097735415755161,0.8961783285047853,False,False,True
q0.75_k60_d1,ladder,0.75,60,1,CAND15,15.0,27.310469314079423,0.45517448856799037,0.0716274947799398,0.628044153040581,-0.20858449915732402,0.547358875399451,0.7023941796289985,0.08674356722373955,0.7280001409765645,-0.2085844991573239,0.4555645410159817,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8655761455102011,0.8416515843326524,0.8887330185727267,-0.11097735415755161,0.8961783285047853,False,False,True
q0.75_k60_d1,ladder,0.75,60,1,CAND20,20.0,27.310469314079423,0.45517448856799037,0.07002879761742942,0.6705247107728186,-0.1766362599763578,0.6485471083587498,0.6918448897065207,0.07329054243719324,0.6833779513075735,-0.17663625997635712,0.648988921154733,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8655761455102011,0.8416515843326524,0.8887330185727267,-0.11097735415755161,0.8961783285047853,False,False,True
q0.75_k60_d1,ladder,0.75,60,1,CAND30,30.0,27.310469314079423,0.45517448856799037,0.05650707322619941,0.6428929136210709,-0.14483407832207007,0.6767517586793457,0.615193281397592,0.05618272405616165,0.6210165157336274,-0.1448340783220704,0.6836209328878564,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8655761455102011,0.8416515843326524,0.8887330185727267,-0.11097735415755161,0.8961783285047853,False,False,True
q0.75_k60_d1,ladder,0.75,60,1,EWall,,27.310469314079423,0.45517448856799037,0.06368079263946025,0.5828652811745777,-0.3001332340709547,0.6805127483059614,0.5086445624898628,0.06274098835153108,0.5572205176119484,-0.30013323407095427,0.6318514350609518,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.8655761455102011,0.8416515843326524,0.8887330185727267,-0.11097735415755161,0.8961783285047853,False,False,True
q0.75_k60_d2,ladder,0.75,60,2,CAND5,5.0,23.98676293622142,0.39977938227035703,0.04259276088416275,0.31937968923320065,-0.35077665567817895,0.3666149981072752,0.2866290044890441,0.07097610241654273,0.44559455267145914,-0.3507766556781792,0.06689892292590308,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.690380027940203,0.8177826543077129,0.5737118354527627,-0.12592392915955197,0.7251501893252242,False,False,True
q0.75_k60_d2,ladder,0.75,60,2,CAND10,10.0,23.98676293622142,0.39977938227035703,0.06599533639966304,0.5178627051020479,-0.2782564503573215,0.6009695208890112,0.4558605315587243,0.09567629991852744,0.6761873434376839,-0.2782564503573207,0.21596998699852343,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.690380027940203,0.8177826543077129,0.5737118354527627,-0.12592392915955197,0.7251501893252242,False,False,True
q0.75_k60_d2,ladder,0.75,60,2,CAND15,15.0,23.98676293622142,0.39977938227035703,0.05980933554122991,0.5277571801133923,-0.24487881066644557,0.7425042616267166,0.3545577434898825,0.07265340209906102,0.5981625743095283,-0.2448788106664468,0.3983567985297981,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.690380027940203,0.8177826543077129,0.5737118354527627,-0.12592392915955197,0.7251501893252242,False,False,True
q0.75_k60_d2,ladder,0.75,60,2,CAND20,20.0,23.98676293622142,0.39977938227035703,0.062468072071792946,0.5898860111724953,-0.1831980613010089,0.8113045177908169,0.40903507552030177,0.0702591242916688,0.6296435653587541,-0.18319806130100902,0.5194536229633114,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.690380027940203,0.8177826543077129,0.5737118354527627,-0.12592392915955197,0.7251501893252242,False,False,True
q0.75_k60_d2,ladder,0.75,60,2,CAND30,30.0,23.98676293622142,0.39977938227035703,0.05604590543125987,0.6422548352672826,-0.1435453924104313,0.820633015280882,0.5076041203195321,0.06171320371106126,0.6653348437209258,-0.14354539241043174,0.6039969629474691,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.690380027940203,0.8177826543077129,0.5737118354527627,-0.12592392915955197,0.7251501893252242,False,False,True
q0.75_k60_d2,ladder,0.75,60,2,EWall,,23.98676293622142,0.39977938227035703,0.06787466622791616,0.596726297700535,-0.22438815217603691,0.6547216122381705,0.559463781568356,0.08663691925481665,0.7066714079650581,-0.22438815217603547,0.3930911786710122,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.690380027940203,0.8177826543077129,0.5737118354527627,-0.12592392915955197,0.7251501893252242,False,False,True
q0.75_k80_d0,ladder,0.75,80,0,CAND5,5.0,37.60890493381468,0.4701113116726835,0.10738251670338972,0.6281228800247802,-0.3727228832668671,0.6777425192914378,0.5938846047589599,0.14581532036381573,0.7626330940025379,-0.37272288326686753,0.3656966193895474,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.855860263098269,1.0056874627378993,0.735782527167721,-0.1368220350668854,0.817251459283146,False,False,True
q0.75_k80_d0,ladder,0.75,80,0,CAND10,10.0,37.60890493381468,0.4701113116726835,0.10797694910411582,0.758650408291008,-0.2142314645867841,0.7384694539967255,0.783355686418045,0.139449206898413,0.8922762829548321,-0.20447500657257878,0.5027326780585722,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.855860263098269,1.0056874627378993,0.735782527167721,-0.1368220350668854,0.817251459283146,False,False,True
q0.75_k80_d0,ladder,0.75,80,0,CAND15,15.0,37.60890493381468,0.4701113116726835,0.09110712390485154,0.7152907535141515,-0.21210250401436603,0.738445964826239,0.7040722713792501,0.12355343991293855,0.8841461226441609,-0.21210250401436614,0.3932870802620831,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.855860263098269,1.0056874627378993,0.735782527167721,-0.1368220350668854,0.817251459283146,False,False,True
q0.75_k80_d0,ladder,0.75,80,0,CAND20,20.0,37.60890493381468,0.4701113116726835,0.08939673337753051,0.7530015557837388,-0.19538353936268615,0.7554276896211716,0.7585055877005704,0.11327199672277999,0.8801587428937259,-0.19538353936268626,0.5139499406346696,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.855860263098269,1.0056874627378993,0.735782527167721,-0.1368220350668854,0.817251459283146,False,False,True
q0.75_k80_d0,ladder,0.75,80,0,CAND30,30.0,37.60890493381468,0.4701113116726835,0.08937875097245351,0.8435657702910522,-0.18397841192015973,0.8867508888222915,0.8187281338362282,0.10152734267498786,0.892769424386653,-0.18397841192016073,0.7570387694527851,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.855860263098269,1.0056874627378993,0.735782527167721,-0.1368220350668854,0.817251459283146,False,False,True
q0.75_k80_d0,ladder,0.75,80,0,EWall,,37.60890493381468,0.4701113116726835,0.08021373227569306,0.6953649133374369,-0.3296625546586097,0.9374620278238422,0.5510432993340466,0.07885247157489705,0.6356142776302834,-0.3296625546586107,0.8459370890679144,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.855860263098269,1.0056874627378993,0.735782527167721,-0.1368220350668854,0.817251459283146,False,False,True
q0.75_k80_d1,ladder,0.75,80,1,CAND5,5.0,38.59205776173285,0.4824007220216607,0.04603096001825091,0.34057801944047045,-0.3854277117420336,0.4619682204710018,0.23367544156236894,0.06291893448730712,0.4222352257604822,-0.38542771174203416,0.1971514085234743,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7490725234799769,0.8585341964818182,0.650749960801283,-0.1290470669150522,0.6927521646840884,False,False,True
q0.75_k80_d1,ladder,0.75,80,1,CAND10,10.0,38.59205776173285,0.4824007220216607,0.051675180840578205,0.4143795760990296,-0.3146964320197839,0.6146479161214835,0.24578713238589656,0.044433257110753965,0.35897586132369924,-0.31469643201978637,0.5170040712342128,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7490725234799769,0.8585341964818182,0.650749960801283,-0.1290470669150522,0.6927521646840884,False,False,True
q0.75_k80_d1,ladder,0.75,80,1,CAND15,15.0,38.59205776173285,0.4824007220216607,0.06811186134195246,0.5588971235798085,-0.27348832719291016,0.8350286341948968,0.33429164413286366,0.05683965594294671,0.4632381422704835,-0.27348832719291194,0.741034950079412,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7490725234799769,0.8585341964818182,0.650749960801283,-0.1290470669150522,0.6927521646840884,False,False,True
q0.75_k80_d1,ladder,0.75,80,1,CAND20,20.0,38.59205776173285,0.4824007220216607,0.07252917321388619,0.6293115305119389,-0.20909168373526466,0.9311248586220475,0.3800795769607414,0.06487886903274265,0.5515024165362019,-0.2090916837352652,0.7760973149970555,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7490725234799769,0.8585341964818182,0.650749960801283,-0.1290470669150522,0.6927521646840884,False,False,True
q0.75_k80_d1,ladder,0.75,80,1,CAND30,30.0,38.59205776173285,0.4824007220216607,0.05778284728188443,0.5614744465410397,-0.20678621277412002,0.7662666767101316,0.38958462591250387,0.05196731158741286,0.4958096872251359,-0.20678621277411824,0.6831981475102298,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7490725234799769,0.8585341964818182,0.650749960801283,-0.1290470669150522,0.6927521646840884,False,False,True
q0.75_k80_d1,ladder,0.75,80,1,EWall,,38.59205776173285,0.4824007220216607,0.061234495473978745,0.5204676431607188,-0.3771926339087054,0.6965928407145946,0.4184784776914315,0.060006158222688954,0.4791255423016505,-0.3771926339087047,0.6242787214038736,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7490725234799769,0.8585341964818182,0.650749960801283,-0.1290470669150522,0.6927521646840884,False,False,True
q0.75_k80_d2,ladder,0.75,80,2,CAND5,5.0,37.98796630565584,0.474849578820698,0.09644364234035274,0.5757411807728158,-0.3436800428679607,0.8212440602495499,0.3682153109652198,0.05292993916880917,0.3554780015324089,-0.3436800428679605,1.0029390041764283,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9355409745617629,1.0591366788985526,0.8313345958176994,-0.11318289169861284,0.8444394924347168,False,False,True
q0.75_k80_d2,ladder,0.75,80,2,CAND10,10.0,37.98796630565584,0.474849578820698,0.10339892991599298,0.7138171271343848,-0.2512062689208262,0.957217947668123,0.5159068954887145,0.07556903303103368,0.5291911790516796,-0.2512062689208261,1.0656387758770645,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9355409745617629,1.0591366788985526,0.8313345958176994,-0.11318289169861284,0.8444394924347168,False,False,True
q0.75_k80_d2,ladder,0.75,80,2,CAND15,15.0,37.98796630565584,0.474849578820698,0.09729136493486323,0.7272869925337964,-0.23247657158587998,0.8811404440719045,0.6017298740992866,0.08117139452260913,0.6024112183401157,-0.23247657158587998,0.9595764655395624,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9355409745617629,1.0591366788985526,0.8313345958176994,-0.11318289169861284,0.8444394924347168,False,False,True
q0.75_k80_d2,ladder,0.75,80,2,CAND20,20.0,37.98796630565584,0.474849578820698,0.08820990923850491,0.7118471576541678,-0.20797864965152757,0.8942822427848717,0.5578009235493373,0.07450959992298123,0.5969839837487008,-0.207978649651528,0.9215185728650169,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9355409745617629,1.0591366788985526,0.8313345958176994,-0.11318289169861284,0.8444394924347168,False,False,True
q0.75_k80_d2,ladder,0.75,80,2,CAND30,30.0,37.98796630565584,0.474849578820698,0.07892157423499513,0.7190374695709851,-0.16842031072656616,0.8379597501017607,0.6189951540467042,0.07540069168866537,0.6708492368005288,-0.16842031072656627,0.8070929697238611,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9355409745617629,1.0591366788985526,0.8313345958176994,-0.11318289169861284,0.8444394924347168,False,False,True
q0.75_k80_d2,ladder,0.75,80,2,EWall,,37.98796630565584,0.474849578820698,0.0931054643922844,0.7809711688790709,-0.2214903596131046,0.9131840544462265,0.6843633530173019,0.08899832115129969,0.7213815622748871,-0.2214903596131046,0.8962660787399767,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.9355409745617629,1.0591366788985526,0.8313345958176994,-0.11318289169861284,0.8444394924347168,False,False,True
q0.75_k100_d0,ladder,0.75,100,0,CAND5,5.0,47.54632972322503,0.47546329723225034,0.04002591632309027,0.3010536347548359,-0.4503765513617025,0.37244496514265657,0.24140344640971614,0.023174654413766316,0.21483764054284432,-0.45037655136170285,0.4564285906068164,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7784742367397007,0.8212707668352384,0.7417151092673109,-0.11133164673585372,0.7014218716321025,False,False,True
q0.75_k100_d0,ladder,0.75,100,0,CAND10,10.0,47.54632972322503,0.47546329723225034,0.0563951042852735,0.43886151595791933,-0.3167992540182656,0.4455540367754833,0.43499054514201985,0.04810168420652605,0.3797010030512904,-0.31679925401826425,0.5440573183530657,0.8581070395623257,0.1405864726585555,-0.3371595330739302,0.9138503883738844,0.8344037775250197,0.8767278433896203,0.7784742367397007,0.8212707668352384,0.7417151092673109,-0.11133164673585372,0.7014218716321025,False,False,True
