panel,family,axis,N,k,L,basis,argmax,gap_pp,spread_pp,floor_pp,floor_capped,n_unresolved,largest_unresolved,floor_survives
B136,B,cap,20,5,126,JOINT,1.00,0.2418142032370234,1.4129238641062418,1.062336422085492,1.062336422085492,4,0.5961479117890471,False
B136,B,cap,25,5,21,SEED,1.00,0.038550821581484485,1.4567880261192823,0.8824338298977109,0.8824338298977109,3,0.36974164996457226,False
B136,B,cap,25,5,21,TAPE,1.00,0.038550821581484485,1.4567880261192823,0.44411768768476456,0.44411768768476456,3,0.36974164996457226,False
B136,B,cap,25,5,21,JOINT,1.00,0.038550821581484485,1.4567880261192823,0.9878916867057866,0.9878916867057866,3,0.36974164996457226,False
B136,B,cap,25,5,63,SEED,1.00,0.038550821581484485,1.4567880261192823,0.8824338298977109,0.8824338298977109,3,0.36974164996457226,False
B136,B,cap,25,5,63,TAPE,1.00,0.038550821581484485,1.4567880261192823,0.44411768768476456,0.44411768768476456,3,0.36974164996457226,False
B136,B,cap,25,5,63,JOINT,1.00,0.038550821581484485,1.4567880261192823,0.9878916867057866,0.9878916867057866,3,0.36974164996457226,False
B136,B,cap,25,5,126,SEED,1.00,0.038550821581484485,1.4567880261192823,0.8824338298977109,0.8824338298977109,3,0.36974164996457226,False
B136,B,cap,25,5,126,TAPE,1.00,0.038550821581484485,1.4567880261192823,0.44411768768476456,0.44411768768476456,3,0.36974164996457226,False
B136,B,cap,25,5,126,JOINT,1.00,0.038550821581484485,1.4567880261192823,0.9878916867057866,0.9878916867057866,3,0.36974164996457226,False
B136,B,cap,30,5,21,SEED,1.00,0.577382056764042,1.8207412808252776,0.9177653732968927,0.9177653732968927,3,0.15195309944391333,False
B136,B,cap,30,5,21,TAPE,1.00,0.577382056764042,1.8207412808252776,0.577382056764042,0.577382056764042,3,0.15195309944391333,False
B136,B,cap,30,5,21,JOINT,1.00,0.577382056764042,1.8207412808252776,1.0842800929168903,1.0842800929168903,3,0.15195309944391333,False
B136,B,cap,30,5,63,SEED,1.00,0.577382056764042,1.8207412808252776,0.9177653732968927,0.9177653732968927,3,0.15195309944391333,False
B136,B,cap,30,5,63,TAPE,1.00,0.577382056764042,1.8207412808252776,0.577382056764042,0.577382056764042,3,0.15195309944391333,False
B136,B,cap,30,5,63,JOINT,1.00,0.577382056764042,1.8207412808252776,1.0842800929168903,1.0842800929168903,3,0.15195309944391333,False
B136,B,cap,30,5,126,SEED,1.00,0.577382056764042,1.8207412808252776,0.9177653732968927,0.9177653732968927,3,0.15195309944391333,False
B136,B,cap,30,5,126,TAPE,1.00,0.577382056764042,1.8207412808252776,0.577382056764042,0.577382056764042,3,0.15195309944391333,False
B136,B,cap,30,5,126,JOINT,1.00,0.577382056764042,1.8207412808252776,1.0842800929168903,1.0842800929168903,3,0.15195309944391333,False
B136,B,cap,40,5,21,SEED,1.00,0.9821005396709936,1.1857891477181637,0.7976626040190703,0.7976626040190703,6,0.20368860804717004,True
B136,B,cap,40,5,21,TAPE,1.00,0.9821005396709936,1.1857891477181637,0.9821005396709936,0.9821005396709936,6,0.20368860804717004,False
B136,B,cap,40,5,21,JOINT,1.00,0.9821005396709936,1.1857891477181637,1.2652221543557247,1.1857891477181637,6,0.20368860804717004,False
B136,B,cap,40,5,63,SEED,1.00,0.9821005396709936,1.1857891477181637,0.7976626040190703,0.7976626040190703,6,0.20368860804717004,True
B136,B,cap,40,5,63,TAPE,1.00,0.9821005396709936,1.1857891477181637,0.9821005396709936,0.9821005396709936,6,0.20368860804717004,False
B136,B,cap,40,5,63,JOINT,1.00,0.9821005396709936,1.1857891477181637,1.2652221543557247,1.1857891477181637,6,0.20368860804717004,False
B136,B,cap,40,5,126,SEED,1.00,0.9821005396709936,1.1857891477181637,0.7976626040190703,0.7976626040190703,6,0.20368860804717004,True
B136,B,cap,40,5,126,TAPE,1.00,0.9821005396709936,1.1857891477181637,0.9821005396709936,0.9821005396709936,6,0.20368860804717004,False
B136,B,cap,40,5,126,JOINT,1.00,0.9821005396709936,1.1857891477181637,1.2652221543557247,1.1857891477181637,6,0.20368860804717004,False
