claim_set,split,est,D,bar,n,agree,disagree,agree_rate
NESTED_PAIR,FULL_vs_OOS,POOLED,24,2.0,366,363,3,0.9918032786885246
NESTED_PAIR,FULL_vs_OOS,RSS_INDEP,3,1.0,366,341,25,0.9316939890710383
NESTED_PAIR,FULL_vs_OOS,RSS_INDEP,3,2.0,366,352,14,0.9617486338797814
NESTED_PAIR,FULL_vs_OOS,RSS_INDEP,6,1.0,366,356,10,0.9726775956284153
NESTED_PAIR,FULL_vs_OOS,RSS_INDEP,6,2.0,366,349,17,0.953551912568306
NESTED_PAIR,FULL_vs_OOS,RSS_INDEP,12,1.0,366,364,2,0.994535519125683
NESTED_PAIR,FULL_vs_OOS,RSS_INDEP,12,2.0,366,360,6,0.9836065573770492
NESTED_PAIR,FULL_vs_OOS,RSS_INDEP,24,1.0,366,365,1,0.9972677595628415
NESTED_PAIR,FULL_vs_OOS,RSS_INDEP,24,2.0,366,363,3,0.9918032786885246
NESTED_PAIR,FULL_vs_OOS,PAIR_INDEP,3,1.0,366,331,35,0.9043715846994536
NESTED_PAIR,FULL_vs_OOS,PAIR_INDEP,3,2.0,366,329,37,0.8989071038251366
NESTED_PAIR,FULL_vs_OOS,PAIR_INDEP,6,1.0,366,351,15,0.9590163934426229
NESTED_PAIR,FULL_vs_OOS,PAIR_INDEP,6,2.0,366,345,21,0.9426229508196722
NESTED_PAIR,FULL_vs_OOS,PAIR_INDEP,12,1.0,366,365,1,0.9972677595628415
NESTED_PAIR,FULL_vs_OOS,PAIR_INDEP,12,2.0,366,362,4,0.9890710382513661
NESTED_PAIR,FULL_vs_OOS,PAIR_INDEP,24,1.0,366,366,0,1.0
NESTED_PAIR,FULL_vs_OOS,PAIR_INDEP,24,2.0,366,365,1,0.9972677595628415
NESTED_PAIR,IS_vs_OOS,POOLED,3,1.0,366,333,33,0.9098360655737705
NESTED_PAIR,IS_vs_OOS,POOLED,3,2.0,366,343,23,0.9371584699453552
NESTED_PAIR,IS_vs_OOS,POOLED,6,1.0,366,335,31,0.9153005464480874
NESTED_PAIR,IS_vs_OOS,POOLED,6,2.0,366,344,22,0.9398907103825137
NESTED_PAIR,IS_vs_OOS,POOLED,12,1.0,366,338,28,0.9234972677595629
NESTED_PAIR,IS_vs_OOS,POOLED,12,2.0,366,343,23,0.9371584699453552
NESTED_PAIR,IS_vs_OOS,POOLED,24,1.0,366,351,15,0.9590163934426229
NESTED_PAIR,IS_vs_OOS,POOLED,24,2.0,366,350,16,0.9562841530054644
NESTED_PAIR,IS_vs_OOS,RSS_INDEP,3,1.0,366,338,28,0.9234972677595629
NESTED_PAIR,IS_vs_OOS,RSS_INDEP,3,2.0,366,331,35,0.9043715846994536
NESTED_PAIR,IS_vs_OOS,RSS_INDEP,6,1.0,366,343,23,0.9371584699453552
NESTED_PAIR,IS_vs_OOS,RSS_INDEP,6,2.0,366,340,26,0.9289617486338798
NESTED_PAIR,IS_vs_OOS,RSS_INDEP,12,1.0,366,357,9,0.9754098360655737
NESTED_PAIR,IS_vs_OOS,RSS_INDEP,12,2.0,366,346,20,0.9453551912568307
NESTED_PAIR,IS_vs_OOS,RSS_INDEP,24,1.0,366,360,6,0.9836065573770492
NESTED_PAIR,IS_vs_OOS,RSS_INDEP,24,2.0,366,350,16,0.9562841530054644
NESTED_PAIR,IS_vs_OOS,PAIR_INDEP,3,1.0,366,297,69,0.8114754098360656
NESTED_PAIR,IS_vs_OOS,PAIR_INDEP,3,2.0,366,306,60,0.8360655737704918
NESTED_PAIR,IS_vs_OOS,PAIR_INDEP,6,1.0,366,319,47,0.8715846994535519
NESTED_PAIR,IS_vs_OOS,PAIR_INDEP,6,2.0,366,332,34,0.907103825136612
NESTED_PAIR,IS_vs_OOS,PAIR_INDEP,12,1.0,366,341,25,0.9316939890710383
NESTED_PAIR,IS_vs_OOS,PAIR_INDEP,12,2.0,366,343,23,0.9371584699453552
NESTED_PAIR,IS_vs_OOS,PAIR_INDEP,24,1.0,366,345,21,0.9426229508196722
NESTED_PAIR,IS_vs_OOS,PAIR_INDEP,24,2.0,366,352,14,0.9617486338797814
NESTED_PAIR,ALL3,POOLED,3,1.0,366,332,34,0.907103825136612
NESTED_PAIR,ALL3,POOLED,3,2.0,366,342,24,0.9344262295081968
NESTED_PAIR,ALL3,POOLED,6,1.0,366,334,32,0.912568306010929
NESTED_PAIR,ALL3,POOLED,6,2.0,366,343,23,0.9371584699453552
NESTED_PAIR,ALL3,POOLED,12,1.0,366,336,30,0.9180327868852459
NESTED_PAIR,ALL3,POOLED,12,2.0,366,342,24,0.9344262295081968
NESTED_PAIR,ALL3,POOLED,24,1.0,366,344,22,0.9398907103825137
NESTED_PAIR,ALL3,POOLED,24,2.0,366,347,19,0.9480874316939891
NESTED_PAIR,ALL3,RSS_INDEP,3,1.0,366,333,33,0.9098360655737705
NESTED_PAIR,ALL3,RSS_INDEP,3,2.0,366,329,37,0.8989071038251366
NESTED_PAIR,ALL3,RSS_INDEP,6,1.0,366,343,23,0.9371584699453552
NESTED_PAIR,ALL3,RSS_INDEP,6,2.0,366,338,28,0.9234972677595629
NESTED_PAIR,ALL3,RSS_INDEP,12,1.0,366,356,10,0.9726775956284153
NESTED_PAIR,ALL3,RSS_INDEP,12,2.0,366,343,23,0.9371584699453552
NESTED_PAIR,ALL3,RSS_INDEP,24,1.0,366,359,7,0.9808743169398907
NESTED_PAIR,ALL3,RSS_INDEP,24,2.0,366,347,19,0.9480874316939891
NESTED_PAIR,ALL3,PAIR_INDEP,3,1.0,366,297,69,0.8114754098360656
NESTED_PAIR,ALL3,PAIR_INDEP,3,2.0,366,306,60,0.8360655737704918
NESTED_PAIR,ALL3,PAIR_INDEP,6,1.0,366,319,47,0.8715846994535519
NESTED_PAIR,ALL3,PAIR_INDEP,6,2.0,366,332,34,0.907103825136612
NESTED_PAIR,ALL3,PAIR_INDEP,12,1.0,366,341,25,0.9316939890710383
NESTED_PAIR,ALL3,PAIR_INDEP,12,2.0,366,343,23,0.9371584699453552
NESTED_PAIR,ALL3,PAIR_INDEP,24,1.0,366,345,21,0.9426229508196722
NESTED_PAIR,ALL3,PAIR_INDEP,24,2.0,366,351,15,0.9590163934426229
NZ,FULL_vs_IS,POOLED,3,1.0,465,420,45,0.9032258064516129
NZ,FULL_vs_IS,POOLED,3,2.0,465,423,42,0.9096774193548387
NZ,FULL_vs_IS,POOLED,6,1.0,465,426,39,0.9161290322580645
NZ,FULL_vs_IS,POOLED,6,2.0,465,421,44,0.9053763440860215
NZ,FULL_vs_IS,POOLED,12,1.0,465,426,39,0.9161290322580645
NZ,FULL_vs_IS,POOLED,12,2.0,465,422,43,0.9075268817204301
NZ,FULL_vs_IS,POOLED,24,1.0,465,435,30,0.9354838709677419
NZ,FULL_vs_IS,POOLED,24,2.0,465,424,41,0.9118279569892473
NZ,FULL_vs_IS,RSS_INDEP,3,1.0,465,429,36,0.9225806451612903
NZ,FULL_vs_IS,RSS_INDEP,3,2.0,465,429,36,0.9225806451612903
NZ,FULL_vs_IS,RSS_INDEP,6,1.0,465,430,35,0.9247311827956989
NZ,FULL_vs_IS,RSS_INDEP,6,2.0,465,440,25,0.946236559139785
NZ,FULL_vs_IS,RSS_INDEP,12,1.0,465,433,32,0.9311827956989247
NZ,FULL_vs_IS,RSS_INDEP,12,2.0,465,433,32,0.9311827956989247
NZ,FULL_vs_IS,RSS_INDEP,24,1.0,465,437,28,0.9397849462365592
NZ,FULL_vs_IS,RSS_INDEP,24,2.0,465,438,27,0.9419354838709677
NZ,FULL_vs_IS,PAIR_INDEP,3,1.0,465,409,56,0.8795698924731182
NZ,FULL_vs_IS,PAIR_INDEP,3,2.0,465,432,33,0.9290322580645162
NZ,FULL_vs_IS,PAIR_INDEP,6,1.0,465,409,56,0.8795698924731182
NZ,FULL_vs_IS,PAIR_INDEP,6,2.0,465,442,23,0.9505376344086022
NZ,FULL_vs_IS,PAIR_INDEP,12,1.0,465,419,46,0.9010752688172043
NZ,FULL_vs_IS,PAIR_INDEP,12,2.0,465,432,33,0.9290322580645162
NZ,FULL_vs_IS,PAIR_INDEP,24,1.0,465,423,42,0.9096774193548387
NZ,FULL_vs_IS,PAIR_INDEP,24,2.0,465,439,26,0.9440860215053763
NZ,FULL_vs_OOS,POOLED,3,1.0,465,462,3,0.9935483870967742
NZ,FULL_vs_OOS,POOLED,3,2.0,465,463,2,0.9956989247311828
NZ,FULL_vs_OOS,POOLED,6,1.0,465,462,3,0.9935483870967742
NZ,FULL_vs_OOS,POOLED,6,2.0,465,459,6,0.9870967741935484
NZ,FULL_vs_OOS,POOLED,12,1.0,465,461,4,0.9913978494623656
NZ,FULL_vs_OOS,POOLED,12,2.0,465,459,6,0.9870967741935484
NZ,FULL_vs_OOS,POOLED,24,1.0,465,456,9,0.9806451612903225
NZ,FULL_vs_OOS,POOLED,24,2.0,465,452,13,0.9720430107526882
NZ,FULL_vs_OOS,RSS_INDEP,3,1.0,465,425,40,0.9139784946236559
NZ,FULL_vs_OOS,RSS_INDEP,3,2.0,465,439,26,0.9440860215053763
NZ,FULL_vs_OOS,RSS_INDEP,6,1.0,465,453,12,0.9741935483870968
NZ,FULL_vs_OOS,RSS_INDEP,6,2.0,465,445,20,0.956989247311828
NZ,FULL_vs_OOS,RSS_INDEP,12,1.0,465,461,4,0.9913978494623656
NZ,FULL_vs_OOS,RSS_INDEP,12,2.0,465,459,6,0.9870967741935484
NZ,FULL_vs_OOS,RSS_INDEP,24,1.0,465,461,4,0.9913978494623656
NZ,FULL_vs_OOS,RSS_INDEP,24,2.0,465,461,4,0.9913978494623656
NZ,FULL_vs_OOS,PAIR_INDEP,3,1.0,465,415,50,0.8924731182795699
NZ,FULL_vs_OOS,PAIR_INDEP,3,2.0,465,416,49,0.8946236559139785
NZ,FULL_vs_OOS,PAIR_INDEP,6,1.0,465,445,20,0.956989247311828
NZ,FULL_vs_OOS,PAIR_INDEP,6,2.0,465,440,25,0.946236559139785
NZ,FULL_vs_OOS,PAIR_INDEP,12,1.0,465,464,1,0.9978494623655914
NZ,FULL_vs_OOS,PAIR_INDEP,12,2.0,465,460,5,0.989247311827957
NZ,FULL_vs_OOS,PAIR_INDEP,24,1.0,465,464,1,0.9978494623655914
NZ,FULL_vs_OOS,PAIR_INDEP,24,2.0,465,461,4,0.9913978494623656
NZ,IS_vs_OOS,POOLED,3,1.0,465,423,42,0.9096774193548387
NZ,IS_vs_OOS,POOLED,3,2.0,465,425,40,0.9139784946236559
NZ,IS_vs_OOS,POOLED,6,1.0,465,425,40,0.9139784946236559
NZ,IS_vs_OOS,POOLED,6,2.0,465,427,38,0.9182795698924732
NZ,IS_vs_OOS,POOLED,12,1.0,465,430,35,0.9247311827956989
NZ,IS_vs_OOS,POOLED,12,2.0,465,428,37,0.9204301075268817
NZ,IS_vs_OOS,POOLED,24,1.0,465,444,21,0.9548387096774194
NZ,IS_vs_OOS,POOLED,24,2.0,465,437,28,0.9397849462365592
NZ,IS_vs_OOS,RSS_INDEP,3,1.0,465,425,40,0.9139784946236559
NZ,IS_vs_OOS,RSS_INDEP,3,2.0,465,423,42,0.9096774193548387
NZ,IS_vs_OOS,RSS_INDEP,6,1.0,465,422,43,0.9075268817204301
NZ,IS_vs_OOS,RSS_INDEP,6,2.0,465,430,35,0.9247311827956989
NZ,IS_vs_OOS,RSS_INDEP,12,1.0,465,435,30,0.9354838709677419
NZ,IS_vs_OOS,RSS_INDEP,12,2.0,465,433,32,0.9311827956989247
NZ,IS_vs_OOS,RSS_INDEP,24,1.0,465,439,26,0.9440860215053763
NZ,IS_vs_OOS,RSS_INDEP,24,2.0,465,442,23,0.9505376344086022
NZ,IS_vs_OOS,PAIR_INDEP,3,1.0,465,385,80,0.8279569892473119
NZ,IS_vs_OOS,PAIR_INDEP,3,2.0,465,399,66,0.8580645161290322
NZ,IS_vs_OOS,PAIR_INDEP,6,1.0,465,399,66,0.8580645161290322
NZ,IS_vs_OOS,PAIR_INDEP,6,2.0,465,425,40,0.9139784946236559
NZ,IS_vs_OOS,PAIR_INDEP,12,1.0,465,418,47,0.8989247311827957
NZ,IS_vs_OOS,PAIR_INDEP,12,2.0,465,429,36,0.9225806451612903
NZ,IS_vs_OOS,PAIR_INDEP,24,1.0,465,422,43,0.9075268817204301
NZ,IS_vs_OOS,PAIR_INDEP,24,2.0,465,443,22,0.9526881720430107
NZ,ALL3,POOLED,3,1.0,465,420,45,0.9032258064516129
NZ,ALL3,POOLED,3,2.0,465,423,42,0.9096774193548387
NZ,ALL3,POOLED,6,1.0,465,424,41,0.9118279569892473
NZ,ALL3,POOLED,6,2.0,465,421,44,0.9053763440860215
NZ,ALL3,POOLED,12,1.0,465,426,39,0.9161290322580645
NZ,ALL3,POOLED,12,2.0,465,422,43,0.9075268817204301
NZ,ALL3,POOLED,24,1.0,465,435,30,0.9354838709677419
NZ,ALL3,POOLED,24,2.0,465,424,41,0.9118279569892473
NZ,ALL3,RSS_INDEP,3,1.0,465,407,58,0.875268817204301
NZ,ALL3,RSS_INDEP,3,2.0,465,413,52,0.8881720430107527
NZ,ALL3,RSS_INDEP,6,1.0,465,420,45,0.9032258064516129
NZ,ALL3,RSS_INDEP,6,2.0,465,425,40,0.9139784946236559
NZ,ALL3,RSS_INDEP,12,1.0,465,432,33,0.9290322580645162
NZ,ALL3,RSS_INDEP,12,2.0,465,430,35,0.9247311827956989
NZ,ALL3,RSS_INDEP,24,1.0,465,436,29,0.9376344086021505
NZ,ALL3,RSS_INDEP,24,2.0,465,438,27,0.9419354838709677
NZ,ALL3,PAIR_INDEP,3,1.0,465,372,93,0.8
NZ,ALL3,PAIR_INDEP,3,2.0,465,391,74,0.8408602150537634
NZ,ALL3,PAIR_INDEP,6,1.0,465,394,71,0.8473118279569892
NZ,ALL3,PAIR_INDEP,6,2.0,465,421,44,0.9053763440860215
NZ,ALL3,PAIR_INDEP,12,1.0,465,418,47,0.8989247311827957
NZ,ALL3,PAIR_INDEP,12,2.0,465,428,37,0.9204301075268817
NZ,ALL3,PAIR_INDEP,24,1.0,465,422,43,0.9075268817204301
NZ,ALL3,PAIR_INDEP,24,2.0,465,439,26,0.9440860215053763
