panel,book,cost,instr,regime,on_days,off_days,d_on,d_off
small,V1u,25.0,g200-dg,hivol80,690,3244,1.4935374215457724,-0.05647188676032856
small,V1u,25.0,band3-dg,spy200,603,3331,-1.504075281180474,-0.00278515419047132
small,V1u,25.0,band3-dg,breadth20,484,3450,-2.7459110190759466,0.11964817103549935
small,V1u,25.0,band3-dg,hivol80,690,3244,-1.9816921108284666,0.13906683517612717
small,V1u,25.0,abs12-dg,spy200,603,3331,0.7903933306704994,0.046201887515072496
small,V1u,25.0,abs12-dg,breadth20,484,3450,1.5823568898070466,-0.039233353321621194
small,V1u,25.0,abs12-dg,hivol80,690,3244,-0.24089617701646945,0.24559926875720753
small,V1u,25.0,vol60-dg,spy200,603,3331,-1.5932721533504433,0.12505478590125732
small,V1u,25.0,vol60-dg,breadth20,484,3450,-1.9850064224593333,0.12074130198176466
small,V1u,25.0,vol60-dg,hivol80,690,3244,-0.5033258975141948,-0.06069381854144103
small,V1u,25.0,stop15,spy200,603,3331,-0.8587007952654994,-0.23832949188285027
small,V1u,25.0,stop15,breadth20,484,3450,0.6948512353399716,-0.4776753956264977
small,V1u,25.0,stop15,hivol80,690,3244,-0.6118276944299212,-0.27420191364063645
small,V1u,25.0,stop25,spy200,603,3331,-2.272386221532427,-0.0014041046618065468
small,V1u,25.0,stop25,breadth20,484,3450,-1.883667841111972,-0.13426977655488015
small,V1u,25.0,stop25,hivol80,690,3244,-1.9858679588174686,-0.0014417609828845893
small,V1u,25.0,ddctl8,spy200,603,3331,10.64830558158313,-3.072793995006783
small,V1u,25.0,ddctl8,breadth20,484,3450,14.943814148772155,-3.2021317622257066
small,V1u,25.0,ddctl8,hivol80,690,3244,2.0028049926790077,-1.601875455185413
small,V1u,25.0,gross50,spy200,603,3331,12.12974818895494,-3.9004335995706025
small,V1u,25.0,gross50,breadth20,484,3450,15.328918570665811,-3.7963196378064064
small,V1u,25.0,gross50,hivol80,690,3244,3.10579501432811,-2.4109447355475484
small,TOP20,10.0,g200-dg,spy200,603,3331,-2.8206433977799468,0.0003862318636576409
small,TOP20,10.0,g200-dg,breadth20,484,3450,-3.335951787474458,-0.024626308807486025
small,TOP20,10.0,g200-dg,hivol80,690,3244,-2.2690646863796418,-0.04127829744806137
small,TOP20,10.0,band3-dg,spy200,603,3331,-2.0568581082934383,0.0
small,TOP20,10.0,band3-dg,breadth20,484,3450,-2.3843763131761833,-0.024999218470629105
small,TOP20,10.0,band3-dg,hivol80,690,3244,-1.6015827594805632,-0.041674887564535974
small,TOP20,10.0,abs12-dg,spy200,603,3331,-1.000604004169853,-0.19104170382668637
small,TOP20,10.0,abs12-dg,breadth20,484,3450,-1.2928412208673141,-0.17796782001777783
small,TOP20,10.0,abs12-dg,hivol80,690,3244,-0.8854240566854875,-0.19382907855984194
small,TOP20,10.0,vol60-dg,spy200,603,3331,-2.5333383344898848,-12.499032221420885
small,TOP20,10.0,vol60-dg,breadth20,484,3450,-13.590062324020943,-10.60414179142731
small,TOP20,10.0,vol60-dg,hivol80,690,3244,-24.26779782935269,-8.143372023118681
small,TOP20,10.0,stop15,spy200,603,3331,-5.814072335371417,-1.8019270125538482
small,TOP20,10.0,stop15,breadth20,484,3450,-4.304898600643868,-2.152038717198319
small,TOP20,10.0,stop15,hivol80,690,3244,-5.626803830840723,-1.7341584012841353
small,TOP20,10.0,stop25,spy200,603,3331,-0.9511011638199877,-1.1917294131049674
small,TOP20,10.0,stop25,breadth20,484,3450,-0.40481479656510444,-1.2600679174778517
small,TOP20,10.0,stop25,hivol80,690,3244,-1.5209150837765104,-1.0769831285543487
small,TOP20,10.0,ddctl8,spy200,603,3331,6.906256615763253,-8.800710329274189
small,TOP20,10.0,ddctl8,breadth20,484,3450,5.277103815415162,-8.030380178019714
small,TOP20,10.0,ddctl8,hivol80,690,3244,-11.607930472985647,-5.283976985557022
small,TOP20,10.0,gross50,spy200,603,3331,8.592265723129733,-10.926694736269276
small,TOP20,10.0,gross50,breadth20,484,3450,4.658413460041033,-9.701552478297272
small,TOP20,10.0,gross50,hivol80,690,3244,-14.833140459433155,-6.467576146256734
small,TOP20,25.0,g200-dg,spy200,603,3331,-2.836247205391234,0.0004977505561592401
small,TOP20,25.0,g200-dg,breadth20,484,3450,-3.353227527320099,-0.02482229986244044
small,TOP20,25.0,g200-dg,hivol80,690,3244,-2.283237089401803,-0.04104977375496418
small,TOP20,25.0,band3-dg,spy200,603,3331,-2.0521928122107806,0.0
small,TOP20,25.0,band3-dg,breadth20,484,3450,-2.3763994300312294,-0.02530288163130027
small,TOP20,25.0,band3-dg,hivol80,690,3244,-1.5980417284049722,-0.04156087335501549
small,TOP20,25.0,abs12-dg,spy200,603,3331,-0.9653043311129114,-0.19195739820764116
small,TOP20,25.0,abs12-dg,breadth20,484,3450,-1.2721889214105597,-0.17557946873276156
small,TOP20,25.0,abs12-dg,hivol80,690,3244,-0.8607899655052853,-0.19344745033664965
small,TOP20,25.0,vol60-dg,spy200,603,3331,-1.9488026672492436,-12.200465414743453
small,TOP20,25.0,vol60-dg,breadth20,484,3450,-12.905158638179254,-10.309791746082022
small,TOP20,25.0,vol60-dg,hivol80,690,3244,-23.569160588573666,-7.876743988515999
small,TOP20,25.0,stop15,spy200,603,3331,-6.850815193329394,-2.483095310040064
small,TOP20,25.0,stop15,breadth20,484,3450,-5.49609167007447,-2.823803962610155
small,TOP20,25.0,stop15,hivol80,690,3244,-6.643850489307361,-2.409980025184648
small,TOP20,25.0,stop25,spy200,603,3331,-1.291679858846323,-1.378606526690526
small,TOP20,25.0,stop25,breadth20,484,3450,-0.84126526583648,-1.4387967845291652
small,TOP20,25.0,stop25,hivol80,690,3244,-1.8353473710892088,-1.2652995096297537
small,TOP20,25.0,ddctl8,spy200,603,3331,9.753208099581034,-7.192590480669095
small,TOP20,25.0,ddctl8,breadth20,484,3450,4.793808071055682,-5.912329714044156
small,TOP20,25.0,ddctl8,hivol80,690,3244,-12.709530311798936,-2.8692227163748827
small,TOP20,25.0,gross50,spy200,603,3331,9.879590062066294,-9.725594432240706
small,TOP20,25.0,gross50,breadth20,484,3450,5.967641730793578,-8.500550969296206
small,TOP20,25.0,gross50,hivol80,690,3244,-13.512887617877078,-5.275792167087743
small,EWall,10.0,g200-dg,spy200,603,3331,7.8514175305368,-10.025844569075556
small,EWall,10.0,g200-dg,breadth20,484,3450,22.779834375428642,-11.503514007647667
small,EWall,10.0,g200-dg,hivol80,690,3244,-15.446295216958994,-5.549858134702616
small,EWall,10.0,band3-dg,spy200,603,3331,7.944744968871026,-9.76038787834046
small,EWall,10.0,band3-dg,breadth20,484,3450,22.69186271112222,-11.21856010397275
small,EWall,10.0,band3-dg,hivol80,690,3244,-15.411250660686576,-5.26738836333203
small,EWall,10.0,abs12-dg,spy200,603,3331,7.335535295643983,-9.42671488685268
small,EWall,10.0,abs12-dg,breadth20,484,3450,21.8020425230425,-10.878042923474064
small,EWall,10.0,abs12-dg,hivol80,690,3244,-15.901217650748912,-4.933791407464922
small,EWall,10.0,vol60-dg,spy200,603,3331,-2.2322694478139558,-7.194270675022504
small,EWall,10.0,vol60-dg,breadth20,484,3450,2.6763863240859402,-7.711752196054891
small,EWall,10.0,vol60-dg,hivol80,690,3244,-16.363611051458022,-4.321603720723103
small,EWall,10.0,stop15,spy200,603,3331,-4.324683225848265,-2.4806864396864396
small,EWall,10.0,stop15,breadth20,484,3450,-2.3285786325191764,-2.8243241906210876
small,EWall,10.0,stop15,hivol80,690,3244,-4.573243449847112,-2.378363913498004
small,EWall,10.0,stop25,spy200,603,3331,-2.6965631523631273,-1.2673881465486734
small,EWall,10.0,stop25,breadth20,484,3450,-1.454438770943307,-1.4909417773600102
small,EWall,10.0,stop25,hivol80,690,3244,-2.7491452389079365,-1.2178752411165599
small,EWall,10.0,ddctl8,spy200,603,3331,7.596660092851408,-5.253318308097244
small,EWall,10.0,ddctl8,breadth20,484,3450,16.31162725451195,-6.032708649120669
small,EWall,10.0,ddctl8,hivol80,690,3244,-7.38263628902195,-2.4118366858376623
small,EWall,10.0,gross50,spy200,603,3331,10.167379271919433,-8.350323168849485
small,EWall,10.0,gross50,breadth20,484,3450,18.68961355445248,-8.907179633282672
small,EWall,10.0,gross50,hivol80,690,3244,-9.46201307089015,-4.671765645979042
small,EWall,25.0,g200-dg,spy200,603,3331,7.661869402372417,-10.340675128944559
small,EWall,25.0,g200-dg,breadth20,484,3450,22.619359871719137,-11.818101966027776
small,EWall,25.0,g200-dg,hivol80,690,3244,-15.66328223359622,-5.862212350093208
small,EWall,25.0,band3-dg,spy200,603,3331,7.860042004677224,-9.93276784725341
small,EWall,25.0,band3-dg,breadth20,484,3450,22.625961128569656,-11.39055349466912
small,EWall,25.0,band3-dg,hivol80,690,3244,-15.518475341217194,-5.437329341843674
small,EWall,25.0,abs12-dg,spy200,603,3331,7.215510827911112,-9.637584479622452
small,EWall,25.0,abs12-dg,breadth20,484,3450,21.69749330458864,-11.087950038206635
small,EWall,25.0,abs12-dg,hivol80,690,3244,-16.02018525542913,-5.147322147393924
small,EWall,25.0,vol60-dg,spy200,603,3331,-2.6428821142958028,-7.500594594384491
small,EWall,25.0,vol60-dg,breadth20,484,3450,2.296526636103811,-8.025987652373727
small,EWall,25.0,vol60-dg,hivol80,690,3244,-16.742521863624365,-4.6318737431918295
small,EWall,25.0,stop15,spy200,603,3331,-6.26418694527026,-3.4595173328991957
small,EWall,25.0,stop15,breadth20,484,3450,-4.451233403901028,-3.810597100404954
small,EWall,25.0,stop15,hivol80,690,3244,-6.282570413392068,-3.3803894508768995
small,EWall,25.0,stop25,spy200,603,3331,-3.6427595226951452,-1.6547247261019902
small,EWall,25.0,stop25,breadth20,484,3450,-2.5209071076329344,-1.8806820332569745
small,EWall,25.0,stop25,hivol80,690,3244,-3.5653734759825593,-1.6178681739836425
small,EWall,25.0,ddctl8,spy200,603,3331,7.636117334392065,-4.802594911201635
small,EWall,25.0,ddctl8,breadth20,484,3450,16.43403190771574,-5.607807634756131
small,EWall,25.0,ddctl8,hivol80,690,3244,-7.2771800366906545,-1.964121661916671
small,EWall,25.0,gross50,spy200,603,3331,10.314913806775968,-8.228765031274573
small,EWall,25.0,gross50,breadth20,484,3450,18.840663781529475,-8.785218714188394
small,EWall,25.0,gross50,hivol80,690,3244,-9.315147653153726,-4.550761841249576
