window,W,panel,anchor,ladder,chooser,keying,rung,L,f,clamped,obs_rung,P_pick,RESOLVED
W252,252,SMALL,A,H,CH_ISCAGR,FRAC,f0.6,151,0.5992063492063492,False,252,0.759,False
W252,252,SMALL,A,H,CH_ISCAGR,FRAC,f1,252,1.0,False,252,1.0,True
W252,252,SMALL,A,H,CH_ISDD,ABS,1,1,0.003968253968253968,False,252,0.917,True
W252,252,SMALL,A,H,CH_ISDD,ABS,2,2,0.007936507936507936,False,252,0.892,False
W252,252,SMALL,A,H,CH_ISDD,ABS,5,5,0.01984126984126984,False,252,0.868,False
W252,252,SMALL,A,H,CH_ISDD,ABS,10,10,0.03968253968253968,False,252,0.815,False
W252,252,SMALL,A,H,CH_ISDD,ABS,21,21,0.08333333333333333,False,252,0.779,False
W252,252,SMALL,A,H,CH_ISDD,ABS,42,42,0.16666666666666666,False,252,0.825,False
W252,252,SMALL,A,H,CH_ISDD,ABS,63,63,0.25,False,252,0.802,False
W252,252,SMALL,A,H,CH_ISDD,ABS,126,126,0.5,False,252,0.826,False
W252,252,SMALL,A,H,CH_ISDD,ABS,252,252,1.0,False,252,1.0,True
W252,252,SMALL,A,H,CH_ISDD,ABS,504,252,1.0,True,252,1.0,True
W252,252,SMALL,A,H,CH_ISDD,ABS,1008,252,1.0,True,252,1.0,True
W252,252,SMALL,A,H,CH_ISDD,ABS,T,252,1.0,False,252,1.0,True
W252,252,SMALL,A,H,CH_ISDD,FRAC,f0.0006,1,0.003968253968253968,False,252,0.917,True
W252,252,SMALL,A,H,CH_ISDD,FRAC,f0.002,1,0.003968253968253968,False,252,0.917,True
W252,252,SMALL,A,H,CH_ISDD,FRAC,f0.005,1,0.003968253968253968,False,252,0.917,True
W252,252,SMALL,A,H,CH_ISDD,FRAC,f0.01,3,0.011904761904761904,False,252,0.902,True
W252,252,SMALL,A,H,CH_ISDD,FRAC,f0.02,5,0.01984126984126984,False,252,0.868,False
W252,252,SMALL,A,H,CH_ISDD,FRAC,f0.04,10,0.03968253968253968,False,252,0.815,False
W252,252,SMALL,A,H,CH_ISDD,FRAC,f0.08,20,0.07936507936507936,False,252,0.773,False
W252,252,SMALL,A,H,CH_ISDD,FRAC,f0.15,38,0.15079365079365079,False,252,0.8,False
W252,252,SMALL,A,H,CH_ISDD,FRAC,f0.3,76,0.30158730158730157,False,252,0.762,False
W252,252,SMALL,A,H,CH_ISDD,FRAC,f0.6,151,0.5992063492063492,False,252,0.743,False
W252,252,SMALL,A,H,CH_ISDD,FRAC,f1,252,1.0,False,252,1.0,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,1,1,0.003968253968253968,False,0.3,0.961,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,2,2,0.007936507936507936,False,0.3,0.957,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,5,5,0.01984126984126984,False,0.3,0.915,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,10,10,0.03968253968253968,False,0.3,0.897,False
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,21,21,0.08333333333333333,False,0.3,0.87,False
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,42,42,0.16666666666666666,False,0.3,0.793,False
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,63,63,0.25,False,0.3,0.695,False
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,126,126,0.5,False,0.3,0.656,False
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,252,252,1.0,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,504,252,1.0,True,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,1008,252,1.0,True,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,ABS,T,252,1.0,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f0.0006,1,0.003968253968253968,False,0.3,0.961,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f0.002,1,0.003968253968253968,False,0.3,0.961,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f0.005,1,0.003968253968253968,False,0.3,0.961,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f0.01,3,0.011904761904761904,False,0.3,0.945,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f0.02,5,0.01984126984126984,False,0.3,0.915,True
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f0.04,10,0.03968253968253968,False,0.3,0.897,False
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f0.08,20,0.07936507936507936,False,0.3,0.882,False
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f0.15,38,0.15079365079365079,False,0.3,0.793,False
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f0.3,76,0.30158730158730157,False,0.3,0.658,False
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f0.6,151,0.5992063492063492,False,0.3,0.51,False
W252,252,SMALL,A,GROSS,CH_ISSHARPE,FRAC,f1,252,1.0,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,1,1,0.003968253968253968,False,0.3,0.545,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,2,2,0.007936507936507936,False,0.3,0.494,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,5,5,0.01984126984126984,False,0.3,0.43,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,10,10,0.03968253968253968,False,0.3,0.309,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,21,21,0.08333333333333333,False,0.3,0.244,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,42,42,0.16666666666666666,False,0.3,0.077,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,63,63,0.25,False,0.3,0.041,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,126,126,0.5,False,0.3,0.002,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,252,252,1.0,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,504,252,1.0,True,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,1008,252,1.0,True,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISCAGR,ABS,T,252,1.0,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f0.0006,1,0.003968253968253968,False,0.3,0.545,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f0.002,1,0.003968253968253968,False,0.3,0.545,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f0.005,1,0.003968253968253968,False,0.3,0.545,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f0.01,3,0.011904761904761904,False,0.3,0.487,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f0.02,5,0.01984126984126984,False,0.3,0.43,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f0.04,10,0.03968253968253968,False,0.3,0.309,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f0.08,20,0.07936507936507936,False,0.3,0.224,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f0.15,38,0.15079365079365079,False,0.3,0.111,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f0.3,76,0.30158730158730157,False,0.3,0.057,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f0.6,151,0.5992063492063492,False,0.3,0.007,False
W252,252,SMALL,A,GROSS,CH_ISCAGR,FRAC,f1,252,1.0,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,1,1,0.003968253968253968,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,2,2,0.007936507936507936,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,5,5,0.01984126984126984,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,10,10,0.03968253968253968,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,21,21,0.08333333333333333,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,42,42,0.16666666666666666,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,63,63,0.25,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,126,126,0.5,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,252,252,1.0,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,504,252,1.0,True,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,1008,252,1.0,True,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,ABS,T,252,1.0,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f0.0006,1,0.003968253968253968,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f0.002,1,0.003968253968253968,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f0.005,1,0.003968253968253968,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f0.01,3,0.011904761904761904,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f0.02,5,0.01984126984126984,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f0.04,10,0.03968253968253968,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f0.08,20,0.07936507936507936,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f0.15,38,0.15079365079365079,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f0.3,76,0.30158730158730157,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f0.6,151,0.5992063492063492,False,0.3,1.0,True
W252,252,SMALL,A,GROSS,CH_ISDD,FRAC,f1,252,1.0,False,0.3,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,1,1,0.003968253968253968,False,D,0.478,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,2,2,0.007936507936507936,False,D,0.474,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,5,5,0.01984126984126984,False,D,0.494,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,10,10,0.03968253968253968,False,D,0.497,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,21,21,0.08333333333333333,False,D,0.469,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,42,42,0.16666666666666666,False,D,0.438,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,63,63,0.25,False,D,0.432,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,126,126,0.5,False,D,0.164,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,252,252,1.0,False,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,504,252,1.0,True,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,1008,252,1.0,True,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,ABS,T,252,1.0,False,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f0.0006,1,0.003968253968253968,False,D,0.478,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f0.002,1,0.003968253968253968,False,D,0.478,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f0.005,1,0.003968253968253968,False,D,0.478,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f0.01,3,0.011904761904761904,False,D,0.49,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f0.02,5,0.01984126984126984,False,D,0.494,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f0.04,10,0.03968253968253968,False,D,0.497,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f0.08,20,0.07936507936507936,False,D,0.513,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f0.15,38,0.15079365079365079,False,D,0.443,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f0.3,76,0.30158730158730157,False,D,0.349,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f0.6,151,0.5992063492063492,False,D,0.262,False
W252,252,SMALL,A,CADENCE,CH_ISSHARPE,FRAC,f1,252,1.0,False,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,1,1,0.003968253968253968,False,D,0.469,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,2,2,0.007936507936507936,False,D,0.486,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,5,5,0.01984126984126984,False,D,0.475,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,10,10,0.03968253968253968,False,D,0.499,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,21,21,0.08333333333333333,False,D,0.536,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,42,42,0.16666666666666666,False,D,0.461,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,63,63,0.25,False,D,0.438,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,126,126,0.5,False,D,0.137,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,252,252,1.0,False,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,504,252,1.0,True,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,1008,252,1.0,True,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISCAGR,ABS,T,252,1.0,False,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f0.0006,1,0.003968253968253968,False,D,0.469,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f0.002,1,0.003968253968253968,False,D,0.469,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f0.005,1,0.003968253968253968,False,D,0.469,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f0.01,3,0.011904761904761904,False,D,0.472,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f0.02,5,0.01984126984126984,False,D,0.475,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f0.04,10,0.03968253968253968,False,D,0.499,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f0.08,20,0.07936507936507936,False,D,0.512,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f0.15,38,0.15079365079365079,False,D,0.494,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f0.3,76,0.30158730158730157,False,D,0.355,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f0.6,151,0.5992063492063492,False,D,0.279,False
W252,252,SMALL,A,CADENCE,CH_ISCAGR,FRAC,f1,252,1.0,False,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,1,1,0.003968253968253968,False,D,0.41,False
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,2,2,0.007936507936507936,False,D,0.424,False
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,5,5,0.01984126984126984,False,D,0.422,False
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,10,10,0.03968253968253968,False,D,0.381,False
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,21,21,0.08333333333333333,False,D,0.386,False
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,42,42,0.16666666666666666,False,D,0.276,False
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,63,63,0.25,False,D,0.168,False
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,126,126,0.5,False,D,0.099,False
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,252,252,1.0,False,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,504,252,1.0,True,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,1008,252,1.0,True,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISDD,ABS,T,252,1.0,False,D,1.0,True
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f0.0006,1,0.003968253968253968,False,D,0.41,False
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f0.002,1,0.003968253968253968,False,D,0.41,False
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f0.005,1,0.003968253968253968,False,D,0.41,False
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f0.01,3,0.011904761904761904,False,D,0.422,False
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f0.02,5,0.01984126984126984,False,D,0.422,False
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f0.04,10,0.03968253968253968,False,D,0.381,False
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f0.08,20,0.07936507936507936,False,D,0.319,False
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f0.15,38,0.15079365079365079,False,D,0.305,False
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f0.3,76,0.30158730158730157,False,D,0.169,False
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f0.6,151,0.5992063492063492,False,D,0.088,False
W252,252,SMALL,A,CADENCE,CH_ISDD,FRAC,f1,252,1.0,False,D,1.0,True
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,1,1,0.003968253968253968,False,40,0.447,False
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,2,2,0.007936507936507936,False,40,0.484,False
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,5,5,0.01984126984126984,False,40,0.503,False
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,10,10,0.03968253968253968,False,40,0.57,False
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,21,21,0.08333333333333333,False,40,0.572,False
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,42,42,0.16666666666666666,False,40,0.645,False
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,63,63,0.25,False,40,0.522,False
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,126,126,0.5,False,40,0.407,False
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,252,252,1.0,False,40,1.0,True
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,504,252,1.0,True,40,1.0,True
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,1008,252,1.0,True,40,1.0,True
W252,252,SMALL,B,N,CH_ISSHARPE,ABS,T,252,1.0,False,40,1.0,True
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f0.0006,1,0.003968253968253968,False,40,0.447,False
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f0.002,1,0.003968253968253968,False,40,0.447,False
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f0.005,1,0.003968253968253968,False,40,0.447,False
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f0.01,3,0.011904761904761904,False,40,0.498,False
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f0.02,5,0.01984126984126984,False,40,0.503,False
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f0.04,10,0.03968253968253968,False,40,0.57,False
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f0.08,20,0.07936507936507936,False,40,0.605,False
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f0.15,38,0.15079365079365079,False,40,0.595,False
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f0.3,76,0.30158730158730157,False,40,0.489,False
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f0.6,151,0.5992063492063492,False,40,0.372,False
W252,252,SMALL,B,N,CH_ISSHARPE,FRAC,f1,252,1.0,False,40,1.0,True
W252,252,SMALL,B,N,CH_ISCAGR,ABS,1,1,0.003968253968253968,False,40,0.373,False
W252,252,SMALL,B,N,CH_ISCAGR,ABS,2,2,0.007936507936507936,False,40,0.323,False
W252,252,SMALL,B,N,CH_ISCAGR,ABS,5,5,0.01984126984126984,False,40,0.353,False
W252,252,SMALL,B,N,CH_ISCAGR,ABS,10,10,0.03968253968253968,False,40,0.325,False
W252,252,SMALL,B,N,CH_ISCAGR,ABS,21,21,0.08333333333333333,False,40,0.29,False
W252,252,SMALL,B,N,CH_ISCAGR,ABS,42,42,0.16666666666666666,False,40,0.236,False
W252,252,SMALL,B,N,CH_ISCAGR,ABS,63,63,0.25,False,40,0.142,False
W252,252,SMALL,B,N,CH_ISCAGR,ABS,126,126,0.5,False,40,0.037,False
W252,252,SMALL,B,N,CH_ISCAGR,ABS,252,252,1.0,False,40,1.0,True
W252,252,SMALL,B,N,CH_ISCAGR,ABS,504,252,1.0,True,40,1.0,True
W252,252,SMALL,B,N,CH_ISCAGR,ABS,1008,252,1.0,True,40,1.0,True
W252,252,SMALL,B,N,CH_ISCAGR,ABS,T,252,1.0,False,40,1.0,True
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f0.0006,1,0.003968253968253968,False,40,0.373,False
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f0.002,1,0.003968253968253968,False,40,0.373,False
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f0.005,1,0.003968253968253968,False,40,0.373,False
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f0.01,3,0.011904761904761904,False,40,0.332,False
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f0.02,5,0.01984126984126984,False,40,0.353,False
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f0.04,10,0.03968253968253968,False,40,0.325,False
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f0.08,20,0.07936507936507936,False,40,0.323,False
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f0.15,38,0.15079365079365079,False,40,0.244,False
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f0.3,76,0.30158730158730157,False,40,0.183,False
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f0.6,151,0.5992063492063492,False,40,0.018,False
W252,252,SMALL,B,N,CH_ISCAGR,FRAC,f1,252,1.0,False,40,1.0,True
W252,252,SMALL,B,N,CH_ISDD,ABS,1,1,0.003968253968253968,False,40,0.735,False
W252,252,SMALL,B,N,CH_ISDD,ABS,2,2,0.007936507936507936,False,40,0.722,False
W252,252,SMALL,B,N,CH_ISDD,ABS,5,5,0.01984126984126984,False,40,0.691,False
W252,252,SMALL,B,N,CH_ISDD,ABS,10,10,0.03968253968253968,False,40,0.79,False
W252,252,SMALL,B,N,CH_ISDD,ABS,21,21,0.08333333333333333,False,40,0.827,False
W252,252,SMALL,B,N,CH_ISDD,ABS,42,42,0.16666666666666666,False,40,0.867,False
W252,252,SMALL,B,N,CH_ISDD,ABS,63,63,0.25,False,40,0.871,False
W252,252,SMALL,B,N,CH_ISDD,ABS,126,126,0.5,False,40,0.953,True
W252,252,SMALL,B,N,CH_ISDD,ABS,252,252,1.0,False,40,1.0,True
W252,252,SMALL,B,N,CH_ISDD,ABS,504,252,1.0,True,40,1.0,True
W252,252,SMALL,B,N,CH_ISDD,ABS,1008,252,1.0,True,40,1.0,True
W252,252,SMALL,B,N,CH_ISDD,ABS,T,252,1.0,False,40,1.0,True
W252,252,SMALL,B,N,CH_ISDD,FRAC,f0.0006,1,0.003968253968253968,False,40,0.735,False
W252,252,SMALL,B,N,CH_ISDD,FRAC,f0.002,1,0.003968253968253968,False,40,0.735,False
W252,252,SMALL,B,N,CH_ISDD,FRAC,f0.005,1,0.003968253968253968,False,40,0.735,False
W252,252,SMALL,B,N,CH_ISDD,FRAC,f0.01,3,0.011904761904761904,False,40,0.679,False
W252,252,SMALL,B,N,CH_ISDD,FRAC,f0.02,5,0.01984126984126984,False,40,0.691,False
W252,252,SMALL,B,N,CH_ISDD,FRAC,f0.04,10,0.03968253968253968,False,40,0.79,False
W252,252,SMALL,B,N,CH_ISDD,FRAC,f0.08,20,0.07936507936507936,False,40,0.806,False
W252,252,SMALL,B,N,CH_ISDD,FRAC,f0.15,38,0.15079365079365079,False,40,0.852,False
W252,252,SMALL,B,N,CH_ISDD,FRAC,f0.3,76,0.30158730158730157,False,40,0.875,False
W252,252,SMALL,B,N,CH_ISDD,FRAC,f0.6,151,0.5992063492063492,False,40,0.964,True
W252,252,SMALL,B,N,CH_ISDD,FRAC,f1,252,1.0,False,40,1.0,True
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,1,1,0.003968253968253968,False,126,0.613,False
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,2,2,0.007936507936507936,False,126,0.612,False
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,5,5,0.01984126984126984,False,126,0.631,False
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,10,10,0.03968253968253968,False,126,0.621,False
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,21,21,0.08333333333333333,False,126,0.666,False
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,42,42,0.16666666666666666,False,126,0.797,False
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,63,63,0.25,False,126,0.849,False
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,126,126,0.5,False,126,0.911,True
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,252,252,1.0,False,126,1.0,True
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,504,252,1.0,True,126,1.0,True
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,1008,252,1.0,True,126,1.0,True
W252,252,SMALL,B,H,CH_ISSHARPE,ABS,T,252,1.0,False,126,1.0,True
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f0.0006,1,0.003968253968253968,False,126,0.613,False
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f0.002,1,0.003968253968253968,False,126,0.613,False
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f0.005,1,0.003968253968253968,False,126,0.613,False
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f0.01,3,0.011904761904761904,False,126,0.6,False
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f0.02,5,0.01984126984126984,False,126,0.631,False
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f0.04,10,0.03968253968253968,False,126,0.621,False
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f0.08,20,0.07936507936507936,False,126,0.658,False
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f0.15,38,0.15079365079365079,False,126,0.799,False
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f0.3,76,0.30158730158730157,False,126,0.856,False
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f0.6,151,0.5992063492063492,False,126,0.902,True
W252,252,SMALL,B,H,CH_ISSHARPE,FRAC,f1,252,1.0,False,126,1.0,True
W252,252,SMALL,B,H,CH_ISCAGR,ABS,1,1,0.003968253968253968,False,126,0.551,False
W252,252,SMALL,B,H,CH_ISCAGR,ABS,2,2,0.007936507936507936,False,126,0.572,False
W252,252,SMALL,B,H,CH_ISCAGR,ABS,5,5,0.01984126984126984,False,126,0.572,False
W252,252,SMALL,B,H,CH_ISCAGR,ABS,10,10,0.03968253968253968,False,126,0.582,False
W252,252,SMALL,B,H,CH_ISCAGR,ABS,21,21,0.08333333333333333,False,126,0.592,False
W252,252,SMALL,B,H,CH_ISCAGR,ABS,42,42,0.16666666666666666,False,126,0.653,False
