population,tau,predictor,auc_published,auc_threeway,d_auc,n_pub,n_det
FRESH-SHUFFLE,1e-09,SD,0.6169937128921725,0.7341716608082297,0.11717794791605718,1404,924
FRESH-SHUFFLE,1e-09,RHO1,0.40661947048352076,0.37145619312662204,-0.035163277356898726,1404,924
FRESH-SHUFFLE,1e-09,RHO5,0.4068942098926767,0.37095873438988564,-0.03593547550279108,1404,924
FRESH-SHUFFLE,1e-09,DRHO1,0.4739728141753187,0.4560288713787585,-0.017943942796560197,1404,924
FRESH-SHUFFLE,1e-09,RUN,0.45518660671105027,0.4630777678181741,0.007891161107123845,1404,924
FRESH-SHUFFLE,1e-09,TIMING,0.45792576891020037,0.446506760276512,-0.011419008633688388,1404,924
FRESH-SHUFFLE,1e-09,DDTIME,0.5767366720516963,0.5873251268285128,0.01058845477681647,1404,924
FRESH-SHUFFLE,1e-06,GAP,0.6170842637086733,0.7343007184993641,0.11721645479069076,1404,924
FRESH-SHUFFLE,1e-06,SD,0.6169937128921725,0.7341716608082297,0.11717794791605718,1404,924
FRESH-SHUFFLE,1e-06,RHO1,0.40661947048352076,0.37145619312662204,-0.035163277356898726,1404,924
FRESH-SHUFFLE,1e-06,RHO5,0.4068942098926767,0.37095873438988564,-0.03593547550279108,1404,924
FRESH-SHUFFLE,1e-06,DRHO1,0.4739728141753187,0.4560288713787585,-0.017943942796560197,1404,924
FRESH-SHUFFLE,1e-06,RUN,0.45518660671105027,0.4630777678181741,0.007891161107123845,1404,924
FRESH-SHUFFLE,1e-06,TIMING,0.45792576891020037,0.446506760276512,-0.011419008633688388,1404,924
FRESH-SHUFFLE,1e-06,DDTIME,0.5767366720516963,0.5873251268285128,0.01058845477681647,1404,924
FRESH-SHUFFLE,0.0001,GAP,0.6170842637086733,0.7373732275895217,0.12028896388084842,1404,913
FRESH-SHUFFLE,0.0001,SD,0.6169937128921725,0.7372506608988224,0.12025694800664988,1404,913
FRESH-SHUFFLE,0.0001,RHO1,0.40661947048352076,0.3659240567171353,-0.04069541376638547,1404,913
FRESH-SHUFFLE,0.0001,RHO5,0.4068942098926767,0.36553472722903146,-0.04135948266364525,1404,913
FRESH-SHUFFLE,0.0001,DRHO1,0.4739728141753187,0.45563566450372506,-0.018337149671593667,1404,913
FRESH-SHUFFLE,0.0001,RUN,0.45518660671105027,0.45888248017303535,0.0036958734619850775,1404,913
FRESH-SHUFFLE,0.0001,TIMING,0.45792576891020037,0.4501490026435953,-0.007776766266605062,1404,913
FRESH-SHUFFLE,0.0001,DDTIME,0.5767366720516963,0.5852871905791877,0.008550518527491335,1404,913
FRESH-SHUFFLE,0.001,GAP,0.6170842637086733,0.7462215074155373,0.12913724370686397,1404,876
FRESH-SHUFFLE,0.001,SD,0.6169937128921725,0.7461141117857536,0.12912039889358107,1404,876
FRESH-SHUFFLE,0.001,RHO1,0.40661947048352076,0.35656134909866255,-0.05005812138485821,1404,876
FRESH-SHUFFLE,0.001,RHO5,0.4068942098926767,0.3562208263700801,-0.05067338352259659,1404,876
FRESH-SHUFFLE,0.001,DRHO1,0.4739728141753187,0.45088876432160013,-0.02308404985371859,1404,876
FRESH-SHUFFLE,0.001,RUN,0.45518660671105027,0.45133406327436176,-0.0038525434366885047,1404,876
FRESH-SHUFFLE,0.001,TIMING,0.45792576891020037,0.45787471906874894,-5.1049841451433764e-05,1404,876
FRESH-SHUFFLE,0.001,DDTIME,0.5767366720516963,0.5835511805661059,0.006814508514409567,1404,876
