panel,fold,SET,DELTA,HFORM,call,named,V,widest,sp_DEG,sp_N,sp_GROSS
SMALL,2019,ALL4,0.03,H_NARROWEST,W,N,311.23309619606175,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4,0.03,H_ANY,W,N,,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4,0.1,H_RUNNERUP,TIE,,1.0417369822557205,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4,0.1,H_NARROWEST,W,N,311.23309619606175,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4,0.1,H_ANY,W,N,,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4,0.3,H_RUNNERUP,TIE,,1.0417369822557205,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4,0.3,H_NARROWEST,W,N,311.23309619606175,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4,0.3,H_ANY,W,N,,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4,1.0,H_RUNNERUP,TIE,,1.0417369822557205,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4,1.0,H_NARROWEST,W,N,311.23309619606175,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4,1.0,H_ANY,W,N,,N,,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.0,H_RUNNERUP,TIE,,1.0417369822557205,N,0.0,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.0,H_ANY,W,N,,N,0.0,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.01,H_RUNNERUP,TIE,,1.0417369822557205,N,0.004175782786012938,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.01,H_NARROWEST,W,N,311.23309619606175,N,0.004175782786012938,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.01,H_ANY,W,N,,N,0.004175782786012938,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.03,H_RUNNERUP,TIE,,1.0417369822557205,N,0.012608743811580059,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.03,H_NARROWEST,W,N,311.23309619606175,N,0.012608743811580059,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.03,H_ANY,W,N,,N,0.012608743811580059,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.1,H_RUNNERUP,TIE,,1.0417369822557205,N,0.04275195312694624,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.1,H_NARROWEST,W,N,311.23309619606175,N,0.04275195312694624,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.1,H_ANY,W,N,,N,0.04275195312694624,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.3,H_RUNNERUP,TIE,,1.0417369822557205,N,0.13228320048538472,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.3,H_NARROWEST,W,N,311.23309619606175,N,0.13228320048538472,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,0.3,H_ANY,W,N,,N,0.13228320048538472,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.41587313909325574,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,1.0,H_NARROWEST,W,N,311.23309619606175,N,0.41587313909325574,0.41587313909325574,0.001622543978275326
SMALL,2019,ALL4_D,1.0,H_ANY,W,N,,N,0.41587313909325574,0.41587313909325574,0.001622543978275326
SMALL,2020,NG,0.0,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,
SMALL,2020,NG,0.0,H_NARROWEST,TIE,,1.9034024645166003,H,,0.450260586036521,
SMALL,2020,NG,0.0,H_ANY,TIE,,,H,,0.450260586036521,
SMALL,2020,NG,0.01,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,
SMALL,2020,NG,0.01,H_NARROWEST,TIE,,1.9034024645166003,H,,0.450260586036521,
SMALL,2020,NG,0.01,H_ANY,TIE,,,H,,0.450260586036521,
SMALL,2020,NG,0.03,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,
SMALL,2020,NG,0.03,H_NARROWEST,TIE,,1.9034024645166003,H,,0.450260586036521,
SMALL,2020,NG,0.03,H_ANY,TIE,,,H,,0.450260586036521,
SMALL,2020,NG,0.1,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,
SMALL,2020,NG,0.1,H_NARROWEST,TIE,,1.9034024645166003,H,,0.450260586036521,
SMALL,2020,NG,0.1,H_ANY,TIE,,,H,,0.450260586036521,
SMALL,2020,NG,0.3,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,
SMALL,2020,NG,0.3,H_NARROWEST,TIE,,1.9034024645166003,H,,0.450260586036521,
SMALL,2020,NG,0.3,H_ANY,TIE,,,H,,0.450260586036521,
SMALL,2020,NG,1.0,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,
SMALL,2020,NG,1.0,H_NARROWEST,TIE,,1.9034024645166003,H,,0.450260586036521,
SMALL,2020,NG,1.0,H_ANY,TIE,,,H,,0.450260586036521,
SMALL,2020,NG_D,0.0,H_RUNNERUP,TIE,,0.9279303060990224,H,0.0,0.450260586036521,
SMALL,2020,NG_D,0.0,H_NARROWEST,W,H,inf,H,0.0,0.450260586036521,
SMALL,2020,NG_D,0.0,H_ANY,W,H,,H,0.0,0.450260586036521,
SMALL,2020,NG_D,0.01,H_RUNNERUP,TIE,,0.9279303060990224,H,0.004405732367463,0.450260586036521,
SMALL,2020,NG_D,0.01,H_NARROWEST,W,H,110.13629471283426,H,0.004405732367463,0.450260586036521,
SMALL,2020,NG_D,0.01,H_ANY,W,H,,H,0.004405732367463,0.450260586036521,
SMALL,2020,NG_D,0.03,H_RUNNERUP,TIE,,0.9279303060990224,H,0.013330315223049949,0.450260586036521,
SMALL,2020,NG_D,0.03,H_NARROWEST,W,H,36.400567453179704,H,0.013330315223049949,0.450260586036521,
SMALL,2020,NG_D,0.03,H_ANY,W,H,,H,0.013330315223049949,0.450260586036521,
SMALL,2020,NG_D,0.1,H_RUNNERUP,TIE,,0.9279303060990224,H,0.04548375783077352,0.450260586036521,
SMALL,2020,NG_D,0.1,H_NARROWEST,W,H,10.66822667234586,H,0.04548375783077352,0.450260586036521,
SMALL,2020,NG_D,0.1,H_ANY,W,H,,H,0.04548375783077352,0.450260586036521,
SMALL,2020,NG_D,0.3,H_RUNNERUP,TIE,,0.9279303060990224,H,0.14202644329838432,0.450260586036521,
SMALL,2020,NG_D,0.3,H_NARROWEST,TIE,,3.4164837700635275,H,0.14202644329838432,0.450260586036521,
SMALL,2020,NG_D,0.3,H_ANY,TIE,,,H,0.14202644329838432,0.450260586036521,
SMALL,2020,NG_D,1.0,H_RUNNERUP,TIE,,0.9279303060990224,H,0.450260586036521,0.450260586036521,
SMALL,2020,NG_D,1.0,H_NARROWEST,TIE,,1.9034024645166003,H,0.450260586036521,0.450260586036521,
SMALL,2020,NG_D,1.0,H_ANY,W,H,,H,0.450260586036521,0.450260586036521,
SMALL,2020,ALL4,0.0,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.0,H_NARROWEST,W,H,284.78105790728495,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.0,H_ANY,W,H,,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.01,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.01,H_NARROWEST,W,H,284.78105790728495,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.01,H_ANY,W,H,,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.03,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.03,H_NARROWEST,W,H,284.78105790728495,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.03,H_ANY,W,H,,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.1,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.1,H_NARROWEST,W,H,284.78105790728495,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.1,H_ANY,W,H,,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.3,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.3,H_NARROWEST,W,H,284.78105790728495,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,0.3,H_ANY,W,H,,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,1.0,H_RUNNERUP,TIE,,0.9279303060990224,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,1.0,H_NARROWEST,W,H,284.78105790728495,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4,1.0,H_ANY,W,H,,H,,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.0,H_RUNNERUP,TIE,,0.9279303060990224,H,0.0,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.0,H_NARROWEST,W,H,inf,H,0.0,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.0,H_ANY,W,H,,H,0.0,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.01,H_RUNNERUP,TIE,,0.9279303060990224,H,0.004405732367463,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.01,H_NARROWEST,W,H,284.78105790728495,H,0.004405732367463,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.01,H_ANY,W,H,,H,0.004405732367463,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.03,H_RUNNERUP,TIE,,0.9279303060990224,H,0.013330315223049949,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.03,H_NARROWEST,W,H,284.78105790728495,H,0.013330315223049949,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.03,H_ANY,W,H,,H,0.013330315223049949,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.1,H_RUNNERUP,TIE,,0.9279303060990224,H,0.04548375783077352,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.1,H_NARROWEST,W,H,284.78105790728495,H,0.04548375783077352,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.1,H_ANY,W,H,,H,0.04548375783077352,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.3,H_RUNNERUP,TIE,,0.9279303060990224,H,0.14202644329838432,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.3,H_NARROWEST,W,H,284.78105790728495,H,0.14202644329838432,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,0.3,H_ANY,W,H,,H,0.14202644329838432,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,1.0,H_RUNNERUP,TIE,,0.9279303060990224,H,0.450260586036521,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,1.0,H_NARROWEST,W,H,284.78105790728495,H,0.450260586036521,0.450260586036521,0.0020689922024504925
SMALL,2020,ALL4_D,1.0,H_ANY,W,H,,H,0.450260586036521,0.450260586036521,0.0020689922024504925
SMALL,2021,NG,0.0,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,
SMALL,2021,NG,0.0,H_NARROWEST,TIE,,2.2594312508580994,H,,0.42469546027944993,
SMALL,2021,NG,0.0,H_ANY,TIE,,,H,,0.42469546027944993,
SMALL,2021,NG,0.01,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,
SMALL,2021,NG,0.01,H_NARROWEST,TIE,,2.2594312508580994,H,,0.42469546027944993,
SMALL,2021,NG,0.01,H_ANY,TIE,,,H,,0.42469546027944993,
SMALL,2021,NG,0.03,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,
SMALL,2021,NG,0.03,H_NARROWEST,TIE,,2.2594312508580994,H,,0.42469546027944993,
SMALL,2021,NG,0.03,H_ANY,TIE,,,H,,0.42469546027944993,
SMALL,2021,NG,0.1,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,
SMALL,2021,NG,0.1,H_NARROWEST,TIE,,2.2594312508580994,H,,0.42469546027944993,
SMALL,2021,NG,0.1,H_ANY,TIE,,,H,,0.42469546027944993,
SMALL,2021,NG,0.3,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,
SMALL,2021,NG,0.3,H_NARROWEST,TIE,,2.2594312508580994,H,,0.42469546027944993,
SMALL,2021,NG,0.3,H_ANY,TIE,,,H,,0.42469546027944993,
SMALL,2021,NG,1.0,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,
SMALL,2021,NG,1.0,H_NARROWEST,TIE,,2.2594312508580994,H,,0.42469546027944993,
SMALL,2021,NG,1.0,H_ANY,TIE,,,H,,0.42469546027944993,
SMALL,2021,NG_D,0.0,H_RUNNERUP,TIE,,0.8785556229096867,H,0.0,0.42469546027944993,
SMALL,2021,NG_D,0.0,H_NARROWEST,W,H,inf,H,0.0,0.42469546027944993,
SMALL,2021,NG_D,0.0,H_ANY,W,H,,H,0.0,0.42469546027944993,
SMALL,2021,NG_D,0.01,H_RUNNERUP,TIE,,0.8785556229096867,H,0.003961593433111199,0.42469546027944993,
SMALL,2021,NG_D,0.01,H_NARROWEST,W,H,122.02208820094299,H,0.003961593433111199,0.42469546027944993,
SMALL,2021,NG_D,0.01,H_ANY,W,H,,H,0.003961593433111199,0.42469546027944993,
SMALL,2021,NG_D,0.03,H_RUNNERUP,TIE,,0.8785556229096867,H,0.011989008559983527,0.42469546027944993,
SMALL,2021,NG_D,0.03,H_NARROWEST,W,H,40.32042356903909,H,0.011989008559983527,0.42469546027944993,
SMALL,2021,NG_D,0.03,H_ANY,W,H,,H,0.011989008559983527,0.42469546027944993,
SMALL,2021,NG_D,0.1,H_RUNNERUP,TIE,,0.8785556229096867,H,0.04097627974713003,0.42469546027944993,
SMALL,2021,NG_D,0.1,H_NARROWEST,W,H,11.797115460322594,H,0.04097627974713003,0.42469546027944993,
SMALL,2021,NG_D,0.1,H_ANY,W,H,,H,0.04097627974713003,0.42469546027944993,
SMALL,2021,NG_D,0.3,H_RUNNERUP,TIE,,0.8785556229096867,H,0.12906156555851478,0.42469546027944993,
SMALL,2021,NG_D,0.3,H_NARROWEST,TIE,,3.745514020533118,H,0.12906156555851478,0.42469546027944993,
SMALL,2021,NG_D,0.3,H_ANY,W,H,,H,0.12906156555851478,0.42469546027944993,
SMALL,2021,NG_D,1.0,H_RUNNERUP,TIE,,0.8785556229096867,H,0.42469546027944993,0.42469546027944993,
SMALL,2021,NG_D,1.0,H_NARROWEST,TIE,,2.2594312508580994,H,0.42469546027944993,0.42469546027944993,
SMALL,2021,NG_D,1.0,H_ANY,W,H,,H,0.42469546027944993,0.42469546027944993,
SMALL,2021,ALL4,0.0,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.0,H_NARROWEST,W,H,197.21463629438975,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.0,H_ANY,W,H,,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.01,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.01,H_NARROWEST,W,H,197.21463629438975,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.01,H_ANY,W,H,,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.03,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.03,H_NARROWEST,W,H,197.21463629438975,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.03,H_ANY,W,H,,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.1,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.1,H_NARROWEST,W,H,197.21463629438975,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.1,H_ANY,W,H,,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.3,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.3,H_NARROWEST,W,H,197.21463629438975,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,0.3,H_ANY,W,H,,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,1.0,H_RUNNERUP,TIE,,0.8785556229096867,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,1.0,H_NARROWEST,W,H,197.21463629438975,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4,1.0,H_ANY,W,H,,H,,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.0,H_RUNNERUP,TIE,,0.8785556229096867,H,0.0,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.0,H_NARROWEST,W,H,inf,H,0.0,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.0,H_ANY,W,H,,H,0.0,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.01,H_RUNNERUP,TIE,,0.8785556229096867,H,0.003961593433111199,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.01,H_NARROWEST,W,H,197.21463629438975,H,0.003961593433111199,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.01,H_ANY,W,H,,H,0.003961593433111199,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.03,H_RUNNERUP,TIE,,0.8785556229096867,H,0.011989008559983527,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.03,H_NARROWEST,W,H,197.21463629438975,H,0.011989008559983527,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.03,H_ANY,W,H,,H,0.011989008559983527,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.1,H_RUNNERUP,TIE,,0.8785556229096867,H,0.04097627974713003,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.1,H_NARROWEST,W,H,197.21463629438975,H,0.04097627974713003,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.1,H_ANY,W,H,,H,0.04097627974713003,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.3,H_RUNNERUP,TIE,,0.8785556229096867,H,0.12906156555851478,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.3,H_NARROWEST,W,H,197.21463629438975,H,0.12906156555851478,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,0.3,H_ANY,W,H,,H,0.12906156555851478,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,1.0,H_RUNNERUP,TIE,,0.8785556229096867,H,0.42469546027944993,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,1.0,H_NARROWEST,W,H,197.21463629438975,H,0.42469546027944993,0.42469546027944993,0.0029763951806633937
SMALL,2021,ALL4_D,1.0,H_ANY,W,H,,H,0.42469546027944993,0.42469546027944993,0.0029763951806633937
SMALL,2022,NG,0.0,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,
SMALL,2022,NG,0.0,H_NARROWEST,TIE,,14.135449189225525,H,,0.3911211851384752,
SMALL,2022,NG,0.0,H_ANY,TIE,,,H,,0.3911211851384752,
SMALL,2022,NG,0.01,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,
SMALL,2022,NG,0.01,H_NARROWEST,TIE,,14.135449189225525,H,,0.3911211851384752,
SMALL,2022,NG,0.01,H_ANY,TIE,,,H,,0.3911211851384752,
SMALL,2022,NG,0.03,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,
SMALL,2022,NG,0.03,H_NARROWEST,TIE,,14.135449189225525,H,,0.3911211851384752,
SMALL,2022,NG,0.03,H_ANY,TIE,,,H,,0.3911211851384752,
SMALL,2022,NG,0.1,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,
SMALL,2022,NG,0.1,H_NARROWEST,TIE,,14.135449189225525,H,,0.3911211851384752,
SMALL,2022,NG,0.1,H_ANY,TIE,,,H,,0.3911211851384752,
SMALL,2022,NG,0.3,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,
SMALL,2022,NG,0.3,H_NARROWEST,TIE,,14.135449189225525,H,,0.3911211851384752,
SMALL,2022,NG,0.3,H_ANY,TIE,,,H,,0.3911211851384752,
SMALL,2022,NG,1.0,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,
SMALL,2022,NG,1.0,H_NARROWEST,TIE,,14.135449189225525,H,,0.3911211851384752,
SMALL,2022,NG,1.0,H_ANY,TIE,,,H,,0.3911211851384752,
SMALL,2022,NG_D,0.0,H_RUNNERUP,TIE,,0.8903171419401927,H,0.0,0.3911211851384752,
SMALL,2022,NG_D,0.0,H_NARROWEST,W,H,inf,H,0.0,0.3911211851384752,
SMALL,2022,NG_D,0.0,H_ANY,W,H,,H,0.0,0.3911211851384752,
SMALL,2022,NG_D,0.01,H_RUNNERUP,TIE,,0.8903171419401927,H,0.003541429941854468,0.3911211851384752,
SMALL,2022,NG_D,0.01,H_NARROWEST,W,H,124.04748115959319,H,0.003541429941854468,0.3911211851384752,
SMALL,2022,NG_D,0.01,H_ANY,W,H,,H,0.003541429941854468,0.3911211851384752,
SMALL,2022,NG_D,0.03,H_RUNNERUP,TIE,,0.8903171419401927,H,0.010726517458886198,0.3911211851384752,
SMALL,2022,NG_D,0.03,H_NARROWEST,W,H,40.95508776954223,H,0.010726517458886198,0.3911211851384752,
SMALL,2022,NG_D,0.03,H_ANY,W,H,,H,0.010726517458886198,0.3911211851384752,
SMALL,2022,NG_D,0.1,H_RUNNERUP,TIE,,0.8903171419401927,H,0.036766088964432564,0.3911211851384752,
SMALL,2022,NG_D,0.1,H_NARROWEST,TIE,,14.135449189225525,H,0.036766088964432564,0.3911211851384752,
SMALL,2022,NG_D,0.1,H_ANY,W,H,,H,0.036766088964432564,0.3911211851384752,
SMALL,2022,NG_D,0.3,H_RUNNERUP,TIE,,0.8903171419401927,H,0.11664564022292323,0.3911211851384752,
SMALL,2022,NG_D,0.3,H_NARROWEST,TIE,,14.135449189225525,H,0.11664564022292323,0.3911211851384752,
SMALL,2022,NG_D,0.3,H_ANY,W,H,,H,0.11664564022292323,0.3911211851384752,
SMALL,2022,NG_D,1.0,H_RUNNERUP,TIE,,0.8903171419401927,H,0.3911211851384752,0.3911211851384752,
SMALL,2022,NG_D,1.0,H_NARROWEST,TIE,,14.135449189225525,H,0.3911211851384752,0.3911211851384752,
SMALL,2022,NG_D,1.0,H_ANY,W,H,,H,0.3911211851384752,0.3911211851384752,
SMALL,2022,ALL4,0.0,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.0,H_NARROWEST,W,H,440.39927150597424,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.0,H_ANY,W,H,,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.01,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.01,H_NARROWEST,W,H,440.39927150597424,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.01,H_ANY,W,H,,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.03,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.03,H_NARROWEST,W,H,440.39927150597424,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.03,H_ANY,W,H,,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.1,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.1,H_NARROWEST,W,H,440.39927150597424,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.1,H_ANY,W,H,,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.3,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.3,H_NARROWEST,W,H,440.39927150597424,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,0.3,H_ANY,W,H,,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,1.0,H_RUNNERUP,TIE,,0.8903171419401927,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,1.0,H_NARROWEST,W,H,440.39927150597424,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4,1.0,H_ANY,W,H,,H,,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.0,H_RUNNERUP,TIE,,0.8903171419401927,H,0.0,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.0,H_NARROWEST,W,H,inf,H,0.0,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.0,H_ANY,W,H,,H,0.0,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.01,H_RUNNERUP,TIE,,0.8903171419401927,H,0.003541429941854468,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.01,H_NARROWEST,W,H,440.39927150597424,H,0.003541429941854468,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.01,H_ANY,W,H,,H,0.003541429941854468,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.03,H_RUNNERUP,TIE,,0.8903171419401927,H,0.010726517458886198,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.03,H_NARROWEST,W,H,440.39927150597424,H,0.010726517458886198,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.03,H_ANY,W,H,,H,0.010726517458886198,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.1,H_RUNNERUP,TIE,,0.8903171419401927,H,0.036766088964432564,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.1,H_NARROWEST,W,H,440.39927150597424,H,0.036766088964432564,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.1,H_ANY,W,H,,H,0.036766088964432564,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.3,H_RUNNERUP,TIE,,0.8903171419401927,H,0.11664564022292323,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.3,H_NARROWEST,W,H,440.39927150597424,H,0.11664564022292323,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,0.3,H_ANY,W,H,,H,0.11664564022292323,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,1.0,H_RUNNERUP,TIE,,0.8903171419401927,H,0.3911211851384752,0.3911211851384752,0.0012112712039314966
SMALL,2022,ALL4_D,1.0,H_NARROWEST,W,H,440.39927150597424,H,0.3911211851384752,0.3911211851384752,0.0012112712039314966
