panel,fold,SET,DELTA,HFORM,call,named,V,widest,sp_DEG,sp_N,sp_GROSS
U56,2020,ALL4,0.01,H_ANY,W,CADENCE,,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,0.03,H_RUNNERUP,TIE,,1.1082850256052994,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,0.03,H_NARROWEST,W,CADENCE,78.4503451915257,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,0.03,H_ANY,W,CADENCE,,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,0.1,H_RUNNERUP,TIE,,1.1082850256052994,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,0.1,H_NARROWEST,W,CADENCE,78.4503451915257,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,0.1,H_ANY,W,CADENCE,,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,0.3,H_RUNNERUP,TIE,,1.1082850256052994,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,0.3,H_NARROWEST,W,CADENCE,78.4503451915257,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,0.3,H_ANY,W,CADENCE,,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,1.0,H_RUNNERUP,TIE,,1.1082850256052994,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,1.0,H_NARROWEST,W,CADENCE,78.4503451915257,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4,1.0,H_ANY,W,CADENCE,,CADENCE,,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.0,H_RUNNERUP,TIE,,1.1082850256052994,CADENCE,0.0,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.0,H_NARROWEST,W,CADENCE,inf,CADENCE,0.0,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.0,H_ANY,W,CADENCE,,CADENCE,0.0,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.01,H_RUNNERUP,TIE,,1.1082850256052994,CADENCE,0.0016365599784304852,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.01,H_NARROWEST,W,CADENCE,78.4503451915257,CADENCE,0.0016365599784304852,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.01,H_ANY,W,CADENCE,,CADENCE,0.0016365599784304852,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.03,H_RUNNERUP,TIE,,1.1082850256052994,CADENCE,0.004634392692209666,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.03,H_NARROWEST,W,CADENCE,78.4503451915257,CADENCE,0.004634392692209666,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.03,H_ANY,W,CADENCE,,CADENCE,0.004634392692209666,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.1,H_RUNNERUP,TIE,,1.1082850256052994,CADENCE,0.01322180627335623,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.1,H_NARROWEST,W,CADENCE,78.4503451915257,CADENCE,0.01322180627335623,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.1,H_ANY,W,CADENCE,,CADENCE,0.01322180627335623,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.3,H_RUNNERUP,TIE,,1.1082850256052994,CADENCE,0.024958361287793274,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.3,H_NARROWEST,W,CADENCE,78.4503451915257,CADENCE,0.024958361287793274,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,0.3,H_ANY,W,CADENCE,,CADENCE,0.024958361287793274,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,1.0,H_RUNNERUP,TIE,,1.1082850256052994,CADENCE,0.10280911449741592,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,1.0,H_NARROWEST,W,CADENCE,78.4503451915257,CADENCE,0.10280911449741592,0.10280911449741592,0.001435842069839488
U56,2020,ALL4_D,1.0,H_ANY,W,CADENCE,,CADENCE,0.10280911449741592,0.10280911449741592,0.001435842069839488
U56,2021,NG,0.0,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,
U56,2021,NG,0.0,H_NARROWEST,TIE,,2.224894324431514,N,,0.13495541046961113,
U56,2021,NG,0.0,H_ANY,TIE,,,N,,0.13495541046961113,
U56,2021,NG,0.01,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,
U56,2021,NG,0.01,H_NARROWEST,TIE,,2.224894324431514,N,,0.13495541046961113,
U56,2021,NG,0.01,H_ANY,TIE,,,N,,0.13495541046961113,
U56,2021,NG,0.03,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,
U56,2021,NG,0.03,H_NARROWEST,TIE,,2.224894324431514,N,,0.13495541046961113,
U56,2021,NG,0.03,H_ANY,TIE,,,N,,0.13495541046961113,
U56,2021,NG,0.1,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,
U56,2021,NG,0.1,H_NARROWEST,TIE,,2.224894324431514,N,,0.13495541046961113,
U56,2021,NG,0.1,H_ANY,TIE,,,N,,0.13495541046961113,
U56,2021,NG,0.3,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,
U56,2021,NG,0.3,H_NARROWEST,TIE,,2.224894324431514,N,,0.13495541046961113,
U56,2021,NG,0.3,H_ANY,TIE,,,N,,0.13495541046961113,
U56,2021,NG,1.0,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,
U56,2021,NG,1.0,H_NARROWEST,TIE,,2.224894324431514,N,,0.13495541046961113,
U56,2021,NG,1.0,H_ANY,TIE,,,N,,0.13495541046961113,
U56,2021,NG_D,0.0,H_RUNNERUP,TIE,,1.4027127149578134,N,0.0,0.13495541046961113,
U56,2021,NG_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.13495541046961113,
U56,2021,NG_D,0.0,H_ANY,W,N,,N,0.0,0.13495541046961113,
U56,2021,NG_D,0.01,H_RUNNERUP,TIE,,1.4027127149578134,N,0.0016044346647436925,0.13495541046961113,
U56,2021,NG_D,0.01,H_NARROWEST,W,N,84.11399568655554,N,0.0016044346647436925,0.13495541046961113,
U56,2021,NG_D,0.01,H_ANY,W,N,,N,0.0016044346647436925,0.13495541046961113,
U56,2021,NG_D,0.03,H_RUNNERUP,TIE,,1.4027127149578134,N,0.004543283344055737,0.13495541046961113,
U56,2021,NG_D,0.03,H_NARROWEST,W,N,29.704379024958186,N,0.004543283344055737,0.13495541046961113,
U56,2021,NG_D,0.03,H_ANY,W,N,,N,0.004543283344055737,0.13495541046961113,
U56,2021,NG_D,0.1,H_RUNNERUP,TIE,,1.4027127149578134,N,0.01278648919886849,0.13495541046961113,
U56,2021,NG_D,0.1,H_NARROWEST,W,N,10.554532082313392,N,0.01278648919886849,0.13495541046961113,
U56,2021,NG_D,0.1,H_ANY,W,N,,N,0.01278648919886849,0.13495541046961113,
U56,2021,NG_D,0.3,H_RUNNERUP,TIE,,1.4027127149578134,N,0.01927174297144396,0.13495541046961113,
U56,2021,NG_D,0.3,H_NARROWEST,W,N,7.002761020089477,N,0.01927174297144396,0.13495541046961113,
U56,2021,NG_D,0.3,H_ANY,W,N,,N,0.01927174297144396,0.13495541046961113,
U56,2021,NG_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.13495541046961113,0.13495541046961113,
U56,2021,NG_D,1.0,H_NARROWEST,TIE,,2.224894324431514,N,0.13495541046961113,0.13495541046961113,
U56,2021,NG_D,1.0,H_ANY,W,N,,N,0.13495541046961113,0.13495541046961113,
U56,2021,ALL4,0.0,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.0,H_NARROWEST,W,N,185.6387646779732,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.0,H_ANY,W,N,,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.01,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.01,H_NARROWEST,W,N,185.6387646779732,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.01,H_ANY,W,N,,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.03,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.03,H_NARROWEST,W,N,185.6387646779732,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.03,H_ANY,W,N,,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.1,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.1,H_NARROWEST,W,N,185.6387646779732,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.1,H_ANY,W,N,,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.3,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.3,H_NARROWEST,W,N,185.6387646779732,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,0.3,H_ANY,W,N,,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,1.0,H_RUNNERUP,TIE,,1.4027127149578134,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,1.0,H_NARROWEST,W,N,185.6387646779732,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4,1.0,H_ANY,W,N,,N,,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.0,H_RUNNERUP,TIE,,1.4027127149578134,N,0.0,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.0,H_ANY,W,N,,N,0.0,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.01,H_RUNNERUP,TIE,,1.4027127149578134,N,0.0016044346647436925,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.01,H_NARROWEST,W,N,185.6387646779732,N,0.0016044346647436925,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.01,H_ANY,W,N,,N,0.0016044346647436925,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.03,H_RUNNERUP,TIE,,1.4027127149578134,N,0.004543283344055737,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.03,H_NARROWEST,W,N,185.6387646779732,N,0.004543283344055737,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.03,H_ANY,W,N,,N,0.004543283344055737,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.1,H_RUNNERUP,TIE,,1.4027127149578134,N,0.01278648919886849,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.1,H_NARROWEST,W,N,185.6387646779732,N,0.01278648919886849,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.1,H_ANY,W,N,,N,0.01278648919886849,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.3,H_RUNNERUP,TIE,,1.4027127149578134,N,0.01927174297144396,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.3,H_NARROWEST,W,N,185.6387646779732,N,0.01927174297144396,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,0.3,H_ANY,W,N,,N,0.01927174297144396,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.13495541046961113,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,1.0,H_NARROWEST,W,N,185.6387646779732,N,0.13495541046961113,0.13495541046961113,0.0008827607404908733
U56,2021,ALL4_D,1.0,H_ANY,W,N,,N,0.13495541046961113,0.13495541046961113,0.0008827607404908733
U56,2022,NG,0.0,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,
U56,2022,NG,0.0,H_NARROWEST,TIE,,6.6644714757234675,N,,0.18870683883942208,
U56,2022,NG,0.0,H_ANY,TIE,,,N,,0.18870683883942208,
U56,2022,NG,0.01,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,
U56,2022,NG,0.01,H_NARROWEST,TIE,,6.6644714757234675,N,,0.18870683883942208,
U56,2022,NG,0.01,H_ANY,TIE,,,N,,0.18870683883942208,
U56,2022,NG,0.03,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,
U56,2022,NG,0.03,H_NARROWEST,TIE,,6.6644714757234675,N,,0.18870683883942208,
U56,2022,NG,0.03,H_ANY,TIE,,,N,,0.18870683883942208,
U56,2022,NG,0.1,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,
U56,2022,NG,0.1,H_NARROWEST,TIE,,6.6644714757234675,N,,0.18870683883942208,
U56,2022,NG,0.1,H_ANY,TIE,,,N,,0.18870683883942208,
U56,2022,NG,0.3,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,
U56,2022,NG,0.3,H_NARROWEST,TIE,,6.6644714757234675,N,,0.18870683883942208,
U56,2022,NG,0.3,H_ANY,TIE,,,N,,0.18870683883942208,
U56,2022,NG,1.0,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,
U56,2022,NG,1.0,H_NARROWEST,TIE,,6.6644714757234675,N,,0.18870683883942208,
U56,2022,NG,1.0,H_ANY,TIE,,,N,,0.18870683883942208,
U56,2022,NG_D,0.0,H_RUNNERUP,TIE,,3.0601924803116813,N,0.0,0.18870683883942208,
U56,2022,NG_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.18870683883942208,
U56,2022,NG_D,0.0,H_ANY,W,N,,N,0.0,0.18870683883942208,
U56,2022,NG_D,0.01,H_RUNNERUP,TIE,,3.0601924803116813,N,0.0009093150282186713,0.18870683883942208,
U56,2022,NG_D,0.01,H_NARROWEST,W,N,207.52636103363952,N,0.0009093150282186713,0.18870683883942208,
U56,2022,NG_D,0.01,H_ANY,W,N,,N,0.0009093150282186713,0.18870683883942208,
U56,2022,NG_D,0.03,H_RUNNERUP,TIE,,3.0601924803116813,N,0.0024526572538210445,0.18870683883942208,
U56,2022,NG_D,0.03,H_NARROWEST,W,N,76.93975118024822,N,0.0024526572538210445,0.18870683883942208,
U56,2022,NG_D,0.03,H_ANY,W,N,,N,0.0024526572538210445,0.18870683883942208,
U56,2022,NG_D,0.1,H_RUNNERUP,TIE,,3.0601924803116813,N,0.0066890198527200795,0.18870683883942208,
U56,2022,NG_D,0.1,H_NARROWEST,W,N,28.211433512592244,N,0.0066890198527200795,0.18870683883942208,
U56,2022,NG_D,0.1,H_ANY,W,N,,N,0.0066890198527200795,0.18870683883942208,
U56,2022,NG_D,0.3,H_RUNNERUP,TIE,,3.0601924803116813,N,0.019760983370033625,0.18870683883942208,
U56,2022,NG_D,0.3,H_NARROWEST,W,N,9.54946600104856,N,0.019760983370033625,0.18870683883942208,
U56,2022,NG_D,0.3,H_ANY,W,N,,N,0.019760983370033625,0.18870683883942208,
U56,2022,NG_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.18870683883942208,0.18870683883942208,
U56,2022,NG_D,1.0,H_NARROWEST,TIE,,6.6644714757234675,N,0.18870683883942208,0.18870683883942208,
U56,2022,NG_D,1.0,H_ANY,W,N,,N,0.18870683883942208,0.18870683883942208,
U56,2022,ALL4,0.0,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.0,H_NARROWEST,W,N,217.1043379189822,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.0,H_ANY,W,N,,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.01,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.01,H_NARROWEST,W,N,217.1043379189822,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.01,H_ANY,W,N,,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.03,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.03,H_NARROWEST,W,N,217.1043379189822,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.03,H_ANY,W,N,,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.1,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.1,H_NARROWEST,W,N,217.1043379189822,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.1,H_ANY,W,N,,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.3,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.3,H_NARROWEST,W,N,217.1043379189822,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,0.3,H_ANY,W,N,,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,1.0,H_RUNNERUP,TIE,,3.0601924803116813,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,1.0,H_NARROWEST,W,N,217.1043379189822,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4,1.0,H_ANY,W,N,,N,,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.0,H_RUNNERUP,TIE,,3.0601924803116813,N,0.0,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.0,H_ANY,W,N,,N,0.0,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.01,H_RUNNERUP,TIE,,3.0601924803116813,N,0.0009093150282186713,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.01,H_NARROWEST,W,N,217.1043379189822,N,0.0009093150282186713,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.01,H_ANY,W,N,,N,0.0009093150282186713,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.03,H_RUNNERUP,TIE,,3.0601924803116813,N,0.0024526572538210445,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.03,H_NARROWEST,W,N,217.1043379189822,N,0.0024526572538210445,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.03,H_ANY,W,N,,N,0.0024526572538210445,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.1,H_RUNNERUP,TIE,,3.0601924803116813,N,0.0066890198527200795,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.1,H_NARROWEST,W,N,217.1043379189822,N,0.0066890198527200795,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.1,H_ANY,W,N,,N,0.0066890198527200795,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.3,H_RUNNERUP,TIE,,3.0601924803116813,N,0.019760983370033625,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.3,H_NARROWEST,W,N,217.1043379189822,N,0.019760983370033625,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,0.3,H_ANY,W,N,,N,0.019760983370033625,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.18870683883942208,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,1.0,H_NARROWEST,W,N,217.1043379189822,N,0.18870683883942208,0.18870683883942208,0.0010554569355429866
U56,2022,ALL4_D,1.0,H_ANY,W,N,,N,0.18870683883942208,0.18870683883942208,0.0010554569355429866
U56,2023,NG,0.0,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,
U56,2023,NG,0.0,H_NARROWEST,TIE,,1.8393621023257793,N,,0.14718309987016032,
U56,2023,NG,0.0,H_ANY,TIE,,,N,,0.14718309987016032,
U56,2023,NG,0.01,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,
U56,2023,NG,0.01,H_NARROWEST,TIE,,1.8393621023257793,N,,0.14718309987016032,
U56,2023,NG,0.01,H_ANY,TIE,,,N,,0.14718309987016032,
U56,2023,NG,0.03,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,
U56,2023,NG,0.03,H_NARROWEST,TIE,,1.8393621023257793,N,,0.14718309987016032,
U56,2023,NG,0.03,H_ANY,TIE,,,N,,0.14718309987016032,
U56,2023,NG,0.1,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,
U56,2023,NG,0.1,H_NARROWEST,TIE,,1.8393621023257793,N,,0.14718309987016032,
U56,2023,NG,0.1,H_ANY,TIE,,,N,,0.14718309987016032,
U56,2023,NG,0.3,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,
U56,2023,NG,0.3,H_NARROWEST,TIE,,1.8393621023257793,N,,0.14718309987016032,
U56,2023,NG,0.3,H_ANY,TIE,,,N,,0.14718309987016032,
U56,2023,NG,1.0,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,
U56,2023,NG,1.0,H_NARROWEST,TIE,,1.8393621023257793,N,,0.14718309987016032,
U56,2023,NG,1.0,H_ANY,TIE,,,N,,0.14718309987016032,
U56,2023,NG_D,0.0,H_RUNNERUP,TIE,,1.8829530159715568,N,0.0,0.14718309987016032,
U56,2023,NG_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.14718309987016032,
U56,2023,NG_D,0.0,H_ANY,W,N,,N,0.0,0.14718309987016032,
U56,2023,NG_D,0.01,H_RUNNERUP,TIE,,1.8829530159715568,N,0.0012679602446596938,0.14718309987016032,
U56,2023,NG_D,0.01,H_NARROWEST,W,N,116.07863928704057,N,0.0012679602446596938,0.14718309987016032,
U56,2023,NG_D,0.01,H_ANY,W,N,,N,0.0012679602446596938,0.14718309987016032,
U56,2023,NG_D,0.03,H_RUNNERUP,TIE,,1.8829530159715568,N,0.0035578966702911607,0.14718309987016032,
U56,2023,NG_D,0.03,H_NARROWEST,W,N,41.36800854818405,N,0.0035578966702911607,0.14718309987016032,
U56,2023,NG_D,0.03,H_ANY,W,N,,N,0.0035578966702911607,0.14718309987016032,
U56,2023,NG_D,0.1,H_RUNNERUP,TIE,,1.8829530159715568,N,0.009749620320997465,0.14718309987016032,
U56,2023,NG_D,0.1,H_NARROWEST,W,N,15.096290422015356,N,0.009749620320997465,0.14718309987016032,
U56,2023,NG_D,0.1,H_ANY,W,N,,N,0.009749620320997465,0.14718309987016032,
U56,2023,NG_D,0.3,H_RUNNERUP,TIE,,1.8829530159715568,N,0.019777994920023412,0.14718309987016032,
U56,2023,NG_D,0.3,H_NARROWEST,W,N,7.441760424417486,N,0.019777994920023412,0.14718309987016032,
U56,2023,NG_D,0.3,H_ANY,W,N,,N,0.019777994920023412,0.14718309987016032,
U56,2023,NG_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.14718309987016032,0.14718309987016032,
U56,2023,NG_D,1.0,H_NARROWEST,TIE,,1.8393621023257793,N,0.14718309987016032,0.14718309987016032,
U56,2023,NG_D,1.0,H_ANY,W,N,,N,0.14718309987016032,0.14718309987016032,
U56,2023,ALL4,0.0,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.0,H_NARROWEST,W,N,129.08905127981592,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.0,H_ANY,W,N,,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.01,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.01,H_NARROWEST,W,N,129.08905127981592,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.01,H_ANY,W,N,,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.03,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.03,H_NARROWEST,W,N,129.08905127981592,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.03,H_ANY,W,N,,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.1,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.1,H_NARROWEST,W,N,129.08905127981592,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.1,H_ANY,W,N,,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.3,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.3,H_NARROWEST,W,N,129.08905127981592,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,0.3,H_ANY,W,N,,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,1.0,H_RUNNERUP,TIE,,1.8829530159715568,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,1.0,H_NARROWEST,W,N,129.08905127981592,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4,1.0,H_ANY,W,N,,N,,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.0,H_RUNNERUP,TIE,,1.8829530159715568,N,0.0,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.0,H_NARROWEST,W,N,inf,N,0.0,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.0,H_ANY,W,N,,N,0.0,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.01,H_RUNNERUP,TIE,,1.8829530159715568,N,0.0012679602446596938,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.01,H_NARROWEST,W,N,129.08905127981592,N,0.0012679602446596938,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.01,H_ANY,W,N,,N,0.0012679602446596938,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.03,H_RUNNERUP,TIE,,1.8829530159715568,N,0.0035578966702911607,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.03,H_NARROWEST,W,N,129.08905127981592,N,0.0035578966702911607,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.03,H_ANY,W,N,,N,0.0035578966702911607,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.1,H_RUNNERUP,TIE,,1.8829530159715568,N,0.009749620320997465,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.1,H_NARROWEST,W,N,129.08905127981592,N,0.009749620320997465,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.1,H_ANY,W,N,,N,0.009749620320997465,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.3,H_RUNNERUP,TIE,,1.8829530159715568,N,0.019777994920023412,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.3,H_NARROWEST,W,N,129.08905127981592,N,0.019777994920023412,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,0.3,H_ANY,W,N,,N,0.019777994920023412,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,1.0,H_RUNNERUP,N,DEG@1.00,1.0,N,0.14718309987016032,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,1.0,H_NARROWEST,W,N,129.08905127981592,N,0.14718309987016032,0.14718309987016032,0.0013844902959869732
U56,2023,ALL4_D,1.0,H_ANY,W,N,,N,0.14718309987016032,0.14718309987016032,0.0013844902959869732
