m,CAGR,Sharpe,MaxDD,panel,book,cost,window
0.85,0.10464320076401812,0.9081769837075477,-0.11437598653843217,broad,TOP20,25.0,IS
0.9,0.11072791510499935,0.9086804787163923,-0.1209074573663782,broad,TOP20,25.0,IS
0.95,0.11679946449771794,0.9091714862040929,-0.127416848642266,broad,TOP20,25.0,IS
1.0,0.12285674805135116,0.9096489511984301,-0.13390481909374274,broad,TOP20,25.0,IS
0.1,0.01292789834281094,0.7962604341055255,-0.028699847511331256,broad,TOP20,25.0,OOS
0.15,0.019371361807222653,0.7969200053656577,-0.04282863998752018,broad,TOP20,25.0,OOS
0.2,0.025799871073901803,0.7975725201419183,-0.05681128867571883,broad,TOP20,25.0,OOS
0.25,0.032212367120102225,0.7982161677516121,-0.07064887776585105,broad,TOP20,25.0,OOS
0.3,0.038607796159823904,0.7988504362616324,-0.08434258697083807,broad,TOP20,25.0,OOS
0.35,0.04498511444187181,0.7994758939635261,-0.0978931665293209,broad,TOP20,25.0,OOS
0.4,0.051343211651605936,0.8000918158458353,-0.11130193487982132,broad,TOP20,25.0,OOS
0.45,0.05768100837746459,0.8006983644267847,-0.12456968694219539,broad,TOP20,25.0,OOS
0.5,0.0639974336734539,0.8012958291229666,-0.13769741249366663,broad,TOP20,25.0,OOS
0.55,0.07029120023111757,0.8018823930355784,-0.15068588723539444,broad,TOP20,25.0,OOS
0.6,0.07656121251846937,0.8024585409980006,-0.16353633371511145,broad,TOP20,25.0,OOS
0.65,0.08280615253076817,0.8030230755262465,-0.17625026189103155,broad,TOP20,25.0,OOS
0.7,0.08902472422545182,0.8035754568480893,-0.18882813870220005,broad,TOP20,25.0,OOS
0.75,0.0952157242345757,0.8041157679519242,-0.20127064568851805,broad,TOP20,25.0,OOS
0.8,0.10137773001961814,0.8046427108712736,-0.21357901886251984,broad,TOP20,25.0,OOS
0.85,0.1075094511266137,0.8051562588521345,-0.22575451510834876,broad,TOP20,25.0,OOS
0.9,0.11360980746800964,0.8056579894509917,-0.23779847098395368,broad,TOP20,25.0,OOS
0.95,0.11967718574768882,0.8061460090365853,-0.24971217818615832,broad,TOP20,25.0,OOS
1.0,0.1257100029253504,0.8066189970303554,-0.26149610286554237,broad,TOP20,25.0,OOS
0.1,0.013821097117362013,1.1077515588037692,-0.027777539718823685,broad,EWall,25.0,full
0.15,0.020752280026591352,1.1080591897006715,-0.0414599790136444,broad,EWall,25.0,full
0.2,0.027696533975895,1.1083567149654003,-0.055006003293564754,broad,EWall,25.0,full
0.25,0.034653317129780925,1.1086435637776528,-0.0684165046955093,broad,EWall,25.0,full
0.3,0.04162208715084437,1.1089198903378217,-0.0816923022292585,broad,EWall,25.0,full
0.35,0.04860226997612016,1.1091851957222358,-0.09483425631337827,broad,EWall,25.0,full
0.4,0.05559326467162573,1.1094389198160048,-0.10784332851382794,broad,EWall,25.0,full
0.45,0.0625944931443807,1.1096813227149975,-0.12072037907104716,broad,EWall,25.0,full
0.5,0.06960536365907122,1.1099125397855407,-0.13346621076325715,broad,EWall,25.0,full
0.55,0.07662520740069789,1.1101316531826029,-0.14608197142955803,broad,EWall,25.0,full
0.6,0.08365338594268223,1.1103386196570058,-0.1585684645807618,broad,EWall,25.0,full
0.65,0.09068921667141794,1.1105331592332848,-0.17092637627332896,broad,EWall,25.0,full
0.7,0.09773197751363871,1.1107145332583452,-0.1831569523107568,broad,EWall,25.0,full
0.75,0.1047809752541915,1.1108828048517152,-0.19526084308620473,broad,EWall,25.0,full
0.8,0.11183547539237493,1.111037597042943,-0.20723900471516976,broad,EWall,25.0,full
0.85,0.1188947010093464,1.1111783876051538,-0.21909244184268606,broad,EWall,25.0,full
0.9,0.12595782864886784,1.1113045793001766,-0.23082191087012371,broad,EWall,25.0,full
0.95,0.13302398339181498,1.1114153967798224,-0.2424286106865926,broad,EWall,25.0,full
1.0,0.1400924235152614,1.1115111687130292,-0.25391347869315684,broad,EWall,25.0,full
0.1,0.014029697699407206,1.1267305725581398,-0.016244508024268578,broad,EWall,25.0,IS
0.15,0.021070493190660233,1.1273239150661643,-0.024289763428549382,broad,EWall,25.0,IS
0.2,0.028127997002999505,1.127909110820145,-0.03228408126373905,broad,EWall,25.0,IS
0.25,0.03520172569937263,1.1284851698721312,-0.04022773584213335,broad,EWall,25.0,IS
0.3,0.042291232798846945,1.12905304146215,-0.048120993727788,broad,EWall,25.0,IS
0.35,0.04939601625616419,1.1296119360108716,-0.05596416186728215,broad,EWall,25.0,IS
0.4,0.05651553315619662,1.130160959370676,-0.06375756243966213,broad,EWall,25.0,IS
0.45,0.06364931095384518,1.1307009773824175,-0.07150153001943893,broad,EWall,25.0,IS
0.5,0.0707968146273874,1.1312316171456624,-0.07919634613329829,broad,EWall,25.0,IS
0.55,0.07795747233709727,1.1317522985671271,-0.08684223194727803,broad,EWall,25.0,IS
0.6,0.08513066729673313,1.1322621818081546,-0.09443958484542825,broad,EWall,25.0,IS
0.65,0.09231582018116757,1.132761399381695,-0.1019886221844829,broad,EWall,25.0,IS
0.7,0.0995122653191427,1.1332490475681245,-0.10948978131447995,broad,EWall,25.0,IS
0.75,0.10671936589388897,1.1337249005530656,-0.11694329689221072,broad,EWall,25.0,IS
0.8,0.11393643237048345,1.1341883284684873,-0.12434964515276359,broad,EWall,25.0,IS
0.85,0.12116278792194146,1.1346391957310111,-0.13170884691188423,broad,EWall,25.0,IS
0.9,0.12839765766431244,1.1350767768074779,-0.13902113886363243,broad,EWall,25.0,IS
0.95,0.1356402580425522,1.135500477550778,-0.14628691344217204,broad,EWall,25.0,IS
1.0,0.14288997500759248,1.1359109440642108,-0.153506383677247,broad,EWall,25.0,IS
0.1,0.01364898249244062,1.0919338140489505,-0.027777539718824018,broad,EWall,25.0,OOS
0.15,0.020489750349931724,1.092010688707926,-0.04145997901364429,broad,EWall,25.0,OOS
0.2,0.027340606904306952,1.092076060354607,-0.05500600329356509,broad,EWall,25.0,OOS
0.25,0.03420096357426905,1.0921297104647372,-0.0684165046955092,broad,EWall,25.0,OOS
0.3,0.04107020045779386,1.092171147358647,-0.08169230222925883,broad,EWall,25.0,OOS
0.35,0.047947685656981154,1.0922001158993122,-0.09483425631337883,broad,EWall,25.0,OOS
0.4,0.054832772006576214,1.0922163395451487,-0.10784332851382805,broad,EWall,25.0,OOS
0.45,0.06172479609118886,1.092219590156309,-0.1207203790710476,broad,EWall,25.0,OOS
0.5,0.06862312116843206,1.0922104248855908,-0.13346621076325704,broad,EWall,25.0,OOS
0.55,0.07552700032867565,1.0921876594712303,-0.1460819714295578,broad,EWall,25.0,OOS
0.6,0.08243577916100553,1.0921519109984688,-0.15856846458076224,broad,EWall,25.0,OOS
0.65,0.08934869191007433,1.0921025701019937,-0.17092637627332874,broad,EWall,25.0,OOS
0.7,0.09626497204278528,1.0920390445418924,-0.18315695231075702,broad,EWall,25.0,OOS
0.75,0.10318388195573047,1.0919616381522665,-0.19526084308620473,broad,EWall,25.0,OOS
0.8,0.1101046522321023,1.0918701890462827,-0.20723900471516998,broad,EWall,25.0,OOS
0.85,0.11702642577388667,1.0917638715594629,-0.21909244184268595,broad,EWall,25.0,OOS
0.9,0.12394834140316169,1.09164220597186,-0.23082191087012371,broad,EWall,25.0,OOS
0.95,0.1308694513814721,1.0915042796728083,-0.2424286106865925,broad,EWall,25.0,OOS
1.0,0.13778891144087635,1.0913501695849346,-0.25391347869315706,broad,EWall,25.0,OOS
