item,hmult,fe,centre,n,mean
219,4.0,STANDARDISED,0.425,158,0.0023539333550633428
219,4.0,STANDARDISED,0.45,146,0.0026111914994943505
219,4.0,STANDARDISED,0.475,128,0.00472270425707196
219,4.0,STANDARDISED,0.5,108,0.022154856868472374
219,4.0,STANDARDISED,0.525,99,0.014641020847510424
219,4.0,STANDARDISED,0.55,98,0.016942703411031722
219,4.0,STANDARDISED,0.575,86,0.01698715860737266
219,4.0,STANDARDISED,0.6,90,0.017642924630392343
219,4.0,STANDARDISED,0.625,78,0.017952711997842662
219,4.0,STANDARDISED,0.65,90,0.01665449609428957
219,4.0,STANDARDISED,0.675,84,0.02127314630417791
219,4.0,STANDARDISED,0.7,80,0.02072825521986706
219,4.0,STANDARDISED,0.725,104,0.015676584844008808
219,4.0,STANDARDISED,0.75,95,0.016028174955724502
219,4.0,STANDARDISED,0.775,125,0.01437977004503601
219,4.0,STANDARDISED,0.8,115,0.004988269793759892
219,4.0,STANDARDISED,0.825,116,0.004782267272236037
219,4.0,STANDARDISED,0.85,158,0.003837170600259085
219,4.0,STANDARDISED,0.875,155,0.003217535666837752
219,4.0,STANDARDISED,0.9,251,0.0019461872821474652
219,4.0,STANDARDISED,0.925,223,0.002068106383781483
219,4.0,STANDARDISED,0.95,209,0.0017509339672908877
219,4.0,STANDARDISED,0.975,200,0.0012828756733850109
219,4.0,STANDARDISED,1.0,169,0.0007385781047921853
219,5.0,NONE,0.2,47,0.0050080954038091
219,5.0,NONE,0.225,69,0.002778559999663007
219,5.0,NONE,0.25,94,-0.001348339906108786
219,5.0,NONE,0.275,123,-0.0015140777187639034
219,5.0,NONE,0.3,145,-0.000463693021565956
219,5.0,NONE,0.325,158,-0.0004753188594868507
219,5.0,NONE,0.35,167,0.0009253804726356269
219,5.0,NONE,0.375,171,0.001199542835731156
219,5.0,NONE,0.4,179,0.001839131705449511
219,5.0,NONE,0.425,179,0.002639369873681817
219,5.0,NONE,0.45,175,0.0016755358830469697
219,5.0,NONE,0.475,162,0.0026283491026762393
219,5.0,NONE,0.5,150,0.008058124503912998
219,5.0,NONE,0.525,135,0.011877198418191293
219,5.0,NONE,0.55,112,0.013300411514462688
219,5.0,NONE,0.575,118,0.01683017516827925
219,5.0,NONE,0.6,110,0.016661958877446315
219,5.0,NONE,0.625,117,0.016701551904833172
219,5.0,NONE,0.65,102,0.01749397468832845
219,5.0,NONE,0.675,96,0.018603069914224914
219,5.0,NONE,0.7,116,0.016354230490056656
219,5.0,NONE,0.725,122,0.015273480321479288
219,5.0,NONE,0.75,149,0.0138497190082758
219,5.0,NONE,0.775,135,0.011496266381515255
219,5.0,NONE,0.8,140,0.011042597736380036
219,5.0,NONE,0.825,165,0.007080431009395523
219,5.0,NONE,0.85,179,0.006414202620946688
219,5.0,NONE,0.875,277,0.003992466803504326
219,5.0,NONE,0.9,255,0.0035659903438979104
219,5.0,NONE,0.925,251,0.003210645683977241
219,5.0,NONE,0.95,223,0.0031412153654232517
219,5.0,NONE,0.975,209,0.0026215281243152006
219,5.0,NONE,1.0,200,0.0017720830984214652
219,5.0,WITHIN,0.2,47,0.00040432228240032533
219,5.0,WITHIN,0.225,69,-0.0008462198206188316
219,5.0,WITHIN,0.25,94,-0.004717056019935788
219,5.0,WITHIN,0.275,123,-0.005044415442916713
219,5.0,WITHIN,0.3,145,-0.004072702169829601
219,5.0,WITHIN,0.325,158,-0.004204124722250435
219,5.0,WITHIN,0.35,167,-0.002477425987123646
219,5.0,WITHIN,0.375,171,-0.002124745149457248
219,5.0,WITHIN,0.4,179,-0.0012605869102499628
219,5.0,WITHIN,0.425,179,-0.0004219893927939153
219,5.0,WITHIN,0.45,175,-0.001134547281483848
219,5.0,WITHIN,0.475,162,-0.0004337388978633115
219,5.0,WITHIN,0.5,150,0.004062033930783953
219,5.0,WITHIN,0.525,135,0.007352870205782058
219,5.0,WITHIN,0.55,112,0.008761248310086343
219,5.0,WITHIN,0.575,118,0.011440316516441599
219,5.0,WITHIN,0.6,110,0.010920105588394102
219,5.0,WITHIN,0.625,117,0.009887506731217148
219,5.0,WITHIN,0.65,102,0.010067305857839043
219,5.0,WITHIN,0.675,96,0.010391509630386764
219,5.0,WITHIN,0.7,116,0.008349903786787526
219,5.0,WITHIN,0.725,122,0.0069797317995762675
219,5.0,WITHIN,0.75,149,0.004580590734851548
219,5.0,WITHIN,0.775,135,0.0026176970500626064
219,5.0,WITHIN,0.8,140,0.0023868284286737173
219,5.0,WITHIN,0.825,165,-0.0008307614004152624
219,5.0,WITHIN,0.85,179,-0.0012621958634725183
219,5.0,WITHIN,0.875,277,-0.002586890222798711
219,5.0,WITHIN,0.9,255,-0.0031047471913395164
219,5.0,WITHIN,0.925,251,-0.0033192254802224177
219,5.0,WITHIN,0.95,223,-0.003559835578247843
219,5.0,WITHIN,0.975,209,-0.0039166500013304234
219,5.0,WITHIN,1.0,200,-0.00405084642282301
219,5.0,RECENTRED,0.2,47,0.00598418669671779
219,5.0,RECENTRED,0.225,69,0.0047336445936986314
219,5.0,RECENTRED,0.25,94,0.0008628083943816747
219,5.0,RECENTRED,0.275,123,0.0005354489714007525
219,5.0,RECENTRED,0.3,145,0.0015071622444878632
219,5.0,RECENTRED,0.325,158,0.0013757396920670278
219,5.0,RECENTRED,0.35,167,0.003102438427193817
219,5.0,RECENTRED,0.375,171,0.0034551192648602153
219,5.0,RECENTRED,0.4,179,0.0043192775040675
219,5.0,RECENTRED,0.425,179,0.005157875021523548
219,5.0,RECENTRED,0.45,175,0.0044453171328336155
219,5.0,RECENTRED,0.475,162,0.005146125516454152
219,5.0,RECENTRED,0.5,150,0.009641898345101416
219,5.0,RECENTRED,0.525,135,0.012932734620099523
219,5.0,RECENTRED,0.55,112,0.014341112724403807
219,5.0,RECENTRED,0.575,118,0.017020180930759063
219,5.0,RECENTRED,0.6,110,0.016499970002711563
219,5.0,RECENTRED,0.625,117,0.015467371145534614
219,5.0,RECENTRED,0.65,102,0.015647170272156508
219,5.0,RECENTRED,0.675,96,0.015971374044704226
219,5.0,RECENTRED,0.7,116,0.01392976820110499
219,5.0,RECENTRED,0.725,122,0.012559596213893732
219,5.0,RECENTRED,0.75,149,0.010160455149169013
219,5.0,RECENTRED,0.775,135,0.00819756146438007
219,5.0,RECENTRED,0.8,140,0.007966692842991183
219,5.0,RECENTRED,0.825,165,0.0047491030139022
219,5.0,RECENTRED,0.85,179,0.0043176685508449445
219,5.0,RECENTRED,0.875,277,0.0029929741915187534
219,5.0,RECENTRED,0.9,255,0.0024751172229779475
219,5.0,RECENTRED,0.925,251,0.002260638934095046
219,5.0,RECENTRED,0.95,223,0.002020028836069622
219,5.0,RECENTRED,0.975,209,0.001663214412987039
219,5.0,RECENTRED,1.0,200,0.0015290179914944535
219,5.0,STANDARDISED,0.2,47,0.002512320632274359
219,5.0,STANDARDISED,0.225,69,0.0007683042063075956
219,5.0,STANDARDISED,0.25,94,-0.0023829599935776867
219,5.0,STANDARDISED,0.275,123,-0.0022572841274147095
219,5.0,STANDARDISED,0.3,145,-0.0012927224451600708
219,5.0,STANDARDISED,0.325,158,-0.0007075382478418568
219,5.0,STANDARDISED,0.35,167,0.0012984296034439114
219,5.0,STANDARDISED,0.375,171,0.0014736148940923852
219,5.0,STANDARDISED,0.4,179,0.002703120612365435
219,5.0,STANDARDISED,0.425,179,0.003228003307930377
219,5.0,STANDARDISED,0.45,175,0.0026977260635716776
219,5.0,STANDARDISED,0.475,162,0.018981547128311054
219,5.0,STANDARDISED,0.5,150,0.01183787765646329
219,5.0,STANDARDISED,0.525,135,0.014480273677560265
219,5.0,STANDARDISED,0.55,112,0.015634591845741515
219,5.0,STANDARDISED,0.575,118,0.017110181847484224
219,5.0,STANDARDISED,0.6,110,0.017607843017208517
219,5.0,STANDARDISED,0.625,117,0.01631617729595119
219,5.0,STANDARDISED,0.65,102,0.016583010044621385
219,5.0,STANDARDISED,0.675,96,0.016562166659335312
219,5.0,STANDARDISED,0.7,116,0.016227186074667766
219,5.0,STANDARDISED,0.725,122,0.015456865850604223
219,5.0,STANDARDISED,0.75,149,0.014055319268757954
219,5.0,STANDARDISED,0.775,135,0.014228744515447785
219,5.0,STANDARDISED,0.8,140,0.014141070707659582
219,5.0,STANDARDISED,0.825,165,0.004067648480120936
219,5.0,STANDARDISED,0.85,179,0.0036475985310058887
219,5.0,STANDARDISED,0.875,277,0.0025165661181173983
219,5.0,STANDARDISED,0.9,255,0.002152122750567559
219,5.0,STANDARDISED,0.925,251,0.0019461872821474652
219,5.0,STANDARDISED,0.95,223,0.002068106383781483
219,5.0,STANDARDISED,0.975,209,0.0017509339672908877
219,5.0,STANDARDISED,1.0,200,0.0012828756733850109
167,1.0,NONE,0.05,36,36.33087574042796
167,1.0,NONE,0.1,48,32.79565518484446
167,1.0,NONE,0.15,48,32.79565518484446
167,1.0,NONE,0.2,48,27.722176895528737
167,1.0,NONE,0.3,36,105.1788050289149
167,1.0,NONE,0.4,24,146.6732107843254
167,1.0,NONE,0.53,12,47.50047624225825
167,1.0,NONE,0.7,12,46.31794884906555
167,1.0,NONE,0.85,12,184.87670195786538
167,1.0,NONE,1.0,12,54.00917678234438
167,1.0,WITHIN,0.05,36,-39.39245887352824
167,1.0,WITHIN,0.1,48,-42.927679429111755
167,1.0,WITHIN,0.15,48,-42.927679429111755
167,1.0,WITHIN,0.2,48,-48.001157718427486
167,1.0,WITHIN,0.3,36,29.455470414958686
167,1.0,WITHIN,0.4,24,70.94987617036914
167,1.0,WITHIN,0.53,12,-28.222858371697964
167,1.0,WITHIN,0.7,12,-29.405385764890664
167,1.0,WITHIN,0.85,12,109.15336734390915
167,1.0,WITHIN,1.0,12,-21.71415783161184
167,1.0,RECENTRED,0.05,36,36.33087574042796
167,1.0,RECENTRED,0.1,48,32.79565518484446
167,1.0,RECENTRED,0.15,48,32.79565518484446
167,1.0,RECENTRED,0.2,48,27.72217689552873
167,1.0,RECENTRED,0.3,36,105.17880502891491
167,1.0,RECENTRED,0.4,24,146.67321078432536
167,1.0,RECENTRED,0.53,12,47.50047624225826
167,1.0,RECENTRED,0.7,12,46.31794884906555
167,1.0,RECENTRED,0.85,12,184.87670195786538
167,1.0,RECENTRED,1.0,12,54.009176782344376
167,1.0,STANDARDISED,0.05,36,36.33087574042797
167,1.0,STANDARDISED,0.1,48,32.79565518484447
167,1.0,STANDARDISED,0.15,48,32.79565518484447
167,1.0,STANDARDISED,0.2,48,27.722176895528737
167,1.0,STANDARDISED,0.3,36,105.1788050289149
167,1.0,STANDARDISED,0.4,24,146.6732107843254
167,1.0,STANDARDISED,0.53,12,47.50047624225826
167,1.0,STANDARDISED,0.7,12,46.31794884906556
167,1.0,STANDARDISED,0.85,12,184.87670195786538
167,1.0,STANDARDISED,1.0,12,54.00917678234439
167,2.0,NONE,0.05,48,32.79565518484446
167,2.0,NONE,0.1,60,33.83383022134123
167,2.0,NONE,0.15,60,33.83383022134123
167,2.0,NONE,0.2,72,70.75484038467144
167,2.0,NONE,0.3,60,73.24971975668748
167,2.0,NONE,0.4,48,90.75922283225073
167,2.0,NONE,0.53,36,116.39277209754876
167,2.0,NONE,0.7,36,92.89837568306305
167,2.0,NONE,0.85,36,95.06794252975844
167,2.0,NONE,1.0,24,119.44293937010487
167,2.0,WITHIN,0.05,48,-42.927679429111755
167,2.0,WITHIN,0.1,60,-41.889504392614995
167,2.0,WITHIN,0.15,60,-41.889504392614995
167,2.0,WITHIN,0.2,72,-4.9684942292847785
167,2.0,WITHIN,0.3,60,-2.473614857268736
167,2.0,WITHIN,0.4,48,15.035888218294524
167,2.0,WITHIN,0.53,36,40.66943748359254
167,2.0,WITHIN,0.7,36,17.175041069106843
167,2.0,WITHIN,0.85,36,19.344607915802214
167,2.0,WITHIN,1.0,24,43.71960475614865
167,2.0,RECENTRED,0.05,48,32.79565518484446
167,2.0,RECENTRED,0.1,60,33.83383022134122
167,2.0,RECENTRED,0.15,60,33.83383022134122
167,2.0,RECENTRED,0.2,72,70.75484038467143
167,2.0,RECENTRED,0.3,60,73.24971975668748
167,2.0,RECENTRED,0.4,48,90.75922283225073
167,2.0,RECENTRED,0.53,36,116.39277209754876
167,2.0,RECENTRED,0.7,36,92.89837568306307
167,2.0,RECENTRED,0.85,36,95.06794252975844
167,2.0,RECENTRED,1.0,24,119.44293937010487
167,2.0,STANDARDISED,0.05,48,32.79565518484447
167,2.0,STANDARDISED,0.1,60,33.83383022134123
167,2.0,STANDARDISED,0.15,60,33.83383022134123
167,2.0,STANDARDISED,0.2,72,70.75484038467144
167,2.0,STANDARDISED,0.3,60,73.24971975668748
167,2.0,STANDARDISED,0.4,48,90.75922283225074
167,2.0,STANDARDISED,0.53,36,116.39277209754874
167,2.0,STANDARDISED,0.7,36,92.89837568306305
167,2.0,STANDARDISED,0.85,36,95.06794252975845
167,2.0,STANDARDISED,1.0,24,119.44293937010488
167,3.0,NONE,0.05,60,33.83383022134123
167,3.0,NONE,0.1,72,70.75484038467144
167,3.0,NONE,0.15,72,70.75484038467144
167,3.0,NONE,0.2,72,70.75484038467144
167,3.0,NONE,0.3,84,67.4327883643267
167,3.0,NONE,0.4,84,65.72386055353732
167,3.0,NONE,0.53,48,96.79121166499364
167,3.0,NONE,0.7,60,117.6128390065712
167,3.0,NONE,0.85,36,95.06794252975844
167,3.0,NONE,1.0,36,95.06794252975844
167,3.0,WITHIN,0.05,60,-41.889504392614995
167,3.0,WITHIN,0.1,72,-4.9684942292847785
167,3.0,WITHIN,0.15,72,-4.9684942292847785
167,3.0,WITHIN,0.2,72,-4.9684942292847785
167,3.0,WITHIN,0.3,84,-8.290546249629518
167,3.0,WITHIN,0.4,84,-9.9994740604189
167,3.0,WITHIN,0.53,48,21.06787705103742
167,3.0,WITHIN,0.7,60,41.889504392614995
167,3.0,WITHIN,0.85,36,19.344607915802214
167,3.0,WITHIN,1.0,36,19.344607915802214
167,3.0,RECENTRED,0.05,60,33.83383022134122
167,3.0,RECENTRED,0.1,72,70.75484038467143
167,3.0,RECENTRED,0.15,72,70.75484038467143
167,3.0,RECENTRED,0.2,72,70.75484038467143
167,3.0,RECENTRED,0.3,84,67.4327883643267
167,3.0,RECENTRED,0.4,84,65.7238605535373
167,3.0,RECENTRED,0.53,48,96.79121166499364
167,3.0,RECENTRED,0.7,60,117.61283900657118
167,3.0,RECENTRED,0.85,36,95.06794252975844
167,3.0,RECENTRED,1.0,36,95.06794252975844
167,3.0,STANDARDISED,0.05,60,33.83383022134123
167,3.0,STANDARDISED,0.1,72,70.75484038467144
167,3.0,STANDARDISED,0.15,72,70.75484038467144
167,3.0,STANDARDISED,0.2,72,70.75484038467144
167,3.0,STANDARDISED,0.3,84,67.4327883643267
167,3.0,STANDARDISED,0.4,84,65.72386055353732
167,3.0,STANDARDISED,0.53,48,96.79121166499364
167,3.0,STANDARDISED,0.7,60,117.6128390065712
167,3.0,STANDARDISED,0.85,36,95.06794252975845
167,3.0,STANDARDISED,1.0,36,95.06794252975845
167,4.0,NONE,0.05,72,70.75484038467144
167,4.0,NONE,0.1,72,70.75484038467144
167,4.0,NONE,0.15,84,67.4327883643267
167,4.0,NONE,0.2,84,67.4327883643267
167,4.0,NONE,0.3,96,64.79343342491906
167,4.0,NONE,0.4,96,64.79343342491906
167,4.0,NONE,0.53,84,88.1291229469325
167,4.0,NONE,0.7,72,104.34178756669738
167,4.0,NONE,0.85,48,83.1760759578834
167,4.0,NONE,1.0,36,95.06794252975844
167,4.0,WITHIN,0.05,72,-4.9684942292847785
167,4.0,WITHIN,0.1,72,-4.9684942292847785
167,4.0,WITHIN,0.15,84,-8.290546249629518
167,4.0,WITHIN,0.2,84,-8.290546249629518
167,4.0,WITHIN,0.3,96,-10.929901189037162
167,4.0,WITHIN,0.4,96,-10.929901189037162
167,4.0,WITHIN,0.53,84,12.405788332976291
167,4.0,WITHIN,0.7,72,28.618452952741166
167,4.0,WITHIN,0.85,48,7.45274134392717
167,4.0,WITHIN,1.0,36,19.344607915802214
167,4.0,RECENTRED,0.05,72,70.75484038467143
167,4.0,RECENTRED,0.1,72,70.75484038467143
167,4.0,RECENTRED,0.15,84,67.4327883643267
167,4.0,RECENTRED,0.2,84,67.4327883643267
167,4.0,RECENTRED,0.3,96,64.79343342491904
167,4.0,RECENTRED,0.4,96,64.79343342491904
167,4.0,RECENTRED,0.53,84,88.12912294693248
167,4.0,RECENTRED,0.7,72,104.34178756669739
167,4.0,RECENTRED,0.85,48,83.17607595788338
167,4.0,RECENTRED,1.0,36,95.06794252975844
167,4.0,STANDARDISED,0.05,72,70.75484038467144
167,4.0,STANDARDISED,0.1,72,70.75484038467144
167,4.0,STANDARDISED,0.15,84,67.4327883643267
167,4.0,STANDARDISED,0.2,84,67.4327883643267
167,4.0,STANDARDISED,0.3,96,64.79343342491906
167,4.0,STANDARDISED,0.4,96,64.79343342491906
167,4.0,STANDARDISED,0.53,84,88.12912294693251
167,4.0,STANDARDISED,0.7,72,104.34178756669739
167,4.0,STANDARDISED,0.85,48,83.1760759578834
167,4.0,STANDARDISED,1.0,36,95.06794252975845
167,5.0,NONE,0.05,84,67.4327883643267
167,5.0,NONE,0.1,84,67.4327883643267
167,5.0,NONE,0.15,84,67.4327883643267
167,5.0,NONE,0.2,96,64.79343342491906
167,5.0,NONE,0.3,96,64.79343342491906
167,5.0,NONE,0.4,108,78.13601881746864
167,5.0,NONE,0.53,120,75.72333461395621
167,5.0,NONE,0.7,84,92.60581698832546
167,5.0,NONE,0.85,60,117.6128390065712
167,5.0,NONE,1.0,48,83.1760759578834
167,5.0,WITHIN,0.05,84,-8.290546249629518
167,5.0,WITHIN,0.1,84,-8.290546249629518
167,5.0,WITHIN,0.15,84,-8.290546249629518
167,5.0,WITHIN,0.2,96,-10.929901189037162
167,5.0,WITHIN,0.3,96,-10.929901189037162
167,5.0,WITHIN,0.4,108,2.41268420351243
167,5.0,WITHIN,0.53,120,9.473903143468002e-16
167,5.0,WITHIN,0.7,84,16.88248237436925
167,5.0,WITHIN,0.85,60,41.889504392614995
167,5.0,WITHIN,1.0,48,7.45274134392717
167,5.0,RECENTRED,0.05,84,67.4327883643267
167,5.0,RECENTRED,0.1,84,67.4327883643267
167,5.0,RECENTRED,0.15,84,67.4327883643267
167,5.0,RECENTRED,0.2,96,64.79343342491904
167,5.0,RECENTRED,0.3,96,64.79343342491904
167,5.0,RECENTRED,0.4,108,78.13601881746864
167,5.0,RECENTRED,0.53,120,75.72333461395621
167,5.0,RECENTRED,0.7,84,92.60581698832546
167,5.0,RECENTRED,0.85,60,117.61283900657118
167,5.0,RECENTRED,1.0,48,83.17607595788338
167,5.0,STANDARDISED,0.05,84,67.4327883643267
167,5.0,STANDARDISED,0.1,84,67.4327883643267
167,5.0,STANDARDISED,0.15,84,67.4327883643267
167,5.0,STANDARDISED,0.2,96,64.79343342491906
167,5.0,STANDARDISED,0.3,96,64.79343342491906
167,5.0,STANDARDISED,0.4,108,78.13601881746862
167,5.0,STANDARDISED,0.53,120,75.72333461395621
167,5.0,STANDARDISED,0.7,84,92.60581698832546
167,5.0,STANDARDISED,0.85,60,117.6128390065712
167,5.0,STANDARDISED,1.0,48,83.1760759578834
159B,1.0,NONE,0.05,36,0.04240457284478054
159B,1.0,NONE,0.1,48,0.038402562649608694
159B,1.0,NONE,0.15,48,0.038402562649608694
159B,1.0,NONE,0.2,48,0.03016784469074381
159B,1.0,NONE,0.3,36,0.022127487908055524
159B,1.0,NONE,0.4,24,0.019992965830036697
159B,1.0,NONE,0.53,12,0.011942509725451383
159B,1.0,NONE,0.7,12,0.006831678492037959
159B,1.0,NONE,0.85,12,0.004930862892155135
159B,1.0,NONE,1.0,12,0.0027545521406942626
159B,1.0,WITHIN,0.05,36,0.020398994293895845
159B,1.0,WITHIN,0.1,48,0.016396984098724008
159B,1.0,WITHIN,0.15,48,0.016396984098724008
159B,1.0,WITHIN,0.2,48,0.008162266139859115
159B,1.0,WITHIN,0.3,36,0.00012190935717083142
159B,1.0,WITHIN,0.4,24,-0.0020126127208479946
159B,1.0,WITHIN,0.53,12,-0.01006306882543331
159B,1.0,WITHIN,0.7,12,-0.01517390005884673
159B,1.0,WITHIN,0.85,12,-0.017074715658729558
159B,1.0,WITHIN,1.0,12,-0.01925102641019043
159B,1.0,RECENTRED,0.05,36,0.042404572844780525
159B,1.0,RECENTRED,0.1,48,0.0384025626496087
159B,1.0,RECENTRED,0.15,48,0.0384025626496087
159B,1.0,RECENTRED,0.2,48,0.030167844690743812
159B,1.0,RECENTRED,0.3,36,0.022127487908055524
159B,1.0,RECENTRED,0.4,24,0.019992965830036697
159B,1.0,RECENTRED,0.53,12,0.011942509725451385
159B,1.0,RECENTRED,0.7,12,0.00683167849203796
159B,1.0,RECENTRED,0.85,12,0.004930862892155136
159B,1.0,RECENTRED,1.0,12,0.0027545521406942652
159B,1.0,STANDARDISED,0.05,36,0.04240457284478054
159B,1.0,STANDARDISED,0.1,48,0.038402562649608694
159B,1.0,STANDARDISED,0.15,48,0.038402562649608694
159B,1.0,STANDARDISED,0.2,48,0.03016784469074381
159B,1.0,STANDARDISED,0.3,36,0.02212748790805552
159B,1.0,STANDARDISED,0.4,24,0.019992965830036694
159B,1.0,STANDARDISED,0.53,12,0.011942509725451383
159B,1.0,STANDARDISED,0.7,12,0.006831678492037958
159B,1.0,STANDARDISED,0.85,12,0.004930862892155134
159B,1.0,STANDARDISED,1.0,12,0.0027545521406942626
159B,2.0,NONE,0.05,48,0.038402562649608694
159B,2.0,NONE,0.1,60,0.03515461445108687
159B,2.0,NONE,0.15,60,0.03515461445108687
159B,2.0,NONE,0.2,72,0.03226603037641803
159B,2.0,NONE,0.3,60,0.02769889775320982
159B,2.0,NONE,0.4,48,0.01958124336240449
159B,2.0,NONE,0.53,36,0.012199099406854395
159B,2.0,NONE,0.7,36,0.007901683703214825
159B,2.0,NONE,0.85,36,0.004839031174962452
159B,2.0,NONE,1.0,24,0.003842707516424699
159B,2.0,WITHIN,0.05,48,0.016396984098724008
159B,2.0,WITHIN,0.1,60,0.013149035900202173
159B,2.0,WITHIN,0.15,60,0.013149035900202173
159B,2.0,WITHIN,0.2,72,0.010260451825533336
159B,2.0,WITHIN,0.3,60,0.005693319202325125
159B,2.0,WITHIN,0.4,48,-0.002424335188480203
159B,2.0,WITHIN,0.53,36,-0.009806479144030295
159B,2.0,WITHIN,0.7,36,-0.014103894847669869
159B,2.0,WITHIN,0.85,36,-0.017166547375922235
159B,2.0,WITHIN,1.0,24,-0.01816287103445999
159B,2.0,RECENTRED,0.05,48,0.0384025626496087
159B,2.0,RECENTRED,0.1,60,0.03515461445108688
159B,2.0,RECENTRED,0.15,60,0.03515461445108688
159B,2.0,RECENTRED,0.2,72,0.03226603037641804
159B,2.0,RECENTRED,0.3,60,0.027698897753209818
159B,2.0,RECENTRED,0.4,48,0.01958124336240449
159B,2.0,RECENTRED,0.53,36,0.0121990994068544
159B,2.0,RECENTRED,0.7,36,0.007901683703214828
159B,2.0,RECENTRED,0.85,36,0.004839031174962452
159B,2.0,RECENTRED,1.0,24,0.0038427075164247
159B,2.0,STANDARDISED,0.05,48,0.038402562649608694
159B,2.0,STANDARDISED,0.1,60,0.03515461445108686
159B,2.0,STANDARDISED,0.15,60,0.03515461445108686
159B,2.0,STANDARDISED,0.2,72,0.03226603037641803
159B,2.0,STANDARDISED,0.3,60,0.027698897753209814
159B,2.0,STANDARDISED,0.4,48,0.019581243362404487
159B,2.0,STANDARDISED,0.53,36,0.012199099406854399
159B,2.0,STANDARDISED,0.7,36,0.007901683703214826
159B,2.0,STANDARDISED,0.85,36,0.004839031174962451
159B,2.0,STANDARDISED,1.0,24,0.003842707516424698
159B,3.0,NONE,0.05,60,0.03515461445108687
159B,3.0,NONE,0.1,72,0.03226603037641803
159B,3.0,NONE,0.15,72,0.03226603037641803
159B,3.0,NONE,0.2,72,0.03226603037641803
159B,3.0,NONE,0.3,84,0.029362670283422796
159B,3.0,NONE,0.4,84,0.022466953854791204
159B,3.0,NONE,0.53,48,0.014690029969390684
159B,3.0,NONE,0.7,60,0.008856542650682519
159B,3.0,NONE,0.85,36,0.004839031174962452
159B,3.0,NONE,1.0,36,0.004839031174962452
159B,3.0,WITHIN,0.05,60,0.013149035900202173
159B,3.0,WITHIN,0.1,72,0.010260451825533336
159B,3.0,WITHIN,0.15,72,0.010260451825533336
159B,3.0,WITHIN,0.2,72,0.010260451825533336
159B,3.0,WITHIN,0.3,84,0.007357091732538103
159B,3.0,WITHIN,0.4,84,0.00046137530390651137
159B,3.0,WITHIN,0.53,48,-0.0073155485814940064
159B,3.0,WITHIN,0.7,60,-0.013149035900202171
159B,3.0,WITHIN,0.85,36,-0.017166547375922235
159B,3.0,WITHIN,1.0,36,-0.017166547375922235
159B,3.0,RECENTRED,0.05,60,0.03515461445108688
159B,3.0,RECENTRED,0.1,72,0.03226603037641804
159B,3.0,RECENTRED,0.15,72,0.03226603037641804
159B,3.0,RECENTRED,0.2,72,0.03226603037641804
159B,3.0,RECENTRED,0.3,84,0.029362670283422796
159B,3.0,RECENTRED,0.4,84,0.0224669538547912
159B,3.0,RECENTRED,0.53,48,0.014690029969390686
159B,3.0,RECENTRED,0.7,60,0.008856542650682522
159B,3.0,RECENTRED,0.85,36,0.004839031174962452
159B,3.0,RECENTRED,1.0,36,0.004839031174962452
159B,3.0,STANDARDISED,0.05,60,0.03515461445108686
159B,3.0,STANDARDISED,0.1,72,0.03226603037641803
159B,3.0,STANDARDISED,0.15,72,0.03226603037641803
159B,3.0,STANDARDISED,0.2,72,0.03226603037641803
159B,3.0,STANDARDISED,0.3,84,0.029362670283422793
159B,3.0,STANDARDISED,0.4,84,0.022466953854791204
159B,3.0,STANDARDISED,0.53,48,0.014690029969390684
159B,3.0,STANDARDISED,0.7,60,0.008856542650682517
159B,3.0,STANDARDISED,0.85,36,0.004839031174962451
159B,3.0,STANDARDISED,1.0,36,0.004839031174962451
159B,4.0,NONE,0.05,72,0.03226603037641803
159B,4.0,NONE,0.1,72,0.03226603037641803
159B,4.0,NONE,0.15,84,0.029362670283422796
159B,4.0,NONE,0.2,84,0.029362670283422796
159B,4.0,NONE,0.3,96,0.02654629630949969
159B,4.0,NONE,0.4,96,0.02654629630949969
159B,4.0,NONE,0.53,84,0.01691111382614548
159B,4.0,NONE,0.7,72,0.011074255818402021
159B,4.0,NONE,0.85,48,0.006614900812584684
159B,4.0,NONE,1.0,36,0.004839031174962452
159B,4.0,WITHIN,0.05,72,0.010260451825533336
159B,4.0,WITHIN,0.1,72,0.010260451825533336
159B,4.0,WITHIN,0.15,84,0.007357091732538103
159B,4.0,WITHIN,0.2,84,0.007357091732538103
159B,4.0,WITHIN,0.3,96,0.004540717758614998
159B,4.0,WITHIN,0.4,96,0.004540717758614998
159B,4.0,WITHIN,0.53,84,-0.0050944647247392096
159B,4.0,WITHIN,0.7,72,-0.010931322732482669
159B,4.0,WITHIN,0.85,48,-0.015390677738300005
159B,4.0,WITHIN,1.0,36,-0.017166547375922235
159B,4.0,RECENTRED,0.05,72,0.03226603037641804
159B,4.0,RECENTRED,0.1,72,0.03226603037641804
159B,4.0,RECENTRED,0.15,84,0.029362670283422796
159B,4.0,RECENTRED,0.2,84,0.029362670283422796
159B,4.0,RECENTRED,0.3,96,0.02654629630949969
159B,4.0,RECENTRED,0.4,96,0.02654629630949969
159B,4.0,RECENTRED,0.53,84,0.01691111382614548
159B,4.0,RECENTRED,0.7,72,0.011074255818402025
159B,4.0,RECENTRED,0.85,48,0.006614900812584687
159B,4.0,RECENTRED,1.0,36,0.004839031174962452
159B,4.0,STANDARDISED,0.05,72,0.03226603037641803
159B,4.0,STANDARDISED,0.1,72,0.03226603037641803
