item,hmult,fe,centre,n,mean
103,3.0,NONE,0.5425893527118967,516,0.08140252005652322
103,3.0,NONE,0.5772072787360225,582,0.07926075649943459
103,3.0,NONE,0.6118252047601482,672,0.07353608366357764
103,3.0,NONE,0.6464431307842741,720,0.06986694456574166
103,3.0,NONE,0.6810610568083999,642,0.06683616125771845
103,3.0,NONE,0.7156789828325256,588,0.06696728195236307
103,3.0,NONE,0.7502969088566515,450,0.06550372167171148
103,3.0,NONE,0.7849148348807773,354,0.06232018159227758
103,3.0,NONE,0.819532760904903,216,0.06293193922994159
103,3.0,WITHIN,-0.0112974636741161,12,0.20403451087720623
103,3.0,WITHIN,0.0233204623500097,24,0.2027744917570873
103,3.0,WITHIN,0.057938388374135494,30,0.18456146529418163
103,3.0,WITHIN,0.09255631439826129,30,0.18456146529418163
103,3.0,WITHIN,0.1271742404223871,36,0.15763614840367726
103,3.0,WITHIN,0.1617921664465129,36,0.14386981855655534
103,3.0,WITHIN,0.19641009247063868,54,0.12470673150821333
103,3.0,WITHIN,0.23102801849476448,54,0.09621205544713944
103,3.0,WITHIN,0.2656459445188903,72,0.08835241912633779
103,3.0,WITHIN,0.30026387054301606,102,0.08136081465277951
103,3.0,WITHIN,0.3348817965671419,144,0.06253554235686926
103,3.0,WITHIN,0.3694997225912677,168,0.054242228071248115
103,3.0,WITHIN,0.40411764861539345,198,0.043229135509890215
103,3.0,WITHIN,0.4387355746395193,270,0.03122596530344192
103,3.0,WITHIN,0.47335350066364507,360,0.017469067343165383
103,3.0,WITHIN,0.5079714266877708,432,0.008116053210209646
103,3.0,WITHIN,0.5425893527118967,516,-0.0011446108442312627
103,3.0,WITHIN,0.5772072787360225,582,-0.0057857490486602076
103,3.0,WITHIN,0.6118252047601482,672,-0.012945438933448739
103,3.0,WITHIN,0.6464431307842741,720,-0.01970853075409367
103,3.0,WITHIN,0.6810610568083999,642,-0.024305428927217248
103,3.0,WITHIN,0.7156789828325256,588,-0.029492826599012797
103,3.0,WITHIN,0.7502969088566515,450,-0.03418788844965477
103,3.0,WITHIN,0.7849148348807773,354,-0.037777163752011046
103,3.0,WITHIN,0.819532760904903,216,-0.04186394212801252
103,3.0,RECENTRED,-0.0112974636741161,12,0.29483297549095355
103,3.0,RECENTRED,0.0233204623500097,24,0.29357295637083464
103,3.0,RECENTRED,0.057938388374135494,30,0.27535992990792896
103,3.0,RECENTRED,0.09255631439826129,30,0.27535992990792896
103,3.0,RECENTRED,0.1271742404223871,36,0.24843461301742462
103,3.0,RECENTRED,0.1617921664465129,36,0.23466828317030272
103,3.0,RECENTRED,0.19641009247063868,54,0.21550519612196067
103,3.0,RECENTRED,0.23102801849476448,54,0.18701052006088684
103,3.0,RECENTRED,0.2656459445188903,72,0.17915088374008514
103,3.0,RECENTRED,0.30026387054301606,102,0.17215927926652685
103,3.0,RECENTRED,0.3348817965671419,144,0.1533340069706166
103,3.0,RECENTRED,0.3694997225912677,168,0.14504069268499548
103,3.0,RECENTRED,0.40411764861539345,198,0.13402760012363757
103,3.0,RECENTRED,0.4387355746395193,270,0.12202442991718927
103,3.0,RECENTRED,0.47335350066364507,360,0.10826753195691273
103,3.0,RECENTRED,0.5079714266877708,432,0.09891451782395701
103,3.0,RECENTRED,0.5425893527118967,516,0.0896538537695161
103,3.0,RECENTRED,0.5772072787360225,582,0.08501271556508715
103,3.0,RECENTRED,0.6118252047601482,672,0.07785302568029862
103,3.0,RECENTRED,0.6464431307842741,720,0.07108993385965369
103,3.0,RECENTRED,0.6810610568083999,642,0.0664930356865301
103,3.0,RECENTRED,0.7156789828325256,588,0.061305638014734556
103,3.0,RECENTRED,0.7502969088566515,450,0.05661057616409258
103,3.0,RECENTRED,0.7849148348807773,354,0.05302130086173631
103,3.0,RECENTRED,0.819532760904903,216,0.04893452248573484
103,3.0,STANDARDISED,-0.0112974636741161,12,0.32145115797072366
103,3.0,STANDARDISED,0.0233204623500097,24,0.3187044950490538
103,3.0,STANDARDISED,0.057938388374135494,30,0.263002321920488
103,3.0,STANDARDISED,0.09255631439826129,30,0.263002321920488
103,3.0,STANDARDISED,0.1271742404223871,36,0.2484346130174246
103,3.0,STANDARDISED,0.1617921664465129,36,0.2346682831703027
103,3.0,STANDARDISED,0.19641009247063868,54,0.21576369796269299
103,3.0,STANDARDISED,0.23102801849476448,54,0.1879297524800862
103,3.0,STANDARDISED,0.2656459445188903,72,0.17953863650118357
103,3.0,STANDARDISED,0.30026387054301606,102,0.1730662845253351
103,3.0,STANDARDISED,0.3348817965671419,144,0.15347398576478993
103,3.0,STANDARDISED,0.3694997225912677,168,0.14601692406629466
103,3.0,STANDARDISED,0.40411764861539345,198,0.13448869834986132
103,3.0,STANDARDISED,0.4387355746395193,270,0.12454942227624216
103,3.0,STANDARDISED,0.47335350066364507,360,0.10971628424506537
103,3.0,STANDARDISED,0.5079714266877708,432,0.10088583935488113
103,3.0,STANDARDISED,0.5425893527118967,516,0.09061494990633982
103,3.0,STANDARDISED,0.5772072787360225,582,0.08541188295438351
103,3.0,STANDARDISED,0.6118252047601482,672,0.077783081046569
103,3.0,STANDARDISED,0.6464431307842741,720,0.07096726245211452
103,3.0,STANDARDISED,0.6810610568083999,642,0.0664596549009529
103,3.0,STANDARDISED,0.7156789828325256,588,0.06259986993953635
103,3.0,STANDARDISED,0.7502969088566515,450,0.059147005305765624
103,3.0,STANDARDISED,0.7849148348807773,354,0.05562400289949031
103,3.0,STANDARDISED,0.819532760904903,216,0.05257744604859889
103,4.0,NONE,-0.0112974636741161,24,0.31870449504905385
103,4.0,NONE,0.0233204623500097,30,0.2852831911719144
103,4.0,NONE,0.057938388374135494,30,0.2852831911719144
103,4.0,NONE,0.09255631439826129,42,0.26236195674931095
103,4.0,NONE,0.1271742404223871,48,0.256364001870408
103,4.0,NONE,0.1617921664465129,60,0.22388495784650547
103,4.0,NONE,0.19641009247063868,66,0.21120758514323126
103,4.0,NONE,0.23102801849476448,90,0.1958651518621552
103,4.0,NONE,0.2656459445188903,108,0.17550949056291817
103,4.0,NONE,0.30026387054301606,156,0.15744205383617552
103,4.0,NONE,0.3348817965671419,186,0.14973242437388348
103,4.0,NONE,0.3694997225912677,222,0.1377075763782628
103,4.0,NONE,0.40411764861539345,300,0.1222506529188099
103,4.0,NONE,0.4387355746395193,396,0.10926123637427394
103,4.0,NONE,0.47335350066364507,486,0.09758426940729532
103,4.0,NONE,0.5079714266877708,600,0.08939646486587356
103,4.0,NONE,0.5425893527118967,666,0.0839858169510484
103,4.0,NONE,0.5772072787360225,750,0.07718276830369168
103,4.0,NONE,0.6118252047601482,852,0.07379828800945631
103,4.0,NONE,0.6464431307842741,840,0.07154123164030528
103,4.0,NONE,0.6810610568083999,804,0.06917806376817713
103,4.0,NONE,0.7156789828325256,690,0.06641120006549328
103,4.0,NONE,0.7502969088566515,588,0.06696728195236307
103,4.0,NONE,0.7849148348807773,450,0.06550372167171148
103,4.0,NONE,0.819532760904903,354,0.06232018159227758
103,4.0,WITHIN,-0.0112974636741161,24,0.2027744917570873
103,4.0,WITHIN,0.0233204623500097,30,0.18456146529418163
103,4.0,WITHIN,0.057938388374135494,30,0.18456146529418163
103,4.0,WITHIN,0.09255631439826129,42,0.16595359282330482
103,4.0,WITHIN,0.1271742404223871,48,0.1589109916367181
103,4.0,WITHIN,0.1617921664465129,60,0.13145713459872624
103,4.0,WITHIN,0.19641009247063868,66,0.11535794948165382
103,4.0,WITHIN,0.23102801849476448,90,0.10499782228216994
103,4.0,WITHIN,0.2656459445188903,108,0.08304684491887836
103,4.0,WITHIN,0.30026387054301606,156,0.06691233999450338
103,4.0,WITHIN,0.3348817965671419,186,0.060234290084444635
103,4.0,WITHIN,0.3694997225912677,222,0.0485220520916642
103,4.0,WITHIN,0.40411764861539345,300,0.03621773943227492
103,4.0,WITHIN,0.4387355746395193,396,0.022738648352250788
103,4.0,WITHIN,0.47335350066364507,486,0.014978895563588265
103,4.0,WITHIN,0.5079714266877708,600,0.00581055277737146
103,4.0,WITHIN,0.5425893527118967,666,-0.000694491118914483
103,4.0,WITHIN,0.5772072787360225,750,-0.009243409997756363
103,4.0,WITHIN,0.6118252047601482,852,-0.014598021865298884
103,4.0,WITHIN,0.6464431307842741,840,-0.018046368398500504
103,4.0,WITHIN,0.6810610568083999,804,-0.023001305259011125
103,4.0,WITHIN,0.7156789828325256,690,-0.02635809040501639
103,4.0,WITHIN,0.7502969088566515,588,-0.029492826599012797
103,4.0,WITHIN,0.7849148348807773,450,-0.03418788844965477
103,4.0,WITHIN,0.819532760904903,354,-0.037777163752011046
103,4.0,RECENTRED,-0.0112974636741161,24,0.29357295637083464
103,4.0,RECENTRED,0.0233204623500097,30,0.27535992990792896
103,4.0,RECENTRED,0.057938388374135494,30,0.27535992990792896
103,4.0,RECENTRED,0.09255631439826129,42,0.25675205743705215
103,4.0,RECENTRED,0.1271742404223871,48,0.24970945625046545
103,4.0,RECENTRED,0.1617921664465129,60,0.22225559921247356
103,4.0,RECENTRED,0.19641009247063868,66,0.20615641409540114
103,4.0,RECENTRED,0.23102801849476448,90,0.1957962868959173
103,4.0,RECENTRED,0.2656459445188903,108,0.1738453095326257
103,4.0,RECENTRED,0.30026387054301606,156,0.15771080460825077
103,4.0,RECENTRED,0.3348817965671419,186,0.15103275469819202
103,4.0,RECENTRED,0.3694997225912677,222,0.13932051670541157
103,4.0,RECENTRED,0.40411764861539345,300,0.1270162040460223
103,4.0,RECENTRED,0.4387355746395193,396,0.11353711296599814
103,4.0,RECENTRED,0.47335350066364507,486,0.10577736017733562
103,4.0,RECENTRED,0.5079714266877708,600,0.09660901739111881
103,4.0,RECENTRED,0.5425893527118967,666,0.09010397349483287
103,4.0,RECENTRED,0.5772072787360225,750,0.08155505461599101
103,4.0,RECENTRED,0.6118252047601482,852,0.07620044274844848
103,4.0,RECENTRED,0.6464431307842741,840,0.07275209621524685
103,4.0,RECENTRED,0.6810610568083999,804,0.06779715935473624
103,4.0,RECENTRED,0.7156789828325256,690,0.06444037420873096
103,4.0,RECENTRED,0.7502969088566515,588,0.061305638014734556
103,4.0,RECENTRED,0.7849148348807773,450,0.05661057616409258
103,4.0,RECENTRED,0.819532760904903,354,0.05302130086173631
103,4.0,STANDARDISED,-0.0112974636741161,24,0.3187044950490538
103,4.0,STANDARDISED,0.0233204623500097,30,0.263002321920488
103,4.0,STANDARDISED,0.057938388374135494,30,0.263002321920488
103,4.0,STANDARDISED,0.09255631439826129,42,0.2557125712142574
103,4.0,STANDARDISED,0.1271742404223871,48,0.24524813657542033
103,4.0,STANDARDISED,0.1617921664465129,60,0.2201000518462015
103,4.0,STANDARDISED,0.19641009247063868,66,0.20520687374871185
103,4.0,STANDARDISED,0.23102801849476448,90,0.19586515186215514
103,4.0,STANDARDISED,0.2656459445188903,108,0.17554425445893018
103,4.0,STANDARDISED,0.30026387054301606,156,0.1586069182771611
103,4.0,STANDARDISED,0.3348817965671419,186,0.15197027512654293
103,4.0,STANDARDISED,0.3694997225912677,222,0.13949713718562975
103,4.0,STANDARDISED,0.40411764861539345,300,0.12917815801785418
103,4.0,STANDARDISED,0.4387355746395193,396,0.11509795310134516
103,4.0,STANDARDISED,0.47335350066364507,486,0.10817679494411914
103,4.0,STANDARDISED,0.5079714266877708,600,0.09800809113318165
103,4.0,STANDARDISED,0.5425893527118967,666,0.09056696284085605
103,4.0,STANDARDISED,0.5772072787360225,750,0.0814087915405
103,4.0,STANDARDISED,0.6118252047601482,852,0.076018797647307
103,4.0,STANDARDISED,0.6464431307842741,840,0.0726583030290352
103,4.0,STANDARDISED,0.6810610568083999,804,0.06801322710636094
103,4.0,STANDARDISED,0.7156789828325256,690,0.06478955203752351
103,4.0,STANDARDISED,0.7502969088566515,588,0.06259986993953635
103,4.0,STANDARDISED,0.7849148348807773,450,0.059147005305765624
103,4.0,STANDARDISED,0.819532760904903,354,0.05562400289949031
103,5.0,NONE,-0.0112974636741161,30,0.2852831911719144
103,5.0,NONE,0.0233204623500097,30,0.2852831911719144
103,5.0,NONE,0.057938388374135494,42,0.26236195674931095
103,5.0,NONE,0.09255631439826129,48,0.256364001870408
103,5.0,NONE,0.1271742404223871,66,0.23497959978233493
103,5.0,NONE,0.1617921664465129,78,0.2281681348089993
103,5.0,NONE,0.19641009247063868,96,0.20218459842082162
103,5.0,NONE,0.23102801849476448,120,0.18955432471936476
103,5.0,NONE,0.2656459445188903,174,0.16817265653995478
103,5.0,NONE,0.30026387054301606,192,0.14979072285167952
103,5.0,NONE,0.3348817965671419,234,0.14116148890721353
103,5.0,NONE,0.3694997225912677,318,0.12711374915177712
103,5.0,NONE,0.40411764861539345,420,0.11370690715803695
103,5.0,NONE,0.4387355746395193,516,0.10255348325051918
103,5.0,NONE,0.47335350066364507,636,0.09373349512127782
103,5.0,NONE,0.5079714266877708,720,0.08991857282815102
103,5.0,NONE,0.5425893527118967,834,0.08335881870279009
103,5.0,NONE,0.5772072787360225,936,0.07765057178502573
103,5.0,NONE,0.6118252047601482,918,0.07469004638747388
103,5.0,NONE,0.6464431307842741,936,0.0728537441948047
103,5.0,NONE,0.6810610568083999,888,0.07095669717972022
103,5.0,NONE,0.7156789828325256,804,0.06917806376817713
103,5.0,NONE,0.7502969088566515,690,0.06641120006549328
103,5.0,NONE,0.7849148348807773,588,0.06696728195236307
103,5.0,NONE,0.819532760904903,450,0.06550372167171148
103,5.0,WITHIN,-0.0112974636741161,30,0.18456146529418163
103,5.0,WITHIN,0.0233204623500097,30,0.18456146529418163
103,5.0,WITHIN,0.057938388374135494,42,0.16595359282330482
103,5.0,WITHIN,0.09255631439826129,48,0.1589109916367181
103,5.0,WITHIN,0.1271742404223871,66,0.1391299641207575
103,5.0,WITHIN,0.1617921664465129,78,0.1290004973886619
103,5.0,WITHIN,0.19641009247063868,96,0.11044863104036821
103,5.0,WITHIN,0.23102801849476448,120,0.09489360769068736
103,5.0,WITHIN,0.2656459445188903,174,0.07773997050253736
103,5.0,WITHIN,0.30026387054301606,192,0.06184288600188571
103,5.0,WITHIN,0.3348817965671419,234,0.052158557709841055
103,5.0,WITHIN,0.3694997225912677,318,0.04074278449502987
103,5.0,WITHIN,0.40411764861539345,420,0.02670721781162501
103,5.0,WITHIN,0.4387355746395193,516,0.01882568690243615
103,5.0,WITHIN,0.47335350066364507,636,0.009751528569771462
103,5.0,WITHIN,0.5079714266877708,720,0.004598718294300396
103,5.0,WITHIN,0.5425893527118967,834,-0.0034239887725072723
103,5.0,WITHIN,0.5772072787360225,936,-0.01018455103430711
103,5.0,WITHIN,0.6118252047601482,918,-0.014588422646819326
103,5.0,WITHIN,0.6464431307842741,936,-0.017885066148004437
103,5.0,WITHIN,0.6810610568083999,888,-0.01997966944023452
103,5.0,WITHIN,0.7156789828325256,804,-0.023001305259011125
103,5.0,WITHIN,0.7502969088566515,690,-0.02635809040501639
103,5.0,WITHIN,0.7849148348807773,588,-0.029492826599012797
103,5.0,WITHIN,0.819532760904903,450,-0.03418788844965477
103,5.0,RECENTRED,-0.0112974636741161,30,0.27535992990792896
103,5.0,RECENTRED,0.0233204623500097,30,0.27535992990792896
103,5.0,RECENTRED,0.057938388374135494,42,0.25675205743705215
103,5.0,RECENTRED,0.09255631439826129,48,0.24970945625046545
103,5.0,RECENTRED,0.1271742404223871,66,0.22992842873450484
103,5.0,RECENTRED,0.1617921664465129,78,0.21979896200240923
103,5.0,RECENTRED,0.19641009247063868,96,0.20124709565411555
103,5.0,RECENTRED,0.23102801849476448,120,0.18569207230443474
103,5.0,RECENTRED,0.2656459445188903,174,0.16853843511628475
103,5.0,RECENTRED,0.30026387054301606,192,0.15264135061563308
103,5.0,RECENTRED,0.3348817965671419,234,0.14295702232358842
103,5.0,RECENTRED,0.3694997225912677,318,0.1315412491087772
103,5.0,RECENTRED,0.40411764861539345,420,0.11750568242537235
103,5.0,RECENTRED,0.4387355746395193,516,0.10962415151618352
103,5.0,RECENTRED,0.47335350066364507,636,0.10054999318351882
103,5.0,RECENTRED,0.5079714266877708,720,0.09539718290804776
103,5.0,RECENTRED,0.5425893527118967,834,0.08737447584124008
103,5.0,RECENTRED,0.5772072787360225,936,0.08061391357944024
103,5.0,RECENTRED,0.6118252047601482,918,0.07621004196692802
103,5.0,RECENTRED,0.6464431307842741,936,0.07291339846574292
103,5.0,RECENTRED,0.6810610568083999,888,0.07081879517351283
103,5.0,RECENTRED,0.7156789828325256,804,0.06779715935473624
103,5.0,RECENTRED,0.7502969088566515,690,0.06444037420873096
103,5.0,RECENTRED,0.7849148348807773,588,0.061305638014734556
103,5.0,RECENTRED,0.819532760904903,450,0.05661057616409258
103,5.0,STANDARDISED,-0.0112974636741161,30,0.263002321920488
103,5.0,STANDARDISED,0.0233204623500097,30,0.263002321920488
103,5.0,STANDARDISED,0.057938388374135494,42,0.2557125712142574
103,5.0,STANDARDISED,0.09255631439826129,48,0.24524813657542033
103,5.0,STANDARDISED,0.1271742404223871,66,0.22699788716789024
103,5.0,STANDARDISED,0.1617921664465129,78,0.21630558995566587
103,5.0,STANDARDISED,0.19641009247063868,96,0.1997094471424698
103,5.0,STANDARDISED,0.23102801849476448,120,0.18627840864398376
103,5.0,STANDARDISED,0.2656459445188903,174,0.16934944692224038
103,5.0,STANDARDISED,0.30026387054301606,192,0.1538869716229112
103,5.0,STANDARDISED,0.3348817965671419,234,0.1434073834225496
103,5.0,STANDARDISED,0.3694997225912677,318,0.13358253312479829
103,5.0,STANDARDISED,0.40411764861539345,420,0.11900122662302523
103,5.0,STANDARDISED,0.4387355746395193,516,0.1120839092290459
103,5.0,STANDARDISED,0.47335350066364507,636,0.10217463074344778
103,5.0,STANDARDISED,0.5079714266877708,720,0.09617567441485976
103,5.0,STANDARDISED,0.5425893527118967,834,0.08750920124560455
103,5.0,STANDARDISED,0.5772072787360225,936,0.08039093660454047
103,5.0,STANDARDISED,0.6118252047601482,918,0.07598414490631451
103,5.0,STANDARDISED,0.6464431307842741,936,0.07285374419480468
103,5.0,STANDARDISED,0.6810610568083999,888,0.07088445360042113
103,5.0,STANDARDISED,0.7156789828325256,804,0.06801322710636094
103,5.0,STANDARDISED,0.7502969088566515,690,0.06478955203752351
103,5.0,STANDARDISED,0.7849148348807773,588,0.06259986993953635
103,5.0,STANDARDISED,0.819532760904903,450,0.059147005305765624
61,1.0,NONE,0.2588096808724951,72,-0.09171729701383671
61,1.0,NONE,0.606418262279919,144,-0.08173765870751971
61,1.0,NONE,0.954026843687343,120,-0.06573842576104336
61,1.0,NONE,1.301635425094767,88,-0.06129996486503864
61,1.0,NONE,1.649244006502191,56,-0.06556168860919087
61,1.0,NONE,1.9968525879096148,40,-0.06438341725348598
61,1.0,NONE,2.344461169317039,48,-0.06258408272860493
61,1.0,NONE,2.6920697507244626,24,-0.05949127321931217
61,1.0,NONE,3.0396783321318868,16,-0.04133039353784827
61,1.0,NONE,3.387286913539311,24,-0.07301638742943786
61,1.0,NONE,3.7348954949467346,24,-0.09212890268375495
61,1.0,NONE,4.082504076354159,16,-0.06999916641932388
61,1.0,NONE,4.430112657761583,0,
61,1.0,NONE,4.777721239169006,0,
61,1.0,NONE,5.125329820576431,0,
61,1.0,NONE,5.472938401983855,8,-0.07690276154435356
61,1.0,NONE,5.820546983391278,16,-0.11403444341951174
61,1.0,NONE,6.1681555647987025,8,-0.1511661252946699
61,1.0,NONE,6.515764146206127,0,
61,1.0,NONE,6.86337272761355,8,-0.05262399084365317
61,1.0,NONE,7.2109813090209745,24,-0.04444617079879975
61,1.0,NONE,7.558589890428399,32,-0.08989658388425387
61,1.0,NONE,7.906198471835822,16,-0.13943590699213468
61,1.0,NONE,8.253807053243246,16,-0.08925638049281148
61,1.0,NONE,8.601415634650671,16,-0.08925638049281148
61,1.0,WITHIN,0.2588096808724951,72,-0.011383646546295922
61,1.0,WITHIN,0.606418262279919,144,-0.0040825212628824254
61,1.0,WITHIN,0.954026843687343,120,0.0028344347774078424
61,1.0,WITHIN,1.301635425094767,88,0.008579953357301504
61,1.0,WITHIN,1.649244006502191,56,0.017424045554447178
61,1.0,WITHIN,1.9968525879096148,40,0.018591745179429575
61,1.0,WITHIN,2.344461169317039,48,0.016379477012876842
61,1.0,WITHIN,2.6920697507244626,24,0.015485351202421607
61,1.0,WITHIN,3.0396783321318868,16,0.005614346787220549
61,1.0,WITHIN,3.387286913539311,24,0.0019602369922959175
61,1.0,WITHIN,3.7348954949467346,24,-0.009178407622525224
61,1.0,WITHIN,4.082504076354159,16,-0.011093620135011155
61,1.0,WITHIN,4.430112657761583,0,
61,1.0,WITHIN,4.777721239169006,0,
61,1.0,WITHIN,5.125329820576431,0,
61,1.0,WITHIN,5.472938401983855,8,-0.04191882717852864
61,1.0,WITHIN,5.820546983391278,16,-0.031022279929067427
61,1.0,WITHIN,6.1681555647987025,8,-0.020125732679606205
61,1.0,WITHIN,6.515764146206127,0,
61,1.0,WITHIN,6.86337272761355,8,0.006281555440659556
61,1.0,WITHIN,7.2109813090209745,24,-0.0014883657934788928
61,1.0,WITHIN,7.558589890428399,32,-0.006884420393809552
61,1.0,WITHIN,7.906198471835822,16,-0.008395514377070987
61,1.0,WITHIN,8.253807053243246,16,-0.030350834208498746
61,1.0,WITHIN,8.601415634650671,16,-0.030350834208498746
61,1.0,RECENTRED,0.2588096808724951,72,-0.0863602709680297
61,1.0,RECENTRED,0.606418262279919,144,-0.0790591456846162
61,1.0,RECENTRED,0.954026843687343,120,-0.07214218964432595
61,1.0,RECENTRED,1.301635425094767,88,-0.06639667106443228
61,1.0,RECENTRED,1.649244006502191,56,-0.0575525788672866
61,1.0,RECENTRED,1.9968525879096148,40,-0.056384879242304196
61,1.0,RECENTRED,2.344461169317039,48,-0.058597147408856944
61,1.0,RECENTRED,2.6920697507244626,24,-0.05949127321931217
61,1.0,RECENTRED,3.0396783321318868,16,-0.06936227763451323
61,1.0,RECENTRED,3.387286913539311,24,-0.07301638742943786
61,1.0,RECENTRED,3.7348954949467346,24,-0.084155032044259
61,1.0,RECENTRED,4.082504076354159,16,-0.08607024455674493
61,1.0,RECENTRED,4.430112657761583,0,
61,1.0,RECENTRED,4.777721239169006,0,
61,1.0,RECENTRED,5.125329820576431,0,
61,1.0,RECENTRED,5.472938401983855,8,-0.11689545160026242
61,1.0,RECENTRED,5.820546983391278,16,-0.1059989043508012
61,1.0,RECENTRED,6.1681555647987025,8,-0.09510235710133998
61,1.0,RECENTRED,6.515764146206127,0,
61,1.0,RECENTRED,6.86337272761355,8,-0.06869506898107422
61,1.0,RECENTRED,7.2109813090209745,24,-0.07646499021521268
61,1.0,RECENTRED,7.558589890428399,32,-0.08186104481554332
61,1.0,RECENTRED,7.906198471835822,16,-0.08337213879880476
61,1.0,RECENTRED,8.253807053243246,16,-0.10532745863023253
61,1.0,RECENTRED,8.601415634650671,16,-0.10532745863023253
61,1.0,STANDARDISED,0.2588096808724951,72,-0.10324696799891601
61,1.0,STANDARDISED,0.606418262279919,144,-0.08040845810991992
61,1.0,STANDARDISED,0.954026843687343,120,-0.07106569385503003
61,1.0,STANDARDISED,1.301635425094767,88,-0.06695436901968665
61,1.0,STANDARDISED,1.649244006502191,56,-0.055148081645433736
61,1.0,STANDARDISED,1.9968525879096148,40,-0.05303923339346228
61,1.0,STANDARDISED,2.344461169317039,48,-0.05814660528354986
61,1.0,STANDARDISED,2.6920697507244626,24,-0.05949127321931216
61,1.0,STANDARDISED,3.0396783321318868,16,-0.04133039353784828
61,1.0,STANDARDISED,3.387286913539311,24,-0.07301638742943785
61,1.0,STANDARDISED,3.7348954949467346,24,-0.10319377081597046
61,1.0,STANDARDISED,4.082504076354159,16,-0.06999916641932388
61,1.0,STANDARDISED,4.430112657761583,0,
61,1.0,STANDARDISED,4.777721239169006,0,
61,1.0,STANDARDISED,5.125329820576431,0,
61,1.0,STANDARDISED,5.472938401983855,8,-0.07690276154435356
61,1.0,STANDARDISED,5.820546983391278,16,-0.11403444341951174
61,1.0,STANDARDISED,6.1681555647987025,8,-0.1511661252946699
61,1.0,STANDARDISED,6.515764146206127,0,
61,1.0,STANDARDISED,6.86337272761355,8,-0.05262399084365317
61,1.0,STANDARDISED,7.2109813090209745,24,-0.046490625810013106
61,1.0,STANDARDISED,7.558589890428399,32,-0.08989658388425385
61,1.0,STANDARDISED,7.906198471835822,16,-0.13943590699213468
61,1.0,STANDARDISED,8.253807053243246,16,-0.08925638049281148
61,1.0,STANDARDISED,8.601415634650671,16,-0.08925638049281148
61,2.0,NONE,0.2588096808724951,144,-0.08173765870751971
61,2.0,NONE,0.606418262279919,192,-0.07548050248084086
61,2.0,NONE,0.954026843687343,232,-0.07398543000864759
61,2.0,NONE,1.301635425094767,176,-0.06568219121272666
61,2.0,NONE,1.649244006502191,128,-0.06226354373642844
61,2.0,NONE,1.9968525879096148,104,-0.06418740897199736
61,2.0,NONE,2.344461169317039,64,-0.0625488632406708
61,2.0,NONE,2.6920697507244626,64,-0.05727066043091576
61,2.0,NONE,3.0396783321318868,48,-0.06625383032437503
61,2.0,NONE,3.387286913539311,40,-0.07180949902539227
61,2.0,NONE,3.7348954949467346,40,-0.07180949902539227
61,2.0,NONE,4.082504076354159,24,-0.09212890268375495
61,2.0,NONE,4.430112657761583,16,-0.06999916641932388
61,2.0,NONE,4.777721239169006,0,
61,2.0,NONE,5.125329820576431,8,-0.07690276154435356
61,2.0,NONE,5.472938401983855,16,-0.11403444341951174
61,2.0,NONE,5.820546983391278,16,-0.11403444341951174
61,2.0,NONE,6.1681555647987025,16,-0.11403444341951174
61,2.0,NONE,6.515764146206127,16,-0.10189505806916155
61,2.0,NONE,6.86337272761355,24,-0.04444617079879975
61,2.0,NONE,7.2109813090209745,40,-0.08244206527613372
61,2.0,NONE,7.558589890428399,40,-0.08244206527613372
61,2.0,NONE,7.906198471835822,48,-0.08968318275377307
61,2.0,NONE,8.253807053243246,32,-0.11434614374247308
61,2.0,NONE,8.601415634650671,16,-0.08925638049281148
61,2.0,WITHIN,0.2588096808724951,144,-0.0040825212628824254
61,2.0,WITHIN,0.606418262279919,192,-0.00249734571898107
61,2.0,WITHIN,0.954026843687343,232,0.0007204863516701002
61,2.0,WITHIN,1.301635425094767,176,0.007476583661011268
61,2.0,WITHIN,1.649244006502191,128,0.011708638301716527
61,2.0,WITHIN,1.9968525879096148,104,0.016941936996799332
61,2.0,WITHIN,2.344461169317039,64,0.017426847438051587
61,2.0,WITHIN,2.6920697507244626,64,0.013688194456462766
61,2.0,WITHIN,3.0396783321318868,48,0.008722794097358759
61,2.0,WITHIN,3.387286913539311,40,-0.0032613058586269143
61,2.0,WITHIN,3.7348954949467346,40,-0.0032613058586269143
61,2.0,WITHIN,4.082504076354159,24,-0.009178407622525224
61,2.0,WITHIN,4.430112657761583,16,-0.011093620135011155
61,2.0,WITHIN,4.777721239169006,0,
61,2.0,WITHIN,5.125329820576431,8,-0.04191882717852864
61,2.0,WITHIN,5.472938401983855,16,-0.031022279929067427
61,2.0,WITHIN,5.820546983391278,16,-0.031022279929067427
61,2.0,WITHIN,6.1681555647987025,16,-0.031022279929067427
61,2.0,WITHIN,6.515764146206127,16,-0.006922088619473322
61,2.0,WITHIN,6.86337272761355,24,-0.0014883657934788928
61,2.0,WITHIN,7.2109813090209745,40,-0.004251225226915731
61,2.0,WITHIN,7.558589890428399,40,-0.004251225226915731
61,2.0,WITHIN,7.906198471835822,48,-0.014706558332039285
61,2.0,WITHIN,8.253807053243246,32,-0.01937317429278487
61,2.0,WITHIN,8.601415634650671,16,-0.030350834208498746
61,2.0,RECENTRED,0.2588096808724951,144,-0.0790591456846162
61,2.0,RECENTRED,0.606418262279919,192,-0.07747397014071485
61,2.0,RECENTRED,0.954026843687343,232,-0.07425613807006368
