channel,claim_set,d,d_td,label,n,pass4a_o,pass4a_n,flip4a,decay4a,birth4a,decay4a_rate,flip4a_rate,pass4a_v1_o,pass4a_v1_n,flip4a_v1,decay4a_v1,birth4a_v1,decay4a_v1_rate,flip4a_v1_rate,pass4b_o,pass4b_n,flip4b,decay4b,birth4b,decay4b_rate,flip4b_rate,pair,note
B,FLAT,1,1,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-08_9ee888f->2026-09-09_7a93b07,clean
B,ALL,2,2,clean,848,0,0,0,0,0,,0.0,340,342,2,0,2,0.0,0.0023584905660377358,155,157,2,0,2,0.0,0.0023584905660377358,2026-09-08_9ee888f->2026-09-10_60e8c36,clean
B,BAND,2,2,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-08_9ee888f->2026-09-10_60e8c36,clean
B,CAND,2,2,clean,640,0,0,0,0,0,,0.0,225,227,2,0,2,0.0,0.003125,119,121,2,0,2,0.0,0.003125,2026-09-08_9ee888f->2026-09-10_60e8c36,clean
B,FLAT,2,2,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-08_9ee888f->2026-09-10_60e8c36,clean
B,ALL,1,1,clean,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,156,157,1,0,1,0.0,0.0011792452830188679,2026-09-09_7a93b07->2026-09-10_60e8c36,clean
B,BAND,1,1,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-09_7a93b07->2026-09-10_60e8c36,clean
B,CAND,1,1,clean,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,120,121,1,0,1,0.0,0.0015625,2026-09-09_7a93b07->2026-09-10_60e8c36,clean
B,FLAT,1,1,clean,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-09_7a93b07->2026-09-10_60e8c36,clean
R,ALL,7,0,INDEX-BREAK,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,156,155,1,1,0,0.00641025641025641,0.0011792452830188679,2026-09-03_fb20817->2026-09-10_60e8c36,INDEX-BREAK
R,BAND,7,0,INDEX-BREAK,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-03_fb20817->2026-09-10_60e8c36,INDEX-BREAK
R,CAND,7,0,INDEX-BREAK,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,120,119,1,1,0,0.008333333333333333,0.0015625,2026-09-03_fb20817->2026-09-10_60e8c36,INDEX-BREAK
R,FLAT,7,0,INDEX-BREAK,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-03_fb20817->2026-09-10_60e8c36,INDEX-BREAK
R,ALL,7,0,INDEX-BREAK,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,154,155,1,0,1,0.0,0.0011792452830188679,2026-09-03_0ede228->2026-09-10_60e8c36,INDEX-BREAK
R,BAND,7,0,INDEX-BREAK,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-03_0ede228->2026-09-10_60e8c36,INDEX-BREAK
R,CAND,7,0,INDEX-BREAK,640,0,0,0,0,0,,0.0,227,227,0,0,0,0.0,0.0,118,119,1,0,1,0.0,0.0015625,2026-09-03_0ede228->2026-09-10_60e8c36,INDEX-BREAK
R,FLAT,7,0,INDEX-BREAK,48,0,0,0,0,0,,0.0,18,18,0,0,0,0.0,0.0,6,6,0,0,0,0.0,0.0,2026-09-03_0ede228->2026-09-10_60e8c36,INDEX-BREAK
R,ALL,6,0,clean,848,0,0,0,0,0,,0.0,342,342,0,0,0,0.0,0.0,154,154,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-10_60e8c36,clean
R,BAND,6,0,clean,160,0,0,0,0,0,,0.0,97,97,0,0,0,0.0,0.0,30,30,0,0,0,0.0,0.0,2026-09-04_c006b43->2026-09-10_60e8c36,clean
