panel,k,q,book,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,pub_keep4b,pub_keep4a,p4b_B_SPY,fail_B_SPY,p4b_B_LARGE,fail_B_LARGE,p4b_B_SMALL,fail_B_SMALL,p4b_B_MATCH,fail_B_MATCH,p4b_B_HALF,fail_B_HALF,p4b_B_OWN,fail_B_OWN
k20~q0.500~s147,20,0.5,EWall,0.0886616487247753,0.6839778829661955,-0.2600845337057639,0.6382470036862626,0.7274729522064541,0.7234210352384584,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s147,20,0.5,CAND10,0.0957344484475282,0.7095067952013216,-0.2635151660903667,0.6835062939327501,0.7370581366774409,0.755341332736333,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s147,20,0.5,CAND20,0.0874791333893796,0.6759480793303736,-0.2600845337057639,0.6203081112093435,0.7274729522064541,0.7234373848860632,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s148,20,0.5,EWall,0.0993608805726291,0.6678875147772378,-0.4170437472938135,0.8954025699429022,0.5009489508622784,0.5712536496570868,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD"
k20~q0.500~s148,20,0.5,CAND10,0.1157131836014495,0.7495782520452987,-0.4133895326459428,0.9953602391294908,0.5704451305579635,0.661269010908643,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD",False,"H2,OOS,DD",False,"H2,OOS,DD"
k20~q0.500~s148,20,0.5,CAND20,0.1009038053219628,0.6763011434798855,-0.4175695709815979,0.8926600635180347,0.5180168271923999,0.5870894720065619,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD"
k20~q0.500~s149,20,0.5,EWall,0.0917037030160934,0.7148378785707122,-0.1931537400678735,0.6725977705378682,0.7545765781237822,0.8109701676405116,False,False,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,H2
k20~q0.500~s149,20,0.5,CAND10,0.0947141786384089,0.7300732340117431,-0.1907449634842682,0.6820564907190638,0.7749815593623343,0.8243689313565009,False,False,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,H2
k20~q0.500~s149,20,0.5,CAND20,0.0953964466323338,0.7388460444105831,-0.1931537400678737,0.6725977705378682,0.7998562489917077,0.8488195616804326,False,False,False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,CAGR",False,H2
k20~q0.500~s150,20,0.5,EWall,0.0808757329248128,0.6896283651831311,-0.2440441903248433,0.7544576814991959,0.6350131234513368,0.6313641793785322,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR"
k20~q0.500~s150,20,0.5,CAND10,0.0851801872393132,0.7001055098215035,-0.2267746541636107,0.7478809850127535,0.6601144010911282,0.6740482749260166,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS"
k20~q0.500~s150,20,0.5,CAND20,0.0822752931702126,0.6999885570701555,-0.2440441903248437,0.7765891401836734,0.6350131234513368,0.6313641793785322,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,CAGR"
k20~q0.500~s151,20,0.5,EWall,0.1112984315415921,0.8284063370509984,-0.2309332214110815,0.7139461258702599,0.9384171816098462,0.9640379053724384,False,False,False,"H1,DD",False,"H1,H2,OOS,DD,CAGR",False,H1,False,"H1,DD,CAGR",False,"H1,DD",False,"H1,CAGR"
k20~q0.500~s151,20,0.5,CAND10,0.1255215182646134,0.8953367051684757,-0.2354084068414387,0.8211643810485225,0.9660511418495612,1.0122624489904646,False,False,False,"H1,DD",False,"H1,H2,OOS,DD",False,H1,False,"H1,DD",False,"H1,DD",False,"H1,DD,CAGR"
k20~q0.500~s151,20,0.5,CAND20,0.1127385564311507,0.8351350050906565,-0.2309332214110819,0.7222338407541923,0.94303581190254,0.967550743347029,False,False,False,"H1,DD",False,"H1,H2,OOS,DD,CAGR",False,H1,False,"H1,DD,CAGR",False,"H1,DD",False,"H1,CAGR"
k20~q0.500~s152,20,0.5,EWall,0.1198908675062404,0.8418001489034594,-0.2240866725162674,1.0302561742760397,0.6961119542609499,0.8179590880889054,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD",False,"H2,OOS,DD",False,H2
k20~q0.500~s152,20,0.5,CAND10,0.1172590060904203,0.8116773189748243,-0.2259612912661994,0.9850181970433474,0.680851856445605,0.7895761092085543,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD",False,"H2,OOS,DD",False,H2
k20~q0.500~s152,20,0.5,CAND20,0.1179603240821718,0.8304914507305562,-0.2240866725162671,1.010064876730372,0.6916555533985534,0.8148892263016081,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2,OOS,DD",False,"H2,OOS,DD",False,H2
k20~q0.500~s153,20,0.5,EWall,0.0784745614035835,0.6313057642917321,-0.2927733960244523,0.7753776119532608,0.5064379157912724,0.6022523223123755,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.500~s153,20,0.5,CAND10,0.0700520642366737,0.5574647410395401,-0.2885362622984632,0.6933115965337343,0.4377055813998807,0.5139690991542297,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s153,20,0.5,CAND20,0.0772244615810968,0.6227038107214715,-0.2927733960244524,0.7661096902520756,0.4984404615450744,0.5954126742733636,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s154,20,0.5,EWall,0.0822643826922193,0.6716376523284724,-0.3043332421509603,1.0115546219271123,0.3797841330180709,0.5134198207971034,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s154,20,0.5,CAND10,0.0783745697130828,0.6339625588482203,-0.3082197632874485,0.9399077682792666,0.3754125088698103,0.5041101677171564,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s154,20,0.5,CAND20,0.082529260985791,0.6717752534806594,-0.3006434591619421,1.002734233383061,0.3879975506312972,0.5198953412083238,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s155,20,0.5,EWall,0.0765736821679694,0.6026269326318635,-0.2823666386510784,0.4083891507906768,0.7570618827795259,0.6897587286376861,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s155,20,0.5,CAND10,0.0863802111312623,0.6580846059233397,-0.2773271327529361,0.382252694618605,0.8726622532488925,0.7940129466411585,False,False,False,"H1,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,OOS,DD,CAGR",False,"H1,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s155,20,0.5,CAND20,0.0780182368666804,0.6125912336983554,-0.2823666386510787,0.42422240978391,0.7627885997432692,0.7048736819625113,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s156,20,0.5,EWall,0.122862232543055,0.9119310901140124,-0.1983640908543908,0.8388523149428729,0.9796495201306668,1.0335010092231636,False,False,False,H1,False,"H1,H2,OOS,DD,CAGR",False,H1,False,H1,False,H1,True,-
k20~q0.500~s156,20,0.5,CAND10,0.1298819244182145,0.923823272375498,-0.1983468082841425,0.8703388460212562,0.9745263784663802,1.0467926575768676,False,False,False,H1,False,"H1,H2,OOS,DD",True,-,False,H1,False,H1,True,-
k20~q0.500~s156,20,0.5,CAND20,0.1248604799173405,0.9244774974407716,-0.1965105615176527,0.8424459129718141,1.0001746709059032,1.050755840844662,False,False,False,H1,False,"H1,H2,OOS,DD",False,H1,False,H1,False,H1,True,-
k20~q0.500~s157,20,0.5,EWall,0.0980698336567087,0.7314572446562602,-0.2564638873351509,0.744278191490537,0.7274850477299417,0.7972614906876803,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s157,20,0.5,CAND10,0.0981108091257971,0.7210000405448649,-0.255173902730645,0.7277641237899055,0.7231041258491773,0.7838355572741169,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s157,20,0.5,CAND20,0.0973692473362777,0.7274798503562139,-0.25646388733515,0.7355873945079272,0.7274850477299417,0.7916374427704103,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s158,20,0.5,EWall,0.0824638061657874,0.6093322288549614,-0.3463431706853431,0.8650756839771467,0.4174034065939633,0.592279612762588,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s158,20,0.5,CAND10,0.0957430706161472,0.6723823916478541,-0.3628005399051627,0.9466094980068412,0.4557566681937929,0.6636622214758794,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s158,20,0.5,CAND20,0.0827895545309789,0.6111383733414735,-0.3431881451689792,0.8621483999104772,0.4231035256936323,0.5970186528637853,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s159,20,0.5,EWall,0.0963172535510665,0.738617965643781,-0.3407947101421917,1.0007173959360636,0.5476926071806179,0.6386185099187602,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s159,20,0.5,CAND10,0.0882756131269957,0.6729544864182367,-0.3486734740036175,1.0009817271937496,0.4332969068114503,0.5399822507248632,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.500~s159,20,0.5,CAND20,0.0965194332098884,0.74051470981032,-0.3407947101421922,1.0011178125428817,0.5509975402945202,0.6392316349396484,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s100,20,0.75,EWall,0.1011362447917041,0.7457382143049225,-0.2498719534953571,0.8327434705140236,0.6746227488205521,0.715687599821638,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,H1,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,CAGR"
k20~q0.750~s100,20,0.75,CAND10,0.0978709878272761,0.7198860072628238,-0.2784873803563904,0.8104773133459211,0.6447184432351367,0.64226520990148,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s100,20,0.75,CAND20,0.0996649531309943,0.736981921875131,-0.2536938490717991,0.8298013884413602,0.6599099782152008,0.7034884291664408,False,False,False,"H1,H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,CAGR"
k20~q0.750~s101,20,0.75,EWall,0.1416830315129349,0.8718947628528447,-0.5327221416806862,0.9575976044034178,0.7994437369530116,0.8932385918582292,False,False,False,"H2,DD",False,"H1,H2,OOS,DD",False,DD,False,DD,False,"H2,DD",False,"H2,DD"
k20~q0.750~s101,20,0.75,CAND10,0.1458736245561624,0.8886083989218071,-0.5327221416806862,0.9876495800663332,0.8054934104424929,0.9075994123906848,False,False,False,"H2,DD",False,"H1,H2,OOS,DD",False,DD,False,DD,False,"H2,DD",False,"H2,DD"
k20~q0.750~s101,20,0.75,CAND20,0.1439068976050499,0.8833509050678477,-0.5327221416806859,0.9718989016516518,0.8085513954880361,0.9112843855911998,False,False,False,"H2,DD",False,"H1,H2,OOS,DD",False,DD,False,DD,False,"H2,DD",False,"H2,DD"
k20~q0.750~s102,20,0.75,EWall,0.0840421018849497,0.5801221580839863,-0.4096123234831164,0.8968034204762589,0.337352918608971,0.363211085009076,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.750~s102,20,0.75,CAND10,0.0840708352840211,0.5768362201611216,-0.4084447456826439,0.8546476272943963,0.3661137576262856,0.3897396334915965,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.750~s102,20,0.75,CAND20,0.0810953831559742,0.5633304752466817,-0.4096123234831164,0.8727512993013752,0.3263421660143163,0.3537498965313622,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.750~s103,20,0.75,EWall,0.0441208261830825,0.3682457484177002,-0.2793364415787461,0.6269998164549433,0.1562221688184714,0.2658311055516673,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.750~s103,20,0.75,CAND10,0.0411053349016121,0.344918549548053,-0.2969046022284543,0.6459085519522809,0.1003522260480209,0.2241414094865273,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s103,20,0.75,CAND20,0.0449318622134897,0.3734219590547388,-0.2793364415787466,0.638608699741384,0.1559291868657285,0.2693237254310193,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,CAGR"
k20~q0.750~s104,20,0.75,EWall,0.0145926945348766,0.1707940821386276,-0.4926679491720074,0.4524447599562045,-0.0357434053208978,0.0928776969060815,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s104,20,0.75,CAND10,0.0107441138568018,0.1474127059217785,-0.4943129535852817,0.3790210629854476,-0.0248996606928643,0.0869078319438632,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s104,20,0.75,CAND20,0.0110015289520259,0.1487537892264577,-0.4970575423178263,0.4393350244333592,-0.0651375843299161,0.0678666616721692,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s105,20,0.75,EWall,0.0254006786022005,0.240562874281451,-0.409996910493446,0.5224236122971465,0.048267900576141,0.1476688866506094,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s105,20,0.75,CAND10,0.0242485340154101,0.2330275646771831,-0.3938517266255793,0.5289655144753981,0.0315751093693456,0.1328344742499566,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s105,20,0.75,CAND20,0.0266314980697301,0.2484161020634095,-0.3975625300095732,0.5289655144753981,0.0570710087274595,0.1553576553964389,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s106,20,0.75,EWall,0.0580270866462502,0.4707607070368989,-0.3172413398872461,0.7781535542571181,0.2345336278695063,0.3834424707101895,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s106,20,0.75,CAND10,0.0679836727970266,0.5259095536751615,-0.3491450867673462,0.8983476403583587,0.2317795874902755,0.3975040798274069,False,False,False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H2,OOS,DD,CAGR"
k20~q0.750~s106,20,0.75,CAND20,0.0597012932348421,0.4822726275767345,-0.3172413398872458,0.8044725646520593,0.2338201987581786,0.3830933100598159,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s107,20,0.75,EWall,0.0737072918909573,0.5788644644509965,-0.2942540236953285,0.6449214867257461,0.5213186065583267,0.5954121398747504,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,OOS,DD,CAGR"
k20~q0.750~s107,20,0.75,CAND10,0.0820475132155269,0.6203666392139351,-0.2839202135822414,0.7066025618038728,0.5439437937918542,0.6458029064164994,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,CAGR"
k20~q0.750~s107,20,0.75,CAND20,0.0741827671466293,0.5817253652527321,-0.2942540236953282,0.6508294401344092,0.5213186065583267,0.5954121398747504,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,OOS,DD,CAGR"
k20~q0.750~s108,20,0.75,EWall,0.1152273501549594,0.8009734126147791,-0.2058186234767723,0.9160171542745328,0.7069847966786222,0.8174035857227568,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2",False,"H1,H2,OOS",False,"H1,DD"
k20~q0.750~s108,20,0.75,CAND10,0.1119141307200717,0.7676552272777214,-0.2058186234767726,0.9219714567348476,0.6364980853868107,0.7306131069775395,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,H2,False,"H1,H2,OOS",False,"H1,H2,OOS",False,"H1,DD"
k20~q0.750~s108,20,0.75,CAND20,0.1166050739672803,0.8084522378333998,-0.2058186234767723,0.9162719678629556,0.720827542857138,0.8290365578855601,False,False,False,"H2,OOS,DD",False,"H1,H2,OOS,DD,CAGR",True,-,False,"H1,H2",False,"H1,H2,OOS",False,"H1,DD"
k20~q0.750~s109,20,0.75,EWall,0.119862465833938,0.7866015241096215,-0.4021452039051563,0.6943437755247485,0.8693220388238284,0.8359077812054441,False,False,False,"H1,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD",False,"H1,DD",False,"H1,OOS,DD",False,"H1,DD"
k20~q0.750~s109,20,0.75,CAND10,0.1250468936449553,0.8084346398930932,-0.3986945894573259,0.6918397499054199,0.9112808971100884,0.8660833699193243,False,False,False,"H1,OOS,DD",False,"H1,H2,OOS,DD",False,"H1,DD",False,"H1,DD",False,"H1,DD",False,"H1,DD"
k20~q0.750~s109,20,0.75,CAND20,0.1213876929622912,0.7944851181639127,-0.4021452039051562,0.6848297182051308,0.8917880203091682,0.846598008962609,False,False,False,"H1,OOS,DD",False,"H1,H2,OOS,DD,CAGR",False,"H1,DD",False,"H1,DD",False,"H1,OOS,DD",False,"H1,DD"
k20~q0.750~s110,20,0.75,EWall,0.0879430934473624,0.5595011350019294,-0.3054669541045782,0.5274089566625192,0.6060613400997895,0.7160467899166092,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s110,20,0.75,CAND10,0.0808862218751897,0.5192831727160515,-0.3244522197088335,0.4593826318956988,0.5799614388425983,0.7008155609583081,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s110,20,0.75,CAND20,0.0857486070881201,0.548447482974466,-0.3054669541045773,0.522917448029103,0.590519022666824,0.7026292008021872,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s111,20,0.75,EWall,0.0413482656022488,0.3498999719701786,-0.4430780042675878,0.56632514412211,0.1853633079057192,0.220101456713578,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
k20~q0.750~s111,20,0.75,CAND10,0.0484496677820054,0.3921408517515329,-0.4368982823773946,0.623627250191647,0.2161983560731052,0.2671610896818309,False,False,False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR",False,"H1,H2,OOS,DD,CAGR"
