book,family,n_names,episode_days,episode_days_median,episode_days_IS,hstar_IR_s21,hstarIS_IR_s21,hstar_IC_s21,hstarIS_IC_s21,hstar_HALF_s21,hstarIS_HALF_s21,IC5_s21,IC21_s21,IC126_s21,hstar_IR_s63,hstarIS_IR_s63,hstar_IC_s63,hstarIS_IC_s63,hstar_HALF_s63,hstarIS_HALF_s63,IC5_s63,IC21_s63,IC126_s63
ETFk12d15,ETF,12,46.87544483985765,4.0,46.9458762886598,5.0,5.0,126.0,5.0,126.0,21.0,0.10047219468076614,0.05596793453864819,0.15411298977241916,5.0,5.0,126.0,5.0,126.0,10.0,0.12804553336871066,0.049612445188047936,0.16600237262045742
ETFk24d00,ETF,24,38.16842105263158,4.0,41.45964432284542,5.0,10.0,126.0,10.0,126.0,21.0,0.05929615947636362,0.03386025811005357,0.10523769064769921,5.0,5.0,126.0,126.0,126.0,126.0,0.03972666657349064,0.010771563140316562,0.16255893389216144
ETFk24d01,ETF,24,38.53583061889251,4.0,39.48765432098765,5.0,5.0,126.0,5.0,126.0,30.0,0.07532589105529584,0.06017550442665726,0.1412143886746423,5.0,5.0,126.0,5.0,126.0,10.0,0.09574870271789719,0.04105849373912952,0.15822720636432622
ETFk24d02,ETF,24,37.3741935483871,4.0,36.91340450771056,5.0,5.0,126.0,10.0,126.0,42.0,0.059760222987899916,0.05154551339206884,0.12221519255407536,5.0,5.0,126.0,5.0,126.0,10.0,0.05593117784095696,0.03676760000705168,0.15694994156283495
ETFk24d03,ETF,24,36.978016085790884,4.0,41.795918367346935,5.0,5.0,126.0,5.0,126.0,126.0,0.1031678576011421,0.06431054701910281,0.13916623122513924,5.0,5.0,126.0,42.0,126.0,63.0,0.11572772267833442,0.03793915236654103,0.16677301294895547
ETFk24d04,ETF,24,33.39493087557604,3.5,33.109422492401215,5.0,5.0,126.0,5.0,126.0,63.0,0.09188328382789118,0.0676270109469586,0.13963176128940843,5.0,5.0,126.0,5.0,126.0,10.0,0.07712384522123604,0.0562124433223771,0.1517837718556506
ETFk24d05,ETF,24,33.94608532583216,4.0,34.27176220806794,5.0,5.0,126.0,10.0,126.0,126.0,0.08785310872516237,0.07872801510981352,0.15606982566822056,5.0,5.0,126.0,42.0,126.0,126.0,0.05923744840630979,0.07647576473815987,0.18924773979723397
ETFk24d06,ETF,24,36.285244103126715,4.0,38.97293640054127,5.0,5.0,126.0,10.0,126.0,21.0,0.0633205191238908,0.041495269766843604,0.08993364433587009,126.0,5.0,126.0,5.0,126.0,10.0,0.02436530049470921,0.0052601662227232575,0.12742540978417147
ETFk24d07,ETF,24,35.14593175853018,4.0,39.795392953929536,5.0,10.0,126.0,10.0,126.0,21.0,0.05407239345372479,0.04053874617773921,0.08965872946058985,5.0,10.0,90.0,42.0,126.0,63.0,0.05810213954251362,0.030392741097662275,0.10377588446152988
ETFk24d08,ETF,24,33.695011876484564,4.0,33.60647181628392,5.0,10.0,126.0,10.0,126.0,42.0,0.06218518969527499,0.04809522074589575,0.10635876588915925,126.0,5.0,126.0,42.0,126.0,63.0,0.022005134180649796,0.021415879922491395,0.1466050502924512
ETFk24d09,ETF,24,38.066088840736725,4.0,39.1143216080402,5.0,5.0,126.0,5.0,126.0,126.0,0.1015730642800493,0.07266023393793858,0.16970947330726677,5.0,5.0,126.0,5.0,126.0,10.0,0.13031481293846475,0.0592093377381891,0.1925317912573835
ETFk24d10,ETF,24,37.661927330173775,4.0,39.25857843137255,5.0,5.0,126.0,10.0,126.0,42.0,0.07961237243230886,0.05820755571810397,0.13348749213443248,5.0,5.0,126.0,42.0,126.0,63.0,0.04259275276062703,0.035099220753534194,0.17617519998634262
ETFk24d11,ETF,24,36.95291599785982,4.0,39.747700394218136,5.0,5.0,126.0,126.0,126.0,126.0,0.07612701375550243,0.06795935205455984,0.14697936397489403,5.0,5.0,126.0,126.0,126.0,126.0,0.04861383851139622,0.040339695975546264,0.1670237110987856
ETFk24d12,ETF,24,35.813313313313316,4.0,35.12637362637363,5.0,5.0,126.0,5.0,126.0,126.0,0.09113845492958975,0.07846172177299564,0.16212821005786207,5.0,5.0,126.0,90.0,126.0,126.0,0.0898050992139046,0.08199287100634543,0.18687817327829448
ETFk24d13,ETF,24,39.33698630136986,4.0,40.61941251596424,5.0,10.0,126.0,126.0,126.0,126.0,0.08149353458507476,0.06336508243475335,0.1354446173029631,5.0,5.0,126.0,126.0,126.0,126.0,0.0784847902193774,0.0762666325660236,0.18532006659096362
ETFk24d14,ETF,24,37.936499466382074,4.0,40.571964956195245,5.0,5.0,126.0,5.0,126.0,21.0,0.09270577086725286,0.045739085108347115,0.12582353376782962,5.0,5.0,126.0,5.0,126.0,10.0,0.1328541224223671,0.005916531765373784,0.1353236115867913
ETFk24d15,ETF,24,36.96159915833772,4.0,36.39482961222092,10.0,10.0,126.0,10.0,126.0,21.0,0.03556375542231167,0.020653628886509942,0.08833659927302197,90.0,90.0,90.0,90.0,126.0,126.0,-0.0072336410641947345,0.015624903880924678,0.11674505280151737
