panel,T_trade,cost,family,chooser,pick_cell,pick_t,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind,resolved_full,resolved_oos,worst_leg,worst_t
SMALL665,W,0,DRIFT,C_ISDD,h=0.05,0.08,0.049707505420814035,0.5994005246919336,-0.18598774070507396,0.8451410280271454,0.3553747727052919,0.03699439131469262,0.46029430418496775,-0.18598774070507407,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,,,,
SMALL665,W,0,DRIFT,C_ISLEGS,h=0.16,0.2,0.10492677467900235,0.6913464299804025,-0.32748800381828735,1.034238881343862,0.46528936882372085,0.07924537518984187,0.5187398516258637,-0.3274880038182876,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,W,10,CAL,C_ISSHARPE,R=M,0.12,0.07579999426645889,0.6201959113271732,-0.3778123623754023,1.0165556036032666,0.2800395947241153,0.04195143476124863,0.3706849811501858,-0.37781236237540194,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,L4_DD,-2.629375406663314
SMALL665,W,10,CAL,C_ISCALMAR,R=M,0.2,0.10659701878739392,0.6565970558078262,-0.4361554874885636,1.0259396399803034,0.42664581998618667,0.07645297250615957,0.4759483011752689,-0.4361554874885635,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,False,False,L4_DD,-3.0200420804472965
SMALL665,W,10,CAL,C_ISDD,R=M,0.08,0.05023870059971003,0.5655674348222456,-0.31891765671890704,0.9167937076360348,0.22294380239633246,0.024496189971137783,0.3025575674857246,-0.3189176567189078,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,L3_OOS,-2.530398913530851
SMALL665,W,10,CAL,C_ISLEGS,R=M,0.2,0.10659701878739392,0.6565970558078262,-0.4361554874885636,1.0259396399803034,0.42664581998618667,0.07645297250615957,0.4759483011752689,-0.4361554874885635,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,False,False,L4_DD,-3.0200420804472965
SMALL665,W,10,DRIFT,C_ISSHARPE,h=0.16,0.2,0.10216219514054514,0.6760418711362353,-0.33019554134732976,1.0202252159399168,0.44870502414676183,0.0761510065209261,0.5025465069467838,-0.33019554134732976,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,False,False,L3_OOS,-1.7919903441525298
SMALL665,W,10,DRIFT,C_ISCALMAR,h=0.16,0.2,0.10216219514054514,0.6760418711362353,-0.33019554134732976,1.0202252159399168,0.44870502414676183,0.0761510065209261,0.5025465069467838,-0.33019554134732976,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,False,False,L3_OOS,-1.7919903441525298
SMALL665,W,10,DRIFT,C_ISDD,h=0.05,0.08,0.04541939142985907,0.5525210178509098,-0.19239981118111338,0.7889955153315352,0.3176177382710623,0.0333075749550138,0.41947554212977484,-0.19239981118111082,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,False,False,L5_CAGR,-2.676694278735494
SMALL665,W,10,DRIFT,C_ISLEGS,h=0.16,0.2,0.10216219514054514,0.6760418711362353,-0.33019554134732976,1.0202252159399168,0.44870502414676183,0.0761510065209261,0.5025465069467838,-0.33019554134732976,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,False,False,L3_OOS,-1.7919903441525298
SMALL665,W,25,CAL,C_ISSHARPE,R=M,0.2,0.10235983170348772,0.6350678507704424,-0.4392071507269455,1.0048726508029473,0.4041170993464502,0.07181685702284168,0.4537818869714134,-0.43920715072694494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,W,25,CAL,C_ISCALMAR,R=M,0.2,0.10235983170348772,0.6350678507704424,-0.4392071507269455,1.0048726508029473,0.4041170993464502,0.07181685702284168,0.4537818869714134,-0.43920715072694494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,W,25,CAL,C_ISDD,R=M,0.08,0.04569370466973033,0.5197072794366702,-0.3254034624942792,0.8625649808022542,0.18518653008558691,0.020604864505554987,0.2624799038234584,-0.32540346249427954,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,25,CAL,C_ISLEGS,R=M,0.2,0.10235983170348772,0.6350678507704424,-0.4392071507269455,1.0048726508029473,0.4041170993464502,0.07181685702284168,0.4537818869714134,-0.43920715072694494,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,,,,
SMALL665,W,25,DRIFT,C_ISSHARPE,h=0.16,0.2,0.09802784113313012,0.6530768115799509,-0.3342368577022865,0.999195375832266,0.4238228261486222,0.07152551182061107,0.4782506970064084,-0.3342368577022866,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,25,DRIFT,C_ISCALMAR,h=0.16,0.2,0.09802784113313012,0.6530768115799509,-0.3342368577022865,0.999195375832266,0.4238228261486222,0.07152551182061107,0.4782506970064084,-0.3342368577022866,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,25,DRIFT,C_ISDD,h=0.05,0.08,0.03901932879566572,0.4821604594141648,-0.20192455597821235,0.7047369864486432,0.26094439825664617,0.02780136328742655,0.3582094639806961,-0.2019245559782118,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,,,,
SMALL665,W,25,DRIFT,C_ISLEGS,h=0.16,0.2,0.09802784113313012,0.6530768115799509,-0.3342368577022865,0.999195375832266,0.4238228261486222,0.07152551182061107,0.4782506970064084,-0.3342368577022866,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,50,CAL,C_ISSHARPE,R=M,0.2,0.09533229825887224,0.5991743246642729,-0.44425720205477703,0.9697480702906763,0.3665632537429871,0.06413241365074152,0.4168305601794115,-0.4442572020547776,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,50,CAL,C_ISCALMAR,R=M,0.2,0.09533229825887224,0.5991743246642729,-0.44425720205477703,0.9697480702906763,0.3665632537429871,0.06413241365074152,0.4168305601794115,-0.4442572020547776,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,50,CAL,C_ISDD,R=M,0.08,0.03815974641256359,0.44316082728391776,-0.33608119648288826,0.7719182360935438,0.12223404395569328,0.014150344677777982,0.1956221152200984,-0.33608119648288903,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,50,CAL,C_ISLEGS,R=M,0.2,0.09533229825887224,0.5991743246642729,-0.44425720205477703,0.9697480702906763,0.3665632537429871,0.06413241365074152,0.4168305601794115,-0.4442572020547776,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,50,DRIFT,C_ISSHARPE,h=0.16,0.2,0.09117049552136214,0.6147825556624691,-0.34091942062667324,0.9641224317880764,0.382340800048742,0.06385898531713563,0.4377454602049369,-0.34091942062667313,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,50,DRIFT,C_ISCALMAR,h=0.16,0.2,0.09117049552136214,0.6147825556624691,-0.34091942062667324,0.9641224317880764,0.382340800048742,0.06385898531713563,0.4377454602049369,-0.34091942062667313,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,50,DRIFT,C_ISDD,h=0.12,0.08,0.030303019229082295,0.3764494489880706,-0.2374476406942334,0.5828290349574705,0.17544561231451622,0.01979989732830445,0.26176671628273573,-0.23744764069423419,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
SMALL665,W,50,DRIFT,C_ISLEGS,h=0.16,0.2,0.09117049552136214,0.6147825556624691,-0.34091942062667324,0.9641224317880764,0.382340800048742,0.06385898531713563,0.4377454602049369,-0.34091942062667313,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,,,,
U56,M,0,CAL,C_ISSHARPE,R=M,0.16,0.16501021459050413,1.2235825417863995,-0.24222874223016144,1.3347137110747986,1.1277433590585204,0.1659316429084734,1.2102329075934466,-0.24222874223016144,False,False,False,False,False,L4_DD,,,,
U56,M,0,CAL,C_ISCALMAR,R=M,0.08,0.1150468919479235,1.2526414994038295,-0.16090008721906213,1.345116223019579,1.1671451451475936,0.12097515186901608,1.3001243526877324,-0.16090008721906257,True,True,True,False,False,none,,,,
U56,M,0,CAL,C_ISDD,R=M,0.08,0.1150468919479235,1.2526414994038295,-0.16090008721906213,1.345116223019579,1.1671451451475936,0.12097515186901608,1.3001243526877324,-0.16090008721906257,True,True,True,False,False,none,,,,
U56,M,0,CAL,C_ISLEGS,R=M,0.1,0.13528577741591885,1.2617178820054424,-0.19348431785987885,1.3418668332975834,1.1876298642036458,0.1401778758715133,1.2990143080674257,-0.19348431785987874,True,True,True,False,False,none,,,,
U56,M,0,DRIFT,C_ISSHARPE,h=0.12,0.16,0.15751826088924692,1.2542818723008209,-0.18010308857133972,1.302092989324445,1.2141252718983921,0.16506606118012845,1.291226875014928,-0.18010308857133928,True,True,True,False,False,none,,,,
U56,M,0,DRIFT,C_ISCALMAR,h=0.25,0.16,0.1509767182700339,1.2187311740756042,-0.20202009688275846,1.3014472319994381,1.153518570538173,0.15780933021388854,1.2304752016031422,-0.20202009688275824,True,True,True,False,False,none,,,,
U56,M,0,DRIFT,C_ISDD,h=0.16,0.08,0.10826856258202522,1.2436359842529905,-0.1169959777681363,1.2996897939605259,1.193285665378524,0.11892627397674693,1.3333315937950778,-0.11699597776813542,True,True,True,False,True,none,,,,
U56,M,0,DRIFT,C_ISLEGS,h=0.25,0.16,0.1509767182700339,1.2187311740756042,-0.20202009688275846,1.3014472319994381,1.153518570538173,0.15780933021388854,1.2304752016031422,-0.20202009688275824,True,True,True,False,False,none,,,,
U56,M,10,CAL,C_ISSHARPE,R=M,0.16,0.1637840502252479,1.2156294727115968,-0.24242677744274166,1.3274842580106823,1.1191002136842771,0.16460058030960023,1.201821197210332,-0.2424267774427421,False,False,False,False,False,L4_DD,False,False,L4_DD,-1.409484275624015
U56,M,10,CAL,C_ISCALMAR,R=M,0.2,0.16847642023384357,1.1618395919065745,-0.2747861165223312,1.305317281008119,1.045752791915801,0.16752179271010936,1.1211207760419306,-0.274786116522331,False,False,False,False,False,L4_DD,False,False,L4_DD,-2.487509863266928
U56,M,10,CAL,C_ISDD,R=M,0.08,0.11260985874024843,1.228542571673278,-0.1612814647446651,1.3197867364139497,1.1441830380285998,0.11870330469245571,1.2779895735466718,-0.16128146474466498,True,True,True,False,False,none,False,False,L5_CAGR,0.46797332187989105
U56,M,10,CAL,C_ISLEGS,R=M,0.12,0.14810939348156915,1.2475605515675694,-0.2100819118598537,1.3111364244220383,1.1895754852764113,0.1536992580236911,1.2865298993454573,-0.2100819118598538,False,False,False,False,False,L4_DD,False,False,L4_DD,-0.2607108430935426
U56,M,10,DRIFT,C_ISSHARPE,h=0.12,0.16,0.15620764180337043,1.245090313410937,-0.18159240416653466,1.2944185588718562,1.2035627630866803,0.16359001067154244,1.2809901707646705,-0.18159240416653522,True,True,True,False,False,none,False,False,L4_DD,0.6559384933442881
U56,M,10,DRIFT,C_ISCALMAR,h=0.25,0.16,0.15003684233196535,1.2119741000369146,-0.20248948516502208,1.2954875447268415,1.1460385646271982,0.15674872895328384,1.2231542428922384,-0.20248948516502152,False,False,False,False,False,L4_DD,False,False,L4_DD,-0.006722161170431972
U56,M,10,DRIFT,C_ISDD,h=0.16,0.08,0.10571559536133779,1.2165828795348514,-0.11788523139001683,1.2734187910684858,1.1654673197810625,0.11637500399665446,1.307060950237418,-0.11788523139001683,False,True,False,False,True,L5_CAGR,False,False,L5_CAGR,-0.0090799914078867
U56,M,10,DRIFT,C_ISLEGS,h=0.25,0.16,0.15003684233196535,1.2119741000369146,-0.20248948516502208,1.2954875447268415,1.1460385646271982,0.15674872895328384,1.2231542428922384,-0.20248948516502152,False,False,False,False,False,L4_DD,False,False,L4_DD,-0.006722161170431972
U56,M,25,CAL,C_ISSHARPE,R=M,0.16,0.16194675188666974,1.2036716205419704,-0.24272383026161304,1.316616229911877,1.1061042291071503,0.16260629469844567,1.1891707625561394,-0.24272383026161304,False,False,False,False,False,L4_DD,,,,
U56,M,25,CAL,C_ISCALMAR,R=M,0.2,0.16690257794362862,1.1523529315567245,-0.2748777535903021,1.2963316010874302,1.035755825668609,0.165825060557236,1.1113084357535241,-0.2748777535903021,False,False,False,False,False,L4_DD,,,,
U56,M,25,CAL,C_ISDD,R=M,0.08,0.10896296290889684,1.1922102625966675,-0.16185353103306876,1.281581837549623,1.1095785822940734,0.1153029206705396,1.244613470479069,-0.1618535310330691,True,True,True,False,False,none,,,,
U56,M,25,CAL,C_ISLEGS,R=M,0.12,0.14559005874210063,1.2287192445575599,-0.21060609067467462,1.292290387181321,1.1707010295480293,0.15123528464400837,1.2683438256585857,-0.21060609067467484,False,False,False,False,False,L4_DD,,,,
U56,M,25,DRIFT,C_ISSHARPE,h=0.25,0.16,0.14862819441715458,1.201820282412224,-0.2031932834074256,1.2865320296165683,1.1347990664764522,0.15515932354559703,1.2121521240785902,-0.2031932834074256,False,False,False,False,False,L4_DD,,,,
U56,M,25,DRIFT,C_ISCALMAR,h=0.25,0.16,0.14862819441715458,1.201820282412224,-0.2031932834074256,1.2865320296165683,1.1347990664764522,0.15515932354559703,1.2121521240785902,-0.2031932834074256,False,False,False,False,False,L4_DD,,,,
U56,M,25,DRIFT,C_ISDD,h=0.16,0.08,0.10189626681243347,1.1758886059319102,-0.11921769499130908,1.2338946362056082,1.1236278233107817,0.11255811226944856,1.2675334255639035,-0.11921769499130774,False,True,False,False,True,L5_CAGR,,,,
U56,M,25,DRIFT,C_ISLEGS,h=0.25,0.16,0.14862819441715458,1.201820282412224,-0.2031932834074256,1.2865320296165683,1.1347990664764522,0.15515932354559703,1.2121521240785902,-0.2031932834074256,False,False,False,False,False,L4_DD,,,,
U56,M,50,CAL,C_ISSHARPE,R=M,0.16,0.15888977704942864,1.1836689568720695,-0.24321891829306486,1.2984411400607472,1.0843638005501,0.15928863285201644,1.1680018460541273,-0.24321891829306475,False,False,False,False,False,L4_DD,,,,
U56,M,50,CAL,C_ISCALMAR,R=M,0.2,0.16428322196535405,1.1364973886332892,-0.27503048203692115,1.2813176868142324,1.0190465527694408,0.16300146715577313,1.0949038142747338,-0.27503048203692115,False,False,False,False,False,L4_DD,,,,
U56,M,50,CAL,C_ISDD,R=M,0.08,0.1029078179240539,1.131212158026155,-0.16280697484707574,1.2173966225959076,1.0515161086232079,0.10965526352065735,1.188561637432211,-0.16280697484707563,False,True,False,False,False,L5_CAGR,,,,
U56,M,50,CAL,C_ISLEGS,R=M,0.12,0.14140152667089922,1.1971654099434546,-0.21147972203270948,1.2607351451418747,1.1390871766695079,0.14713840808202172,1.2378691382327829,-0.2114797220327097,False,False,False,False,False,L4_DD,,,,
U56,M,50,DRIFT,C_ISSHARPE,h=0.25,0.16,0.14628355430229822,1.1848501405021206,-0.20436552275987296,1.2715646064481316,1.116016381818821,0.15251430093402552,1.1937618327077242,-0.2043655227598723,False,False,False,False,False,L4_DD,,,,
U56,M,50,DRIFT,C_ISCALMAR,h=0.25,0.16,0.14628355430229822,1.1848501405021206,-0.20436552275987296,1.2715646064481316,1.116016381818821,0.15251430093402552,1.1937618327077242,-0.2043655227598723,False,False,False,False,False,L4_DD,,,,
U56,M,50,DRIFT,C_ISDD,h=0.16,0.08,0.09555762508613874,1.107798063030377,-0.12143469388773831,1.1677456102915904,1.0536362238811232,0.10622324293685992,1.201365712677665,-0.12143469388773676,False,False,False,False,True,L5_CAGR,,,,
U56,M,50,DRIFT,C_ISLEGS,h=0.25,0.16,0.14628355430229822,1.1848501405021206,-0.20436552275987296,1.2715646064481316,1.116016381818821,0.15251430093402552,1.1937618327077242,-0.2043655227598723,False,False,False,False,False,L4_DD,,,,
U56,W,0,CAL,C_ISSHARPE,R=M,0.16,0.16491527676460738,1.215357285902878,-0.2449064167681133,1.3364926329350308,1.1115889549431586,0.16506336454602644,1.1946898196426399,-0.24490641676811353,False,False,False,False,False,L4_DD,,,,
U56,W,0,CAL,C_ISCALMAR,R=M,0.08,0.11506268661685604,1.2451022608290894,-0.16235854021604568,1.3471217892871852,1.1511948635361484,0.12042861534092753,1.2852178312386402,-0.162358540216046,True,True,True,False,False,none,,,,
U56,W,0,CAL,C_ISDD,R=M,0.08,0.11506268661685604,1.2451022608290894,-0.16235854021604568,1.3471217892871852,1.1511948635361484,0.12042861534092753,1.2852178312386402,-0.162358540216046,True,True,True,False,False,none,,,,
U56,W,0,CAL,C_ISLEGS,R=M,0.1,0.13525040432739965,1.2535534110288573,-0.19571550473570343,1.34277309607411,1.1714782536367616,0.13954062099034514,1.283764670942999,-0.19571550473570332,True,True,True,False,False,none,,,,
U56,W,0,DRIFT,C_ISSHARPE,h=0.25,0.16,0.15078772081286496,1.2082418870324245,-0.20281686450714842,1.3037775482566603,1.1340393994629447,0.15715470859191516,1.2112949994417048,-0.2028168645071481,False,False,False,False,False,L4_DD,,,,
U56,W,0,DRIFT,C_ISCALMAR,h=0.25,0.16,0.15078772081286496,1.2082418870324245,-0.20281686450714842,1.3037775482566603,1.1340393994629447,0.15715470859191516,1.2112949994417048,-0.2028168645071481,False,False,False,False,False,L4_DD,,,,
U56,W,0,DRIFT,C_ISDD,h=0.08,0.08,0.10964230279444598,1.2645317855951261,-0.11039860563489257,1.283135877087067,1.247336643889721,0.12156210370740261,1.383212697236064,-0.11039860563489123,True,True,True,True,True,none,,,,
U56,W,0,DRIFT,C_ISLEGS,h=0.25,0.16,0.15078772081286496,1.2082418870324245,-0.20281686450714842,1.3037775482566603,1.1340393994629447,0.15715470859191516,1.2112949994417048,-0.2028168645071481,False,False,False,False,False,L4_DD,,,,
U56,W,10,CAL,C_ISSHARPE,R=M,0.16,0.16296890036392142,1.2027641718672892,-0.2452176352862261,1.324734688109355,1.0981944845616514,0.1629795609133713,1.1815336504062817,-0.2452176352862262,False,False,False,False,False,L4_DD,False,False,L4_DD,-1.5036047786292108
U56,W,10,CAL,C_ISCALMAR,R=M,0.2,0.16767144909653298,1.1503979979860557,-0.27704733386703007,1.3040802592946061,1.0266002722542886,0.16572200289794292,1.102576884279414,-0.27704733386702973,False,False,False,False,False,L4_DD,False,False,L4_DD,-2.5359870089165937
U56,W,10,CAL,C_ISDD,R=M,0.08,0.11191001070110818,1.2140601295553965,-0.16281316611106167,1.3148258511614404,1.121295452882642,0.11742743809402412,1.2561223062377382,-0.16281316611106156,True,True,True,False,False,none,False,False,L5_CAGR,0.4185852934691993
U56,W,10,CAL,C_ISLEGS,R=M,0.12,0.14726313909357236,1.2333018971147576,-0.21272867194044354,1.3061493189664932,1.1672336006769757,0.15221849267829013,1.2649923221170265,-0.21272867194044376,False,False,False,False,False,L4_DD,False,False,L4_DD,-0.3484885425149462
U56,W,10,DRIFT,C_ISSHARPE,h=0.25,0.16,0.14926327504325365,1.1972775851187596,-0.20337111934261332,1.2938735466483133,1.122103178219918,0.15543899548368834,1.1995090617740605,-0.2033711193426131,False,False,False,False,False,L4_DD,False,False,L4_DD,-0.03724743930829382
U56,W,10,DRIFT,C_ISCALMAR,h=0.25,0.16,0.14926327504325365,1.1972775851187596,-0.20337111934261332,1.2938735466483133,1.122103178219918,0.15543899548368834,1.1995090617740605,-0.2033711193426131,False,False,False,False,False,L4_DD,False,False,L4_DD,-0.03724743930829382
U56,W,10,DRIFT,C_ISDD,h=0.08,0.08,0.10570021414067732,1.222744793660748,-0.11220771542087171,1.242246859915585,1.2046718440672326,0.11761675656250148,1.3421344505195016,-0.11220771542087149,False,True,False,True,True,L5_CAGR,False,False,L5_CAGR,-0.010205208839365832
U56,W,10,DRIFT,C_ISLEGS,h=0.25,0.16,0.14926327504325365,1.1972775851187596,-0.20337111934261332,1.2938735466483133,1.122103178219918,0.15543899548368834,1.1995090617740605,-0.2033711193426131,False,False,False,False,False,L4_DD,False,False,L4_DD,-0.03724743930829382
U56,W,25,CAL,C_ISSHARPE,R=M,0.16,0.16005494977220036,1.183848313686546,-0.24568432870719858,1.3070767671168397,1.0780730824123432,0.15986028516810702,1.1617681729897718,-0.2456843287071988,False,False,False,False,False,L4_DD,,,,
U56,W,25,CAL,C_ISCALMAR,R=M,0.2,0.16504201057559964,1.134592732424406,-0.27732989169133193,1.2888356946624993,1.0101966454662696,0.162913673565533,1.0863509986609592,-0.2773298916913316,False,False,False,False,False,L4_DD,,,,
U56,W,25,CAL,C_ISDD,R=M,0.08,0.10719632732265127,1.16731369292541,-0.16349496194974833,1.266169811750703,1.0762872683869231,0.11293945491336554,1.2123072582644372,-0.16349496194974833,True,True,True,False,False,none,,,,
U56,W,25,CAL,C_ISLEGS,R=M,0.12,0.14359778986906324,1.2059732744995215,-0.21340049862463173,1.2789464613106067,1.1397349004344923,0.14858626694950194,1.2382451466628062,-0.21340049862463195,False,False,False,False,False,L4_DD,,,,
U56,W,25,DRIFT,C_ISSHARPE,h=0.25,0.16,0.1469800961779013,1.1808173152582582,-0.20420201507042424,1.2790070595443275,1.1041832104360636,0.15286982834879392,1.1818132100926046,-0.20420201507042413,False,False,False,False,False,L4_DD,,,,
U56,W,25,DRIFT,C_ISCALMAR,h=0.25,0.16,0.1469800961779013,1.1808173152582582,-0.20420201507042424,1.2790070595443275,1.1041832104360636,0.15286982834879392,1.1818132100926046,-0.20420201507042413,False,False,False,False,False,L4_DD,,,,
U56,W,25,DRIFT,C_ISDD,h=0.08,0.08,0.09981245902312863,1.1599509144718108,-0.11491476903393494,1.1808142211665744,1.1405481703529483,0.11172386248115984,1.2803823130939274,-0.11491476903393438,False,True,False,False,True,L5_CAGR,,,,
U56,W,25,DRIFT,C_ISLEGS,h=0.25,0.16,0.1469800961779013,1.1808173152582582,-0.20420201507042424,1.2790070595443275,1.1041832104360636,0.15286982834879392,1.1818132100926046,-0.20420201507042413,False,False,False,False,False,L4_DD,,,,
U56,W,50,CAL,C_ISSHARPE,R=M,0.16,0.15521330015636114,1.1522558229670565,-0.2464617928781795,1.2775938506105604,1.0444627232094346,0.15467859415180496,1.1287467976957215,-0.2464617928781796,False,False,False,False,False,L4_DD,,,,
U56,W,50,CAL,C_ISCALMAR,R=M,0.2,0.1606717495981307,1.1082149618401096,-0.27780063515189035,1.2634008258728646,0.9828174163008518,0.15824693552265257,1.059265010402658,-0.27780063515189024,False,False,False,False,False,L4_DD,,,,
U56,W,50,CAL,C_ISDD,R=M,0.08,0.09938090728606164,1.0889739988892257,-0.16463090706500638,1.1845769427556003,1.0009035933742687,0.10549609900127899,1.138875087385617,-0.16463090706500627,False,False,False,False,False,L5_CAGR,,,,
U56,W,50,CAL,C_ISLEGS,R=M,0.12,0.13751289842730618,1.1602809929035076,-0.2145197243392637,1.2334723488463084,1.0937526046204924,0.14255598351681065,1.193507702732193,-0.2145197243392637,False,False,False,False,False,L4_DD,,,,
U56,W,50,DRIFT,C_ISSHARPE,h=0.25,0.16,0.14318408640351077,1.1533491128759734,-0.20558554449553912,1.254203333927472,1.0742779478860691,0.14859959813523904,1.1522779079746968,-0.20558554449553923,False,False,False,False,False,L4_DD,,,,
U56,W,50,DRIFT,C_ISCALMAR,h=0.25,0.16,0.14318408640351077,1.1533491128759734,-0.20558554449553912,1.254203333927472,1.0742779478860691,0.14859959813523904,1.1522779079746968,-0.20558554449553923,False,False,False,False,False,L4_DD,,,,
U56,W,50,DRIFT,C_ISDD,h=0.08,0.08,0.09006683406310922,1.0550455794748053,-0.11940895041178834,1.0782126531148202,1.0333944728483693,0.10196901063266717,1.1771551719097122,-0.11940895041178912,False,False,False,False,False,L5_CAGR,,,,
U56,W,50,DRIFT,C_ISLEGS,h=0.25,0.16,0.14318408640351077,1.1533491128759734,-0.20558554449553912,1.254203333927472,1.0742779478860691,0.14859959813523904,1.1522779079746968,-0.20558554449553923,False,False,False,False,False,L4_DD,,,,
