bar,panel,dir,m,cost,key,real,null_pass_share
p4bo,small,POS,1.0,10.0,R3,0,0.0
p4bo,small,POS,1.0,10.0,PRICE,0,0.0
p4bo,small,NEG,0.2,10.0,VOL,0,0.0
p4bo,small,NEG,0.2,10.0,MOM,0,0.0
p4bo,small,NEG,0.2,10.0,R6,0,0.0
p4bo,small,NEG,0.2,10.0,R3,0,0.0
p4bo,small,NEG,0.2,10.0,PRICE,0,0.0
p4bo,small,NEG,0.5,10.0,VOL,0,0.0
p4bo,small,NEG,0.5,10.0,MOM,0,0.0
p4bo,small,NEG,0.5,10.0,R6,0,0.0
p4bo,small,NEG,0.5,10.0,R3,0,0.0
p4bo,small,NEG,0.5,10.0,PRICE,0,0.0
p4bo,small,NEG,1.0,10.0,VOL,0,0.0
p4bo,small,NEG,1.0,10.0,MOM,0,0.0
p4bo,small,NEG,1.0,10.0,R6,0,0.0
p4bo,small,NEG,1.0,10.0,R3,0,0.0
p4bo,small,NEG,1.0,10.0,PRICE,0,0.0
p4bo,small,POS,0.2,25.0,VOL,0,0.0
p4bo,small,POS,0.2,25.0,MOM,0,0.0
p4bo,small,POS,0.2,25.0,R6,0,0.0
p4bo,small,POS,0.2,25.0,R3,0,0.0
p4bo,small,POS,0.2,25.0,PRICE,0,0.0
p4bo,small,POS,0.5,25.0,VOL,0,0.0
p4bo,small,POS,0.5,25.0,MOM,0,0.0
p4bo,small,POS,0.5,25.0,R6,0,0.0
p4bo,small,POS,0.5,25.0,R3,0,0.0
p4bo,small,POS,0.5,25.0,PRICE,0,0.0
p4bo,small,POS,1.0,25.0,VOL,0,0.0
p4bo,small,POS,1.0,25.0,MOM,0,0.0
p4bo,small,POS,1.0,25.0,R6,0,0.0
p4bo,small,POS,1.0,25.0,R3,0,0.0
p4bo,small,POS,1.0,25.0,PRICE,0,0.0
p4bo,small,NEG,0.2,25.0,VOL,0,0.0
p4bo,small,NEG,0.2,25.0,MOM,0,0.0
p4bo,small,NEG,0.2,25.0,R6,0,0.0
p4bo,small,NEG,0.2,25.0,R3,0,0.0
p4bo,small,NEG,0.2,25.0,PRICE,0,0.0
p4bo,small,NEG,0.5,25.0,VOL,0,0.0
p4bo,small,NEG,0.5,25.0,MOM,0,0.0
p4bo,small,NEG,0.5,25.0,R6,0,0.0
p4bo,small,NEG,0.5,25.0,R3,0,0.0
p4bo,small,NEG,0.5,25.0,PRICE,0,0.0
p4bo,small,NEG,1.0,25.0,VOL,0,0.0
p4bo,small,NEG,1.0,25.0,MOM,0,0.0
p4bo,small,NEG,1.0,25.0,R6,0,0.0
p4bo,small,NEG,1.0,25.0,R3,0,0.0
p4bo,small,NEG,1.0,25.0,PRICE,0,0.0
