panel,rung,start,end,half,n,win_F,win_W,n_flip,flip,WL,LW,med_abs_d,max_abs_d,d_win,nf_share_of_flips,nf_share_of_arms
B136,10.0,2021-07-20,2024-07-22,OOS,216,0.8518518518518519,0.8564814814814815,1,0.004629629629629629,0,1,2.3518866141991612e-05,0.00012142115088042971,0.00462962962962965,0.0,0.05555555555555555
B136,25.0,2021-07-20,2024-07-22,OOS,216,0.7453703703703703,0.75,1,0.004629629629629629,0,1,0.0002172623407956653,0.0010953218890830119,0.00462962962962965,0.0,0.05555555555555555
SMALL,0.0,2021-07-20,2024-07-22,OOS,216,0.4351851851851852,0.4074074074074074,6,0.027777777777777776,6,0,6.58264545908005e-05,0.000571233544435612,-0.02777777777777779,1.0,0.05555555555555555
SMALL,10.0,2021-07-20,2024-07-22,OOS,216,0.4074074074074074,0.37962962962962965,6,0.027777777777777776,6,0,0.00010928707369445984,0.0009493588785884494,-0.027777777777777735,1.0,0.05555555555555555
SMALL,25.0,2021-07-20,2024-07-22,OOS,216,0.3287037037037037,0.3055555555555556,7,0.032407407407407406,6,1,0.000174279073365452,0.0015148262485308317,-0.02314814814814814,0.8571428571428571,0.05555555555555555
U56,0.0,2021-10-18,2024-10-18,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,4.2416097613573456e-05,0.00018524098368133401,0.0,,0.0
U56,10.0,2021-10-18,2024-10-18,OOS,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,0.00017724084811127083,0.0007749382808172056,0.0,,0.0
U56,25.0,2021-10-18,2024-10-18,OOS,216,0.9259259259259259,0.9259259259259259,0,0.0,0,0,0.0003795373504697497,0.0016597029961071819,0.0,,0.0
B136,0.0,2021-10-18,2024-10-18,OOS,216,0.8796296296296297,0.8796296296296297,0,0.0,0,0,0.00011456450996605305,0.0006130333476181971,0.0,,0.05555555555555555
B136,10.0,2021-10-18,2024-10-18,OOS,216,0.8333333333333334,0.8333333333333334,0,0.0,0,0,9.433824575855176e-06,5.555294147885359e-05,0.0,,0.05555555555555555
B136,25.0,2021-10-18,2024-10-18,OOS,216,0.7685185185185185,0.7685185185185185,0,0.0,0,0,0.00019660666286580586,0.0010498725180274615,0.0,,0.05555555555555555
SMALL,0.0,2021-10-18,2024-10-18,OOS,216,0.46296296296296297,0.4351851851851852,6,0.027777777777777776,6,0,1.039315819517661e-05,7.262233557825404e-05,-0.02777777777777779,1.0,0.05555555555555555
SMALL,10.0,2021-10-18,2024-10-18,OOS,216,0.3888888888888889,0.3611111111111111,6,0.027777777777777776,6,0,5.8858492754894354e-05,0.00040312248507035076,-0.02777777777777779,1.0,0.05555555555555555
SMALL,25.0,2021-10-18,2024-10-18,OOS,216,0.3148148148148148,0.28703703703703703,6,0.027777777777777776,6,0,0.00013057201372017324,0.0008966076036636961,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2022-01-18,2025-01-22,OOS,216,0.9444444444444444,0.9444444444444444,0,0.0,0,0,6.080344006259564e-05,0.00025955131419985733,0.0,,0.0
U56,10.0,2022-01-18,2025-01-22,OOS,216,0.9351851851851852,0.9351851851851852,0,0.0,0,0,8.066309294019192e-05,0.0003438698452002953,0.0,,0.0
U56,25.0,2022-01-18,2025-01-22,OOS,216,0.9166666666666666,0.9166666666666666,0,0.0,0,0,0.00029716694079912065,0.001249898025350915,0.0,,0.0
B136,0.0,2022-01-18,2025-01-22,OOS,216,0.8472222222222222,0.8425925925925926,1,0.004629629629629629,1,0,0.00023893420622878025,0.0011799691814698976,-0.00462962962962965,0.0,0.05555555555555555
B136,10.0,2022-01-18,2025-01-22,OOS,216,0.8240740740740741,0.8240740740740741,0,0.0,0,0,9.906705164558494e-05,0.0004948105739944753,0.0,,0.05555555555555555
B136,25.0,2022-01-18,2025-01-22,OOS,216,0.75,0.75,0,0.0,0,0,0.00010909785374796366,0.0005357640747648551,0.0,,0.05555555555555555
SMALL,0.0,2022-01-18,2025-01-22,OOS,216,0.3611111111111111,0.3611111111111111,0,0.0,0,0,3.5485692418235626e-05,0.0002717753866626517,0.0,,0.05555555555555555
SMALL,10.0,2022-01-18,2025-01-22,OOS,216,0.3425925925925926,0.3148148148148148,6,0.027777777777777776,6,0,1.1721049084437163e-06,3.980654866557465e-05,-0.02777777777777779,1.0,0.05555555555555555
SMALL,25.0,2022-01-18,2025-01-22,OOS,216,0.35185185185185186,0.32407407407407407,6,0.027777777777777776,6,0,5.532258956153502e-05,0.0004998644178195177,-0.02777777777777779,1.0,0.05555555555555555
U56,0.0,2022-04-19,2025-04-23,OOS,216,0.9259259259259259,0.9259259259259259,0,0.0,0,0,4.373506484189882e-05,0.00017739867014954225,0.0,,0.0
U56,10.0,2022-04-19,2025-04-23,OOS,216,0.9166666666666666,0.9166666666666666,0,0.0,0,0,0.0001560871049904322,0.0006436221621756166,0.0,,0.0
U56,25.0,2022-04-19,2025-04-23,OOS,216,0.8796296296296297,0.8796296296296297,0,0.0,0,0,0.00032444911501919305,0.0013422894795830365,0.0,,0.0
B136,0.0,2022-04-19,2025-04-23,OOS,216,0.7962962962962963,0.7962962962962963,0,0.0,0,0,0.0001974060892069862,0.0008348377232543225,0.0,,0.05555555555555555
B136,10.0,2022-04-19,2025-04-23,OOS,216,0.7407407407407407,0.7314814814814815,2,0.009259259259259259,2,0,7.483456003343214e-05,0.00032442681930378026,-0.00925925925925919,0.0,0.05555555555555555
B136,25.0,2022-04-19,2025-04-23,OOS,216,0.6944444444444444,0.6944444444444444,0,0.0,0,0,0.00010409206454195519,0.0004497253615541874,0.0,,0.05555555555555555
SMALL,0.0,2022-04-19,2025-04-23,OOS,216,0.37962962962962965,0.37962962962962965,0,0.0,0,0,2.629403066200381e-05,0.00021170343748826148,0.0,,0.027777777777777776
SMALL,10.0,2022-04-19,2025-04-23,OOS,216,0.3425925925925926,0.3425925925925926,0,0.0,0,0,1.7397907891347764e-05,0.00018921589472625788,0.0,,0.027777777777777776
SMALL,25.0,2022-04-19,2025-04-23,OOS,216,0.3333333333333333,0.3333333333333333,0,0.0,0,0,8.272160373290482e-05,0.0007877298612392059,0.0,,0.027777777777777776
U56,0.0,2022-07-20,2025-07-24,OOS,216,0.75,0.75,0,0.0,0,0,7.096136483752957e-06,8.987534785642737e-05,0.0,,0.0
U56,10.0,2022-07-20,2025-07-24,OOS,216,0.7129629629629629,0.7129629629629629,0,0.0,0,0,1.4796782761838934e-05,0.00018596156467176606,0.0,,0.0
U56,25.0,2022-07-20,2025-07-24,OOS,216,0.6203703703703703,0.6203703703703703,0,0.0,0,0,4.773760085297063e-05,0.000601007478011617,0.0,,0.0
B136,0.0,2022-07-20,2025-07-24,OOS,216,0.49074074074074076,0.49074074074074076,0,0.0,0,0,4.55127104139752e-05,0.00048390459558134147,0.0,,0.05555555555555555
B136,10.0,2022-07-20,2025-07-24,OOS,216,0.46296296296296297,0.46296296296296297,0,0.0,0,0,1.9930761259501217e-05,0.00021409394880467225,0.0,,0.05555555555555555
B136,25.0,2022-07-20,2025-07-24,OOS,216,0.37037037037037035,0.37037037037037035,0,0.0,0,0,1.8358881617053235e-05,0.00019315492268900947,0.0,,0.05555555555555555
SMALL,0.0,2022-07-20,2025-07-24,OOS,216,0.07407407407407407,0.07407407407407407,0,0.0,0,0,1.7199120180902416e-05,0.0002003985113484541,0.0,,0.027777777777777776
SMALL,10.0,2022-07-20,2025-07-24,OOS,216,0.05555555555555555,0.05555555555555555,0,0.0,0,0,1.3430605342430735e-05,0.00024135389984969446,0.0,,0.027777777777777776
SMALL,25.0,2022-07-20,2025-07-24,OOS,216,0.027777777777777776,0.027777777777777776,0,0.0,0,0,5.8884502188973065e-05,0.0009022662661334335,0.0,,0.027777777777777776
U56,0.0,2022-10-18,2025-10-22,OOS,216,0.28703703703703703,0.28703703703703703,0,0.0,0,0,3.0780239291816613e-06,1.909363675900444e-05,0.0,,0.0
U56,10.0,2022-10-18,2025-10-22,OOS,216,0.26851851851851855,0.26851851851851855,0,0.0,0,0,3.9580612141709715e-05,0.00024542079350209356,0.0,,0.0
U56,25.0,2022-10-18,2025-10-22,OOS,216,0.21296296296296297,0.21296296296296297,0,0.0,0,0,0.00010404061777247176,0.0006451617428346879,0.0,,0.0
B136,0.0,2022-10-18,2025-10-22,OOS,216,0.26851851851851855,0.26851851851851855,0,0.0,0,0,9.045520729777934e-05,0.0006197853835041567,0.0,,0.05555555555555555
B136,10.0,2022-10-18,2025-10-22,OOS,216,0.21296296296296297,0.21296296296296297,0,0.0,0,0,3.579980991696985e-05,0.0002481404714222979,0.0,,0.05555555555555555
B136,25.0,2022-10-18,2025-10-22,OOS,216,0.18055555555555555,0.18055555555555555,0,0.0,0,0,4.581438636630519e-05,0.00031412829336341375,0.0,,0.05555555555555555
SMALL,0.0,2022-10-18,2025-10-22,OOS,216,0.1574074074074074,0.1574074074074074,0,0.0,0,0,5.211383078795873e-06,0.00012141576000523902,0.0,,0.027777777777777776
SMALL,10.0,2022-10-18,2025-10-22,OOS,216,0.12037037037037036,0.12037037037037036,0,0.0,0,0,7.77804166415541e-05,0.0007445000235077881,0.0,,0.027777777777777776
SMALL,25.0,2022-10-18,2025-10-22,OOS,216,0.1111111111111111,0.1111111111111111,0,0.0,0,0,0.00018799601861381465,0.0016775969448311612,0.0,,0.027777777777777776
U56,0.0,2023-01-19,2026-01-23,OOS,216,0.6111111111111112,0.6111111111111112,0,0.0,0,0,2.2301424450588136e-05,0.00010828902158710463,0.0,,0.1111111111111111
U56,10.0,2023-01-19,2026-01-23,OOS,216,0.6666666666666666,0.5555555555555556,24,0.1111111111111111,24,0,5.035033068356842e-05,0.00024474925486561716,-0.11111111111111105,1.0,0.1111111111111111
U56,25.0,2023-01-19,2026-01-23,OOS,216,0.6018518518518519,0.49074074074074076,24,0.1111111111111111,24,0,0.00016100610966973683,0.0007790606989479532,-0.1111111111111111,1.0,0.1111111111111111
B136,0.0,2023-01-19,2026-01-23,OOS,216,0.4074074074074074,0.4074074074074074,0,0.0,0,0,0.00013570319362166128,0.0007110537219539026,0.0,,0.08333333333333333
B136,10.0,2023-01-19,2026-01-23,OOS,216,0.39814814814814814,0.39814814814814814,0,0.0,0,0,6.171849780023386e-05,0.00032663342321326283,0.0,,0.08333333333333333
B136,25.0,2023-01-19,2026-01-23,OOS,216,0.3425925925925926,0.3148148148148148,6,0.027777777777777776,6,0,4.7712600221849755e-05,0.0002554197741588826,-0.02777777777777779,1.0,0.08333333333333333
SMALL,0.0,2023-01-19,2026-01-23,OOS,216,0.2037037037037037,0.2037037037037037,0,0.0,0,0,1.0185146652241794e-05,0.00020105334745479375,0.0,,0.027777777777777776
SMALL,10.0,2023-01-19,2026-01-23,OOS,216,0.1574074074074074,0.1574074074074074,0,0.0,0,0,9.331871742424003e-05,0.0010522369551592137,0.0,,0.027777777777777776
SMALL,25.0,2023-01-19,2026-01-23,OOS,216,0.1111111111111111,0.1111111111111111,0,0.0,0,0,0.00021716534756875683,0.0023272052396172693,0.0,,0.027777777777777776
U56,0.0,2023-04-20,2026-04-24,OOS,216,0.7129629629629629,0.6111111111111112,22,0.10185185185185185,22,0,3.237721223348089e-07,3.0746964478911565e-06,-0.10185185185185175,1.0,0.1111111111111111
U56,10.0,2023-04-20,2026-04-24,OOS,216,0.6666666666666666,0.5555555555555556,24,0.1111111111111111,24,0,6.612053714249999e-05,0.00034795529568376615,-0.11111111111111105,1.0,0.1111111111111111
U56,25.0,2023-04-20,2026-04-24,OOS,216,0.5462962962962963,0.4351851851851852,24,0.1111111111111111,24,0,0.00016517645622304844,0.000871435400039422,-0.1111111111111111,1.0,0.1111111111111111
B136,0.0,2023-04-20,2026-04-24,OOS,216,0.37962962962962965,0.37962962962962965,0,0.0,0,0,0.00011525681489910067,0.0006389127092538693,0.0,,0.08333333333333333
B136,10.0,2023-04-20,2026-04-24,OOS,216,0.3333333333333333,0.3333333333333333,0,0.0,0,0,5.454822329331588e-05,0.00030662008690085507,0.0,,0.08333333333333333
B136,25.0,2023-04-20,2026-04-24,OOS,216,0.3148148148148148,0.28703703703703703,6,0.027777777777777776,6,0,3.682446796304806e-05,0.00019716901816968502,-0.02777777777777779,1.0,0.08333333333333333
SMALL,0.0,2023-04-20,2026-04-24,OOS,216,0.21296296296296297,0.21296296296296297,0,0.0,0,0,9.452880447363698e-05,0.0011462438361968807,0.0,,0.027777777777777776
SMALL,10.0,2023-04-20,2026-04-24,OOS,216,0.1574074074074074,0.1574074074074074,0,0.0,0,0,0.00017461254368811296,0.0020644115335762825,0.0,,0.027777777777777776
SMALL,25.0,2023-04-20,2026-04-24,OOS,216,0.12037037037037036,0.11574074074074074,1,0.004629629629629629,1,0,0.0002958256441344398,0.003442399384920636,-0.0046296296296296224,0.0,0.027777777777777776
U56,0.0,2023-07-21,2026-07-27,OOS,216,0.6296296296296297,0.5185185185185185,24,0.1111111111111111,24,0,4.264046830526613e-05,0.00026278951084646174,-0.11111111111111116,1.0,0.1111111111111111
U56,10.0,2023-07-21,2026-07-27,OOS,216,0.5462962962962963,0.4212962962962963,27,0.125,27,0,9.851961474327542e-05,0.0005873458462133385,-0.125,0.8888888888888888,0.1111111111111111
U56,25.0,2023-07-21,2026-07-27,OOS,216,0.4444444444444444,0.3333333333333333,24,0.1111111111111111,24,0,0.00018198339567065958,0.0010793164438649416,-0.1111111111111111,1.0,0.1111111111111111
B136,0.0,2023-07-21,2026-07-27,OOS,216,0.32407407407407407,0.32407407407407407,0,0.0,0,0,6.399479010266163e-05,0.0003510508835189441,0.0,,0.08333333333333333
B136,10.0,2023-07-21,2026-07-27,OOS,216,0.2777777777777778,0.2777777777777778,0,0.0,0,0,7.010281937391838e-06,4.386670057865416e-05,0.0,,0.08333333333333333
B136,25.0,2023-07-21,2026-07-27,OOS,216,0.23148148148148148,0.2037037037037037,6,0.027777777777777776,6,0,7.806269426624546e-05,0.00042313556097872684,-0.02777777777777779,1.0,0.08333333333333333
SMALL,0.0,2023-07-21,2026-07-27,OOS,216,0.24074074074074073,0.24074074074074073,0,0.0,0,0,5.2871116864583456e-05,0.0008619538214950095,0.0,,0.027777777777777776
SMALL,10.0,2023-07-21,2026-07-27,OOS,216,0.2175925925925926,0.21296296296296297,1,0.004629629629629629,1,0,0.0001334697118682282,0.0020558918158515294,-0.0046296296296296224,0.0,0.027777777777777776
SMALL,25.0,2023-07-21,2026-07-27,OOS,216,0.16666666666666666,0.1574074074074074,2,0.009259259259259259,2,0,0.0002546336662886117,0.00384759134448287,-0.009259259259259245,0.0,0.027777777777777776
