panel,series,tail,q,inst,nominal,armed,rate,ratio
SMALL439,DISP,HIGH,0.6,QROLL2016,0.4,0.548805287239451,0.6419638721630384,1.604909680407596
SMALL439,DISP,HIGH,0.7,QEXP,0.30000000000000004,0.9972038637519065,0.49961763956156,1.6653921318718665
SMALL439,DISP,HIGH,0.7,QROLL252,0.30000000000000004,0.9972038637519065,0.33316339536069334,1.110544651202311
SMALL439,DISP,HIGH,0.7,QROLL504,0.30000000000000004,0.9331469242501271,0.35548896758376464,1.1849632252792153
SMALL439,DISP,HIGH,0.7,QROLL1008,0.30000000000000004,0.8050330452465684,0.41679823176507735,1.3893274392169244
SMALL439,DISP,HIGH,0.7,QROLL2016,0.30000000000000004,0.548805287239451,0.5294117647058824,1.764705882352941
SMALL439,DISP,HIGH,0.8,QEXP,0.19999999999999996,0.9972038637519065,0.38669385674228907,1.9334692837114458
SMALL439,DISP,HIGH,0.8,QROLL252,0.19999999999999996,0.9972038637519065,0.23171042569462147,1.1585521284731075
SMALL439,DISP,HIGH,0.8,QROLL504,0.19999999999999996,0.9331469242501271,0.26396077363116316,1.3198038681558162
SMALL439,DISP,HIGH,0.8,QROLL1008,0.19999999999999996,0.8050330452465684,0.30975686769813704,1.5487843384906856
SMALL439,DISP,HIGH,0.8,QROLL2016,0.19999999999999996,0.548805287239451,0.3997220935618342,1.9986104678091714
SMALL439,DISP,HIGH,0.9,QEXP,0.09999999999999998,0.9972038637519065,0.22890644914606167,2.2890644914606173
SMALL439,DISP,HIGH,0.9,QROLL252,0.09999999999999998,0.9972038637519065,0.13586540912566913,1.3586540912566916
SMALL439,DISP,HIGH,0.9,QROLL504,0.09999999999999998,0.9331469242501271,0.13810950694633614,1.3810950694633617
SMALL439,DISP,HIGH,0.9,QROLL1008,0.09999999999999998,0.8050330452465684,0.19166403536469845,1.916640353646985
SMALL439,DISP,HIGH,0.9,QROLL2016,0.09999999999999998,0.548805287239451,0.2329782306623437,2.3297823066234375
SMALL439,DDSPD,HIGH,0.6,QEXP,0.4,0.9969496695475343,0.4092299847016828,1.023074961754207
SMALL439,DDSPD,HIGH,0.6,QROLL252,0.4,0.9969496695475343,0.4229984701682815,1.0574961754207037
SMALL439,DDSPD,HIGH,0.6,QROLL504,0.4,0.9328927300457549,0.41553133514986373,1.0388283378746592
SMALL439,DDSPD,HIGH,0.6,QROLL1008,0.4,0.8047788510421963,0.408717624763108,1.02179406190777
SMALL439,DDSPD,HIGH,0.6,QROLL2016,0.4,0.5485510930350788,0.41056533827618164,1.026413345690454
SMALL439,DDSPD,HIGH,0.7,QEXP,0.30000000000000004,0.9969496695475343,0.30851606323304437,1.028386877443481
SMALL439,DDSPD,HIGH,0.7,QROLL252,0.30000000000000004,0.9969496695475343,0.3233044365119837,1.0776814550399456
SMALL439,DDSPD,HIGH,0.7,QROLL504,0.30000000000000004,0.9328927300457549,0.30272479564032695,1.009082652134423
SMALL439,DDSPD,HIGH,0.7,QROLL1008,0.30000000000000004,0.8047788510421963,0.3149084017687934,1.0496946725626446
SMALL439,DDSPD,HIGH,0.7,QROLL2016,0.30000000000000004,0.5485510930350788,0.3266913809082484,1.0889712696941611
SMALL439,DDSPD,HIGH,0.8,QEXP,0.19999999999999996,0.9969496695475343,0.20576236613972462,1.0288118306986234
SMALL439,DDSPD,HIGH,0.8,QROLL252,0.19999999999999996,0.9969496695475343,0.2118816930137685,1.0594084650688427
SMALL439,DDSPD,HIGH,0.8,QROLL504,0.19999999999999996,0.9328927300457549,0.19591280653950954,0.9795640326975479
SMALL439,DDSPD,HIGH,0.8,QROLL1008,0.19999999999999996,0.8047788510421963,0.20972836386607707,1.0486418193303857
SMALL439,DDSPD,HIGH,0.8,QROLL2016,0.19999999999999996,0.5485510930350788,0.2386468952734013,1.1932344763670069
SMALL439,DDSPD,HIGH,0.9,QEXP,0.09999999999999998,0.9969496695475343,0.10530341662417134,1.0530341662417135
SMALL439,DDSPD,HIGH,0.9,QROLL252,0.09999999999999998,0.9969496695475343,0.11193268740438551,1.1193268740438553
SMALL439,DDSPD,HIGH,0.9,QROLL504,0.09999999999999998,0.9328927300457549,0.10572207084468666,1.0572207084468668
SMALL439,DDSPD,HIGH,0.9,QROLL1008,0.09999999999999998,0.8047788510421963,0.10454832596336071,1.0454832596336072
SMALL439,DDSPD,HIGH,0.9,QROLL2016,0.09999999999999998,0.5485510930350788,0.12465245597775718,1.246524559777572
