panel,book,gross,cadence,rung,draws,distinct,degenerate,null_turn_yr,null_drag_bp,base4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR
U56,BAND03,0.75,Q,5.0,200,200,False,1.1849885515901666,5.9249427579508325,0.0,1.0,0.99,1.0,0.41,0.0
U56,BAND03,0.75,Q,10.0,200,200,False,1.1849885515901666,11.849885515901665,0.0,1.0,0.99,1.0,0.41,0.0
U56,BAND03,0.75,Q,25.0,200,200,False,1.1849885515901666,29.624713789754164,0.0,1.0,0.965,0.995,0.41,0.0
U56,BAND03,0.75,Q,50.0,200,200,False,1.1849885515901666,59.24942757950833,0.0,0.97,0.78,0.98,0.41,0.0
U56,BAND03,1.0,Q,0.0,200,200,False,1.5758996706803827,0.0,0.0,1.0,0.99,1.0,0.0,0.46
U56,BAND03,1.0,Q,5.0,200,200,False,1.5758996706803827,7.879498353401914,0.0,1.0,0.99,1.0,0.0,0.39
U56,BAND03,1.0,Q,10.0,200,200,False,1.5758996706803827,15.758996706803828,0.0,1.0,0.99,1.0,0.0,0.28
U56,BAND03,1.0,Q,25.0,200,200,False,1.5758996706803827,39.39749176700957,0.0,1.0,0.965,0.995,0.0,0.08
U56,BAND03,1.0,Q,50.0,200,200,False,1.5758996706803827,78.79498353401914,0.0,0.97,0.75,0.975,0.0,0.0
B136,TOP5,0.5,W,0.0,200,200,False,49.01254546179027,0.0,0.0,0.735,0.405,0.495,1.0,0.0
B136,TOP5,0.5,W,5.0,200,200,False,49.01254546179027,245.06272730895134,0.0,0.115,0.05,0.045,0.935,0.0
B136,TOP5,0.5,W,10.0,200,200,False,49.01254546179027,490.1254546179027,0.0,0.0,0.0,0.0,0.735,0.0
B136,TOP5,0.5,W,25.0,200,200,False,49.01254546179027,1225.3136365447567,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP5,0.5,W,50.0,200,200,False,49.01254546179027,2450.6272730895134,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP5,0.75,W,0.0,200,200,False,73.48823519693708,0.0,0.185,0.735,0.41,0.495,0.38,0.635
B136,TOP5,0.75,W,5.0,200,200,False,73.48823519693708,367.4411759846854,0.01,0.115,0.05,0.045,0.195,0.02
B136,TOP5,0.75,W,10.0,200,200,False,73.48823519693708,734.8823519693708,0.0,0.0,0.0,0.0,0.04,0.0
B136,TOP5,0.75,W,25.0,200,200,False,73.48823519693708,1837.2058799234271,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP5,0.75,W,50.0,200,200,False,73.48823519693708,3674.4117598468542,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP5,1.0,W,0.0,200,200,False,97.95482460208733,0.0,0.01,0.735,0.405,0.495,0.01,0.975
B136,TOP5,1.0,W,5.0,200,200,False,97.95482460208733,489.77412301043665,0.0,0.115,0.05,0.045,0.0,0.285
B136,TOP5,1.0,W,10.0,200,200,False,97.95482460208733,979.5482460208733,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP5,1.0,W,25.0,200,200,False,97.95482460208733,2448.870615052183,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP5,1.0,W,50.0,200,200,False,97.95482460208733,4897.741230104366,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP5,0.5,M,0.0,200,200,False,11.410168063082633,0.0,0.0,0.59,0.57,0.65,0.935,0.0
B136,TOP5,0.5,M,5.0,200,200,False,11.410168063082633,57.05084031541317,0.0,0.46,0.42,0.465,0.935,0.0
B136,TOP5,0.5,M,10.0,200,200,False,11.410168063082633,114.10168063082634,0.0,0.26,0.29,0.34,0.925,0.0
B136,TOP5,0.5,M,25.0,200,200,False,11.410168063082633,285.2542015770658,0.0,0.04,0.05,0.05,0.84,0.0
B136,TOP5,0.5,M,50.0,200,200,False,11.410168063082633,570.5084031541317,0.0,0.0,0.0,0.0,0.465,0.0
B136,TOP5,0.75,M,0.0,200,200,False,17.087248417168976,0.0,0.115,0.6,0.575,0.65,0.22,0.72
B136,TOP5,0.75,M,5.0,200,200,False,17.087248417168976,85.43624208584488,0.09,0.47,0.415,0.465,0.205,0.555
B136,TOP5,0.75,M,10.0,200,200,False,17.087248417168976,170.87248417168976,0.03,0.28,0.295,0.355,0.17,0.365
B136,TOP5,0.75,M,25.0,200,200,False,17.087248417168976,427.1812104292244,0.0,0.04,0.05,0.05,0.115,0.015
B136,TOP5,0.75,M,50.0,200,200,False,17.087248417168976,854.3624208584488,0.0,0.0,0.0,0.0,0.015,0.0
B136,TOP5,1.0,M,0.0,200,200,False,22.750732663566637,0.0,0.005,0.6,0.575,0.635,0.005,0.99
B136,TOP5,1.0,M,5.0,200,200,False,22.750732663566637,113.75366331783319,0.0,0.475,0.435,0.465,0.0,0.95
B136,TOP5,1.0,M,10.0,200,200,False,22.750732663566637,227.50732663566637,0.0,0.285,0.305,0.36,0.0,0.82
B136,TOP5,1.0,M,25.0,200,200,False,22.750732663566637,568.7683165891659,0.0,0.04,0.05,0.055,0.0,0.29
B136,TOP5,1.0,M,50.0,200,200,False,22.750732663566637,1137.5366331783318,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP5,0.5,Q,0.0,200,200,False,3.822336307679892,0.0,0.0,0.715,0.325,0.395,0.88,0.0
B136,TOP5,0.5,Q,5.0,200,200,False,3.822336307679892,19.11168153839946,0.0,0.66,0.275,0.355,0.88,0.0
B136,TOP5,0.5,Q,10.0,200,200,False,3.822336307679892,38.22336307679892,0.0,0.61,0.235,0.32,0.865,0.0
B136,TOP5,0.5,Q,25.0,200,200,False,3.822336307679892,95.5584076919973,0.0,0.455,0.13,0.185,0.835,0.0
B136,TOP5,0.5,Q,50.0,200,200,False,3.822336307679892,191.1168153839946,0.0,0.225,0.065,0.055,0.755,0.0
B136,TOP5,0.75,Q,0.0,200,200,False,5.708185142652699,0.0,0.01,0.715,0.305,0.385,0.065,0.68
B136,TOP5,0.75,Q,5.0,200,200,False,5.708185142652699,28.540925713263494,0.005,0.66,0.275,0.355,0.06,0.615
B136,TOP5,0.75,Q,10.0,200,200,False,5.708185142652699,57.08185142652699,0.0,0.6,0.22,0.32,0.05,0.54
B136,TOP5,0.75,Q,25.0,200,200,False,5.708185142652699,142.70462856631747,0.0,0.465,0.12,0.185,0.05,0.325
B136,TOP5,0.75,Q,50.0,200,200,False,5.708185142652699,285.40925713263493,0.0,0.225,0.065,0.05,0.04,0.09
B136,TOP5,1.0,Q,0.0,200,200,False,7.578733918170695,0.0,0.0,0.71,0.3,0.38,0.0,0.96
B136,TOP5,1.0,Q,5.0,200,200,False,7.578733918170695,37.89366959085348,0.0,0.66,0.26,0.35,0.0,0.935
B136,TOP5,1.0,Q,10.0,200,200,False,7.578733918170695,75.78733918170695,0.0,0.6,0.215,0.305,0.0,0.91
B136,TOP5,1.0,Q,25.0,200,200,False,7.578733918170695,189.46834795426736,0.0,0.47,0.12,0.175,0.0,0.825
B136,TOP5,1.0,Q,50.0,200,200,False,7.578733918170695,378.9366959085347,0.0,0.23,0.06,0.045,0.0,0.54
B136,TOP10,0.5,W,0.0,200,200,False,45.91937867042742,0.0,0.0,0.9,0.7,0.795,1.0,0.0
B136,TOP10,0.5,W,5.0,200,200,False,45.91937867042742,229.5968933521371,0.0,0.1,0.06,0.11,1.0,0.0
B136,TOP10,0.5,W,10.0,200,200,False,45.91937867042742,459.1937867042742,0.0,0.0,0.0,0.0,0.975,0.0
B136,TOP10,0.5,W,25.0,200,200,False,45.91937867042742,1147.9844667606856,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP10,0.5,W,50.0,200,200,False,45.91937867042742,2295.968933521371,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP10,0.75,W,0.0,200,200,False,68.84976885814235,0.0,0.505,0.9,0.7,0.79,0.815,0.745
B136,TOP10,0.75,W,5.0,200,200,False,68.84976885814235,344.24884429071176,0.0,0.105,0.06,0.105,0.615,0.0
B136,TOP10,0.75,W,10.0,200,200,False,68.84976885814235,688.4976885814235,0.0,0.0,0.0,0.0,0.295,0.0
B136,TOP10,0.75,W,25.0,200,200,False,68.84976885814235,1721.2442214535588,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP10,0.75,W,50.0,200,200,False,68.84976885814235,3442.4884429071176,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP10,1.0,W,0.0,200,200,False,91.77376583969473,0.0,0.045,0.9,0.69,0.785,0.045,0.995
B136,TOP10,1.0,W,5.0,200,200,False,91.77376583969473,458.8688291984737,0.0,0.105,0.06,0.095,0.005,0.37
B136,TOP10,1.0,W,10.0,200,200,False,91.77376583969473,917.7376583969474,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP10,1.0,W,25.0,200,200,False,91.77376583969473,2294.3441459923683,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP10,1.0,W,50.0,200,200,False,91.77376583969473,4588.688291984737,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP10,0.5,M,0.0,200,200,False,10.793551486448631,0.0,0.0,0.86,0.73,0.825,1.0,0.0
B136,TOP10,0.5,M,5.0,200,200,False,10.793551486448631,53.96775743224316,0.0,0.765,0.565,0.65,1.0,0.0
B136,TOP10,0.5,M,10.0,200,200,False,10.793551486448631,107.93551486448632,0.0,0.495,0.41,0.48,1.0,0.0
B136,TOP10,0.5,M,25.0,200,200,False,10.793551486448631,269.8387871612158,0.0,0.055,0.045,0.06,1.0,0.0
B136,TOP10,0.5,M,50.0,200,200,False,10.793551486448631,539.6775743224316,0.0,0.0,0.0,0.0,0.86,0.0
B136,TOP10,0.75,M,0.0,200,200,False,16.161774196735212,0.0,0.18,0.875,0.735,0.825,0.24,0.85
B136,TOP10,0.75,M,5.0,200,200,False,16.161774196735212,80.80887098367606,0.13,0.785,0.575,0.65,0.225,0.63
B136,TOP10,0.75,M,10.0,200,200,False,16.161774196735212,161.61774196735212,0.04,0.505,0.415,0.475,0.215,0.32
B136,TOP10,0.75,M,25.0,200,200,False,16.161774196735212,404.0443549183803,0.0,0.06,0.045,0.06,0.14,0.005
B136,TOP10,0.75,M,50.0,200,200,False,16.161774196735212,808.0887098367606,0.0,0.0,0.0,0.0,0.035,0.0
B136,TOP10,1.0,M,0.0,200,200,False,21.51322047832405,0.0,0.0,0.88,0.735,0.825,0.0,1.0
B136,TOP10,1.0,M,5.0,200,200,False,21.51322047832405,107.56610239162026,0.0,0.785,0.57,0.65,0.0,1.0
B136,TOP10,1.0,M,10.0,200,200,False,21.51322047832405,215.13220478324052,0.0,0.515,0.42,0.49,0.0,0.975
B136,TOP10,1.0,M,25.0,200,200,False,21.51322047832405,537.8305119581013,0.0,0.06,0.045,0.06,0.0,0.3
B136,TOP10,1.0,M,50.0,200,200,False,21.51322047832405,1075.6610239162026,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP10,0.5,Q,0.0,200,200,False,3.644985455898677,0.0,0.0,0.895,0.5,0.595,0.94,0.0
B136,TOP10,0.5,Q,5.0,200,200,False,3.644985455898677,18.224927279493386,0.0,0.865,0.42,0.51,0.94,0.0
B136,TOP10,0.5,Q,10.0,200,200,False,3.644985455898677,36.44985455898677,0.0,0.82,0.355,0.46,0.94,0.0
B136,TOP10,0.5,Q,25.0,200,200,False,3.644985455898677,91.12463639746693,0.0,0.66,0.19,0.295,0.935,0.0
B136,TOP10,0.5,Q,50.0,200,200,False,3.644985455898677,182.24927279493386,0.0,0.305,0.07,0.075,0.915,0.0
B136,TOP10,0.75,Q,0.0,200,200,False,5.441484309829004,0.0,0.075,0.9,0.475,0.57,0.115,0.705
B136,TOP10,0.75,Q,5.0,200,200,False,5.441484309829004,27.20742154914502,0.06,0.87,0.42,0.505,0.115,0.65
B136,TOP10,0.75,Q,10.0,200,200,False,5.441484309829004,54.41484309829004,0.055,0.825,0.355,0.44,0.115,0.56
B136,TOP10,0.75,Q,25.0,200,200,False,5.441484309829004,136.0371077457251,0.03,0.65,0.185,0.275,0.11,0.31
B136,TOP10,0.75,Q,50.0,200,200,False,5.441484309829004,272.0742154914502,0.0,0.31,0.07,0.075,0.085,0.06
B136,TOP10,1.0,Q,0.0,200,200,False,7.224707370169959,0.0,0.0,0.9,0.475,0.54,0.0,0.985
B136,TOP10,1.0,Q,5.0,200,200,False,7.224707370169959,36.123536850849796,0.0,0.87,0.39,0.485,0.0,0.97
B136,TOP10,1.0,Q,10.0,200,200,False,7.224707370169959,72.24707370169959,0.0,0.82,0.33,0.425,0.0,0.95
B136,TOP10,1.0,Q,25.0,200,200,False,7.224707370169959,180.61768425424899,0.0,0.645,0.175,0.255,0.0,0.9
B136,TOP10,1.0,Q,50.0,200,200,False,7.224707370169959,361.23536850849797,0.0,0.315,0.07,0.07,0.0,0.6
B136,TOP20,0.5,W,0.0,200,200,False,40.32037996656627,0.0,0.0,1.0,0.9,0.965,1.0,0.0
B136,TOP20,0.5,W,5.0,200,200,False,40.32037996656627,201.60189983283135,0.0,0.27,0.07,0.105,1.0,0.0
B136,TOP20,0.5,W,10.0,200,200,False,40.32037996656627,403.2037996656627,0.0,0.0,0.0,0.0,1.0,0.0
B136,TOP20,0.5,W,25.0,200,200,False,40.32037996656627,1008.0094991641568,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP20,0.5,W,50.0,200,200,False,40.32037996656627,2016.0189983283135,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP20,0.75,W,0.0,200,200,False,60.448819090755876,0.0,0.845,1.0,0.9,0.96,0.96,0.925
B136,TOP20,0.75,W,5.0,200,200,False,60.448819090755876,302.2440954537794,0.0,0.275,0.07,0.105,0.91,0.0
B136,TOP20,0.75,W,10.0,200,200,False,60.448819090755876,604.4881909075588,0.0,0.0,0.0,0.0,0.7,0.0
B136,TOP20,0.75,W,25.0,200,200,False,60.448819090755876,1511.220477268897,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP20,0.75,W,50.0,200,200,False,60.448819090755876,3022.440954537794,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP20,1.0,W,0.0,200,200,False,80.5660233032807,0.0,0.025,1.0,0.89,0.96,0.025,1.0
B136,TOP20,1.0,W,5.0,200,200,False,80.5660233032807,402.8301165164035,0.005,0.275,0.065,0.1,0.01,0.645
B136,TOP20,1.0,W,10.0,200,200,False,80.5660233032807,805.660233032807,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP20,1.0,W,25.0,200,200,False,80.5660233032807,2014.1505825820175,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP20,1.0,W,50.0,200,200,False,80.5660233032807,4028.301165164035,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP20,0.5,M,0.0,200,200,False,9.662936852874399,0.0,0.0,0.965,0.94,0.985,1.0,0.0
B136,TOP20,0.5,M,5.0,200,200,False,9.662936852874399,48.31468426437199,0.0,0.915,0.815,0.91,1.0,0.0
B136,TOP20,0.5,M,10.0,200,200,False,9.662936852874399,96.62936852874398,0.0,0.75,0.615,0.76,1.0,0.0
B136,TOP20,0.5,M,25.0,200,200,False,9.662936852874399,241.57342132185997,0.0,0.085,0.045,0.065,1.0,0.0
B136,TOP20,0.5,M,50.0,200,200,False,9.662936852874399,483.14684264371994,0.0,0.0,0.0,0.0,0.98,0.0
B136,TOP20,0.75,M,0.0,200,200,False,14.467628417671929,0.0,0.15,0.965,0.94,0.985,0.165,0.955
B136,TOP20,0.75,M,5.0,200,200,False,14.467628417671929,72.33814208835965,0.11,0.915,0.815,0.91,0.15,0.805
B136,TOP20,0.75,M,10.0,200,200,False,14.467628417671929,144.6762841767193,0.035,0.76,0.615,0.76,0.15,0.38
B136,TOP20,0.75,M,25.0,200,200,False,14.467628417671929,361.6907104417982,0.0,0.09,0.05,0.065,0.135,0.005
B136,TOP20,0.75,M,50.0,200,200,False,14.467628417671929,723.3814208835964,0.0,0.0,0.0,0.0,0.045,0.0
B136,TOP20,1.0,M,0.0,200,200,False,19.25946789589667,0.0,0.0,0.965,0.94,0.985,0.0,1.0
B136,TOP20,1.0,M,5.0,200,200,False,19.25946789589667,96.29733947948336,0.0,0.92,0.815,0.915,0.0,1.0
B136,TOP20,1.0,M,10.0,200,200,False,19.25946789589667,192.5946789589667,0.0,0.775,0.62,0.76,0.0,0.995
B136,TOP20,1.0,M,25.0,200,200,False,19.25946789589667,481.4866973974167,0.0,0.09,0.05,0.065,0.0,0.49
B136,TOP20,1.0,M,50.0,200,200,False,19.25946789589667,962.9733947948334,0.0,0.0,0.0,0.0,0.0,0.0
B136,TOP20,0.5,Q,0.0,200,200,False,3.3220446223667075,0.0,0.0,1.0,0.59,0.785,0.995,0.0
B136,TOP20,0.5,Q,5.0,200,200,False,3.3220446223667075,16.610223111833538,0.0,0.995,0.515,0.725,0.995,0.0
B136,TOP20,0.5,Q,10.0,200,200,False,3.3220446223667075,33.220446223667075,0.0,0.99,0.435,0.65,0.995,0.0
B136,TOP20,0.5,Q,25.0,200,200,False,3.3220446223667075,83.05111555916768,0.0,0.925,0.215,0.375,0.995,0.0
B136,TOP20,0.5,Q,50.0,200,200,False,3.3220446223667075,166.10223111833537,0.0,0.5,0.025,0.055,0.995,0.0
B136,TOP20,0.75,Q,0.0,200,200,False,4.959191257061112,0.0,0.035,1.0,0.57,0.755,0.04,0.855
B136,TOP20,0.75,Q,5.0,200,200,False,4.959191257061112,24.795956285305557,0.03,0.99,0.49,0.7,0.04,0.74
B136,TOP20,0.75,Q,10.0,200,200,False,4.959191257061112,49.591912570611115,0.015,0.99,0.41,0.635,0.04,0.655
B136,TOP20,0.75,Q,25.0,200,200,False,4.959191257061112,123.9797814265278,0.005,0.93,0.21,0.36,0.04,0.265
B136,TOP20,0.75,Q,50.0,200,200,False,4.959191257061112,247.9595628530556,0.0,0.51,0.02,0.055,0.04,0.02
B136,TOP20,1.0,Q,0.0,200,200,False,6.585822020037296,0.0,0.0,1.0,0.535,0.74,0.0,1.0
B136,TOP20,1.0,Q,5.0,200,200,False,6.585822020037296,32.92911010018648,0.0,0.99,0.485,0.675,0.0,1.0
B136,TOP20,1.0,Q,10.0,200,200,False,6.585822020037296,65.85822020037295,0.0,0.99,0.405,0.585,0.0,1.0
B136,TOP20,1.0,Q,25.0,200,200,False,6.585822020037296,164.6455505009324,0.0,0.93,0.2,0.325,0.0,0.99
B136,TOP20,1.0,Q,50.0,200,200,False,6.585822020037296,329.2911010018648,0.0,0.53,0.015,0.03,0.0,0.79
B136,EWELIG,0.5,W,0.0,200,1,True,5.566515016682992,0.0,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,W,5.0,200,1,True,5.566515016682992,27.83257508341496,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,W,10.0,200,1,True,5.566515016682992,55.66515016682992,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,W,25.0,200,1,True,5.566515016682992,139.1628754170748,0.0,1.0,0.0,1.0,1.0,0.0
B136,EWELIG,0.5,W,50.0,200,1,True,5.566515016682992,278.3257508341496,0.0,0.0,0.0,0.0,1.0,0.0
B136,EWELIG,0.75,W,0.0,200,1,True,8.264038337378773,0.0,1.0,1.0,1.0,1.0,1.0,1.0
B136,EWELIG,0.75,W,5.0,200,1,True,8.264038337378773,41.320191686893864,1.0,1.0,1.0,1.0,1.0,1.0
B136,EWELIG,0.75,W,10.0,200,1,True,8.264038337378773,82.64038337378773,1.0,1.0,1.0,1.0,1.0,1.0
B136,EWELIG,0.75,W,25.0,200,1,True,8.264038337378773,206.60095843446933,0.0,1.0,0.0,1.0,1.0,0.0
B136,EWELIG,0.75,W,50.0,200,1,True,8.264038337378773,413.20191686893867,0.0,0.0,0.0,0.0,0.0,0.0
B136,EWELIG,1.0,W,0.0,200,1,True,10.909586687911386,0.0,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,W,5.0,200,1,True,10.909586687911386,54.54793343955693,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,W,10.0,200,1,True,10.909586687911386,109.09586687911386,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,W,25.0,200,1,True,10.909586687911386,272.7396671977846,0.0,1.0,0.0,1.0,0.0,1.0
B136,EWELIG,1.0,W,50.0,200,1,True,10.909586687911386,545.4793343955693,0.0,0.0,0.0,0.0,0.0,0.0
B136,EWELIG,0.5,M,0.0,200,1,True,2.5373898524544134,0.0,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,M,5.0,200,1,True,2.5373898524544134,12.686949262272067,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,M,10.0,200,1,True,2.5373898524544134,25.373898524544135,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,M,25.0,200,1,True,2.5373898524544134,63.434746311360335,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,M,50.0,200,1,True,2.5373898524544134,126.86949262272067,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.75,M,0.0,200,1,True,3.766140051466548,0.0,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,0.75,M,5.0,200,1,True,3.766140051466548,18.83070025733274,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,0.75,M,10.0,200,1,True,3.766140051466548,37.66140051466548,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,0.75,M,25.0,200,1,True,3.766140051466548,94.1535012866637,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,0.75,M,50.0,200,1,True,3.766140051466548,188.3070025733274,0.0,1.0,1.0,1.0,0.0,0.0
B136,EWELIG,1.0,M,0.0,200,1,True,4.971487135688909,0.0,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,M,5.0,200,1,True,4.971487135688909,24.857435678444546,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,M,10.0,200,1,True,4.971487135688909,49.71487135688909,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,M,25.0,200,1,True,4.971487135688909,124.28717839222271,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,M,50.0,200,1,True,4.971487135688909,248.57435678444543,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,0.5,Q,0.0,200,1,True,1.3268462458316421,0.0,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,Q,5.0,200,1,True,1.3268462458316421,6.63423122915821,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,Q,10.0,200,1,True,1.3268462458316421,13.26846245831642,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,Q,25.0,200,1,True,1.3268462458316421,33.17115614579105,0.0,1.0,1.0,1.0,1.0,0.0
B136,EWELIG,0.5,Q,50.0,200,1,True,1.3268462458316421,66.3423122915821,0.0,1.0,0.0,1.0,1.0,0.0
B136,EWELIG,0.75,Q,0.0,200,1,True,1.9682261170733295,0.0,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,0.75,Q,5.0,200,1,True,1.9682261170733295,9.841130585366647,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,0.75,Q,10.0,200,1,True,1.9682261170733295,19.682261170733295,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,0.75,Q,25.0,200,1,True,1.9682261170733295,49.20565292683324,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,0.75,Q,50.0,200,1,True,1.9682261170733295,98.41130585366648,0.0,1.0,0.0,1.0,0.0,0.0
B136,EWELIG,1.0,Q,0.0,200,1,True,2.5990984875492034,0.0,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,Q,5.0,200,1,True,2.5990984875492034,12.995492437746016,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,Q,10.0,200,1,True,2.5990984875492034,25.990984875492032,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,Q,25.0,200,1,True,2.5990984875492034,64.97746218873009,0.0,1.0,1.0,1.0,0.0,1.0
B136,EWELIG,1.0,Q,50.0,200,1,True,2.5990984875492034,129.95492437746017,0.0,1.0,0.0,1.0,0.0,1.0
B136,BAND03,0.5,W,0.0,200,200,False,7.452783159671106,0.0,0.0,1.0,1.0,1.0,1.0,0.0
B136,BAND03,0.5,W,5.0,200,200,False,7.452783159671106,37.26391579835553,0.0,1.0,0.915,1.0,1.0,0.0
B136,BAND03,0.5,W,10.0,200,200,False,7.452783159671106,74.52783159671105,0.0,1.0,0.04,0.97,1.0,0.0
B136,BAND03,0.5,W,25.0,200,200,False,7.452783159671106,186.31957899177763,0.0,0.0,0.0,0.0,1.0,0.0
B136,BAND03,0.5,W,50.0,200,200,False,7.452783159671106,372.63915798355526,0.0,0.0,0.0,0.0,1.0,0.0
B136,BAND03,0.75,W,0.0,200,200,False,11.161209593265479,0.0,0.0,1.0,1.0,1.0,1.0,0.0
B136,BAND03,0.75,W,5.0,200,200,False,11.161209593265479,55.8060479663274,0.0,1.0,0.895,1.0,1.0,0.0
B136,BAND03,0.75,W,10.0,200,200,False,11.161209593265479,111.6120959326548,0.0,1.0,0.035,0.965,1.0,0.0
B136,BAND03,0.75,W,25.0,200,200,False,11.161209593265479,279.03023983163695,0.0,0.0,0.0,0.0,1.0,0.0
B136,BAND03,0.75,W,50.0,200,200,False,11.161209593265479,558.0604796632739,0.0,0.0,0.0,0.0,1.0,0.0
B136,BAND03,1.0,W,0.0,200,200,False,14.86702513469202,0.0,0.395,1.0,1.0,1.0,1.0,0.395
B136,BAND03,1.0,W,5.0,200,200,False,14.86702513469202,74.3351256734601,0.0,1.0,0.875,1.0,1.0,0.0
B136,BAND03,1.0,W,10.0,200,200,False,14.86702513469202,148.6702513469202,0.0,1.0,0.03,0.96,1.0,0.0
B136,BAND03,1.0,W,25.0,200,200,False,14.86702513469202,371.6756283673005,0.0,0.0,0.0,0.0,1.0,0.0
B136,BAND03,1.0,W,50.0,200,200,False,14.86702513469202,743.351256734601,0.0,0.0,0.0,0.0,0.0,0.0
B136,BAND03,0.5,M,0.0,200,200,False,2.0338941555651866,0.0,0.0,1.0,1.0,1.0,1.0,0.0
B136,BAND03,0.5,M,5.0,200,200,False,2.0338941555651866,10.169470777825932,0.0,1.0,1.0,1.0,1.0,0.0
B136,BAND03,0.5,M,10.0,200,200,False,2.0338941555651866,20.338941555651864,0.0,1.0,1.0,1.0,1.0,0.0
B136,BAND03,0.5,M,25.0,200,200,False,2.0338941555651866,50.847353889129664,0.0,1.0,0.885,1.0,1.0,0.0
B136,BAND03,0.5,M,50.0,200,200,False,2.0338941555651866,101.69470777825933,0.0,1.0,0.0,0.515,1.0,0.0
B136,BAND03,0.75,M,0.0,200,200,False,3.0412134145016156,0.0,0.0,1.0,1.0,1.0,1.0,0.0
B136,BAND03,0.75,M,5.0,200,200,False,3.0412134145016156,15.206067072508079,0.0,1.0,1.0,1.0,1.0,0.0
B136,BAND03,0.75,M,10.0,200,200,False,3.0412134145016156,30.412134145016157,0.0,1.0,1.0,1.0,1.0,0.0
B136,BAND03,0.75,M,25.0,200,200,False,3.0412134145016156,76.03033536254038,0.0,1.0,0.885,1.0,1.0,0.0
B136,BAND03,0.75,M,50.0,200,200,False,3.0412134145016156,152.06067072508077,0.0,1.0,0.0,0.52,1.0,0.0
B136,BAND03,1.0,M,0.0,200,200,False,4.047022065317357,0.0,0.0,1.0,1.0,1.0,0.0,1.0
B136,BAND03,1.0,M,5.0,200,200,False,4.047022065317357,20.235110326586785,0.0,1.0,1.0,1.0,0.0,1.0
B136,BAND03,1.0,M,10.0,200,200,False,4.047022065317357,40.47022065317357,0.0,1.0,1.0,1.0,0.0,1.0
