panel,flag,cost,outcome,flagged,end,depth,verdict,pub_argmax,argmax,struct_bound,n_points,val_pub,val_new,spread,tol,VACUOUS
SMALL439,volcap,25,BindSharpe,1,hi,1,CLOSED,9.99,9.99,9.99,5,,,0.928891466349858,0.01,0
SMALL439,volcap,25,BindSharpe,1,hi,2,CLOSED,9.99,9.99,9.99,5,,,0.928891466349858,0.01,0
SMALL439,volcap,25,BindSharpe,1,hi,3,CLOSED,9.99,9.99,9.99,5,,,0.928891466349858,0.01,0
SMALL439,volcap,25,CAGR,1,hi,1,CLOSED,9.99,9.99,9.99,5,,,0.08215255346653783,0.001,0
SMALL439,volcap,25,CAGR,1,hi,2,CLOSED,9.99,9.99,9.99,5,,,0.08215255346653783,0.001,0
SMALL439,volcap,25,CAGR,1,hi,3,CLOSED,9.99,9.99,9.99,5,,,0.08215255346653783,0.001,0
SMALL439,volcap,25,MaxDD,0,interior,0,NO_FLAG,0.45,0.45,,5,,,0.1416285497000619,0.001,0
SMALL439,volcap,25,OOS_Sharpe,1,hi,1,CLOSED,9.99,9.99,9.99,5,,,0.8848317941346562,0.01,0
SMALL439,volcap,25,OOS_Sharpe,1,hi,2,CLOSED,9.99,9.99,9.99,5,,,0.8848317941346562,0.01,0
SMALL439,volcap,25,OOS_Sharpe,1,hi,3,CLOSED,9.99,9.99,9.99,5,,,0.8848317941346562,0.01,0
SMALL439,quantile,10,Sharpe,0,interior,0,NO_FLAG,0.5,0.5,,5,,,0.16516592677908953,0.01,0
SMALL439,quantile,10,BindSharpe,0,interior,0,NO_FLAG,0.5,0.5,,5,,,0.3690981025587729,0.01,0
SMALL439,quantile,10,CAGR,0,interior,0,NO_FLAG,0.75,0.75,,5,,,0.022568247724867208,0.001,0
SMALL439,quantile,10,MaxDD,1,lo,1,MIGRATE_EDGE,0.1,0.04,,6,-0.2901977861667079,-0.2611749930458157,0.12399679121064267,0.001,0
SMALL439,quantile,10,MaxDD,1,lo,2,MIGRATE_INTERIOR,0.1,0.04,,7,-0.2901977861667079,-0.2611749930458157,0.12399679121064267,0.001,0
SMALL439,quantile,10,MaxDD,1,lo,3,CLOSED,0.1,0.1,,5,,,0.12399679121064267,0.001,0
SMALL439,quantile,10,OOS_Sharpe,0,interior,0,NO_FLAG,0.5,0.5,,5,,,0.2705073859577838,0.01,0
SMALL439,quantile,25,Sharpe,0,interior,0,NO_FLAG,0.75,0.75,,5,,,0.2345408402535412,0.01,0
SMALL439,quantile,25,BindSharpe,1,hi,1,CLOSED,1.0,1.0,1.0,5,,,0.4324484861729622,0.01,0
SMALL439,quantile,25,BindSharpe,1,hi,2,CLOSED,1.0,1.0,1.0,5,,,0.4324484861729622,0.01,0
SMALL439,quantile,25,BindSharpe,1,hi,3,CLOSED,1.0,1.0,1.0,5,,,0.4324484861729622,0.01,0
SMALL439,quantile,25,CAGR,0,interior,0,NO_FLAG,0.75,0.75,,5,,,0.0340194094442714,0.001,0
SMALL439,quantile,25,MaxDD,1,lo,1,SURVIVES,0.1,0.1,,6,-0.3340431964677858,-0.3340431964677858,0.13913213759013288,0.001,0
SMALL439,quantile,25,MaxDD,1,lo,2,SURVIVES,0.1,0.1,,7,-0.3340431964677858,-0.3340431964677858,0.13913213759013288,0.001,0
SMALL439,quantile,25,MaxDD,1,lo,3,CLOSED,0.1,0.1,,5,,,0.13913213759013288,0.001,0
SMALL439,quantile,25,OOS_Sharpe,1,hi,1,CLOSED,1.0,1.0,1.0,5,,,0.3467060696997947,0.01,0
SMALL439,quantile,25,OOS_Sharpe,1,hi,2,CLOSED,1.0,1.0,1.0,5,,,0.3467060696997947,0.01,0
SMALL439,quantile,25,OOS_Sharpe,1,hi,3,CLOSED,1.0,1.0,1.0,5,,,0.3467060696997947,0.01,0
SMALL439,cadence,10,Sharpe,0,interior,0,NO_FLAG,M,M,,4,,,0.12371596182700662,0.01,0
SMALL439,cadence,10,BindSharpe,0,interior,0,NO_FLAG,M,M,,4,,,0.0950208624238219,0.01,0
SMALL439,cadence,10,CAGR,0,interior,0,NO_FLAG,M,M,,4,,,0.0107859451616803,0.001,0
SMALL439,cadence,10,MaxDD,1,lo,1,CLOSED,D,D,D,4,,,0.07948972860859937,0.001,0
SMALL439,cadence,10,MaxDD,1,lo,2,CLOSED,D,D,D,4,,,0.07948972860859937,0.001,0
SMALL439,cadence,10,MaxDD,1,lo,3,CLOSED,D,D,D,4,,,0.07948972860859937,0.001,0
SMALL439,cadence,10,OOS_Sharpe,0,interior,0,NO_FLAG,M,M,,4,,,0.06983811147802166,0.01,0
SMALL439,cadence,25,Sharpe,0,interior,0,NO_FLAG,M,M,,4,,,0.17543520097115428,0.01,0
SMALL439,cadence,25,BindSharpe,0,interior,0,NO_FLAG,M,M,,4,,,0.14815958271193347,0.01,0
SMALL439,cadence,25,CAGR,0,interior,0,NO_FLAG,M,M,,4,,,0.01433761879566009,0.001,0
SMALL439,cadence,25,MaxDD,1,lo,1,CLOSED,D,D,D,4,,,0.07344917882631286,0.001,0
SMALL439,cadence,25,MaxDD,1,lo,2,CLOSED,D,D,D,4,,,0.07344917882631286,0.001,0
SMALL439,cadence,25,MaxDD,1,lo,3,CLOSED,D,D,D,4,,,0.07344917882631286,0.001,0
SMALL439,cadence,25,OOS_Sharpe,0,interior,0,NO_FLAG,M,M,,4,,,0.12256971732706085,0.01,0
