panel,book,sleeve,cost,scope,selector,pick,abstain,n_admitted,IS_Sharpe,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,premium,vs_spy,oos4b_DD,oos4b_CAGR,oos4b_Sharpe,best_OOS_f,best_OOS_Sharpe,rho_IS_OOS
u56,TOP20,S4,10.0,pub,S0,0.5,False,6.0,1.2520466129582253,1.2673040004975331,0.10910695987589869,-0.1307343178330792,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.09962873977159648,0.3852932333152489,True,True,True,0.5,1.2673040004975331,1.0
u56,TOP20,S4,10.0,pub,S1,0.25,False,5.0,1.2314863826976326,1.2094571623135972,0.1388462305373941,-0.1765877485298193,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.0417819015876606,0.327446395131313,True,True,True,0.5,1.2673040004975331,1.0
u56,TOP20,S4,10.0,ext,S0,0.4,False,9.0,1.2526530919144012,1.2446627178049234,0.12140517807060691,-0.14909166062421375,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.0769874570789868,0.3626519506226392,True,True,True,0.5,1.2673040004975331,0.9833333333333333
u56,TOP20,S4,10.0,ext,S1,0.4,False,8.0,1.2526530919144012,1.2446627178049234,0.12140517807060691,-0.14909166062421375,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.0769874570789868,0.3626519506226392,True,True,True,0.5,1.2673040004975331,0.9833333333333333
u56,TOP20,S4,10.0,all,S0,0.4,False,12.0,1.2526530919144012,1.2446627178049234,0.12140517807060691,-0.14909166062421375,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.0769874570789868,0.3626519506226392,True,True,True,0.6,1.284027908496073,0.6013986013986015
u56,TOP20,S4,10.0,all,S1,0.4,False,8.0,1.2526530919144012,1.2446627178049234,0.12140517807060691,-0.14909166062421375,1.1676752607259366,0.16638958865609776,-0.22210408719864583,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.0769874570789868,0.3626519506226392,True,True,True,0.6,1.284027908496073,0.6013986013986015
u56,TOP20,S4,25.0,pub,S0,0.25,False,6.0,1.0869255737590153,1.0951257171916984,0.12427021485745238,-0.17792916110185863,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.022938115993845543,0.21311495000941416,True,True,True,0.5,1.1228429293524012,0.14285714285714288
u56,TOP20,S4,25.0,pub,S1,0.25,False,4.0,1.0869255737590153,1.0951257171916984,0.12427021485745238,-0.17792916110185863,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.022938115993845543,0.21311495000941416,True,True,True,0.5,1.1228429293524012,0.14285714285714288
u56,TOP20,S4,25.0,ext,S0,0.3,False,9.0,1.088802889009126,1.1019265159873333,0.11881322990444088,-0.16875860902794326,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.02973891478948043,0.21991574880504905,True,True,True,0.5,1.1228429293524012,0.2833333333333333
u56,TOP20,S4,25.0,ext,S1,0.25,False,4.0,1.0869255737590153,1.0951257171916984,0.12427021485745238,-0.17792916110185863,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.022938115993845543,0.21311495000941416,True,True,True,0.5,1.1228429293524012,0.2833333333333333
u56,TOP20,S4,25.0,all,S0,0.3,False,12.0,1.088802889009126,1.1019265159873333,0.11881322990444088,-0.16875860902794326,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.02973891478948043,0.21991574880504905,True,True,True,0.5,1.1228429293524012,0.3706293706293707
u56,TOP20,S4,25.0,all,S1,0.25,False,4.0,1.0869255737590153,1.0951257171916984,0.12427021485745238,-0.17792916110185863,1.0721876011978528,0.15087237124064035,-0.22340270136729112,0.8820107671822842,0.15450717694493266,-0.33717235283398284,0.022938115993845543,0.21311495000941416,True,True,True,0.5,1.1228429293524012,0.3706293706293707
