panel,kind,q,k,seed,arm,keep4a,keep4b,fails4b,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
k20~q0.750~s33,k20q0.750,0.75,20,33,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.06143911665153223,0.49967032496859953,-0.3926627625365373,0.6872085682953053,0.35142943640886803,0.40775691502995215,0.04964699354367008,-0.39266276253653465
k20~q0.750~s33,k20q0.750,0.75,20,33,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.06616909799197934,0.5264583732053796,-0.40290445858265567,0.6684949325013462,0.41862743581133555,0.4632486838722777,0.05906895367028797,-0.4029044585826572
k20~q0.750~s33,k20q0.750,0.75,20,33,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.060460218996611914,0.4921657330216605,-0.3933700339790569,0.6683091191425904,0.3533730088693655,0.40862997043809296,0.04991095487405062,-0.39337003397905723
k20~q0.750~s34,k20q0.750,0.75,20,34,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07456183174699316,0.5733168807051322,-0.32868512130584093,0.5600028804584838,0.5896178282526159,0.6028407831242687,0.0816874212003269,-0.32868512130584193
k20~q0.750~s34,k20q0.750,0.75,20,34,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07602931720974437,0.5729954450187295,-0.3580507072692325,0.5797173791375196,0.5729928154181465,0.5820202063869276,0.0798995403764553,-0.3580507072692348
k20~q0.750~s34,k20q0.750,0.75,20,34,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07292535367588004,0.5621687068923095,-0.34446899161131694,0.5600028804584838,0.5694149052951822,0.5854312508902433,0.07902395606077017,-0.34446899161131683
k20~q0.750~s35,k20q0.750,0.75,20,35,EWall,False,False,"H1,OOS,DD",0.147658036880167,0.8659644097685156,-0.23811215267073638,0.8862927133950348,0.8592429135382628,0.8557300090805195,0.15269260068234636,-0.2381121526707365
k20~q0.750~s35,k20q0.750,0.75,20,35,CAND10,False,False,"H1,OOS,DD",0.14699722939309323,0.8574958271902974,-0.23811215267073604,0.8565297241978947,0.8680436574518711,0.8425316566607416,0.15119185246731814,-0.23811215267073682
k20~q0.750~s35,k20q0.750,0.75,20,35,CAND20,False,False,"H1,OOS,DD",0.1463836426624614,0.8580837102475762,-0.23811215267073682,0.8686307260060808,0.8595532267247904,0.8441942536128747,0.15074020872459637,-0.2381121526707366
k20~q0.750~s36,k20q0.750,0.75,20,36,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07310514121049616,0.546465528268838,-0.2474215518934244,0.49916725691472463,0.5904474425919202,0.59959200542057,0.08522106961100273,-0.20720811174190212
k20~q0.750~s36,k20q0.750,0.75,20,36,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08007189880253573,0.5832788219663395,-0.251606147151742,0.5133563075705431,0.6455902004718967,0.6499763860293394,0.09530318423837736,-0.22246739004725202
k20~q0.750~s36,k20q0.750,0.75,20,36,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07450839998022385,0.5552153640027714,-0.24742155189342463,0.5191323365071504,0.5904474425919202,0.59959200542057,0.08522106961100273,-0.20720811174190212
k20~q0.750~s37,k20q0.750,0.75,20,37,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.057550130977533476,0.48747890930569093,-0.27898982095546165,0.8489899040326361,0.217604268307395,0.3848220882462148,0.04523362665626829,-0.27898982095546176
k20~q0.750~s37,k20q0.750,0.75,20,37,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.05347917071167552,0.45338444774781345,-0.27862985315195155,0.7441774957028475,0.23549000294690228,0.40997763857028713,0.049651962493604485,-0.27862985315195143
k20~q0.750~s37,k20q0.750,0.75,20,37,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.05799984031194372,0.49055915393422383,-0.2789898209554619,0.8431970780590317,0.22728525420156964,0.39619302709104576,0.04692168764444049,-0.278989820955462
k20~q0.750~s38,k20q0.750,0.75,20,38,EWall,False,False,"H2,OOS,DD,CAGR",0.07152413499805554,0.5708244267953384,-0.4186075460274873,1.0707698160846406,0.22302896615063653,0.4180585291046015,0.052338123901181755,-0.4186075460274874
k20~q0.750~s38,k20q0.750,0.75,20,38,CAND10,False,False,"H2,OOS,DD,CAGR",0.07260658952801458,0.5747979245053876,-0.414610633742591,1.0648104917344674,0.2377231998387272,0.4181254634140451,0.052798739602130995,-0.414610633742592
k20~q0.750~s38,k20q0.750,0.75,20,38,CAND20,False,False,"H2,OOS,DD,CAGR",0.07361046161257012,0.5850459695048711,-0.41269389016672586,1.0655392168504543,0.25067253727382693,0.43933140862728426,0.055654527725179426,-0.412693890166726
k20~q0.750~s39,k20q0.750,0.75,20,39,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.030477160376103374,0.2743509965798433,-0.4596564247675219,0.5648212588464362,0.035256282743932055,0.18146154198734718,0.01607153871373712,-0.45965642476752144
k20~q0.750~s39,k20q0.750,0.75,20,39,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.028392454905461273,0.2605031242438585,-0.47102870343904013,0.5884650335107042,-0.00806521770257679,0.14655554762283474,0.010493789151874822,-0.47102870343904035
k20~q0.750~s39,k20q0.750,0.75,20,39,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.02744414897608949,0.2550542566684136,-0.472030667066057,0.5435807938545377,0.018011562917434824,0.15800920878584362,0.012329912925904685,-0.47203066706605545
k20~q0.750~s40,k20q0.750,0.75,20,40,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.02874893103885756,0.258783453920091,-0.42965620949632277,0.08549891733071939,0.4010638451457328,0.41583995976823585,0.05607685711754318,-0.3767303997136038
k20~q0.750~s40,k20q0.750,0.75,20,40,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.027149613525169203,0.2478804649463408,-0.42973111981895884,0.0546443153004576,0.40516741989825217,0.4123844180944955,0.05620740758644738,-0.36610193451299755
k20~q0.750~s40,k20q0.750,0.75,20,40,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.02729406981211424,0.24984765349389038,-0.4307226174146226,0.07208624190677099,0.3954722806205507,0.4112809405047984,0.055308139349400376,-0.3781503906169166
k20~q0.750~s41,k20q0.750,0.75,20,41,EWall,False,False,"H1,H2,OOS,DD",0.10475833932075695,0.7000977778777709,-0.33887420352886066,0.7489432887735908,0.6674862334548233,0.7080725548896895,0.11105277158209148,-0.33887420352886033
k20~q0.750~s41,k20q0.750,0.75,20,41,CAND10,False,False,"H1,H2,OOS,DD",0.10526439238317087,0.6987923849039509,-0.3370019165717738,0.7468690379628184,0.66760968903588,0.7102535733399852,0.11244517695084855,-0.33700191657177403
k20~q0.750~s41,k20q0.750,0.75,20,41,CAND20,False,False,"H1,H2,OOS,DD",0.10703210028859433,0.7120298411334386,-0.3370019165717738,0.7601824941081406,0.6804041168695087,0.7188432236709196,0.11332596236618597,-0.3370019165717739
k20~q0.750~s42,k20q0.750,0.75,20,42,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07096488135900048,0.519487857129653,-0.34876519708037923,0.6055604104798472,0.4675937174243023,0.47036058482517545,0.06665764973080779,-0.34876519708037945
k20~q0.750~s42,k20q0.750,0.75,20,42,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.06742981558172367,0.49763328605884993,-0.35261785067761175,0.5729960591621697,0.4534986517107422,0.45188560144480433,0.06345746090121906,-0.35261785067761175
k20~q0.750~s42,k20q0.750,0.75,20,42,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07208601027295125,0.5265680295080926,-0.34876519708037934,0.5896545514151313,0.49164599644084744,0.4808652465361564,0.06846447647722376,-0.34876519708037923
k20~q0.750~s43,k20q0.750,0.75,20,43,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.06240462303199812,0.4585688104669725,-0.3364453505521562,0.5795685102572113,0.37280208134896203,0.45273753240751724,0.06447226929240069,-0.33644535055215596
k20~q0.750~s43,k20q0.750,0.75,20,43,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.05290454760073615,0.40056152071198675,-0.37756926186388595,0.5730721263377926,0.27510994866047206,0.36121280492691793,0.04833175402870604,-0.37756926186388484
k20~q0.750~s43,k20q0.750,0.75,20,43,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.057332744740933084,0.4291128644779341,-0.35561659371394116,0.5572303544666252,0.33721696002024015,0.40540176912228865,0.05580182529322464,-0.35561659371394105
k20~q0.750~s44,k20q0.750,0.75,20,44,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.06293013330509134,0.46923323659322813,-0.3736790133512029,0.7482031795712423,0.2710480324326557,0.2885737984854696,0.03476739250092309,-0.37367901335120357
k20~q0.750~s44,k20q0.750,0.75,20,44,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.06728716381732291,0.49085573416481915,-0.3580005915484249,0.8098628495219572,0.26456468527565746,0.2874152692340456,0.03486708614964207,-0.35800059154842423
k20~q0.750~s44,k20q0.750,0.75,20,44,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.06197880013465484,0.46230392455846825,-0.3982268238968295,0.758233892020689,0.2526266684820304,0.27396351990953627,0.032350529280203766,-0.3982268238968296
k20~q0.750~s45,k20q0.750,0.75,20,45,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.03316151637969322,0.2802653608987786,-0.3504422672559623,0.09436664211605275,0.44753525110526843,0.4427704600269972,0.06159180245877516,-0.3227905416611663
k20~q0.750~s45,k20q0.750,0.75,20,45,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.03025236330334513,0.2627198415664888,-0.35044226725596195,0.04998877138548277,0.4526206835693553,0.43836100823827906,0.06119292453076919,-0.322849050682091
k20~q0.750~s45,k20q0.750,0.75,20,45,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.030405861580431237,0.2642076843581994,-0.35044226725596217,0.057122697448779076,0.45086714949145207,0.43693442852229825,0.06048902133761791,-0.322849050682091
k20~q0.750~s46,k20q0.750,0.75,20,46,EWall,False,False,"H2,OOS,DD,CAGR",0.040731698136704075,0.3402922741819053,-0.5033088163855142,0.9025255832356568,-0.09532313827135128,0.15469299788847524,0.011825236034758824,-0.5033088163855137
k20~q0.750~s46,k20q0.750,0.75,20,46,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.03306008025315088,0.2898482293069209,-0.539707246037207,0.872640798292645,-0.1574510988904747,0.07033981622567313,-0.001958159488064326,-0.5397072460372057
k20~q0.750~s46,k20q0.750,0.75,20,46,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.03932166279151739,0.3314576636884962,-0.5033088163855133,0.8783739032177355,-0.09241867831528237,0.14094631425196982,0.009608644140741252,-0.5033088163855131
k20~q0.750~s47,k20q0.750,0.75,20,47,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.08542770202258043,0.6681819455316049,-0.20301429809413296,0.8547433116352031,0.5113313377309263,0.6188302589906135,0.07944699546536804,-0.2030142980941333
k20~q0.750~s47,k20q0.750,0.75,20,47,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08422320273693451,0.646496209588667,-0.21607566348391516,0.84787579544855,0.4721184843207231,0.575510960694132,0.0746420571938664,-0.21607566348391505
k20~q0.750~s47,k20q0.750,0.75,20,47,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.0860599578576644,0.672267822718676,-0.2030142980941333,0.8539577839841295,0.5194704872067406,0.6257632307354031,0.08048992612713257,-0.2030142980941333
k20~q0.750~s48,k20q0.750,0.75,20,48,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07175857088780213,0.541990517214164,-0.26667487021636205,0.35411407937459216,0.7067100047465956,0.5589195784828754,0.07622817610859722,-0.2666748702163624
k20~q0.750~s48,k20q0.750,0.75,20,48,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07319943880469859,0.5453895062693942,-0.2733618434122812,0.37958756542468197,0.692263777838752,0.5446625399731608,0.07451359264040147,-0.27336184341228253
k20~q0.750~s48,k20q0.750,0.75,20,48,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.06973655442720794,0.5294740826314598,-0.26667487021636105,0.35621991288068877,0.6817304734223556,0.5377178119339591,0.07268255045659111,-0.2666748702163618
k20~q0.750~s49,k20q0.750,0.75,20,49,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07500150155050722,0.5406924678816679,-0.28690242614707195,0.39698372480498034,0.6673178457913447,0.5312573551924534,0.07463079788923888,-0.27881084203560047
k20~q0.750~s49,k20q0.750,0.75,20,49,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07436333421222519,0.5322443338284083,-0.30577629590049704,0.4075265062199498,0.642268868527668,0.5027427341424945,0.07058697024850935,-0.2821057688566396
k20~q0.750~s49,k20q0.750,0.75,20,49,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07373303534580589,0.5326258524773717,-0.30006096457295617,0.37988380599939914,0.6673178457913447,0.5175658567967046,0.07242907375320917,-0.2788108420356007
k20~q0.750~s50,k20q0.750,0.75,20,50,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.04608774355419398,0.3841005762938866,-0.3384356206186221,0.40191061461647715,0.37530192707373944,0.414330342984238,0.05287257318292404,-0.3384356206186224
k20~q0.750~s50,k20q0.750,0.75,20,50,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.048091386356832855,0.39250400352526454,-0.3289248087418376,0.3915635533013971,0.39849085213823465,0.4114538402464451,0.05333300988877743,-0.3289248087418395
k20~q0.750~s50,k20q0.750,0.75,20,50,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.043666045505589945,0.36809777709647795,-0.3335430167665818,0.3576240646626913,0.38116890092239586,0.41057116130603794,0.052251154581078874,-0.33354301676658094
k20~q0.750~s51,k20q0.750,0.75,20,51,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.0398127772049881,0.32231510689003395,-0.3261043337872088,0.6723641355360813,0.017500761404904717,0.20559909793326003,0.020450346709751877,-0.3261043337872085
k20~q0.750~s51,k20q0.750,0.75,20,51,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.045152595976360566,0.3515141431485327,-0.31707529879684115,0.6894580793376535,0.061624273045959514,0.2494844457326042,0.028144682601352722,-0.3170752987968414
k20~q0.750~s51,k20q0.750,0.75,20,51,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.04186917143316027,0.3330945243187556,-0.3226475147558433,0.6831361569869091,0.030162700253978256,0.22425470165124095,0.023716818897566272,-0.3226475147558434
k20~q0.750~s52,k20q0.750,0.75,20,52,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.0014241830775518771,0.0787849644821231,-0.3455923597236694,0.04015935750650084,0.11040039383457309,0.16006398791014156,0.012721721574844747,-0.30776949432383904
k20~q0.750~s52,k20q0.750,0.75,20,52,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.004788125289399092,0.10430883395310675,-0.34769313332275986,0.14129156584808208,0.07564628833353819,0.1657822212785517,0.013636534535600653,-0.31492868509424965
k20~q0.750~s52,k20q0.750,0.75,20,52,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.0022683747156713174,0.08485611107151483,-0.3416615395338918,0.049905492941407774,0.113667163306169,0.16300496692250604,0.01313982622743759,-0.30940327844269544
k20~q0.750~s53,k20q0.750,0.75,20,53,EWall,False,False,"H2,OOS,DD,CAGR",0.09009659345595811,0.6040332802283522,-0.45398489200600933,0.8936662250284675,0.36490930542963457,0.5490858989245252,0.08169987551894753,-0.4539848920060099
k20~q0.750~s53,k20q0.750,0.75,20,53,CAND10,False,False,"H2,OOS,DD,CAGR",0.084995508810638,0.5691220684653924,-0.4813464851363185,0.8944679835186963,0.3003395377261851,0.4886846010353455,0.0717973542563961,-0.4813464851363176
k20~q0.750~s53,k20q0.750,0.75,20,53,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.0889951727289926,0.5973201806425826,-0.4569215645168546,0.8839762483519014,0.36076951554745273,0.5425209913960571,0.0806264735264568,-0.45692156451685617
k20~q0.750~s54,k20q0.750,0.75,20,54,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07009791301564339,0.5477941331857484,-0.3588617842518542,0.7649967204723191,0.3792609502232268,0.401376407883543,0.04976259996240273,-0.35886178425185367
k20~q0.750~s54,k20q0.750,0.75,20,54,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07280566528947374,0.5611406303717356,-0.3588617842518541,0.7577376264253146,0.41245801419838823,0.42912593645962355,0.05475594082033086,-0.35886178425185444
k20~q0.750~s54,k20q0.750,0.75,20,54,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07039522744865545,0.5487018792440274,-0.3588617842518541,0.764369846517728,0.3820874312233711,0.4036473821476467,0.0502520526751109,-0.35886178425185433
k20~q0.750~s55,k20q0.750,0.75,20,55,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07610059403231051,0.5144959269783826,-0.35825557454763357,0.6314274440662829,0.43890001603832246,0.6174638973514505,0.10122031797335707,-0.35825557454763357
k20~q0.750~s55,k20q0.750,0.75,20,55,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07763841556296192,0.5190437505085527,-0.3607419407762428,0.5746730601986105,0.4896879478724063,0.6449603599823738,0.10823804817932436,-0.36074194077624266
k20~q0.750~s55,k20q0.750,0.75,20,55,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07778906161232935,0.5227890751869461,-0.3582555745476338,0.6222048862751347,0.46047833707718583,0.6354413709780173,0.10512144623069997,-0.35825557454763424
k20~q0.750~s56,k20q0.750,0.75,20,56,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.0883770330088407,0.6574811319772447,-0.22305680089758573,0.6979705133040232,0.6471724041840526,0.6974641780202852,0.10223748951147016,-0.22305680089758584
k20~q0.750~s56,k20q0.750,0.75,20,56,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09280596491225523,0.67706775493758,-0.23286634221339908,0.7230811320203837,0.6650340844805924,0.7080907866530174,0.10598343612798966,-0.23286634221339908
k20~q0.750~s56,k20q0.750,0.75,20,56,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.09022393592390432,0.6682766498930921,-0.22159035867658383,0.7162144473412015,0.6527023954292456,0.7006675250946389,0.10290832935290828,-0.22159035867658416
k20~q0.750~s57,k20q0.750,0.75,20,57,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07643372923177338,0.513381357643404,-0.3410998189894823,0.5714244312947019,0.4565032726404876,0.5035909367460458,0.07254400118270876,-0.21859756490868765
k20~q0.750~s57,k20q0.750,0.75,20,57,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07906649754903161,0.524331349459263,-0.3410998189894823,0.5621713344579158,0.48782282982921854,0.525770396041272,0.07733291983239643,-0.21859756490868754
k20~q0.750~s57,k20q0.750,0.75,20,57,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07987116817641571,0.5306677439464689,-0.3410998189894823,0.5621713344579158,0.49984896891013547,0.5365645907855214,0.07863276205948555,-0.2185975649086872
k20~q0.750~s58,k20q0.750,0.75,20,58,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.026143778019461328,0.2547495785161206,-0.35073088804805863,0.6160830944626475,-0.03773988990235795,0.07169399991823544,-0.00037610006696808806,-0.35073088804806096
k20~q0.750~s58,k20q0.750,0.75,20,58,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.026279108111051608,0.25415727120124215,-0.35731719459904066,0.6039144253973323,-0.02583439029955943,0.08231001413567171,0.0010353623341963214,-0.3573171945990409
k20~q0.750~s58,k20q0.750,0.75,20,58,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.026342736644023867,0.25573065463647043,-0.3471297590933038,0.6092093298652507,-0.030147757792900395,0.07768892120985979,0.0004732451341857846,-0.3471297590933037
k20~q0.750~s59,k20q0.750,0.75,20,59,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.05371304993837356,0.4279529240295134,-0.29423459775486216,0.6621483056529425,0.2174215528524404,0.3165538127148276,0.03651982848162727,-0.2942345977548614
k20~q0.750~s59,k20q0.750,0.75,20,59,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.05864145029921586,0.4585161528297234,-0.29423459775486194,0.7062965508992437,0.23455977829114258,0.33804748640494875,0.03988174258788457,-0.29423459775486094
k20~q0.750~s59,k20q0.750,0.75,20,59,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.05312337261221467,0.42428459314678735,-0.2942345977548615,0.658447272935806,0.21323753238649154,0.30670760870428887,0.034992807684590455,-0.29423459775486205
k40~q0.250~s00,k40q0.250,0.25,40,0,EWall,False,False,"H2,OOS,DD",0.1013710066398319,0.8562192304076796,-0.29066151200927104,1.0665398739603567,0.6906581086066018,0.8536185257059957,0.10566762349518899,-0.29066151200927115
k40~q0.250~s00,k40q0.250,0.25,40,0,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09873091652131594,0.7210465782340066,-0.2953698087144997,0.8700740776227484,0.6102588528858044,0.7800721814276292,0.11610421288838024,-0.2953698087144997
k40~q0.250~s00,k40q0.250,0.25,40,0,CAND20,False,False,"H2,OOS,DD",0.10127591306883055,0.829905907839726,-0.2914466048730503,1.0498426045071485,0.656823560139735,0.8292864886051773,0.10638475483252896,-0.2914466048730504
k40~q0.250~s01,k40q0.250,0.25,40,1,EWall,False,False,"H2,OOS,DD,CAGR",0.09853627232331119,0.8451138185603752,-0.26723435613240354,1.0382377044413842,0.6941489230763505,0.7644753324920204,0.09102873080487783,-0.26723435613240365
k40~q0.250~s01,k40q0.250,0.25,40,1,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09197629260244389,0.6930794664364234,-0.28252441122062255,0.8333116449139312,0.582321175706937,0.6589499328326219,0.09032755308362939,-0.2825244112206218
k40~q0.250~s01,k40q0.250,0.25,40,1,CAND20,False,False,"H2,OOS,DD,CAGR",0.09712853094183171,0.8062897898396997,-0.2640218463168684,0.9750000782849565,0.671016567983771,0.7443908927346746,0.09164456688355593,-0.2640218463168682
k40~q0.250~s02,k40q0.250,0.25,40,2,EWall,False,False,DD,0.12284545544465986,0.9939963756715894,-0.2646301431170742,1.130385059073629,0.8884096540874054,1.003270211054975,0.1299735307185481,-0.2646301431170739
k40~q0.250~s02,k40q0.250,0.25,40,2,CAND10,False,False,DD,0.14366957543793313,0.9939609697733982,-0.2752101444310744,1.1344539253397565,0.8858633575050694,1.0475110200410465,0.1626933588852162,-0.27521014443107406
k40~q0.250~s02,k40q0.250,0.25,40,2,CAND20,False,False,DD,0.12563208474406706,0.986237663405576,-0.26903240061746647,1.1414283830682705,0.8669011532504217,0.984901769651059,0.13188955433584315,-0.26903240061746647
k40~q0.250~s03,k40q0.250,0.25,40,3,EWall,False,False,H1,0.10092556830621913,0.9092533955897986,-0.18764944795390714,0.8483969523080973,0.966158774035801,0.9648214797203951,0.11050271942174827,-0.18764944795390737
k40~q0.250~s03,k40q0.250,0.25,40,3,CAND10,False,False,H1,0.10995021573295038,0.8398137126853181,-0.1913434651114052,0.7214681970412681,0.9454978649981692,0.9367141184105117,0.12984522568820256,-0.19134346511140587
k40~q0.250~s03,k40q0.250,0.25,40,3,CAND20,False,False,H1,0.10401052310512271,0.8994091755716257,-0.19403921739967955,0.8405368750815292,0.954506246216136,0.9677409016475186,0.11576524861836446,-0.19403921739967933
k40~q0.250~s04,k40q0.250,0.25,40,4,EWall,False,False,"H2,OOS,DD,CAGR",0.09121032477254665,0.7462339306337821,-0.25739241787150124,1.0273999634808626,0.5370197566746426,0.6415837388567357,0.08052763993889567,-0.25739241787150113
k40~q0.250~s04,k40q0.250,0.25,40,4,CAND10,False,False,"H2,OOS,DD",0.10035996728894925,0.7199031310811443,-0.30540862230909727,0.9704703728319364,0.5289324038413942,0.6001149971062523,0.0851805948487514,-0.30540862230909704
k40~q0.250~s04,k40q0.250,0.25,40,4,CAND20,False,False,"H2,OOS,DD,CAGR",0.0952214634139752,0.7554139198146451,-0.2744313263156768,1.0076820088343619,0.5644506200869441,0.65907297759902,0.08528913867610544,-0.27443132631567657
k40~q0.250~s05,k40q0.250,0.25,40,5,EWall,False,False,"H2,DD",0.10691121610531029,0.8808859523878956,-0.20944326142685332,1.0021325202864164,0.7821990852788582,0.8851686097994084,0.11127897726829605,-0.20944326142685343
k40~q0.250~s05,k40q0.250,0.25,40,5,CAND10,False,False,"H2,OOS,DD",0.12693671450225086,0.8769201509447795,-0.23484897315071396,1.0293104153636818,0.7562365732948102,0.8433467735481329,0.12824385911184066,-0.2348489731507144
k40~q0.250~s05,k40q0.250,0.25,40,5,CAND20,False,False,"H2,OOS,DD",0.10868791236293673,0.8628821113201309,-0.21335075306812523,0.9785405221052181,0.7662339171410414,0.8509352574666947,0.11085541131337928,-0.21335075306812545
k40~q0.250~s06,k40q0.250,0.25,40,6,EWall,False,False,"H2,CAGR",0.09691465063654037,0.8760133225638458,-0.1936072492905937,0.9435701093768625,0.8241235218703565,0.9215888204200563,0.10626416429724306,-0.19360724929059359
k40~q0.250~s06,k40q0.250,0.25,40,6,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09439355869991672,0.756097196743688,-0.20384881919866416,0.8272574728772883,0.7028300204347491,0.7935824425945808,0.10508479832623174,-0.20384881919866404
k40~q0.250~s06,k40q0.250,0.25,40,6,CAND20,False,False,"H1,CAGR",0.09793997436953172,0.863660319264695,-0.19264978866635696,0.8696486968284511,0.8630844101319155,0.9391431549408176,0.11155628512005622,-0.19264978866635718
k40~q0.250~s07,k40q0.250,0.25,40,7,EWall,False,True,-,0.13317497795300293,1.0759106018136646,-0.19296466445017468,1.1058070270190379,1.0521599712499399,1.1379934605466893,0.14350196678667815,-0.19296466445017457
k40~q0.250~s07,k40q0.250,0.25,40,7,CAND10,False,False,DD,0.14853071347154656,1.002287938456725,-0.20446328762607946,0.9602623302458562,1.0424018159176176,1.1175457160217743,0.1709850125791521,-0.20446328762607924
k40~q0.250~s07,k40q0.250,0.25,40,7,CAND20,False,True,-,0.13240642225240684,1.025862116945846,-0.2006338461954531,1.0334706649215923,1.0209135390720345,1.0678684040618027,0.1401554583461626,-0.20063384619545344
k40~q0.250~s08,k40q0.250,0.25,40,8,EWall,False,False,"H2,DD",0.11753654774820887,0.9118041945639389,-0.32242175451059985,1.0565822266040064,0.8194491985842116,0.9057903740256187,0.12438862949798035,-0.3224217545106002
k40~q0.250~s08,k40q0.250,0.25,40,8,CAND10,False,False,"H2,DD",0.12754600805427363,0.8625803954641762,-0.3227883421714558,0.9360773009872371,0.8198867415098985,0.8940843094442298,0.14307931466639268,-0.3227883421714557
k40~q0.250~s08,k40q0.250,0.25,40,8,CAND20,False,False,"H2,OOS,DD",0.11966132580434996,0.8967493838985443,-0.32874361585505585,1.0532276716502151,0.7960953056451736,0.8798056899002067,0.1254805905167995,-0.32874361585505596
k40~q0.250~s09,k40q0.250,0.25,40,9,EWall,False,False,"H2,DD",0.12985175961738582,1.0175046956706963,-0.27617115259619995,1.2282078890331827,0.8359642229910079,0.9828966578135814,0.1270849133796943,-0.27617115259619995
k40~q0.250~s09,k40q0.250,0.25,40,9,CAND10,False,False,DD,0.15586841062250767,1.0533824622988375,-0.28050984690051284,1.2536260984423333,0.8689799026763085,1.0123178231646643,0.15218372842262085,-0.28050984690051284
k40~q0.250~s09,k40q0.250,0.25,40,9,CAND20,False,False,"H2,DD",0.13753804672598924,1.0414102370301381,-0.27474443795204817,1.2771447998782883,0.8316238061187288,0.9928091501305405,0.1325593063198489,-0.2747444379520483
k40~q0.250~s10,k40q0.250,0.25,40,10,EWall,False,False,"H2,OOS,DD,CAGR",0.09683756426841983,0.8666087416898217,-0.28685169854401416,1.1904618246755578,0.6130883047603974,0.766084698616587,0.0879383806427898,-0.28685169854401404
