panel,kind,q,k,seed,arm,keep4a,keep4b,fails4b,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,OOS_CAGR,OOS_MaxDD
k40~q0.500~s28,k40q0.500,0.5,40,28,EWall,False,False,"H2,OOS,DD",0.10179682313116212,0.8293528046824895,-0.2795955084956149,0.9556862595886889,0.726333519271024,0.7950422555103729,0.09912258043709543,-0.279595508495615
k40~q0.500~s28,k40q0.500,0.5,40,28,CAND10,False,False,"H2,OOS,DD",0.10521609761461193,0.7579679663401436,-0.33766826885829626,0.9262239723837108,0.6231423626650419,0.7309321348160422,0.10517757963080787,-0.33766826885829593
k40~q0.500~s28,k40q0.500,0.5,40,28,CAND20,False,False,"H2,OOS,DD",0.10455745273994954,0.8327875181235951,-0.2887077533718545,0.9065459023555196,0.7762201473285137,0.8183668727581253,0.10535348192272065,-0.2887077533718546
k40~q0.500~s29,k40q0.500,0.5,40,29,EWall,False,False,"H2,OOS,DD,CAGR",0.07524850176957165,0.6241895122804001,-0.3066489181491201,0.9159515988933833,0.41688039749617223,0.5339340676235523,0.06661293441805882,-0.30664891814911943
k40~q0.500~s29,k40q0.500,0.5,40,29,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.06522420421440511,0.5042879579491937,-0.31270031426104405,0.7534154768962418,0.3284442286032683,0.4731742380241273,0.06443968805854605,-0.3127003142610444
k40~q0.500~s29,k40q0.500,0.5,40,29,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.0721155913841689,0.5924537343916505,-0.3111331397076492,0.8873081712087212,0.383350951757935,0.5166150210588576,0.06536136847131879,-0.31113313970764955
k40~q0.500~s30,k40q0.500,0.5,40,30,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.09126091191441876,0.7183263992461061,-0.2662437180419651,0.6831316095884874,0.7554699516921773,0.7731195268569367,0.10419055456619852,-0.2662437180419648
k40~q0.500~s30,k40q0.500,0.5,40,30,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07981263657084514,0.5683689912798433,-0.2614876063505577,0.489281832280973,0.6376717496160681,0.6641041532131389,0.10154750094158493,-0.261487606350558
k40~q0.500~s30,k40q0.500,0.5,40,30,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.08480522050921113,0.6579578178679525,-0.2662807135564932,0.6541860649114914,0.6691602723400026,0.6671295017057491,0.09033074125267371,-0.2662807135564933
k40~q0.500~s31,k40q0.500,0.5,40,31,EWall,False,False,"H1,H2,OOS,DD",0.09951428218220348,0.7502460055937099,-0.32188859308395057,0.827095130745509,0.7022423672873205,0.7246620119602359,0.10135316211700318,-0.32188859308395057
k40~q0.500~s31,k40q0.500,0.5,40,31,CAND10,False,False,"H1,H2,OOS,DD",0.1190640507608538,0.7700218028924197,-0.32452525180327874,0.8735184310123434,0.7030377075123803,0.7339764898111265,0.1202276437567702,-0.3245252518032793
k40~q0.500~s31,k40q0.500,0.5,40,31,CAND20,False,False,"H1,H2,OOS,DD",0.11027171393932189,0.8036379931094472,-0.32351930755898006,0.8856418986991906,0.75174097863722,0.7764844094749486,0.1125031016093394,-0.3235193075589802
k40~q0.500~s32,k40q0.500,0.5,40,32,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07572263343636676,0.6113908873784105,-0.35621398555042205,0.7879853015997371,0.47762407626926595,0.5868232528891958,0.07567723072228416,-0.3562139855504226
k40~q0.500~s32,k40q0.500,0.5,40,32,CAND10,False,False,"H2,OOS,DD,CAGR",0.0842010258108703,0.6008738831007947,-0.34889605776891364,0.9551173143636956,0.3233771896031552,0.5511833450603046,0.08040740715353123,-0.34889605776891464
k40~q0.500~s32,k40q0.500,0.5,40,32,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.08055472723899015,0.6363296932451837,-0.3483412833291798,0.8130654942462995,0.5015919375217129,0.611053592333967,0.08057872071884908,-0.3483412833291798
k40~q0.500~s33,k40q0.500,0.5,40,33,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.06885982819149516,0.5814557419718241,-0.2901277272867696,0.7580081717724583,0.4548275310511497,0.5331058488426668,0.06531716100214124,-0.29012772728676905
k40~q0.500~s33,k40q0.500,0.5,40,33,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.06998994609501774,0.5389951701250586,-0.29504287503372195,0.6406193403349069,0.46486315050452476,0.5340692362003298,0.07250490597855275,-0.2950428750337222
k40~q0.500~s33,k40q0.500,0.5,40,33,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.06648568223642948,0.5548641894012729,-0.28731567580194195,0.7659277529284596,0.400640882695612,0.461679506244341,0.05601504299043847,-0.28731567580194184
k40~q0.500~s34,k40q0.500,0.5,40,34,EWall,False,False,DD,0.12840136522565526,1.0111935401458492,-0.24062594203753196,0.9546961131680912,1.0660108094766727,1.0416361195966757,0.13797545760184704,-0.24062594203753274
k40~q0.500~s34,k40q0.500,0.5,40,34,CAND10,False,False,DD,0.15360969957767368,1.0165507709172044,-0.2418007672172947,0.9585797236125129,1.071793569433601,1.070445162813442,0.1691093699226669,-0.24180076721729382
k40~q0.500~s34,k40q0.500,0.5,40,34,CAND20,False,False,DD,0.1285179759765982,0.9891698353549783,-0.2406259420375323,0.9615078422478813,1.0195364760233248,1.013012149930646,0.13726410821654844,-0.24062594203753218
k40~q0.500~s35,k40q0.500,0.5,40,35,EWall,False,False,"H2,OOS,DD,CAGR",0.08748327916231746,0.7281542265371471,-0.28297788867078055,0.9469557994549185,0.5516899152037426,0.6689177688453583,0.08178270469796911,-0.28297788867078044
k40~q0.500~s35,k40q0.500,0.5,40,35,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07670609763183545,0.5913509249249838,-0.28809953649277975,0.7495681559552048,0.46465172765038076,0.5753167809255939,0.0769496903568967,-0.2880995364927801
k40~q0.500~s35,k40q0.500,0.5,40,35,CAND20,False,False,"H2,OOS,DD,CAGR",0.0904320513448551,0.7378401058032353,-0.28118495751773576,0.9479111477885985,0.5675652140645321,0.6890262810944967,0.086079592227706,-0.28118495751773576
k40~q0.500~s36,k40q0.500,0.5,40,36,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.0911086502902696,0.7362643632929217,-0.2659026030202154,0.8074623370893556,0.680487984775099,0.7565970014740657,0.09630684065736794,-0.2659026030202155
k40~q0.500~s36,k40q0.500,0.5,40,36,CAND10,False,False,"H1,H2,OOS,DD",0.10869439115214186,0.7656039172129467,-0.2561061819217907,0.8533219515510085,0.6930915896491011,0.7763381996355063,0.1137247308178364,-0.25610618192179047
k40~q0.500~s36,k40q0.500,0.5,40,36,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.09436126643670706,0.7474099123751066,-0.2659026030202156,0.8191531957661297,0.6913848849845392,0.771922381170415,0.10048324776091633,-0.2659026030202155
k40~q0.500~s37,k40q0.500,0.5,40,37,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07807931637997112,0.6510722454373465,-0.30978352863484315,0.7842396659928037,0.5480229585659367,0.5814673933565767,0.07114721286634418,-0.30978352863484315
k40~q0.500~s37,k40q0.500,0.5,40,37,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08947495890136348,0.6662345719285405,-0.31690334884983806,0.7197355229658091,0.6271076263270114,0.6368188483578249,0.08894392699737197,-0.3169033488498384
k40~q0.500~s37,k40q0.500,0.5,40,37,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.08010415647274494,0.6594689147310738,-0.31622470145373893,0.79715219734391,0.5510075462502234,0.5997382583154056,0.0744986202285125,-0.3162247014537388
k40~q0.500~s38,k40q0.500,0.5,40,38,EWall,False,False,"H2,OOS,DD,CAGR",0.09406587260770949,0.7576224370414189,-0.34181815881353694,1.1612709925452454,0.43815911061076473,0.5904279094210727,0.07360250917492528,-0.34181815881353705
k40~q0.500~s38,k40q0.500,0.5,40,38,CAND10,False,False,"H2,OOS,DD,CAGR",0.09280096966035889,0.6672231175143756,-0.3578980123818335,1.0661548359882795,0.34144642757619337,0.4873423202772362,0.06668684206375541,-0.3578980123818315
k40~q0.500~s38,k40q0.500,0.5,40,38,CAND20,False,False,"H2,OOS,DD,CAGR",0.0952568174150421,0.7559355705584067,-0.34249074697552884,1.1171307387436036,0.46844737774167333,0.6123921281355904,0.07788389961147146,-0.34249074697552906
k40~q0.500~s39,k40q0.500,0.5,40,39,EWall,False,False,"H2,OOS,DD,CAGR",0.09323884668506621,0.8072033181232361,-0.2805583899515751,0.9580983743371562,0.6958635348344554,0.7252810373154667,0.08667066714367211,-0.2805583899515752
k40~q0.500~s39,k40q0.500,0.5,40,39,CAND10,False,False,"H2,OOS,DD",0.10964189542985836,0.8075794003272236,-0.294976718422741,0.9175254275183384,0.7259711123480156,0.7777770214200693,0.11082955181734411,-0.2949767184227411
k40~q0.500~s39,k40q0.500,0.5,40,39,CAND20,False,False,"H2,OOS,DD,CAGR",0.0962348100449546,0.8142048526911713,-0.2808325730955974,1.012210833178747,0.6622094687635633,0.6804236249543982,0.08207095538450049,-0.2808325730955974
k40~q0.500~s40,k40q0.500,0.5,40,40,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.0969027550314574,0.8336569633535795,-0.20519178283336137,0.8667641327072461,0.8088523513763888,0.8710380340964424,0.10369990709698707,-0.20519178283336081
k40~q0.500~s40,k40q0.500,0.5,40,40,CAND10,False,False,"H1,H2,OOS,CAGR",0.0873080389885803,0.6595500808809057,-0.1999019078058193,0.7859544220329457,0.5447435251586821,0.6336165820278526,0.08440520873402124,-0.1999019078058195
k40~q0.500~s40,k40q0.500,0.5,40,40,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.09671633082424003,0.8148089785016733,-0.2023137234529504,0.8681358750668567,0.7710965903425947,0.8443948977295639,0.10246649136866948,-0.2023137234529505
k40~q0.500~s41,k40q0.500,0.5,40,41,EWall,False,False,"H1,H2,OOS,DD",0.10003064790840566,0.8181404930641261,-0.22242491035600187,0.8560642217253033,0.7901223046239206,0.8616245673366403,0.10909683261852754,-0.2224249103560021
k40~q0.500~s41,k40q0.500,0.5,40,41,CAND10,False,False,"H1,H2,DD",0.11901933215178229,0.8299091622890473,-0.2290518446620462,0.8152756530628313,0.8471256343269876,0.9229242726642076,0.14084522353126427,-0.22905184466204653
k40~q0.500~s41,k40q0.500,0.5,40,41,CAND20,False,False,"H1,DD",0.10649291063159416,0.83975280721504,-0.21643256274473566,0.7912664052652266,0.8856374371739245,0.9349209498185398,0.12442137186856783,-0.21643256274473577
k40~q0.500~s42,k40q0.500,0.5,40,42,EWall,False,False,"H2,OOS,DD",0.0993559729715503,0.8007264669331645,-0.2805083971719672,0.9617271957767275,0.669484846751706,0.7899979868012101,0.1007111875556479,-0.28050839717196674
k40~q0.500~s42,k40q0.500,0.5,40,42,CAND10,False,False,"H2,OOS,DD",0.10493053554326548,0.7309682420839595,-0.27725748201866496,0.9479138824092387,0.5436673594536588,0.6697181731288343,0.09686753331517894,-0.2772574820186652
k40~q0.500~s42,k40q0.500,0.5,40,42,CAND20,False,False,"H2,OOS,DD",0.10112760163972578,0.79605460648768,-0.2738723394563126,0.9735778029454618,0.6501763772255587,0.7854203595893025,0.10248356860650243,-0.2738723394563126
k40~q0.500~s43,k40q0.500,0.5,40,43,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07208581183726404,0.5737907297340488,-0.3832373401586652,0.6688292476292554,0.5114577623960607,0.5988129367559367,0.08067172414076018,-0.3832373401586662
k40~q0.500~s43,k40q0.500,0.5,40,43,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08000338300161336,0.5679008817206945,-0.4123397669399974,0.729627861666159,0.45522456179967563,0.6122124801468809,0.09424980459030241,-0.4123397669399982
k40~q0.500~s43,k40q0.500,0.5,40,43,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07129174500232383,0.5638292701996561,-0.38127515043326543,0.6268725830076501,0.5254481250395889,0.6097494459486736,0.08326682946111474,-0.38127515043326576
k40~q0.500~s44,k40q0.500,0.5,40,44,EWall,False,False,DD,0.1184173937596733,0.9597414634143755,-0.2039704448167512,1.0215770992574222,0.9057692820403372,0.8992501392484258,0.11063077662741483,-0.2039704448167513
k40~q0.500~s44,k40q0.500,0.5,40,44,CAND10,False,False,"OOS,DD",0.12471316705993973,0.8835509107886276,-0.21734205765507542,0.8980713167271619,0.8742595437892088,0.8722211000160018,0.12577366172053228,-0.2173420576550753
k40~q0.500~s44,k40q0.500,0.5,40,44,CAND20,False,False,DD,0.12370376897171464,0.9794084165811927,-0.20750076231902537,1.0001968902806229,0.9634126700833385,0.9559061622570194,0.12153711049054183,-0.20750076231902503
k40~q0.500~s45,k40q0.500,0.5,40,45,EWall,False,False,"H2,OOS,DD,CAGR",0.07745662195548264,0.6326294766952731,-0.31190803299229697,0.8931022512924793,0.428938488452112,0.4441904749009991,0.05297539987056665,-0.31190803299229763
k40~q0.500~s45,k40q0.500,0.5,40,45,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.06595338497665604,0.4989864257992534,-0.328499233972964,0.8383841818663308,0.21781133930407529,0.2903603210890699,0.03374751508807239,-0.3284992339729639
k40~q0.500~s45,k40q0.500,0.5,40,45,CAND20,False,False,"H2,OOS,DD,CAGR",0.07964812097089768,0.636773223688257,-0.32401866019724934,0.947625579035059,0.39231041513967624,0.41459611664371426,0.049569400683307396,-0.32401866019724923
k40~q0.500~s46,k40q0.500,0.5,40,46,EWall,False,False,"H2,OOS,DD,CAGR",0.0800852528715168,0.6824387170733123,-0.24347164149611478,0.9100384006871919,0.49070668006024565,0.5942166737525463,0.06998158742505578,-0.243471641496115
k40~q0.500~s46,k40q0.500,0.5,40,46,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07868590726883107,0.6017936112414303,-0.2921171404723448,0.6887854694567592,0.5324676893008086,0.548549051852941,0.07316265738408556,-0.29211714047234405
k40~q0.500~s46,k40q0.500,0.5,40,46,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.08060665119056543,0.6736795740495378,-0.24425212972462396,0.8900444720856813,0.4923230344571426,0.5861657734299285,0.07055702181808532,-0.24425212972462418
k40~q0.500~s47,k40q0.500,0.5,40,47,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07756212933205542,0.6834153794607556,-0.23296775710375905,0.8334445881426786,0.5577396230732453,0.682204739159171,0.07953478758018573,-0.20690479108044657
k40~q0.500~s47,k40q0.500,0.5,40,47,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.061594422589510645,0.5010333761430434,-0.23827904731952643,0.6563639135369912,0.3720887658426801,0.5352164935459792,0.06943873908209319,-0.23827904731952587
k40~q0.500~s47,k40q0.500,0.5,40,47,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.07233604999465082,0.6328410253184026,-0.2392320409612878,0.7011277813443818,0.5765188071019544,0.6759664122609778,0.08011299864595434,-0.20211050699586497
k40~q0.500~s48,k40q0.500,0.5,40,48,EWall,False,False,"H2,OOS,DD,CAGR",0.09860052967294264,0.8059763317247672,-0.27764015186773827,1.0359851475158677,0.6153610609941115,0.6836865701368843,0.08401057653353594,-0.27764015186773816
k40~q0.500~s48,k40q0.500,0.5,40,48,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.0657937791558112,0.5135862007525589,-0.2910692768231349,0.7566646692918636,0.30712133896998084,0.33026339934039256,0.038920779917561266,-0.29106927682313466
k40~q0.500~s48,k40q0.500,0.5,40,48,CAND20,False,False,"H2,OOS,DD,CAGR",0.09736155202955565,0.7790880623794196,-0.2788574103735829,1.0602961239231206,0.5444544548567885,0.6023026034565738,0.07458019297530849,-0.2788574103735828
k40~q0.500~s49,k40q0.500,0.5,40,49,EWall,False,False,"H2,OOS,DD",0.10408479765406353,0.8569826814917382,-0.2437609294571016,1.1560939054614305,0.5894451258797204,0.7811254184461582,0.0954420862790617,-0.24376092945710015
k40~q0.500~s49,k40q0.500,0.5,40,49,CAND10,False,False,"H2,DD",0.14294792524483202,0.9967985920395794,-0.20539872141601379,1.2215423091201711,0.7835818381274612,0.9670733608551751,0.14112065317283373,-0.20539872141601312
k40~q0.500~s49,k40q0.500,0.5,40,49,CAND20,False,False,"H2,OOS,DD",0.10850438464307244,0.8698061415282546,-0.2464838672785563,1.1286923976816945,0.6339513725074736,0.80360328325252,0.10099173161814745,-0.2464838672785561
k40~q0.500~s50,k40q0.500,0.5,40,50,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.09089802863768348,0.7256768484918729,-0.2586451349836114,0.74969243863396,0.7116607277255543,0.7640791669837671,0.09993459532456028,-0.2586451349836115
k40~q0.500~s50,k40q0.500,0.5,40,50,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.09186825513433261,0.6526668321784718,-0.2663677565458189,0.5597367326604481,0.7350014511449011,0.8018702402114644,0.12266542280272796,-0.2663677565458189
k40~q0.500~s50,k40q0.500,0.5,40,50,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.09731473328262719,0.7528429959501206,-0.25781496244881574,0.732897514963736,0.7752307193189788,0.8284436106981037,0.1128019665024087,-0.25781496244881563
k40~q0.500~s51,k40q0.500,0.5,40,51,EWall,False,False,"H2,OOS,DD,CAGR",0.09825849122954855,0.7776103082591207,-0.28321309645944404,0.9037048249658992,0.6934646197137732,0.7849580838428291,0.10499946606139354,-0.28321309645944426
k40~q0.500~s51,k40q0.500,0.5,40,51,CAND10,False,False,"H1,H2,OOS,DD",0.1133549554689508,0.7836154064284382,-0.27122240351741334,0.8354614787872328,0.7534141721170725,0.8121845382708426,0.12678416004206894,-0.27122240351741334
k40~q0.500~s51,k40q0.500,0.5,40,51,CAND20,False,False,"H1,H2,OOS,DD",0.10244356204119387,0.7909469967488337,-0.28540167369735103,0.829402745337608,0.7731861741410794,0.8208397010590555,0.11342049216024197,-0.28540167369735103
k40~q0.500~s52,k40q0.500,0.5,40,52,EWall,False,False,"H2,OOS,DD",0.1078090375758558,0.8616746094822879,-0.2291979363221992,1.0790257297099355,0.68111368313688,0.7688417923006712,0.09719850623697557,-0.22919793632219976
k40~q0.500~s52,k40q0.500,0.5,40,52,CAND10,False,False,"H1,H2,OOS,DD",0.110967525294968,0.8058978139353457,-0.221378762799315,0.7889416831683633,0.8232930003786866,0.8061945704007021,0.11382044941429004,-0.22137876279931468
k40~q0.500~s52,k40q0.500,0.5,40,52,CAND20,False,False,"H2,OOS,DD",0.1071583225735222,0.8426125856406472,-0.2230075315158495,1.0397220065860422,0.6792794561991587,0.7552938828375302,0.09719706397112482,-0.2230075315158494
k40~q0.500~s53,k40q0.500,0.5,40,53,EWall,False,False,"H2,OOS,DD,CAGR",0.09408243766169044,0.744565156641639,-0.2669398751068678,0.9421258523189879,0.5907600663793571,0.7209768872896479,0.09370506354423691,-0.266939875106868
k40~q0.500~s53,k40q0.500,0.5,40,53,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07976384602540088,0.5787191667681132,-0.267065231305175,0.7233269226345496,0.45984530097101317,0.5435234328333232,0.0765135946206883,-0.2670652313051751
k40~q0.500~s53,k40q0.500,0.5,40,53,CAND20,False,False,"H2,OOS,DD,CAGR",0.09291419696199044,0.7277535140072336,-0.2673049027197901,0.9145710135839997,0.5813591152468016,0.6848848732379066,0.08961339111402822,-0.2673049027197901
k40~q0.500~s54,k40q0.500,0.5,40,54,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.09097808563862886,0.7464678068222411,-0.25688789044039806,0.7770975152726364,0.7229576235478862,0.7823795769618873,0.09771083187573826,-0.25688789044039784
k40~q0.500~s54,k40q0.500,0.5,40,54,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07541264209441434,0.5625005600687114,-0.31590779342916286,0.42428004268036423,0.6856311298383185,0.657071502141945,0.09313882936742757,-0.2772277774838021
k40~q0.500~s54,k40q0.500,0.5,40,54,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.09075312098933175,0.7309660471112973,-0.26745850059041876,0.7388180203461973,0.7270472190775503,0.7687094115668222,0.09803336941281637,-0.2674585005904194
k40~q0.500~s55,k40q0.500,0.5,40,55,EWall,False,False,"H2,OOS,DD,CAGR",0.0951979615506302,0.7553061870422031,-0.2713311634371527,1.0993701449887945,0.48971665071622256,0.6079396773625673,0.0770499576780539,-0.2713311634371528
k40~q0.500~s55,k40q0.500,0.5,40,55,CAND10,False,False,"H2,OOS,DD",0.1281452300210233,0.8892417685402038,-0.2709043130726535,1.0231409218116951,0.7851973111118917,0.8287967516827998,0.12242272306681445,-0.2709043130726535
k40~q0.500~s55,k40q0.500,0.5,40,55,CAND20,False,False,"H2,OOS,DD,CAGR",0.0979269083361527,0.764141405976121,-0.27369157250037934,1.055071615329514,0.5406561406229538,0.6368604967133151,0.08257003380554662,-0.27369157250037934
k40~q0.500~s56,k40q0.500,0.5,40,56,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.09149474319006123,0.7917266217095705,-0.2073628245859792,0.8288596699013937,0.7692809717560232,0.8060412284756265,0.09706856754053184,-0.207362824585979
k40~q0.500~s56,k40q0.500,0.5,40,56,CAND10,False,False,"H2,OOS,DD",0.11053869522904392,0.8327597194972384,-0.22254733259400594,0.9156714541707579,0.7700621924668682,0.7336773263235197,0.0992893353253419,-0.22254733259400605
k40~q0.500~s56,k40q0.500,0.5,40,56,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.09244074667199897,0.7826198139789797,-0.21255395451592962,0.8864213696861722,0.7053381377204643,0.7450384698525072,0.09070323142638292,-0.21255395451592973
k40~q0.500~s57,k40q0.500,0.5,40,57,EWall,False,False,"H2,OOS,DD,CAGR",0.09782515695564209,0.7454504421806247,-0.3784881175477883,0.8959412958699869,0.6406492883669128,0.7315381927610991,0.10137302421327754,-0.3784881175477881
k40~q0.500~s57,k40q0.500,0.5,40,57,CAND10,False,False,"H1,H2,OOS,DD",0.10700156226384094,0.7169797710779993,-0.3666406938517994,0.8827268573662608,0.5891237546614567,0.7000123587847386,0.11007785418886429,-0.36664069385179965
k40~q0.500~s57,k40q0.500,0.5,40,57,CAND20,False,False,"H1,H2,OOS,DD",0.10370072101877081,0.7675708121780411,-0.37963043558654663,0.8898809852595236,0.6827066354506806,0.7757495737177811,0.11138655143561804,-0.3796304355865444
k40~q0.500~s58,k40q0.500,0.5,40,58,EWall,False,False,"H2,OOS,DD",0.10076553774202801,0.8461290744359375,-0.22177638572901737,0.9619008972174395,0.7503044134322766,0.8268037858744238,0.10007272426784009,-0.22177638572901714
k40~q0.500~s58,k40q0.500,0.5,40,58,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.08400102089871497,0.6515369999058804,-0.27076186793147916,0.7739256293798238,0.5465176965881208,0.6595950047408545,0.0879482403169205,-0.27076186793148016
k40~q0.500~s58,k40q0.500,0.5,40,58,CAND20,False,False,"H2,DD",0.1087176269954655,0.8916368331542717,-0.22422823925124913,1.0045871077826396,0.7973853614189685,0.8857892620720597,0.11033278240169975,-0.22422823925124946
k40~q0.500~s59,k40q0.500,0.5,40,59,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.09210745296779166,0.7524385112975475,-0.28493247199793603,0.8627867071893894,0.6663261227954704,0.7728442328875418,0.09767156061374038,-0.2849324719979357
k40~q0.500~s59,k40q0.500,0.5,40,59,CAND10,False,False,"H2,OOS,DD",0.11761025334494257,0.8291281548840183,-0.31135333112597297,0.9468096113967791,0.7359497506475876,0.8086241512664187,0.11856558447783883,-0.3113533311259723
k40~q0.500~s59,k40q0.500,0.5,40,59,CAND20,False,False,"H2,OOS,DD",0.10182668422511254,0.8041137323535186,-0.2887812420310256,0.9033987475517139,0.72600423641026,0.8255265968794275,0.10774508947449002,-0.28878124203102506
k40~q0.750~s00,k40q0.750,0.75,40,0,EWall,False,False,"H1,H2,OOS,CAGR",0.07443905757165625,0.6331236046817017,-0.19452246771724147,0.5960478215092595,0.6685414161899713,0.727813526057287,0.08918458246366656,-0.16668623847166253
k40~q0.750~s00,k40q0.750,0.75,40,0,CAND10,False,False,"H1,H2,OOS,CAGR",0.06882288595537944,0.5549171797469697,-0.19472824054613247,0.4268260804009549,0.664316548139114,0.7180697317126795,0.09663381459148535,-0.1725089169865195
k40~q0.750~s00,k40q0.750,0.75,40,0,CAND20,False,False,"H1,H2,OOS,CAGR",0.07558481603327927,0.6402778507916462,-0.19452246771724058,0.5910831766143934,0.6859640025069506,0.7419468596878518,0.0915687491977788,-0.16668623847166308
k40~q0.750~s01,k40q0.750,0.75,40,1,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.07545096472898627,0.5862104549331172,-0.37325070406884064,0.8497858544420158,0.39835464198407583,0.443748859998943,0.05664385565857488,-0.37325070406884064
k40~q0.750~s01,k40q0.750,0.75,40,1,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07425453797652004,0.5406109346103432,-0.3749667573407425,0.6297954594635088,0.48519181575916276,0.4695890398719753,0.06602481065235177,-0.37496675734074236
k40~q0.750~s01,k40q0.750,0.75,40,1,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.0748965602980265,0.5811382611222413,-0.37400211171372477,0.8194026790491286,0.41363084220472446,0.44128101341105835,0.05647000274581693,-0.3740021117137249
k40~q0.750~s02,k40q0.750,0.75,40,2,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.04467797602732371,0.3943766445638153,-0.3322180572770431,0.7010950323914533,0.14562585152916172,0.22628447008250768,0.021983455384556594,-0.3322180572770428
k40~q0.750~s02,k40q0.750,0.75,40,2,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.04222139745100506,0.3531847226274959,-0.3437444548892218,0.6253181679197147,0.13592682162178785,0.21212397070794586,0.021101971076390225,-0.3437444548892238
k40~q0.750~s02,k40q0.750,0.75,40,2,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.04333083928980774,0.38274278897596936,-0.3395255164694253,0.7028339562455269,0.12612767807131672,0.21030570158264825,0.019836789245919695,-0.3395255164694251
k40~q0.750~s03,k40q0.750,0.75,40,3,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.06918140092042191,0.606081224218127,-0.24110629651322568,0.8063957619463886,0.4366976002117222,0.478388148961324,0.05375189409127756,-0.24110629651322601
k40~q0.750~s03,k40q0.750,0.75,40,3,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.07358334466658967,0.5777868982972876,-0.2687365588853171,0.8787890534612534,0.3215061250424774,0.38939463296956345,0.04691435650103459,-0.268736558885318
k40~q0.750~s03,k40q0.750,0.75,40,3,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.06805017510023714,0.5888921382744475,-0.2392060001408971,0.7778968681049414,0.4324922328558982,0.4563950790575281,0.05195045464030179,-0.23920600014089788
k40~q0.750~s04,k40q0.750,0.75,40,4,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.06625267828539538,0.5208703831013076,-0.3143176506406472,0.6103990278534912,0.4506539599900887,0.5435273886414951,0.07211135932443558,-0.3143176506406472
k40~q0.750~s04,k40q0.750,0.75,40,4,CAND10,False,False,"H1,H2,OOS,DD,CAGR",0.05615866738898356,0.42761061532947986,-0.3128976382483679,0.6147440423256988,0.26962956641545094,0.38650696726475103,0.05098514719475311,-0.3128976382483677
k40~q0.750~s04,k40q0.750,0.75,40,4,CAND20,False,False,"H1,H2,OOS,DD,CAGR",0.06714585032447751,0.5226400526054847,-0.3122385709426746,0.6330036579884538,0.4367314603207365,0.5079156298445918,0.06729204657881027,-0.31223857094267427
k40~q0.750~s05,k40q0.750,0.75,40,5,EWall,False,False,"H1,H2,OOS,DD,CAGR",0.06913096366640792,0.5266851330198556,-0.37573132463142966,0.5257712452771339,0.5363113967714592,0.5447245249392771,0.07565480451005091,-0.37573132463142944
