panel,char,flavour,level,seed,n_from_B,n_from_S,cvol,mrho,beta,tpers,plevel,breadth,reach_lo,reach_hi,feasible,bandwidth,n_pool
mrho~BONLY~L0.278135~1,mrho,BONLY,0.278135,1,36,0,0.311532893268344,0.437669978988697,1.1728113754567289,0.96798768253197,1.800537569448301,0.6759933046497887,0.12511868545803045,0.33667589628411193,True,0.03428311468350165,134
mrho~BONLY~L0.278135~2,mrho,BONLY,0.278135,2,36,0,0.29052050703915705,0.4208618759635577,1.0750090091494435,0.9679084927975565,1.8258147080890434,0.6975039068386709,0.12511868545803045,0.33667589628411193,True,0.03428311468350165,134
mrho~BONLY~L0.278135~3,mrho,BONLY,0.278135,3,36,0,0.29487892868820087,0.420053367182717,1.088811567348309,0.9684210755027939,1.7421887070470183,0.6935523764967613,0.12511868545803045,0.33667589628411193,True,0.03428311468350165,134
mrho~BONLY~L0.278135~4,mrho,BONLY,0.278135,4,36,0,0.2865793630223926,0.44172289118214575,1.0855184436612269,0.9681168736441048,1.8209654556442207,0.6945341629954102,0.12511868545803045,0.33667589628411193,True,0.03428311468350165,134
mrho~BONLY~L0.278135~5,mrho,BONLY,0.278135,5,36,0,0.2873566412936819,0.44701435695380337,1.0761712864498223,0.9683021107973929,1.8783694456043167,0.7072222355799735,0.12511868545803045,0.33667589628411193,True,0.03428311468350165,134
mrho~SONLY~L0.114289~0,mrho,SONLY,0.114289,0,0,36,0.6574173060146129,0.09924383110538762,0.8510833264617447,0.963724761230336,1.0967194068641353,0.43826659097018833,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.114289~1,mrho,SONLY,0.114289,1,0,36,0.6107766670673656,0.10070786855883994,0.8026889702073874,0.965251387813149,1.0920119107583086,0.46517222177886486,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.114289~2,mrho,SONLY,0.114289,2,0,36,0.643240465174487,0.10014674575736576,0.8372494275195368,0.961601093694828,1.103055847991419,0.4630078155847107,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.114289~3,mrho,SONLY,0.114289,3,0,36,0.6646408742911772,0.10762962361974134,0.891088355646421,0.9676559859437776,1.0188079317844716,0.4423737293279357,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.114289~4,mrho,SONLY,0.114289,4,0,36,0.6755952575613879,0.1070761285694667,0.9019689674642638,0.9678532176899206,1.0536886235097518,0.45487698724167597,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.114289~5,mrho,SONLY,0.114289,5,0,36,0.6421464887785076,0.10218500759058011,0.8445768198871584,0.9615269916310589,1.1125878950527435,0.4874638848360527,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.163402~0,mrho,SONLY,0.163402,0,0,36,0.5621696905433151,0.1428271997179707,0.9685870262939419,0.964292423287508,1.1640395802285957,0.48233730858457646,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.163402~1,mrho,SONLY,0.163402,1,0,36,0.5760932289983427,0.1554012774137955,1.0541069093922182,0.9638910885012295,1.180672749306869,0.4326955322525486,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.163402~2,mrho,SONLY,0.163402,2,0,36,0.558195265415447,0.16096183261475128,1.0177898783306958,0.9615360647773914,1.2123484732206444,0.47323196420340463,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.163402~3,mrho,SONLY,0.163402,3,0,36,0.6119876077966073,0.14683846675610218,1.0340661716350805,0.9643333078223163,1.1503907466069094,0.4602144371574169,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.163402~4,mrho,SONLY,0.163402,4,0,36,0.6168059354351482,0.16799539075937084,1.1296013765789006,0.9660385638490173,1.1101587047109451,0.4351325774573876,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.163402~5,mrho,SONLY,0.163402,5,0,36,0.56720760935032,0.1679696631238716,1.0238268593673447,0.9624446807684033,1.0752837800414432,0.48817546158083497,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.194679~0,mrho,SONLY,0.194679,0,0,36,0.5442516966821155,0.21093789719898476,1.1261034708159743,0.9642381234700077,1.1755855563170423,0.48138100754689905,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.194679~1,mrho,SONLY,0.194679,1,0,36,0.5507075775246908,0.19152801047070167,1.1371382989818184,0.9671003030116387,1.1164898362068767,0.46489985055787997,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.194679~2,mrho,SONLY,0.194679,2,0,36,0.5321583608089332,0.19239203873218946,1.1148515701324704,0.9656294571472491,1.2320626995527466,0.49275158520165485,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.194679~3,mrho,SONLY,0.194679,3,0,36,0.5469554347931574,0.20842773202350645,1.156131441322598,0.9603808473207341,1.2760734835788634,0.478690319549466,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.194679~4,mrho,SONLY,0.194679,4,0,36,0.5506745282706125,0.19521610806505998,1.1141890682703972,0.9653536379764639,1.3620855251198987,0.48230286784509246,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.194679~5,mrho,SONLY,0.194679,5,0,36,0.5104373075728339,0.1945362791098177,1.0442423223518704,0.9628749666536773,1.2247768817813975,0.4987076435091383,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.226987~0,mrho,SONLY,0.226987,0,0,36,0.479013657216697,0.2517252494313496,1.122951081328297,0.961800868630027,1.2687038564342035,0.500163330510954,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.226987~1,mrho,SONLY,0.226987,1,0,36,0.49236491404973,0.24953168542360438,1.1360899368157085,0.9615924941761644,1.2948597355159397,0.4824885607597753,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.226987~2,mrho,SONLY,0.226987,2,0,36,0.5038877142840781,0.22863669898900227,1.1494378100699505,0.965634856002223,1.2521716686893818,0.49405472818672913,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.226987~3,mrho,SONLY,0.226987,3,0,36,0.4871140723314059,0.2438903158608526,1.1673289068744916,0.963075145819766,1.1947957708301378,0.486907051271376,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.226987~4,mrho,SONLY,0.226987,4,0,36,0.48575929356339376,0.2499257114176305,1.2022177465127668,0.9659404784529608,1.2504303685829654,0.5111982415110942,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
mrho~SONLY~L0.226987~5,mrho,SONLY,0.226987,5,0,36,0.49644450293595,0.2432534793714495,1.1031788692375755,0.9627947028551388,1.3128524272330098,0.5149896511513974,0.07869135141373614,0.27349287021369895,True,0.03428311468350165,439
beta~POOL~L0.602108~0,beta,POOL,0.602108,0,11,25,0.41597628625417177,0.15907094616097514,0.71720269900149,0.9628175117810679,1.38611640230236,0.5719786041803492,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.602108~1,beta,POOL,0.602108,1,14,22,0.3937430617915998,0.1426774333997655,0.6905788777355709,0.9642188893550665,1.4527891064801808,0.5891933424523678,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.602108~2,beta,POOL,0.602108,2,12,24,0.3823067376537217,0.17231652463239855,0.7087364739595553,0.9637519065873588,1.380596919693364,0.5917580696693509,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.602108~3,beta,POOL,0.602108,3,10,26,0.3689675246859954,0.18660429026729206,0.7264890567656118,0.9633556098403316,1.412717576100592,0.6166797328570863,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.602108~4,beta,POOL,0.602108,4,9,27,0.433390934101624,0.13415823754074024,0.6829162095517421,0.9622536767031775,1.3022956943014858,0.5626661075203464,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.602108~5,beta,POOL,0.602108,5,8,28,0.4161790775103752,0.14949620015782994,0.7411714638108032,0.9626573263067078,1.4099513129252648,0.573552045914451,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.905449~0,beta,POOL,0.905449,0,7,29,0.468892372615288,0.1757325108072898,0.9158920019703708,0.965759276229572,1.3725260638358063,0.5468063205465188,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.905449~1,beta,POOL,0.905449,1,11,25,0.4349711672508933,0.22834215817089495,0.9688729381443124,0.9661030705838561,1.3758949977798547,0.557573371265627,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.905449~2,beta,POOL,0.905449,2,7,29,0.5097920467899583,0.17442663011375834,0.9222962150819419,0.9672760020815497,1.229691733287165,0.5188021360092351,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.905449~3,beta,POOL,0.905449,3,7,29,0.49924476280867164,0.17773363079039692,0.9377201653548899,0.9623716956855248,1.3799773788910348,0.5240613177751552,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.905449~4,beta,POOL,0.905449,4,10,26,0.4153264174859647,0.2288393420199076,0.962241846947283,0.9621586280028368,1.370398084112858,0.5706359850102343,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L0.905449~5,beta,POOL,0.905449,5,8,28,0.4377657772055106,0.2006050115354578,0.9369219027329954,0.9666134445835384,1.323040393612502,0.5528446454120053,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.067980~0,beta,POOL,1.06798,0,9,27,0.4359279500739037,0.2477381682051726,1.0266019202190928,0.9658015912858853,1.3692888464456656,0.5437487245773744,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.067980~1,beta,POOL,1.06798,1,8,28,0.496446850203325,0.203220139154415,1.0119184092320217,0.9625747235220223,1.3467579090366533,0.5440009766895277,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.067980~2,beta,POOL,1.06798,2,6,30,0.5270020609247077,0.19555241635311438,1.0297139003224791,0.9639846041103391,1.247147676058737,0.5439328262011978,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.067980~3,beta,POOL,1.06798,3,11,25,0.47608065941718763,0.24190042067168963,1.085001938944331,0.9645348992925624,1.3507690608682656,0.5418017482831375,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.067980~4,beta,POOL,1.06798,4,7,29,0.48873085557074236,0.22581887820328686,1.0640568190395692,0.9635870435081753,1.3679514379214706,0.5455307512015842,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.067980~5,beta,POOL,1.06798,5,8,28,0.43321697698931055,0.24368234082940982,1.062802454597242,0.9652029676738256,1.3816475731400468,0.5435000650481201,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.245793~0,beta,POOL,1.245793,0,6,30,0.5023010196697348,0.24510629117551044,1.1695269771693138,0.9686326451115327,1.4107864997872865,0.5172259870776573,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.245793~1,beta,POOL,1.245793,1,11,25,0.530164192813423,0.24010398387538767,1.1551445808766236,0.9640919789007015,1.3958259264761503,0.5371357270058902,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.245793~2,beta,POOL,1.245793,2,11,25,0.48750026624913495,0.2502471464839589,1.1507321437015647,0.9663145650637683,1.3725698730191445,0.5448954835784605,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.245793~3,beta,POOL,1.245793,3,6,30,0.5604737582672518,0.2319488193079182,1.1758936943676175,0.966613746361101,1.2250290981473364,0.5108854928263507,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.245793~4,beta,POOL,1.245793,4,9,27,0.5178472812688764,0.2780059907416711,1.2174667880017485,0.9644506715316769,1.3208270588874322,0.5350248398295724,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.245793~5,beta,POOL,1.245793,5,8,28,0.4952516952429252,0.2531235214183891,1.146196330091831,0.966863254840901,1.3346512525829817,0.524800765376974,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.512079~0,beta,POOL,1.512079,0,4,32,0.5595289613464465,0.2696178351551407,1.3837208995717851,0.9690035041828965,1.2839926324828197,0.48351214887017013,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.512079~1,beta,POOL,1.512079,1,2,34,0.6090494224309575,0.22299997827694648,1.3653089650891403,0.9651590879948717,1.1182973623521322,0.47384501833905157,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.512079~2,beta,POOL,1.512079,2,6,30,0.5722846560347602,0.25658130119226713,1.3453347671194875,0.9661741770269836,1.227942827066916,0.49738101171689786,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.512079~3,beta,POOL,1.512079,3,5,31,0.5730336382969172,0.2714533248207929,1.3977599561890393,0.9668788760647343,1.176207178321456,0.5004051768206703,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.512079~4,beta,POOL,1.512079,4,6,30,0.5774276289636184,0.24133413110602944,1.2978865502620767,0.966588164025684,1.2459836463112126,0.5275694695525268,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~POOL~L1.512079~5,beta,POOL,1.512079,5,6,30,0.552861797535808,0.2578245306899012,1.3864527926712125,0.9669670798451201,1.282424162791259,0.5201738688691292,0.331992378639725,1.8280687097596737,True,0.18579453556113898,573
beta~BONLY~L0.602108~0,beta,BONLY,0.602108,0,36,0,0.2297419703196437,0.3511021176498712,0.6652934444592009,0.9644481468430356,1.7659849418481868,0.6847942260674735,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.602108~1,beta,BONLY,0.602108,1,36,0,0.2255028032107805,0.3817150367960379,0.679214995839303,0.9642098683144769,1.8027582070356627,0.6922730529185128,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.602108~2,beta,BONLY,0.602108,2,36,0,0.2340160658270378,0.36052544057712355,0.71233000464796,0.9658858601286889,1.8350195618559875,0.6988779600220314,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.602108~3,beta,BONLY,0.602108,3,36,0,0.2373884465926595,0.3382659726893645,0.6716847121961684,0.9653152993654138,1.7525041505704304,0.6788455296281604,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.602108~4,beta,BONLY,0.602108,4,36,0,0.22262525433497216,0.40918596134360047,0.6968999660086784,0.9650671308746386,1.8706436428328577,0.7100143061516453,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.602108~5,beta,BONLY,0.602108,5,36,0,0.2369099050723985,0.35845134773923715,0.6999958663094334,0.9650700659600955,1.798104874913605,0.689859661440912,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.905449~0,beta,BONLY,0.905449,0,36,0,0.26634601891529797,0.4242797244643989,0.9668535395416404,0.9689661291970683,1.8600648372816622,0.7087996079054735,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.905449~1,beta,BONLY,0.905449,1,36,0,0.2583705075711146,0.45583923409251503,0.9629675890688475,0.969254080744821,1.9067103645525039,0.7034800878632402,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.905449~2,beta,BONLY,0.905449,2,36,0,0.26682052252163513,0.4101178655718773,0.9575856804975625,0.9681121480245231,1.8760326241168765,0.6946508143654276,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.905449~3,beta,BONLY,0.905449,3,36,0,0.2593956929846538,0.42977596766952214,0.9486999322025415,0.9685393334940895,1.8941501396976557,0.6983223777509733,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.905449~4,beta,BONLY,0.905449,4,36,0,0.2660366268722396,0.4460552166073624,0.9744712697474757,0.9684138848434274,1.8995154520027064,0.6827844188064671,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L0.905449~5,beta,BONLY,0.905449,5,36,0,0.26278195379897074,0.4411168195086699,0.9627137248207946,0.9695343431766656,1.8197836112315617,0.7005305213081029,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.067980~0,beta,BONLY,1.06798,0,36,0,0.2839463759458089,0.4582229534035859,1.0724107930517826,0.9694092951061015,1.8624820135025608,0.7032193293785484,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.067980~1,beta,BONLY,1.06798,1,36,0,0.26288091716546674,0.49327304809223027,1.028310762075659,0.968568697111154,1.8808810844967785,0.7108620386349075,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.067980~2,beta,BONLY,1.06798,2,36,0,0.2829122478445321,0.4234246023872474,1.034669910420339,0.9698472430222083,1.8976707260942607,0.7023327976875061,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.067980~3,beta,BONLY,1.06798,3,36,0,0.27737790338096174,0.46603062140362267,1.0636981122377243,0.9679367951096837,1.8606407270977694,0.6928619516476119,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.067980~4,beta,BONLY,1.06798,4,36,0,0.27654991178489435,0.44810223025438944,1.0401061924911554,0.9688368520154547,1.9403767836672507,0.7054328646098401,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.067980~5,beta,BONLY,1.06798,5,36,0,0.2803289084656259,0.462214659895172,1.0603225960178604,0.9693972544584994,1.8403568984248888,0.6895384743108383,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.245793~0,beta,BONLY,1.245793,0,36,0,0.2903168664462402,0.4648402190342501,1.0993635045681802,0.9693767801437646,1.8151359497181916,0.692234632180353,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.245793~1,beta,BONLY,1.245793,1,36,0,0.2928348625006676,0.472805173326645,1.135697009930467,0.9695579443861645,1.8398430077205097,0.6877333181641248,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.245793~2,beta,BONLY,1.245793,2,36,0,0.2944401699049312,0.46790998098898867,1.1218190546672202,0.9692577388889156,1.9155166986944658,0.6967028781643148,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.245793~3,beta,BONLY,1.245793,3,36,0,0.3013330271084133,0.4704601573569097,1.1540338016366678,0.9702938922758252,1.7927471306389609,0.6855989637947056,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.245793~4,beta,BONLY,1.245793,4,36,0,0.2986601462157454,0.44241263263839614,1.1384867872482485,0.9707424805078637,1.8550263470933348,0.6875019222006514,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~BONLY~L1.245793~5,beta,BONLY,1.245793,5,36,0,0.2885400621468907,0.47705507308430806,1.1181333333642016,0.9698541386100084,1.8907298311434164,0.6957296050817258,0.43008005943167643,1.3606793390015397,True,0.18579453556113898,134
beta~SONLY~L0.602108~0,beta,SONLY,0.602108,0,0,36,0.5207851442779758,0.11623025081233826,0.7485694483687881,0.9629522812074103,1.2118061142883358,0.504342860893692,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.602108~1,beta,SONLY,0.602108,1,0,36,0.561898681189508,0.09940288837419302,0.7504256095029691,0.961331979448826,1.0452760755931532,0.49276033544198183,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.602108~2,beta,SONLY,0.602108,2,0,36,0.560082632520819,0.09241635427165663,0.7226653818390426,0.9624138218956687,1.0875840732186215,0.5027281333615339,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.602108~3,beta,SONLY,0.602108,3,0,36,0.48749352909416266,0.10592263534598848,0.6944695389651074,0.9647747233011837,1.1774474969379096,0.520919244452102,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.602108~4,beta,SONLY,0.602108,4,0,36,0.5584371143269425,0.09975685168947387,0.7621585954010355,0.964338623286128,1.1228310389178233,0.5097630893842567,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.602108~5,beta,SONLY,0.602108,5,0,36,0.4828822655750724,0.10869301704214454,0.6949300035561474,0.9594874186343615,1.1715920147485335,0.5405590393704197,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.905449~0,beta,SONLY,0.905449,0,0,36,0.524830275338832,0.16204094388811885,0.9192070550400482,0.9613790658031783,1.2285114765123306,0.5073135428870008,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.905449~1,beta,SONLY,0.905449,1,0,36,0.5411965562382215,0.167588562635079,0.9664866793713756,0.9645891963772549,1.2030935574320623,0.47645325135014194,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.905449~2,beta,SONLY,0.905449,2,0,36,0.570152402742677,0.1407069136216118,0.93705705966825,0.9675020287397432,1.1815901743739792,0.47479152414093495,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.905449~3,beta,SONLY,0.905449,3,0,36,0.546430972972975,0.15115685869328274,0.936469464048349,0.9633048501010644,1.179655500260392,0.5026476112951681,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.905449~4,beta,SONLY,0.905449,4,0,36,0.5763244133975403,0.14083387477304699,0.9768199399334957,0.9637598312385861,1.2056213431421763,0.4718756994170362,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L0.905449~5,beta,SONLY,0.905449,5,0,36,0.5067398020320523,0.16154287129505715,0.9352090086718232,0.9632826687008075,1.1660762847415096,0.5028587886534152,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.067980~0,beta,SONLY,1.06798,0,0,36,0.5966559736745494,0.17234960433183857,1.0800424886278794,0.9639197742217781,1.1249029240522777,0.44305186644421035,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.067980~1,beta,SONLY,1.06798,1,0,36,0.5495399653207738,0.19939785476347005,1.0612204113814192,0.9647310920463377,1.0984308368678095,0.4947977609863737,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.067980~2,beta,SONLY,1.06798,2,0,36,0.5424861675509922,0.18535424786402846,1.0786883397765084,0.9647917012867645,1.2302125845060055,0.4876483828079674,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.067980~3,beta,SONLY,1.06798,3,0,36,0.503976086938071,0.19068911193520888,1.0236710256125583,0.9633164252029742,1.2176032740077252,0.5088717256440893,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.067980~4,beta,SONLY,1.06798,4,0,36,0.5713971752818008,0.17484796899969515,1.0702997940383006,0.9649287178566469,1.2132674087919797,0.4723745250351634,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.067980~5,beta,SONLY,1.06798,5,0,36,0.5511609885798981,0.19706621875344932,1.047917779925207,0.9583870889174505,1.1707189890280498,0.5030794551545408,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.245793~0,beta,SONLY,1.245793,0,0,36,0.567627558687163,0.2131293152795653,1.1928424146502297,0.9635250659290188,1.2201507510591667,0.48312345169176574,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.245793~1,beta,SONLY,1.245793,1,0,36,0.5593869275626068,0.21184854326065233,1.1955035292734977,0.9641446083704377,1.185252624873139,0.48551950117167314,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.245793~2,beta,SONLY,1.245793,2,0,36,0.5503369136890749,0.21618752869760494,1.1632414173874244,0.9627179355137048,1.2012877811378402,0.46972624495125564,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.245793~3,beta,SONLY,1.245793,3,0,36,0.6099469942835432,0.17895672765952764,1.1698891205379993,0.9648872167542965,1.1845528057493457,0.46318464101130946,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.245793~4,beta,SONLY,1.245793,4,0,36,0.548375884876091,0.21244580749385666,1.184559262121594,0.9642992248510716,1.1486729923516377,0.4846633250208458,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.245793~5,beta,SONLY,1.245793,5,0,36,0.543555291574108,0.2227068412348798,1.1894978949165278,0.9650107772446864,1.2078730880486015,0.46391374973242544,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.512079~0,beta,SONLY,1.512079,0,0,36,0.5877863248783812,0.2512758489593458,1.341711426012787,0.9671941527346181,1.2152819645427337,0.4701662055749606,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.512079~1,beta,SONLY,1.512079,1,0,36,0.6067120121484523,0.23572651128675556,1.3900172618715159,0.9661154566743144,1.1670421295031719,0.4646624620122101,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.512079~2,beta,SONLY,1.512079,2,0,36,0.6519559609742849,0.21579533728925396,1.3487765225274566,0.9645573737997738,1.1510289391680748,0.45897512141711694,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.512079~3,beta,SONLY,1.512079,3,0,36,0.6303010070910419,0.24397612684038356,1.396387118863907,0.9666080959682363,1.209974664982904,0.46116703785954005,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.512079~4,beta,SONLY,1.512079,4,0,36,0.6074797165223687,0.24076513943513678,1.3693219039811093,0.9664621445353002,1.1410792173544726,0.4677442129468821,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
beta~SONLY~L1.512079~5,beta,SONLY,1.512079,5,0,36,0.583680727118738,0.2557354532279861,1.3439821378894141,0.9653983884512259,1.1805046047111218,0.46040644132467984,0.5012492798943333,1.807578842315778,True,0.18579453556113898,439
tpers~POOL~L0.952679~0,tpers,POOL,0.952679,0,6,30,0.46765963929915216,0.19743939441275732,0.9807986524676161,0.9561573057695144,1.2530073905394679,0.5315864766356789,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~1,tpers,POOL,0.952679,1,8,28,0.4969626455546215,0.19294151723567832,1.0174681631503446,0.9568334523564374,1.2515040804708895,0.5152404458467444,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~2,tpers,POOL,0.952679,2,4,32,0.5110435931824742,0.18867981715912988,1.033409516650621,0.9555969186981158,1.2193986620393304,0.5265381938783772,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~3,tpers,POOL,0.952679,3,3,33,0.48743957577784136,0.18285523190002817,0.942069059084944,0.9567906330148901,1.2360535180924654,0.5363845964945954,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
