reading,panel,inst,d,book,conv,bps,hstar,edge0,edge_max
B,SMALL439,VOLSH,1,MA200,dg,25,,-0.11758297488992703,-0.09519214873090628
B,SMALL439,VOLSH,2,EWALL,rw,0,,-0.0800724843952556,-0.04073430729759442
B,SMALL439,VOLSH,2,EWALL,rw,5,,-0.08166418097908568,-0.04204022156316406
B,SMALL439,VOLSH,2,EWALL,rw,10,,-0.08325595500540994,-0.04334608709632895
B,SMALL439,VOLSH,2,EWALL,rw,25,,-0.08803165522983936,-0.04726332742558384
B,SMALL439,VOLSH,2,EWALL,dg,0,,-0.0800724843952556,-0.04073430729759442
B,SMALL439,VOLSH,2,EWALL,dg,5,,-0.08166418097908568,-0.04204022156316406
B,SMALL439,VOLSH,2,EWALL,dg,10,,-0.08325595500540994,-0.04334608709632895
B,SMALL439,VOLSH,2,EWALL,dg,25,,-0.08803165522983936,-0.04726332742558384
B,SMALL439,VOLSH,2,MA200,rw,0,,-0.0865622828567485,-0.08493616403479609
B,SMALL439,VOLSH,2,MA200,rw,5,,-0.08699048590376707,-0.08529886452953878
B,SMALL439,VOLSH,2,MA200,rw,10,,-0.08741857557142213,-0.08565990261157952
B,SMALL439,VOLSH,2,MA200,rw,25,,-0.0887019522846923,-0.08673295923440191
B,SMALL439,VOLSH,2,MA200,dg,0,,-0.11416200482704886,-0.10699480342393067
B,SMALL439,VOLSH,2,MA200,dg,5,,-0.11484932511697737,-0.10764505936284151
B,SMALL439,VOLSH,2,MA200,dg,10,,-0.11553515525805574,-0.108292987524691
B,SMALL439,VOLSH,2,MA200,dg,25,,-0.11758297488992703,-0.11022201963530477
B,SMALL439,VOLSH,3,EWALL,rw,0,,-0.0800724843952556,-0.01157871375940217
B,SMALL439,VOLSH,3,EWALL,rw,5,,-0.08166418097908568,-0.012774374850224007
B,SMALL439,VOLSH,3,EWALL,rw,10,,-0.08325595500540994,-0.013970001487388445
B,SMALL439,VOLSH,3,EWALL,rw,25,,-0.08803165522983936,-0.017556617850733175
B,SMALL439,VOLSH,3,EWALL,dg,0,,-0.0800724843952556,-0.01157871375940217
B,SMALL439,VOLSH,3,EWALL,dg,5,,-0.08166418097908568,-0.012774374850224007
B,SMALL439,VOLSH,3,EWALL,dg,10,,-0.08325595500540994,-0.013970001487388445
B,SMALL439,VOLSH,3,EWALL,dg,25,,-0.08803165522983936,-0.017556617850733175
B,SMALL439,VOLSH,3,MA200,rw,0,,-0.0865622828567485,-0.0640229614322208
B,SMALL439,VOLSH,3,MA200,rw,5,,-0.08699048590376707,-0.06497512772022705
B,SMALL439,VOLSH,3,MA200,rw,10,,-0.08741857557142213,-0.06592454872392968
B,SMALL439,VOLSH,3,MA200,rw,25,,-0.0887019522846923,-0.06875397958616546
B,SMALL439,VOLSH,3,MA200,dg,0,,-0.11416200482704886,-0.060116328623483165
B,SMALL439,VOLSH,3,MA200,dg,5,,-0.11484932511697737,-0.060878719309727394
B,SMALL439,VOLSH,3,MA200,dg,10,,-0.11553515525805574,-0.06163913990621226
B,SMALL439,VOLSH,3,MA200,dg,25,,-0.11758297488992703,-0.06390764362863012
B,U56,PXL,1,EWALL,rw,0,0.10705212424750261,-0.07202966053110282,0.028976722435357427
B,U56,PXL,1,EWALL,rw,5,0.10862960803756389,-0.07284156436889444,0.028630650515263256
B,U56,PXL,1,EWALL,rw,10,0.11019136011414249,-0.07365357217021673,0.028284522780845256
B,U56,PXL,1,EWALL,rw,25,0.11478449835634512,-0.07609019122507532,0.02724581481214583
B,U56,PXL,1,EWALL,dg,0,0.10705212424750261,-0.07202966053110282,0.028976722435357427
B,U56,PXL,1,EWALL,dg,5,0.10862960803756389,-0.07284156436889444,0.028630650515263256
B,U56,PXL,1,EWALL,dg,10,0.11019136011414249,-0.07365357217021673,0.028284522780845256
B,U56,PXL,1,EWALL,dg,25,0.11478449835634512,-0.07609019122507532,0.02724581481214583
B,U56,PXL,1,MA200,rw,0,0.025445333633329844,-0.0646690495518516,0.0175846492534818
B,U56,PXL,1,MA200,rw,5,0.025249377161999965,-0.06524287400736783,0.018153957339681837
B,U56,PXL,1,MA200,rw,10,0.025061008378477134,-0.06581870369393816,0.01871921872499205
B,U56,PXL,1,MA200,rw,25,0.02453834579825228,-0.06755509027239781,0.020388384825996475
B,U56,PXL,1,MA200,dg,0,0.05956017126397153,-0.07832212927640358,0.0073095795250452955
B,U56,PXL,1,MA200,dg,5,0.05833357065976304,-0.07859372703962775,0.00770340293896532
B,U56,PXL,1,MA200,dg,10,0.057092822287679756,-0.07886536180726167,0.008096913376127945
B,U56,PXL,1,MA200,dg,25,0.05328388433542712,-0.0796801184535183,0.00927497223498941
B,U56,PXL,2,EWALL,rw,0,0.16403399930252432,-0.07202966053110282,0.0030618917590264916
B,U56,PXL,2,EWALL,rw,5,0.16635822034520797,-0.07284156436889444,0.002964702113111395
B,U56,PXL,2,EWALL,rw,10,0.16852998108513284,-0.07365357217021673,0.0028675105389540656
B,U56,PXL,2,EWALL,rw,25,0.1742668742829213,-0.07609019122507532,0.002575927058797056
B,U56,PXL,2,EWALL,dg,0,0.16403399930252432,-0.07202966053110282,0.0030618917590264916
B,U56,PXL,2,EWALL,dg,5,0.16635822034520797,-0.07284156436889444,0.002964702113111395
B,U56,PXL,2,EWALL,dg,10,0.16852998108513284,-0.07365357217021673,0.0028675105389540656
B,U56,PXL,2,EWALL,dg,25,0.1742668742829213,-0.07609019122507532,0.002575927058797056
B,U56,PXL,2,MA200,rw,0,0.021943044761654575,-0.0646690495518516,0.026256534689183764
B,U56,PXL,2,MA200,rw,5,0.021804225219829183,-0.06524287400736783,0.027043082536768792
B,U56,PXL,2,MA200,rw,10,0.021670692141460144,-0.06581870369393816,0.027824464724619635
B,U56,PXL,2,MA200,rw,25,0.021299854125989913,-0.06755509027239781,0.030133938076242095
B,U56,PXL,2,MA200,dg,0,0.02875544521128499,-0.07832212927640358,0.018227158662914356
B,U56,PXL,2,MA200,dg,5,0.028578627884152278,-0.07859372703962775,0.018797348535954272
B,U56,PXL,2,MA200,dg,10,0.02840515474162669,-0.07886536180726167,0.01936688937457831
B,U56,PXL,2,MA200,dg,25,0.02790410520882148,-0.0796801184535183,0.02107068856153127
B,U56,PXL,3,EWALL,rw,0,,-0.07202966053110282,-0.007538357627561054
B,U56,PXL,3,EWALL,rw,5,,-0.07284156436889444,-0.007900947683173731
B,U56,PXL,3,EWALL,rw,10,,-0.07365357217021673,-0.008263587451311949
B,U56,PXL,3,EWALL,rw,25,,-0.07609019122507532,-0.009351789141526567
B,U56,PXL,3,EWALL,dg,0,,-0.07202966053110282,-0.007538357627561054
B,U56,PXL,3,EWALL,dg,5,,-0.07284156436889444,-0.007900947683173731
B,U56,PXL,3,EWALL,dg,10,,-0.07365357217021673,-0.008263587451311949
B,U56,PXL,3,EWALL,dg,25,,-0.07609019122507532,-0.009351789141526567
B,U56,PXL,3,MA200,rw,0,0.021900400373021447,-0.0646690495518516,0.02978785505425463
B,U56,PXL,3,MA200,rw,5,0.021763326154881708,-0.06524287400736783,0.030662207377408657
B,U56,PXL,3,MA200,rw,10,0.021631517166239365,-0.06581870369393816,0.03153127710706516
B,U56,PXL,3,MA200,rw,25,0.02126572522522791,-0.06755509027239781,0.03410291166371737
B,U56,PXL,3,MA200,dg,0,0.02744093835698401,-0.07832212927640358,0.02768605713422012
B,U56,PXL,3,MA200,dg,5,0.027305896054251662,-0.07859372703962775,0.028265796879798355
B,U56,PXL,3,MA200,dg,10,0.02717316486574488,-0.07886536180726167,0.028844518626368165
B,U56,PXL,3,MA200,dg,25,0.026788446346698018,-0.0796801184535183,0.03057374320358952
