qmax,sel,panel,book,cost,n_arms,p_nonempty,mean_k,immunity,null,move_rate,exc_H1,exc_H2,exc_DD,exc_CAGR,n_bad
0.5,K_MinHalf,broad,TOP20,25.0,17,1.0,7.52375,1.0,0.44257352941176464,0.0,0.0,0.0,0.0,0.0,0
0.5,K_H2Sharpe,broad,TOP20,25.0,17,1.0,7.52375,1.0,0.44257352941176464,0.0,0.0,0.0,0.0,0.0,0
0.5,K_CAGR,broad,TOP20,25.0,17,1.0,7.52375,0.494,0.44257352941176464,0.506,0.0,0.0,1.0,0.0,2024
0.5,K_MaxDD,broad,TOP20,25.0,17,1.0,7.52375,1.0,0.44257352941176464,0.0,0.0,0.0,0.0,0.0,0
0.5,K_NegVol,broad,TOP20,25.0,17,1.0,7.52375,0.0,0.44257352941176464,1.0,0.8655,1.0,0.0,1.0,4000
0.5,K_RANDOM,broad,TOP20,25.0,17,1.0,7.52375,0.4435,0.44257352941176464,0.5565,0.4694519317160827,0.4838274932614555,0.49236298292902064,0.4784366576819407,2226
0.5,K_Sharpe,broad,V1u,10.0,17,0.8725,4.134097421203438,0.05472779369627507,0.2431822012472611,0.9452722063037249,0.0,0.9023946650500152,0.0,0.6486814186117005,3299
0.5,K_Calmar,broad,V1u,10.0,17,0.8725,4.134097421203438,0.43524355300859596,0.2431822012472611,0.564756446991404,1.0,0.0,0.0,0.0,1971
0.5,K_Sortino,broad,V1u,10.0,17,0.8725,4.134097421203438,0.0,0.2431822012472611,1.0,0.0,0.0,1.0,0.0,3490
0.5,K_MinHalf,broad,V1u,10.0,17,0.8725,4.134097421203438,0.43524355300859596,0.2431822012472611,0.564756446991404,1.0,0.0,0.0,0.0,1971
0.5,K_H2Sharpe,broad,V1u,10.0,17,0.8725,4.134097421203438,0.43524355300859596,0.2431822012472611,0.564756446991404,1.0,0.0,0.0,0.0,1971
0.5,K_CAGR,broad,V1u,10.0,17,0.8725,4.134097421203438,0.43524355300859596,0.2431822012472611,0.564756446991404,1.0,0.0,0.0,0.0,1971
0.5,K_MaxDD,broad,V1u,10.0,17,0.8725,4.134097421203438,0.0,0.2431822012472611,1.0,0.0,1.0,0.0,1.0,3490
0.5,K_NegVol,broad,V1u,10.0,17,0.8725,4.134097421203438,0.0,0.2431822012472611,1.0,0.0,1.0,0.0,1.0,3490
0.5,K_RANDOM,broad,V1u,10.0,17,0.8725,4.134097421203438,0.24068767908309455,0.2431822012472611,0.7593123209169055,0.3305660377358491,0.43056603773584906,0.4230188679245283,0.3460377358490566,2650
0.5,K_Sharpe,broad,V1u,25.0,17,1.0,4.4815,0.0,0.2636176470588235,1.0,0.0,1.0,0.0,0.879,4000
0.5,K_Calmar,broad,V1u,25.0,17,1.0,4.4815,0.3655,0.2636176470588235,0.6345,1.0,0.0,0.0,0.0,2538
0.5,K_Sortino,broad,V1u,25.0,17,1.0,4.4815,0.0,0.2636176470588235,1.0,0.0,1.0,0.0,0.879,4000
0.5,K_MinHalf,broad,V1u,25.0,17,1.0,4.4815,0.3655,0.2636176470588235,0.6345,1.0,0.0,0.0,0.0,2538
0.5,K_H2Sharpe,broad,V1u,25.0,17,1.0,4.4815,0.3655,0.2636176470588235,0.6345,1.0,0.0,0.0,0.0,2538
0.5,K_CAGR,broad,V1u,25.0,17,1.0,4.4815,0.3655,0.2636176470588235,0.6345,1.0,0.0,0.0,0.0,2538
0.5,K_MaxDD,broad,V1u,25.0,17,1.0,4.4815,0.0,0.2636176470588235,1.0,0.0,1.0,0.0,0.879,4000
0.5,K_NegVol,broad,V1u,25.0,17,1.0,4.4815,0.0,0.2636176470588235,1.0,0.0,1.0,0.0,0.879,4000
0.5,K_RANDOM,broad,V1u,25.0,17,1.0,4.4815,0.27,0.2636176470588235,0.73,0.37534246575342467,0.5558219178082192,0.43938356164383563,0.36027397260273974,2920
0.5,K_Sharpe,small,EWall,10.0,17,0.99525,5.4410952022105,0.24667169053001758,0.32006442365944116,0.7533283094699824,0.0,0.0,1.0,0.0,2999
0.5,K_Calmar,small,EWall,10.0,17,0.99525,5.4410952022105,0.24667169053001758,0.32006442365944116,0.7533283094699824,0.0,0.0,1.0,0.0,2999
0.5,K_Sortino,small,EWall,10.0,17,0.99525,5.4410952022105,0.24667169053001758,0.32006442365944116,0.7533283094699824,0.0,0.0,1.0,0.0,2999
0.5,K_MinHalf,small,EWall,10.0,17,0.99525,5.4410952022105,0.24667169053001758,0.32006442365944116,0.7533283094699824,0.0,0.0,1.0,0.0,2999
0.5,K_H2Sharpe,small,EWall,10.0,17,0.99525,5.4410952022105,0.24667169053001758,0.32006442365944116,0.7533283094699824,0.0,0.0,1.0,0.0,2999
0.5,K_CAGR,small,EWall,10.0,17,0.99525,5.4410952022105,0.24667169053001758,0.32006442365944116,0.7533283094699824,0.0,0.0,1.0,0.0,2999
0.5,K_MaxDD,small,EWall,10.0,17,0.99525,5.4410952022105,0.0,0.32006442365944116,1.0,0.49912082391358953,1.0,0.0,1.0,3981
0.5,K_NegVol,small,EWall,10.0,17,0.99525,5.4410952022105,0.0,0.32006442365944116,1.0,0.49912082391358953,1.0,0.0,1.0,3981
0.5,K_RANDOM,small,EWall,10.0,17,0.99525,5.4410952022105,0.3315749811605124,0.32006442365944116,0.6684250188394876,0.38744832769635473,0.37166478767380684,0.4190154077414506,0.38181134911687337,2661
0.5,K_Sharpe,small,EWall,25.0,17,1.0,6.29325,1.0,0.3701911764705882,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Calmar,small,EWall,25.0,17,1.0,6.29325,0.2555,0.3701911764705882,0.7445,0.0,0.0,1.0,0.0,2978
0.5,K_Sortino,small,EWall,25.0,17,1.0,6.29325,1.0,0.3701911764705882,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MinHalf,small,EWall,25.0,17,1.0,6.29325,0.2555,0.3701911764705882,0.7445,0.0,0.0,1.0,0.0,2978
0.5,K_H2Sharpe,small,EWall,25.0,17,1.0,6.29325,0.2555,0.3701911764705882,0.7445,0.0,0.0,1.0,0.0,2978
0.5,K_CAGR,small,EWall,25.0,17,1.0,6.29325,0.2555,0.3701911764705882,0.7445,0.0,0.0,1.0,0.0,2978
0.5,K_MaxDD,small,EWall,25.0,17,1.0,6.29325,0.0,0.3701911764705882,1.0,0.63375,1.0,0.0,1.0,4000
0.5,K_NegVol,small,EWall,25.0,17,1.0,6.29325,0.0,0.3701911764705882,1.0,0.63375,1.0,0.0,1.0,4000
0.5,K_RANDOM,small,EWall,25.0,17,1.0,6.29325,0.364,0.3701911764705882,0.636,0.42924528301886794,0.4276729559748428,0.45125786163522014,0.407625786163522,2544
0.5,K_Sharpe,small,TOP20,10.0,17,1.0,7.095,1.0,0.4173529411764706,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Calmar,small,TOP20,10.0,17,1.0,7.095,1.0,0.4173529411764706,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Sortino,small,TOP20,10.0,17,1.0,7.095,1.0,0.4173529411764706,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MinHalf,small,TOP20,10.0,17,1.0,7.095,1.0,0.4173529411764706,0.0,0.0,0.0,0.0,0.0,0
0.5,K_H2Sharpe,small,TOP20,10.0,17,1.0,7.095,1.0,0.4173529411764706,0.0,0.0,0.0,0.0,0.0,0
0.5,K_CAGR,small,TOP20,10.0,17,1.0,7.095,1.0,0.4173529411764706,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MaxDD,small,TOP20,10.0,17,1.0,7.095,0.0,0.4173529411764706,1.0,0.0,1.0,0.0,0.37225,4000
0.5,K_NegVol,small,TOP20,10.0,17,1.0,7.095,0.0,0.4173529411764706,1.0,0.0,1.0,0.0,0.37225,4000
0.5,K_RANDOM,small,TOP20,10.0,17,1.0,7.095,0.41625,0.4173529411764706,0.58375,0.47408993576017133,0.4334047109207709,0.4860813704496788,0.4556745182012848,2335
0.5,K_Sharpe,small,TOP20,25.0,17,1.0,7.46,1.0,0.4388235294117646,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Calmar,small,TOP20,25.0,17,1.0,7.46,1.0,0.4388235294117646,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Sortino,small,TOP20,25.0,17,1.0,7.46,1.0,0.4388235294117646,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MinHalf,small,TOP20,25.0,17,1.0,7.46,1.0,0.4388235294117646,0.0,0.0,0.0,0.0,0.0,0
0.5,K_H2Sharpe,small,TOP20,25.0,17,1.0,7.46,1.0,0.4388235294117646,0.0,0.0,0.0,0.0,0.0,0
0.5,K_CAGR,small,TOP20,25.0,17,1.0,7.46,1.0,0.4388235294117646,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MaxDD,small,TOP20,25.0,17,1.0,7.46,0.12725,0.4388235294117646,0.87275,0.0,0.8656545402463478,0.0,0.5602979089086222,3491
0.5,K_NegVol,small,TOP20,25.0,17,1.0,7.46,0.27075,0.4388235294117646,0.72925,0.0,0.8676722660267397,0.0,0.3548165923894412,2917
0.5,K_RANDOM,small,TOP20,25.0,17,1.0,7.46,0.42175,0.4388235294117646,0.57825,0.49070471249459574,0.48249027237354086,0.4591439688715953,0.48378728923476005,2313
0.5,K_Sharpe,small,V1u,10.0,17,1.0,5.4275,0.367,0.31926470588235295,0.633,0.0,0.0,0.0,1.0,2532
0.5,K_Calmar,small,V1u,10.0,17,1.0,5.4275,1.0,0.31926470588235295,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Sortino,small,V1u,10.0,17,1.0,5.4275,1.0,0.31926470588235295,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MinHalf,small,V1u,10.0,17,1.0,5.4275,1.0,0.31926470588235295,0.0,0.0,0.0,0.0,0.0,0
0.5,K_H2Sharpe,small,V1u,10.0,17,1.0,5.4275,1.0,0.31926470588235295,0.0,0.0,0.0,0.0,0.0,0
0.5,K_CAGR,small,V1u,10.0,17,1.0,5.4275,1.0,0.31926470588235295,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MaxDD,small,V1u,10.0,17,1.0,5.4275,0.0,0.31926470588235295,1.0,0.0,0.74225,0.0,1.0,4000
0.5,K_NegVol,small,V1u,10.0,17,1.0,5.4275,0.0,0.31926470588235295,1.0,0.0,0.74225,0.0,1.0,4000
0.5,K_RANDOM,small,V1u,10.0,17,1.0,5.4275,0.311,0.31926470588235295,0.689,0.4375907111756168,0.3813497822931785,0.4321480406386067,0.41291727140783746,2756
0.5,K_Sharpe,small,V1u,25.0,17,1.0,5.87125,1.0,0.34536764705882356,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Calmar,small,V1u,25.0,17,1.0,5.87125,1.0,0.34536764705882356,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Sortino,small,V1u,25.0,17,1.0,5.87125,1.0,0.34536764705882356,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MinHalf,small,V1u,25.0,17,1.0,5.87125,1.0,0.34536764705882356,0.0,0.0,0.0,0.0,0.0,0
0.5,K_H2Sharpe,small,V1u,25.0,17,1.0,5.87125,1.0,0.34536764705882356,0.0,0.0,0.0,0.0,0.0,0
0.5,K_CAGR,small,V1u,25.0,17,1.0,5.87125,1.0,0.34536764705882356,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MaxDD,small,V1u,25.0,17,1.0,5.87125,0.368,0.34536764705882356,0.632,0.0,0.0,0.0,1.0,2528
0.5,K_NegVol,small,V1u,25.0,17,1.0,5.87125,0.368,0.34536764705882356,0.632,0.0,0.0,0.0,1.0,2528
0.5,K_RANDOM,small,V1u,25.0,17,1.0,5.87125,0.34275,0.34536764705882356,0.65725,0.4461772537086345,0.4572080639026246,0.4431342715861544,0.4438950171167744,2629
0.5,K_Sharpe,u56,EWall,10.0,17,1.0,4.4315,0.50925,0.26067647058823523,0.49075,0.0,0.0,1.0,0.0,1963
0.5,K_Calmar,u56,EWall,10.0,17,1.0,4.4315,1.0,0.26067647058823523,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Sortino,u56,EWall,10.0,17,1.0,4.4315,0.50925,0.26067647058823523,0.49075,0.0,0.0,1.0,0.0,1963
0.5,K_MinHalf,u56,EWall,10.0,17,1.0,4.4315,0.62525,0.26067647058823523,0.37475,0.0,0.0,1.0,0.0,1499
0.5,K_H2Sharpe,u56,EWall,10.0,17,1.0,4.4315,0.068,0.26067647058823523,0.932,0.9527896995708155,0.0,0.0,0.4020922746781116,3728
0.5,K_CAGR,u56,EWall,10.0,17,1.0,4.4315,0.0,0.26067647058823523,1.0,0.0,0.0,1.0,0.0,4000
0.5,K_MaxDD,u56,EWall,10.0,17,1.0,4.4315,0.32775,0.26067647058823523,0.67225,0.17962067683153587,0.0,0.0,0.9312011900334697,2689
0.5,K_NegVol,u56,EWall,10.0,17,1.0,4.4315,0.0,0.26067647058823523,1.0,0.75675,0.62225,0.0,1.0,4000
0.5,K_RANDOM,u56,EWall,10.0,17,1.0,4.4315,0.251,0.26067647058823523,0.749,0.36348464619492654,0.34579439252336447,0.3871829105473965,0.36014686248331107,2996
0.5,K_Sharpe,u56,EWall,25.0,17,0.9915,4.7614725163893095,0.2561775088250126,0.28008661861113576,0.7438224911749874,0.0,0.0,1.0,0.0,2950
0.5,K_Calmar,u56,EWall,25.0,17,0.9915,4.7614725163893095,0.2561775088250126,0.28008661861113576,0.7438224911749874,0.0,0.0,1.0,0.0,2950
0.5,K_Sortino,u56,EWall,25.0,17,0.9915,4.7614725163893095,0.2561775088250126,0.28008661861113576,0.7438224911749874,0.0,0.0,1.0,0.0,2950
0.5,K_MinHalf,u56,EWall,25.0,17,0.9915,4.7614725163893095,0.2561775088250126,0.28008661861113576,0.7438224911749874,0.0,0.0,1.0,0.0,2950
0.5,K_H2Sharpe,u56,EWall,25.0,17,0.9915,4.7614725163893095,0.15658093797276854,0.28008661861113576,0.8434190620272315,0.8825112107623319,0.0,0.0,0.43796711509715996,3345
0.5,K_CAGR,u56,EWall,25.0,17,0.9915,4.7614725163893095,0.2561775088250126,0.28008661861113576,0.7438224911749874,0.0,0.0,1.0,0.0,2950
0.5,K_MaxDD,u56,EWall,25.0,17,0.9915,4.7614725163893095,0.5063035804336863,0.28008661861113576,0.49369641956631366,0.0,0.0,0.0,1.0,1958
0.5,K_NegVol,u56,EWall,25.0,17,0.9915,4.7614725163893095,0.0,0.28008661861113576,1.0,0.6265758951084216,0.7498739283913263,0.0,1.0,3966
0.5,K_RANDOM,u56,EWall,25.0,17,0.9915,4.7614725163893095,0.28038325769036815,0.28008661861113576,0.7196167423096319,0.3815697266993693,0.3584442887175893,0.3843728100911002,0.36965662228451296,2854
0.5,K_Sharpe,u56,TOP20,10.0,17,1.0,6.20575,0.747,0.36504411764705885,0.253,0.0,0.0,1.0,0.0,1012
0.5,K_Calmar,u56,TOP20,10.0,17,1.0,6.20575,0.747,0.36504411764705885,0.253,0.0,0.0,1.0,0.0,1012
0.5,K_Sortino,u56,TOP20,10.0,17,1.0,6.20575,0.62025,0.36504411764705885,0.37975,0.0,0.0,1.0,0.0,1519
0.5,K_MinHalf,u56,TOP20,10.0,17,1.0,6.20575,0.62025,0.36504411764705885,0.37975,0.0,0.0,1.0,0.0,1519
0.5,K_H2Sharpe,u56,TOP20,10.0,17,1.0,6.20575,0.49675,0.36504411764705885,0.50325,0.0,0.0,1.0,0.0,2013
0.5,K_CAGR,u56,TOP20,10.0,17,1.0,6.20575,0.747,0.36504411764705885,0.253,0.0,0.0,1.0,0.0,1012
0.5,K_MaxDD,u56,TOP20,10.0,17,1.0,6.20575,0.0,0.36504411764705885,1.0,1.0,0.618,0.0,1.0,4000
0.5,K_NegVol,u56,TOP20,10.0,17,1.0,6.20575,0.0,0.36504411764705885,1.0,1.0,0.618,0.0,1.0,4000
0.5,K_RANDOM,u56,TOP20,10.0,17,1.0,6.20575,0.36,0.36504411764705885,0.64,0.422265625,0.418359375,0.421875,0.414453125,2560
0.5,K_Sharpe,u56,TOP20,25.0,17,1.0,6.458,0.7365,0.37988235294117645,0.2635,0.0,0.0,1.0,0.0,1054
0.5,K_Calmar,u56,TOP20,25.0,17,1.0,6.458,0.7365,0.37988235294117645,0.2635,0.0,0.0,1.0,0.0,1054
0.5,K_Sortino,u56,TOP20,25.0,17,1.0,6.458,0.6145,0.37988235294117645,0.3855,0.0,0.0,1.0,0.0,1542
0.5,K_MinHalf,u56,TOP20,25.0,17,1.0,6.458,0.7365,0.37988235294117645,0.2635,0.0,0.0,1.0,0.0,1054
0.5,K_H2Sharpe,u56,TOP20,25.0,17,1.0,6.458,0.3715,0.37988235294117645,0.6285,0.0,0.0,1.0,0.0,2514
0.5,K_CAGR,u56,TOP20,25.0,17,1.0,6.458,0.7365,0.37988235294117645,0.2635,0.0,0.0,1.0,0.0,1054
0.5,K_MaxDD,u56,TOP20,25.0,17,1.0,6.458,0.09,0.37988235294117645,0.91,0.6854395604395604,0.4074175824175824,0.0,0.6846153846153846,3640
0.5,K_NegVol,u56,TOP20,25.0,17,1.0,6.458,0.0,0.37988235294117645,1.0,1.0,0.7435,0.0,1.0,4000
0.5,K_RANDOM,u56,TOP20,25.0,17,1.0,6.458,0.3775,0.37988235294117645,0.6225,0.43413654618473896,0.41686746987951806,0.42329317269076305,0.42128514056224897,2490
0.5,K_Sharpe,u56,V1u,10.0,17,1.0,6.4815,1.0,0.3812647058823529,0.0,0.0,0.0,0.0,0.0,0
0.5,K_Calmar,u56,V1u,10.0,17,1.0,6.4815,0.0,0.3812647058823529,1.0,0.0,1.0,0.0,0.87575,4000
0.5,K_Sortino,u56,V1u,10.0,17,1.0,6.4815,1.0,0.3812647058823529,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MinHalf,u56,V1u,10.0,17,1.0,6.4815,0.14,0.3812647058823529,0.86,0.8668604651162791,0.0,0.13895348837209304,0.4299418604651163,3440
0.5,K_H2Sharpe,u56,V1u,10.0,17,1.0,6.4815,0.14,0.3812647058823529,0.86,0.8668604651162791,0.0,0.13895348837209304,0.4299418604651163,3440
0.5,K_CAGR,u56,V1u,10.0,17,1.0,6.4815,1.0,0.3812647058823529,0.0,0.0,0.0,0.0,0.0,0
0.5,K_MaxDD,u56,V1u,10.0,17,1.0,6.4815,0.0,0.3812647058823529,1.0,0.0,1.0,0.0,0.87575,4000
0.5,K_NegVol,u56,V1u,10.0,17,1.0,6.4815,0.0,0.3812647058823529,1.0,0.0,1.0,0.0,0.87575,4000
0.5,K_RANDOM,u56,V1u,10.0,17,1.0,6.4815,0.397,0.3812647058823529,0.603,0.4427860696517413,0.4560530679933665,0.4461028192371476,0.42703150912106136,2412
0.5,K_Sharpe,u56,V1u,25.0,17,0.911,6.624588364434687,0.06997804610318331,0.3896816684961581,0.9300219538968166,0.0,0.9303629389200354,0.0,0.5305399822956625,3389
0.5,K_Calmar,u56,V1u,25.0,17,0.911,6.624588364434687,0.06997804610318331,0.3896816684961581,0.9300219538968166,0.0,0.9303629389200354,0.0,0.5305399822956625,3389
0.5,K_Sortino,u56,V1u,25.0,17,0.911,6.624588364434687,0.06997804610318331,0.3896816684961581,0.9300219538968166,0.0,0.9303629389200354,0.0,0.5305399822956625,3389
0.5,K_MinHalf,u56,V1u,25.0,17,0.911,6.624588364434687,0.050493962678375415,0.3896816684961581,0.9495060373216246,0.9144508670520232,0.0,0.0,0.6557803468208092,3460
0.5,K_H2Sharpe,u56,V1u,25.0,17,0.911,6.624588364434687,0.050493962678375415,0.3896816684961581,0.9495060373216246,0.9144508670520232,0.0,0.0,0.6557803468208092,3460
0.5,K_CAGR,u56,V1u,25.0,17,0.911,6.624588364434687,0.9626783754116356,0.3896816684961581,0.03732162458836443,0.0,0.0,1.0,0.0,136
0.5,K_MaxDD,u56,V1u,25.0,17,0.911,6.624588364434687,0.06997804610318331,0.3896816684961581,0.9300219538968166,0.0,0.9303629389200354,0.0,0.5305399822956625,3389
0.5,K_NegVol,u56,V1u,25.0,17,0.911,6.624588364434687,0.06997804610318331,0.3896816684961581,0.9300219538968166,0.0,0.9303629389200354,0.0,0.5305399822956625,3389
0.5,K_RANDOM,u56,V1u,25.0,17,0.911,6.624588364434687,0.3885839736553238,0.3896816684961581,0.6114160263446762,0.44389587073608616,0.4506283662477558,0.43312387791741475,0.4412028725314183,2228
0.75,K_Sharpe,broad,EWall,10.0,17,0.68675,2.5649799781579907,0.5595194757917729,0.15088117518576416,0.44048052420822714,0.0,0.5793388429752067,0.4190082644628099,0.18016528925619835,1210
0.75,K_Calmar,broad,EWall,10.0,17,0.68675,2.5649799781579907,0.44921732799417546,0.15088117518576416,0.5507826720058245,0.8982154659616656,0.0,0.0,0.2676801057501652,1513
0.75,K_Sortino,broad,EWall,10.0,17,0.68675,2.5649799781579907,0.5595194757917729,0.15088117518576416,0.44048052420822714,0.0,0.5793388429752067,0.4190082644628099,0.18016528925619835,1210
0.75,K_MinHalf,broad,EWall,10.0,17,0.68675,2.5649799781579907,0.5595194757917729,0.15088117518576416,0.44048052420822714,0.0,0.5793388429752067,0.4190082644628099,0.18016528925619835,1210
0.75,K_H2Sharpe,broad,EWall,10.0,17,0.68675,2.5649799781579907,0.0,0.15088117518576416,1.0,0.0,0.0,1.0,0.0,2747
0.75,K_CAGR,broad,EWall,10.0,17,0.68675,2.5649799781579907,0.0,0.15088117518576416,1.0,0.0,0.0,1.0,0.0,2747
0.75,K_MaxDD,broad,EWall,10.0,17,0.68675,2.5649799781579907,0.23480160174736076,0.15088117518576416,0.7651983982526392,0.24310180780209326,0.14652711703139867,0.0,0.8910561370123692,2102
0.75,K_NegVol,broad,EWall,10.0,17,0.68675,2.5649799781579907,0.0,0.15088117518576416,1.0,0.5850018201674554,0.9122679286494357,0.0,1.0,2747
0.75,K_RANDOM,broad,EWall,10.0,17,0.68675,2.5649799781579907,0.14961776483436476,0.15088117518576416,0.8503822351656353,0.3959760273972603,0.4178082191780822,0.386986301369863,0.3908390410958904,2336
0.75,K_Sharpe,broad,EWall,25.0,17,0.7315,2.595352016404648,0.7628161312371838,0.15266776567086165,0.23718386876281614,0.0,0.21037463976945245,0.4034582132564842,0.4250720461095101,694
0.75,K_Calmar,broad,EWall,25.0,17,0.7315,2.595352016404648,0.7628161312371838,0.15266776567086165,0.23718386876281614,0.0,0.21037463976945245,0.4034582132564842,0.4250720461095101,694
0.75,K_Sortino,broad,EWall,25.0,17,0.7315,2.595352016404648,0.7628161312371838,0.15266776567086165,0.23718386876281614,0.0,0.21037463976945245,0.4034582132564842,0.4250720461095101,694
0.75,K_MinHalf,broad,EWall,25.0,17,0.7315,2.595352016404648,0.0,0.15266776567086165,1.0,0.0,0.0,1.0,0.0,2926
0.75,K_H2Sharpe,broad,EWall,25.0,17,0.7315,2.595352016404648,0.0,0.15266776567086165,1.0,0.0,0.0,1.0,0.0,2926
0.75,K_CAGR,broad,EWall,25.0,17,0.7315,2.595352016404648,0.0,0.15266776567086165,1.0,0.0,0.0,1.0,0.0,2926
0.75,K_MaxDD,broad,EWall,25.0,17,0.7315,2.595352016404648,0.19924812030075187,0.15266776567086165,0.8007518796992481,0.26973965002134015,0.26547161758429366,0.0,0.873666239863423,2343
0.75,K_NegVol,broad,EWall,25.0,17,0.7315,2.595352016404648,0.0,0.15266776567086165,1.0,0.45864661654135336,0.9080656185919344,0.0,1.0,2926
0.75,K_RANDOM,broad,EWall,25.0,17,0.7315,2.595352016404648,0.15311004784688995,0.15266776567086165,0.84688995215311,0.4213075060532688,0.4245359160613398,0.39709443099273606,0.3910411622276029,2478
0.75,K_Sharpe,broad,TOP20,10.0,17,0.96325,3.9963664676875164,0.7843239034518557,0.2350803804522068,0.2156760965481443,0.0,0.0,0.0,1.0,831
0.75,K_Calmar,broad,TOP20,10.0,17,0.96325,3.9963664676875164,0.7843239034518557,0.2350803804522068,0.2156760965481443,0.0,0.0,0.0,1.0,831
0.75,K_Sortino,broad,TOP20,10.0,17,0.96325,3.9963664676875164,0.7843239034518557,0.2350803804522068,0.2156760965481443,0.0,0.0,0.0,1.0,831
0.75,K_MinHalf,broad,TOP20,10.0,17,0.96325,3.9963664676875164,0.7843239034518557,0.2350803804522068,0.2156760965481443,0.0,0.0,0.0,1.0,831
0.75,K_H2Sharpe,broad,TOP20,10.0,17,0.96325,3.9963664676875164,0.7843239034518557,0.2350803804522068,0.2156760965481443,0.0,0.0,0.0,1.0,831
0.75,K_CAGR,broad,TOP20,10.0,17,0.96325,3.9963664676875164,0.3493381780430833,0.2350803804522068,0.6506618219569167,0.0,0.0,1.0,0.0,2507
0.75,K_MaxDD,broad,TOP20,10.0,17,0.96325,3.9963664676875164,0.7843239034518557,0.2350803804522068,0.2156760965481443,0.0,0.0,0.0,1.0,831
0.75,K_NegVol,broad,TOP20,10.0,17,0.96325,3.9963664676875164,0.0,0.2350803804522068,1.0,1.0,1.0,0.0,1.0,3853
0.75,K_RANDOM,broad,TOP20,10.0,17,0.96325,3.9963664676875164,0.24292758889177266,0.2350803804522068,0.7570724111082273,0.4614329790881042,0.49605759341789507,0.508741858073363,0.48028796708947546,2917
0.75,K_Sharpe,broad,TOP20,25.0,17,1.0,3.98775,1.0,0.2345735294117647,0.0,0.0,0.0,0.0,0.0,0
0.75,K_Calmar,broad,TOP20,25.0,17,1.0,3.98775,1.0,0.2345735294117647,0.0,0.0,0.0,0.0,0.0,0
0.75,K_Sortino,broad,TOP20,25.0,17,1.0,3.98775,1.0,0.2345735294117647,0.0,0.0,0.0,0.0,0.0,0
0.75,K_MinHalf,broad,TOP20,25.0,17,1.0,3.98775,1.0,0.2345735294117647,0.0,0.0,0.0,0.0,0.0,0
0.75,K_H2Sharpe,broad,TOP20,25.0,17,1.0,3.98775,1.0,0.2345735294117647,0.0,0.0,0.0,0.0,0.0,0
0.75,K_CAGR,broad,TOP20,25.0,17,1.0,3.98775,0.33075,0.2345735294117647,0.66925,0.0,0.0,1.0,0.0,2677
0.75,K_MaxDD,broad,TOP20,25.0,17,1.0,3.98775,1.0,0.2345735294117647,0.0,0.0,0.0,0.0,0.0,0
0.75,K_NegVol,broad,TOP20,25.0,17,1.0,3.98775,0.0,0.2345735294117647,1.0,0.916,1.0,0.0,1.0,4000
0.75,K_RANDOM,broad,TOP20,25.0,17,1.0,3.98775,0.23125,0.2345735294117647,0.76875,0.4920325203252032,0.49528455284552847,0.5167479674796748,0.5004878048780488,3075
0.75,K_Sharpe,broad,V1u,10.0,17,0.51575,2.713039263208919,0.03538536112457586,0.1595905448946423,0.9646146388754241,0.0,0.9030150753768844,0.04522613065326633,0.7447236180904523,1990
0.75,K_Calmar,broad,V1u,10.0,17,0.51575,2.713039263208919,0.4735821619001454,0.1595905448946423,0.5264178380998545,1.0,0.0,0.0,0.0,1086
0.75,K_Sortino,broad,V1u,10.0,17,0.51575,2.713039263208919,0.0,0.1595905448946423,1.0,0.0,0.0,1.0,0.0,2063
0.75,K_MinHalf,broad,V1u,10.0,17,0.51575,2.713039263208919,0.4735821619001454,0.1595905448946423,0.5264178380998545,1.0,0.0,0.0,0.0,1086
0.75,K_H2Sharpe,broad,V1u,10.0,17,0.51575,2.713039263208919,0.4735821619001454,0.1595905448946423,0.5264178380998545,1.0,0.0,0.0,0.0,1086
0.75,K_CAGR,broad,V1u,10.0,17,0.51575,2.713039263208919,0.4735821619001454,0.1595905448946423,0.5264178380998545,1.0,0.0,0.0,0.0,1086
0.75,K_MaxDD,broad,V1u,10.0,17,0.51575,2.713039263208919,0.0,0.1595905448946423,1.0,0.0,1.0,0.0,1.0,2063
0.75,K_NegVol,broad,V1u,10.0,17,0.51575,2.713039263208919,0.0,0.1595905448946423,1.0,0.0,1.0,0.0,1.0,2063
