corpus,cell,metric,A,B,n_units,nphA,nphB,gap0,gap_pa,sign_share,gap_range,ratio,survives,survives_weak
C,small|COMP|25,Sharpe,M,Q,1,5,5,0.13503491411231267,0.14895191669662222,1.0,0.12316734520746844,1.0963532085948104,True,True
C,small|MOM|10,Sharpe,D,W,1,1,5,-0.1744066634154437,-0.15250861233315033,1.0,0.09953125428306187,1.752280373353278,True,True
C,small|MOM|10,Sharpe,D,M,1,1,5,-0.17475930905892417,-0.20927875288234105,1.0,0.16411581156206312,1.064853577455796,True,True
C,small|MOM|10,Sharpe,D,Q,1,1,5,-0.12730434438838528,-0.10167085456878283,1.0,0.054363763474830296,2.3417132341716096,True,True
C,small|MOM|10,Sharpe,W,M,1,5,5,-0.0003526456434804759,-0.05677014054919072,0.8,0.263647065845125,0.0013375671083236391,False,True
C,small|MOM|10,Sharpe,W,Q,1,5,5,0.047102319027058415,0.0508377577643675,0.84,0.15389501775789216,0.30606786180147716,False,True
C,small|MOM|10,Sharpe,M,Q,1,5,5,0.04745496467053889,0.10760789831355821,0.88,0.21847957503689341,0.21720549695560987,False,True
C,small|MOM|25,Sharpe,D,W,1,1,5,-0.3786744028937914,-0.3589671155475856,1.0,0.09821602393352219,3.8555256843842334,True,True
C,small|MOM|25,Sharpe,D,M,1,1,5,-0.47612403695500255,-0.5102131603468891,1.0,0.16257943722260798,2.9285624620725015,True,True
C,small|MOM|25,Sharpe,D,Q,1,1,5,-0.47659958968862265,-0.45069526401980115,1.0,0.05480311628363321,8.696578260659198,True,True
C,small|MOM|25,Sharpe,W,M,1,5,5,-0.09744963406121115,-0.15124604479930348,1.0,0.2607954611561301,0.3736630753817878,True,True
C,small|MOM|25,Sharpe,W,Q,1,5,5,-0.09792518679483125,-0.09172814847221555,1.0,0.1530191402171554,0.6399538427405997,True,True
C,small|MOM|25,Sharpe,M,Q,1,5,5,-0.0004755527336200993,0.05951789632708793,0.24,0.21738255350624114,0.00218763063525448,False,False
C,small|R6|10,Sharpe,D,W,1,1,5,-0.1662370316545654,-0.19209291268200426,1.0,0.10876272743991613,1.5284375039822335,True,True
C,small|R6|10,Sharpe,D,M,1,1,5,-0.30987367400124644,-0.30854592935385594,1.0,0.15706178325321796,1.972941269243469,True,True
C,small|R6|10,Sharpe,D,Q,1,1,5,-0.05254551305162011,-0.06215007460234212,1.0,0.058618527325688785,0.8963976996500345,True,True
C,small|R6|10,Sharpe,W,M,1,5,5,-0.143636642346681,-0.11645301667185165,0.92,0.265824510693134,0.5403438605873864,False,True
C,small|R6|10,Sharpe,W,Q,1,5,5,0.1136915186029453,0.12994283807966214,1.0,0.1673812547656049,0.6792368641408209,True,True
C,small|R6|10,Sharpe,M,Q,1,5,5,0.2573281609496263,0.2463958547515138,1.0,0.2156803105789067,1.1930999183881588,True,True
C,small|R6|25,Sharpe,D,W,1,1,5,-0.39983777563655065,-0.42949907221305605,1.0,0.10512249540395074,3.8035415169712934,True,True
C,small|R6|25,Sharpe,D,M,1,1,5,-0.6569797414790727,-0.6556540451353889,1.0,0.15750494469077536,4.171168992623698,True,True
C,small|R6|25,Sharpe,D,Q,1,1,5,-0.45257095395532976,-0.4611289674871754,1.0,0.058437266079395644,7.744560694205738,True,True
C,small|R6|25,Sharpe,W,M,1,5,5,-0.257141965842522,-0.22615497292233291,1.0,0.26262744009472616,0.9791130955309711,True,True
C,small|R6|25,Sharpe,W,Q,1,5,5,-0.05273317831877916,-0.03162989527411933,0.72,0.1635597614833464,0.32240923953749123,False,True
C,small|R6|25,Sharpe,M,Q,1,5,5,0.2044087875237429,0.19452507764821358,1.0,0.21594221077017106,0.9465902326122646,True,True
D,u56|S4|0.00,Sharpe,D,W,1,1,5,-0.10855221085120104,-0.13929581046752249,1.0,0.11226836373129823,0.9668993761324305,True,True
D,u56|S4|0.00,Sharpe,D,M,1,1,5,-0.2601036483203797,-0.1990806133509696,1.0,0.1206425912869411,2.15598525815596,True,True
D,u56|S4|0.00,Sharpe,W,M,1,5,5,-0.15155143746917865,-0.05978480288344712,0.84,0.23291095501823933,0.6506840241040213,False,True
D,u56|S4|0.50,Sharpe,D,W,1,1,5,-0.15865380743715762,-0.17160047331099204,1.0,0.07394325265108437,2.1456157492259167,True,True
D,u56|S4|0.50,Sharpe,D,M,1,1,5,-0.2902443391824424,-0.23502030549929176,1.0,0.11022498628841548,2.6331991407373554,True,True
D,u56|S4|0.50,Sharpe,W,M,1,5,5,-0.1315905317452848,-0.06341983218829972,0.84,0.18416823893949985,0.7145126244515642,False,True
D,u56|S3|0.00,Sharpe,D,W,1,1,5,-0.10855221085120104,-0.13929581046752249,1.0,0.11226836373129823,0.9668993761324305,True,True
D,u56|S3|0.00,Sharpe,D,M,1,1,5,-0.2601036483203797,-0.1990806133509696,1.0,0.1206425912869411,2.15598525815596,True,True
D,u56|S3|0.00,Sharpe,W,M,1,5,5,-0.15155143746917865,-0.05978480288344712,0.84,0.23291095501823933,0.6506840241040213,False,True
D,u56|S3|0.50,Sharpe,D,W,1,1,5,-0.1713592451097281,-0.1900413325430479,1.0,0.08110780796294681,2.1127342658306296,True,True
D,u56|S3|0.50,Sharpe,D,M,1,1,5,-0.32852088370281307,-0.2642278909106621,1.0,0.12921146700915576,2.5425056406141917,True,True
D,u56|S3|0.50,Sharpe,W,M,1,5,5,-0.15716163859308496,-0.07418655836761423,0.84,0.21031927497210257,0.7472526643786281,False,True
D,broad|S4|0.00,Sharpe,D,W,1,1,5,-0.19450192925936993,-0.19497779522210934,1.0,0.04274713810849551,4.550057334030389,True,True
D,broad|S4|0.00,Sharpe,D,M,1,1,5,-0.36295549915384206,-0.290025038109479,1.0,0.1274441355920528,2.8479576362435255,True,True
D,broad|S4|0.00,Sharpe,W,M,1,5,5,-0.16845356989447213,-0.09504724288736965,1.0,0.17019127370054832,0.9897897009153731,True,True
D,broad|S4|0.50,Sharpe,D,W,1,1,5,-0.23237318708605426,-0.2209618074484142,1.0,0.04458228784866636,5.212231096682166,True,True
D,broad|S4|0.50,Sharpe,D,M,1,1,5,-0.4048059592937384,-0.3316068747585924,1.0,0.13625116845325946,2.9710274332994495,True,True
D,broad|S4|0.50,Sharpe,W,M,1,5,5,-0.17243277220768416,-0.1106450673101782,1.0,0.18083345630192582,0.9535446356772853,True,True
D,broad|S3|0.00,Sharpe,D,W,1,1,5,-0.19450192925936993,-0.19497779522210934,1.0,0.04274713810849551,4.550057334030389,True,True
D,broad|S3|0.00,Sharpe,D,M,1,1,5,-0.36295549915384206,-0.290025038109479,1.0,0.1274441355920528,2.8479576362435255,True,True
D,broad|S3|0.00,Sharpe,W,M,1,5,5,-0.16845356989447213,-0.09504724288736965,1.0,0.17019127370054832,0.9897897009153731,True,True
D,broad|S3|0.50,Sharpe,D,W,1,1,5,-0.24220495758409466,-0.2379731321586881,1.0,0.05666376626579828,4.274423914004589,True,True
D,broad|S3|0.50,Sharpe,D,M,1,1,5,-0.43772322433779276,-0.3545667686817532,1.0,0.15565546080442272,2.812128929339532,True,True
D,broad|S3|0.50,Sharpe,W,M,1,5,5,-0.1955182667536981,-0.11659363652306509,1.0,0.212319227070221,0.920869341187992,True,True
