ctrl,est,k,q,book,char,h1,h2,same_sign,is284cell
MINIMAL,OLSZ,40,0.25,EWall,evol,0.13757232507602662,0.47078888421585624,True,False
MINIMAL,OLSZ,40,0.5,CAND10,disp,0.3278131256826923,0.24357243404567958,True,True
MINIMAL,OLSZ,40,0.5,CAND10,evol,0.1918273839061034,0.05707222347585847,True,True
MINIMAL,OLSZ,40,0.5,CAND20,disp,0.5204065153481237,0.21941424025057682,True,True
MINIMAL,OLSZ,40,0.5,CAND20,evol,0.4032947504832087,0.13708527457795655,True,True
MINIMAL,OLSZ,40,0.5,EWall,disp,0.461198245525232,0.19514274748839994,True,True
MINIMAL,OLSZ,40,0.5,EWall,evol,0.32119321194065614,0.008864080227293623,True,True
MINIMAL,OLSZ,40,0.75,CAND10,disp,-0.10262422161762386,0.26753929363205825,False,False
MINIMAL,OLSZ,40,0.75,CAND10,evol,-0.054466148835646676,0.35367969379416087,False,False
MINIMAL,OLSZ,40,0.75,CAND20,disp,0.042808346426114585,0.16097528177889667,True,False
MINIMAL,OLSZ,40,0.75,CAND20,evol,0.10484593132617924,0.2672861635331265,True,False
MINIMAL,OLSZ,40,0.75,EWall,disp,0.0723030847510741,0.1580158712741258,True,False
MINIMAL,OLSZ,40,0.75,EWall,evol,0.120625970454123,0.2552838911858553,True,False
MINIMAL,OLSZ,80,0.25,CAND10,disp,-0.0664519443290318,0.04099084488759827,False,False
MINIMAL,OLSZ,80,0.25,CAND10,evol,0.19811725761159402,0.18387287863475277,True,False
MINIMAL,OLSZ,80,0.25,CAND20,disp,-0.07932467116898813,0.0265760934336098,False,False
MINIMAL,OLSZ,80,0.25,CAND20,evol,0.2527145719644372,0.13305801162643538,True,False
MINIMAL,OLSZ,80,0.25,EWall,disp,-0.010280418556443776,-0.028689370087089848,True,False
MINIMAL,OLSZ,80,0.25,EWall,evol,0.2438126033151317,0.0920416297927648,True,False
MINIMAL,OLSZ,80,0.5,CAND10,disp,0.40895325825221246,-0.17180992288005342,False,False
MINIMAL,OLSZ,80,0.5,CAND10,evol,0.4512744889647304,-0.03681311520917242,False,False
MINIMAL,OLSZ,80,0.5,CAND20,disp,0.34494265771818233,-0.07928453291738144,False,False
MINIMAL,OLSZ,80,0.5,CAND20,evol,0.40453581546441403,0.1746191591467063,True,False
MINIMAL,OLSZ,80,0.5,EWall,disp,0.34328275785787354,0.12879839930291134,True,False
MINIMAL,OLSZ,80,0.5,EWall,evol,0.4464616455252984,0.3698641510364236,True,False
MINIMAL,OLSZ,80,0.75,CAND10,disp,0.37421189926122106,0.20512486695930296,True,False
MINIMAL,OLSZ,80,0.75,CAND10,evol,0.16254749258617837,0.25171702232192733,True,False
MINIMAL,OLSZ,80,0.75,CAND20,disp,0.33111035027852426,0.05769789173713645,True,False
MINIMAL,OLSZ,80,0.75,CAND20,evol,0.1881531652433073,0.18708119100413312,True,False
MINIMAL,OLSZ,80,0.75,EWall,disp,0.5027189832808981,0.06663682113322203,True,False
MINIMAL,OLSZ,80,0.75,EWall,evol,0.3616848633848159,0.174990880762775,True,False
