panel,T_trade,cost,family,chooser,legal,target,h,R_refresh,cell,is_Sharpe,is_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,turn_py,gross_mean,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind,base_oos_Sharpe,base_oos_CAGR,base_oos_MaxDD,spy_oos_Sharpe,spy_oos_CAGR,spy_oos_MaxDD
B136,M,50,UP_TD,C_ISCALMAR,True,0.2,0.25,h,UP_TD h=0.25,1.2336051368086283,-0.1594443307587633,0.1647169137118074,1.0876428796062854,-0.2970434141031041,0.9537814785086415,0.9642968959856266,False,False,False,False,False,L4_DD,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,M,50,UP_TD,C_ISLEGS,True,0.1,0.2,h,UP_TD h=0.20,1.1448676980088766,-0.11849710628070109,0.1223483919325743,1.111596962761658,-0.20023821335592207,2.1422523423535944,0.8074773362928955,True,True,True,False,False,none,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,M,50,UP_TD,C_ISDD,False,0.08,0.2,h,UP_TD h=0.20,1.0643343067712507,-0.09643270964051298,0.10406836339655623,1.08281044843927,-0.16276192818418544,2.6221503495078604,0.711661148987472,False,False,False,False,False,L5_CAGR,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,CAL,C_ISSHARPE,True,0.2,,M,R=M,1.2817632997279402,-0.1590281796669697,0.16488572330149331,1.0855722496858413,-0.2999827426008971,1.5585055762616997,0.9590024867323521,False,False,False,False,False,L4_DD,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,CAL,C_ISCALMAR,True,0.08,,M,R=M,1.2250833330777222,-0.09448828475831272,0.11461260975920928,1.200110673521021,-0.1642241081140131,2.9654807281804083,0.6786173944817109,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,CAL,C_ISLEGS,True,0.1,,M,R=M,1.231223138473317,-0.11714040884628352,0.1333955643690159,1.2118377995815246,-0.2022288701656042,2.7108640125898167,0.783173668738404,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,CAL,C_ISDD,False,0.08,,W,R=W,1.116360623733363,-0.09171294106256012,0.11364698131329787,1.285884760467592,-0.10814790099946048,3.6299945183953914,0.6751268481315436,True,True,True,True,True,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,SYM,C_ISSHARPE,True,0.16,0.25,h,SYM h=0.25,1.2550006397705298,-0.12742980675394466,0.14224972219774923,1.199835513858137,-0.17896582379755555,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,SYM,C_ISCALMAR,True,0.2,0.16,h,SYM h=0.16,1.2464900993272086,-0.1488867578011831,0.16691304403332552,1.1949420651039584,-0.19482647064082015,1.4762739063906827,0.9401526780557288,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,SYM,C_ISLEGS,True,0.16,0.25,h,SYM h=0.25,1.2550006397705298,-0.12742980675394466,0.14224972219774923,1.199835513858137,-0.17896582379755555,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,SYM,C_ISDD,False,0.08,0.12,h,SYM h=0.12,1.124154448941687,-0.0917104165906083,0.11766528397530696,1.3208693528573006,-0.09958363348965482,3.4560084036496574,0.6773104481486664,True,True,True,True,True,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,SYM_TD,C_ISSHARPE,True,0.16,0.25,h,SYM_TD h=0.25,1.2399296177178403,-0.14940165606924982,0.1558128950916733,1.1989016802768362,-0.18478283058276812,1.9312287713802352,0.9241288210247038,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,SYM_TD,C_ISCALMAR,True,0.16,0.2,h,SYM_TD h=0.20,1.239834164338011,-0.14901831136231125,0.15628260591368126,1.202301461515455,-0.18208188247368906,1.9353848885993545,0.9241369743872531,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,SYM_TD,C_ISLEGS,True,0.12,0.2,h,SYM_TD h=0.20,1.1888117071164692,-0.12880273644099316,0.14299669426495343,1.2633452469681743,-0.1471169128119334,2.575590663896843,0.848047705921624,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,SYM_TD,C_ISDD,False,0.08,0.12,h,SYM_TD h=0.12,1.1340171827229357,-0.09056800702472156,0.11065140311000699,1.2693399097170335,-0.10045235887551562,3.826363957508062,0.675597845742809,False,True,False,True,True,L5_CAGR,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,DOWN_TD,C_ISSHARPE,True,0.16,0.2,h,DOWN_TD h=0.20,1.2403684214295827,-0.14901831136231125,0.15624280718208472,1.2020405672661358,-0.18208188247368906,1.9339257571568487,0.9239413887954967,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,DOWN_TD,C_ISCALMAR,True,0.16,0.2,h,DOWN_TD h=0.20,1.2403684214295827,-0.14901831136231125,0.15624280718208472,1.2020405672661358,-0.18208188247368906,1.9339257571568487,0.9239413887954967,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,DOWN_TD,C_ISLEGS,True,0.12,0.2,h,DOWN_TD h=0.20,1.1839385553031796,-0.1288027364409936,0.1437005213532634,1.269610352740568,-0.1471169128119334,2.562001897765136,0.8469623964643007,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,DOWN_TD,C_ISDD,False,0.08,0.12,h,DOWN_TD h=0.12,1.1103584658870287,-0.09056800702472079,0.110780588688699,1.2757950001251477,-0.10045235887551651,3.700606759646603,0.6697777446702735,False,True,False,True,True,L5_CAGR,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,UP_TD,C_ISSHARPE,True,0.16,0.03,h,UP_TD h=0.03,1.2504342170524636,-0.14956023048427158,0.15805108385481903,1.2058593642316655,-0.18692380182446422,2.112403456647159,0.9288631943021773,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,UP_TD,C_ISCALMAR,True,0.2,0.2,h,UP_TD h=0.20,1.2359798433376232,-0.15842143465032954,0.16747157158342652,1.1892095398223619,-0.20399034190530962,1.6194706072770408,0.9599913681226425,False,False,False,False,False,L4_DD,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,UP_TD,C_ISLEGS,True,0.12,0.12,h,UP_TD h=0.12,1.1979366143595434,-0.1279880940091369,0.14231063885114126,1.2486604541986046,-0.15950278462826273,2.6184487120102835,0.8512619875318347,True,True,True,False,False,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,0,UP_TD,C_ISDD,False,0.08,0.16,h,UP_TD h=0.16,1.143401552099363,-0.0917129410625599,0.11384232567967012,1.285711491102071,-0.10814790099946037,3.713491427542335,0.678498606057975,True,True,True,True,True,none,1.1313567037098642,0.08074281555114382,-0.12211674782076976,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,CAL,C_ISSHARPE,True,0.2,,M,R=M,1.2718702455682258,-0.15927734382288905,0.16292924581527823,1.074385116753631,-0.30019189671555113,1.5585055762616997,0.9590024867323521,False,False,False,False,False,L4_DD,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,CAL,C_ISCALMAR,True,0.2,,M,R=M,1.2718702455682258,-0.15927734382288905,0.16292924581527823,1.074385116753631,-0.30019189671555113,1.5585055762616997,0.9590024867323521,False,False,False,False,False,L4_DD,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,CAL,C_ISLEGS,True,0.1,,M,R=M,1.2047030491601207,-0.11784010070160444,0.13052091034103186,1.1883824024585299,-0.20268617135667255,2.7108640125898167,0.783173668738404,False,False,False,False,False,L4_DD,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,CAL,C_ISDD,False,0.08,,W,R=W,1.0731994432830059,-0.09283290598210459,0.1096813412205333,1.2444707398266623,-0.10857052373008103,3.6299945183953914,0.6751268481315436,False,True,False,True,True,L5_CAGR,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,SYM,C_ISSHARPE,True,0.16,0.25,h,SYM h=0.25,1.245680741207308,-0.12763955231668256,0.14080346271577637,1.1887901361731255,-0.17932117809093662,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,SYM,C_ISCALMAR,True,0.16,0.25,h,SYM h=0.25,1.245680741207308,-0.12763955231668256,0.14080346271577637,1.1887901361731255,-0.17932117809093662,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,SYM,C_ISLEGS,True,0.16,0.25,h,SYM h=0.25,1.245680741207308,-0.12763955231668256,0.14080346271577637,1.1887901361731255,-0.17932117809093662,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,SYM,C_ISDD,False,0.08,0.12,h,SYM h=0.12,1.0831014085103126,-0.09238593617125535,0.11388391168360434,1.281787112977263,-0.10130875470913758,3.4560084036496574,0.6773104481486664,False,True,False,True,True,L5_CAGR,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,SYM_TD,C_ISSHARPE,True,0.16,0.25,h,SYM_TD h=0.25,1.2263332650913805,-0.15046536954733591,0.15343610955083498,1.1826566079673153,-0.18544724148929592,1.9312287713802352,0.9241288210247038,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,SYM_TD,C_ISCALMAR,True,0.16,0.2,h,SYM_TD h=0.20,1.2263257919601736,-0.1500976800492715,0.15390019451804404,1.1860682038620252,-0.182760856132265,1.9353848885993545,0.9241369743872531,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,SYM_TD,C_ISLEGS,True,0.12,0.2,h,SYM_TD h=0.20,1.1658082127920835,-0.12994272967802278,0.1400909826743424,1.2402834526389395,-0.14775378751804868,2.575590663896843,0.848047705921624,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,SYM_TD,C_ISDD,False,0.08,0.12,h,SYM_TD h=0.12,1.0876477090340302,-0.0917158727917684,0.10655122690473662,1.225988713658589,-0.10247840415199849,3.826363957508062,0.675597845742809,False,False,False,True,True,L5_CAGR,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,DOWN_TD,C_ISSHARPE,True,0.2,0.16,h,DOWN_TD h=0.16,1.2268825372455545,-0.17093194591090577,0.16598970047438355,1.1900942536573091,-0.19333260307604083,1.6298442958878867,0.9585468471389526,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,DOWN_TD,C_ISCALMAR,True,0.16,0.2,h,DOWN_TD h=0.20,1.2268236756173678,-0.1500976800492715,0.15386448768466887,1.1858883349777087,-0.182760856132265,1.9339257571568487,0.9239413887954967,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,DOWN_TD,C_ISLEGS,True,0.12,0.2,h,DOWN_TD h=0.20,1.1609378912932424,-0.12994272967802267,0.14081591094426904,1.2468121382019288,-0.14775378751804846,2.562001897765136,0.8469623964643007,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,DOWN_TD,C_ISDD,False,0.08,0.12,h,DOWN_TD h=0.12,1.0655179335979412,-0.09171587279176774,0.10677825614388592,1.2333459594271774,-0.10247840415199883,3.700606759646603,0.6697777446702735,False,False,False,True,True,L5_CAGR,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,UP_TD,C_ISSHARPE,True,0.16,0.03,h,UP_TD h=0.03,1.2355889765219794,-0.1506177437343137,0.15546896130407872,1.1884516534928073,-0.18755462349374052,2.112403456647159,0.9288631943021773,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,UP_TD,C_ISCALMAR,True,0.2,0.2,h,UP_TD h=0.20,1.2254967788614333,-0.1594721827983846,0.1654711079310338,1.1766792737876195,-0.20457510212732422,1.6194706072770408,0.9599913681226425,False,False,False,False,False,L4_DD,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,UP_TD,C_ISLEGS,True,0.12,0.12,h,UP_TD h=0.12,1.1745731539081792,-0.1291139173250574,0.1393856658582482,1.225688105653246,-0.16013117568294766,2.6184487120102835,0.8512619875318347,True,True,True,False,False,none,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,10,UP_TD,C_ISDD,False,0.08,0.12,h,UP_TD h=0.12,1.0961848160264211,-0.09283290598210425,0.10945371648251889,1.237275192602408,-0.10857052373008114,3.7545981053742628,0.6809865110103558,False,True,False,True,True,L5_CAGR,1.1016867720596069,0.0784728360555127,-0.12241069123223403,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,CAL,C_ISSHARPE,True,0.2,,M,R=M,1.25701959936904,-0.15965096157439573,0.16000021982809276,1.0575896659999244,-0.3005055444260577,1.5585055762616997,0.9590024867323521,False,False,False,False,False,L4_DD,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,CAL,C_ISCALMAR,True,0.2,,M,R=M,1.25701959936904,-0.15965096157439573,0.16000021982809276,1.0575896659999244,-0.3005055444260577,1.5585055762616997,0.9590024867323521,False,False,False,False,False,L4_DD,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,CAL,C_ISLEGS,True,0.1,,M,R=M,1.1647914982925425,-0.11888879666410834,0.12622152484417004,1.153108153299964,-0.20337195867706515,2.7108640125898167,0.783173668738404,False,False,False,False,False,L4_DD,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,CAL,C_ISDD,False,0.08,,W,R=W,1.0084024913283858,-0.09451049202057626,0.10375830528059637,1.182247775838397,-0.10920420585529289,3.6299945183953914,0.6751268481315436,False,False,False,True,True,L5_CAGR,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,SYM,C_ISSHARPE,True,0.16,0.25,h,SYM h=0.25,1.2316896473079129,-0.12795408298404398,0.13863723133703454,1.1722091112839261,-0.17985605910556923,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,SYM,C_ISCALMAR,True,0.16,0.25,h,SYM h=0.25,1.2316896473079129,-0.12795408298404398,0.13863723133703454,1.1722091112839261,-0.17985605910556923,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,SYM,C_ISLEGS,True,0.16,0.25,h,SYM h=0.25,1.2316896473079129,-0.12795408298404398,0.13863723133703454,1.1722091112839261,-0.17985605910556923,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,SYM,C_ISDD,False,0.08,0.12,h,SYM h=0.12,1.0214034587939178,-0.09339841532839532,0.1082348101402133,1.2230498440122561,-0.10389212898880917,3.4560084036496574,0.6773104481486664,False,True,False,True,True,L5_CAGR,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,SYM_TD,C_ISSHARPE,True,0.2,0.2,h,SYM_TD h=0.20,1.2087979270290763,-0.17250445884216414,0.16175540019275014,1.1593149114804802,-0.2090563287386269,1.6280342322015795,0.9590749060317217,False,False,False,False,False,L4_DD,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,SYM_TD,C_ISCALMAR,True,0.16,0.2,h,SYM_TD h=0.20,1.2060455919208546,-0.15171447578962594,0.15033530066702983,1.1616945203978035,-0.18377855601686754,1.9353848885993545,0.9241369743872531,True,True,True,False,False,none,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,SYM_TD,C_ISLEGS,True,0.12,0.2,h,SYM_TD h=0.20,1.1312733994210604,-0.1316501793711109,0.13574567090359801,1.2056484715161278,-0.14870842835341114,2.575590663896843,0.848047705921624,True,True,True,False,False,none,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,SYM_TD,C_ISDD,False,0.08,0.12,h,SYM_TD h=0.12,1.0179899049118184,-0.09343516740545676,0.10042842135115815,1.1608650800153952,-0.1055109337042297,3.826363957508062,0.675597845742809,False,False,False,True,True,L5_CAGR,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,DOWN_TD,C_ISSHARPE,True,0.2,0.16,h,DOWN_TD h=0.16,1.2109029296480247,-0.1725044588421647,0.16297500794183328,1.171113239082628,-0.19422137751295465,1.6298442958878867,0.9585468471389526,True,True,True,False,False,none,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,DOWN_TD,C_ISCALMAR,True,0.16,0.2,h,DOWN_TD h=0.20,1.2064898531211936,-0.15171447578962594,0.15030566916919064,1.161630950632418,-0.18377855601686754,1.9339257571568487,0.9239413887954967,True,True,True,False,False,none,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,DOWN_TD,C_ISLEGS,True,0.12,0.2,h,DOWN_TD h=0.20,1.126409151741697,-0.131650179371111,0.13650203188202004,1.2125637918036019,-0.14870842835341092,2.562001897765136,0.8469623964643007,True,True,True,False,False,none,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,DOWN_TD,C_ISDD,False,0.08,0.12,h,DOWN_TD h=0.12,0.9981782636509209,-0.09343516740545632,0.10080083367558013,1.1695600100689831,-0.10551093370423059,3.700606759646603,0.6697777446702735,False,False,False,True,True,L5_CAGR,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,UP_TD,C_ISSHARPE,True,0.2,0.03,h,UP_TD h=0.03,1.215333270276897,-0.1645916912277411,0.16238760491202542,1.1518637691867848,-0.2054516934885261,1.7319363509090346,0.9622256193901737,False,False,False,False,False,L4_DD,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,UP_TD,C_ISCALMAR,True,0.2,0.2,h,UP_TD h=0.20,1.2097606109345123,-0.16104629715894625,0.1624765042197005,1.157873639763991,-0.20545169348852643,1.6194706072770408,0.9599913681226425,False,False,False,False,False,L4_DD,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,UP_TD,C_ISLEGS,True,0.12,0.12,h,UP_TD h=0.12,1.1394914514058452,-0.13080022747579112,0.13501165077790622,1.1911829081452807,-0.16107317729721382,2.6184487120102835,0.8512619875318347,True,True,True,False,False,none,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,25,UP_TD,C_ISDD,False,0.08,0.16,h,UP_TD h=0.16,1.0330763283590165,-0.09451049202057482,0.10380936404598184,1.1807865373989281,-0.109204205855292,3.713491427542335,0.678498606057975,False,False,False,True,True,L5_CAGR,1.057138821217919,0.07507655272231117,-0.12285153570594698,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,CAL,C_ISSHARPE,True,0.2,,M,R=M,1.232240595411026,-0.16027331535233957,0.15513364677260366,1.0295604383060026,-0.3010280681000247,1.5585055762616997,0.9590024867323521,False,False,False,False,False,L4_DD,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,CAL,C_ISCALMAR,True,0.2,,M,R=M,1.232240595411026,-0.16027331535233957,0.15513364677260366,1.0295604383060026,-0.3010280681000247,1.5585055762616997,0.9590024867323521,False,False,False,False,False,L4_DD,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,CAL,C_ISLEGS,True,0.1,,M,R=M,1.097957024402771,-0.12063438037209517,0.1190893491828624,1.0940989511289108,-0.20451449904863672,2.7108640125898167,0.783173668738404,False,False,False,False,False,L4_DD,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,CAL,C_ISDD,False,0.08,,W,R=W,0.9003351527430767,-0.09730018257475948,0.09395400564137502,1.0783339433310144,-0.11077380100543766,3.6299945183953914,0.6751268481315436,False,False,False,False,True,L5_CAGR,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,SYM,C_ISSHARPE,True,0.16,0.25,h,SYM h=0.25,1.2083426043629366,-0.1284780670385307,0.1350352512326407,1.1445420388458838,-0.18146047104808405,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,SYM,C_ISCALMAR,True,0.16,0.25,h,SYM h=0.25,1.2083426043629366,-0.1284780670385307,0.1350352512326407,1.1445420388458838,-0.18146047104808405,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,SYM,C_ISLEGS,True,0.16,0.25,h,SYM h=0.25,1.2083426043629366,-0.1284780670385307,0.1350352512326407,1.1445420388458838,-0.18146047104808405,1.185936557214531,0.7934858147670887,True,True,True,False,False,none,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,SYM,C_ISDD,False,0.08,0.12,h,SYM h=0.12,0.9183238848112121,-0.09508374857488389,0.09888054335493979,1.124908530368997,-0.1082204939002801,3.4560084036496574,0.6773104481486664,False,False,False,False,True,L5_CAGR,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,SYM_TD,C_ISSHARPE,True,0.2,0.2,h,SYM_TD h=0.20,1.1823429907454692,-0.1751194383214414,0.1567552304357609,1.1277923084797266,-0.21048238924669738,1.6280342322015795,0.9590749060317217,False,False,False,False,False,L4_DD,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,SYM_TD,C_ISCALMAR,True,0.16,0.2,h,SYM_TD h=0.20,1.172200751066995,-0.15440312579297377,0.14441700088015685,1.121013400165403,-0.18547269553240853,1.9353848885993545,0.9241369743872531,True,True,True,False,False,none,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,SYM_TD,C_ISLEGS,True,0.2,0.2,h,SYM_TD h=0.20,1.1823429907454692,-0.1751194383214414,0.1567552304357609,1.1277923084797266,-0.21048238924669738,1.6280342322015795,0.9590749060317217,False,False,False,False,False,L4_DD,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,SYM_TD,C_ISDD,False,0.08,0.12,h,SYM_TD h=0.12,0.9016860536078677,-0.09629399291056473,0.09029654720927138,1.05212479819509,-0.11058279158475315,3.826363957508062,0.675597845742809,False,False,False,False,True,L5_CAGR,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,DOWN_TD,C_ISSHARPE,True,0.2,0.16,h,DOWN_TD h=0.16,1.1842451857998861,-0.1751194383214415,0.15796696729675452,1.1394422401803352,-0.19570097120917895,1.6298442958878867,0.9585468471389526,True,True,True,False,False,none,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,DOWN_TD,C_ISCALMAR,True,0.16,0.2,h,DOWN_TD h=0.20,1.172558244216547,-0.15440312579297377,0.14439732925985282,1.1211300374251973,-0.18547269553240853,1.9339257571568487,0.9239413887954967,True,True,True,False,False,none,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
B136,W,50,DOWN_TD,C_ISLEGS,True,0.2,0.16,h,DOWN_TD h=0.16,1.1842451857998861,-0.1751194383214415,0.15796696729675452,1.1394422401803352,-0.19570097120917895,1.6298442958878867,0.9585468471389526,True,True,True,False,False,none,0.9827932668211912,0.06943916638398329,-0.12358608812190786,0.8736721309012504,0.15257181383948715,-0.3371595330739301
