panel,T_trade,cost,family,chooser,legal,target,h,R_refresh,cell,is_Sharpe,is_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,turn_py,gross_mean,keep4b_full,keep4b_oos,keep4b,keep4a,keep4a_oos,bind,base_oos_Sharpe,base_oos_CAGR,base_oos_MaxDD,spy_oos_Sharpe,spy_oos_CAGR,spy_oos_MaxDD
SMALL665,M,50,SYM,C_ISSHARPE,True,0.2,0.16,h,SYM h=0.16,0.9797345864503056,-0.21199242853036881,0.06574770392916807,0.44899891595410024,-0.33228948255816737,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,SYM,C_ISCALMAR,True,0.2,0.16,h,SYM h=0.16,0.9797345864503056,-0.21199242853036881,0.06574770392916807,0.44899891595410024,-0.33228948255816737,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,SYM,C_ISLEGS,True,0.2,0.16,h,SYM h=0.16,0.9797345864503056,-0.21199242853036881,0.06574770392916807,0.44899891595410024,-0.33228948255816737,1.5901172860316821,0.9161234300644759,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,SYM,C_ISDD,False,0.08,0.16,h,SYM h=0.16,0.6395369839131995,-0.16355709407260666,0.02736547134855072,0.3407822017074434,-0.2417637018652793,2.2752571009752978,0.5603419343661596,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,SYM_TD,C_ISSHARPE,True,0.2,0.16,h,SYM_TD h=0.16,0.9631119717891693,-0.21785103920003968,0.06417249520457013,0.4376056934738421,-0.3483396139667997,1.680831938555095,0.9370648100608366,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,SYM_TD,C_ISCALMAR,True,0.2,0.2,h,SYM_TD h=0.20,0.960093902614967,-0.21510220908832434,0.06764397741993311,0.4548930427338708,-0.35413589081581476,1.6073098504512717,0.9371740544135128,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,SYM_TD,C_ISLEGS,True,0.2,0.16,h,SYM_TD h=0.16,0.9631119717891693,-0.21785103920003968,0.06417249520457013,0.4376056934738421,-0.3483396139667997,1.680831938555095,0.9370648100608366,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,SYM_TD,C_ISDD,False,0.08,0.16,h,SYM_TD h=0.16,0.700549671370002,-0.1446759951752743,0.018707739268184254,0.2521896612905216,-0.26598208641920507,2.5149658954423693,0.5513057540017295,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,DOWN_TD,C_ISSHARPE,True,0.2,0.25,h,DOWN_TD h=0.25,0.9811348165487965,-0.213624242186086,0.0672192757736898,0.45543009647589366,-0.35413589081581476,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,DOWN_TD,C_ISCALMAR,True,0.2,0.25,h,DOWN_TD h=0.25,0.9811348165487965,-0.213624242186086,0.0672192757736898,0.45543009647589366,-0.35413589081581476,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,DOWN_TD,C_ISLEGS,True,0.2,0.25,h,DOWN_TD h=0.25,0.9811348165487965,-0.213624242186086,0.0672192757736898,0.45543009647589366,-0.35413589081581476,1.478541544624631,0.9293538622742185,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,DOWN_TD,C_ISDD,False,0.08,0.02,h,DOWN_TD h=0.02,0.6067145205694726,-0.14393991288704333,0.019325574680464808,0.2802470689034598,-0.22334645638915274,2.5003763528939325,0.4941247523914351,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,UP_TD,C_ISSHARPE,True,0.2,0.08,h,UP_TD h=0.08,0.9777746210718347,-0.21362424218608578,0.07257850649523778,0.4531732599822795,-0.43207261118325035,1.6438520986533187,0.9583289056377748,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,UP_TD,C_ISCALMAR,True,0.2,0.02,h,UP_TD h=0.02,0.9751523099215372,-0.21362424218608544,0.07365123031943832,0.45676074525441757,-0.4292398263013564,1.6994002301318616,0.9624553879852219,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,UP_TD,C_ISLEGS,True,0.2,0.08,h,UP_TD h=0.08,0.9777746210718347,-0.21362424218608578,0.07257850649523778,0.4531732599822795,-0.43207261118325035,1.6438520986533187,0.9583289056377748,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,M,50,UP_TD,C_ISDD,False,0.08,0.16,h,UP_TD h=0.16,0.831385056337577,-0.13629654970700011,0.020629338484142057,0.2613782659479403,-0.30492422873646197,2.436252279506813,0.5791152915897163,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.3925523551150828,0.025320892539292705,-0.15539070603199134,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,CAL,C_ISSHARPE,True,0.12,,M,R=M,1.0862925466646443,-0.17519168546799435,0.04519413152507923,0.39355552959343965,-0.3739541667928038,3.0939714816921797,0.7545595247765642,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,CAL,C_ISCALMAR,True,0.12,,M,R=M,1.0862925466646443,-0.17519168546799435,0.04519413152507923,0.39355552959343965,-0.3739541667928038,3.0939714816921797,0.7545595247765642,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,CAL,C_ISLEGS,True,0.2,,M,R=M,1.071888325996508,-0.2055651410530801,0.07955436694598683,0.49072329390983255,-0.4341119791193492,2.55541559518244,0.9389415581755737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,CAL,C_ISDD,False,0.08,,M,R=M,1.0337873875444916,-0.13028657083939565,0.02709819202656827,0.329254496742521,-0.31456047402925624,2.891641462362683,0.5511377261247432,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,SYM,C_ISSHARPE,True,0.2,0.16,h,SYM h=0.16,1.0637276976449108,-0.20492951890715294,0.07924537518984187,0.5187398516258637,-0.3274880038182876,2.505605706105972,0.9157991040626736,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,SYM,C_ISCALMAR,True,0.2,0.16,h,SYM h=0.16,1.0637276976449108,-0.20492951890715294,0.07924537518984187,0.5187398516258637,-0.3274880038182876,2.505605706105972,0.9157991040626736,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,SYM,C_ISLEGS,True,0.2,0.16,h,SYM h=0.16,1.0637276976449108,-0.20492951890715294,0.07924537518984187,0.5187398516258637,-0.3274880038182876,2.505605706105972,0.9157991040626736,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,SYM,C_ISDD,False,0.08,0.05,h,SYM h=0.05,0.8245282669263765,-0.14336168655571158,0.03699439131469262,0.46029430418496775,-0.18598774070507407,4.094340491683259,0.5447608000519235,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,SYM_TD,C_ISSHARPE,True,0.16,0.25,h,SYM_TD h=0.25,1.0456531097744581,-0.1964310244482378,0.0547682117978332,0.41657942041061,-0.32073631593515517,3.077243606062818,0.8752665903957016,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,SYM_TD,C_ISCALMAR,True,0.16,0.25,h,SYM_TD h=0.25,1.0456531097744581,-0.1964310244482378,0.0547682117978332,0.41657942041061,-0.32073631593515517,3.077243606062818,0.8752665903957016,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,SYM_TD,C_ISLEGS,True,0.2,0.08,h,SYM_TD h=0.08,1.0420647791938826,-0.2112357465788237,0.08315041188057104,0.5382474659616471,-0.32007270823595946,2.788064026469735,0.9380544367305806,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,SYM_TD,C_ISDD,False,0.08,0.25,h,SYM_TD h=0.25,0.8391131819223474,-0.13980632763473877,0.03217896562435518,0.4047862521123401,-0.21187934510469564,3.399421356391878,0.5452982431316648,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,DOWN_TD,C_ISSHARPE,True,0.16,0.25,h,DOWN_TD h=0.25,1.045298418260773,-0.1964310244482378,0.054471238607855854,0.41494087941431634,-0.32073631593515517,3.068824761654187,0.8746517630291866,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,DOWN_TD,C_ISCALMAR,True,0.16,0.25,h,DOWN_TD h=0.25,1.045298418260773,-0.1964310244482378,0.054471238607855854,0.41494087941431634,-0.32073631593515517,3.068824761654187,0.8746517630291866,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,DOWN_TD,C_ISLEGS,True,0.2,0.2,h,DOWN_TD h=0.20,1.0398897408625019,-0.20787690791614166,0.0800586964357688,0.522682500438471,-0.3204995378824078,2.6108025449791663,0.9373033134392841,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,DOWN_TD,C_ISDD,False,0.08,0.12,h,DOWN_TD h=0.12,0.8295474730153256,-0.1397616334122156,0.034556222113381274,0.43394161835065637,-0.19753903518399196,3.435814981599887,0.5409357930321832,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,UP_TD,C_ISSHARPE,True,0.2,0.02,h,UP_TD h=0.02,1.0520018693598874,-0.2056851220540601,0.07959664453049253,0.5127092774235675,-0.3333683939486346,2.886899694729708,0.9436917062452386,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,UP_TD,C_ISCALMAR,True,0.2,0.02,h,UP_TD h=0.02,1.0520018693598874,-0.2056851220540601,0.07959664453049253,0.5127092774235675,-0.3333683939486346,2.886899694729708,0.9436917062452386,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,UP_TD,C_ISLEGS,True,0.2,0.02,h,UP_TD h=0.02,1.0520018693598874,-0.2056851220540601,0.07959664453049253,0.5127092774235675,-0.3333683939486346,2.886899694729708,0.9436917062452386,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,0,UP_TD,C_ISDD,False,0.08,0.16,h,UP_TD h=0.16,0.8641357264565599,-0.13394702111352796,0.032733351450327186,0.4104198622022798,-0.20760505858188916,3.481839829711998,0.5477399621836173,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.5826568751510947,0.03903763407161853,-0.1381390195901051,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,CAL,C_ISSHARPE,True,0.12,,M,R=M,1.061502146441859,-0.17697266129513123,0.04195143476124863,0.3706849811501858,-0.37781236237540194,3.0939714816921797,0.7545595247765642,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,CAL,C_ISCALMAR,True,0.2,,M,R=M,1.0580578182328428,-0.2066966024976371,0.07645297250615957,0.4759483011752689,-0.4361554874885635,2.55541559518244,0.9389415581755737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,CAL,C_ISLEGS,True,0.2,,M,R=M,1.0580578182328428,-0.2066966024976371,0.07645297250615957,0.4759483011752689,-0.4361554874885635,2.55541559518244,0.9389415581755737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,CAL,C_ISDD,False,0.08,,M,R=M,0.9968286246351002,-0.1318834397609916,0.024496189971137783,0.3025575674857246,-0.3189176567189078,2.891641462362683,0.5511377261247432,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,SYM,C_ISSHARPE,True,0.2,0.16,h,SYM h=0.16,1.0499877517426894,-0.20593724056095486,0.0761510065209261,0.5025465069467838,-0.33019554134732976,2.505605706105972,0.9157991040626736,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,SYM,C_ISCALMAR,True,0.2,0.16,h,SYM h=0.16,1.0499877517426894,-0.20593724056095486,0.0761510065209261,0.5025465069467838,-0.33019554134732976,2.505605706105972,0.9157991040626736,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,SYM,C_ISLEGS,True,0.2,0.16,h,SYM h=0.16,1.0499877517426894,-0.20593724056095486,0.0761510065209261,0.5025465069467838,-0.33019554134732976,2.505605706105972,0.9157991040626736,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,SYM,C_ISDD,False,0.08,0.05,h,SYM h=0.05,0.767788090599563,-0.14557148316045998,0.0333075749550138,0.41947554212977484,-0.19239981118111082,4.094340491683259,0.5447608000519235,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,SYM_TD,C_ISSHARPE,True,0.16,0.25,h,SYM_TD h=0.25,1.0282314490420172,-0.1980117904808556,0.05105148402763815,0.394238108419923,-0.32400479191702736,3.077243606062818,0.8752665903957016,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,SYM_TD,C_ISCALMAR,True,0.16,0.25,h,SYM_TD h=0.25,1.0282314490420172,-0.1980117904808556,0.05105148402763815,0.394238108419923,-0.32400479191702736,3.077243606062818,0.8752665903957016,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,SYM_TD,C_ISLEGS,True,0.2,0.08,h,SYM_TD h=0.08,1.0276179926811393,-0.2123997304208739,0.07966174717343844,0.5200981463167492,-0.3228297618211161,2.788064026469735,0.9380544367305806,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,SYM_TD,C_ISDD,False,0.08,0.25,h,SYM_TD h=0.25,0.7925287896365268,-0.14175622316232783,0.029137247206530326,0.371174157585154,-0.21674477936526182,3.399421356391878,0.5452982431316648,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,DOWN_TD,C_ISSHARPE,True,0.16,0.25,h,DOWN_TD h=0.25,1.02791341940765,-0.1980117904808556,0.05076493569956786,0.39263811216612426,-0.32400479191702736,3.068824761654187,0.8746517630291866,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,DOWN_TD,C_ISCALMAR,True,0.16,0.25,h,DOWN_TD h=0.25,1.02791341940765,-0.1980117904808556,0.05076493569956786,0.39263811216612426,-0.32400479191702736,3.068824761654187,0.8746517630291866,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,DOWN_TD,C_ISLEGS,True,0.2,0.2,h,DOWN_TD h=0.20,1.025798177712762,-0.20904051265478518,0.07686186873898615,0.50598427897781,-0.3231839589272669,2.6108025449791663,0.9373033134392841,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,DOWN_TD,C_ISDD,False,0.08,0.25,h,DOWN_TD h=0.25,0.7887737282648886,-0.14175622316232772,0.028798515776065958,0.3677159385971624,-0.21923840913028458,3.3747748461826053,0.5443910320679306,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,UP_TD,C_ISSHARPE,True,0.2,0.08,h,UP_TD h=0.08,1.0377612934275875,-0.20757810399211174,0.07473760289156006,0.4892762699110929,-0.3376287004874404,2.71878146396297,0.9411077834796197,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,UP_TD,C_ISCALMAR,True,0.2,0.02,h,UP_TD h=0.02,1.037449285951191,-0.20683879395753801,0.07597725026917312,0.49421273757804834,-0.3361147940918704,2.886899694729708,0.9436917062452386,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,UP_TD,C_ISLEGS,True,0.2,0.08,h,UP_TD h=0.08,1.0377612934275875,-0.20757810399211174,0.07473760289156006,0.4892762699110929,-0.3376287004874404,2.71878146396297,0.9411077834796197,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,10,UP_TD,C_ISDD,False,0.08,0.25,h,UP_TD h=0.25,0.8274873663146137,-0.1358649036573789,0.029137247206530326,0.371174157585154,-0.21674477936526182,3.393329802430717,0.5464211898261736,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.544662409159277,0.036280008883579296,-0.14161687822607494,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,CAL,C_ISSHARPE,True,0.2,,M,R=M,1.0373051068484251,-0.2083909080441686,0.07181685702284168,0.4537818869714134,-0.43920715072694494,2.55541559518244,0.9389415581755737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,CAL,C_ISCALMAR,True,0.2,,M,R=M,1.0373051068484251,-0.2083909080441686,0.07181685702284168,0.4537818869714134,-0.43920715072694494,2.55541559518244,0.9389415581755737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,CAL,C_ISLEGS,True,0.2,,M,R=M,1.0373051068484251,-0.2083909080441686,0.07181685702284168,0.4537818869714134,-0.43920715072694494,2.55541559518244,0.9389415581755737,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,CAL,C_ISDD,False,0.08,,M,R=M,0.9412654973454773,-0.13427371941085064,0.020604864505554987,0.2624799038234584,-0.32540346249427954,2.891641462362683,0.5511377261247432,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,SYM,C_ISSHARPE,True,0.2,0.16,h,SYM h=0.16,1.0293665673288226,-0.2075448728443664,0.07152551182061107,0.4782506970064084,-0.3342368577022866,2.505605706105972,0.9157991040626736,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,SYM,C_ISCALMAR,True,0.2,0.16,h,SYM h=0.16,1.0293665673288226,-0.2075448728443664,0.07152551182061107,0.4782506970064084,-0.3342368577022866,2.505605706105972,0.9157991040626736,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,SYM,C_ISLEGS,True,0.2,0.16,h,SYM h=0.16,1.0293665673288226,-0.2075448728443664,0.07152551182061107,0.4782506970064084,-0.3342368577022866,2.505605706105972,0.9157991040626736,False,False,False,False,False,L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,SYM,C_ISDD,False,0.08,0.05,h,SYM h=0.05,0.6826342365009007,-0.14986124817958602,0.02780136328742655,0.3582094639806961,-0.2019245559782118,4.094340491683259,0.5447608000519235,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,SYM_TD,C_ISSHARPE,True,0.2,0.08,h,SYM_TD h=0.08,1.0059394258900634,-0.2141427270125501,0.07444926733762935,0.4928680778263762,-0.32694476228623515,2.788064026469735,0.9380544367305806,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,SYM_TD,C_ISCALMAR,True,0.2,0.25,h,SYM_TD h=0.25,1.0046495595433826,-0.21078299782495624,0.07209406402924334,0.4803056044989544,-0.3271911024112888,2.6060867548429254,0.9378917755178906,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,SYM_TD,C_ISLEGS,True,0.2,0.08,h,SYM_TD h=0.08,1.0059394258900634,-0.2141427270125501,0.07444926733762935,0.4928680778263762,-0.32694476228623515,2.788064026469735,0.9380544367305806,False,False,False,False,False,L2_H2|L3_OOS|L4_DD,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
SMALL665,W,25,SYM_TD,C_ISDD,False,0.08,0.25,h,SYM_TD h=0.25,0.7225759422431228,-0.1446732322220491,0.02459089242491963,0.320727733674265,-0.223987878672409,3.399421356391878,0.5452982431316648,False,False,False,False,False,L1_H1|L2_H2|L3_OOS|L4_DD|L5_CAGR,0.4876412162178004,0.032156984002618794,-0.14680778072435463,0.8736611364726746,0.1525745335844091,-0.33717289200673783
