panel,p,K,lam,key,full_width,pn_star,pn_train_star,r2_at_smallest_pn,r2_at_largest_pn
U56,55,5,0.01,yS,True,1.4886287851623106,1.8607859814528882,0.9840588938892475,0.11584323532108376
U56,55,5,0.1,mu,True,1.1529018276408964,1.4411272845511203,0.9999997563329098,0.17653915292792421
U56,55,5,0.1,sd,True,1.1287087627450565,1.4108859534313205,0.9681305757828855,0.16832264670052322
U56,55,5,0.1,yS,True,1.478552765160853,1.8481909564510663,0.9840586640696255,0.11840420724168477
U56,55,5,1.0,mu,True,1.0951804280667576,1.368975535083447,0.9999758653506005,0.18871333862591244
U56,55,5,1.0,sd,True,1.1109252122881494,1.3886565153601866,0.9681395495916553,0.1976746034533552
U56,55,5,1.0,yS,True,1.0479296264779698,1.309912033097462,0.9840360727306078,0.13576788766879455
U56,55,5,10.0,mu,True,0.8346970857344884,1.0433713571681105,0.9978007451122772,0.17454995411056562
U56,55,5,10.0,sd,True,0.9449051930804891,1.1811314913506115,0.9663313643907822,0.19738570052752025
U56,55,5,10.0,yS,True,0.7806909017292692,0.9758636271615865,0.9819816117340966,0.13742756228699382
U56,55,5,100.0,mu,True,0.2099292221774204,0.26241152772177556,0.8944953993040458,0.03808450690491039
U56,55,5,100.0,sd,True,0.19260427264448923,0.24075534080561153,0.867710965637373,0.059773462903576435
U56,55,5,100.0,yS,True,0.2152668597458906,0.26908357468236327,0.8841815513144643,0.002099696753227631
U56,55,10,0.001,mu,True,1.4819099168353516,1.6465665742615017,0.9999999999810545,0.24934830786129147
U56,55,10,0.001,sd,True,0.7767059285007839,0.8630065872230932,0.9686823166109588,-0.013945671462141096
U56,55,10,0.001,yS,True,1.5210526817909653,1.6900585353232949,0.9841609074989136,0.22044399771284784
U56,55,10,0.01,mu,True,1.4799198468542174,1.644355385393575,0.9999999981056132,0.2493367523044121
U56,55,10,0.01,sd,True,1.2680222111646073,1.4089135679606748,0.9686825493886398,-0.012306513561253674
U56,55,10,0.01,yS,True,1.5194426328946455,1.6882695921051618,0.9841609154595781,0.22045850918636178
U56,55,10,0.1,mu,True,1.4606221070869998,1.6229134523188886,0.999999810720157,0.24911526943091478
U56,55,10,0.1,sd,True,1.2637456455951128,1.4041618284390143,0.9686847113714265,0.003262203255088747
U56,55,10,0.1,yS,True,1.5037942849318688,1.6708825388131876,0.9841608341352373,0.22043455739554785
U56,55,10,1.0,mu,True,1.2482958974932323,1.3869954416591472,0.999981229715191,0.2429348166617119
U56,55,10,1.0,sd,True,1.1858442273674892,1.317604697074988,0.9686899046287881,0.10471352702538306
U56,55,10,1.0,yS,True,1.3834199027880494,1.537133225320055,0.9841440778915256,0.21354432005401258
U56,55,10,10.0,mu,True,0.9115518569515564,1.0128353966128405,0.9982700165127729,0.18042596013284828
U56,55,10,10.0,sd,True,0.9346723148537137,1.0385247942819043,0.9672415912631253,0.20979771365518762
U56,55,10,10.0,yS,True,0.8808508381990631,0.9787231535545146,0.982521871406153,0.14462781083646792
U56,55,10,100.0,mu,True,0.25179418023080447,0.2797713113675605,0.9107407721625993,0.0024367465065733285
U56,55,10,100.0,sd,True,0.21294215773397082,0.2366023974821898,0.8832712697547148,0.045940344678016554
U56,55,10,100.0,yS,True,0.24957836244125123,0.2773092916013902,0.8991743462247653,-0.02601915158422119
