uni,conv,K,d,D,arm,bps,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,held,gross,turn,p4a,p4b,fails
universe.json (56),LITERAL,30,0.1,3,HI,10,0.08263092881779621,1.0044598057758778,-0.1391323319896065,1.0309733347632493,0.9838630594567881,0.09463055065817727,1.1049301030850776,-0.13913233198960662,24.59666516448851,0.6149166291122129,7.348787405317749,False,False,CAGR
universe.json (56),LITERAL,30,0.1,3,HI,25,0.07076603838696571,0.8707964393814188,-0.14044183469379712,0.8965989322877291,0.8504269902972765,0.08236114900972313,0.9725477889194684,-0.14044183469379723,24.59666516448851,0.6149166291122129,7.348787405317749,False,False,"H1,CAGR"
universe.json (56),LITERAL,30,0.1,3,LO,10,0.10345224554072208,1.0886247700606677,-0.14935850431500297,1.088669507469748,1.0922036744917865,0.1173821531348751,1.1828599459544862,-0.14935850431500308,24.59666516448851,0.6149166291122129,7.331361848415541,False,False,CAGR
universe.json (56),LITERAL,30,0.1,3,LO,25,0.09138964289002072,0.9724755192904626,-0.1505324132973055,0.9688922461900286,0.9788758826795321,0.10501211462746385,1.0692833410957825,-0.1505324132973056,24.59666516448851,0.6149166291122129,7.331361848415541,False,False,CAGR
universe.json (56),LITERAL,30,0.1,3,CTRL,10,0.11406324314869098,1.0973075615113954,-0.1686735297399916,1.1130912520599985,1.0890831156470615,0.12908208339941418,1.1765542068209267,-0.16867352973999183,25.15322217214962,0.6987006158930451,7.334184433462637,False,True,-
universe.json (56),LITERAL,30,0.1,3,CTRL,25,0.10187899587327043,0.9908514994786319,-0.16991285117230903,1.0026454938555514,0.9855389138030817,0.11656438044567663,1.0734758169679537,-0.16991285117230936,25.15322217214962,0.6987006158930451,7.334184433462637,False,False,CAGR
universe.json (56),LITERAL,30,0.2,6,HI,10,0.06849077423932215,0.9956992048069616,-0.11616148284483085,1.0221837561789995,0.9744181738092921,0.07867742329959349,1.103433431420016,-0.11616148284483108,21.605903560162236,0.540147589004056,7.343908704219921,True,False,CAGR
universe.json (56),LITERAL,30,0.2,6,HI,25,0.056787795138289354,0.8359080132995725,-0.11749205027199516,0.8641104040181772,0.8126817464684609,0.06640399903755445,0.9421114994339066,-0.11749205027199461,21.605903560162236,0.540147589004056,7.343908704219921,True,False,"H1,H2,CAGR"
universe.json (56),LITERAL,30,0.2,6,LO,10,0.09634859629796888,1.0836617696864543,-0.14476657742934507,1.090174795065818,1.0821381287566896,0.10929993186872466,1.1734278775259452,-0.14476657742934484,21.605903560162236,0.540147589004056,7.367608120325801,False,False,CAGR
universe.json (56),LITERAL,30,0.2,6,LO,25,0.08430338049561903,0.9588628042551558,-0.1458786570670273,0.9596459769335366,0.9618787574069191,0.09710358886400883,1.0532990273313443,-0.1458786570670273,21.605903560162236,0.540147589004056,7.367608120325801,False,False,CAGR
universe.json (56),LITERAL,30,0.2,6,CTRL,10,0.11515412711617179,1.0627713213395724,-0.17561145656069788,1.0871340737937956,1.048511729051639,0.12986451380973163,1.1288957310223506,-0.1756114565606982,22.63226678684092,0.7072583370887787,8.06704996383877,False,True,-
universe.json (56),LITERAL,30,0.2,6,CTRL,25,0.10174645074194122,0.9508157331222533,-0.17703511420656592,0.9681665510847366,0.9418255561419142,0.11631036893202307,1.022943387038623,-0.17703511420656626,22.63226678684092,0.7072583370887787,8.06704996383877,False,False,CAGR
universe.json (56),LITERAL,30,0.3,9,HI,10,0.052501259864545125,0.9203962797637905,-0.09792942807117067,0.9006558566439866,0.9402816876119681,0.06330866357924636,1.0717519609353858,-0.09792942807117044,18.666967102298333,0.4666741775574586,7.141737072274781,True,False,"H1,CAGR"
universe.json (56),LITERAL,30,0.3,9,HI,25,0.04128789568821922,0.7336447479280651,-0.09921619360595701,0.7136546126395322,0.7533412866461767,0.051607834363864846,0.8837639516407245,-0.09921619360595724,18.666967102298333,0.4666741775574586,7.141737072274781,True,False,"H1,H2,OOS,CAGR"
universe.json (56),LITERAL,30,0.3,9,LO,10,0.08841096552535577,1.09331554986896,-0.13215259516366473,1.059772261455936,1.1272441737125705,0.1025002483132138,1.2043848350695738,-0.1321525951636645,18.666967102298333,0.4666741775574586,7.288053292821498,True,False,CAGR
universe.json (56),LITERAL,30,0.3,9,LO,25,0.07658152687594355,0.9575722987270938,-0.13307615363951553,0.916079427383922,0.9978331030726953,0.09056165546694883,1.0746855718566781,-0.13307615363951542,18.666967102298333,0.4666741775574586,7.288053292821498,True,False,"H1,CAGR"
universe.json (56),LITERAL,30,0.3,9,CTRL,10,0.11920423008744763,1.0504464497066868,-0.18140967535246078,1.1302214639359738,0.9914586728807853,0.12891965164445285,1.0682170850733153,-0.18140967535246078,20.041910770617395,0.7157825275220496,8.915968316675066,False,True,-
universe.json (56),LITERAL,30,0.3,9,CTRL,25,0.10434012236573365,0.9323894123702363,-0.18319857665752037,1.0037947869158501,0.8795079808178685,0.11384338218142376,0.9564498829274697,-0.1831985766575207,20.041910770617395,0.7157825275220496,8.915968316675066,False,False,CAGR
universe.json (56),LITERAL,30,0.5,15,HI,10,0.03412582989094792,0.9275172885840065,-0.06059400712132679,0.9067346203966549,0.9479735320637785,0.040693109855598486,1.0789752896780305,-0.05907283676656416,12.962821090581343,0.32407052726453367,6.125413853444056,True,False,"H1,CAGR"
universe.json (56),LITERAL,30,0.5,15,HI,25,0.02466758536304825,0.6780742283643668,-0.06673061555042215,0.6530444893226298,0.70209075547715,0.030980383056318228,0.8288414851610507,-0.06017915656723516,12.962821090581343,0.32407052726453367,6.125413853444056,True,False,"H1,H2,OOS,CAGR"
universe.json (56),LITERAL,30,0.5,15,LO,10,0.06389216844749845,1.0284466416633802,-0.09065639887572707,0.9655646131012923,1.0880189888440894,0.07664507623584638,1.1578478146996618,-0.09065639887572696,12.962821090581343,0.32407052726453367,6.465888158617514,True,False,CAGR
universe.json (56),LITERAL,30,0.5,15,LO,25,0.053625780266130185,0.8722854867742638,-0.09134851060049243,0.7934389051314817,0.9444829323875983,0.06642742771391985,1.0125297956612038,-0.0913485106004922,12.962821090581343,0.32407052726453367,6.465888158617514,True,False,"H1,CAGR"
universe.json (56),LITERAL,30,0.5,15,CTRL,10,0.132790473156847,1.0395132878548798,-0.19067610436596072,1.1480816823998914,0.9592051395691888,0.13764238341842416,1.0111310486682301,-0.19067610436596083,14.633844073907165,0.7316922036953584,10.532528244741789,False,True,-
universe.json (56),LITERAL,30,0.5,15,CTRL,25,0.11503814333150197,0.9157585800411402,-0.19204904091618136,1.0083409958446063,0.8474670978800831,0.12045364018878546,0.8998172146495788,-0.19204904091618147,14.633844073907165,0.7316922036953584,10.532528244741789,False,True,-
