source,cell,dial_a,dial_b,pts_a,pts_b,w_pts_a,w_pts_b,w_frac_a,w_frac_b,w_units_a,w_units_b,sign_PTS,sign_FRAC,sign_UNITS,same_density
128-plateau-cell,u56|EWall|10.0,band,gross,6.0,19.0,3.0,19.0,0.5,1.0,,,-1,-1,,0
128-plateau-cell,u56|EWall|10.0,band,vol,6.0,8.0,3.0,8.0,0.5,1.0,,,-1,-1,,0
128-plateau-cell,u56|EWall|10.0,gross,vol,19.0,8.0,19.0,8.0,1.0,1.0,,,1,0,,0
128-plateau-cell,u56|EWall|25.0,K,band,7.0,6.0,4.0,4.0,0.5714285714285714,0.6666666666666666,,,0,-1,,0
128-plateau-cell,u56|EWall|25.0,K,gross,7.0,19.0,4.0,19.0,0.5714285714285714,1.0,,,-1,-1,,0
128-plateau-cell,u56|EWall|25.0,K,vol,7.0,8.0,4.0,7.0,0.5714285714285714,0.875,,,-1,-1,,0
128-plateau-cell,u56|EWall|25.0,band,gross,6.0,19.0,4.0,19.0,0.6666666666666666,1.0,,,-1,-1,,0
128-plateau-cell,u56|EWall|25.0,band,vol,6.0,8.0,4.0,7.0,0.6666666666666666,0.875,,,-1,-1,,0
128-plateau-cell,u56|EWall|25.0,gross,vol,19.0,8.0,19.0,7.0,1.0,0.875,,,1,1,,0
128-plateau-cell,u56|TOP20|10.0,K,band,7.0,6.0,5.0,6.0,0.7142857142857143,1.0,,,-1,-1,,0
128-plateau-cell,u56|TOP20|10.0,K,gross,7.0,19.0,5.0,19.0,0.7142857142857143,1.0,,,-1,-1,,0
128-plateau-cell,u56|TOP20|10.0,K,n,7.0,6.0,5.0,4.0,0.7142857142857143,0.6666666666666666,,,1,1,,0
128-plateau-cell,u56|TOP20|10.0,K,vol,7.0,8.0,5.0,4.0,0.7142857142857143,0.5,,,1,1,,0
128-plateau-cell,u56|TOP20|10.0,band,gross,6.0,19.0,6.0,19.0,1.0,1.0,,,-1,0,,0
128-plateau-cell,u56|TOP20|10.0,band,n,6.0,6.0,6.0,4.0,1.0,0.6666666666666666,,,1,1,,1
128-plateau-cell,u56|TOP20|10.0,band,vol,6.0,8.0,6.0,4.0,1.0,0.5,,,1,1,,0
128-plateau-cell,u56|TOP20|10.0,gross,n,19.0,6.0,19.0,4.0,1.0,0.6666666666666666,,,1,1,,0
128-plateau-cell,u56|TOP20|10.0,gross,vol,19.0,8.0,19.0,4.0,1.0,0.5,,,1,1,,0
128-plateau-cell,u56|TOP20|10.0,n,vol,6.0,8.0,4.0,4.0,0.6666666666666666,0.5,,,0,1,,0
128-plateau-cell,u56|TOP20|25.0,K,band,7.0,6.0,5.0,6.0,0.7142857142857143,1.0,,,-1,-1,,0
128-plateau-cell,u56|TOP20|25.0,K,gross,7.0,19.0,5.0,19.0,0.7142857142857143,1.0,,,-1,-1,,0
128-plateau-cell,u56|TOP20|25.0,K,n,7.0,6.0,5.0,3.0,0.7142857142857143,0.5,,,1,1,,0
128-plateau-cell,u56|TOP20|25.0,K,vol,7.0,8.0,5.0,3.0,0.7142857142857143,0.375,,,1,1,,0
128-plateau-cell,u56|TOP20|25.0,band,gross,6.0,19.0,6.0,19.0,1.0,1.0,,,-1,0,,0
128-plateau-cell,u56|TOP20|25.0,band,n,6.0,6.0,6.0,3.0,1.0,0.5,,,1,1,,1
128-plateau-cell,u56|TOP20|25.0,band,vol,6.0,8.0,6.0,3.0,1.0,0.375,,,1,1,,0
128-plateau-cell,u56|TOP20|25.0,gross,n,19.0,6.0,19.0,3.0,1.0,0.5,,,1,1,,0
128-plateau-cell,u56|TOP20|25.0,gross,vol,19.0,8.0,19.0,3.0,1.0,0.375,,,1,1,,0
128-plateau-cell,u56|TOP20|25.0,n,vol,6.0,8.0,3.0,3.0,0.5,0.375,,,0,1,,0
401-window-claim,MEDIAN-over-12-cells,f,vol,13.0,8.0,4.0,1.5,0.3076923076923077,0.1875,,,1,1,,0
401-window-claim,MEDIAN-over-12-cells,f,band,13.0,5.0,4.0,0.0,0.3076923076923077,0.0,,,1,1,,0
401-window-claim,MEDIAN-over-12-cells,f,K,13.0,6.0,4.0,0.0,0.3076923076923077,0.0,,,1,1,,0
401-window-claim,MEDIAN-over-12-cells,f,gross,13.0,19.0,4.0,0.0,0.3076923076923077,0.0,,,1,1,,0
401-window-claim,MEDIAN-over-12-cells,f,n,13.0,5.0,4.0,0.0,0.3076923076923077,0.0,,,1,1,,0
401-window-claim,MEDIAN-over-12-cells,vol,band,8.0,5.0,1.5,0.0,0.1875,0.0,,,1,1,,0
401-window-claim,MEDIAN-over-12-cells,vol,K,8.0,6.0,1.5,0.0,0.1875,0.0,,,1,1,,0
401-window-claim,MEDIAN-over-12-cells,vol,gross,8.0,19.0,1.5,0.0,0.1875,0.0,,,1,1,,0
401-window-claim,MEDIAN-over-12-cells,vol,n,8.0,5.0,1.5,0.0,0.1875,0.0,,,1,1,,0
401-window-claim,MEDIAN-over-12-cells,band,K,5.0,6.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-claim,MEDIAN-over-12-cells,band,gross,5.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-claim,MEDIAN-over-12-cells,band,n,5.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,1
401-window-claim,MEDIAN-over-12-cells,K,gross,6.0,19.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-claim,MEDIAN-over-12-cells,K,n,6.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
401-window-claim,MEDIAN-over-12-cells,gross,n,19.0,5.0,0.0,0.0,0.0,0.0,,,0,0,,0
