selector,pick,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,book,family,m,cost,dOOS
C-R3/POS,R3/POS,0.8270005943529988,0.05684737911193971,-0.1231621003371055,ETFk24d05,ETF,1.0,25.0,0.013084841809618664
C-R3/NEG,R3/NEG,0.785199660448278,0.05238002768452965,-0.12243221143059013,ETFk24d05,ETF,1.0,25.0,-0.028716092095102064
C-REBASED/POS,REBASED/POS,0.8282830057237912,0.057103887904867534,-0.12532819720998423,ETFk24d05,ETF,1.0,25.0,0.0143672531804111
C-REBASED/NEG,REBASED/NEG,0.8092118385965026,0.05382934075049639,-0.11929174754756988,ETFk24d05,ETF,1.0,25.0,-0.004703913946877525
ORACLE-OOS,MOM/POS,0.8406416186763195,0.057867848793365706,-0.12784407581211976,ETFk24d05,ETF,1.0,25.0,0.02672586613293937
S0 do-nothing,-,0.7738567000095363,0.050537552811490194,-0.1253842614411722,ETFk24d06,ETF,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.7643386765799658,0.0497919606329984,-0.1253842614411722,ETFk24d06,ETF,0.2,10.0,-0.009518023429570532
RANDOM (same pool),R3/POS,0.7673574271467589,0.05007664372462495,-0.12538426144117143,ETFk24d06,ETF,0.2,10.0,-0.0064992728627774055
C-MOM/POS,MOM/POS,0.7724499827932622,0.05041685806071183,-0.12538426144117243,ETFk24d06,ETF,0.2,10.0,-0.001406717216274167
C-MOM/NEG,MOM/NEG,0.7643386765799658,0.0497919606329984,-0.1253842614411722,ETFk24d06,ETF,0.2,10.0,-0.009518023429570532
C-R3/POS,R3/POS,0.7673574271467589,0.05007664372462495,-0.12538426144117143,ETFk24d06,ETF,0.2,10.0,-0.0064992728627774055
C-R3/NEG,R3/NEG,0.7761542711653643,0.05069358692578585,-0.1253842614411722,ETFk24d06,ETF,0.2,10.0,0.00229757115582796
C-REBASED/POS,REBASED/POS,0.7804855467261682,0.05101393353025707,-0.12538426144117232,ETFk24d06,ETF,0.2,10.0,0.0066288467166318865
C-REBASED/NEG,REBASED/NEG,0.7616082613251481,0.0495933867129732,-0.12538426144117165,ETFk24d06,ETF,0.2,10.0,-0.012248438684388185
ORACLE-OOS,REBASED/POS,0.7804855467261682,0.05101393353025707,-0.12538426144117232,ETFk24d06,ETF,0.2,10.0,0.0066288467166318865
S0 do-nothing,-,0.6792821042817185,0.04395981345580546,-0.1278401001850331,ETFk24d06,ETF,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.6692368850103569,0.04319593791837106,-0.127840100185033,ETFk24d06,ETF,0.2,25.0,-0.010045219271361594
RANDOM (same pool),R3/NEG,0.6826193115199136,0.04418763573345852,-0.12784010018503233,ETFk24d06,ETF,0.2,25.0,0.0033372072381950835
C-MOM/POS,MOM/POS,0.6778132304667304,0.04383976384500832,-0.12784010018503233,ETFk24d06,ETF,0.2,25.0,-0.0014688738149881697
C-MOM/NEG,MOM/NEG,0.6692368850103569,0.04319593791837106,-0.127840100185033,ETFk24d06,ETF,0.2,25.0,-0.010045219271361594
C-R3/POS,R3/POS,0.6731299544228877,0.043526873278314726,-0.12784010018503222,ETFk24d06,ETF,0.2,25.0,-0.006152149858830835
C-R3/NEG,R3/NEG,0.6826193115199136,0.04418763573345852,-0.12784010018503233,ETFk24d06,ETF,0.2,25.0,0.0033372072381950835
C-REBASED/POS,REBASED/POS,0.68678777818766,0.04449311816923873,-0.1278401001850321,ETFk24d06,ETF,0.2,25.0,0.007505673905941479
C-REBASED/NEG,REBASED/NEG,0.665674587026373,0.04293907277528741,-0.12784010018503233,ETFk24d06,ETF,0.2,25.0,-0.01360751725534548
ORACLE-OOS,REBASED/POS,0.68678777818766,0.04449311816923873,-0.1278401001850321,ETFk24d06,ETF,0.2,25.0,0.007505673905941479
S0 do-nothing,-,0.7738567000095363,0.050537552811490194,-0.1253842614411722,ETFk24d06,ETF,0.5,10.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.7729505426144292,0.05050036371628441,-0.12538426144117254,ETFk24d06,ETF,0.5,10.0,-0.0009061573951071322
RANDOM (same pool),REBASED/NEG,0.7740028775254404,0.05023334243712174,-0.1253842614411722,ETFk24d06,ETF,0.5,10.0,0.0001461775159040668
C-MOM/POS,MOM/POS,0.7765809953449789,0.050689989174949934,-0.1253842614411721,ETFk24d06,ETF,0.5,10.0,0.002724295335442606
C-MOM/NEG,MOM/NEG,0.7517005565998557,0.04884728781585901,-0.12538426144117198,ETFk24d06,ETF,0.5,10.0,-0.02215614340968064
C-R3/POS,R3/POS,0.7671058168525743,0.04997328070018847,-0.12538426144117099,ETFk24d06,ETF,0.5,10.0,-0.00675088315696204
C-R3/NEG,R3/NEG,0.7709942206404086,0.050255394805069686,-0.12538426144117165,ETFk24d06,ETF,0.5,10.0,-0.0028624793691277572
C-REBASED/POS,REBASED/POS,0.7729505426144292,0.05050036371628441,-0.12538426144117254,ETFk24d06,ETF,0.5,10.0,-0.0009061573951071322
C-REBASED/NEG,REBASED/NEG,0.7740028775254404,0.05023334243712174,-0.1253842614411722,ETFk24d06,ETF,0.5,10.0,0.0001461775159040668
ORACLE-OOS,MOM/POS,0.7765809953449789,0.050689989174949934,-0.1253842614411721,ETFk24d06,ETF,0.5,10.0,0.002724295335442606
S0 do-nothing,-,0.6792821042817185,0.04395981345580546,-0.1278401001850331,ETFk24d06,ETF,0.5,25.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.6794978712234353,0.04399571797413704,-0.12784010018503245,ETFk24d06,ETF,0.5,25.0,0.00021576694171676625
RANDOM (same pool),R3/NEG,0.6747334613686765,0.04357251622088021,-0.12784010018503167,ETFk24d06,ETF,0.5,25.0,-0.0045486429130420225
C-MOM/POS,MOM/POS,0.6828297360185935,0.044172120243578084,-0.12784010018503233,ETFk24d06,ETF,0.5,25.0,0.003547631736875001
C-MOM/NEG,MOM/NEG,0.6523414844296882,0.0419720724083017,-0.12784010018503167,ETFk24d06,ETF,0.5,25.0,-0.026940619852030334
C-R3/POS,R3/POS,0.6709604372084804,0.04330401023414332,-0.12784010018503345,ETFk24d06,ETF,0.5,25.0,-0.008321667073238115
C-R3/NEG,R3/NEG,0.6747334613686765,0.04357251622088021,-0.12784010018503167,ETFk24d06,ETF,0.5,25.0,-0.0045486429130420225
C-REBASED/POS,REBASED/POS,0.6794978712234353,0.04399571797413704,-0.12784010018503245,ETFk24d06,ETF,0.5,25.0,0.00021576694171676625
C-REBASED/NEG,REBASED/NEG,0.6761474140062074,0.043476503260271526,-0.12784010018503256,ETFk24d06,ETF,0.5,25.0,-0.003134690275511165
ORACLE-OOS,MOM/POS,0.6828297360185935,0.044172120243578084,-0.12784010018503233,ETFk24d06,ETF,0.5,25.0,0.003547631736875001
S0 do-nothing,-,0.7738567000095363,0.050537552811490194,-0.1253842614411722,ETFk24d06,ETF,1.0,10.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.7861725739883128,0.051371609182988553,-0.12538426144117165,ETFk24d06,ETF,1.0,10.0,0.012315873978776426
RANDOM (same pool),REBASED/NEG,0.7647417128571581,0.04952590445106053,-0.12538426144117176,ETFk24d06,ETF,1.0,10.0,-0.00911498715237824
C-MOM/POS,MOM/POS,0.7672715596119886,0.05004953552583946,-0.12538426144117132,ETFk24d06,ETF,1.0,10.0,-0.006585140397547762
C-MOM/NEG,MOM/NEG,0.7478677607808812,0.04823645982481639,-0.1253842614411722,ETFk24d06,ETF,1.0,10.0,-0.025988939228655084
C-R3/POS,R3/POS,0.7667567071459089,0.04991418794803004,-0.12538426144117265,ETFk24d06,ETF,1.0,10.0,-0.007099992863627391
C-R3/NEG,R3/NEG,0.7518104998607017,0.048782653140990506,-0.12538426144117232,ETFk24d06,ETF,1.0,10.0,-0.022046200148834627
C-REBASED/POS,REBASED/POS,0.7861725739883128,0.051371609182988553,-0.12538426144117165,ETFk24d06,ETF,1.0,10.0,0.012315873978776426
C-REBASED/NEG,REBASED/NEG,0.7647417128571581,0.04952590445106053,-0.12538426144117176,ETFk24d06,ETF,1.0,10.0,-0.00911498715237824
ORACLE-OOS,REBASED/POS,0.7861725739883128,0.051371609182988553,-0.12538426144117165,ETFk24d06,ETF,1.0,10.0,0.012315873978776426
S0 do-nothing,-,0.6792821042817185,0.04395981345580546,-0.1278401001850331,ETFk24d06,ETF,1.0,25.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.6922467692961982,0.04483694541642724,-0.12784010018503256,ETFk24d06,ETF,1.0,25.0,0.012964665014479682
RANDOM (same pool),R3/POS,0.6686139842976265,0.04311348946754556,-0.127840100185032,ETFk24d06,ETF,1.0,25.0,-0.010668119984092006
C-MOM/POS,MOM/POS,0.6724951377021173,0.04346401802138056,-0.12784010018503156,ETFk24d06,ETF,1.0,25.0,-0.006786966579601206
C-MOM/NEG,MOM/NEG,0.6448980619297404,0.04116652185273728,-0.12837102347301999,ETFk24d06,ETF,1.0,25.0,-0.03438404235197812
C-R3/POS,R3/POS,0.6686139842976265,0.04311348946754556,-0.127840100185032,ETFk24d06,ETF,1.0,25.0,-0.010668119984092006
C-R3/NEG,R3/NEG,0.6516295278828638,0.041859733392199505,-0.1278401001850319,ETFk24d06,ETF,1.0,25.0,-0.027652576398854767
C-REBASED/POS,REBASED/POS,0.6922467692961982,0.04483694541642724,-0.12784010018503256,ETFk24d06,ETF,1.0,25.0,0.012964665014479682
C-REBASED/NEG,REBASED/NEG,0.6662138817364075,0.042738037443950105,-0.12784010018503256,ETFk24d06,ETF,1.0,25.0,-0.013068222545311037
ORACLE-OOS,REBASED/POS,0.6922467692961982,0.04483694541642724,-0.12784010018503256,ETFk24d06,ETF,1.0,25.0,0.012964665014479682
S0 do-nothing,-,0.7041124125958088,0.04365176563939732,-0.11846114508965966,ETFk24d07,ETF,0.2,10.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.700470567617585,0.043378400559809016,-0.1184611450896601,ETFk24d07,ETF,0.2,10.0,-0.0036418449782238405
RANDOM (same pool),R3/POS,0.7152316220051296,0.044348959676540955,-0.1184611450896591,ETFk24d07,ETF,0.2,10.0,0.011119209409320763
C-MOM/POS,MOM/POS,0.7142338853735792,0.04440454862143328,-0.11846114508966032,ETFk24d07,ETF,0.2,10.0,0.010121472777770424
C-MOM/NEG,MOM/NEG,0.700470567617585,0.043378400559809016,-0.1184611450896601,ETFk24d07,ETF,0.2,10.0,-0.0036418449782238405
C-R3/POS,R3/POS,0.7152316220051296,0.044348959676540955,-0.1184611450896591,ETFk24d07,ETF,0.2,10.0,0.011119209409320763
C-R3/NEG,R3/NEG,0.7126065486658879,0.0443595868973552,-0.11846114508966032,ETFk24d07,ETF,0.2,10.0,0.008494136070079095
C-REBASED/POS,REBASED/POS,0.7035889537336043,0.04378427071958946,-0.11846114508965966,ETFk24d07,ETF,0.2,10.0,-0.0005234588622045067
C-REBASED/NEG,REBASED/NEG,0.7204918903363992,0.04459279854418985,-0.11862823440975245,ETFk24d07,ETF,0.2,10.0,0.016379477740590342
ORACLE-OOS,REBASED/NEG,0.7204918903363992,0.04459279854418985,-0.11862823440975245,ETFk24d07,ETF,0.2,10.0,0.016379477740590342
S0 do-nothing,-,0.6045250169783521,0.03707901890944454,-0.12104041682419275,ETFk24d07,ETF,0.2,25.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.5999518458742171,0.03674811188759586,-0.12104041682419175,ETFk24d07,ETF,0.2,25.0,-0.004573171104135021
RANDOM (same pool),MOM/POS,0.6157388564383312,0.03788602859090884,-0.12104041682419175,ETFk24d07,ETF,0.2,25.0,0.011213839459979003
C-MOM/POS,MOM/POS,0.6157388564383312,0.03788602859090884,-0.12104041682419175,ETFk24d07,ETF,0.2,25.0,0.011213839459979003
C-MOM/NEG,MOM/NEG,0.5999518458742171,0.03674811188759586,-0.12104041682419175,ETFk24d07,ETF,0.2,25.0,-0.004573171104135021
C-R3/POS,R3/POS,0.61571322330964,0.037782802639998,-0.12104041682419175,ETFk24d07,ETF,0.2,25.0,0.011188206331287809
C-R3/NEG,R3/NEG,0.6154339199093003,0.03791433231933805,-0.12104041682419253,ETFk24d07,ETF,0.2,25.0,0.01090890293094815
C-REBASED/POS,REBASED/POS,0.6038899861356679,0.03717468310380201,-0.12104041682419253,ETFk24d07,ETF,0.2,25.0,-0.0006350308426842366
C-REBASED/NEG,REBASED/NEG,0.6191459021467473,0.037917758088924725,-0.12125679680169199,ETFk24d07,ETF,0.2,25.0,0.014620885168395104
ORACLE-OOS,REBASED/NEG,0.6191459021467473,0.037917758088924725,-0.12125679680169199,ETFk24d07,ETF,0.2,25.0,0.014620885168395104
S0 do-nothing,-,0.7041124125958088,0.04365176563939732,-0.11846114508965966,ETFk24d07,ETF,0.5,10.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.6570604653568949,0.040475002231366686,-0.11979384978253982,ETFk24d07,ETF,0.5,10.0,-0.04705194723891393
RANDOM (same pool),MOM/NEG,0.6570604653568949,0.040475002231366686,-0.11979384978253982,ETFk24d07,ETF,0.5,10.0,-0.04705194723891393
C-MOM/POS,MOM/POS,0.7152194394606424,0.04447627008901467,-0.11846114508965921,ETFk24d07,ETF,0.5,10.0,0.011107026864833558
C-MOM/NEG,MOM/NEG,0.6570604653568949,0.040475002231366686,-0.11979384978253982,ETFk24d07,ETF,0.5,10.0,-0.04705194723891393
C-R3/POS,R3/POS,0.7235865049384004,0.04473776015859188,-0.11304131625370051,ETFk24d07,ETF,0.5,10.0,0.019474092342591565
C-R3/NEG,R3/NEG,0.68532378033637,0.04250728618578714,-0.11885819004651621,ETFk24d07,ETF,0.5,10.0,-0.01878863225943883
C-REBASED/POS,REBASED/POS,0.7067148725141679,0.04401109265174452,-0.11846114508965955,ETFk24d07,ETF,0.5,10.0,0.002602459918359057
C-REBASED/NEG,REBASED/NEG,0.7018889982025749,0.04294461474907596,-0.11276061084813582,ETFk24d07,ETF,0.5,10.0,-0.0022234143932339245
ORACLE-OOS,R3/POS,0.7235865049384004,0.04473776015859188,-0.11304131625370051,ETFk24d07,ETF,0.5,10.0,0.019474092342591565
S0 do-nothing,-,0.6045250169783521,0.03707901890944454,-0.12104041682419275,ETFk24d07,ETF,0.5,25.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.5487768166081067,0.03336654675031281,-0.12246740794959543,ETFk24d07,ETF,0.5,25.0,-0.055748200370245415
RANDOM (same pool),REBASED/NEG,0.595761302558207,0.03604151604006933,-0.11535971610286089,ETFk24d07,ETF,0.5,25.0,-0.008763714420145119
C-MOM/POS,MOM/POS,0.6185037588356221,0.0380668390522807,-0.1210404168241912,ETFk24d07,ETF,0.5,25.0,0.013978741857269994
C-MOM/NEG,MOM/NEG,0.5487768166081067,0.03336654675031281,-0.12246740794959543,ETFk24d07,ETF,0.5,25.0,-0.055748200370245415
C-R3/POS,R3/POS,0.6214588486881646,0.03802579144773377,-0.11563963835989433,ETFk24d07,ETF,0.5,25.0,0.01693383170981244
C-R3/NEG,R3/NEG,0.5850808281044058,0.035883510847511735,-0.12153612225715005,ETFk24d07,ETF,0.5,25.0,-0.01944418887394639
C-REBASED/POS,REBASED/POS,0.609583761107677,0.0375684333630264,-0.12104041682419164,ETFk24d07,ETF,0.5,25.0,0.0050587441293248325
C-REBASED/NEG,REBASED/NEG,0.595761302558207,0.03604151604006933,-0.11535971610286089,ETFk24d07,ETF,0.5,25.0,-0.008763714420145119
ORACLE-OOS,R3/POS,0.6214588486881646,0.03802579144773377,-0.11563963835989433,ETFk24d07,ETF,0.5,25.0,0.01693383170981244
S0 do-nothing,-,0.7041124125958088,0.04365176563939732,-0.11846114508965966,ETFk24d07,ETF,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.6756530110431055,0.04126430238704715,-0.11666947661716798,ETFk24d07,ETF,1.0,10.0,-0.028459401552703323
RANDOM (same pool),MOM/NEG,0.6756530110431055,0.04126430238704715,-0.11666947661716798,ETFk24d07,ETF,1.0,10.0,-0.028459401552703323
C-MOM/POS,MOM/POS,0.7314361843721933,0.045472439198272374,-0.11328499870094055,ETFk24d07,ETF,1.0,10.0,0.027323771776384453
C-MOM/NEG,MOM/NEG,0.6756530110431055,0.04126430238704715,-0.11666947661716798,ETFk24d07,ETF,1.0,10.0,-0.028459401552703323
C-R3/POS,R3/POS,0.7263618354329968,0.044867975164853746,-0.11245939797915439,ETFk24d07,ETF,1.0,10.0,0.022249422837188004
C-R3/NEG,R3/NEG,0.6994656475836205,0.042893520286825915,-0.1122448595083787,ETFk24d07,ETF,1.0,10.0,-0.004646765012188303
C-REBASED/POS,REBASED/POS,0.7085859492322293,0.04413077914150865,-0.11846114508965988,ETFk24d07,ETF,1.0,10.0,0.004473536636420472
C-REBASED/NEG,REBASED/NEG,0.7309796999495796,0.04466485627493766,-0.10884543687830839,ETFk24d07,ETF,1.0,10.0,0.026867287353770752
ORACLE-OOS,MOM/POS,0.7314361843721933,0.045472439198272374,-0.11328499870094055,ETFk24d07,ETF,1.0,10.0,0.027323771776384453
S0 do-nothing,-,0.6045250169783521,0.03707901890944454,-0.12104041682419275,ETFk24d07,ETF,1.0,25.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.5629354914048403,0.033941804484180826,-0.12066891786112643,ETFk24d07,ETF,1.0,25.0,-0.04158952557351181
RANDOM (same pool),MOM/NEG,0.5629354914048403,0.033941804484180826,-0.12066891786112643,ETFk24d07,ETF,1.0,25.0,-0.04158952557351181
C-MOM/POS,MOM/POS,0.6354209142457807,0.039117450224092076,-0.11587861759934914,ETFk24d07,ETF,1.0,25.0,0.030895897267428585
C-MOM/NEG,MOM/NEG,0.5629354914048403,0.033941804484180826,-0.12066891786112643,ETFk24d07,ETF,1.0,25.0,-0.04158952557351181
C-R3/POS,R3/POS,0.6234018876800386,0.03810742455203209,-0.11495954835659372,ETFk24d07,ETF,1.0,25.0,0.01887687070168642
C-R3/NEG,R3/NEG,0.5884514016917626,0.03565820687271248,-0.11494871633286985,ETFk24d07,ETF,1.0,25.0,-0.01607361528658957
C-REBASED/POS,REBASED/POS,0.6097851097842489,0.03758007169231581,-0.12104041682419209,ETFk24d07,ETF,1.0,25.0,0.005260092805896788
C-REBASED/NEG,REBASED/NEG,0.6261414555536694,0.037860157460605004,-0.1113537342587253,ETFk24d07,ETF,1.0,25.0,0.021616438575317254
ORACLE-OOS,MOM/POS,0.6354209142457807,0.039117450224092076,-0.11587861759934914,ETFk24d07,ETF,1.0,25.0,0.030895897267428585
S0 do-nothing,-,0.8155421893801628,0.05649575567115406,-0.11947025732245531,ETFk24d08,ETF,0.2,10.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,0.823947603848959,0.05732151791066076,-0.11947025732245531,ETFk24d08,ETF,0.2,10.0,0.00840541446879628
RANDOM (same pool),R3/POS,0.8072002847174512,0.055859256364597654,-0.11947025732245564,ETFk24d08,ETF,0.2,10.0,-0.008341904662711563
C-MOM/POS,MOM/POS,0.8166784621591728,0.056632632136630834,-0.11947025732245553,ETFk24d08,ETF,0.2,10.0,0.0011362727790100724
C-MOM/NEG,MOM/NEG,0.8126820215900815,0.05633186121492417,-0.11947025732245575,ETFk24d08,ETF,0.2,10.0,-0.0028601677900812472
C-R3/POS,R3/POS,0.8072002847174512,0.055859256364597654,-0.11947025732245564,ETFk24d08,ETF,0.2,10.0,-0.008341904662711563
C-R3/NEG,R3/NEG,0.823947603848959,0.05732151791066076,-0.11947025732245531,ETFk24d08,ETF,0.2,10.0,0.00840541446879628
C-REBASED/POS,REBASED/POS,0.813475080597804,0.056434828882359955,-0.11947025732245575,ETFk24d08,ETF,0.2,10.0,-0.0020671087823587175
C-REBASED/NEG,REBASED/NEG,0.8124553714030857,0.0562021370881165,-0.11947025732245575,ETFk24d08,ETF,0.2,10.0,-0.0030868179770771054
ORACLE-OOS,R3/NEG,0.823947603848959,0.05732151791066076,-0.11947025732245531,ETFk24d08,ETF,0.2,10.0,0.00840541446879628
S0 do-nothing,-,0.7248352957911318,0.049771325241400266,-0.12282413788234925,ETFk24d08,ETF,0.2,25.0,0.0
S2LF IS-argmax (leak-free),R3/NEG,0.73484592504818,0.05068778530374485,-0.12376704009477135,ETFk24d08,ETF,0.2,25.0,0.01001062925704821
RANDOM (same pool),MOM/NEG,0.7208540996632081,0.049522337112304804,-0.1228241378823487,ETFk24d08,ETF,0.2,25.0,-0.003981196127923692
C-MOM/POS,MOM/POS,0.7273350491345835,0.05000433739721588,-0.1228241378823487,ETFk24d08,ETF,0.2,25.0,0.0024997533434516495
C-MOM/NEG,MOM/NEG,0.7208540996632081,0.049522337112304804,-0.1228241378823487,ETFk24d08,ETF,0.2,25.0,-0.003981196127923692
C-R3/POS,R3/POS,0.715944021481062,0.04910194179825211,-0.12282413788235058,ETFk24d08,ETF,0.2,25.0,-0.008891274310069863
C-R3/NEG,R3/NEG,0.73484592504818,0.05068778530374485,-0.12376704009477135,ETFk24d08,ETF,0.2,25.0,0.01001062925704821
C-REBASED/POS,REBASED/POS,0.7224985943682111,0.04967432289224427,-0.12348909806566954,ETFk24d08,ETF,0.2,25.0,-0.0023367014229207506
C-REBASED/NEG,REBASED/NEG,0.721099597604602,0.0494424760587977,-0.12282413788234836,ETFk24d08,ETF,0.2,25.0,-0.0037356981865298566
ORACLE-OOS,R3/NEG,0.73484592504818,0.05068778530374485,-0.12376704009477135,ETFk24d08,ETF,0.2,25.0,0.01001062925704821
S0 do-nothing,-,0.8155421893801628,0.05649575567115406,-0.11947025732245531,ETFk24d08,ETF,0.5,10.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.8207799075367364,0.057078170989601995,-0.11947025732245542,ETFk24d08,ETF,0.5,10.0,0.00523771815657359
RANDOM (same pool),MOM/NEG,0.7715300243513564,0.05301053936134448,-0.12007570619181673,ETFk24d08,ETF,0.5,10.0,-0.04401216502880634
C-MOM/POS,MOM/POS,0.8263442189592421,0.05740136674795804,-0.11947025732245553,ETFk24d08,ETF,0.5,10.0,0.010802029579079386
C-MOM/NEG,MOM/NEG,0.7715300243513564,0.05301053936134448,-0.12007570619181673,ETFk24d08,ETF,0.5,10.0,-0.04401216502880634
C-R3/POS,R3/POS,0.812872533633805,0.05621811761463169,-0.11947025732245564,ETFk24d08,ETF,0.5,10.0,-0.002669655746357802
C-R3/NEG,R3/NEG,0.811370375068293,0.05616140145642623,-0.11973243469485617,ETFk24d08,ETF,0.5,10.0,-0.004171814311869748
C-REBASED/POS,REBASED/POS,0.8207799075367364,0.057078170989601995,-0.11947025732245542,ETFk24d08,ETF,0.5,10.0,0.00523771815657359
C-REBASED/NEG,REBASED/NEG,0.8131101969527075,0.05581140401906426,-0.11947025732245575,ETFk24d08,ETF,0.5,10.0,-0.0024319924274552873
ORACLE-OOS,MOM/POS,0.8263442189592421,0.05740136674795804,-0.11947025732245553,ETFk24d08,ETF,0.5,10.0,0.010802029579079386
S0 do-nothing,-,0.7248352957911318,0.049771325241400266,-0.12282413788234925,ETFk24d08,ETF,0.5,25.0,0.0
S2LF IS-argmax (leak-free),REBASED/POS,0.7319831462944193,0.0504694007029145,-0.12376704009477202,ETFk24d08,ETF,0.5,25.0,0.007147850503287478
RANDOM (same pool),R3/NEG,0.7198005168808826,0.04937955427770624,-0.12376704009477091,ETFk24d08,ETF,0.5,25.0,-0.005034778910249171
C-MOM/POS,MOM/POS,0.7361497955943102,0.05070491670440158,-0.12348909806566921,ETFk24d08,ETF,0.5,25.0,0.011314499803178335
C-MOM/NEG,MOM/NEG,0.6731405993335827,0.04577997316985116,-0.12384153702740508,ETFk24d08,ETF,0.5,25.0,-0.051694696457549094
C-R3/POS,R3/POS,0.7211597787302156,0.04943382940330099,-0.12282413788234914,ETFk24d08,ETF,0.5,25.0,-0.003675517060916178
C-R3/NEG,R3/NEG,0.7198005168808826,0.04937955427770624,-0.12376704009477091,ETFk24d08,ETF,0.5,25.0,-0.005034778910249171
C-REBASED/POS,REBASED/POS,0.7319831462944193,0.0504694007029145,-0.12376704009477202,ETFk24d08,ETF,0.5,25.0,0.007147850503287478
C-REBASED/NEG,REBASED/NEG,0.7191393996154146,0.04891957143867631,-0.12282413788234892,ETFk24d08,ETF,0.5,25.0,-0.005695896175717197
ORACLE-OOS,MOM/POS,0.7361497955943102,0.05070491670440158,-0.12348909806566921,ETFk24d08,ETF,0.5,25.0,0.011314499803178335
S0 do-nothing,-,0.8155421893801628,0.05649575567115406,-0.11947025732245531,ETFk24d08,ETF,1.0,10.0,0.0
S2LF IS-argmax (leak-free),MOM/NEG,0.8400717257280088,0.05701687014961876,-0.11655903045806815,ETFk24d08,ETF,1.0,10.0,0.024529536347846048
RANDOM (same pool),REBASED/POS,0.8330869553423995,0.05790222430416936,-0.11947025732245542,ETFk24d08,ETF,1.0,10.0,0.017544765962236752
C-MOM/POS,MOM/POS,0.8228120600950968,0.05714271979501917,-0.11947025732245575,ETFk24d08,ETF,1.0,10.0,0.0072698707149340125
C-MOM/NEG,MOM/NEG,0.8400717257280088,0.05701687014961876,-0.11655903045806815,ETFk24d08,ETF,1.0,10.0,0.024529536347846048
C-R3/POS,R3/POS,0.8114770164516043,0.05602668629531182,-0.11947025732245542,ETFk24d08,ETF,1.0,10.0,-0.004065172928558458
C-R3/NEG,R3/NEG,0.833454426560297,0.05718338233718989,-0.1140718474822171,ETFk24d08,ETF,1.0,10.0,0.01791223718013424
C-REBASED/POS,REBASED/POS,0.8330869553423995,0.05790222430416936,-0.11947025732245542,ETFk24d08,ETF,1.0,10.0,0.017544765962236752
C-REBASED/NEG,REBASED/NEG,0.8265347104319098,0.05649716145481021,-0.11465090846284098,ETFk24d08,ETF,1.0,10.0,0.010992521051747084
