panel,anchor,ladder,K,chooser,pick,reach,P_boot,pick_OOS,anchor_OOS,delta,mean_OOS,rank_IS_OOS,spy_OOS
B135,A,H,8,C_ISDD,10,0,0.012,0.8429849544670711,1.0102419886913445,-0.1672570342242734,0.9529189894172941,0.023809523809523808,0.8769078511614361
B135,A,GROSS,2,C_ISSHARPE,0.75,1,0.957,1.0102419886913445,1.0102419886913445,0.0,1.009773578284788,,0.8769078511614361
B135,A,GROSS,2,C_ISCAGR,0.75,1,0.999,1.0102419886913445,1.0102419886913445,0.0,1.009773578284788,,0.8769078511614361
B135,A,GROSS,2,C_ISDD,0.65,0,0.0,1.0093051678782317,1.0102419886913445,-0.0009368208131128597,1.009773578284788,,0.8769078511614361
B135,A,GROSS,3,C_ISSHARPE,0.85,0,0.014,1.0111294788319667,1.0102419886913445,0.0008874901406221714,1.0102255451338475,1.0,0.8769078511614361
B135,A,GROSS,3,C_ISCAGR,0.85,0,0.0,1.0111294788319667,1.0102419886913445,0.0008874901406221714,1.0102255451338475,1.0,0.8769078511614361
B135,A,GROSS,3,C_ISDD,0.65,0,0.0,1.0093051678782317,1.0102419886913445,-0.0009368208131128597,1.0102255451338475,1.0,0.8769078511614361
B135,A,GROSS,4,C_ISSHARPE,0.85,0,0.012,1.0111294788319667,1.0102419886913445,0.0008874901406221714,1.0097502204185516,0.9999999999999998,0.8769078511614361
B135,A,GROSS,4,C_ISCAGR,0.85,0,0.0,1.0111294788319667,1.0102419886913445,0.0008874901406221714,1.0097502204185516,0.9999999999999998,0.8769078511614361
B135,A,GROSS,4,C_ISDD,0.55,0,0.0,1.0083242462726631,1.0102419886913445,-0.0019177424186813674,1.0097502204185516,0.9999999999999998,0.8769078511614361
B135,A,GROSS,6,C_ISSHARPE,1.0,0,0.012,1.0123692007023095,1.0102419886913445,0.002127212010964996,1.0097791041335127,1.0,0.8769078511614361
B135,A,GROSS,6,C_ISCAGR,1.0,0,0.0,1.0123692007023095,1.0102419886913445,0.002127212010964996,1.0097791041335127,1.0,0.8769078511614361
B135,A,GROSS,6,C_ISDD,0.45,0,0.0,1.0073045424245601,1.0102419886913445,-0.0029374462667843826,1.0097791041335127,1.0,0.8769078511614361
B135,A,GROSS,8,C_ISSHARPE,1.0,0,0.012,1.0123692007023095,1.0102419886913445,0.002127212010964996,1.0087596059943398,1.0,0.8769078511614361
B135,A,GROSS,8,C_ISCAGR,1.0,0,0.0,1.0123692007023095,1.0102419886913445,0.002127212010964996,1.0087596059943398,1.0,0.8769078511614361
B135,A,GROSS,8,C_ISDD,0.25,0,0.0,1.0051552694308088,1.0102419886913445,-0.005086719260535721,1.0087596059943398,1.0,0.8769078511614361
B135,A,CADENCE,2,C_ISSHARPE,W,1,0.556,1.0102419886913445,1.0102419886913445,0.0,0.9813282872698174,,0.8769078511614361
B135,A,CADENCE,2,C_ISCAGR,W,1,0.488,1.0102419886913445,1.0102419886913445,0.0,0.9813282872698174,,0.8769078511614361
B135,A,CADENCE,2,C_ISDD,D,0,0.16,0.9524145858482902,1.0102419886913445,-0.05782740284305432,0.9813282872698174,,0.8769078511614361
B135,A,CADENCE,3,C_ISSHARPE,W,1,0.476,1.0102419886913445,1.0102419886913445,0.0,1.0079625671272174,-0.5,0.8769078511614361
B135,A,CADENCE,3,C_ISCAGR,W,1,0.423,1.0102419886913445,1.0102419886913445,0.0,1.0079625671272174,-0.5,0.8769078511614361
B135,A,CADENCE,3,C_ISDD,D,0,0.041,0.9524145858482902,1.0102419886913445,-0.05782740284305432,1.0079625671272174,-0.5,0.8769078511614361
B135,A,CADENCE,4,C_ISSHARPE,W,1,0.342,1.0102419886913445,1.0102419886913445,0.0,1.0223952089476078,-0.7999999999999998,0.8769078511614361
B135,A,CADENCE,4,C_ISCAGR,W,1,0.332,1.0102419886913445,1.0102419886913445,0.0,1.0223952089476078,-0.7999999999999998,0.8769078511614361
B135,A,CADENCE,4,C_ISDD,D,0,0.043,0.9524145858482902,1.0102419886913445,-0.05782740284305432,1.0223952089476078,-0.7999999999999998,0.8769078511614361
B135,A,CADENCE,6,C_ISSHARPE,2M,0,0.162,1.0716310816829844,1.0102419886913445,0.06138909299163986,1.0226588096744098,0.3142857142857143,0.8769078511614361
B135,A,CADENCE,6,C_ISCAGR,2M,0,0.157,1.0716310816829844,1.0102419886913445,0.06138909299163986,1.0226588096744098,0.3142857142857143,0.8769078511614361
B135,A,CADENCE,6,C_ISDD,D,0,0.037,0.9524145858482902,1.0102419886913445,-0.05782740284305432,1.0226588096744098,0.3142857142857143,0.8769078511614361
