[b] PREMISE AUDIT — idea 133's published grid, re-derived here (the queue's two rows)
panel  book       arm   cost  CAGR  Sharpe  MaxDD  OOS_Sharpe  OOS_MaxDD  gross  m_CAGR  floor_only  pass4b
  u56 S3-50  vol60-dg 10.000 0.086   1.196 -0.092       1.199     -0.092  0.731  -0.021        True   False
  u56 S3-50  vol60-dg 25.000 0.072   1.010 -0.093       1.029     -0.093  0.731  -0.035        True   False
  u56 S3-50 ebud-0.10 10.000 0.099   1.291 -0.111       1.277     -0.111  0.730  -0.007        True   False
  u56 S3-50 ebud-0.10 25.000 0.087   1.136 -0.112       1.136     -0.112  0.730  -0.020        True   False
  u56 S4-50  vol60-dg 10.000 0.088   1.177 -0.099       1.227     -0.099  0.731  -0.019        True   False
  u56 S4-50  vol60-dg 25.000 0.074   0.997 -0.100       1.060     -0.100  0.731  -0.033        True   False
  u56 S4-50 ebud-0.10 10.000 0.101   1.264 -0.118       1.298     -0.118  0.732  -0.005        True   False
  u56 S4-50 ebud-0.10 25.000 0.088   1.113 -0.119       1.158     -0.119  0.732  -0.018        True   False
broad S3-50  vol60-dg 10.000 0.083   1.039 -0.101       0.964     -0.101  0.728  -0.024        True   False
broad S3-50  vol60-dg 25.000 0.065   0.831 -0.102       0.768     -0.102  0.728  -0.041       False   False
broad S3-50 ebud-0.10 10.000 0.095   1.138 -0.119       1.019     -0.119  0.708  -0.011        True   False
broad S3-50 ebud-0.10 25.000 0.081   0.972 -0.120       0.866     -0.120  0.708  -0.026       False   False
broad S4-50  vol60-dg 10.000 0.085   1.029 -0.108       1.002     -0.108  0.728  -0.022        True   False
broad S4-50  vol60-dg 25.000 0.067   0.825 -0.109       0.807     -0.109  0.728  -0.040       False   False
broad S4-50 ebud-0.10 10.000 0.096   1.108 -0.128       1.035     -0.128  0.709  -0.011        True   False
broad S4-50 ebud-0.10 25.000 0.081   0.945 -0.129       0.883     -0.129  0.709  -0.026       False   False
    NOTE: the queue's label 'SLV50' is not a book name in that file; the f=0.50 sleeve
    books there are S3-50 and S4-50.  The queue's 8.7%/1.292/-13.6% headline is closest
    to u56/S3-50/ebud-0.10 @10bps (9.94%/1.291/-11.1%, OOS 1.277); nothing below
    depends on resolving the label — this run re-derives every f=0.50 row itself.
    idea 133 sleeve rows in the 4b-defensive class: 101; CAGR-floor shortfall (m_CAGR) min -4.10 median -1.29 max -0.06 pp/yr — the queue's '2.0-3.0 pp/yr' is the tail, not the median.

[panel] u56: 56 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: MaxDD <= 20.23%, CAGR >= 10.66%
[a] engine-equivalence over 13 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] broad: 136 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: MaxDD <= 20.23%, CAGR >= 10.66%
[a] engine-equivalence over 13 ungated books: max|diff| = 0.000e+00 (EXACT)

[c] reproduction of idea 133's f=0.50 sleeve rows: 136 matched, max|diff| CAGR 9.71e-17 Sharpe 2.22e-16 MaxDD 9.71e-17 OOS_Sharpe 2.22e-16 gross 0.00e+00  EXACT
  u56  S3-5 ddctl-8/.5/recover 10.000     0.114       1.031     -0.160     0.155       0.882     -0.337   True        -
  u56  S3-5          ebud-0.10 10.000     0.160       1.194     -0.199     0.155       0.882     -0.337   True        -
  u56  S3-5          ebud-0.10 25.000     0.145       1.100     -0.200     0.155       0.882     -0.337   True        -
  u56 S3-10            control 10.000     0.154       1.174     -0.202     0.155       0.882     -0.337   True        -
  u56 S3-10            g200-dg 10.000     0.144       1.170     -0.182     0.155       0.882     -0.337   True        -
  u56 S3-10            g200-dg 25.000     0.129       1.062     -0.183     0.155       0.882     -0.337   True        -
  u56 S3-10            g200-rw 10.000     0.149       1.148     -0.194     0.155       0.882     -0.337   True        -
  u56 S3-10            g200-rw 25.000     0.132       1.032     -0.196     0.155       0.882     -0.337   True        -
  u56 S3-10           band3-dg 10.000     0.147       1.189     -0.183     0.155       0.882     -0.337   True        -
  u56 S3-10           band3-dg 25.000     0.133       1.087     -0.184     0.155       0.882     -0.337   True        -
  u56 S3-10           band3-rw 10.000     0.154       1.184     -0.194     0.155       0.882     -0.337   True        -
  u56 S3-10           band3-rw 25.000     0.139       1.079     -0.196     0.155       0.882     -0.337   True        -
  u56 S3-10           abs12-dg 10.000     0.141       1.127     -0.202     0.155       0.882     -0.337   True        -
  u56 S3-10           vol60-dg 10.000     0.128       1.137     -0.155     0.155       0.882     -0.337   True        -
  u56 S3-10           vol60-rw 10.000     0.141       1.183     -0.177     0.155       0.882     -0.337   True        -
  u56 S3-10           vol60-rw 25.000     0.124       1.061     -0.179     0.155       0.882     -0.337   True        -
  u56 S3-10          v1gate-dg 10.000     0.122       1.132     -0.153     0.155       0.882     -0.337   True        -
  u56 S3-10          v1gate-rw 10.000     0.136       1.147     -0.169     0.155       0.882     -0.337   True        -
  u56 S3-10 ddctl-8/.5/recover 10.000     0.110       1.023     -0.150     0.155       0.882     -0.337   True        -
  u56 S3-10          ebud-0.10 10.000     0.154       1.204     -0.188     0.155       0.882     -0.337   True        -
  u56 S3-10          ebud-0.10 25.000     0.140       1.105     -0.188     0.155       0.882     -0.337   True        -
  u56 S3-10          ebud-0.20 10.000     0.154       1.174     -0.202     0.155       0.882     -0.337   True        -
  u56 S3-15            control 10.000     0.148       1.183     -0.191     0.155       0.882     -0.337   True        -
  u56 S3-15            control 25.000     0.133       1.076     -0.192     0.155       0.882     -0.337   True        -
  u56 S3-15            g200-dg 10.000     0.138       1.175     -0.173     0.155       0.882     -0.337   True        -
  u56 S3-15            g200-dg 25.000     0.124       1.063     -0.175     0.155       0.882     -0.337   True        -
  u56 S3-15            g200-rw 10.000     0.145       1.161     -0.185     0.155       0.882     -0.337   True        -
  u56 S3-15            g200-rw 25.000     0.128       1.041     -0.187     0.155       0.882     -0.337   True        -
  u56 S3-15           band3-dg 10.000     0.142       1.196     -0.173     0.155       0.882     -0.337   True        -
  u56 S3-15           band3-dg 25.000     0.128       1.092     -0.175     0.155       0.882     -0.337   True        -
  u56 S3-15           band3-rw 10.000     0.150       1.200     -0.183     0.155       0.882     -0.337   True        -
  u56 S3-15           band3-rw 25.000     0.135       1.092     -0.185     0.155       0.882     -0.337   True        -
  u56 S3-15           abs12-dg 10.000     0.135       1.133     -0.190     0.155       0.882     -0.337   True        -
  u56 S3-15           abs12-dg 25.000     0.121       1.027     -0.191     0.155       0.882     -0.337   True        -
  u56 S3-15           abs12-rw 10.000     0.144       1.141     -0.194     0.155       0.882     -0.337   True        -
  u56 S3-15           abs12-rw 25.000     0.128       1.028     -0.196     0.155       0.882     -0.337   True        -
  u56 S3-15           vol60-dg 10.000     0.123       1.146     -0.147     0.155       0.882     -0.337   True        -
  u56 S3-15           vol60-rw 10.000     0.135       1.191     -0.168     0.155       0.882     -0.337   True        -
  u56 S3-15           vol60-rw 25.000     0.119       1.066     -0.170     0.155       0.882     -0.337   True        -
  u56 S3-15          v1gate-dg 10.000     0.117       1.137     -0.145     0.155       0.882     -0.337   True        -
  u56 S3-15          v1gate-rw 10.000     0.131       1.155     -0.162     0.155       0.882     -0.337   True        -
  u56 S3-15             stop15 10.000     0.134       1.131     -0.200     0.155       0.882     -0.337   True        -
  u56 S3-15          ebud-0.10 10.000     0.148       1.213     -0.177     0.155       0.882     -0.337   True        -
  u56 S3-15          ebud-0.10 25.000     0.134       1.111     -0.178     0.155       0.882     -0.337   True        -
  u56 S3-15          ebud-0.20 10.000     0.148       1.183     -0.191     0.155       0.882     -0.337   True        -
  u56 S3-15          ebud-0.20 25.000     0.133       1.076     -0.192     0.155       0.882     -0.337   True        -
  u56 S3-20            control 10.000     0.142       1.193     -0.181     0.155       0.882     -0.337   True        -
  u56 S3-20            control 25.000     0.127       1.082     -0.182     0.155       0.882     -0.337   True        -
  u56 S3-20            g200-dg 10.000     0.132       1.179     -0.165     0.155       0.882     -0.337   True        -
  u56 S3-20            g200-dg 25.000     0.118       1.064     -0.166     0.155       0.882     -0.337   True        -
  u56 S3-20            g200-rw 10.000     0.140       1.173     -0.177     0.155       0.882     -0.337   True        -
  u56 S3-20            g200-rw 25.000     0.124       1.049     -0.178     0.155       0.882     -0.337   True        -
  u56 S3-20           band3-dg 10.000     0.136       1.203     -0.164     0.155       0.882     -0.337   True        -
  u56 S3-20           band3-dg 25.000     0.122       1.095     -0.166     0.155       0.882     -0.337   True        -
  u56 S3-20           band3-rw 10.000     0.146       1.216     -0.173     0.155       0.882     -0.337   True        -
  u56 S3-20           band3-rw 25.000     0.131       1.105     -0.175     0.155       0.882     -0.337   True        -
  u56 S3-20           abs12-dg 10.000     0.129       1.139     -0.179     0.155       0.882     -0.337   True        -
  u56 S3-20           abs12-rw 10.000     0.140       1.151     -0.182     0.155       0.882     -0.337   True        -
  u56 S3-20           abs12-rw 25.000     0.124       1.033     -0.184     0.155       0.882     -0.337   True        -
  u56 S3-20           vol60-dg 10.000     0.118       1.156     -0.139     0.155       0.882     -0.337   True        -
  u56 S3-20           vol60-rw 10.000     0.130       1.199     -0.158     0.155       0.882     -0.337   True        -
  u56 S3-20          v1gate-rw 10.000     0.127       1.162     -0.156     0.155       0.882     -0.337   True        -
  u56 S3-20             stop15 10.000     0.129       1.140     -0.189     0.155       0.882     -0.337   True        -
  u56 S3-20             stop15 25.000     0.112       1.005     -0.192     0.155       0.882     -0.337   True        -
  u56 S3-20             stop25 10.000     0.139       1.181     -0.197     0.155       0.882     -0.337   True        -
  u56 S3-20             stop25 25.000     0.124       1.065     -0.199     0.155       0.882     -0.337   True        -
  u56 S3-20 ddctl-8/.5/recover 10.000     0.108       1.059     -0.133     0.155       0.882     -0.337  False     CAGR
  u56 S3-20          ebud-0.10 10.000     0.142       1.223     -0.167     0.155       0.882     -0.337   True        -
  u56 S3-20          ebud-0.10 25.000     0.128       1.116     -0.168     0.155       0.882     -0.337   True        -
  u56 S3-20          ebud-0.20 10.000     0.142       1.192     -0.181     0.155       0.882     -0.337   True        -
  u56 S3-20          ebud-0.20 25.000     0.127       1.081     -0.182     0.155       0.882     -0.337   True        -
  u56 S3-25            control 10.000     0.136       1.202     -0.171     0.155       0.882     -0.337   True        -
  u56 S3-25            control 25.000     0.121       1.086     -0.172     0.155       0.882     -0.337   True        -
  u56 S3-25            g200-dg 10.000     0.126       1.183     -0.157     0.155       0.882     -0.337   True        -
  u56 S3-25            g200-rw 10.000     0.135       1.185     -0.168     0.155       0.882     -0.337   True        -
  u56 S3-25            g200-rw 25.000     0.119       1.056     -0.170     0.155       0.882     -0.337   True        -
  u56 S3-25           band3-dg 10.000     0.130       1.209     -0.155     0.155       0.882     -0.337   True        -
  u56 S3-25           band3-rw 10.000     0.141       1.231     -0.163     0.155       0.882     -0.337   True        -
  u56 S3-25           band3-rw 25.000     0.127       1.117     -0.165     0.155       0.882     -0.337   True        -
  u56 S3-25           abs12-dg 10.000     0.123       1.144     -0.169     0.155       0.882     -0.337   True        -
  u56 S3-25           abs12-rw 10.000     0.135       1.161     -0.171     0.155       0.882     -0.337   True        -
  u56 S3-25           vol60-dg 10.000     0.114       1.165     -0.131     0.155       0.882     -0.337   True        -
  u56 S3-25           vol60-rw 10.000     0.124       1.207     -0.149     0.155       0.882     -0.337   True        -
  u56 S3-25          v1gate-rw 10.000     0.123       1.169     -0.149     0.155       0.882     -0.337   True        -
  u56 S3-25             stop15 10.000     0.124       1.149     -0.178     0.155       0.882     -0.337   True        -
  u56 S3-25             stop25 10.000     0.133       1.191     -0.186     0.155       0.882     -0.337   True        -
  u56 S3-25             stop25 25.000     0.118       1.070     -0.188     0.155       0.882     -0.337   True        -
  u56 S3-25          ebud-0.10 10.000     0.136       1.233     -0.157     0.155       0.882     -0.337   True        -
  u56 S3-25          ebud-0.10 25.000     0.123       1.122     -0.158     0.155       0.882     -0.337   True        -
  u56 S3-25          ebud-0.20 10.000     0.136       1.201     -0.171     0.155       0.882     -0.337   True        -
  u56 S3-25          ebud-0.20 25.000     0.121       1.086     -0.172     0.155       0.882     -0.337   True        -
  u56 S3-50           band3-rw 10.000     0.117       1.289     -0.116     0.155       0.882     -0.337   True        -
  u56  S4-5            g200-dg 10.000     0.151       1.166     -0.191     0.155       0.882     -0.337   True        -
  u56  S4-5            g200-dg 25.000     0.135       1.061     -0.193     0.155       0.882     -0.337   True        -
  u56  S4-5           band3-dg 10.000     0.154       1.183     -0.193     0.155       0.882     -0.337   True        -
  u56  S4-5           band3-dg 25.000     0.139       1.084     -0.195     0.155       0.882     -0.337   True        -
  u56  S4-5           vol60-dg 10.000     0.133       1.128     -0.164     0.155       0.882     -0.337   True        -
  u56  S4-5           vol60-dg 25.000     0.117       1.008     -0.165     0.155       0.882     -0.337   True        -
  u56  S4-5           vol60-rw 10.000     0.146       1.176     -0.188     0.155       0.882     -0.337   True        -
  u56  S4-5           vol60-rw 25.000     0.130       1.057     -0.190     0.155       0.882     -0.337   True        -
  u56  S4-5          v1gate-dg 10.000     0.127       1.128     -0.162     0.155       0.882     -0.337   True        -
  u56  S4-5          v1gate-rw 10.000     0.141       1.139     -0.177     0.155       0.882     -0.337   True        -
  u56  S4-5 ddctl-8/.5/recover 10.000     0.114       1.034     -0.161     0.155       0.882     -0.337   True        -
  u56  S4-5          ebud-0.10 10.000     0.160       1.195     -0.200     0.155       0.882     -0.337   True        -
  u56  S4-5          ebud-0.10 25.000     0.146       1.101     -0.201     0.155       0.882     -0.337   True        -
  u56 S4-10            g200-dg 10.000     0.145       1.174     -0.183     0.155       0.882     -0.337   True        -
  u56 S4-10            g200-dg 25.000     0.130       1.066     -0.185     0.155       0.882     -0.337   True        -
  u56 S4-10            g200-rw 10.000     0.150       1.149     -0.197     0.155       0.882     -0.337   True        -
  u56 S4-10            g200-rw 25.000     0.133       1.034     -0.199     0.155       0.882     -0.337   True        -
  u56 S4-10           band3-dg 10.000     0.149       1.193     -0.185     0.155       0.882     -0.337   True        -
  u56 S4-10           band3-dg 25.000     0.134       1.091     -0.186     0.155       0.882     -0.337   True        -
  u56 S4-10           band3-rw 10.000     0.155       1.184     -0.197     0.155       0.882     -0.337   True        -
  u56 S4-10           band3-rw 25.000     0.140       1.079     -0.199     0.155       0.882     -0.337   True        -
  u56 S4-10           vol60-dg 10.000     0.129       1.139     -0.157     0.155       0.882     -0.337   True        -
  u56 S4-10           vol60-rw 10.000     0.142       1.185     -0.179     0.155       0.882     -0.337   True        -
  u56 S4-10           vol60-rw 25.000     0.125       1.063     -0.182     0.155       0.882     -0.337   True        -
  u56 S4-10          v1gate-dg 10.000     0.123       1.136     -0.154     0.155       0.882     -0.337   True        -
  u56 S4-10          v1gate-rw 10.000     0.137       1.148     -0.171     0.155       0.882     -0.337   True        -
  u56 S4-10 ddctl-8/.5/recover 10.000     0.111       1.026     -0.153     0.155       0.882     -0.337   True        -
  u56 S4-10          ebud-0.10 10.000     0.155       1.206     -0.190     0.155       0.882     -0.337   True        -
  u56 S4-10          ebud-0.10 25.000     0.141       1.108     -0.191     0.155       0.882     -0.337   True        -
  u56 S4-15            control 10.000     0.150       1.187     -0.195     0.155       0.882     -0.337   True        -
  u56 S4-15            control 25.000     0.135       1.081     -0.196     0.155       0.882     -0.337   True        -
  u56 S4-15            g200-dg 10.000     0.140       1.181     -0.175     0.155       0.882     -0.337   True        -
  u56 S4-15            g200-dg 25.000     0.125       1.070     -0.177     0.155       0.882     -0.337   True        -
  u56 S4-15            g200-rw 10.000     0.146       1.164     -0.189     0.155       0.882     -0.337   True        -
  u56 S4-15            g200-rw 25.000     0.130       1.045     -0.191     0.155       0.882     -0.337   True        -
  u56 S4-15           band3-dg 10.000     0.143       1.202     -0.176     0.155       0.882     -0.337   True        -
  u56 S4-15           band3-dg 25.000     0.130       1.098     -0.178     0.155       0.882     -0.337   True        -
  u56 S4-15           band3-rw 10.000     0.152       1.201     -0.188     0.155       0.882     -0.337   True        -
  u56 S4-15           band3-rw 25.000     0.136       1.094     -0.189     0.155       0.882     -0.337   True        -
  u56 S4-15           abs12-dg 10.000     0.137       1.140     -0.194     0.155       0.882     -0.337   True        -
  u56 S4-15           abs12-dg 25.000     0.123       1.034     -0.195     0.155       0.882     -0.337   True        -
  u56 S4-15           abs12-rw 10.000     0.146       1.144     -0.199     0.155       0.882     -0.337   True        -
  u56 S4-15           abs12-rw 25.000     0.130       1.033     -0.200     0.155       0.882     -0.337   True        -
  u56 S4-15           vol60-dg 10.000     0.125       1.150     -0.150     0.155       0.882     -0.337   True        -
  u56 S4-15           vol60-rw 10.000     0.137       1.194     -0.171     0.155       0.882     -0.337   True        -
  u56 S4-15           vol60-rw 25.000     0.121       1.069     -0.173     0.155       0.882     -0.337   True        -
  u56 S4-15          v1gate-dg 10.000     0.119       1.144     -0.147     0.155       0.882     -0.337   True        -
  u56 S4-15          v1gate-rw 10.000     0.133       1.157     -0.165     0.155       0.882     -0.337   True        -
  u56 S4-15          ebud-0.10 10.000     0.150       1.217     -0.181     0.155       0.882     -0.337   True        -
  u56 S4-15          ebud-0.10 25.000     0.136       1.115     -0.182     0.155       0.882     -0.337   True        -
  u56 S4-15          ebud-0.20 10.000     0.150       1.187     -0.195     0.155       0.882     -0.337   True        -
  u56 S4-15          ebud-0.20 25.000     0.135       1.081     -0.196     0.155       0.882     -0.337   True        -
  u56 S4-20            control 10.000     0.144       1.198     -0.186     0.155       0.882     -0.337   True        -
  u56 S4-20            control 25.000     0.130       1.088     -0.187     0.155       0.882     -0.337   True        -
  u56 S4-20            g200-dg 10.000     0.135       1.189     -0.168     0.155       0.882     -0.337   True        -
  u56 S4-20            g200-dg 25.000     0.120       1.074     -0.169     0.155       0.882     -0.337   True        -
  u56 S4-20            g200-rw 10.000     0.142       1.178     -0.181     0.155       0.882     -0.337   True        -
  u56 S4-20            g200-rw 25.000     0.126       1.055     -0.183     0.155       0.882     -0.337   True        -
  u56 S4-20           band3-dg 10.000     0.138       1.211     -0.168     0.155       0.882     -0.337   True        -
  u56 S4-20           band3-dg 25.000     0.125       1.104     -0.169     0.155       0.882     -0.337   True        -
  u56 S4-20           band3-rw 10.000     0.148       1.218     -0.178     0.155       0.882     -0.337   True        -
  u56 S4-20           band3-rw 25.000     0.133       1.108     -0.180     0.155       0.882     -0.337   True        -
  u56 S4-20           abs12-dg 10.000     0.132       1.149     -0.183     0.155       0.882     -0.337   True        -
  u56 S4-20           abs12-rw 10.000     0.142       1.156     -0.188     0.155       0.882     -0.337   True        -
  u56 S4-20           abs12-rw 25.000     0.126       1.041     -0.190     0.155       0.882     -0.337   True        -
  u56 S4-20           vol60-dg 10.000     0.120       1.161     -0.142     0.155       0.882     -0.337   True        -
  u56 S4-20           vol60-rw 10.000     0.132       1.204     -0.163     0.155       0.882     -0.337   True        -
