thresh,dsplit,klass,peak,trough,dur,depth,panel,book,gate,ret_p2t,ret_full
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,u56,ew-all,both,-0.05446883941344771,0.0004984582946885308
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,u56,ew-all,band3,-0.056000658121741154,0.0032840325868424003
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,broad,top20,none,-0.09146539344644156,-0.0338841473968885
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,broad,top20,200d,-0.09146539344644156,-0.0338841473968885
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,broad,top20,abs,-0.09146539344644156,-0.0338841473968885
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,broad,top20,both,-0.09146539344644156,-0.0338841473968885
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,broad,top20,band3,-0.09146539344644156,-0.0338841473968885
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,broad,ew-all,none,-0.046698739927711785,0.02966797641250829
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,broad,ew-all,200d,-0.04841661165163791,0.0209619899383231
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,broad,ew-all,abs,-0.04690239610012692,0.02024522781120952
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,broad,ew-all,both,-0.048891046874695476,0.01840171431926718
0.08,60,FAST,2020-09-02,2020-09-23,14,-0.0944042548670202,broad,ew-all,band3,-0.04878948454718035,0.01823137221751936
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,top20,none,-0.124679555710144,0.11644946733712547
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,top20,200d,-0.0905959960618149,0.11337414887748865
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,top20,abs,-0.08707058029650683,0.08583399178330953
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,top20,both,-0.07450710034645203,0.0700562293854845
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,top20,band3,-0.07771590670479933,0.14268353238601605
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,ew-all,none,-0.15141595543505404,0.08799139873629924
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,ew-all,200d,-0.12821672011229635,0.06471420406836037
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,ew-all,abs,-0.12070594580451244,0.041401060225076725
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,ew-all,both,-0.11327106707002699,0.05032043533856023
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,u56,ew-all,band3,-0.10363654842404035,0.11913010118171985
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,top20,none,-0.1563078285182644,0.00979224412300761
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,top20,200d,-0.16749944410395412,-0.005677727863638959
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,top20,abs,-0.15078115159991246,0.024982207425672476
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,top20,both,-0.15233475767675508,0.021150299244306003
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,top20,band3,-0.16657116344490697,-0.005210550823185445
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,ew-all,none,-0.14086422943927768,0.09754010054932394
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,ew-all,200d,-0.14450945935063708,0.03585955436994537
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,ew-all,abs,-0.1271914045083007,0.06353743655346622
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,ew-all,both,-0.11801094879519047,0.06093205012014957
0.08,60,SLOW,2022-01-03,2022-10-12,195,-0.24496403005741663,broad,ew-all,band3,-0.1450622645179993,0.03656103964805424
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,u56,top20,none,-0.09665235854189724,-0.015441054664934062
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,u56,top20,200d,-0.09665235854189724,-0.015441054664934062
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,u56,top20,abs,-0.09643319930855454,-0.013165537439055242
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,u56,top20,both,-0.09643319930855454,-0.013165537439055242
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,u56,top20,band3,-0.09665235854189724,-0.015441054664934062
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,u56,ew-all,none,-0.04918112663828578,0.022490516258197202
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,u56,ew-all,200d,-0.04916068261518647,0.019112078892896456
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,u56,ew-all,abs,-0.051600988839626494,0.021897755920220696
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,u56,ew-all,both,-0.05123343798085511,0.017973591584051762
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,u56,ew-all,band3,-0.05150640396899753,0.017724665649972327
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,broad,top20,none,-0.09808554212669196,-0.038428187724917295
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,broad,top20,200d,-0.09808554212669196,-0.038428187724917295
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,broad,top20,abs,-0.09808554212669196,-0.038428187724917295
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,broad,top20,both,-0.09808554212669196,-0.038428187724917295
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,broad,top20,band3,-0.09808554212669196,-0.038428187724917295
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,broad,ew-all,none,-0.03639703825304941,0.03390777184248006
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,broad,ew-all,200d,-0.04278620109515108,0.022950514904992003
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,broad,ew-all,abs,-0.04421478629874742,0.028721746467925247
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,broad,ew-all,both,-0.047043482151274296,0.02212534951725109
0.08,60,FAST,2024-07-16,2024-08-05,14,-0.08405644031112158,broad,ew-all,band3,-0.04241203145387151,0.02381055520375841
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,top20,none,-0.13026610709039343,-0.03889480403803436
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,top20,200d,-0.12666800858395855,-0.05822087155720246
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,top20,abs,-0.12586746791494174,-0.026343794099436102
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,top20,both,-0.1217735358644011,-0.04540306794728022
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,top20,band3,-0.12825833158299849,-0.057536361242216616
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,ew-all,none,-0.11174587724415364,0.014626683362881643
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,ew-all,200d,-0.10054550282463781,-0.020251495166781375
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,ew-all,abs,-0.10822303164192548,0.017460328679117953
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,ew-all,both,-0.0980583000460814,-0.017275129946215162
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,u56,ew-all,band3,-0.10193619195304227,-0.02594384988905518
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,none,-0.13874637990169691,-0.0524108749651826
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,200d,-0.1375145052722252,-0.0492898619309754
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,abs,-0.13874637990169691,-0.0524108749651826
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,both,-0.1375145052722252,-0.0492898619309754
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,top20,band3,-0.13650600280223657,-0.04994591351145483
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,none,-0.10724488720308667,0.007356701783086228
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,200d,-0.10687786338992544,-0.0232360863975688
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,abs,-0.10541255291744078,0.005362641567804749
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,both,-0.10276730851032756,-0.01948068134431935
0.08,60,FAST,2025-02-19,2025-04-08,34,-0.18755228269936952,broad,ew-all,band3,-0.10928451366677217,-0.02106236336109446
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,u56,top20,none,-0.0304086885786492,0.029942674663736124
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,u56,top20,200d,-0.029138933387088395,0.029365817148122364
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,u56,top20,abs,-0.03180751193306586,0.028456782772937395
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,u56,top20,both,-0.03201839544219376,0.026527491649265045
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,u56,top20,band3,-0.02918851002135281,0.03123880216824859
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,u56,ew-all,none,-0.04540181117341335,0.010419812835037456
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,u56,ew-all,200d,-0.031116178379004045,0.017720875168098837
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,u56,ew-all,abs,-0.04685807275317633,0.013991690960134306
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,u56,ew-all,both,-0.031423640309042766,0.019557990636673184
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,u56,ew-all,band3,-0.03322137603081288,0.011954375086339564
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,broad,top20,none,-0.01311549985992344,0.031020185125584687
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,broad,top20,200d,-0.01311549985992344,0.031020185125584687
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,broad,top20,abs,-0.01311549985992344,0.031020185125584687
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,broad,top20,both,-0.01311549985992344,0.031020185125584687
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,broad,top20,band3,-0.01311549985992344,0.031020185125584687
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,broad,ew-all,none,-0.04368909530123943,-0.001764361358551625
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,broad,ew-all,200d,-0.02685325026351626,0.01366523510994977
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,broad,ew-all,abs,-0.04051529952162236,0.010980087123224846
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,broad,ew-all,both,-0.027552177041991976,0.014077435561498985
0.08,60,FAST,2026-01-27,2026-03-30,43,-0.08884966829933216,broad,ew-all,band3,-0.02673653523347619,0.012084441068866525
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,none,-0.10362891987102962,3.9533845191952466e-05
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,200d,-0.01703470217382208,-0.005682281767749875
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,abs,0.0011891591234842736,0.0007145013932225996
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,both,0.005073987193813689,0.00047002057682776766
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,top20,band3,-0.013977673857309414,-0.010636396234265932
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,none,-0.14345234825201303,0.012661089615925825
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,200d,-0.04102397229744481,-0.022185251846674747
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,abs,0.00439385890665811,0.0056155344965755916
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,both,0.0174384637034648,0.004490133989621059
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,u56,ew-all,band3,-0.033460766967000066,-0.02830543610158709
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,none,-0.12497118598620294,-0.04459250703447426
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,200d,-0.056413616235885145,-0.015957228128738787
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,abs,-0.051504499515447,-0.040751338219385924
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,both,-0.02536392394986431,-0.029143465135162194
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,top20,band3,-0.06360495901798313,-0.03569616717245794
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,none,-0.1604154834966014,-0.0022243795334514482
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,200d,-0.09001891039193988,-0.03720966551301541
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,abs,-0.08532475369288439,-0.07573092588107666
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,both,-0.058371957623885584,-0.06984730106979209
0.08,90,FAST,2009-01-06,2009-03-09,42,-0.2713168061532505,broad,ew-all,band3,-0.10054724696219175,-0.05971751640832579
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,none,-0.11832678913126182,-0.005432285692845706
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,200d,-0.11310619308661085,-0.027693788655339224
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,abs,-0.11631048944039013,-0.0036387832295909917
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,both,-0.11307282735682256,-0.028126364511232738
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,top20,band3,-0.11116321949792252,-0.024370119238368293
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,none,-0.08841890677655528,0.03727572037618887
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,200d,-0.08633534506777418,0.011876382896203186
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,abs,-0.10107290127652124,0.025599474345057383
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,both,-0.09658733266821495,-0.00526487689819688
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,u56,ew-all,band3,-0.08467632489481614,0.008969889413769527
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,none,-0.13131190012936922,0.01808771346545468
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,200d,-0.13131190012936922,0.01777762068893196
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,abs,-0.13131190012936922,0.01808771346545468
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,both,-0.13131190012936922,0.01777762068893196
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,top20,band3,-0.13131190012936922,0.02013494364202506
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,none,-0.09823753812281733,0.034064205670948366
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,200d,-0.1000243454017341,0.01951346017807687
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,abs,-0.10231973739320599,0.03174762275701992
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,both,-0.10420172852662068,0.01498775659015128
0.08,90,FAST,2010-04-23,2010-07-02,49,-0.1569967627613481,broad,ew-all,band3,-0.09837029834049549,0.023472836212045767
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,none,-0.10511195985565835,-0.055086323244709745
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,200d,-0.10452876670542877,-0.08064971931035492
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,abs,-0.10651056492146471,-0.05968739044301408
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,both,-0.10731297890075786,-0.08256276590607992
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,top20,band3,-0.09984125397477384,-0.08598301549051024
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,none,-0.118455161392099,0.006914412807632608
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,200d,-0.10139387827868551,-0.056184158484001046
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,abs,-0.12140927581688987,-0.02775016507253225
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,both,-0.10936111336175736,-0.07434010350846587
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,u56,ew-all,band3,-0.08790901908736404,-0.053962770823161255
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,none,-0.12081424771056204,-0.0504616589917366
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,200d,-0.11748610087828237,-0.04643547750447197
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,abs,-0.12081424771056204,-0.05312521993345254
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,both,-0.11616904662563243,-0.047691234819946526
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,top20,band3,-0.11064732907335095,-0.03948118185046812
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,none,-0.12128435208142763,0.03641947611658303
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,200d,-0.11419871026772954,-0.020689650846603236
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,abs,-0.1201780334398499,0.006000834810091504
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,both,-0.1184704619495095,-0.03304562143786549
0.08,90,SLOW,2011-04-29,2011-10-03,108,-0.18605456334553894,broad,ew-all,band3,-0.09860379878672909,-0.008347242910128783
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,u56,top20,none,-0.07329249812397742,-0.022124804877473148
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,u56,top20,200d,-0.0731857820383337,-0.022012196516301152
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,u56,top20,abs,-0.06368849543208688,-0.011789548770956393
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,u56,top20,both,-0.06358067338628681,-0.011675750241286531
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,u56,top20,band3,-0.07329249812397742,-0.022124804877473148
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,u56,ew-all,none,-0.06703123510775277,-0.009185232481015881
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,u56,ew-all,200d,-0.06381065943499609,-0.011638913509881221
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,u56,ew-all,abs,-0.043240907436740805,0.016629823248617948
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,u56,ew-all,both,-0.04770246434080505,0.0029797840719196778
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,u56,ew-all,band3,-0.06470365834971603,-0.008368005183835514
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,broad,top20,none,-0.050118053067072954,0.017126779958728244
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,broad,top20,200d,-0.050118053067072954,0.017126779958728244
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,broad,top20,abs,-0.049722901461189406,0.017549905465833904
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,broad,top20,both,-0.049722901461189406,0.017549905465833904
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,broad,top20,band3,-0.050118053067072954,0.017126779958728244
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,broad,ew-all,none,-0.06634987557193062,-0.0010103269564376571
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,broad,ew-all,200d,-0.06465570582505697,-0.012846500916714132
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,broad,ew-all,abs,-0.043747530833268766,0.022451239739868623
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,broad,ew-all,both,-0.045731004523581587,0.010894047269719653
0.08,90,FAST,2012-04-02,2012-06-04,43,-0.09687028487274241,broad,ew-all,band3,-0.06507365818112032,-0.007892856477213939
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,u56,top20,none,-0.08329478588761319,-0.014045196991798514
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,u56,top20,200d,-0.0784303345119618,-0.026189537781144745
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,u56,top20,abs,-0.10727030035606544,-0.036562477973679064
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,u56,top20,both,-0.0864999901273853,-0.04804810103021051
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,u56,top20,band3,-0.08352842596299492,-0.028063471014888153
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,u56,ew-all,none,-0.0828592839451382,0.018878210313745036
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,u56,ew-all,200d,-0.06486530521093181,-0.005258569532980206
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,u56,ew-all,abs,-0.09322437812887285,-0.003564617429129502
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,u56,ew-all,both,-0.09120599941138396,-0.019936084181092828
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,u56,ew-all,band3,-0.06163623866278867,-0.0010366567488178102
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,broad,top20,none,-0.09760586387437331,-0.02581247112435725
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,broad,top20,200d,-0.08224878970437421,-0.015313483292843655
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,broad,top20,abs,-0.10017296115886576,-0.018353965138209194
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,broad,top20,both,-0.08848119585287262,-0.010004792957417408
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,broad,top20,band3,-0.0945235357381431,-0.025501352977544745
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,broad,ew-all,none,-0.08945105308880563,0.01586179521521469
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,broad,ew-all,200d,-0.0772009342869665,-0.005931284566990658
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,broad,ew-all,abs,-0.0971053267756431,-0.005129676704537234
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,broad,ew-all,both,-0.08868321823885406,-0.014994220873932207
0.08,90,SLOW,2015-07-20,2016-02-11,143,-0.1302284592022631,broad,ew-all,band3,-0.0703543343804719,0.0015827148312186345
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,u56,top20,none,-0.06807955855489756,0.061218402644767744
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,u56,top20,200d,-0.06807955855489756,0.05814874993071917
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,u56,top20,abs,-0.06807955855489756,0.057768121604583555
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,u56,top20,both,-0.06807955855489756,0.05470844908361783
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,u56,top20,band3,-0.06807955855489756,0.061218402644767744
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,u56,ew-all,none,-0.059359261794094564,0.025129196985944846
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,u56,ew-all,200d,-0.06675193634165966,0.015166069282832373
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,u56,ew-all,abs,-0.05922024160958839,0.023080480778780554
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,u56,ew-all,both,-0.06453503169707675,0.017697727031266597
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,u56,ew-all,band3,-0.06274476529889161,0.021332064777832338
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,broad,top20,none,-0.06333272818547508,0.03137397228785499
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,broad,top20,200d,-0.06333272818547508,0.03137397228785499
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,broad,top20,abs,-0.06333272818547508,0.03137397228785499
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,broad,top20,both,-0.06333272818547508,0.03137397228785499
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,broad,top20,band3,-0.06333272818547508,0.03137397228785499
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,broad,ew-all,none,-0.06450310590643116,0.020299452672750684
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,broad,ew-all,200d,-0.06718688962271235,0.011024860266031666
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,broad,ew-all,abs,-0.06405957832921438,0.01711174588589026
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,broad,ew-all,both,-0.0666971212350308,0.00951178330573299
0.08,90,FAST,2018-01-26,2018-02-08,9,-0.1010184439188091,broad,ew-all,band3,-0.06523149687149254,0.013849550401962452
0.08,90,FAST,2018-09-20,2018-12-24,65,-0.19348915262727218,u56,top20,none,-0.11850407715268663,-0.020140915351283928
