
========================================================================================================================================================================================================
PANEL u56: 56 tradable names, 2008-01-02 -> 2026-09-04 | eval from 2009-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 10.66%
  regime spy200     armed 0.171 (757 days) | IS 0.177 OOS 0.165
  regime breadth20  armed 0.087 (384 days) | IS 0.031 OOS 0.132
  CHECK(a) run_cond(no instrument) == engine.backtest @0bps: max|diff| = 0.000e+00
  CHECK(a) run_cond(no instrument) == engine.backtest @10bps: max|diff| = 0.000e+00
  CHECK(a) run_cond(no instrument) == engine.backtest @25bps: max|diff| = 0.000e+00

========================================================================================================================================================================================================
PANEL broad: 136 tradable names, 2008-01-02 -> 2026-09-04 | eval from 2009-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 10.66%
  regime spy200     armed 0.171 (757 days) | IS 0.177 OOS 0.165
  regime breadth20  armed 0.081 (359 days) | IS 0.025 OOS 0.127

========================================================================================================================================================================================================
PANEL small: 439 tradable names, 2010-01-04 -> 2026-09-04 | eval from 2011-01-13 | IS <= 2016-12-31 | OOS >= 2017-01-01
  SPY CAGR 14.13% Sharpe 0.862 MaxDD -33.72% halves 0.891/0.858 OOS 0.882 | 4b bars: DD cap 20.23%, CAGR floor 9.89%
  regime spy200     armed 0.153 (603 days) | IS 0.134 OOS 0.165
  regime breadth20  armed 0.123 (484 days) | IS 0.049 OOS 0.169

========================================================================================================================================================================================================
LIVE-BASELINE CONTEXT — idea 246's imported `keep_paths` judges 4a against RULES v1 (the pre-2026-09-06 convention).  RULES v2 has been live since 2026-09-06 and is printed here so no 4a count in this file is read as a claim against the live book:
panel    cost            book   CAGR  Sharpe   MaxDD     H1     H2  OOS_CAGR  OOS_Sharpe
  u56  0.0000        RULES v1 0.0900  0.8954 -0.1359 0.8786 0.9149    0.1044      0.9780
  u56  0.0000 RULES v2 (LIVE) 0.0885  1.2307 -0.1203 1.2511 1.2158    0.0973      1.3096
  u56 10.0000        RULES v1 0.0646  0.6647 -0.1383 0.6421 0.6878    0.0773      0.7471
  u56 10.0000 RULES v2 (LIVE) 0.0866  1.2056 -0.1205 1.2259 1.1909    0.0953      1.2851
  u56 25.0000        RULES v1 0.0276  0.3174 -0.1563 0.2860 0.3460    0.0378      0.3992
  u56 25.0000 RULES v2 (LIVE) 0.0837  1.1681 -0.1209 1.1881 1.1534    0.0924      1.2483
broad  0.0000        RULES v1 0.0956  0.9118 -0.1835 1.0363 0.8070    0.0928      0.8569
broad  0.0000 RULES v2 (LIVE) 0.0825  1.1336 -0.1221 1.2547 1.0144    0.0821      1.1481
broad 10.0000        RULES v1 0.0639  0.6350 -0.2119 0.7562 0.5320    0.0594      0.5763
broad 10.0000 RULES v2 (LIVE) 0.0803  1.1058 -0.1224 1.2291 0.9844    0.0798      1.1185
broad 25.0000        RULES v1 0.0179  0.2195 -0.2672 0.3350 0.1198    0.0111      0.1554
broad 25.0000 RULES v2 (LIVE) 0.0770  1.0640 -0.1228 1.1906 0.9393    0.0764      1.0740
small  0.0000        RULES v1 0.1182  0.8281 -0.2930 0.9329 0.7359    0.1157      0.8010
small  0.0000 RULES v2 (LIVE) 0.0409  0.6113 -0.1433 0.6095 0.6153    0.0414      0.6071
small 10.0000        RULES v1 0.0815  0.6027 -0.3284 0.6894 0.5263    0.0792      0.5807
small 10.0000 RULES v2 (LIVE) 0.0380  0.5710 -0.1470 0.5682 0.5757    0.0384      0.5665
small 25.0000        RULES v1 0.0286  0.2645 -0.4304 0.3240 0.2115    0.0267      0.2501
small 25.0000 RULES v2 (LIVE) 0.0337  0.5106 -0.1527 0.5064 0.5164    0.0339      0.5056

========================================================================================================================================================================================================
GRID: 1107 runs written to 2026-09-08_do-de-grossing-instruments-belong-armed-only-in-crashes-after-all_B.grid.csv (25 arm labels x 3 panels x 3 books x 3 cost rungs)
GROSS MATCH QUALITY: max |achieved - target| mean gross over all 432 matched controls = 8.63e-05 (tolerance 0.0001); mu range 0.8262 - 1.0571

----- FULL GRID (every point) -----
panel  book    cost                        arm            regime  armed_frac  mean_gross  turnover   CAGR  Sharpe   MaxDD     H1      H2  OOS_Sharpe  pass4a  pass4b
  u56 EWall  0.0000                    ddctl12            always      1.0000      0.6828    0.8872 0.1073  1.0588 -0.1833 1.1016  1.0273      1.1094   False    True
  u56 EWall  0.0000                    ddctl12            spy200      0.1705      0.7256    0.9702 0.1243  1.1582 -0.1833 1.2331  1.0946      1.1696   False    True
  u56 EWall  0.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7261    0.8042 0.1293  1.1311 -0.2185 1.1972  1.0791      1.1429   False   False
  u56 EWall  0.0000                    ddctl12         breadth20      0.0865      0.7381    1.0523 0.1299  1.1567 -0.1833 1.1973  1.1183      1.1903   False    True
  u56 EWall  0.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0865      0.7386    0.8167 0.1315  1.1311 -0.2219 1.1973  1.0790      1.1429   False   False
  u56 EWall  0.0000                    ddctl16            always      1.0000      0.6846    0.8490 0.1058  1.0274 -0.2222 1.1829  0.9172      0.9990   False   False
  u56 EWall  0.0000                    ddctl16            spy200      0.1705      0.7321    0.9779 0.1206  1.0976 -0.2222 1.2331  0.9893      1.0641   False   False
  u56 EWall  0.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7326    0.8107 0.1305  1.1311 -0.2203 1.1972  1.0791      1.1429   False   False
  u56 EWall  0.0000                    ddctl16         breadth20      0.0865      0.7446    1.0600 0.1261  1.1000 -0.2222 1.1973  1.0139      1.0860   False   False
  u56 EWall  0.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0865      0.7451    0.8233 0.1327  1.1311 -0.2237 1.1973  1.0790      1.1429   False   False
  u56 EWall 10.0000                    CONTROL              none      1.0000      0.7502    0.8284 0.1327  1.1240 -0.2253 1.1901  1.0720      1.1357   False   False
  u56 EWall 10.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
  u56 EWall 10.0000                    gross00            spy200      0.1705      0.6194    2.8549 0.0902  1.0989 -0.1420 1.0184  1.1754      1.2801   False   False
  u56 EWall 10.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6200    0.6977 0.1094  1.1237 -0.1889 1.1892  1.0720      1.1358   False    True
  u56 EWall 10.0000                    gross00         breadth20      0.0865      0.6833    2.1469 0.1129  1.1193 -0.1871 1.1619  1.0750      1.1697   False    True
  u56 EWall 10.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0865      0.6838    0.7617 0.1208  1.1239 -0.2069 1.1897  1.0720      1.1358   False   False
  u56 EWall 10.0000                    gross25            always      1.0000      0.1877    0.2348 0.0328  1.1221 -0.0601 1.1859  1.0716      1.1357    True   False
  u56 EWall 10.0000                    gross25            spy200      0.1705      0.6522    2.3348 0.1013  1.1879 -0.1222 1.1400  1.2337      1.3303    True   False
  u56 EWall 10.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6527    0.7305 0.1153  1.1238 -0.1982 1.1895  1.0720      1.1358   False    True
  u56 EWall 10.0000                    gross25         breadth20      0.0865      0.7001    1.8059 0.1182  1.1546 -0.1853 1.1763  1.1328      1.2215   False    True
  u56 EWall 10.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0865      0.7006    0.7785 0.1238  1.1239 -0.2115 1.1898  1.0720      1.1358   False   False
  u56 EWall 10.0000                    gross50            always      1.0000      0.3753    0.4454 0.0659  1.1229 -0.1176 1.1874  1.0719      1.1358    True   False
  u56 EWall 10.0000                    gross50            spy200      0.1705      0.6849    1.8099 0.1121  1.2052 -0.1559 1.1989  1.2132      1.2991   False    True
  u56 EWall 10.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.6854    0.7633 0.1211  1.1239 -0.2073 1.1897  1.0720      1.1358   False   False
  u56 EWall 10.0000                    gross50         breadth20      0.0865      0.7168    1.4625 0.1232  1.1643 -0.1873 1.1857  1.1423      1.2232   False    True
  u56 EWall 10.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0865      0.7173    0.7953 0.1268  1.1240 -0.2162 1.1899  1.0720      1.1358   False   False
  u56 EWall 10.0000                    gross75            always      1.0000      0.5628    0.6401 0.0992  1.1235 -0.1726 1.1888  1.0720      1.1359   False   False
  u56 EWall 10.0000                    gross75            spy200      0.1705      0.7176    1.2823 0.1226  1.1753 -0.1909 1.2090  1.1491      1.2236   False    True
  u56 EWall 10.0000    MATCHED[gross75/spy200]    matched-spy200      0.1705      0.7181    0.7961 0.1269  1.1240 -0.2164 1.1899  1.0720      1.1358   False   False
  u56 EWall 10.0000                    gross75         breadth20      0.0865      0.7335    1.1182 0.1281  1.1522 -0.2062 1.1903  1.1168      1.1891   False   False
  u56 EWall 10.0000 MATCHED[gross75/breadth20] matched-breadth20      0.0865      0.7340    0.8121 0.1298  1.1240 -0.2208 1.1900  1.0720      1.1358   False   False
  u56 EWall 10.0000                    ddctl04            always      1.0000      0.5739    1.3799 0.0848  1.0856 -0.1559 1.1631  1.0242      1.1393   False   False
  u56 EWall 10.0000                    ddctl04            spy200      0.1705      0.6853    1.8105 0.1119  1.2019 -0.1559 1.1989  1.2069      1.2930   False    True
  u56 EWall 10.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1705      0.6858    0.7637 0.1212  1.1239 -0.2074 1.1897  1.0720      1.1358   False   False
  u56 EWall 10.0000                    ddctl04         breadth20      0.0865      0.7168    1.4625 0.1232  1.1643 -0.1873 1.1857  1.1423      1.2232   False    True
  u56 EWall 10.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.0865      0.7173    0.7953 0.1268  1.1240 -0.2162 1.1899  1.0720      1.1358   False   False
  u56 EWall 10.0000                    ddctl08            always      1.0000      0.6268    1.0326 0.0945  1.0656 -0.1559 1.0531  1.0816      1.1764   False   False
  u56 EWall 10.0000                    ddctl08            spy200      0.1705      0.7049    1.3078 0.1128  1.1461 -0.1559 1.1326  1.1596      1.2428   False    True
  u56 EWall 10.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1705      0.7054    0.7834 0.1247  1.1239 -0.2129 1.1898  1.0720      1.1358   False   False
  u56 EWall 10.0000                    ddctl08         breadth20      0.0865      0.7297    1.1995 0.1240  1.1417 -0.1873 1.1743  1.1086      1.1874   False    True
  u56 EWall 10.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.0865      0.7302    0.8083 0.1291  1.1240 -0.2198 1.1900  1.0720      1.1358   False   False
  u56 EWall 10.0000                    ddctl12            always      1.0000      0.6823    0.8874 0.1061  1.0479 -0.1837 1.0885  1.0183      1.1004   False   False
  u56 EWall 10.0000                    ddctl12            spy200      0.1705      0.7256    0.9702 0.1233  1.1490 -0.1837 1.2252  1.0842      1.1592   False    True
  u56 EWall 10.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7261    0.8042 0.1284  1.1240 -0.2186 1.1900  1.0720      1.1358   False   False
  u56 EWall 10.0000                    ddctl12         breadth20      0.0865      0.7381    1.0523 0.1287  1.1470 -0.1837 1.1901  1.1064      1.1785   False    True
  u56 EWall 10.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0865      0.7386    0.8167 0.1306  1.1240 -0.2221 1.1901  1.0720      1.1358   False   False
  u56 EWall 10.0000                    ddctl16            always      1.0000      0.6797    0.8424 0.1042  1.0217 -0.2226 1.1749  0.9102      0.9936   False   False
  u56 EWall 10.0000                    ddctl16            spy200      0.1705      0.7321    0.9779 0.1195  1.0887 -0.2226 1.2252  0.9793      1.0543   False   False
  u56 EWall 10.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7326    0.8107 0.1295  1.1240 -0.2204 1.1900  1.0720      1.1358   False   False
  u56 EWall 10.0000                    ddctl16         breadth20      0.0865      0.7446    1.0600 0.1249  1.0906 -0.2226 1.1901  1.0025      1.0748   False   False
  u56 EWall 10.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0865      0.7451    0.8233 0.1318  1.1240 -0.2239 1.1901  1.0720      1.1358   False   False
  u56 EWall 25.0000                    CONTROL              none      1.0000      0.7502    0.8284 0.1313  1.1134 -0.2255 1.1793  1.0614      1.1250   False   False
  u56 EWall 25.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
  u56 EWall 25.0000                    gross00            spy200      0.1705      0.6194    2.8549 0.0856  1.0457 -0.1499 0.9630  1.1242      1.2310    True   False
  u56 EWall 25.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6200    0.6977 0.1083  1.1128 -0.1891 1.1782  1.0612      1.1250   False    True
  u56 EWall 25.0000                    gross00         breadth20      0.0865      0.6833    2.1469 0.1093  1.0861 -0.1890 1.1438  1.0250      1.1214   False    True
  u56 EWall 25.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0865      0.6838    0.7617 0.1196  1.1131 -0.2071 1.1788  1.0613      1.1250   False   False
  u56 EWall 25.0000                    gross25            always      1.0000      0.1877    0.2348 0.0325  1.1100 -0.0602 1.1736  1.0596      1.1236    True   False
  u56 EWall 25.0000                    gross25            spy200      0.1705      0.6522    2.3348 0.0975  1.1457 -0.1285 1.0959  1.1933      1.2914    True   False
  u56 EWall 25.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6527    0.7305 0.1140  1.1130 -0.1984 1.1785  1.0612      1.1250   False    True
  u56 EWall 25.0000                    gross25         breadth20      0.0865      0.7001    1.8059 0.1152  1.1270 -0.1867 1.1600  1.0928      1.1827   False    True
  u56 EWall 25.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0865      0.7006    0.7785 0.1225  1.1132 -0.2118 1.1789  1.0613      1.1250   False   False
  u56 EWall 25.0000                    gross50            always      1.0000      0.3753    0.4454 0.0652  1.1114 -0.1177 1.1758  1.0605      1.1244    True   False
  u56 EWall 25.0000                    gross50            spy200      0.1705      0.6849    1.8099 0.1091  1.1753 -0.1565 1.1674  1.1847      1.2714   False    True
  u56 EWall 25.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.6854    0.7633 0.1198  1.1131 -0.2075 1.1788  1.0613      1.1250   False   False
  u56 EWall 25.0000                    gross50         breadth20      0.0865      0.7168    1.4625 0.1208  1.1427 -0.1887 1.1713  1.1134      1.1950   False    True
  u56 EWall 25.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0865      0.7173    0.7953 0.1255  1.1132 -0.2164 1.1791  1.0613      1.1250   False   False
  u56 EWall 25.0000                    gross75            always      1.0000      0.5628    0.6401 0.0982  1.1125 -0.1728 1.1777  1.0611      1.1249   False   False
  u56 EWall 25.0000                    gross75            spy200      0.1705      0.7176    1.2823 0.1204  1.1564 -0.1913 1.1892  1.1311      1.2058   False    True
  u56 EWall 25.0000    MATCHED[gross75/spy200]    matched-spy200      0.1705      0.7181    0.7961 0.1256  1.1132 -0.2166 1.1791  1.0613      1.1250   False   False
  u56 EWall 25.0000                    gross75         breadth20      0.0865      0.7335    1.1182 0.1262  1.1367 -0.2069 1.1779  1.0983      1.1708   False   False
  u56 EWall 25.0000 MATCHED[gross75/breadth20] matched-breadth20      0.0865      0.7340    0.8121 0.1284  1.1133 -0.2210 1.1792  1.0613      1.1250   False   False
  u56 EWall 25.0000                    ddctl04            always      1.0000      0.5740    1.2568 0.0888  1.1380 -0.1565 1.2057  1.0826      1.1953   False   False
  u56 EWall 25.0000                    ddctl04            spy200      0.1705      0.6849    1.8099 0.1091  1.1753 -0.1565 1.1674  1.1847      1.2714   False    True
  u56 EWall 25.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1705      0.6854    0.7633 0.1198  1.1131 -0.2075 1.1788  1.0613      1.1250   False   False
  u56 EWall 25.0000                    ddctl04         breadth20      0.0865      0.7168    1.4625 0.1208  1.1427 -0.1887 1.1713  1.1134      1.1950   False    True
  u56 EWall 25.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.0865      0.7173    0.7953 0.1255  1.1132 -0.2164 1.1791  1.0613      1.1250   False   False
  u56 EWall 25.0000                    ddctl08            always      1.0000      0.6253    1.0717 0.0884  0.9934 -0.1565 0.9828  1.0055      1.1047   False   False
  u56 EWall 25.0000                    ddctl08            spy200      0.1705      0.7049    1.3078 0.1107  1.1258 -0.1565 1.1113  1.1404      1.2239   False    True
  u56 EWall 25.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1705      0.7054    0.7834 0.1234  1.1132 -0.2131 1.1790  1.0613      1.1250   False   False
  u56 EWall 25.0000                    ddctl08         breadth20      0.0865      0.7297    1.1995 0.1220  1.1246 -0.1887 1.1623  1.0863      1.1654   False    True
  u56 EWall 25.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.0865      0.7302    0.8083 0.1278  1.1133 -0.2200 1.1792  1.0613      1.1250   False   False
  u56 EWall 25.0000                    ddctl12            always      1.0000      0.6728    0.8787 0.1046  1.0435 -0.1843 1.0873  1.0111      1.0940   False   False
  u56 EWall 25.0000                    ddctl12            spy200      0.1705      0.7256    0.9702 0.1216  1.1352 -0.1843 1.2135  1.0686      1.1436   False    True
  u56 EWall 25.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7261    0.8042 0.1270  1.1133 -0.2188 1.1791  1.0613      1.1250   False   False
  u56 EWall 25.0000                    ddctl12         breadth20      0.0865      0.7381    1.0523 0.1269  1.1326 -0.1843 1.1793  1.0885      1.1609   False    True
  u56 EWall 25.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0865      0.7386    0.8167 0.1292  1.1133 -0.2223 1.1792  1.0613      1.1250   False   False
  u56 EWall 25.0000                    ddctl16            always      1.0000      0.6793    0.8426 0.1026  1.0074 -0.2231 1.1583  0.8974      0.9808   False   False
  u56 EWall 25.0000                    ddctl16            spy200      0.1705      0.7321    0.9779 0.1178  1.0752 -0.2231 1.2135  0.9644      1.0394   False   False
  u56 EWall 25.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7326    0.8107 0.1282  1.1133 -0.2206 1.1792  1.0613      1.1250   False   False
  u56 EWall 25.0000                    ddctl16         breadth20      0.0865      0.7446    1.0600 0.1232  1.0765 -0.2231 1.1793  0.9854      1.0579   False   False
  u56 EWall 25.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0865      0.7451    0.8233 0.1304  1.1133 -0.2241 1.1793  1.0613      1.1250   False   False
broad   V1u  0.0000                    CONTROL              none      1.0000      0.7502   29.4265 0.0938  0.9071 -0.2078 1.0263  0.8065      0.8573   False   False
broad   V1u  0.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
broad   V1u  0.0000                    gross00            spy200      0.1705      0.6194   27.2869 0.0772  0.8024 -0.1271 0.8538  0.7574      0.8167   False   False
broad   V1u  0.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6548   25.6876 0.0821  0.9071 -0.1836 1.0261  0.8068      0.8576   False   False
broad   V1u  0.0000                    gross00         breadth20      0.0809      0.6908   28.3782 0.0860  0.8596 -0.1340 1.0156  0.7188      0.7788   False   False
broad   V1u  0.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0809      0.7303   28.6488 0.0914  0.9071 -0.2028 1.0263  0.8065      0.8574   False   False
broad   V1u  0.0000                    gross25            always      1.0000      0.1876    7.3734 0.0237  0.9073 -0.0559 1.0246  0.8085      0.8590   False   False
broad   V1u  0.0000                    gross25            spy200      0.1705      0.6521   27.8165 0.0815  0.8397 -0.1278 0.9052  0.7822      0.8395   False   False
broad   V1u  0.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6894   27.0429 0.0864  0.9071 -0.1924 1.0262  0.8067      0.8575   False   False
broad   V1u  0.0000                    gross25         breadth20      0.0809      0.7057   28.6370 0.0881  0.8766 -0.1296 1.0189  0.7487      0.8064   False   False
broad   V1u  0.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0809      0.7460   29.2637 0.0933  0.9071 -0.2067 1.0263  0.8065      0.8573   False   False
broad   V1u  0.0000                    gross50            always      1.0000      0.3752   14.7304 0.0473  0.9073 -0.1091 1.0252  0.8078      0.8584   False   False
broad   V1u  0.0000                    gross50            spy200      0.1705      0.6848   28.3459 0.0857  0.8696 -0.1546 0.9513  0.7984      0.8535   False   False
broad   V1u  0.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.7239   28.3979 0.0906  0.9071 -0.2012 1.0263  0.8066      0.8574   False   False
broad   V1u  0.0000                    gross50         breadth20      0.0809      0.7205   28.8959 0.0901  0.8901 -0.1563 1.0218  0.7733      0.8287   False   False
broad   V1u  0.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0809      0.7617   29.8782 0.0952  0.9071 -0.2107 1.0264  0.8064      0.8573   False   False
broad   V1u  0.0000                    gross75            always      1.0000      0.5627   22.0785 0.0707  0.9072 -0.1597 1.0258  0.8072      0.8579   False   False
broad   V1u  0.0000                    gross75            spy200      0.1705      0.7175   28.8760 0.0898  0.8920 -0.1810 0.9918  0.8062      0.8591   False   False
broad   V1u  0.0000    MATCHED[gross75/spy200]    matched-spy200      0.1705      0.7585   29.7525 0.0948  0.9071 -0.2099 1.0264  0.8064      0.8573   False   False
broad   V1u  0.0000                    gross75         breadth20      0.0809      0.7353   29.1552 0.0920  0.9003 -0.1823 1.0243  0.7925      0.8456   False   False
broad   V1u  0.0000 MATCHED[gross75/breadth20] matched-breadth20      0.0809      0.7773   30.4926 0.0972  0.9071 -0.2146 1.0264  0.8064      0.8572   False   False
broad   V1u  0.0000                    ddctl04            always      1.0000      0.5122   20.5921 0.0485  0.6507 -0.1278 0.7320  0.5723      0.5927   False   False
broad   V1u  0.0000                    ddctl04            spy200      0.1705      0.7027   28.4787 0.0876  0.8805 -0.1715 0.9892  0.7849      0.8404   False   False
broad   V1u  0.0000    MATCHED[ddctl04/spy200]    matched-spy200      0.1705      0.7429   29.1398 0.0929  0.9071 -0.2060 1.0263  0.8065      0.8573   False   False
broad   V1u  0.0000                    ddctl04         breadth20      0.0809      0.7233   28.9992 0.0894  0.8818 -0.1740 1.0218  0.7584      0.8144   False   False
broad   V1u  0.0000 MATCHED[ddctl04/breadth20] matched-breadth20      0.0809      0.7646   29.9938 0.0956  0.9071 -0.2114 1.0264  0.8064      0.8572   False   False
broad   V1u  0.0000                    ddctl08            always      1.0000      0.6258   24.4679 0.0699  0.7729 -0.1462 0.8759  0.6730      0.7066   False   False
broad   V1u  0.0000                    ddctl08            spy200      0.1705      0.7262   28.8611 0.0931  0.9137 -0.1890 1.0183  0.8225      0.8740   False   False
broad   V1u  0.0000    MATCHED[ddctl08/spy200]    matched-spy200      0.1705      0.7677   30.1126 0.0960  0.9071 -0.2122 1.0264  0.8064      0.8572   False   False
broad   V1u  0.0000                    ddctl08         breadth20      0.0809      0.7330   29.1849 0.0925  0.9029 -0.1915 1.0221  0.8001      0.8524   False   False
broad   V1u  0.0000 MATCHED[ddctl08/breadth20] matched-breadth20      0.0809      0.7749   30.3962 0.0969  0.9071 -0.2140 1.0264  0.8064      0.8572   False   False
broad   V1u  0.0000                    ddctl12            always      1.0000      0.7054   27.4150 0.0885  0.8954 -0.1719 1.0263  0.7716      0.8303   False   False
broad   V1u  0.0000                    ddctl12            spy200      0.1705      0.7437   29.2522 0.0928  0.9028 -0.2134 1.0263  0.7966      0.8489   False   False
broad   V1u  0.0000    MATCHED[ddctl12/spy200]    matched-spy200      0.1705      0.7861   30.8373 0.0982  0.9071 -0.2167 1.0264  0.8063      0.8572   False   False
broad   V1u  0.0000                    ddctl12         breadth20      0.0809      0.7468   29.3899 0.0931  0.9033 -0.2158 1.0263  0.7985      0.8502   False   False
broad   V1u  0.0000 MATCHED[ddctl12/breadth20] matched-breadth20      0.0809      0.7894   30.9668 0.0986  0.9071 -0.2176 1.0265  0.8063      0.8572   False   False
broad   V1u  0.0000                    ddctl16            always      1.0000      0.7122   27.6811 0.0875  0.8801 -0.1853 1.0263  0.7443      0.8039   False   False
broad   V1u  0.0000                    ddctl16            spy200      0.1705      0.7493   29.4166 0.0932  0.9024 -0.2078 1.0263  0.7974      0.8489   False   False
broad   V1u  0.0000    MATCHED[ddctl16/spy200]    matched-spy200      0.1705      0.7921   31.0718 0.0990  0.9071 -0.2182 1.0265  0.8063      0.8572   False   False
broad   V1u  0.0000                    ddctl16         breadth20      0.0809      0.7493   29.4256 0.0938  0.9070 -0.2078 1.0263  0.8060      0.8570   False   False
broad   V1u  0.0000 MATCHED[ddctl16/breadth20] matched-breadth20      0.0809      0.7921   31.0718 0.0990  0.9071 -0.2182 1.0265  0.8063      0.8572   False   False
broad   V1u 10.0000                    CONTROL              none      1.0000      0.7502   29.4265 0.0621  0.6266 -0.2346 0.7431  0.5274      0.5727   False   False
broad   V1u 10.0000                    gross00            always      1.0000      0.0000    0.0000 0.0000     NaN  0.0000    NaN     NaN         NaN   False   False
broad   V1u 10.0000                    gross00            spy200      0.1705      0.6194   27.2869 0.0482  0.5263 -0.1585 0.5690  0.4887      0.5409   False   False
broad   V1u 10.0000    MATCHED[gross00/spy200]    matched-spy200      0.1705      0.6548   25.6876 0.0546  0.6266 -0.2076 0.7427  0.5277      0.5729   False   False
broad   V1u 10.0000                    gross00         breadth20      0.0809      0.6908   28.3782 0.0557  0.5817 -0.1491 0.7324  0.4452      0.4987   False   False
broad   V1u 10.0000 MATCHED[gross00/breadth20] matched-breadth20      0.0809      0.7303   28.6488 0.0606  0.6266 -0.2291 0.7430  0.5274      0.5727   False   False
broad   V1u 10.0000                    gross25            always      1.0000      0.1876    7.3734 0.0162  0.6261 -0.0635 0.7405  0.5288      0.5737   False   False
broad   V1u 10.0000                    gross25            spy200      0.1705      0.6521   27.8165 0.0519  0.5593 -0.1600 0.6187  0.5069      0.5576   False   False
broad   V1u 10.0000    MATCHED[gross25/spy200]    matched-spy200      0.1705      0.6894   27.0429 0.0574  0.6266 -0.2175 0.7429  0.5276      0.5728   False   False
broad   V1u 10.0000                    gross25         breadth20      0.0809      0.7057   28.6370 0.0574  0.5966 -0.1530 0.7356  0.4713      0.5228   False   False
broad   V1u 10.0000 MATCHED[gross25/breadth20] matched-breadth20      0.0809      0.7460   29.2637 0.0618  0.6266 -0.2335 0.7431  0.5274      0.5727   False   False
broad   V1u 10.0000                    gross50            always      1.0000      0.3752   14.7304 0.0320  0.6263 -0.1237 0.7415  0.5284      0.5735   False   False
broad   V1u 10.0000                    gross50            spy200      0.1705      0.6848   28.3459 0.0554  0.5872 -0.1831 0.6646  0.5193      0.5682   False   False
broad   V1u 10.0000    MATCHED[gross50/spy200]    matched-spy200      0.1705      0.7239   28.3979 0.0601  0.6266 -0.2273 0.7430  0.5275      0.5727   False   False
broad   V1u 10.0000                    gross50         breadth20      0.0809      0.7205   28.8959 0.0590  0.6090 -0.1784 0.7384  0.4938      0.5433   False   False
broad   V1u 10.0000 MATCHED[gross50/breadth20] matched-breadth20      0.0809      0.7617   29.8782 0.0630  0.6266 -0.2379 0.7431  0.5273      0.5726   False   False
broad   V1u 10.0000                    gross75            always      1.0000      0.5627   22.0785 0.0473  0.6265 -0.1807 0.7423  0.5279      0.5731   False   False
broad   V1u 10.0000                    gross75            spy200      0.1705      0.7175   28.8760 0.0588  0.6097 -0.2082 0.7063  0.5260      0.5731   False   False
