panel,B,seed,leg,window,obs,SE,t,p2,mean,lo,hi,fail_share,n,joint4b
U56,63,33,L2_H2,FULL,0.4109150963841318,0.14459514396949857,2.841831925357132,0.001,0.38460268251227275,0.11328045626083096,0.6717672953578223,0.00275,4000,0.8005
U56,63,33,L3_OOS,FULL,0.4713137108629185,0.14496928672737025,3.251128025133163,0.001,0.4439560287049371,0.1693372139364121,0.7392932120184171,0.0005,4000,0.8005
U56,63,33,L4_DD,FULL,0.06742712642970389,0.03630906030761919,1.8570330892191886,0.049,0.04333285618571172,-0.02787796169389342,0.1103886245680284,0.1235,4000,0.8005
U56,63,33,L5_CAGR,FULL,0.019387542007675437,0.012775259761673605,1.5175849547763403,0.12,0.019488033799883828,-0.006278852211633453,0.04430660736132391,0.0595,4000,0.8005
U56,63,33,L5_CAGR,OOS,0.029693459530874128,0.01656188424595159,1.7928793058756243,0.0765,0.02903226013091512,-0.003721959008567957,0.06164952998075814,0.04,4000,
U56,126,11,L1_H1,FULL,0.2950468914003477,0.15535731174213205,1.8991503398956702,0.048,0.2837353346604433,-0.009855741105064802,0.5997551947739316,0.02975,4000,0.82975
U56,126,11,L2_H2,FULL,0.4109150963841318,0.1374870209107435,2.9887555469755775,0.001,0.3864271343559602,0.14102059532027816,0.6735691589096198,0.001,4000,0.82975
U56,126,11,L3_OOS,FULL,0.4713137108629185,0.13889105441653227,3.3934058089116057,0.0,0.44909897320833553,0.20542484195320268,0.7465315920419983,0.0,4000,0.82975
U56,126,11,L4_DD,FULL,0.06742712642970389,0.03316454510967744,2.0331087372589534,0.022,0.04441294467089665,-0.018839201928600443,0.1003884905276055,0.10475,4000,0.82975
U56,126,11,L5_CAGR,FULL,0.019387542007675437,0.011353077204367911,1.7076904929543153,0.087,0.019260440979566626,-0.0036606988758726014,0.04114792256926171,0.04675,4000,0.82975
U56,126,11,L5_CAGR,OOS,0.029693459530874128,0.014017165079948305,2.118364117245856,0.0365,0.0296248530268179,0.002376994907142364,0.059082344498450935,0.0185,4000,
U56,126,22,L1_H1,FULL,0.2950468914003477,0.15413003693111677,1.9142725018109803,0.0485,0.28670320540792754,-0.007112361028111156,0.5937794280275034,0.02825,4000,0.828
U56,126,22,L2_H2,FULL,0.4109150963841318,0.13359871324713793,3.0757414229282243,0.001,0.385060369248285,0.14688833716893154,0.6634425673125567,0.00175,4000,0.828
U56,126,22,L3_OOS,FULL,0.4713137108629185,0.14035247367185746,3.3580719921249464,0.0,0.44716587565463906,0.1907348967537779,0.7292646636886777,0.0,4000,0.828
U56,126,22,L4_DD,FULL,0.06742712642970389,0.033621599159827875,2.0054705342590573,0.023,0.04416383867760071,-0.01927735749926734,0.09917853929573667,0.1105,4000,0.828
U56,126,22,L5_CAGR,FULL,0.019387542007675437,0.0111178566150557,1.7438201155986313,0.0795,0.01926611153489315,-0.002995415703686423,0.04066389533017028,0.04375,4000,0.828
U56,126,22,L5_CAGR,OOS,0.029693459530874128,0.01378521697952441,2.154007410618106,0.034,0.0296955566529545,0.00293949119892612,0.057933577953009074,0.017,4000,
U56,126,33,L1_H1,FULL,0.2950468914003477,0.15762369245037486,1.8718435459392513,0.055,0.2852534163255882,-0.014243793177863241,0.6045899032608478,0.03225,4000,0.836
U56,126,33,L2_H2,FULL,0.4109150963841318,0.13409295645193448,3.0644047775277743,0.0005,0.3843619004394297,0.139856575769885,0.657837369553852,0.0005,4000,0.836
U56,126,33,L3_OOS,FULL,0.4713137108629185,0.1388217836016635,3.3950990877289864,0.0,0.44245287013729134,0.19128010600572656,0.7267129447865514,0.0,4000,0.836
U56,126,33,L4_DD,FULL,0.06742712642970389,0.03350100237632897,2.012689819614064,0.0235,0.04517818738640061,-0.019345778957580134,0.10333847911038187,0.10025,4000,0.836
U56,126,33,L5_CAGR,FULL,0.019387542007675437,0.011231724252093001,1.7261412025907439,0.078,0.01951050511522787,-0.003332169853015744,0.041378844522248236,0.04175,4000,0.836
U56,126,33,L5_CAGR,OOS,0.029693459530874128,0.01397538931042578,2.124696412480081,0.042,0.029249878622292527,0.0010993316852163518,0.05765933931853933,0.023,4000,
