cut,stratum,n,method,rho_IS,rho_OOS,sign_survives,block,pair,strong,survives
POOLED,gross,228,pearson,0.8423176129845785,0.4624915794652,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.2,gross,12,pearson,0.9289999506907755,0.33975463377975107,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.35,gross,12,pearson,0.9355342266952502,0.40270209351718134,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.5,gross,12,pearson,0.9417712852206256,0.46102283283248746,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.75,gross,180,pearson,0.9516809984156619,0.4975090990003662,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:1.0,gross,12,pearson,0.9601910289531924,0.6306225653228386,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
POOLED,gross,228,spearman,0.8278445145230907,0.6054750663449573,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.2,gross,12,spearman,0.8811188811188813,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.35,gross,12,spearman,0.8811188811188813,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.5,gross,12,spearman,0.9020979020979022,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.75,gross,180,spearman,0.930664717870597,0.668944683495593,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:1.0,gross,12,spearman,0.9020979020979022,0.7132867132867133,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
POOLED,cost,228,pearson,0.8423176129845785,0.4624915794652,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:10,cost,114,pearson,0.6076294112533444,0.06842784159713744,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:25,cost,114,pearson,0.9034272943919619,0.5953199159932422,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
POOLED,cost,228,spearman,0.8278445145230907,0.6054750663449573,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:10,cost,114,spearman,0.6445579472212088,0.23460620815088165,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:25,cost,114,spearman,0.891085978353399,0.7784898063345337,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
POOLED,level,228,pearson,0.8423176129845785,0.4624915794652,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.2,level,24,pearson,0.740591535415739,0.09042445278995931,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.3,level,12,pearson,0.9072180766308486,0.4366543472363289,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.35,level,12,pearson,0.9355342266952502,0.40270209351718134,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.4,level,12,pearson,0.9268967538763183,0.4812368981147116,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.5,level,12,pearson,0.9417712852206256,0.46102283283248746,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.6,level,12,pearson,0.9514608904021418,0.5503864662217375,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.75,level,12,pearson,0.9514608904021418,0.5503864662217375,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.8,level,12,pearson,0.9521673117048439,0.5186404371305688,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:1.0,level,24,pearson,0.9106237574384721,0.5728089984112938,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:1.5,level,12,pearson,0.9519734600468811,0.5625734127304565,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:99.0,level,12,pearson,0.9519734600468811,0.5617354279108151,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
POOLED,level,228,spearman,0.8278445145230907,0.6054750663449573,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.2,level,24,spearman,0.7721739130434783,0.31478260869565217,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.3,level,12,spearman,0.8671328671328673,0.4685314685314686,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.35,level,12,spearman,0.8811188811188813,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.4,level,12,spearman,0.7972027972027973,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.5,level,12,spearman,0.9020979020979022,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.6,level,12,spearman,0.9020979020979022,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.75,level,12,spearman,0.9020979020979022,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.8,level,12,spearman,0.9020979020979022,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:1.0,level,24,spearman,0.88,0.643478260869565,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:1.5,level,12,spearman,0.9020979020979022,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:99.0,level,12,spearman,0.9020979020979022,0.6363636363636365,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~CAGR,True,True
POOLED,panel,228,pearson,0.5394082062042604,0.4265503546226948,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:broad136,panel,76,pearson,0.35139700678356595,0.4681099204105527,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:small484,panel,80,pearson,0.41829508956011413,0.027159041230410626,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:u56,panel,72,pearson,0.4958173598033589,0.021368683076216508,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,panel,228,spearman,0.5609270865955511,0.4677104732141864,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:broad136,panel,76,spearman,0.3293042253601968,0.4419772541911659,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:small484,panel,80,spearman,0.38253316116915126,0.07746685267996951,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:u56,panel,72,spearman,0.4453931792993499,-0.07275539360846561,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,False
POOLED,family,228,pearson,0.5394082062042604,0.4265503546226948,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:gross,family,60,pearson,0.3542815411572765,0.35837636227117453,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:max_vol,family,96,pearson,0.6219804573478698,0.43871893480022645,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:n,family,72,pearson,0.6779480008102917,0.5053737663220049,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,family,228,spearman,0.5609270865955511,0.4677104732141864,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:gross,family,60,spearman,0.28930258405112536,0.3936093359266463,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:max_vol,family,96,spearman,0.7208647799176372,0.4855689063947617,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:n,family,72,spearman,0.7173682348779624,0.6483157810951355,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,gross,228,pearson,0.5394082062042604,0.4265503546226948,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.2,gross,12,pearson,0.624269372836386,0.47043708686968166,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.35,gross,12,pearson,0.6257600070903316,0.48032262506145496,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.5,gross,12,pearson,0.6272659269641083,0.49037207360586005,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.75,gross,180,pearson,0.6290309758845377,0.4703787269485751,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:1.0,gross,12,pearson,0.6320837538814154,0.5194362694202207,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,gross,228,spearman,0.5609270865955511,0.4677104732141864,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.2,gross,12,spearman,0.7482517482517484,0.5314685314685316,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.35,gross,12,spearman,0.7482517482517484,0.5314685314685316,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.5,gross,12,spearman,0.7482517482517484,0.5314685314685316,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.75,gross,180,spearman,0.7198409937411729,0.5385209051015503,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:1.0,gross,12,spearman,0.7482517482517484,0.5314685314685316,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,cost,228,pearson,0.5394082062042604,0.4265503546226948,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:10,cost,114,pearson,0.5840649897205304,0.5603506389555073,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:25,cost,114,pearson,0.518323992303508,0.3264478285687419,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,cost,228,spearman,0.5609270865955511,0.4677104732141864,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:10,cost,114,spearman,0.5454368566126407,0.6324815101723198,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:25,cost,114,spearman,0.5131229846142586,0.37248452011180433,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,level,228,pearson,0.5394082062042604,0.4265503546226948,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.2,level,24,pearson,0.6365362549778468,0.43570506593162583,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.3,level,12,pearson,0.519598618825777,0.41493711405929007,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.35,level,12,pearson,0.6257600070903316,0.48032262506145496,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.4,level,12,pearson,0.5686136586244819,0.45675984159409827,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.5,level,12,pearson,0.6272659269641083,0.49037207360586005,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.6,level,12,pearson,0.6297163096273692,0.5058890480371614,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.75,level,12,pearson,0.6297163096273692,0.5058890480371614,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.8,level,12,pearson,0.6330799180526165,0.49939925060126605,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:1.0,level,24,pearson,0.5851390546565667,0.5003857815159573,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:1.5,level,12,pearson,0.633346687193759,0.49442336541521603,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:99.0,level,12,pearson,0.633346687193759,0.4931891115155173,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,level,228,spearman,0.5609270865955511,0.4677104732141864,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.2,level,24,spearman,0.6008695652173912,0.6034782608695652,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.3,level,12,spearman,0.6853146853146854,0.5594405594405596,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.35,level,12,spearman,0.7482517482517484,0.5314685314685316,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.4,level,12,spearman,0.7762237762237763,0.5034965034965035,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.5,level,12,spearman,0.7482517482517484,0.5314685314685316,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.6,level,12,spearman,0.7482517482517484,0.5314685314685316,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.75,level,12,spearman,0.7482517482517484,0.5314685314685316,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.8,level,12,spearman,0.7482517482517484,0.44755244755244755,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:1.0,level,24,spearman,0.6799999999999999,0.5356521739130434,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:1.5,level,12,spearman,0.7482517482517484,0.5034965034965035,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
STRATUM:99.0,level,12,spearman,0.7482517482517484,0.5034965034965035,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,Sharpe~MaxDD,True,True
POOLED,panel,228,pearson,0.19068904804603407,-0.4578211554628862,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:broad136,panel,76,pearson,-0.12791051879651055,0.1563034944721907,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:small484,panel,80,pearson,0.10579345437448477,-0.5759079279219899,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:u56,panel,72,pearson,0.12850128028604238,-0.43127349245753754,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
POOLED,panel,228,spearman,0.12574901844083963,-0.25449180787753944,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:broad136,panel,76,spearman,0.017103153408361795,0.1946040694510182,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,False,True
STRATUM:small484,panel,80,spearman,-0.016199084399577415,-0.5260665174275048,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,False,True
STRATUM:u56,panel,72,spearman,0.16648676535048404,-0.3978528902257621,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
POOLED,family,228,pearson,0.19068904804603407,-0.4578211554628862,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:gross,family,60,pearson,-0.3482796028729384,-0.5548009532680678,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,True
STRATUM:max_vol,family,96,pearson,0.41230151680564237,-0.39722441249832413,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:n,family,72,pearson,0.6104863705378405,-0.4016525730894444,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
POOLED,family,228,spearman,0.12574901844083963,-0.25449180787753944,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:gross,family,60,spearman,-0.43623228674631853,-0.483245345929425,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,True
STRATUM:max_vol,family,96,spearman,0.4385891652542734,-0.21764027748897785,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:n,family,72,spearman,0.5701836189986171,0.15695795483980743,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,True
POOLED,gross,228,pearson,0.19068904804603407,-0.4578211554628862,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.2,gross,12,pearson,0.36842904171837215,-0.5350114655316411,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.35,gross,12,pearson,0.3859892543679416,-0.4729532562565481,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.5,gross,12,pearson,0.40362449505793774,-0.4091689502905079,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.75,gross,180,pearson,0.4964726360225693,-0.3901441739144012,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:1.0,gross,12,pearson,0.46216549420291403,-0.1924320356558803,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
POOLED,gross,228,spearman,0.12574901844083963,-0.25449180787753944,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.2,gross,12,spearman,0.41958041958041964,-0.09090909090909093,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.35,gross,12,spearman,0.41958041958041964,-0.09090909090909093,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.5,gross,12,spearman,0.44755244755244755,-0.09090909090909093,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.75,gross,180,spearman,0.4928947417271367,-0.09036522109635298,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:1.0,gross,12,spearman,0.44755244755244755,-0.013986013986013986,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
POOLED,cost,228,pearson,0.19068904804603407,-0.4578211554628862,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:10,cost,114,pearson,-0.14839395709026532,-0.6937836229879702,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,True
STRATUM:25,cost,114,pearson,0.3112288804612835,-0.43864516736811976,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
POOLED,cost,228,spearman,0.12574901844083963,-0.25449180787753944,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:10,cost,114,spearman,-0.13345170123701994,-0.41710892237109237,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,True
STRATUM:25,cost,114,spearman,0.21280131993463033,-0.18744758701602987,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
POOLED,level,228,pearson,0.19068904804603407,-0.4578211554628862,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.2,level,24,pearson,0.16870365017975308,-0.7520915629986049,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.3,level,12,pearson,0.22831301159536083,-0.4775656770579363,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.35,level,12,pearson,0.3859892543679416,-0.4729532562565481,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.4,level,12,pearson,0.307141751857771,-0.44000664681038515,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.5,level,12,pearson,0.40362449505793774,-0.4091689502905079,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.6,level,12,pearson,0.43300224921697084,-0.3007705759259354,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.75,level,12,pearson,0.43300224921697084,-0.3007705759259354,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.8,level,12,pearson,0.4377434519754758,-0.3418496718958817,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:1.0,level,24,pearson,0.30684551260027043,-0.2742861965247219,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:1.5,level,12,pearson,0.43680398389446284,-0.2969029554264935,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:99.0,level,12,pearson,0.43680398389446284,-0.29857403266975063,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
POOLED,level,228,spearman,0.12574901844083963,-0.25449180787753944,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.2,level,24,spearman,0.05304347826086955,-0.43478260869565216,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,False,False
STRATUM:0.3,level,12,spearman,0.4125874125874127,-0.2517482517482518,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.35,level,12,spearman,0.41958041958041964,-0.09090909090909093,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.4,level,12,spearman,0.3426573426573427,-0.1188811188811189,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.5,level,12,spearman,0.44755244755244755,-0.09090909090909093,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.6,level,12,spearman,0.44755244755244755,-0.09090909090909093,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.75,level,12,spearman,0.44755244755244755,-0.09090909090909093,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:0.8,level,12,spearman,0.44755244755244755,-0.17482517482517487,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:1.0,level,24,spearman,0.3217391304347825,-0.11391304347826085,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:1.5,level,12,spearman,0.44755244755244755,-0.1188811188811189,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
STRATUM:99.0,level,12,spearman,0.44755244755244755,-0.1188811188811189,,2026-09-06_every-published-reach-is-a-ladder-edge_C.grid.csv,CAGR~MaxDD,True,False
POOLED,arm,1060,pearson,0.665316774213303,0.4850684160182088,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:EWall,arm,106,pearson,0.9074454797451166,0.9191213321720527,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:FWD,arm,742,pearson,0.7414043194338165,0.5853156096091088,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:v1,arm,106,pearson,0.931445560241919,0.9165238360243027,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
STRATUM:v2,arm,106,pearson,0.954480037687125,0.9073068779653696,,2026-09-06_is-ETF36-a-third-cluster-or-just-a-small-sample_C.grid.csv,Sharpe~CAGR,True,True
