cut,stratum,n,method,rho_IS,rho_OOS,sign_survives,block,pair,strong,survives
POOLED,con,1296,spearman,0.6127478894248363,0.4692747323819028,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:DEGROSS,con,648,spearman,0.6319083746060928,0.5799926367474111,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:RESPREAD,con,648,spearman,0.6915133662703935,0.4815450764157965,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,gross,1296,pearson,0.5630766915244896,0.45185756223161394,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.5,gross,432,pearson,0.6179425749462014,0.4950900855795819,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.75,gross,432,pearson,0.6301813021393864,0.523869079904868,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:1.0,gross,432,pearson,0.6422923939088777,0.5535833015245868,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,gross,1296,spearman,0.6127478894248363,0.4692747323819028,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.5,gross,432,spearman,0.6755339195418929,0.5328746546067027,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:0.75,gross,432,spearman,0.6871908130890143,0.5514446236530332,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
STRATUM:1.0,gross,432,spearman,0.6987598884739109,0.5678698945646214,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~CAGR,True,True
POOLED,panel,1296,pearson,0.25739770224967506,0.30113576871569625,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:B136,panel,432,pearson,-0.10447832009829086,-0.07849157125316858,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:SMALL439,panel,432,pearson,0.024792771765839883,0.09284609919688525,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,False,True
STRATUM:U56,panel,432,pearson,-0.042543786873002636,0.15701854824909708,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,False,False
POOLED,panel,1296,spearman,0.1577547567300535,0.2622183862399804,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:B136,panel,432,spearman,-0.34579082477971534,-0.143779919341992,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:SMALL439,panel,432,spearman,-0.13851737340937495,0.10823261036659172,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,False
STRATUM:U56,panel,432,spearman,-0.10924445420863334,0.07261395209131366,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,False
POOLED,family,1296,pearson,0.25739770224967506,0.30113576871569625,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:MA-THRESH,family,648,pearson,0.176399905422185,0.17622939261369075,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:QUANTILE,family,648,pearson,0.37812234441526754,0.46180787909312404,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,family,1296,spearman,0.1577547567300535,0.2622183862399804,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:MA-THRESH,family,648,spearman,0.07008077967918692,0.15005119403407177,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,False,True
STRATUM:QUANTILE,family,648,spearman,0.24660449291390013,0.3713593856323473,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,cad,1296,pearson,0.25739770224967506,0.30113576871569625,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:D,cad,324,pearson,0.3097437125889615,0.35176934990308584,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:M,cad,324,pearson,0.1975208122321974,0.3430220456239271,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:Q,cad,324,pearson,0.16839827438679464,0.1902738977873646,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:W,cad,324,pearson,0.2570449745344878,0.2854193776885535,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,cad,1296,spearman,0.1577547567300535,0.2622183862399804,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:D,cad,324,spearman,0.20641442022478274,0.29554905449702024,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:M,cad,324,spearman,0.08816932498648962,0.34562091503267983,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,False,True
STRATUM:Q,cad,324,spearman,0.1015811524789853,0.13764112162558634,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:W,cad,324,spearman,0.1417884453783927,0.2617217734135804,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,con,1296,pearson,0.25739770224967506,0.30113576871569625,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:DEGROSS,con,648,pearson,0.09839794753962355,0.13433077101704613,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,False,True
STRATUM:RESPREAD,con,648,pearson,0.4637358152089988,0.6058882249740907,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,con,1296,spearman,0.1577547567300535,0.2622183862399804,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:DEGROSS,con,648,spearman,-0.021997981720822467,0.05007274277173765,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,False,False
STRATUM:RESPREAD,con,648,spearman,0.43199037767188025,0.6120473637616873,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,gross,1296,pearson,0.25739770224967506,0.30113576871569625,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.5,gross,432,pearson,0.2957569174913869,0.34360542185316406,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.75,gross,432,pearson,0.2924537189355854,0.34329692488052843,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:1.0,gross,432,pearson,0.2885346311567198,0.3428148491271538,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,gross,1296,spearman,0.1577547567300535,0.2622183862399804,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.5,gross,432,spearman,0.21642056743035723,0.3430613785740795,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:0.75,gross,432,spearman,0.21403176457349846,0.34754470642331486,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
STRATUM:1.0,gross,432,spearman,0.2114112110749717,0.3532808086416065,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,Sharpe~MaxDD,True,True
POOLED,panel,1296,pearson,-0.4938216277864281,-0.612366903677134,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:B136,panel,432,pearson,-0.793009173704648,-0.9053746870770837,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:SMALL439,panel,432,pearson,-0.5623392376233133,-0.7397847785438374,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:U56,panel,432,pearson,-0.8599502204634649,-0.8293808169177219,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,panel,1296,spearman,-0.5536107807069549,-0.649740144578135,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:B136,panel,432,spearman,-0.9423535843154422,-0.9340058765981378,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:SMALL439,panel,432,spearman,-0.697494711560502,-0.8638452328431592,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:U56,panel,432,spearman,-0.9424049792600293,-0.9189735126223609,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,family,1296,pearson,-0.4938216277864281,-0.612366903677134,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:MA-THRESH,family,648,pearson,-0.5242028085375444,-0.6916995655200634,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:QUANTILE,family,648,pearson,-0.42752816105865055,-0.4875877170777949,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,family,1296,spearman,-0.5536107807069549,-0.649740144578135,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:MA-THRESH,family,648,spearman,-0.5931123775411622,-0.7148508123762498,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:QUANTILE,family,648,spearman,-0.5109099219291673,-0.5767299250314056,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,cad,1296,pearson,-0.4938216277864281,-0.612366903677134,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:D,cad,324,pearson,-0.28640592275197,-0.5275774013993294,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:M,cad,324,pearson,-0.6770638370720646,-0.6149562124275599,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:Q,cad,324,pearson,-0.6615311409912263,-0.6967739424971602,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:W,cad,324,pearson,-0.5195011335817529,-0.6554636512637698,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,cad,1296,spearman,-0.5536107807069549,-0.649740144578135,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:D,cad,324,spearman,-0.3799305284265694,-0.5721297462473226,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:M,cad,324,spearman,-0.6860110154984914,-0.652070598819825,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:Q,cad,324,spearman,-0.6470545897171285,-0.7375912861049143,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:W,cad,324,spearman,-0.5756168201967704,-0.6763037651207779,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,con,1296,pearson,-0.4938216277864281,-0.612366903677134,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:DEGROSS,con,648,pearson,-0.6380697921605679,-0.6804061714506844,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:RESPREAD,con,648,pearson,-0.23915270234405045,-0.29668228468763047,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,con,1296,spearman,-0.5536107807069549,-0.649740144578135,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:DEGROSS,con,648,spearman,-0.7213508128552794,-0.7491600738556832,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:RESPREAD,con,648,spearman,-0.14504324235023944,-0.25463912817782014,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,gross,1296,pearson,-0.4938216277864281,-0.612366903677134,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.5,gross,432,pearson,-0.4106669930356556,-0.5485280837696532,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.75,gross,432,pearson,-0.40179188166431035,-0.5223589129317119,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:1.0,gross,432,pearson,-0.39230335057518917,-0.4929366049716701,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,gross,1296,spearman,-0.5536107807069549,-0.649740144578135,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.5,gross,432,spearman,-0.397278202579532,-0.4751511421385449,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:0.75,gross,432,spearman,-0.3835991097917549,-0.453205439323211,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
STRATUM:1.0,gross,432,spearman,-0.370797156715827,-0.432138100768373,,2026-09-11_does-the-c_sd-RESIDUAL-LAW-hold-on-a-CADENCE-and-GROSS-grid_cloud.grid.csv,CAGR~MaxDD,True,True
POOLED,panel,324,pearson,0.5830753438582379,0.4992985714015865,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:B136,panel,108,pearson,0.633086336848504,0.37406136764240844,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:SMALL439,panel,108,pearson,0.6623866978064562,0.6088151406984308,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:U56,panel,108,pearson,0.4703163698979239,0.25103264067300823,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
POOLED,panel,324,spearman,0.6365759043158425,0.5187041006236053,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:B136,panel,108,spearman,0.5302523650290091,0.2577381462745434,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:SMALL439,panel,108,spearman,0.6866920079644078,0.37629921784941933,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:U56,panel,108,spearman,0.3155753713071727,0.12735431135499728,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
POOLED,family,324,pearson,0.5830753438582379,0.4992985714015865,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:MA-THRESH,family,162,pearson,0.6127998122871979,0.5138747535730762,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:QUANTILE,family,162,pearson,0.6016101765367418,0.5083803783721845,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
POOLED,family,324,spearman,0.6365759043158425,0.5187041006236053,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:MA-THRESH,family,162,spearman,0.6967487626329983,0.5375331128865405,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:QUANTILE,family,162,spearman,0.5693186613432012,0.4892606282310203,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
POOLED,cad,324,pearson,0.5830753438582379,0.4992985714015865,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:M,cad,108,pearson,0.5442475173810342,0.4755701155314875,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:Q,cad,108,pearson,0.5745885068813154,0.5303607817289063,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:W,cad,108,pearson,0.6264386337747015,0.49869082038707785,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
POOLED,cad,324,spearman,0.6365759043158425,0.5187041006236053,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:M,cad,108,spearman,0.6244152924252384,0.45509541093867595,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:Q,cad,108,spearman,0.6038850305334057,0.5615288614516943,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:W,cad,108,spearman,0.6788038145321863,0.5085598330903998,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
POOLED,con,324,pearson,0.5830753438582379,0.4992985714015865,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:DEGROSS,con,162,pearson,0.5925699856562555,0.6117533052713222,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:RESPREAD,con,162,pearson,0.7062359495046344,0.5937297369905244,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
POOLED,con,324,spearman,0.6365759043158425,0.5187041006236053,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:DEGROSS,con,162,spearman,0.6289493776823731,0.6136705237798862,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
STRATUM:RESPREAD,con,162,spearman,0.7952272281426722,0.5814390010175552,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~CAGR,True,True
POOLED,panel,324,pearson,0.24626883004772246,0.3198672807825959,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,True
STRATUM:B136,panel,108,pearson,-0.4136122773253908,-0.22953947972333624,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,True
STRATUM:SMALL439,panel,108,pearson,-0.1188495047529485,0.058245569640730806,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:U56,panel,108,pearson,-0.301533147655537,0.08469600048649843,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,False
POOLED,panel,324,spearman,0.18465701710283758,0.34698993948911616,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,True
STRATUM:B136,panel,108,spearman,-0.4481027370506921,-0.13723360675259844,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,True
STRATUM:SMALL439,panel,108,spearman,-0.2644164356416778,0.0223308277839702,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,False
STRATUM:U56,panel,108,spearman,-0.11771318604894872,0.15680278185054858,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,False
POOLED,family,324,pearson,0.24626883004772246,0.3198672807825959,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,True
STRATUM:MA-THRESH,family,162,pearson,0.10823442297145049,0.1491824851474082,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,True
STRATUM:QUANTILE,family,162,pearson,0.45792263292923713,0.5485774999484955,,2026-09-11_is-c_sd-the-right-SCALE-or-is-it-a-TURNOVER-proxy_B.grid.csv,Sharpe~MaxDD,True,True
