panel,share,rep,lo,hi,n,rho
U56,0.15,1,10,25.0,610,0.0423738291877621
U56,0.15,1,25,50.0,1058,-0.10095355100747895
U56,0.15,1,50,100.0,2014,-0.07154219986844645
U56,0.15,1,100,250.0,6127,0.008524433576881933
U56,0.15,1,250,1000000000.0,9748,-0.00395439842361223
U56,0.15,2,0,5.0,163,0.6027266329798721
U56,0.15,2,5,10.0,192,0.2344357030412944
U56,0.15,2,10,25.0,591,-0.13396811133187952
U56,0.15,2,25,50.0,1017,-0.051637607890580604
U56,0.15,2,50,100.0,2039,-0.01377120381278758
U56,0.15,2,100,250.0,6130,-0.004169870161521079
U56,0.15,2,250,1000000000.0,9768,-0.005930047755260882
U56,0.15,3,0,5.0,156,0.6794509452531514
U56,0.15,3,5,10.0,231,0.21262171184628556
U56,0.15,3,10,25.0,608,-0.1032542907488253
U56,0.15,3,25,50.0,992,-0.0037142782231072437
U56,0.15,3,50,100.0,2087,-0.08030919021945704
U56,0.15,3,100,250.0,6123,7.970600137745411e-05
U56,0.15,3,250,1000000000.0,9703,-0.0022188549914256162
U56,0.15,4,0,5.0,174,0.4244811729486101
U56,0.15,4,5,10.0,210,0.1294178187399293
U56,0.15,4,10,25.0,588,0.048201677592848574
U56,0.15,4,25,50.0,1011,-0.0035302999549788896
U56,0.15,4,50,100.0,2049,-0.007710674551423279
U56,0.15,4,100,250.0,6175,0.01844269039499734
U56,0.15,4,250,1000000000.0,9693,-0.03341538844855018
U56,0.15,5,0,5.0,158,0.7145306351642453
U56,0.15,5,5,10.0,189,0.009049029295105815
U56,0.15,5,10,25.0,625,-0.17815798778721384
U56,0.15,5,25,50.0,1018,-0.010529442445361087
U56,0.15,5,50,100.0,2064,-0.04807921480591526
U56,0.15,5,100,250.0,6164,-0.011056578904694931
U56,0.15,5,250,1000000000.0,9682,0.007730826235448161
U56,0.15,6,0,5.0,159,0.648887116332674
U56,0.15,6,5,10.0,202,0.21611740983891792
U56,0.15,6,10,25.0,621,-0.04392702753602315
U56,0.15,6,25,50.0,1022,-0.10637001448990609
U56,0.15,6,50,100.0,2036,-0.02712109558958673
U56,0.15,6,100,250.0,6080,0.009437482686845269
U56,0.15,6,250,1000000000.0,9780,-0.01155432244288577
U56,0.15,7,0,5.0,176,0.46393254021589597
U56,0.15,7,5,10.0,203,0.09101796466434384
U56,0.15,7,10,25.0,628,0.013746256004293786
U56,0.15,7,25,50.0,1053,-0.05139381480544954
U56,0.15,7,50,100.0,2042,0.03905275306577352
U56,0.15,7,100,250.0,6040,-0.04425926320192171
U56,0.15,7,250,1000000000.0,9758,0.003375332270329991
U56,0.3,0,0,5.0,163,0.6940041970194175
U56,0.3,0,5,10.0,222,0.09461843439700196
U56,0.3,0,10,25.0,631,-0.06902418588110876
U56,0.3,0,25,50.0,1068,-0.07107854209833007
U56,0.3,0,50,100.0,2057,-0.048509068263723185
U56,0.3,0,100,250.0,6093,-0.0007722972387322463
U56,0.3,0,250,1000000000.0,9666,-0.0010524593217700385
U56,0.3,1,0,5.0,167,0.3930340350673418
U56,0.3,1,5,10.0,202,-0.07246896609622876
U56,0.3,1,10,25.0,591,-0.02262621193106315
U56,0.3,1,25,50.0,990,-0.04851777270303926
U56,0.3,1,50,100.0,2090,-0.020841569252776453
U56,0.3,1,100,250.0,6095,-0.001331624213550652
U56,0.3,1,250,1000000000.0,9765,-0.0038830657611517386
U56,0.3,2,0,5.0,158,0.4158901403373067
U56,0.3,2,5,10.0,210,0.14644352584712803
U56,0.3,2,10,25.0,594,-0.02674245951173147
U56,0.3,2,25,50.0,1037,-0.09882575740775133
U56,0.3,2,50,100.0,2072,0.0158598999877651
U56,0.3,2,100,250.0,6096,-0.0012121633814768434
U56,0.3,2,250,1000000000.0,9733,-0.01064099620061144
U56,0.3,3,0,5.0,184,0.373509523335652
U56,0.3,3,5,10.0,227,0.1626776954521345
U56,0.3,3,10,25.0,634,-0.0552206494728468
U56,0.3,3,25,50.0,999,-0.09444622837585363
U56,0.3,3,50,100.0,2077,-0.04068612428712506
U56,0.3,3,100,250.0,6256,0.015760236306507216
U56,0.3,3,250,1000000000.0,9523,-0.0094910084466326
U56,0.3,4,0,5.0,171,0.49957332245139835
U56,0.3,4,5,10.0,210,0.19023482770675287
U56,0.3,4,10,25.0,587,-0.031239455354429627
U56,0.3,4,25,50.0,1020,-0.14011619055361535
U56,0.3,4,50,100.0,2061,0.095177523674753
U56,0.3,4,100,250.0,6147,-0.010630562118371769
U56,0.3,4,250,1000000000.0,9704,-0.020088117091086558
U56,0.3,5,0,5.0,158,0.6055975123777033
U56,0.3,5,5,10.0,204,-0.0025202911207792187
U56,0.3,5,10,25.0,635,-0.06683799856102916
U56,0.3,5,25,50.0,992,-0.07744779186358372
U56,0.3,5,50,100.0,1999,0.0008681319738158001
U56,0.3,5,100,250.0,6146,-0.00590674428856957
U56,0.3,5,250,1000000000.0,9766,-0.004232282855848742
U56,0.3,6,0,5.0,146,0.39074459627334474
U56,0.3,6,5,10.0,197,-0.10217197133533294
U56,0.3,6,10,25.0,612,-0.1626003424415889
U56,0.3,6,25,50.0,986,0.01190846620176203
U56,0.3,6,50,100.0,2060,0.004861926977840333
U56,0.3,6,100,250.0,6153,-0.013327826203009204
U56,0.3,6,250,1000000000.0,9746,0.002343461343036307
U56,0.3,7,0,5.0,169,0.37246146748992776
U56,0.3,7,5,10.0,212,-0.14591349854965632
U56,0.3,7,10,25.0,606,-0.029474110322547983
U56,0.3,7,25,50.0,1027,-0.05992103618091238
U56,0.3,7,50,100.0,2033,0.015277782074259245
U56,0.3,7,100,250.0,6186,-0.014207955851602795
U56,0.3,7,250,1000000000.0,9667,0.00043638901841690377
U56,0.5,0,0,5.0,147,0.45189574464191656
U56,0.5,0,5,10.0,218,0.13608652227697157
U56,0.5,0,10,25.0,595,-0.0010539856473525287
U56,0.5,0,25,50.0,1024,-0.1438547943333271
U56,0.5,0,50,100.0,2051,-0.028873545290930076
U56,0.5,0,100,250.0,6162,0.0007481048583996734
U56,0.5,0,250,1000000000.0,9703,0.0006646103053693685
U56,0.5,1,0,5.0,158,0.19155232065539823
U56,0.5,1,5,10.0,189,-0.013621869777788008
U56,0.5,1,10,25.0,592,-0.005903826954498461
U56,0.5,1,25,50.0,1030,-0.0701207704356325
U56,0.5,1,50,100.0,2044,-0.05078148436085999
U56,0.5,1,100,250.0,6153,0.010532719459060848
U56,0.5,1,250,1000000000.0,9734,-0.001333649370021574
U56,0.5,2,0,5.0,176,0.13424121283224638
U56,0.5,2,5,10.0,199,-0.18167582824123138
U56,0.5,2,10,25.0,595,0.03322657881878347
U56,0.5,2,25,50.0,1089,0.002889264493951069
U56,0.5,2,50,100.0,2076,-0.004470102420104908
U56,0.5,2,100,250.0,6046,0.003489795951632841
U56,0.5,2,250,1000000000.0,9719,-0.012574190839489003
U56,0.5,3,0,5.0,175,0.34083276027702525
U56,0.5,3,5,10.0,213,0.09245009424033214
U56,0.5,3,10,25.0,579,-0.07720580503448744
U56,0.5,3,25,50.0,1046,-0.09871376619351989
U56,0.5,3,50,100.0,1979,0.01864869100562497
U56,0.5,3,100,250.0,6192,-0.01368116663463093
U56,0.5,3,250,1000000000.0,9716,0.0016907350487055126
U56,0.5,4,0,5.0,150,0.40985171121593567
U56,0.5,4,5,10.0,206,0.16887401541079985
U56,0.5,4,10,25.0,629,-0.07997378479579499
U56,0.5,4,25,50.0,1025,-0.02627003330145851
U56,0.5,4,50,100.0,2078,-0.04630135842501774
U56,0.5,4,100,250.0,6168,-0.0026262671850220396
U56,0.5,4,250,1000000000.0,9644,-0.000686693310043791
U56,0.5,5,0,5.0,150,0.33878260536987653
U56,0.5,5,5,10.0,196,0.10667730662863391
U56,0.5,5,10,25.0,635,-0.08658897738699038
U56,0.5,5,25,50.0,1027,-0.056120869710102175
U56,0.5,5,50,100.0,2015,-0.03407996714662312
U56,0.5,5,100,250.0,6091,0.01165925263385578
U56,0.5,5,250,1000000000.0,9786,-0.006279520035157359
U56,0.5,6,0,5.0,171,0.6256294784502305
U56,0.5,6,5,10.0,217,0.09844151532776922
U56,0.5,6,10,25.0,595,-0.1807114946471854
U56,0.5,6,25,50.0,974,0.004479431297342217
U56,0.5,6,50,100.0,2050,-0.018609118174522585
U56,0.5,6,100,250.0,6144,-0.020529143078571885
U56,0.5,6,250,1000000000.0,9749,0.004010223707340822
U56,0.5,7,0,5.0,167,0.5031644335256857
U56,0.5,7,5,10.0,218,0.05916543045959489
U56,0.5,7,10,25.0,610,-0.22874651622012956
U56,0.5,7,25,50.0,975,0.030169460296004008
U56,0.5,7,50,100.0,2077,0.048999267248885536
U56,0.5,7,100,250.0,6085,-0.018646977099211166
U56,0.5,7,250,1000000000.0,9768,-0.007689495860006279
U56,0.7,0,0,5.0,154,0.19839358305796287
U56,0.7,0,5,10.0,201,-0.10308859461116014
U56,0.7,0,10,25.0,605,-0.16707449100835756
U56,0.7,0,25,50.0,1034,0.06062420244202175
U56,0.7,0,50,100.0,2047,0.005988354666706111
U56,0.7,0,100,250.0,6116,-0.010386570708296022
U56,0.7,0,250,1000000000.0,9743,-0.0020703128492134044
U56,0.7,1,0,5.0,156,0.12136203844000228
U56,0.7,1,5,10.0,204,0.0018613727376547322
U56,0.7,1,10,25.0,610,-0.06399859367835668
U56,0.7,1,25,50.0,994,-0.07039540111906299
U56,0.7,1,50,100.0,2050,0.034868462092523596
U56,0.7,1,100,250.0,6128,-0.015287714773841376
U56,0.7,1,250,1000000000.0,9758,0.0012197931610423045
U56,0.7,2,0,5.0,165,0.018625638251809625
U56,0.7,2,5,10.0,208,0.0609272324556365
U56,0.7,2,10,25.0,620,-0.020608529694654577
U56,0.7,2,25,50.0,997,-0.031466281319303534
U56,0.7,2,50,100.0,2039,-0.020928987600120134
U56,0.7,2,100,250.0,6145,0.0017256213870737622
U56,0.7,2,250,1000000000.0,9726,-0.004064020304669223
U56,0.7,3,0,5.0,162,0.11869082557122189
U56,0.7,3,5,10.0,210,-0.05720566287500691
U56,0.7,3,10,25.0,605,-0.07541620927104067
U56,0.7,3,25,50.0,1021,0.00876330375299198
U56,0.7,3,50,100.0,2065,0.011838133029445102
U56,0.7,3,100,250.0,6121,0.007604297621030897
U56,0.7,3,250,1000000000.0,9716,-0.01456637520643742
U56,0.7,4,0,5.0,177,0.07353392249764415
U56,0.7,4,5,10.0,192,-0.029355117824956256
U56,0.7,4,10,25.0,588,-0.031896746133147164
U56,0.7,4,25,50.0,1041,0.026811203641536385
U56,0.7,4,50,100.0,2015,0.009702204724727988
U56,0.7,4,100,250.0,6148,-0.018377063850233428
U56,0.7,4,250,1000000000.0,9739,-0.0023721379908955764
U56,0.7,5,0,5.0,196,0.31485656628646563
U56,0.7,5,5,10.0,183,0.03805188915887078
U56,0.7,5,10,25.0,615,-0.07312030607200204
U56,0.7,5,25,50.0,1041,-0.050823667170495225
U56,0.7,5,50,100.0,2040,-0.015800086643697687
U56,0.7,5,100,250.0,6086,-0.004436008585654486
U56,0.7,5,250,1000000000.0,9739,-0.0011879281182890797
U56,0.7,6,0,5.0,156,0.30031358071974046
U56,0.7,6,5,10.0,178,0.05390565746725543
U56,0.7,6,10,25.0,626,-0.025959827090743216
U56,0.7,6,25,50.0,989,0.005712388160007695
U56,0.7,6,50,100.0,2048,-0.005871496586957908
U56,0.7,6,100,250.0,6163,-0.01775703323945495
U56,0.7,6,250,1000000000.0,9740,-0.002503224321154275
U56,0.7,7,0,5.0,159,0.15887358591554418
U56,0.7,7,5,10.0,234,-0.11347353223387387
U56,0.7,7,10,25.0,610,-0.006965214242950077
U56,0.7,7,25,50.0,1026,-0.006778777270047785
U56,0.7,7,50,100.0,2003,-0.011602268051650138
U56,0.7,7,100,250.0,6081,-0.010024298763972676
U56,0.7,7,250,1000000000.0,9787,-0.0003379159864517655
