corpus,cost_bps,dial,group,n_books,mean_d,sd_d,p_sign_disagree,mean_abs_err,t_like
B,25,BAND,ETF,32,-0.00544536298397625,0.004248800139202745,0.125,0.0035372360461424666,1.2816237065263338
B,25,BAND,ETFk12,16,-0.0020027471156902413,0.004482692998443571,0.5,0.003941881302296534,0.4467732043971869
B,25,BAND,ETFk24,16,-0.008887978852262257,0.0069336185763414545,0.2375,0.0065074513265762175,1.2818672895142378
B,25,BAND+,ALL,115,0.00667147418383506,0.00730193796458486,0.2,0.005865755900699789,0.9136580200049259
B,25,BAND+,SMALL,48,0.026146878824881325,0.025384789979262377,0.175,0.020651822582197287,1.030021475269699
B,25,BAND+,SMALLk20,16,-0.053147429521692637,0.0668863970932594,0.175,0.048250325369872595,0.7945925005766841
B,25,BAND+,SMALLk40,16,0.02927306338340071,0.04390879044104568,0.3125,0.037667971781971614,0.6666788834012094
B,25,BAND+,SMALLk80,16,0.0004481474576861864,0.01288913028616819,0.4625,0.009066852943195038,0.03476941016977234
B,25,BAND+,U56,32,0.009273634441980143,0.011854716582713056,0.2125,0.01007457055205143,0.7822738212671395
B,25,BAND+,U56k20,16,0.006228664549679165,0.009938849408735177,0.2875,0.008356905122141201,0.6266987548456204
B,25,BAND+,U56k40,16,0.002091345804073798,0.005702641208574971,0.3625,0.004528069512709294,0.366732839611642
B,25,BAND+,ETF,32,-0.014704543232142759,0.019855476173650605,0.2875,0.016857536018658338,0.7405787251234993
B,25,BAND+,ETFk12,16,-0.02441638320148821,0.03329309421452211,0.1875,0.025840941284724563,0.7333768091193115
B,25,BAND+,ETFk24,16,0.0050425359521358345,0.010577916016797197,0.2,0.007629977946880967,0.4767041016067662
B,25,CADENCE,ALL,115,0.027900561884969553,0.008749125699381908,0.0,0.006675416328884435,3.1889542841694074
B,25,CADENCE,SMALL,48,0.007249716183516243,0.008612376471771835,0.2375,0.006781455829684377,0.8417788291578213
B,25,CADENCE,SMALLk20,16,0.01916404068758946,0.022968547918597527,0.4625,0.022576639620535906,0.8343601325897518
B,25,CADENCE,SMALLk40,16,0.0125193395746767,0.012598326727796838,0.5,0.0125193395746767,0.9937303456387114
B,25,CADENCE,SMALLk80,16,-0.009934231711717433,0.009996908874251753,0.5,0.009934231711717435,0.9937303456181857
B,25,CADENCE,U56,32,0.08156251351999728,0.028829474908057637,0.0,0.02359470606427242,2.8291362842120997
B,25,CADENCE,U56k20,16,0.05831455718762359,0.18606944605255232,0.3375,0.17272256059254726,0.313402111009887
B,25,CADENCE,U56k40,16,0.0,0.0,0.0,0.0,0.0
B,25,CADENCE,ETF,32,0.007875705229774804,0.007925394714687539,0.5,0.007875705229774805,0.9937303455922037
B,25,CADENCE,ETFk12,16,0.015751410459549607,0.015850789429375078,0.5,0.01575141045954961,0.9937303456548967
B,25,CADENCE,ETFk24,16,0.0,0.0,0.0,0.0,0.0
B,25,SLEEVE,ALL,115,0.002233881165872522,0.0008805898479337273,0.0,0.0006555521065672722,2.536800950609916
B,25,SLEEVE,SMALL,48,0.0027158904460627396,0.002203436102047763,0.325,0.0017661502201352605,1.232570548474792
B,25,SLEEVE,SMALLk20,16,0.00814767133818822,0.0051855543300013,0.2,0.003263293033418324,1.5712247559490813
B,25,SLEEVE,SMALLk40,16,0.0,0.0,0.0,0.0,0.0
B,25,SLEEVE,SMALLk80,16,0.0,0.0,0.0,0.0,0.0
B,25,SLEEVE,U56,32,0.0007711729710644794,0.0006116918053352051,0.2625,0.0005697973092244669,1.2607214336983927
B,25,SLEEVE,U56k20,16,0.0015423459421289587,0.001054775582729309,0.1625,0.0009700151137415549,1.462250326913878
B,25,SLEEVE,U56k40,16,0.0,0.0,0.0,0.0,0.0
B,25,SLEEVE,ETF,32,0.0031846507941104447,0.0014332309644096769,0.0,0.0011857401409318563,2.2220080859054976
B,25,SLEEVE,ETFk12,16,0.0012243817532079384,0.009272171930359398,0.3125,0.008236465309447924,0.13204907785056905
B,25,SLEEVE,ETFk24,16,0.0,0.0,0.0,0.0,0.0
B,25,SLEEVE+,ALL,115,0.007712554376153207,0.012230821529090666,0.175,0.008550334446761005,0.6305835104517328
B,25,SLEEVE+,SMALL,48,0.04471676000751754,0.011324641730091251,0.0,0.008881912967691055,3.9486246955389204
B,25,SLEEVE+,SMALLk20,16,-0.006601203524337214,0.09459289957846453,0.3875,0.07664170696205022,0.06978540200886589
B,25,SLEEVE+,SMALLk40,16,0.023024572566846514,0.018128777129193967,0.0375,0.013698113911673051,1.2700565736724994
B,25,SLEEVE+,SMALLk80,16,0.0,0.0,0.0,0.0,0.0
B,25,SLEEVE+,U56,32,-0.007644356220530925,0.005922010559045723,0.0,0.0039757616128607886,1.2908379921010986
B,25,SLEEVE+,U56k20,16,0.00036678199595275435,0.005200728029221058,0.5,0.004940235524023684,0.0705251252942685
B,25,SLEEVE+,U56k40,16,0.0006999786702312161,0.0036665680813234387,0.15,0.0025378233469921323,0.19090840658484434
B,25,SLEEVE+,ETF,32,-0.004686275839421818,0.01583470135630963,0.5875,0.012340846888989612,0.2959497456678294
B,25,SLEEVE+,ETFk12,16,-0.006435884455626753,0.009993953586028457,0.325,0.00879422719316253,0.6439778211477927
B,25,SLEEVE+,ETFk24,16,0.0003216220877817843,0.005520598897074478,0.225,0.003749138820143331,0.058258550153673073
