file,block,spec,n,p,K,lam,R2
F3,T1i:6W,both,115,4,5,10.0,0.07064618895937591
F3,T1i:6W,both,115,4,10,10.0,0.07992731803973652
F3,T1i:6W,both,115,4,LOO,10.0,0.10318909463376558
F3,T1i:6W,both,115,4,IS,100.0,0.11234288121637737
F3,T1i:6W,both,115,4,2,100.0,0.09130328024889045
F3,T1i:6W,both,115,4,5,100.0,0.04674308991231946
F3,T1i:6W,both,115,4,10,100.0,0.05562811883154595
F3,T1i:6W,both,115,4,LOO,100.0,0.07921364258424068
F3,T1i:8W,family,115,2,IS,0.0,0.06768443776498978
F3,T1i:8W,family,115,2,2,0.0,-0.030953972438875654
F3,T1i:8W,family,115,2,5,0.0,0.038754351791667974
F3,T1i:8W,family,115,2,10,0.0,0.026781258950857145
F3,T1i:8W,family,115,2,LOO,0.0,0.01996543337375034
F3,T1i:8W,family,115,2,IS,0.1,0.06768430349252486
F3,T1i:8W,family,115,2,2,0.1,-0.030792939394999275
F3,T1i:8W,family,115,2,5,0.1,0.03877478743989038
F3,T1i:8W,family,115,2,10,0.1,0.02680441083356344
F3,T1i:8W,family,115,2,LOO,0.1,0.01999823518758459
F3,T1i:8W,family,115,2,IS,1.0,0.06767143622826222
F3,T1i:8W,family,115,2,2,1.0,-0.029465496982350015
F3,T1i:8W,family,115,2,5,1.0,0.03893499480396434
F3,T1i:8W,family,115,2,10,1.0,0.026993548435025883
F3,T1i:8W,family,115,2,LOO,1.0,0.020276847525512842
F3,T1i:8W,family,115,2,IS,10.0,0.06671502428142795
F3,T1i:8W,family,115,2,2,10.0,-0.023570444754070108
F3,T1i:8W,family,115,2,5,10.0,0.038934510576870696
F3,T1i:8W,family,115,2,10,10.0,0.027519034552564325
F3,T1i:8W,family,115,2,LOO,10.0,0.02183262387428031
F3,T1i:8W,family,115,2,IS,100.0,0.048718387144563
F3,T1i:8W,family,115,2,2,100.0,-0.03919045057235526
F3,T1i:8W,family,115,2,5,100.0,0.02215140706638763
F3,T1i:8W,family,115,2,10,100.0,0.013829018102010204
F3,T1i:8W,family,115,2,LOO,100.0,0.015005129847343812
F3,T1i:8W,P1+P2,115,2,IS,0.0,0.30668964396052967
F3,T1i:8W,P1+P2,115,2,2,0.0,0.2701416410499048
F3,T1i:8W,P1+P2,115,2,5,0.0,0.291435936040767
F3,T1i:8W,P1+P2,115,2,10,0.0,0.27697153233872296
F3,T1i:8W,P1+P2,115,2,LOO,0.0,0.2675848774002205
F3,T1i:8W,P1+P2,115,2,IS,0.1,0.30667793254728615
F3,T1i:8W,P1+P2,115,2,2,0.1,0.2689973850858841
F3,T1i:8W,P1+P2,115,2,5,0.1,0.2914609024334518
F3,T1i:8W,P1+P2,115,2,10,0.1,0.27694029444809254
F3,T1i:8W,P1+P2,115,2,LOO,0.1,0.2676407677653381
F3,T1i:8W,P1+P2,115,2,IS,1.0,0.30564059475711625
F3,T1i:8W,P1+P2,115,2,2,1.0,0.25653954256029166
F3,T1i:8W,P1+P2,115,2,5,1.0,0.29018163491315163
F3,T1i:8W,P1+P2,115,2,10,1.0,0.27551827000703455
F3,T1i:8W,P1+P2,115,2,LOO,1.0,0.267107779669018
F3,T1i:8W,P1+P2,115,2,IS,10.0,0.2621961124112502
F3,T1i:8W,P1+P2,115,2,2,10.0,0.13937308121034686
F3,T1i:8W,P1+P2,115,2,5,10.0,0.2338404101772683
F3,T1i:8W,P1+P2,115,2,10,10.0,0.22520532277507532
F3,T1i:8W,P1+P2,115,2,LOO,10.0,0.22519205381147878
F3,T1i:8W,P1+P2,115,2,IS,100.0,0.08484733221537744
F3,T1i:8W,P1+P2,115,2,2,100.0,-0.027007536852572622
F3,T1i:8W,P1+P2,115,2,5,100.0,0.05408924483832278
F3,T1i:8W,P1+P2,115,2,10,100.0,0.04841182719027115
F3,T1i:8W,P1+P2,115,2,LOO,100.0,0.05435442487154074
F3,T1i:8W,both,115,4,IS,0.0,0.3783043512630123
F3,T1i:8W,both,115,4,2,0.0,0.31856775004937554
F3,T1i:8W,both,115,4,5,0.0,0.3389237551301909
F3,T1i:8W,both,115,4,10,0.0,0.3246999565458244
F3,T1i:8W,both,115,4,LOO,0.0,0.31786242646369633
F3,T1i:8W,both,115,4,IS,0.1,0.3782094609244846
F3,T1i:8W,both,115,4,2,0.1,0.3197656557438098
F3,T1i:8W,both,115,4,5,0.1,0.34071736792589924
F3,T1i:8W,both,115,4,10,0.1,0.32583245226147384
F3,T1i:8W,both,115,4,LOO,0.1,0.3188044602968534
F3,T1i:8W,both,115,4,IS,1.0,0.3733281298842839
F3,T1i:8W,both,115,4,2,1.0,0.30868099043252895
F3,T1i:8W,both,115,4,5,1.0,0.34349575567532464
F3,T1i:8W,both,115,4,10,1.0,0.3274412186331621
F3,T1i:8W,both,115,4,LOO,1.0,0.3198396719972346
F3,T1i:8W,both,115,4,IS,10.0,0.31208330948486374
F3,T1i:8W,both,115,4,2,10.0,0.18918407513933833
F3,T1i:8W,both,115,4,5,10.0,0.27968845010017995
F3,T1i:8W,both,115,4,10,10.0,0.2704535548667609
F3,T1i:8W,both,115,4,LOO,10.0,0.26813261968563196
F3,T1i:8W,both,115,4,IS,100.0,0.141901103684975
F3,T1i:8W,both,115,4,2,100.0,0.0159400216106953
F3,T1i:8W,both,115,4,5,100.0,0.10548007522600711
F3,T1i:8W,both,115,4,10,100.0,0.10110115831629451
F3,T1i:8W,both,115,4,LOO,100.0,0.10501641969311237
F3,T1i:10W,family,115,2,IS,0.0,0.08742682937006319
F3,T1i:10W,family,115,2,2,0.0,-0.0821994698043158
F3,T1i:10W,family,115,2,5,0.0,0.05806305936898448
F3,T1i:10W,family,115,2,10,0.0,0.045362677195488366
F3,T1i:10W,family,115,2,LOO,0.0,0.03992120680063915
F3,T1i:10W,family,115,2,IS,0.1,0.08742674167583864
F3,T1i:10W,family,115,2,2,0.1,-0.08198291656211953
F3,T1i:10W,family,115,2,5,0.1,0.05812141076241717
F3,T1i:10W,family,115,2,10,0.1,0.04539841988222193
F3,T1i:10W,family,115,2,LOO,0.1,0.03995701141474095
F3,T1i:10W,family,115,2,IS,1.0,0.08741830281429885
F3,T1i:10W,family,115,2,2,1.0,-0.08011061693198784
F3,T1i:10W,family,115,2,5,1.0,0.058622535269653775
F3,T1i:10W,family,115,2,10,1.0,0.04570545391711511
F3,T1i:10W,family,115,2,LOO,1.0,0.04026626612798079
F3,T1i:10W,family,115,2,IS,10.0,0.08676522897198746
F3,T1i:10W,family,115,2,2,10.0,-0.06663895732425518
F3,T1i:10W,family,115,2,5,10.0,0.06183597814972508
F3,T1i:10W,family,115,2,10,10.0,0.04765638265854144
F3,T1i:10W,family,115,2,LOO,10.0,0.04234959303274355
F3,T1i:10W,family,115,2,IS,100.0,0.07067467497073421
F3,T1i:10W,family,115,2,2,100.0,-0.04035750751016054
F3,T1i:10W,family,115,2,5,100.0,0.054954458565672826
F3,T1i:10W,family,115,2,10,100.0,0.04096426895235117
F3,T1i:10W,family,115,2,LOO,100.0,0.037945321820452516
F3,T1i:10W,P1+P2,115,2,IS,0.0,0.32640439922069875
F3,T1i:10W,P1+P2,115,2,2,0.0,0.20454283527564776
F3,T1i:10W,P1+P2,115,2,5,0.0,0.3074839220684542
F3,T1i:10W,P1+P2,115,2,10,0.0,0.28769662494880077
F3,T1i:10W,P1+P2,115,2,LOO,0.0,0.29213631074697743
F3,T1i:10W,P1+P2,115,2,IS,0.1,0.3263936700047738
F3,T1i:10W,P1+P2,115,2,2,0.1,0.20338670656265134
F3,T1i:10W,P1+P2,115,2,5,0.1,0.30765906869483794
F3,T1i:10W,P1+P2,115,2,10,0.1,0.28777696747904613
F3,T1i:10W,P1+P2,115,2,LOO,0.1,0.2922372951687733
F3,T1i:10W,P1+P2,115,2,IS,1.0,0.3254382945407739
F3,T1i:10W,P1+P2,115,2,2,1.0,0.1920843721536586
F3,T1i:10W,P1+P2,115,2,5,1.0,0.30773647943302807
F3,T1i:10W,P1+P2,115,2,10,1.0,0.2873645917072909
F3,T1i:10W,P1+P2,115,2,LOO,1.0,0.29212550073753785
F3,T1i:10W,P1+P2,115,2,IS,10.0,0.28406642264824855
F3,T1i:10W,P1+P2,115,2,2,10.0,0.09987278393440224
F3,T1i:10W,P1+P2,115,2,5,10.0,0.2604490143439252
F3,T1i:10W,P1+P2,115,2,10,10.0,0.24402828473206328
F3,T1i:10W,P1+P2,115,2,LOO,10.0,0.2529008003623584
F3,T1i:10W,P1+P2,115,2,IS,100.0,0.10347730922161469
F3,T1i:10W,P1+P2,115,2,2,100.0,-0.022157326083287243
F3,T1i:10W,P1+P2,115,2,5,100.0,0.0837473712280804
F3,T1i:10W,P1+P2,115,2,10,100.0,0.07001904848097507
F3,T1i:10W,P1+P2,115,2,LOO,100.0,0.07522178400366897
F3,T1i:10W,both,115,4,IS,0.0,0.4085589577429579
F3,T1i:10W,both,115,4,2,0.0,0.28768800919160586
F3,T1i:10W,both,115,4,5,0.0,0.35420178046818274
F3,T1i:10W,both,115,4,10,0.0,0.35256012158791394
F3,T1i:10W,both,115,4,LOO,0.0,0.3509862021124004
F3,T1i:10W,both,115,4,IS,0.1,0.4085233447072656
F3,T1i:10W,both,115,4,2,0.1,0.2895563069401875
F3,T1i:10W,both,115,4,5,0.1,0.3560046112115506
F3,T1i:10W,both,115,4,10,0.1,0.35351577320199035
F3,T1i:10W,both,115,4,LOO,0.1,0.35207125386081217
F3,T1i:10W,both,115,4,IS,1.0,0.4060789972924609
F3,T1i:10W,both,115,4,2,1.0,0.28065933031561685
F3,T1i:10W,both,115,4,5,1.0,0.3630464188679853
F3,T1i:10W,both,115,4,10,1.0,0.35636254064511086
F3,T1i:10W,both,115,4,LOO,1.0,0.3562517259261453
F3,T1i:10W,both,115,4,IS,10.0,0.33951625651646355
F3,T1i:10W,both,115,4,2,10.0,0.13326454231700957
F3,T1i:10W,both,115,4,5,10.0,0.29726244310491623
F3,T1i:10W,both,115,4,10,10.0,0.2911041233546845
F3,T1i:10W,both,115,4,LOO,10.0,0.2995699756297261
F3,T1i:10W,both,115,4,IS,100.0,0.1316853609081492
F3,T1i:10W,both,115,4,2,100.0,-0.019866783223422058
F3,T1i:10W,both,115,4,5,100.0,0.10414297139436235
F3,T1i:10W,both,115,4,10,100.0,0.09181120685958633
F3,T1i:10W,both,115,4,LOO,100.0,0.09578099715570343
F3,T1i:2M,family,115,2,IS,0.0,0.02591937561267621
F3,T1i:2M,family,115,2,2,0.0,-0.06927409109166027
F3,T1i:2M,family,115,2,5,0.0,-0.008638719531844474
F3,T1i:2M,family,115,2,10,0.0,-0.01750467663037214
F3,T1i:2M,family,115,2,LOO,0.0,-0.023753486115630107
F3,T1i:2M,family,115,2,IS,0.1,0.0259192927203028
F3,T1i:2M,family,115,2,2,0.1,-0.06898932023033777
F3,T1i:2M,family,115,2,5,0.1,-0.008629879841245636
F3,T1i:2M,family,115,2,10,0.1,-0.017465022036496247
F3,T1i:2M,family,115,2,LOO,0.1,-0.023707474005711493
F3,T1i:2M,family,115,2,IS,1.0,0.025911362093607004
F3,T1i:2M,family,115,2,2,1.0,-0.06655149962830653
F3,T1i:2M,family,115,2,5,1.0,-0.008561912517102144
F3,T1i:2M,family,115,2,10,1.0,-0.017122394996417656
F3,T1i:2M,family,115,2,LOO,1.0,-0.023308116033460724
F3,T1i:2M,family,115,2,IS,10.0,0.025331363921300087
F3,T1i:2M,family,115,2,2,10.0,-0.05025978988429447
F3,T1i:2M,family,115,2,5,10.0,-0.008645547217758676
F3,T1i:2M,family,115,2,10,10.0,-0.014749836501066316
F3,T1i:2M,family,115,2,LOO,10.0,-0.020435837116076883
F3,T1i:2M,family,115,2,IS,100.0,0.0158131453358743
F3,T1i:2M,family,115,2,2,100.0,-0.0171263521314855
F3,T1i:2M,family,115,2,5,100.0,-0.015326187197938879
F3,T1i:2M,family,115,2,10,100.0,-0.01185020474507481
F3,T1i:2M,family,115,2,LOO,100.0,-0.016478150626075605
F3,T1i:2M,P1+P2,115,2,IS,0.0,0.01540201369997729
F3,T1i:2M,P1+P2,115,2,2,0.0,-0.07869747486343659
F3,T1i:2M,P1+P2,115,2,5,0.0,-0.03419475766600222
F3,T1i:2M,P1+P2,115,2,10,0.0,-0.03251237640967353
F3,T1i:2M,P1+P2,115,2,LOO,0.0,-0.02952290206922381
F3,T1i:2M,P1+P2,115,2,IS,0.1,0.015401557741714367
F3,T1i:2M,P1+P2,115,2,2,0.1,-0.07852518273466735
F3,T1i:2M,P1+P2,115,2,5,0.1,-0.033999891104611324
F3,T1i:2M,P1+P2,115,2,10,0.1,-0.03242216132125497
F3,T1i:2M,P1+P2,115,2,LOO,0.1,-0.029465942630771513
F3,T1i:2M,P1+P2,115,2,IS,1.0,0.015360737338572905
F3,T1i:2M,P1+P2,115,2,2,1.0,-0.07708637338689628
F3,T1i:2M,P1+P2,115,2,5,1.0,-0.032426219504172904
F3,T1i:2M,P1+P2,115,2,10,1.0,-0.03169609840917276
F3,T1i:2M,P1+P2,115,2,LOO,1.0,-0.029015765948756433
F3,T1i:2M,P1+P2,115,2,IS,10.0,0.013530815045495581
F3,T1i:2M,P1+P2,115,2,2,10.0,-0.06763314273999987
F3,T1i:2M,P1+P2,115,2,5,10.0,-0.025480826491016684
F3,T1i:2M,P1+P2,115,2,10,10.0,-0.028556770735318926
F3,T1i:2M,P1+P2,115,2,LOO,10.0,-0.027487328826127033
F3,T1i:2M,P1+P2,115,2,IS,100.0,0.0050225224664399715
F3,T1i:2M,P1+P2,115,2,2,100.0,-0.03247688536374671
F3,T1i:2M,P1+P2,115,2,5,100.0,-0.022495101413958274
F3,T1i:2M,P1+P2,115,2,10,100.0,-0.023850618649635447
F3,T1i:2M,P1+P2,115,2,LOO,100.0,-0.02656275996223134
F3,T1i:2M,both,115,4,IS,0.0,0.03612853674015204
F3,T1i:2M,both,115,4,2,0.0,-0.22550961444134554
F3,T1i:2M,both,115,4,5,0.0,-0.026186389159621903
F3,T1i:2M,both,115,4,10,0.0,-0.0498348140391478
F3,T1i:2M,both,115,4,LOO,0.0,-0.03769970280348156
F3,T1i:2M,both,115,4,IS,0.1,0.03609887411932389
F3,T1i:2M,both,115,4,2,0.1,-0.1998507816714723
F3,T1i:2M,both,115,4,5,0.1,-0.025794096271468447
F3,T1i:2M,both,115,4,10,0.1,-0.04810226100490267
F3,T1i:2M,both,115,4,LOO,0.1,-0.036666050971546404
F3,T1i:2M,both,115,4,IS,1.0,0.03475942151032807
F3,T1i:2M,both,115,4,2,1.0,-0.11958708716801847
F3,T1i:2M,both,115,4,5,1.0,-0.024176928094745254
F3,T1i:2M,both,115,4,10,1.0,-0.03918113541956103
F3,T1i:2M,both,115,4,LOO,1.0,-0.0317526185624164
F3,T1i:2M,both,115,4,IS,10.0,0.028169941032527346
F3,T1i:2M,both,115,4,2,10.0,-0.06844516935358169
F3,T1i:2M,both,115,4,5,10.0,-0.018861937460972644
F3,T1i:2M,both,115,4,10,10.0,-0.02476443842265419
F3,T1i:2M,both,115,4,LOO,10.0,-0.02490115253898506
F3,T1i:2M,both,115,4,IS,100.0,0.018769857441956472
F3,T1i:2M,both,115,4,2,100.0,-0.03499920078687491
F3,T1i:2M,both,115,4,5,100.0,-0.014959345236413402
F3,T1i:2M,both,115,4,10,100.0,-0.016429960754889006
F3,T1i:2M,both,115,4,LOO,100.0,-0.019343528956657696
