panel,c,B,draw,Sharpe,MaxDD
B136,1.0,126,11,0.859443740643811,-0.21747378371223547
B136,1.0,252,0,0.8893781149392787,-0.1970698555237963
B136,1.0,252,1,0.9315467719011019,-0.20850024963474445
B136,1.0,252,2,0.8397163347079939,-0.21253883540694496
B136,1.0,252,3,0.9478192898700996,-0.19433631844175692
B136,1.0,252,4,0.817107219170489,-0.21076910312399144
B136,1.0,252,5,0.9096662334147635,-0.1921113651667664
B136,1.0,252,6,0.9212067321904206,-0.2178120344210548
B136,1.0,252,7,0.8804684034292019,-0.2084689640585543
B136,1.0,252,8,0.9417770809863674,-0.1959380038655224
B136,1.0,252,9,0.8600558986281286,-0.218985965424757
B136,1.0,252,10,0.9121996749595456,-0.2109342002683685
B136,1.0,252,11,0.8597648118428922,-0.23562237897251292
SMALL,0.0,20,0,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,1,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,2,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,3,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,4,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,5,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,6,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,7,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,8,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,9,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,10,0.5091735910765686,-0.36510516715275565
SMALL,0.0,20,11,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,0,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,1,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,2,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,3,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,4,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,5,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,6,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,7,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,8,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,9,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,10,0.5091735910765686,-0.36510516715275565
SMALL,0.0,63,11,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,0,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,1,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,2,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,3,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,4,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,5,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,6,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,7,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,8,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,9,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,10,0.5091735910765686,-0.36510516715275565
SMALL,0.0,126,11,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,0,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,1,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,2,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,3,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,4,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,5,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,6,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,7,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,8,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,9,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,10,0.5091735910765686,-0.36510516715275565
SMALL,0.0,252,11,0.5091735910765686,-0.36510516715275565
SMALL,0.25,20,0,0.48598625165264536,-0.37016443756548256
SMALL,0.25,20,1,0.4985298187475098,-0.366158345433658
SMALL,0.25,20,2,0.49900408814207653,-0.3618079249892946
SMALL,0.25,20,3,0.4803376268263155,-0.3707528390209951
SMALL,0.25,20,4,0.49830823629056514,-0.3729853208147613
SMALL,0.25,20,5,0.48191404715369934,-0.37403068543026274
SMALL,0.25,20,6,0.5051076313744781,-0.35836656858089755
SMALL,0.25,20,7,0.47123381305781914,-0.37001308892895424
SMALL,0.25,20,8,0.4624763726680585,-0.3694642684510502
SMALL,0.25,20,9,0.4687355555188495,-0.38484302872329157
SMALL,0.25,20,10,0.48041381835126207,-0.35563920844553254
SMALL,0.25,20,11,0.4921243982401309,-0.361212615415598
SMALL,0.25,63,0,0.48334729914881597,-0.3758118177691462
SMALL,0.25,63,1,0.46215159289771746,-0.3803352211030091
SMALL,0.25,63,2,0.5058954015609568,-0.38146983895372455
SMALL,0.25,63,3,0.47606559528629894,-0.37213209628365096
SMALL,0.25,63,4,0.45509006574668937,-0.36529467424744955
SMALL,0.25,63,5,0.4800627023614944,-0.38524199914722923
SMALL,0.25,63,6,0.5055920225068422,-0.37265008196254357
SMALL,0.25,63,7,0.49026572483576797,-0.37487992246906965
SMALL,0.25,63,8,0.4835651717520192,-0.3716060092214243
SMALL,0.25,63,9,0.48414267489549734,-0.3780018366101434
SMALL,0.25,63,10,0.47502229497476994,-0.3723061993720128
SMALL,0.25,63,11,0.47049659483161804,-0.3645387352707269
SMALL,0.25,126,0,0.4664031760784432,-0.3761589505337771
SMALL,0.25,126,1,0.47507873371896764,-0.37312935622473253
SMALL,0.25,126,2,0.47292764000036946,-0.37656169006321905
SMALL,0.25,126,3,0.5003505863651602,-0.3555187866390268
SMALL,0.25,126,4,0.45722285116633554,-0.3719819751634479
SMALL,0.25,126,5,0.4521641535656665,-0.3770549088979964
SMALL,0.25,126,6,0.46329628172313564,-0.3659685642275393
SMALL,0.25,126,7,0.4780776823298715,-0.3641388840972034
SMALL,0.25,126,8,0.5041593554234707,-0.3629514957181418
SMALL,0.25,126,9,0.49252798799497527,-0.37010027510462984
SMALL,0.25,126,10,0.48406129833371403,-0.35610396664415234
SMALL,0.25,126,11,0.4781830453792403,-0.38370627935592005
SMALL,0.25,252,0,0.47567428827226027,-0.37030578516878276
SMALL,0.25,252,1,0.5003024079960976,-0.3574403653879358
SMALL,0.25,252,2,0.47102834532730425,-0.36887105523954156
SMALL,0.25,252,3,0.4787050127600902,-0.3679263215430978
SMALL,0.25,252,4,0.508897489023057,-0.36303963947904716
SMALL,0.25,252,5,0.49702158257250245,-0.3662695129112652
SMALL,0.25,252,6,0.4818528366343845,-0.355281896610838
SMALL,0.25,252,7,0.46714509937705717,-0.3640652803101956
SMALL,0.25,252,8,0.4722673569449064,-0.3739557584561578
SMALL,0.25,252,9,0.45178632018941056,-0.3710130974510978
SMALL,0.25,252,10,0.4866376847246343,-0.36938349126504666
SMALL,0.25,252,11,0.48852952735221705,-0.36295939128138865
SMALL,0.5,20,0,0.4202723817552242,-0.37804999636041814
SMALL,0.5,20,1,0.45513751476068254,-0.3832011965613704
SMALL,0.5,20,2,0.4783946277203582,-0.36118730074700467
SMALL,0.5,20,3,0.5089864444645447,-0.3839864655823757
SMALL,0.5,20,4,0.46831274509087445,-0.3793990101523803
SMALL,0.5,20,5,0.40563033860712816,-0.3970217171093329
SMALL,0.5,20,6,0.49400139468407456,-0.39638005920508745
SMALL,0.5,20,7,0.4473851474567288,-0.3721075171637098
SMALL,0.5,20,8,0.3900438745696901,-0.3842585329631255
SMALL,0.5,20,9,0.44045118961141255,-0.33916982138461815
SMALL,0.5,20,10,0.4285835577418505,-0.4001605227527282
SMALL,0.5,20,11,0.44461641520882556,-0.38833881275110327
SMALL,0.5,63,0,0.47545013311434486,-0.35553693674509956
SMALL,0.5,63,1,0.4336919593255054,-0.36469342290787865
SMALL,0.5,63,2,0.40049219348028875,-0.3694297350138237
SMALL,0.5,63,3,0.4234935425367433,-0.39132920223726797
SMALL,0.5,63,4,0.418633138812974,-0.376824243892383
SMALL,0.5,63,5,0.45702955775321596,-0.37028386110359823
SMALL,0.5,63,6,0.3778545315379612,-0.4127875719903895
SMALL,0.5,63,7,0.4340260071230702,-0.37659636846235056
SMALL,0.5,63,8,0.4321632526260375,-0.34950781780350026
SMALL,0.5,63,9,0.4972854018021885,-0.35404747419136096
SMALL,0.5,63,10,0.44455432239265313,-0.3833399808982171
SMALL,0.5,63,11,0.39951904476071426,-0.4034812774253732
SMALL,0.5,126,0,0.48255343581051247,-0.36631273165812717
SMALL,0.5,126,1,0.44486875515673113,-0.3605449261246778
SMALL,0.5,126,2,0.3908852692240109,-0.40424581722854713
SMALL,0.5,126,3,0.4711588782557305,-0.3625232483185993
SMALL,0.5,126,4,0.4395108804103786,-0.3612982745556578
SMALL,0.5,126,5,0.3987597553777294,-0.3545829138243466
SMALL,0.5,126,6,0.4593610576160776,-0.3859359061619284
SMALL,0.5,126,7,0.4539334516890703,-0.3921023788472867
SMALL,0.5,126,8,0.39749874504733995,-0.3654915818487474
SMALL,0.5,126,9,0.4454901163242418,-0.38636675667511855
SMALL,0.5,126,10,0.42519703133241676,-0.37181203193320744
SMALL,0.5,126,11,0.38234692726065084,-0.37120055183857603
SMALL,0.5,252,0,0.4579978799436509,-0.40565442975365595
SMALL,0.5,252,1,0.43357104229214694,-0.40452736234519937
SMALL,0.5,252,2,0.4882938361751846,-0.36777529501293593
SMALL,0.5,252,3,0.4231769795318048,-0.3556212696838612
SMALL,0.5,252,4,0.4328285170919207,-0.3907019941623686
SMALL,0.5,252,5,0.43793289076101466,-0.3621382533689733
SMALL,0.5,252,6,0.461913545083684,-0.365365540386278
SMALL,0.5,252,7,0.439209552339325,-0.38076482977053194
SMALL,0.5,252,8,0.43990878223952934,-0.37360828896576115
SMALL,0.5,252,9,0.38413454658568175,-0.3793024250367867
SMALL,0.5,252,10,0.39839820057031367,-0.36391860518622554
SMALL,0.5,252,11,0.4577903941736498,-0.37067452068242634
SMALL,0.75,20,0,0.4564006270713809,-0.3622127576554839
SMALL,0.75,20,1,0.36952565579537,-0.3846687634004977
SMALL,0.75,20,2,0.3476994192794151,-0.4005416557512672
SMALL,0.75,20,3,0.43793915250189097,-0.35398419745334586
SMALL,0.75,20,4,0.344950065537854,-0.40318291960145936
SMALL,0.75,20,5,0.4031781404496324,-0.4082861425354407
SMALL,0.75,20,6,0.38797621088593087,-0.35932295144884585
SMALL,0.75,20,7,0.35220905568603367,-0.3710087330291232
SMALL,0.75,20,8,0.4551436804231782,-0.34946377793236616
SMALL,0.75,20,9,0.4122537383876524,-0.3689541444503833
SMALL,0.75,20,10,0.41798344406677196,-0.38058828129065836
SMALL,0.75,20,11,0.44085334527062603,-0.35858114102048466
SMALL,0.75,63,0,0.4140260739765887,-0.41734831646399395
SMALL,0.75,63,1,0.3194283281542458,-0.39832138358972957
SMALL,0.75,63,2,0.4034728675248833,-0.3525439398867297
SMALL,0.75,63,3,0.3672847317442283,-0.4155155049576028
SMALL,0.75,63,4,0.4113041523386044,-0.3915032516007929
SMALL,0.75,63,5,0.37442427972036435,-0.3431689282839102
SMALL,0.75,63,6,0.48474893766315724,-0.3670381366196611
SMALL,0.75,63,7,0.4335125184354295,-0.33572418497640266
SMALL,0.75,63,8,0.45880905137703165,-0.4020377382454873
SMALL,0.75,63,9,0.3037526738024369,-0.41160160181160976
SMALL,0.75,63,10,0.4204939691517798,-0.39343460594322854
SMALL,0.75,63,11,0.31398459847241433,-0.42979802346502993
SMALL,0.75,126,0,0.3871816891820111,-0.3184809029382656
SMALL,0.75,126,1,0.34281315053808725,-0.35822752183767304
SMALL,0.75,126,2,0.3627200213498656,-0.34656644017691307
SMALL,0.75,126,3,0.43303725437780594,-0.3508414198048341
SMALL,0.75,126,4,0.3178012243507782,-0.42180009864057355
SMALL,0.75,126,5,0.4694173451450692,-0.3420526140658807
SMALL,0.75,126,6,0.39162612040782074,-0.38643030602368766
SMALL,0.75,126,7,0.41649989060820336,-0.41922253992899394
SMALL,0.75,126,8,0.4546731419150239,-0.3702614747952403
SMALL,0.75,126,9,0.4783427162351925,-0.39658985911000266
SMALL,0.75,126,10,0.38366437961871064,-0.37235618325079833
SMALL,0.75,126,11,0.43493818801076267,-0.40189416573350856
SMALL,0.75,252,0,0.3794168189771735,-0.3440148835245519
SMALL,0.75,252,1,0.39361462783130485,-0.4205941513497603
SMALL,0.75,252,2,0.4843246826715618,-0.40923294342187255
SMALL,0.75,252,3,0.35116418384385784,-0.39718537175373314
SMALL,0.75,252,4,0.4050208815770383,-0.38289464483692237
SMALL,0.75,252,5,0.44550856650385745,-0.40330545077802304
SMALL,0.75,252,6,0.38653288564546284,-0.380324222920317
SMALL,0.75,252,7,0.39772563437368574,-0.39753883935978307
SMALL,0.75,252,8,0.3685207432990826,-0.40482870168244456
SMALL,0.75,252,9,0.4248972117978302,-0.35934136435276665
SMALL,0.75,252,10,0.4407741739730641,-0.3763387698891597
SMALL,0.75,252,11,0.39589444535893475,-0.3722758330040483
SMALL,1.0,20,0,0.36852946416037463,-0.39606309888956914
SMALL,1.0,20,1,0.3235901737285567,-0.42563914335417363
SMALL,1.0,20,2,0.22318362312889165,-0.401279890739333
SMALL,1.0,20,3,0.325566073647913,-0.3673100322860883
SMALL,1.0,20,4,0.2816781928589037,-0.5045566631009115
SMALL,1.0,20,5,0.44193070120985467,-0.3748513959177956
SMALL,1.0,20,6,0.3929862640763051,-0.42611425876103937
SMALL,1.0,20,7,0.38793046515441004,-0.3533123991570487
SMALL,1.0,20,8,0.3468760492956875,-0.3885802124221873
SMALL,1.0,20,9,0.445163426625094,-0.3936344248127226
SMALL,1.0,20,10,0.39007192543438934,-0.33199280066963266
SMALL,1.0,20,11,0.33265053406546247,-0.36009087198660716
SMALL,1.0,63,0,0.3846110548643563,-0.37466398320872074
SMALL,1.0,63,1,0.40673111401308165,-0.3497745757303463
SMALL,1.0,63,2,0.2656860262949955,-0.4350401238956825
SMALL,1.0,63,3,0.3277963695743459,-0.3986771085697731
SMALL,1.0,63,4,0.29767305065039107,-0.46673856925716073
SMALL,1.0,63,5,0.41066395561858365,-0.38853425428459976
SMALL,1.0,63,6,0.27065270794573326,-0.3973061470424841
SMALL,1.0,63,7,0.4261655477302559,-0.40364878053231634
SMALL,1.0,63,8,0.39454767136248986,-0.3394325058638721
SMALL,1.0,63,9,0.3869900698965718,-0.3655947565046298
SMALL,1.0,63,10,0.36858128038160154,-0.44037588870450683
SMALL,1.0,63,11,0.30440868975526497,-0.40003024045171176
SMALL,1.0,126,0,0.3859499463766631,-0.4142855963122434
SMALL,1.0,126,1,0.4233270360903164,-0.4066379543629999
SMALL,1.0,126,2,0.24332605280008507,-0.4568123177934942
SMALL,1.0,126,3,0.2995645521651252,-0.41060925965718664
SMALL,1.0,126,4,0.4000161897996379,-0.3833761123423981
SMALL,1.0,126,5,0.3892930699213292,-0.37839477842322344
SMALL,1.0,126,6,0.34547511589832214,-0.36834832959913866
SMALL,1.0,126,7,0.3293916955107521,-0.45586952254733626
SMALL,1.0,126,8,0.3782809078247582,-0.3741892714805197
SMALL,1.0,126,9,0.38979515301106715,-0.37091986411006916
SMALL,1.0,126,10,0.30666963840509154,-0.4692941172449169
SMALL,1.0,126,11,0.33216296410007323,-0.4333243711597611
SMALL,1.0,252,0,0.2950159454465887,-0.39106978232200695
SMALL,1.0,252,1,0.4956968277827482,-0.35943570799437374
SMALL,1.0,252,2,0.3731886464740919,-0.4127453527588243
SMALL,1.0,252,3,0.3819859472558682,-0.42645095868915905
SMALL,1.0,252,4,0.38559424647168994,-0.39426974891685995
SMALL,1.0,252,5,0.32625413614996923,-0.41768270346652137
SMALL,1.0,252,6,0.3648157251786467,-0.3632465037806335
SMALL,1.0,252,7,0.37992578745823935,-0.3753412534811962
SMALL,1.0,252,8,0.30109646134268986,-0.42799522519146327
SMALL,1.0,252,9,0.3748616018517675,-0.4100431807836662
SMALL,1.0,252,10,0.31702772112508903,-0.3835971398791691
SMALL,1.0,252,11,0.4005736395407497,-0.4124919025485484
