panel,cost,grid,basis,null,floor_frac,base_rate,base_rate_min,base_rate_max
B136,0.0,POSTCRASH,FULL,GROSS,0.8,0.0,0.0,0.0
B136,0.0,POSTCRASH,FULL,GROSS,0.9,0.0,0.0,0.0
B136,0.0,POSTCRASH,FULL,BLOCK,0.5,0.5134545454545454,0.26,0.736
B136,0.0,POSTCRASH,FULL,BLOCK,0.6,0.31436363636363635,0.116,0.516
B136,0.0,POSTCRASH,FULL,BLOCK,0.7,0.15981818181818183,0.048,0.354
B136,0.0,POSTCRASH,FULL,BLOCK,0.8,0.0630909090909091,0.014,0.168
B136,0.0,POSTCRASH,FULL,BLOCK,0.9,0.023454545454545454,0.002,0.08
B136,0.0,POSTCRASH,FULL,IID,0.5,0.4890909090909091,0.244,0.668
B136,0.0,POSTCRASH,FULL,IID,0.6,0.3125454545454545,0.114,0.51
B136,0.0,POSTCRASH,FULL,IID,0.7,0.1758181818181818,0.054,0.356
B136,0.0,POSTCRASH,FULL,IID,0.8,0.09309090909090907,0.024,0.216
B136,0.0,POSTCRASH,FULL,IID,0.9,0.0409090909090909,0.006,0.12
B136,0.0,POSTCRASH,OOSWIN,GROSS,0.5,0.5525454545454545,0.0,1.0
B136,0.0,POSTCRASH,OOSWIN,GROSS,0.6,0.0014545454545454547,0.0,0.014
B136,0.0,POSTCRASH,OOSWIN,GROSS,0.7,0.0,0.0,0.0
B136,0.0,POSTCRASH,OOSWIN,GROSS,0.8,0.0,0.0,0.0
B136,0.0,POSTCRASH,OOSWIN,GROSS,0.9,0.0,0.0,0.0
B136,0.0,POSTCRASH,OOSWIN,BLOCK,0.5,0.4401818181818182,0.184,0.586
B136,0.0,POSTCRASH,OOSWIN,BLOCK,0.6,0.23563636363636364,0.054,0.32
B136,0.0,POSTCRASH,OOSWIN,BLOCK,0.7,0.10454545454545455,0.008,0.166
B136,0.0,POSTCRASH,OOSWIN,BLOCK,0.8,0.03690909090909091,0.0,0.078
B136,0.0,POSTCRASH,OOSWIN,BLOCK,0.9,0.011636363636363637,0.0,0.036
B136,0.0,POSTCRASH,OOSWIN,IID,0.5,0.41654545454545455,0.232,0.532
B136,0.0,POSTCRASH,OOSWIN,IID,0.6,0.24254545454545456,0.088,0.334
B136,0.0,POSTCRASH,OOSWIN,IID,0.7,0.12363636363636364,0.03,0.176
B136,0.0,POSTCRASH,OOSWIN,IID,0.8,0.055090909090909086,0.004,0.1
B136,0.0,POSTCRASH,OOSWIN,IID,0.9,0.021636363636363634,0.0,0.046
B136,10.0,LEGAL,FULL,GROSS,0.5,0.00175,0.0,0.02
B136,10.0,LEGAL,FULL,GROSS,0.6,0.0,0.0,0.0
B136,10.0,LEGAL,FULL,GROSS,0.7,0.0,0.0,0.0
B136,10.0,LEGAL,FULL,GROSS,0.8,0.0,0.0,0.0
B136,10.0,LEGAL,FULL,GROSS,0.9,0.0,0.0,0.0
B136,10.0,LEGAL,FULL,BLOCK,0.5,0.497,0.4,0.624
B136,10.0,LEGAL,FULL,BLOCK,0.6,0.242,0.168,0.336
B136,10.0,LEGAL,FULL,BLOCK,0.7,0.081875,0.042,0.136
B136,10.0,LEGAL,FULL,BLOCK,0.8,0.01925,0.004,0.05
B136,10.0,LEGAL,FULL,BLOCK,0.9,0.00225,0.0,0.012
B136,10.0,LEGAL,FULL,IID,0.5,0.49,0.386,0.598
B136,10.0,LEGAL,FULL,IID,0.6,0.265875,0.186,0.344
B136,10.0,LEGAL,FULL,IID,0.7,0.103875,0.064,0.166
B136,10.0,LEGAL,FULL,IID,0.8,0.033,0.016,0.07
B136,10.0,LEGAL,FULL,IID,0.9,0.009375000000000001,0.002,0.026
B136,10.0,LEGAL,OOSWIN,GROSS,0.5,0.000375,0.0,0.002
B136,10.0,LEGAL,OOSWIN,GROSS,0.6,0.0,0.0,0.0
B136,10.0,LEGAL,OOSWIN,GROSS,0.7,0.0,0.0,0.0
B136,10.0,LEGAL,OOSWIN,GROSS,0.8,0.0,0.0,0.0
B136,10.0,LEGAL,OOSWIN,GROSS,0.9,0.0,0.0,0.0
B136,10.0,LEGAL,OOSWIN,BLOCK,0.5,0.501875,0.382,0.598
B136,10.0,LEGAL,OOSWIN,BLOCK,0.6,0.2445,0.16,0.314
B136,10.0,LEGAL,OOSWIN,BLOCK,0.7,0.08362499999999999,0.05,0.108
B136,10.0,LEGAL,OOSWIN,BLOCK,0.8,0.018000000000000002,0.008,0.026
B136,10.0,LEGAL,OOSWIN,BLOCK,0.9,0.00175,0.0,0.004
B136,10.0,LEGAL,OOSWIN,IID,0.5,0.493625,0.39,0.59
B136,10.0,LEGAL,OOSWIN,IID,0.6,0.267625,0.18,0.332
B136,10.0,LEGAL,OOSWIN,IID,0.7,0.10450000000000001,0.068,0.16
B136,10.0,LEGAL,OOSWIN,IID,0.8,0.03275,0.01,0.066
B136,10.0,LEGAL,OOSWIN,IID,0.9,0.008625,0.002,0.026
B136,10.0,POST2020,FULL,GROSS,0.5,0.2675,0.0,0.982
B136,10.0,POST2020,FULL,GROSS,0.6,0.0023750000000000004,0.0,0.032
B136,10.0,POST2020,FULL,GROSS,0.7,0.0,0.0,0.0
B136,10.0,POST2020,FULL,GROSS,0.8,0.0,0.0,0.0
B136,10.0,POST2020,FULL,GROSS,0.9,0.0,0.0,0.0
B136,10.0,POST2020,FULL,BLOCK,0.5,0.507125,0.266,0.71
B136,10.0,POST2020,FULL,BLOCK,0.6,0.307125,0.126,0.514
B136,10.0,POST2020,FULL,BLOCK,0.7,0.14787499999999998,0.042,0.332
B136,10.0,POST2020,FULL,BLOCK,0.8,0.060500000000000005,0.008,0.188
B136,10.0,POST2020,FULL,BLOCK,0.9,0.021375,0.0,0.082
B136,10.0,POST2020,FULL,IID,0.5,0.5061249999999999,0.238,0.666
B136,10.0,POST2020,FULL,IID,0.6,0.321125,0.128,0.488
B136,10.0,POST2020,FULL,IID,0.7,0.17725000000000002,0.034,0.342
B136,10.0,POST2020,FULL,IID,0.8,0.08812500000000001,0.018,0.226
B136,10.0,POST2020,FULL,IID,0.9,0.036375000000000005,0.002,0.126
B136,10.0,POST2020,OOSWIN,GROSS,0.5,0.0015,0.0,0.02
B136,10.0,POST2020,OOSWIN,GROSS,0.6,0.0,0.0,0.0
B136,10.0,POST2020,OOSWIN,GROSS,0.7,0.0,0.0,0.0
B136,10.0,POST2020,OOSWIN,GROSS,0.8,0.0,0.0,0.0
B136,10.0,POST2020,OOSWIN,GROSS,0.9,0.0,0.0,0.0
B136,10.0,POST2020,OOSWIN,BLOCK,0.5,0.416375,0.196,0.524
B136,10.0,POST2020,OOSWIN,BLOCK,0.6,0.21775,0.058,0.298
B136,10.0,POST2020,OOSWIN,BLOCK,0.7,0.08937500000000001,0.008,0.17
B136,10.0,POST2020,OOSWIN,BLOCK,0.8,0.030500000000000003,0.0,0.086
B136,10.0,POST2020,OOSWIN,BLOCK,0.9,0.009250000000000001,0.0,0.042
B136,10.0,POST2020,OOSWIN,IID,0.5,0.42812500000000003,0.216,0.544
B136,10.0,POST2020,OOSWIN,IID,0.6,0.240625,0.072,0.322
B136,10.0,POST2020,OOSWIN,IID,0.7,0.11674999999999999,0.016,0.19
B136,10.0,POST2020,OOSWIN,IID,0.8,0.049,0.006,0.084
B136,10.0,POST2020,OOSWIN,IID,0.9,0.016625,0.0,0.036
B136,10.0,POSTCRASH,FULL,GROSS,0.5,0.3014545454545454,0.0,0.982
B136,10.0,POSTCRASH,FULL,GROSS,0.6,0.003272727272727273,0.0,0.032
B136,10.0,POSTCRASH,FULL,GROSS,0.7,0.0,0.0,0.0
B136,10.0,POSTCRASH,FULL,GROSS,0.8,0.0,0.0,0.0
B136,10.0,POSTCRASH,FULL,GROSS,0.9,0.0,0.0,0.0
B136,10.0,POSTCRASH,FULL,BLOCK,0.5,0.4772727272727273,0.266,0.698
B136,10.0,POSTCRASH,FULL,BLOCK,0.6,0.2847272727272727,0.126,0.514
B136,10.0,POSTCRASH,FULL,BLOCK,0.7,0.14363636363636365,0.042,0.332
B136,10.0,POSTCRASH,FULL,BLOCK,0.8,0.060181818181818184,0.008,0.188
B136,10.0,POSTCRASH,FULL,BLOCK,0.9,0.021090909090909094,0.0,0.082
B136,10.0,POSTCRASH,FULL,IID,0.5,0.4818181818181818,0.238,0.666
B136,10.0,POSTCRASH,FULL,IID,0.6,0.30563636363636365,0.128,0.488
B136,10.0,POSTCRASH,FULL,IID,0.7,0.16963636363636364,0.034,0.342
B136,10.0,POSTCRASH,FULL,IID,0.8,0.0870909090909091,0.018,0.226
B136,10.0,POSTCRASH,FULL,IID,0.9,0.03781818181818182,0.002,0.126
B136,10.0,POSTCRASH,OOSWIN,GROSS,0.5,0.002181818181818182,0.0,0.02
B136,10.0,POSTCRASH,OOSWIN,GROSS,0.6,0.0,0.0,0.0
B136,10.0,POSTCRASH,OOSWIN,GROSS,0.7,0.0,0.0,0.0
B136,10.0,POSTCRASH,OOSWIN,GROSS,0.8,0.0,0.0,0.0
B136,10.0,POSTCRASH,OOSWIN,GROSS,0.9,0.0,0.0,0.0
B136,10.0,POSTCRASH,OOSWIN,BLOCK,0.5,0.398,0.196,0.524
B136,10.0,POSTCRASH,OOSWIN,BLOCK,0.6,0.21218181818181814,0.058,0.298
B136,10.0,POSTCRASH,OOSWIN,BLOCK,0.7,0.08890909090909091,0.008,0.17
B136,10.0,POSTCRASH,OOSWIN,BLOCK,0.8,0.03127272727272727,0.0,0.086
B136,10.0,POSTCRASH,OOSWIN,BLOCK,0.9,0.009454545454545455,0.0,0.042
B136,10.0,POSTCRASH,OOSWIN,IID,0.5,0.4143636363636363,0.216,0.544
B136,10.0,POSTCRASH,OOSWIN,IID,0.6,0.23581818181818184,0.072,0.322
B136,10.0,POSTCRASH,OOSWIN,IID,0.7,0.11818181818181821,0.016,0.19
B136,10.0,POSTCRASH,OOSWIN,IID,0.8,0.051272727272727275,0.006,0.084
B136,10.0,POSTCRASH,OOSWIN,IID,0.9,0.01781818181818182,0.0,0.036
B136,25.0,LEGAL,FULL,GROSS,0.5,0.0,0.0,0.0
B136,25.0,LEGAL,FULL,GROSS,0.6,0.0,0.0,0.0
B136,25.0,LEGAL,FULL,GROSS,0.7,0.0,0.0,0.0
B136,25.0,LEGAL,FULL,GROSS,0.8,0.0,0.0,0.0
B136,25.0,LEGAL,FULL,GROSS,0.9,0.0,0.0,0.0
B136,25.0,LEGAL,FULL,BLOCK,0.5,0.432375,0.342,0.532
B136,25.0,LEGAL,FULL,BLOCK,0.6,0.19774999999999998,0.126,0.282
B136,25.0,LEGAL,FULL,BLOCK,0.7,0.06225000000000001,0.026,0.13
B136,25.0,LEGAL,FULL,BLOCK,0.8,0.013500000000000002,0.004,0.03
B136,25.0,LEGAL,FULL,BLOCK,0.9,0.0027500000000000003,0.0,0.012
B136,25.0,LEGAL,FULL,IID,0.5,0.4235,0.332,0.508
B136,25.0,LEGAL,FULL,IID,0.6,0.213125,0.14,0.288
B136,25.0,LEGAL,FULL,IID,0.7,0.08612500000000001,0.048,0.16
B136,25.0,LEGAL,FULL,IID,0.8,0.027375,0.008,0.056
B136,25.0,LEGAL,FULL,IID,0.9,0.0055000000000000005,0.0,0.016
B136,25.0,LEGAL,OOSWIN,GROSS,0.5,0.0,0.0,0.0
B136,25.0,LEGAL,OOSWIN,GROSS,0.6,0.0,0.0,0.0
B136,25.0,LEGAL,OOSWIN,GROSS,0.7,0.0,0.0,0.0
B136,25.0,LEGAL,OOSWIN,GROSS,0.8,0.0,0.0,0.0
B136,25.0,LEGAL,OOSWIN,GROSS,0.9,0.0,0.0,0.0
B136,25.0,LEGAL,OOSWIN,BLOCK,0.5,0.438,0.338,0.524
B136,25.0,LEGAL,OOSWIN,BLOCK,0.6,0.2005,0.144,0.262
B136,25.0,LEGAL,OOSWIN,BLOCK,0.7,0.061,0.03,0.096
B136,25.0,LEGAL,OOSWIN,BLOCK,0.8,0.01425,0.006,0.02
B136,25.0,LEGAL,OOSWIN,BLOCK,0.9,0.002375,0.0,0.008
B136,25.0,LEGAL,OOSWIN,IID,0.5,0.4285,0.328,0.526
B136,25.0,LEGAL,OOSWIN,IID,0.6,0.217125,0.17,0.276
B136,25.0,LEGAL,OOSWIN,IID,0.7,0.08449999999999999,0.056,0.11
B136,25.0,LEGAL,OOSWIN,IID,0.8,0.027000000000000003,0.012,0.044
B136,25.0,LEGAL,OOSWIN,IID,0.9,0.00575,0.002,0.014
B136,25.0,POST2020,FULL,GROSS,0.5,0.0,0.0,0.0
B136,25.0,POST2020,FULL,GROSS,0.6,0.0,0.0,0.0
B136,25.0,POST2020,FULL,GROSS,0.7,0.0,0.0,0.0
B136,25.0,POST2020,FULL,GROSS,0.8,0.0,0.0,0.0
B136,25.0,POST2020,FULL,GROSS,0.9,0.0,0.0,0.0
B136,25.0,POST2020,FULL,BLOCK,0.5,0.46325,0.206,0.704
B136,25.0,POST2020,FULL,BLOCK,0.6,0.271125,0.08,0.452
B136,25.0,POST2020,FULL,BLOCK,0.7,0.11925,0.02,0.252
B136,25.0,POST2020,FULL,BLOCK,0.8,0.042125,0.004,0.136
B136,25.0,POST2020,FULL,BLOCK,0.9,0.012000000000000002,0.0,0.07
B136,25.0,POST2020,FULL,IID,0.5,0.46925,0.21,0.662
B136,25.0,POST2020,FULL,IID,0.6,0.286875,0.084,0.5
B136,25.0,POST2020,FULL,IID,0.7,0.15187499999999998,0.03,0.338
B136,25.0,POST2020,FULL,IID,0.8,0.06987499999999999,0.01,0.192
B136,25.0,POST2020,FULL,IID,0.9,0.026625000000000003,0.002,0.092
B136,25.0,POST2020,OOSWIN,GROSS,0.5,0.0,0.0,0.0
B136,25.0,POST2020,OOSWIN,GROSS,0.6,0.0,0.0,0.0
B136,25.0,POST2020,OOSWIN,GROSS,0.7,0.0,0.0,0.0
B136,25.0,POST2020,OOSWIN,GROSS,0.8,0.0,0.0,0.0
B136,25.0,POST2020,OOSWIN,GROSS,0.9,0.0,0.0,0.0
B136,25.0,POST2020,OOSWIN,BLOCK,0.5,0.367375,0.126,0.502
B136,25.0,POST2020,OOSWIN,BLOCK,0.6,0.18325,0.022,0.256
B136,25.0,POST2020,OOSWIN,BLOCK,0.7,0.07025,0.002,0.12
B136,25.0,POST2020,OOSWIN,BLOCK,0.8,0.020625,0.0,0.058
B136,25.0,POST2020,OOSWIN,BLOCK,0.9,0.004375,0.0,0.014
B136,25.0,POST2020,OOSWIN,IID,0.5,0.384,0.178,0.488
B136,25.0,POST2020,OOSWIN,IID,0.6,0.21025,0.062,0.31
B136,25.0,POST2020,OOSWIN,IID,0.7,0.097875,0.012,0.18
B136,25.0,POST2020,OOSWIN,IID,0.8,0.03825,0.004,0.068
B136,25.0,POST2020,OOSWIN,IID,0.9,0.011375,0.0,0.024
B136,25.0,POSTCRASH,FULL,GROSS,0.5,0.0,0.0,0.0
B136,25.0,POSTCRASH,FULL,GROSS,0.6,0.0,0.0,0.0
B136,25.0,POSTCRASH,FULL,GROSS,0.7,0.0,0.0,0.0
B136,25.0,POSTCRASH,FULL,GROSS,0.8,0.0,0.0,0.0
B136,25.0,POSTCRASH,FULL,GROSS,0.9,0.0,0.0,0.0
B136,25.0,POSTCRASH,FULL,BLOCK,0.5,0.432,0.206,0.648
B136,25.0,POSTCRASH,FULL,BLOCK,0.6,0.2510909090909091,0.08,0.452
B136,25.0,POSTCRASH,FULL,BLOCK,0.7,0.11527272727272728,0.02,0.252
B136,25.0,POSTCRASH,FULL,BLOCK,0.8,0.04090909090909091,0.004,0.136
B136,25.0,POSTCRASH,FULL,BLOCK,0.9,0.01290909090909091,0.0,0.07
B136,25.0,POSTCRASH,FULL,IID,0.5,0.44527272727272726,0.21,0.662
B136,25.0,POSTCRASH,FULL,IID,0.6,0.2718181818181818,0.084,0.5
B136,25.0,POSTCRASH,FULL,IID,0.7,0.14600000000000002,0.03,0.338
B136,25.0,POSTCRASH,FULL,IID,0.8,0.06781818181818182,0.01,0.192
B136,25.0,POSTCRASH,FULL,IID,0.9,0.028,0.002,0.092
B136,25.0,POSTCRASH,OOSWIN,GROSS,0.5,0.0,0.0,0.0
B136,25.0,POSTCRASH,OOSWIN,GROSS,0.6,0.0,0.0,0.0
B136,25.0,POSTCRASH,OOSWIN,GROSS,0.7,0.0,0.0,0.0
B136,25.0,POSTCRASH,OOSWIN,GROSS,0.8,0.0,0.0,0.0
B136,25.0,POSTCRASH,OOSWIN,GROSS,0.9,0.0,0.0,0.0
B136,25.0,POSTCRASH,OOSWIN,BLOCK,0.5,0.3487272727272727,0.126,0.474
B136,25.0,POSTCRASH,OOSWIN,BLOCK,0.6,0.1770909090909091,0.022,0.238
B136,25.0,POSTCRASH,OOSWIN,BLOCK,0.7,0.07272727272727274,0.002,0.12
B136,25.0,POSTCRASH,OOSWIN,BLOCK,0.8,0.023454545454545454,0.0,0.058
B136,25.0,POSTCRASH,OOSWIN,BLOCK,0.9,0.005818181818181819,0.0,0.014
B136,25.0,POSTCRASH,OOSWIN,IID,0.5,0.37127272727272725,0.178,0.484
B136,25.0,POSTCRASH,OOSWIN,IID,0.6,0.20545454545454545,0.062,0.304
B136,25.0,POSTCRASH,OOSWIN,IID,0.7,0.09927272727272728,0.012,0.18
B136,25.0,POSTCRASH,OOSWIN,IID,0.8,0.040545454545454544,0.004,0.064
B136,25.0,POSTCRASH,OOSWIN,IID,0.9,0.012181818181818183,0.0,0.024
