it,scheme,family,resid,cells,claims,survive,defined
119,FAM5,CAGRnorm,partial,36,16,14,36
119,FAM5,CAGRnorm,logx,36,16,13,36
119,FAM5,CAGRnorm,loglog,36,16,0,0
119,FAM5,DDnorm,partial,36,9,7,36
119,FAM5,DDnorm,logx,36,9,6,36
119,FAM5,DDnorm,loglog,36,9,0,36
119,FAM5,MaxDD,partial,36,12,6,36
119,FAM5,MaxDD,logx,36,12,6,36
119,FAM5,MaxDD,loglog,36,12,0,36
119,FAM5,Sharpe,partial,36,16,14,36
119,FAM5,Sharpe,logx,36,16,13,36
119,FAM5,Sharpe,loglog,36,16,0,0
120,FAM2,DD,partial,72,23,16,72
120,FAM2,DD,logx,72,23,12,72
120,FAM2,DD,loglog,72,23,0,72
120,FAM2,RET,partial,108,53,46,108
120,FAM2,RET,logx,108,53,43,108
120,FAM2,RET,loglog,108,53,0,0
120,FAM3,DD,partial,72,23,16,72
120,FAM3,DD,logx,72,23,12,72
120,FAM3,DD,loglog,72,23,0,72
120,FAM3,LEVEL,partial,72,35,30,72
120,FAM3,LEVEL,logx,72,35,28,72
120,FAM3,LEVEL,loglog,72,35,0,0
120,FAM3,RATIO,partial,36,18,16,36
120,FAM3,RATIO,logx,36,18,15,36
120,FAM3,RATIO,loglog,36,18,0,0
120,FAM5,CAGR,partial,36,16,14,36
120,FAM5,CAGR,logx,36,16,13,36
120,FAM5,CAGR,loglog,36,16,0,0
120,FAM5,CAGRnorm,partial,36,19,16,36
120,FAM5,CAGRnorm,logx,36,19,15,36
120,FAM5,CAGRnorm,loglog,36,19,0,0
120,FAM5,DDnorm,partial,36,10,8,36
120,FAM5,DDnorm,logx,36,10,6,36
120,FAM5,DDnorm,loglog,36,10,0,36
120,FAM5,MaxDD,partial,36,13,8,36
120,FAM5,MaxDD,logx,36,13,6,36
120,FAM5,MaxDD,loglog,36,13,0,36
120,FAM5,Sharpe,partial,36,18,16,36
120,FAM5,Sharpe,logx,36,18,15,36
120,FAM5,Sharpe,loglog,36,18,0,0
121,FAM2,DD,partial,72,13,6,72
121,FAM2,DD,logx,72,13,5,72
121,FAM2,DD,loglog,72,13,0,72
121,FAM2,RET,partial,108,34,28,108
121,FAM2,RET,logx,108,34,22,108
121,FAM2,RET,loglog,108,34,0,0
121,FAM3,DD,partial,72,13,6,72
121,FAM3,DD,logx,72,13,5,72
121,FAM3,DD,loglog,72,13,0,72
121,FAM3,LEVEL,partial,72,23,19,72
121,FAM3,LEVEL,logx,72,23,15,72
121,FAM3,LEVEL,loglog,72,23,0,0
121,FAM3,RATIO,partial,36,11,9,36
121,FAM3,RATIO,logx,36,11,7,36
121,FAM3,RATIO,loglog,36,11,0,0
121,FAM5,CAGR,partial,36,12,10,36
121,FAM5,CAGR,logx,36,12,8,36
121,FAM5,CAGR,loglog,36,12,0,0
121,FAM5,CAGRnorm,partial,36,11,9,36
121,FAM5,CAGRnorm,logx,36,11,7,36
121,FAM5,CAGRnorm,loglog,36,11,0,0
121,FAM5,DDnorm,partial,36,5,4,36
121,FAM5,DDnorm,logx,36,5,3,36
121,FAM5,DDnorm,loglog,36,5,0,36
121,FAM5,MaxDD,partial,36,8,2,36
121,FAM5,MaxDD,logx,36,8,2,36
121,FAM5,MaxDD,loglog,36,8,0,36
121,FAM5,Sharpe,partial,36,11,9,36
121,FAM5,Sharpe,logx,36,11,7,36
121,FAM5,Sharpe,loglog,36,11,0,0
122,FAM2,DD,partial,72,36,24,72
122,FAM2,DD,logx,72,36,21,72
122,FAM2,DD,loglog,72,36,1,72
122,FAM2,RET,partial,108,44,36,108
122,FAM2,RET,logx,108,44,35,108
122,FAM2,RET,loglog,108,44,0,0
122,FAM3,DD,partial,72,36,24,72
122,FAM3,DD,logx,72,36,21,72
122,FAM3,DD,loglog,72,36,1,72
122,FAM3,LEVEL,partial,72,29,23,72
122,FAM3,LEVEL,logx,72,29,23,72
122,FAM3,LEVEL,loglog,72,29,0,0
122,FAM3,RATIO,partial,36,15,13,36
122,FAM3,RATIO,logx,36,15,12,36
122,FAM3,RATIO,loglog,36,15,0,0
122,FAM5,CAGR,partial,36,14,10,36
122,FAM5,CAGR,logx,36,14,11,36
122,FAM5,CAGR,loglog,36,14,0,0
122,FAM5,CAGRnorm,partial,36,15,13,36
122,FAM5,CAGRnorm,logx,36,15,12,36
122,FAM5,CAGRnorm,loglog,36,15,0,0
122,FAM5,DDnorm,partial,36,15,12,36
122,FAM5,DDnorm,logx,36,15,10,36
122,FAM5,DDnorm,loglog,36,15,0,36
122,FAM5,MaxDD,partial,36,21,12,36
122,FAM5,MaxDD,logx,36,21,11,36
122,FAM5,MaxDD,loglog,36,21,1,36
122,FAM5,Sharpe,partial,36,15,13,36
122,FAM5,Sharpe,logx,36,15,12,36
122,FAM5,Sharpe,loglog,36,15,0,0
123,FAM2,DD,partial,72,21,13,72
123,FAM2,DD,logx,72,21,9,72
123,FAM2,DD,loglog,72,21,1,72
123,FAM2,RET,partial,108,35,27,108
123,FAM2,RET,logx,108,35,27,108
123,FAM2,RET,loglog,108,35,0,0
123,FAM3,DD,partial,72,21,13,72
123,FAM3,DD,logx,72,21,9,72
123,FAM3,DD,loglog,72,21,1,72
123,FAM3,LEVEL,partial,72,23,18,72
123,FAM3,LEVEL,logx,72,23,18,72
123,FAM3,LEVEL,loglog,72,23,0,0
123,FAM3,RATIO,partial,36,12,9,36
123,FAM3,RATIO,logx,36,12,9,36
123,FAM3,RATIO,loglog,36,12,0,0
123,FAM5,CAGR,partial,36,11,9,36
123,FAM5,CAGR,logx,36,11,9,36
123,FAM5,CAGR,loglog,36,11,0,0
123,FAM5,CAGRnorm,partial,36,12,9,36
123,FAM5,CAGRnorm,logx,36,12,9,36
123,FAM5,CAGRnorm,loglog,36,12,0,0
123,FAM5,DDnorm,partial,36,10,8,36
123,FAM5,DDnorm,logx,36,10,5,36
123,FAM5,DDnorm,loglog,36,10,0,36
123,FAM5,MaxDD,partial,36,11,5,36
123,FAM5,MaxDD,logx,36,11,4,36
123,FAM5,MaxDD,loglog,36,11,1,36
123,FAM5,Sharpe,partial,36,12,9,36
123,FAM5,Sharpe,logx,36,12,9,36
123,FAM5,Sharpe,loglog,36,12,0,0
124,FAM2,DD,partial,72,21,12,72
124,FAM2,DD,logx,72,21,9,72
124,FAM2,DD,loglog,72,21,0,72
124,FAM2,RET,partial,108,45,41,108
124,FAM2,RET,logx,108,45,33,108
124,FAM2,RET,loglog,108,45,0,0
124,FAM3,DD,partial,72,21,12,72
124,FAM3,DD,logx,72,21,9,72
124,FAM3,DD,loglog,72,21,0,72
124,FAM3,LEVEL,partial,72,30,27,72
124,FAM3,LEVEL,logx,72,30,21,72
124,FAM3,LEVEL,loglog,72,30,0,0
124,FAM3,RATIO,partial,36,15,14,36
124,FAM3,RATIO,logx,36,15,12,36
124,FAM3,RATIO,loglog,36,15,0,0
124,FAM5,CAGR,partial,36,15,13,36
124,FAM5,CAGR,logx,36,15,10,36
124,FAM5,CAGR,loglog,36,15,0,0
124,FAM5,CAGRnorm,partial,36,15,14,36
124,FAM5,CAGRnorm,logx,36,15,11,36
124,FAM5,CAGRnorm,loglog,36,15,0,0
124,FAM5,DDnorm,partial,36,9,7,36
124,FAM5,DDnorm,logx,36,9,5,36
124,FAM5,DDnorm,loglog,36,9,0,36
124,FAM5,MaxDD,partial,36,12,5,36
124,FAM5,MaxDD,logx,36,12,4,36
124,FAM5,MaxDD,loglog,36,12,0,36
124,FAM5,Sharpe,partial,36,15,14,36
124,FAM5,Sharpe,logx,36,15,12,36
124,FAM5,Sharpe,loglog,36,15,0,0
125,FAM2,DD,partial,72,18,11,72
125,FAM2,DD,logx,72,18,8,72
125,FAM2,DD,loglog,72,18,1,72
125,FAM2,RET,partial,108,41,32,108
125,FAM2,RET,logx,108,41,29,108
125,FAM2,RET,loglog,108,41,0,0
125,FAM3,DD,partial,72,18,11,72
125,FAM3,DD,logx,72,18,8,72
125,FAM3,DD,loglog,72,18,1,72
125,FAM3,LEVEL,partial,72,27,21,72
125,FAM3,LEVEL,logx,72,27,19,72
125,FAM3,LEVEL,loglog,72,27,0,0
125,FAM3,RATIO,partial,36,14,11,36
125,FAM3,RATIO,logx,36,14,10,36
125,FAM3,RATIO,loglog,36,14,0,0
125,FAM5,CAGR,partial,36,13,10,36
125,FAM5,CAGR,logx,36,13,9,36
125,FAM5,CAGR,loglog,36,13,0,0
125,FAM5,CAGRnorm,partial,36,14,11,36
125,FAM5,CAGRnorm,logx,36,14,10,36
125,FAM5,CAGRnorm,loglog,36,14,0,0
125,FAM5,DDnorm,partial,36,8,6,36
125,FAM5,DDnorm,logx,36,8,4,36
125,FAM5,DDnorm,loglog,36,8,0,36
125,FAM5,MaxDD,partial,36,10,5,36
125,FAM5,MaxDD,logx,36,10,4,36
125,FAM5,MaxDD,loglog,36,10,1,36
125,FAM5,Sharpe,partial,36,14,11,36
125,FAM5,Sharpe,logx,36,14,10,36
125,FAM5,Sharpe,loglog,36,14,0,0
126,FAM2,DD,partial,72,19,9,72
126,FAM2,DD,logx,72,19,7,72
126,FAM2,DD,loglog,72,19,0,72
126,FAM2,RET,partial,108,40,30,108
126,FAM2,RET,logx,108,40,28,108
126,FAM2,RET,loglog,108,40,0,0
126,FAM3,DD,partial,72,19,9,72
126,FAM3,DD,logx,72,19,7,72
126,FAM3,DD,loglog,72,19,0,72
126,FAM3,LEVEL,partial,72,26,20,72
126,FAM3,LEVEL,logx,72,26,19,72
126,FAM3,LEVEL,loglog,72,26,0,0
126,FAM3,RATIO,partial,36,14,10,36
126,FAM3,RATIO,logx,36,14,9,36
126,FAM3,RATIO,loglog,36,14,0,0
126,FAM5,CAGR,partial,36,12,10,36
126,FAM5,CAGR,logx,36,12,10,36
126,FAM5,CAGR,loglog,36,12,0,0
126,FAM5,CAGRnorm,partial,36,14,10,36
126,FAM5,CAGRnorm,logx,36,14,9,36
126,FAM5,CAGRnorm,loglog,36,14,0,0
126,FAM5,DDnorm,partial,36,7,5,36
126,FAM5,DDnorm,logx,36,7,4,36
126,FAM5,DDnorm,loglog,36,7,0,36
126,FAM5,MaxDD,partial,36,12,4,36
126,FAM5,MaxDD,logx,36,12,3,36
126,FAM5,MaxDD,loglog,36,12,0,36
126,FAM5,Sharpe,partial,36,14,10,36
126,FAM5,Sharpe,logx,36,14,9,36
126,FAM5,Sharpe,loglog,36,14,0,0
127,FAM2,DD,partial,72,19,13,72
127,FAM2,DD,logx,72,19,12,72
127,FAM2,DD,loglog,72,19,0,72
127,FAM2,RET,partial,108,30,26,108
127,FAM2,RET,logx,108,30,27,108
127,FAM2,RET,loglog,108,30,0,0
127,FAM3,DD,partial,72,19,13,72
127,FAM3,DD,logx,72,19,12,72
127,FAM3,DD,loglog,72,19,0,72
127,FAM3,LEVEL,partial,72,20,17,72
127,FAM3,LEVEL,logx,72,20,18,72
127,FAM3,LEVEL,loglog,72,20,0,0
127,FAM3,RATIO,partial,36,10,9,36
127,FAM3,RATIO,logx,36,10,9,36
127,FAM3,RATIO,loglog,36,10,0,0
127,FAM5,CAGR,partial,36,10,8,36
127,FAM5,CAGR,logx,36,10,9,36
127,FAM5,CAGR,loglog,36,10,0,0
127,FAM5,CAGRnorm,partial,36,10,9,36
127,FAM5,CAGRnorm,logx,36,10,9,36
127,FAM5,CAGRnorm,loglog,36,10,0,0
127,FAM5,DDnorm,partial,36,8,7,36
127,FAM5,DDnorm,logx,36,8,6,36
127,FAM5,DDnorm,loglog,36,8,0,36
127,FAM5,MaxDD,partial,36,11,6,36
127,FAM5,MaxDD,logx,36,11,6,36
127,FAM5,MaxDD,loglog,36,11,0,36
127,FAM5,Sharpe,partial,36,10,9,36
127,FAM5,Sharpe,logx,36,10,9,36
127,FAM5,Sharpe,loglog,36,10,0,0
128,FAM2,DD,partial,72,15,9,72
128,FAM2,DD,logx,72,15,2,72
128,FAM2,DD,loglog,72,15,1,72
128,FAM2,RET,partial,108,38,35,108
128,FAM2,RET,logx,108,38,35,108
128,FAM2,RET,loglog,108,38,0,0
128,FAM3,DD,partial,72,15,9,72
128,FAM3,DD,logx,72,15,2,72
128,FAM3,DD,loglog,72,15,1,72
128,FAM3,LEVEL,partial,72,26,24,72
128,FAM3,LEVEL,logx,72,26,24,72
128,FAM3,LEVEL,loglog,72,26,0,0
128,FAM3,RATIO,partial,36,12,11,36
128,FAM3,RATIO,logx,36,12,11,36
128,FAM3,RATIO,loglog,36,12,0,0
128,FAM5,CAGR,partial,36,14,13,36
128,FAM5,CAGR,logx,36,14,13,36
128,FAM5,CAGR,loglog,36,14,0,0
128,FAM5,CAGRnorm,partial,36,12,11,36
128,FAM5,CAGRnorm,logx,36,12,11,36
128,FAM5,CAGRnorm,loglog,36,12,0,0
128,FAM5,DDnorm,partial,36,8,5,36
128,FAM5,DDnorm,logx,36,8,1,36
128,FAM5,DDnorm,loglog,36,8,0,36
128,FAM5,MaxDD,partial,36,7,4,36
128,FAM5,MaxDD,logx,36,7,1,36
128,FAM5,MaxDD,loglog,36,7,1,36
128,FAM5,Sharpe,partial,36,12,11,36
128,FAM5,Sharpe,logx,36,12,11,36
128,FAM5,Sharpe,loglog,36,12,0,0
129,FAM2,DD,partial,72,29,26,72
129,FAM2,DD,logx,72,29,26,72
129,FAM2,DD,loglog,72,29,0,72
129,FAM2,RET,partial,108,41,33,108
129,FAM2,RET,logx,108,41,31,108
129,FAM2,RET,loglog,108,41,0,0
129,FAM3,DD,partial,72,29,26,72
129,FAM3,DD,logx,72,29,26,72
129,FAM3,DD,loglog,72,29,0,72
129,FAM3,LEVEL,partial,72,27,22,72
129,FAM3,LEVEL,logx,72,27,20,72
129,FAM3,LEVEL,loglog,72,27,0,0
129,FAM3,RATIO,partial,36,14,11,36
129,FAM3,RATIO,logx,36,14,11,36
129,FAM3,RATIO,loglog,36,14,0,0
129,FAM5,CAGR,partial,36,13,11,36
129,FAM5,CAGR,logx,36,13,10,36
129,FAM5,CAGR,loglog,36,13,0,0
129,FAM5,CAGRnorm,partial,36,14,11,36
129,FAM5,CAGRnorm,logx,36,14,10,36
129,FAM5,CAGRnorm,loglog,36,14,0,0
129,FAM5,DDnorm,partial,36,14,13,36
129,FAM5,DDnorm,logx,36,14,13,36
129,FAM5,DDnorm,loglog,36,14,0,36
129,FAM5,MaxDD,partial,36,15,13,36
129,FAM5,MaxDD,logx,36,15,13,36
129,FAM5,MaxDD,loglog,36,15,0,36
129,FAM5,Sharpe,partial,36,14,11,36
129,FAM5,Sharpe,logx,36,14,11,36
129,FAM5,Sharpe,loglog,36,14,0,0
130,FAM2,DD,partial,72,23,10,72
130,FAM2,DD,logx,72,23,11,72
130,FAM2,DD,loglog,72,23,0,72
130,FAM2,RET,partial,108,35,30,108
130,FAM2,RET,logx,108,35,26,108
130,FAM2,RET,loglog,108,35,0,0
130,FAM3,DD,partial,72,23,10,72
130,FAM3,DD,logx,72,23,11,72
130,FAM3,DD,loglog,72,23,0,72
130,FAM3,LEVEL,partial,72,23,19,72
130,FAM3,LEVEL,logx,72,23,17,72
130,FAM3,LEVEL,loglog,72,23,0,0
130,FAM3,RATIO,partial,36,12,11,36
130,FAM3,RATIO,logx,36,12,9,36
130,FAM3,RATIO,loglog,36,12,0,0
130,FAM5,CAGR,partial,36,11,8,36
130,FAM5,CAGR,logx,36,11,8,36
130,FAM5,CAGR,loglog,36,11,0,0
130,FAM5,CAGRnorm,partial,36,12,11,36
130,FAM5,CAGRnorm,logx,36,12,9,36
130,FAM5,CAGRnorm,loglog,36,12,0,0
130,FAM5,DDnorm,partial,36,11,5,36
130,FAM5,DDnorm,logx,36,11,6,36
130,FAM5,DDnorm,loglog,36,11,0,36
130,FAM5,MaxDD,partial,36,12,5,36
130,FAM5,MaxDD,logx,36,12,5,36
130,FAM5,MaxDD,loglog,36,12,0,36
130,FAM5,Sharpe,partial,36,12,11,36
130,FAM5,Sharpe,logx,36,12,9,36
130,FAM5,Sharpe,loglog,36,12,0,0
131,FAM2,DD,partial,72,19,12,72
131,FAM2,DD,logx,72,19,11,72
131,FAM2,DD,loglog,72,19,0,72
131,FAM2,RET,partial,108,32,26,108
131,FAM2,RET,logx,108,32,24,108
131,FAM2,RET,loglog,108,32,0,0
131,FAM3,DD,partial,72,19,12,72
131,FAM3,DD,logx,72,19,11,72
131,FAM3,DD,loglog,72,19,0,72
131,FAM3,LEVEL,partial,72,21,17,72
131,FAM3,LEVEL,logx,72,21,16,72
131,FAM3,LEVEL,loglog,72,21,0,0
131,FAM3,RATIO,partial,36,11,9,36
131,FAM3,RATIO,logx,36,11,8,36
131,FAM3,RATIO,loglog,36,11,0,0
131,FAM5,CAGR,partial,36,10,8,36
131,FAM5,CAGR,logx,36,10,8,36
131,FAM5,CAGR,loglog,36,10,0,0
131,FAM5,CAGRnorm,partial,36,11,9,36
131,FAM5,CAGRnorm,logx,36,11,8,36
131,FAM5,CAGRnorm,loglog,36,11,0,0
131,FAM5,DDnorm,partial,36,7,6,36
131,FAM5,DDnorm,logx,36,7,5,36
131,FAM5,DDnorm,loglog,36,7,0,36
131,FAM5,MaxDD,partial,36,12,6,36
131,FAM5,MaxDD,logx,36,12,6,36
131,FAM5,MaxDD,loglog,36,12,0,36
131,FAM5,Sharpe,partial,36,11,9,36
131,FAM5,Sharpe,logx,36,11,8,36
131,FAM5,Sharpe,loglog,36,11,0,0
132,FAM2,DD,partial,72,25,19,72
132,FAM2,DD,logx,72,25,12,72
132,FAM2,DD,loglog,72,25,1,72
132,FAM2,RET,partial,108,42,39,108
132,FAM2,RET,logx,108,42,39,108
132,FAM2,RET,loglog,108,42,0,0
132,FAM3,DD,partial,72,25,19,72
132,FAM3,DD,logx,72,25,12,72
132,FAM3,DD,loglog,72,25,1,72
132,FAM3,LEVEL,partial,72,28,26,72
132,FAM3,LEVEL,logx,72,28,26,72
132,FAM3,LEVEL,loglog,72,28,0,0
132,FAM3,RATIO,partial,36,14,13,36
132,FAM3,RATIO,logx,36,14,13,36
132,FAM3,RATIO,loglog,36,14,0,0
132,FAM5,CAGR,partial,36,14,13,36
132,FAM5,CAGR,logx,36,14,13,36
132,FAM5,CAGR,loglog,36,14,0,0
132,FAM5,CAGRnorm,partial,36,14,13,36
132,FAM5,CAGRnorm,logx,36,14,13,36
132,FAM5,CAGRnorm,loglog,36,14,0,0
132,FAM5,DDnorm,partial,36,11,10,36
132,FAM5,DDnorm,logx,36,11,7,36
132,FAM5,DDnorm,loglog,36,11,0,36
132,FAM5,MaxDD,partial,36,14,9,36
132,FAM5,MaxDD,logx,36,14,5,36
132,FAM5,MaxDD,loglog,36,14,1,36
132,FAM5,Sharpe,partial,36,14,13,36
132,FAM5,Sharpe,logx,36,14,13,36
132,FAM5,Sharpe,loglog,36,14,0,0
133,FAM2,DD,partial,72,21,12,72
133,FAM2,DD,logx,72,21,11,72
133,FAM2,DD,loglog,72,21,0,72
133,FAM2,RET,partial,108,38,32,108
133,FAM2,RET,logx,108,38,32,108
133,FAM2,RET,loglog,108,38,0,0
133,FAM3,DD,partial,72,21,12,72
133,FAM3,DD,logx,72,21,11,72
133,FAM3,DD,loglog,72,21,0,72
133,FAM3,LEVEL,partial,72,26,22,72
133,FAM3,LEVEL,logx,72,26,22,72
133,FAM3,LEVEL,loglog,72,26,0,0
133,FAM3,RATIO,partial,36,12,10,36
133,FAM3,RATIO,logx,36,12,10,36
133,FAM3,RATIO,loglog,36,12,0,0
133,FAM5,CAGR,partial,36,13,11,36
133,FAM5,CAGR,logx,36,13,11,36
133,FAM5,CAGR,loglog,36,13,0,0
133,FAM5,CAGRnorm,partial,36,13,11,36
133,FAM5,CAGRnorm,logx,36,13,11,36
133,FAM5,CAGRnorm,loglog,36,13,0,0
133,FAM5,DDnorm,partial,36,10,7,36
133,FAM5,DDnorm,logx,36,10,6,36
133,FAM5,DDnorm,loglog,36,10,0,36
133,FAM5,MaxDD,partial,36,11,5,36
133,FAM5,MaxDD,logx,36,11,5,36
133,FAM5,MaxDD,loglog,36,11,0,36
133,FAM5,Sharpe,partial,36,12,10,36
133,FAM5,Sharpe,logx,36,12,10,36
133,FAM5,Sharpe,loglog,36,12,0,0
134,FAM2,DD,partial,72,16,11,72
134,FAM2,DD,logx,72,16,11,72
134,FAM2,DD,loglog,72,16,1,72
134,FAM2,RET,partial,108,36,32,108
134,FAM2,RET,logx,108,36,27,108
134,FAM2,RET,loglog,108,36,0,0
134,FAM3,DD,partial,72,16,11,72
134,FAM3,DD,logx,72,16,11,72
134,FAM3,DD,loglog,72,16,1,72
134,FAM3,LEVEL,partial,72,23,20,72
134,FAM3,LEVEL,logx,72,23,17,72
134,FAM3,LEVEL,loglog,72,23,0,0
134,FAM3,RATIO,partial,36,13,12,36
134,FAM3,RATIO,logx,36,13,10,36
134,FAM3,RATIO,loglog,36,13,0,0
134,FAM5,CAGR,partial,36,10,8,36
134,FAM5,CAGR,logx,36,10,7,36
134,FAM5,CAGR,loglog,36,10,0,0
134,FAM5,CAGRnorm,partial,36,13,12,36
134,FAM5,CAGRnorm,logx,36,13,10,36
134,FAM5,CAGRnorm,loglog,36,13,0,0
134,FAM5,DDnorm,partial,36,7,6,36
134,FAM5,DDnorm,logx,36,7,6,36
134,FAM5,DDnorm,loglog,36,7,0,36
134,FAM5,MaxDD,partial,36,9,5,36
134,FAM5,MaxDD,logx,36,9,5,36
134,FAM5,MaxDD,loglog,36,9,1,36
134,FAM5,Sharpe,partial,36,13,12,36
134,FAM5,Sharpe,logx,36,13,10,36
134,FAM5,Sharpe,loglog,36,13,0,0
135,FAM2,DD,partial,72,25,19,72
135,FAM2,DD,logx,72,25,16,72
135,FAM2,DD,loglog,72,25,1,72
135,FAM2,RET,partial,108,58,50,108
135,FAM2,RET,logx,108,58,47,108
135,FAM2,RET,loglog,108,58,0,0
135,FAM3,DD,partial,72,25,19,72
135,FAM3,DD,logx,72,25,16,72
135,FAM3,DD,loglog,72,25,1,72
135,FAM3,LEVEL,partial,72,38,33,72
135,FAM3,LEVEL,logx,72,38,31,72
135,FAM3,LEVEL,loglog,72,38,0,0
135,FAM3,RATIO,partial,36,20,17,36
135,FAM3,RATIO,logx,36,20,16,36
135,FAM3,RATIO,loglog,36,20,0,0
135,FAM5,CAGR,partial,36,18,16,36
135,FAM5,CAGR,logx,36,18,15,36
135,FAM5,CAGR,loglog,36,18,0,0
135,FAM5,CAGRnorm,partial,36,20,17,36
135,FAM5,CAGRnorm,logx,36,20,16,36
135,FAM5,CAGRnorm,loglog,36,20,0,0
135,FAM5,DDnorm,partial,36,11,11,36
135,FAM5,DDnorm,logx,36,11,9,36
135,FAM5,DDnorm,loglog,36,11,0,36
135,FAM5,MaxDD,partial,36,14,8,36
135,FAM5,MaxDD,logx,36,14,7,36
135,FAM5,MaxDD,loglog,36,14,1,36
135,FAM5,Sharpe,partial,36,20,17,36
135,FAM5,Sharpe,logx,36,20,16,36
135,FAM5,Sharpe,loglog,36,20,0,0
136,FAM2,DD,partial,72,22,15,72
136,FAM2,DD,logx,72,22,13,72
136,FAM2,DD,loglog,72,22,0,72
136,FAM2,RET,partial,108,54,47,108
136,FAM2,RET,logx,108,54,45,108
136,FAM2,RET,loglog,108,54,0,0
136,FAM3,DD,partial,72,22,15,72
136,FAM3,DD,logx,72,22,13,72
136,FAM3,DD,loglog,72,22,0,72
136,FAM3,LEVEL,partial,72,36,31,72
136,FAM3,LEVEL,logx,72,36,30,72
136,FAM3,LEVEL,loglog,72,36,0,0
136,FAM3,RATIO,partial,36,18,16,36
136,FAM3,RATIO,logx,36,18,15,36
136,FAM3,RATIO,loglog,36,18,0,0
136,FAM5,CAGR,partial,36,17,14,36
136,FAM5,CAGR,logx,36,17,14,36
136,FAM5,CAGR,loglog,36,17,0,0
136,FAM5,CAGRnorm,partial,36,19,17,36
136,FAM5,CAGRnorm,logx,36,19,16,36
136,FAM5,CAGRnorm,loglog,36,19,0,0
136,FAM5,DDnorm,partial,36,9,8,36
136,FAM5,DDnorm,logx,36,9,7,36
136,FAM5,DDnorm,loglog,36,9,0,36
136,FAM5,MaxDD,partial,36,13,7,36
136,FAM5,MaxDD,logx,36,13,6,36
136,FAM5,MaxDD,loglog,36,13,0,36
136,FAM5,Sharpe,partial,36,18,16,36
136,FAM5,Sharpe,logx,36,18,15,36
136,FAM5,Sharpe,loglog,36,18,0,0
137,FAM2,DD,partial,72,30,22,72
137,FAM2,DD,logx,72,30,21,72
137,FAM2,DD,loglog,72,30,1,72
137,FAM2,RET,partial,108,51,38,108
137,FAM2,RET,logx,108,51,31,108
137,FAM2,RET,loglog,108,51,0,0
137,FAM3,DD,partial,72,30,22,72
137,FAM3,DD,logx,72,30,21,72
137,FAM3,DD,loglog,72,30,1,72
137,FAM3,LEVEL,partial,72,34,25,72
137,FAM3,LEVEL,logx,72,34,20,72
137,FAM3,LEVEL,loglog,72,34,0,0
137,FAM3,RATIO,partial,36,17,13,36
137,FAM3,RATIO,logx,36,17,11,36
137,FAM3,RATIO,loglog,36,17,0,0
137,FAM5,CAGR,partial,36,17,12,36
137,FAM5,CAGR,logx,36,17,9,36
137,FAM5,CAGR,loglog,36,17,0,0
137,FAM5,CAGRnorm,partial,36,17,13,36
137,FAM5,CAGRnorm,logx,36,17,11,36
137,FAM5,CAGRnorm,loglog,36,17,0,0
137,FAM5,DDnorm,partial,36,16,13,36
137,FAM5,DDnorm,logx,36,16,12,36
137,FAM5,DDnorm,loglog,36,16,0,36
137,FAM5,MaxDD,partial,36,14,9,36
137,FAM5,MaxDD,logx,36,14,9,36
137,FAM5,MaxDD,loglog,36,14,1,36
137,FAM5,Sharpe,partial,36,17,13,36
137,FAM5,Sharpe,logx,36,17,11,36
137,FAM5,Sharpe,loglog,36,17,0,0
138,FAM2,DD,partial,72,15,9,72
138,FAM2,DD,logx,72,15,7,72
138,FAM2,DD,loglog,72,15,0,72
138,FAM2,RET,partial,108,36,36,108
138,FAM2,RET,logx,108,36,33,108
138,FAM2,RET,loglog,108,36,0,0
138,FAM3,DD,partial,72,15,9,72
138,FAM3,DD,logx,72,15,7,72
138,FAM3,DD,loglog,72,15,0,72
138,FAM3,LEVEL,partial,72,24,24,72
138,FAM3,LEVEL,logx,72,24,22,72
138,FAM3,LEVEL,loglog,72,24,0,0
138,FAM3,RATIO,partial,36,12,12,36
138,FAM3,RATIO,logx,36,12,11,36
138,FAM3,RATIO,loglog,36,12,0,0
138,FAM5,CAGR,partial,36,12,12,36
138,FAM5,CAGR,logx,36,12,11,36
138,FAM5,CAGR,loglog,36,12,0,0
138,FAM5,CAGRnorm,partial,36,12,12,36
138,FAM5,CAGRnorm,logx,36,12,11,36
138,FAM5,CAGRnorm,loglog,36,12,0,0
138,FAM5,DDnorm,partial,36,7,5,36
138,FAM5,DDnorm,logx,36,7,4,36
138,FAM5,DDnorm,loglog,36,7,0,36
138,FAM5,MaxDD,partial,36,8,4,36
138,FAM5,MaxDD,logx,36,8,3,36
138,FAM5,MaxDD,loglog,36,8,0,36
138,FAM5,Sharpe,partial,36,12,12,36
138,FAM5,Sharpe,logx,36,12,11,36
138,FAM5,Sharpe,loglog,36,12,0,0
139,FAM2,DD,partial,72,19,13,72
139,FAM2,DD,logx,72,19,11,72
139,FAM2,DD,loglog,72,19,0,72
139,FAM2,RET,partial,108,37,30,108
139,FAM2,RET,logx,108,37,27,108
139,FAM2,RET,loglog,108,37,0,0
139,FAM3,DD,partial,72,19,13,72
139,FAM3,DD,logx,72,19,11,72
139,FAM3,DD,loglog,72,19,0,72
139,FAM3,LEVEL,partial,72,25,20,72
139,FAM3,LEVEL,logx,72,25,18,72
139,FAM3,LEVEL,loglog,72,25,0,0
139,FAM3,RATIO,partial,36,12,10,36
139,FAM3,RATIO,logx,36,12,9,36
