ticker,year,day,action,kind,scheme,d,seed
EFA,2011,2011-11-29,DROP,LOSERCUT,SHRINK,0.1,2
XLC,2011,2011-09-23,DROP,LOSERCUT,SHRINK,0.1,2
HYG,2012,2012-05-23,DROP,LOSERCUT,SHRINK,0.1,2
XLE,2012,2012-06-21,DROP,LOSERCUT,SHRINK,0.1,2
KRE,2012,2012-10-12,DROP,LOSERCUT,SHRINK,0.1,2
XOM,2012,2012-03-09,DROP,LOSERCUT,SHRINK,0.1,2
XLF,2013,2013-03-14,DROP,LOSERCUT,SHRINK,0.1,2
XLB,2013,2013-09-06,DROP,LOSERCUT,SHRINK,0.1,2
XLU,2013,2013-08-02,DROP,LOSERCUT,SHRINK,0.1,2
SLV,2014,2014-11-14,DROP,LOSERCUT,SHRINK,0.1,2
GLD,2014,2014-09-11,DROP,LOSERCUT,SHRINK,0.1,2
XLP,2014,2014-12-05,DROP,LOSERCUT,SHRINK,0.1,2
IWM,2015,2015-10-08,DROP,LOSERCUT,SHRINK,0.1,2
BRK-B,2015,2015-12-15,DROP,LOSERCUT,SHRINK,0.1,2
ITB,2015,2015-08-25,DROP,LOSERCUT,SHRINK,0.1,2
DIA,2016,2016-09-08,DROP,LOSERCUT,SHRINK,0.1,2
RSP,2016,2016-09-12,DROP,LOSERCUT,SHRINK,0.1,2
XLI,2017,2017-02-01,DROP,LOSERCUT,SHRINK,0.1,2
XLV,2017,2017-12-26,DROP,LOSERCUT,SHRINK,0.1,2
VTI,2018,2018-09-19,DROP,LOSERCUT,SHRINK,0.1,2
ORCL,2018,2018-02-06,DROP,LOSERCUT,SHRINK,0.1,2
XBI,2019,2019-03-07,DROP,LOSERCUT,SHRINK,0.1,2
UNH,2019,2019-12-17,DROP,LOSERCUT,SHRINK,0.1,2
XLY,2020,2020-05-06,DROP,LOSERCUT,SHRINK,0.1,2
JPM,2020,2020-06-05,DROP,LOSERCUT,SHRINK,0.1,2
CRM,2021,2021-04-22,DROP,LOSERCUT,SHRINK,0.1,2
QQQ,2022,2022-12-13,DROP,LOSERCUT,SHRINK,0.1,2
META,2023,2023-09-11,DROP,LOSERCUT,SHRINK,0.1,2
XLK,2024,2024-12-11,DROP,LOSERCUT,SHRINK,0.1,2
PLTR,2025,2025-02-12,DROP,LOSERCUT,SHRINK,0.1,2
COST,2026,2026-09-04,DROP,LOSERCUT,SHRINK,0.1,2
UNG,2009,2009-02-27,DROP,LOSERCUT,SHRINK,0.1,3
USO,2009,2009-09-09,DROP,LOSERCUT,SHRINK,0.1,3
DBC,2009,2009-09-16,DROP,LOSERCUT,SHRINK,0.1,3
SHY,2009,2009-09-18,DROP,LOSERCUT,SHRINK,0.1,3
UUP,2009,2009-12-28,DROP,LOSERCUT,SHRINK,0.1,3
TLT,2010,2010-09-16,DROP,LOSERCUT,SHRINK,0.1,3
IEF,2010,2010-02-01,DROP,LOSERCUT,SHRINK,0.1,3
TIP,2010,2010-05-26,DROP,LOSERCUT,SHRINK,0.1,3
EEM,2010,2010-01-12,DROP,LOSERCUT,SHRINK,0.1,3
LQD,2010,2010-06-08,DROP,LOSERCUT,SHRINK,0.1,3
XLRE,2011,2011-07-26,DROP,LOSERCUT,SHRINK,0.1,3
GDX,2011,2011-01-31,DROP,LOSERCUT,SHRINK,0.1,3
EFA,2011,2011-11-17,DROP,LOSERCUT,SHRINK,0.1,3
XLC,2011,2011-05-11,DROP,LOSERCUT,SHRINK,0.1,3
HYG,2012,2012-05-01,DROP,LOSERCUT,SHRINK,0.1,3
XLE,2012,2012-05-23,DROP,LOSERCUT,SHRINK,0.1,3
KRE,2012,2012-05-17,DROP,LOSERCUT,SHRINK,0.1,3
XOM,2012,2012-12-24,DROP,LOSERCUT,SHRINK,0.1,3
XLF,2013,2013-08-20,DROP,LOSERCUT,SHRINK,0.1,3
XLB,2013,2013-01-22,DROP,LOSERCUT,SHRINK,0.1,3
XLU,2013,2013-04-08,DROP,LOSERCUT,SHRINK,0.1,3
SLV,2014,2014-11-25,DROP,LOSERCUT,SHRINK,0.1,3
GLD,2014,2014-12-12,DROP,LOSERCUT,SHRINK,0.1,3
XLP,2014,2014-09-29,DROP,LOSERCUT,SHRINK,0.1,3
IWM,2015,2015-11-20,DROP,LOSERCUT,SHRINK,0.1,3
BRK-B,2015,2015-07-07,DROP,LOSERCUT,SHRINK,0.1,3
ITB,2015,2015-07-15,DROP,LOSERCUT,SHRINK,0.1,3
DIA,2016,2016-01-26,DROP,LOSERCUT,SHRINK,0.1,3
RSP,2016,2016-09-16,DROP,LOSERCUT,SHRINK,0.1,3
XLI,2017,2017-06-29,DROP,LOSERCUT,SHRINK,0.1,3
XLV,2017,2017-06-29,DROP,LOSERCUT,SHRINK,0.1,3
VTI,2018,2018-12-12,DROP,LOSERCUT,SHRINK,0.1,3
ORCL,2018,2018-07-19,DROP,LOSERCUT,SHRINK,0.1,3
XBI,2019,2019-08-21,DROP,LOSERCUT,SHRINK,0.1,3
UNH,2019,2019-11-12,DROP,LOSERCUT,SHRINK,0.1,3
XLY,2020,2020-12-15,DROP,LOSERCUT,SHRINK,0.1,3
JPM,2020,2020-07-15,DROP,LOSERCUT,SHRINK,0.1,3
CRM,2021,2021-10-27,DROP,LOSERCUT,SHRINK,0.1,3
QQQ,2022,2022-02-15,DROP,LOSERCUT,SHRINK,0.1,3
META,2023,2023-05-22,DROP,LOSERCUT,SHRINK,0.1,3
XLK,2024,2024-07-30,DROP,LOSERCUT,SHRINK,0.1,3
PLTR,2025,2025-06-24,DROP,LOSERCUT,SHRINK,0.1,3
COST,2026,2026-01-09,DROP,LOSERCUT,SHRINK,0.1,3
UNG,2009,2009-12-31,DROP,LOSERCUT,SHRINK,0.1,4
USO,2009,2009-06-03,DROP,LOSERCUT,SHRINK,0.1,4
DBC,2009,2009-03-30,DROP,LOSERCUT,SHRINK,0.1,4
SHY,2009,2009-10-08,DROP,LOSERCUT,SHRINK,0.1,4
UUP,2009,2009-09-02,DROP,LOSERCUT,SHRINK,0.1,4
TLT,2010,2010-02-16,DROP,LOSERCUT,SHRINK,0.1,4
IEF,2010,2010-03-01,DROP,LOSERCUT,SHRINK,0.1,4
TIP,2010,2010-02-16,DROP,LOSERCUT,SHRINK,0.1,4
EEM,2010,2010-02-18,DROP,LOSERCUT,SHRINK,0.1,4
LQD,2010,2010-10-22,DROP,LOSERCUT,SHRINK,0.1,4
XLRE,2011,2011-08-24,DROP,LOSERCUT,SHRINK,0.1,4
GDX,2011,2011-12-01,DROP,LOSERCUT,SHRINK,0.1,4
EFA,2011,2011-03-23,DROP,LOSERCUT,SHRINK,0.1,4
XLC,2011,2011-11-04,DROP,LOSERCUT,SHRINK,0.1,4
HYG,2012,2012-10-05,DROP,LOSERCUT,SHRINK,0.1,4
XLE,2012,2012-08-02,DROP,LOSERCUT,SHRINK,0.1,4
KRE,2012,2012-04-18,DROP,LOSERCUT,SHRINK,0.1,4
XOM,2012,2012-04-18,DROP,LOSERCUT,SHRINK,0.1,4
XLF,2013,2013-12-13,DROP,LOSERCUT,SHRINK,0.1,4
XLB,2013,2013-01-04,DROP,LOSERCUT,SHRINK,0.1,4
XLU,2013,2013-07-26,DROP,LOSERCUT,SHRINK,0.1,4
SLV,2014,2014-08-14,DROP,LOSERCUT,SHRINK,0.1,4
GLD,2014,2014-08-20,DROP,LOSERCUT,SHRINK,0.1,4
XLP,2014,2014-09-26,DROP,LOSERCUT,SHRINK,0.1,4
IWM,2015,2015-12-28,DROP,LOSERCUT,SHRINK,0.1,4
BRK-B,2015,2015-12-09,DROP,LOSERCUT,SHRINK,0.1,4
ITB,2015,2015-04-21,DROP,LOSERCUT,SHRINK,0.1,4
DIA,2016,2016-08-08,DROP,LOSERCUT,SHRINK,0.1,4
RSP,2016,2016-10-06,DROP,LOSERCUT,SHRINK,0.1,4
XLI,2017,2017-02-02,DROP,LOSERCUT,SHRINK,0.1,4
XLV,2017,2017-09-27,DROP,LOSERCUT,SHRINK,0.1,4
VTI,2018,2018-07-12,DROP,LOSERCUT,SHRINK,0.1,4
ORCL,2018,2018-10-09,DROP,LOSERCUT,SHRINK,0.1,4
XBI,2019,2019-09-16,DROP,LOSERCUT,SHRINK,0.1,4
UNH,2019,2019-06-28,DROP,LOSERCUT,SHRINK,0.1,4
XLY,2020,2020-11-17,DROP,LOSERCUT,SHRINK,0.1,4
JPM,2020,2020-10-09,DROP,LOSERCUT,SHRINK,0.1,4
CRM,2021,2021-10-04,DROP,LOSERCUT,SHRINK,0.1,4
QQQ,2022,2022-04-12,DROP,LOSERCUT,SHRINK,0.1,4
META,2023,2023-11-09,DROP,LOSERCUT,SHRINK,0.1,4
XLK,2024,2024-08-22,DROP,LOSERCUT,SHRINK,0.1,4
PLTR,2025,2025-07-17,DROP,LOSERCUT,SHRINK,0.1,4
COST,2026,2026-02-12,DROP,LOSERCUT,SHRINK,0.1,4
UNG,2009,2009-05-05,DROP,LOSERCUT,SHRINK,0.1,5
USO,2009,2009-03-19,DROP,LOSERCUT,SHRINK,0.1,5
DBC,2009,2009-11-18,DROP,LOSERCUT,SHRINK,0.1,5
SHY,2009,2009-11-04,DROP,LOSERCUT,SHRINK,0.1,5
UUP,2009,2009-02-20,DROP,LOSERCUT,SHRINK,0.1,5
TLT,2010,2010-11-24,DROP,LOSERCUT,SHRINK,0.1,5
IEF,2010,2010-01-07,DROP,LOSERCUT,SHRINK,0.1,5
TIP,2010,2010-11-18,DROP,LOSERCUT,SHRINK,0.1,5
EEM,2010,2010-07-20,DROP,LOSERCUT,SHRINK,0.1,5
LQD,2010,2010-08-25,DROP,LOSERCUT,SHRINK,0.1,5
XLRE,2011,2011-10-27,DROP,LOSERCUT,SHRINK,0.1,5
GDX,2011,2011-01-13,DROP,LOSERCUT,SHRINK,0.1,5
EFA,2011,2011-01-10,DROP,LOSERCUT,SHRINK,0.1,5
XLC,2011,2011-12-09,DROP,LOSERCUT,SHRINK,0.1,5
HYG,2012,2012-05-25,DROP,LOSERCUT,SHRINK,0.1,5
XLE,2012,2012-07-19,DROP,LOSERCUT,SHRINK,0.1,5
KRE,2012,2012-05-11,DROP,LOSERCUT,SHRINK,0.1,5
XOM,2012,2012-06-13,DROP,LOSERCUT,SHRINK,0.1,5
XLF,2013,2013-12-18,DROP,LOSERCUT,SHRINK,0.1,5
XLB,2013,2013-11-27,DROP,LOSERCUT,SHRINK,0.1,5
XLU,2013,2013-07-23,DROP,LOSERCUT,SHRINK,0.1,5
SLV,2014,2014-05-05,DROP,LOSERCUT,SHRINK,0.1,5
GLD,2014,2014-09-15,DROP,LOSERCUT,SHRINK,0.1,5
XLP,2014,2014-08-21,DROP,LOSERCUT,SHRINK,0.1,5
IWM,2015,2015-01-06,DROP,LOSERCUT,SHRINK,0.1,5
BRK-B,2015,2015-05-01,DROP,LOSERCUT,SHRINK,0.1,5
ITB,2015,2015-01-08,DROP,LOSERCUT,SHRINK,0.1,5
DIA,2016,2016-03-04,DROP,LOSERCUT,SHRINK,0.1,5
RSP,2016,2016-09-27,DROP,LOSERCUT,SHRINK,0.1,5
XLI,2017,2017-07-21,DROP,LOSERCUT,SHRINK,0.1,5
XLV,2017,2017-10-24,DROP,LOSERCUT,SHRINK,0.1,5
VTI,2018,2018-03-02,DROP,LOSERCUT,SHRINK,0.1,5
ORCL,2018,2018-08-30,DROP,LOSERCUT,SHRINK,0.1,5
XBI,2019,2019-11-06,DROP,LOSERCUT,SHRINK,0.1,5
UNH,2019,2019-06-17,DROP,LOSERCUT,SHRINK,0.1,5
XLY,2020,2020-11-20,DROP,LOSERCUT,SHRINK,0.1,5
JPM,2020,2020-05-22,DROP,LOSERCUT,SHRINK,0.1,5
CRM,2021,2021-08-30,DROP,LOSERCUT,SHRINK,0.1,5
QQQ,2022,2022-09-26,DROP,LOSERCUT,SHRINK,0.1,5
META,2023,2023-08-01,DROP,LOSERCUT,SHRINK,0.1,5
XLK,2024,2024-02-26,DROP,LOSERCUT,SHRINK,0.1,5
PLTR,2025,2025-12-30,DROP,LOSERCUT,SHRINK,0.1,5
COST,2026,2026-03-10,DROP,LOSERCUT,SHRINK,0.1,5
UNG,2009,2009-05-26,DROP,LOSERCUT,SHRINK,0.2,1
USO,2009,2009-12-10,DROP,LOSERCUT,SHRINK,0.2,1
DBC,2009,2009-12-16,DROP,LOSERCUT,SHRINK,0.2,1
SHY,2009,2009-08-25,DROP,LOSERCUT,SHRINK,0.2,1
UUP,2009,2009-10-12,DROP,LOSERCUT,SHRINK,0.2,1
TLT,2009,2009-06-16,DROP,LOSERCUT,SHRINK,0.2,1
IEF,2009,2009-04-03,DROP,LOSERCUT,SHRINK,0.2,1
TIP,2009,2009-05-06,DROP,LOSERCUT,SHRINK,0.2,1
EEM,2009,2009-12-16,DROP,LOSERCUT,SHRINK,0.2,1
LQD,2009,2009-03-16,DROP,LOSERCUT,SHRINK,0.2,1
XLRE,2009,2009-10-13,DROP,LOSERCUT,SHRINK,0.2,1
GDX,2010,2010-10-18,DROP,LOSERCUT,SHRINK,0.2,1
EFA,2010,2010-08-09,DROP,LOSERCUT,SHRINK,0.2,1
XLC,2010,2010-01-14,DROP,LOSERCUT,SHRINK,0.2,1
HYG,2010,2010-09-02,DROP,LOSERCUT,SHRINK,0.2,1
XLE,2010,2010-06-21,DROP,LOSERCUT,SHRINK,0.2,1
KRE,2010,2010-08-26,DROP,LOSERCUT,SHRINK,0.2,1
XOM,2010,2010-03-04,DROP,LOSERCUT,SHRINK,0.2,1
XLF,2010,2010-01-27,DROP,LOSERCUT,SHRINK,0.2,1
XLB,2011,2011-04-12,DROP,LOSERCUT,SHRINK,0.2,1
XLU,2011,2011-10-19,DROP,LOSERCUT,SHRINK,0.2,1
SLV,2011,2011-06-24,DROP,LOSERCUT,SHRINK,0.2,1
GLD,2011,2011-11-02,DROP,LOSERCUT,SHRINK,0.2,1
XLP,2011,2011-06-16,DROP,LOSERCUT,SHRINK,0.2,1
IWM,2011,2011-10-05,DROP,LOSERCUT,SHRINK,0.2,1
BRK-B,2011,2011-02-08,DROP,LOSERCUT,SHRINK,0.2,1
ITB,2012,2012-06-29,DROP,LOSERCUT,SHRINK,0.2,1
DIA,2012,2012-09-24,DROP,LOSERCUT,SHRINK,0.2,1
RSP,2012,2012-09-26,DROP,LOSERCUT,SHRINK,0.2,1
XLI,2012,2012-12-04,DROP,LOSERCUT,SHRINK,0.2,1
XLV,2012,2012-11-08,DROP,LOSERCUT,SHRINK,0.2,1
VTI,2013,2013-03-12,DROP,LOSERCUT,SHRINK,0.2,1
ORCL,2013,2013-12-31,DROP,LOSERCUT,SHRINK,0.2,1
XBI,2013,2013-10-02,DROP,LOSERCUT,SHRINK,0.2,1
UNH,2013,2013-03-05,DROP,LOSERCUT,SHRINK,0.2,1
XLY,2014,2014-06-17,DROP,LOSERCUT,SHRINK,0.2,1
JPM,2014,2014-02-28,DROP,LOSERCUT,SHRINK,0.2,1
CRM,2014,2014-05-21,DROP,LOSERCUT,SHRINK,0.2,1
QQQ,2014,2014-02-12,DROP,LOSERCUT,SHRINK,0.2,1
META,2015,2015-06-09,DROP,LOSERCUT,SHRINK,0.2,1
XLK,2015,2015-10-21,DROP,LOSERCUT,SHRINK,0.2,1
PLTR,2015,2015-08-28,DROP,LOSERCUT,SHRINK,0.2,1
COST,2016,2016-10-24,DROP,LOSERCUT,SHRINK,0.2,1
MSFT,2016,2016-03-28,DROP,LOSERCUT,SHRINK,0.2,1
GOOGL,2017,2017-09-12,DROP,LOSERCUT,SHRINK,0.2,1
V,2017,2017-06-02,DROP,LOSERCUT,SHRINK,0.2,1
LLY,2018,2018-11-05,DROP,LOSERCUT,SHRINK,0.2,1
SMH,2019,2019-07-31,DROP,LOSERCUT,SHRINK,0.2,1
AMZN,2020,2020-09-22,DROP,LOSERCUT,SHRINK,0.2,1
AAPL,2021,2021-03-31,DROP,LOSERCUT,SHRINK,0.2,1
AMD,2022,2022-09-01,DROP,LOSERCUT,SHRINK,0.2,1
UNG,2009,2009-09-29,DROP,LOSERCUT,SHRINK,0.2,2
USO,2009,2009-12-14,DROP,LOSERCUT,SHRINK,0.2,2
DBC,2009,2009-02-17,DROP,LOSERCUT,SHRINK,0.2,2
SHY,2009,2009-09-01,DROP,LOSERCUT,SHRINK,0.2,2
UUP,2009,2009-06-29,DROP,LOSERCUT,SHRINK,0.2,2
TLT,2009,2009-04-23,DROP,LOSERCUT,SHRINK,0.2,2
IEF,2009,2009-06-15,DROP,LOSERCUT,SHRINK,0.2,2
TIP,2009,2009-07-21,DROP,LOSERCUT,SHRINK,0.2,2
EEM,2009,2009-04-27,DROP,LOSERCUT,SHRINK,0.2,2
LQD,2009,2009-07-17,DROP,LOSERCUT,SHRINK,0.2,2
XLRE,2009,2009-10-14,DROP,LOSERCUT,SHRINK,0.2,2
GDX,2010,2010-03-26,DROP,LOSERCUT,SHRINK,0.2,2
EFA,2010,2010-12-22,DROP,LOSERCUT,SHRINK,0.2,2
XLC,2010,2010-02-11,DROP,LOSERCUT,SHRINK,0.2,2
HYG,2010,2010-11-04,DROP,LOSERCUT,SHRINK,0.2,2
XLE,2010,2010-03-29,DROP,LOSERCUT,SHRINK,0.2,2
KRE,2010,2010-08-20,DROP,LOSERCUT,SHRINK,0.2,2
XOM,2010,2010-08-17,DROP,LOSERCUT,SHRINK,0.2,2
XLF,2010,2010-09-13,DROP,LOSERCUT,SHRINK,0.2,2
XLB,2011,2011-11-18,DROP,LOSERCUT,SHRINK,0.2,2
XLU,2011,2011-05-23,DROP,LOSERCUT,SHRINK,0.2,2
SLV,2011,2011-12-06,DROP,LOSERCUT,SHRINK,0.2,2
GLD,2011,2011-01-18,DROP,LOSERCUT,SHRINK,0.2,2
XLP,2011,2011-12-27,DROP,LOSERCUT,SHRINK,0.2,2
IWM,2011,2011-06-03,DROP,LOSERCUT,SHRINK,0.2,2
BRK-B,2011,2011-03-17,DROP,LOSERCUT,SHRINK,0.2,2
ITB,2012,2012-10-26,DROP,LOSERCUT,SHRINK,0.2,2
DIA,2012,2012-04-05,DROP,LOSERCUT,SHRINK,0.2,2
RSP,2012,2012-01-24,DROP,LOSERCUT,SHRINK,0.2,2
XLI,2012,2012-06-28,DROP,LOSERCUT,SHRINK,0.2,2
XLV,2012,2012-04-30,DROP,LOSERCUT,SHRINK,0.2,2
VTI,2013,2013-11-27,DROP,LOSERCUT,SHRINK,0.2,2
ORCL,2013,2013-04-30,DROP,LOSERCUT,SHRINK,0.2,2
XBI,2013,2013-11-29,DROP,LOSERCUT,SHRINK,0.2,2
UNH,2013,2013-05-23,DROP,LOSERCUT,SHRINK,0.2,2
XLY,2014,2014-10-30,DROP,LOSERCUT,SHRINK,0.2,2
JPM,2014,2014-07-25,DROP,LOSERCUT,SHRINK,0.2,2
CRM,2014,2014-10-30,DROP,LOSERCUT,SHRINK,0.2,2
QQQ,2014,2014-08-19,DROP,LOSERCUT,SHRINK,0.2,2
META,2015,2015-07-07,DROP,LOSERCUT,SHRINK,0.2,2
XLK,2015,2015-02-06,DROP,LOSERCUT,SHRINK,0.2,2
PLTR,2015,2015-07-27,DROP,LOSERCUT,SHRINK,0.2,2
COST,2016,2016-12-19,DROP,LOSERCUT,SHRINK,0.2,2
MSFT,2016,2016-09-15,DROP,LOSERCUT,SHRINK,0.2,2
GOOGL,2017,2017-12-06,DROP,LOSERCUT,SHRINK,0.2,2
V,2017,2017-03-20,DROP,LOSERCUT,SHRINK,0.2,2
LLY,2018,2018-02-13,DROP,LOSERCUT,SHRINK,0.2,2
SMH,2019,2019-04-26,DROP,LOSERCUT,SHRINK,0.2,2
AMZN,2020,2020-03-05,DROP,LOSERCUT,SHRINK,0.2,2
AAPL,2021,2021-11-12,DROP,LOSERCUT,SHRINK,0.2,2
AMD,2022,2022-09-02,DROP,LOSERCUT,SHRINK,0.2,2
UNG,2009,2009-04-23,DROP,LOSERCUT,SHRINK,0.2,3
USO,2009,2009-07-29,DROP,LOSERCUT,SHRINK,0.2,3
DBC,2009,2009-02-20,DROP,LOSERCUT,SHRINK,0.2,3
SHY,2009,2009-03-02,DROP,LOSERCUT,SHRINK,0.2,3
UUP,2009,2009-11-18,DROP,LOSERCUT,SHRINK,0.2,3
TLT,2009,2009-02-20,DROP,LOSERCUT,SHRINK,0.2,3
IEF,2009,2009-12-22,DROP,LOSERCUT,SHRINK,0.2,3
TIP,2009,2009-03-23,DROP,LOSERCUT,SHRINK,0.2,3
EEM,2009,2009-12-15,DROP,LOSERCUT,SHRINK,0.2,3
LQD,2009,2009-06-24,DROP,LOSERCUT,SHRINK,0.2,3
XLRE,2009,2009-09-15,DROP,LOSERCUT,SHRINK,0.2,3
GDX,2010,2010-08-27,DROP,LOSERCUT,SHRINK,0.2,3
EFA,2010,2010-07-08,DROP,LOSERCUT,SHRINK,0.2,3
XLC,2010,2010-08-27,DROP,LOSERCUT,SHRINK,0.2,3
HYG,2010,2010-07-27,DROP,LOSERCUT,SHRINK,0.2,3
XLE,2010,2010-11-01,DROP,LOSERCUT,SHRINK,0.2,3
KRE,2010,2010-11-26,DROP,LOSERCUT,SHRINK,0.2,3
XOM,2010,2010-03-22,DROP,LOSERCUT,SHRINK,0.2,3
XLF,2010,2010-02-12,DROP,LOSERCUT,SHRINK,0.2,3
XLB,2011,2011-06-07,DROP,LOSERCUT,SHRINK,0.2,3
XLU,2011,2011-02-08,DROP,LOSERCUT,SHRINK,0.2,3
SLV,2011,2011-07-29,DROP,LOSERCUT,SHRINK,0.2,3
GLD,2011,2011-07-21,DROP,LOSERCUT,SHRINK,0.2,3
XLP,2011,2011-09-02,DROP,LOSERCUT,SHRINK,0.2,3
IWM,2011,2011-08-09,DROP,LOSERCUT,SHRINK,0.2,3
BRK-B,2011,2011-10-14,DROP,LOSERCUT,SHRINK,0.2,3
ITB,2012,2012-08-24,DROP,LOSERCUT,SHRINK,0.2,3
DIA,2012,2012-10-17,DROP,LOSERCUT,SHRINK,0.2,3
RSP,2012,2012-03-23,DROP,LOSERCUT,SHRINK,0.2,3
XLI,2012,2012-05-14,DROP,LOSERCUT,SHRINK,0.2,3
XLV,2012,2012-10-04,DROP,LOSERCUT,SHRINK,0.2,3
VTI,2013,2013-07-02,DROP,LOSERCUT,SHRINK,0.2,3
ORCL,2013,2013-05-07,DROP,LOSERCUT,SHRINK,0.2,3
XBI,2013,2013-02-06,DROP,LOSERCUT,SHRINK,0.2,3
UNH,2013,2013-02-04,DROP,LOSERCUT,SHRINK,0.2,3
XLY,2014,2014-10-14,DROP,LOSERCUT,SHRINK,0.2,3
JPM,2014,2014-03-07,DROP,LOSERCUT,SHRINK,0.2,3
CRM,2014,2014-09-29,DROP,LOSERCUT,SHRINK,0.2,3
QQQ,2014,2014-10-10,DROP,LOSERCUT,SHRINK,0.2,3
META,2015,2015-03-11,DROP,LOSERCUT,SHRINK,0.2,3
XLK,2015,2015-12-11,DROP,LOSERCUT,SHRINK,0.2,3
PLTR,2015,2015-07-31,DROP,LOSERCUT,SHRINK,0.2,3
COST,2016,2016-05-23,DROP,LOSERCUT,SHRINK,0.2,3
MSFT,2016,2016-08-25,DROP,LOSERCUT,SHRINK,0.2,3
GOOGL,2017,2017-08-29,DROP,LOSERCUT,SHRINK,0.2,3
V,2017,2017-07-31,DROP,LOSERCUT,SHRINK,0.2,3
LLY,2018,2018-06-28,DROP,LOSERCUT,SHRINK,0.2,3
SMH,2019,2019-05-28,DROP,LOSERCUT,SHRINK,0.2,3
AMZN,2020,2020-09-15,DROP,LOSERCUT,SHRINK,0.2,3
AAPL,2021,2021-12-14,DROP,LOSERCUT,SHRINK,0.2,3
AMD,2022,2022-03-17,DROP,LOSERCUT,SHRINK,0.2,3
UNG,2009,2009-11-06,DROP,LOSERCUT,SHRINK,0.2,4
USO,2009,2009-01-13,DROP,LOSERCUT,SHRINK,0.2,4
DBC,2009,2009-08-26,DROP,LOSERCUT,SHRINK,0.2,4
SHY,2009,2009-10-15,DROP,LOSERCUT,SHRINK,0.2,4
UUP,2009,2009-01-12,DROP,LOSERCUT,SHRINK,0.2,4
TLT,2009,2009-09-18,DROP,LOSERCUT,SHRINK,0.2,4
IEF,2009,2009-03-18,DROP,LOSERCUT,SHRINK,0.2,4
TIP,2009,2009-02-17,DROP,LOSERCUT,SHRINK,0.2,4
EEM,2009,2009-11-11,DROP,LOSERCUT,SHRINK,0.2,4
LQD,2009,2009-06-04,DROP,LOSERCUT,SHRINK,0.2,4
XLRE,2009,2009-07-07,DROP,LOSERCUT,SHRINK,0.2,4
GDX,2010,2010-06-17,DROP,LOSERCUT,SHRINK,0.2,4
EFA,2010,2010-10-13,DROP,LOSERCUT,SHRINK,0.2,4
XLC,2010,2010-09-17,DROP,LOSERCUT,SHRINK,0.2,4
HYG,2010,2010-08-10,DROP,LOSERCUT,SHRINK,0.2,4
XLE,2010,2010-01-21,DROP,LOSERCUT,SHRINK,0.2,4
KRE,2010,2010-03-12,DROP,LOSERCUT,SHRINK,0.2,4
XOM,2010,2010-09-13,DROP,LOSERCUT,SHRINK,0.2,4
XLF,2010,2010-10-19,DROP,LOSERCUT,SHRINK,0.2,4
XLB,2011,2011-04-19,DROP,LOSERCUT,SHRINK,0.2,4
XLU,2011,2011-12-14,DROP,LOSERCUT,SHRINK,0.2,4
SLV,2011,2011-12-20,DROP,LOSERCUT,SHRINK,0.2,4
GLD,2011,2011-02-09,DROP,LOSERCUT,SHRINK,0.2,4
XLP,2011,2011-03-16,DROP,LOSERCUT,SHRINK,0.2,4
IWM,2011,2011-02-15,DROP,LOSERCUT,SHRINK,0.2,4
BRK-B,2011,2011-12-12,DROP,LOSERCUT,SHRINK,0.2,4
ITB,2012,2012-05-04,DROP,LOSERCUT,SHRINK,0.2,4
DIA,2012,2012-12-24,DROP,LOSERCUT,SHRINK,0.2,4
RSP,2012,2012-09-13,DROP,LOSERCUT,SHRINK,0.2,4
XLI,2012,2012-11-19,DROP,LOSERCUT,SHRINK,0.2,4
XLV,2012,2012-06-20,DROP,LOSERCUT,SHRINK,0.2,4
VTI,2013,2013-02-26,DROP,LOSERCUT,SHRINK,0.2,4
ORCL,2013,2013-05-23,DROP,LOSERCUT,SHRINK,0.2,4
XBI,2013,2013-10-16,DROP,LOSERCUT,SHRINK,0.2,4
UNH,2013,2013-12-17,DROP,LOSERCUT,SHRINK,0.2,4
XLY,2014,2014-09-10,DROP,LOSERCUT,SHRINK,0.2,4
JPM,2014,2014-12-04,DROP,LOSERCUT,SHRINK,0.2,4
CRM,2014,2014-06-19,DROP,LOSERCUT,SHRINK,0.2,4
QQQ,2014,2014-02-24,DROP,LOSERCUT,SHRINK,0.2,4
META,2015,2015-08-03,DROP,LOSERCUT,SHRINK,0.2,4
XLK,2015,2015-10-30,DROP,LOSERCUT,SHRINK,0.2,4
PLTR,2015,2015-04-13,DROP,LOSERCUT,SHRINK,0.2,4
COST,2016,2016-11-23,DROP,LOSERCUT,SHRINK,0.2,4
MSFT,2016,2016-06-22,DROP,LOSERCUT,SHRINK,0.2,4
GOOGL,2017,2017-09-27,DROP,LOSERCUT,SHRINK,0.2,4
V,2017,2017-11-06,DROP,LOSERCUT,SHRINK,0.2,4
LLY,2018,2018-06-08,DROP,LOSERCUT,SHRINK,0.2,4
SMH,2019,2019-12-31,DROP,LOSERCUT,SHRINK,0.2,4
AMZN,2020,2020-11-06,DROP,LOSERCUT,SHRINK,0.2,4
AAPL,2021,2021-06-03,DROP,LOSERCUT,SHRINK,0.2,4
AMD,2022,2022-01-12,DROP,LOSERCUT,SHRINK,0.2,4
UNG,2009,2009-12-18,DROP,LOSERCUT,SHRINK,0.2,5
USO,2009,2009-04-06,DROP,LOSERCUT,SHRINK,0.2,5
DBC,2009,2009-04-24,DROP,LOSERCUT,SHRINK,0.2,5
