ticker,year,day,action,kind,scheme,d,seed
T,2022,2022-09-09,DROP,LOSERCUT,ROTATE,0.2,1
BA,2022,2022-01-04,DROP,LOSERCUT,ROTATE,0.2,1
UNG,2023,2023-04-19,READMIT,LOSERCUT,ROTATE,0.2,1
USO,2023,2023-02-13,READMIT,LOSERCUT,ROTATE,0.2,1
C,2023,2023-03-30,READMIT,LOSERCUT,ROTATE,0.2,1
DBC,2023,2023-11-20,READMIT,LOSERCUT,ROTATE,0.2,1
SHY,2023,2023-01-26,READMIT,LOSERCUT,ROTATE,0.2,1
UUP,2023,2023-07-24,READMIT,LOSERCUT,ROTATE,0.2,1
TLT,2023,2023-12-27,READMIT,LOSERCUT,ROTATE,0.2,1
IEF,2023,2023-04-18,READMIT,LOSERCUT,ROTATE,0.2,1
UBER,2023,2023-11-27,READMIT,LOSERCUT,ROTATE,0.2,1
TIP,2023,2023-01-20,READMIT,LOSERCUT,ROTATE,0.2,1
EEM,2023,2023-01-20,READMIT,LOSERCUT,ROTATE,0.2,1
BAC,2023,2023-11-14,READMIT,LOSERCUT,ROTATE,0.2,1
LQD,2023,2023-11-17,READMIT,LOSERCUT,ROTATE,0.2,1
XLRE,2023,2023-11-02,READMIT,LOSERCUT,ROTATE,0.2,1
GDX,2023,2023-10-20,READMIT,LOSERCUT,ROTATE,0.2,1
EFA,2023,2023-09-08,READMIT,LOSERCUT,ROTATE,0.2,1
XLC,2023,2023-01-23,READMIT,LOSERCUT,ROTATE,0.2,1
HYG,2023,2023-02-10,READMIT,LOSERCUT,ROTATE,0.2,1
ZTS,2023,2023-10-04,READMIT,LOSERCUT,ROTATE,0.2,1
GE,2023,2023-01-19,READMIT,LOSERCUT,ROTATE,0.2,1
XLE,2023,2023-09-08,READMIT,LOSERCUT,ROTATE,0.2,1
PFE,2023,2023-12-29,READMIT,LOSERCUT,ROTATE,0.2,1
MDT,2023,2023-05-08,READMIT,LOSERCUT,ROTATE,0.2,1
PEP,2023,2023-03-30,READMIT,LOSERCUT,ROTATE,0.2,1
KRE,2023,2023-02-08,READMIT,LOSERCUT,ROTATE,0.2,1
T,2023,2023-11-03,READMIT,LOSERCUT,ROTATE,0.2,1
BA,2023,2023-05-08,READMIT,LOSERCUT,ROTATE,0.2,1
UNG,2023,2023-04-27,DROP,LOSERCUT,ROTATE,0.2,1
USO,2023,2023-04-05,DROP,LOSERCUT,ROTATE,0.2,1
C,2023,2023-03-17,DROP,LOSERCUT,ROTATE,0.2,1
DBC,2023,2023-08-18,DROP,LOSERCUT,ROTATE,0.2,1
SHY,2023,2023-05-11,DROP,LOSERCUT,ROTATE,0.2,1
UUP,2023,2023-10-13,DROP,LOSERCUT,ROTATE,0.2,1
TLT,2023,2023-02-28,DROP,LOSERCUT,ROTATE,0.2,1
IEF,2023,2023-03-29,DROP,LOSERCUT,ROTATE,0.2,1
UBER,2023,2023-04-25,DROP,LOSERCUT,ROTATE,0.2,1
TIP,2023,2023-07-19,DROP,LOSERCUT,ROTATE,0.2,1
EEM,2023,2023-11-17,DROP,LOSERCUT,ROTATE,0.2,1
BAC,2023,2023-11-13,DROP,LOSERCUT,ROTATE,0.2,1
LQD,2023,2023-01-23,DROP,LOSERCUT,ROTATE,0.2,1
XLRE,2023,2023-05-25,DROP,LOSERCUT,ROTATE,0.2,1
GDX,2023,2023-08-08,DROP,LOSERCUT,ROTATE,0.2,1
EFA,2023,2023-10-11,DROP,LOSERCUT,ROTATE,0.2,1
XLC,2023,2023-04-14,DROP,LOSERCUT,ROTATE,0.2,1
HYG,2023,2023-08-30,DROP,LOSERCUT,ROTATE,0.2,1
ZTS,2023,2023-03-29,DROP,LOSERCUT,ROTATE,0.2,1
GE,2023,2023-06-08,DROP,LOSERCUT,ROTATE,0.2,1
XLE,2023,2023-08-02,DROP,LOSERCUT,ROTATE,0.2,1
PFE,2023,2023-09-29,DROP,LOSERCUT,ROTATE,0.2,1
MDT,2023,2023-11-21,DROP,LOSERCUT,ROTATE,0.2,1
PEP,2023,2023-02-24,DROP,LOSERCUT,ROTATE,0.2,1
KRE,2023,2023-08-24,DROP,LOSERCUT,ROTATE,0.2,1
T,2023,2023-04-10,DROP,LOSERCUT,ROTATE,0.2,1
BA,2023,2023-12-21,DROP,LOSERCUT,ROTATE,0.2,1
UNG,2024,2024-11-11,READMIT,LOSERCUT,ROTATE,0.2,1
USO,2024,2024-06-25,READMIT,LOSERCUT,ROTATE,0.2,1
C,2024,2024-07-23,READMIT,LOSERCUT,ROTATE,0.2,1
DBC,2024,2024-07-16,READMIT,LOSERCUT,ROTATE,0.2,1
SHY,2024,2024-06-03,READMIT,LOSERCUT,ROTATE,0.2,1
UUP,2024,2024-05-14,READMIT,LOSERCUT,ROTATE,0.2,1
TLT,2024,2024-01-08,READMIT,LOSERCUT,ROTATE,0.2,1
IEF,2024,2024-01-29,READMIT,LOSERCUT,ROTATE,0.2,1
UBER,2024,2024-06-05,READMIT,LOSERCUT,ROTATE,0.2,1
TIP,2024,2024-06-10,READMIT,LOSERCUT,ROTATE,0.2,1
EEM,2024,2024-02-01,READMIT,LOSERCUT,ROTATE,0.2,1
BAC,2024,2024-12-24,READMIT,LOSERCUT,ROTATE,0.2,1
LQD,2024,2024-09-12,READMIT,LOSERCUT,ROTATE,0.2,1
XLRE,2024,2024-03-11,READMIT,LOSERCUT,ROTATE,0.2,1
GDX,2024,2024-09-03,READMIT,LOSERCUT,ROTATE,0.2,1
EFA,2024,2024-04-09,READMIT,LOSERCUT,ROTATE,0.2,1
XLC,2024,2024-06-27,READMIT,LOSERCUT,ROTATE,0.2,1
HYG,2024,2024-01-19,READMIT,LOSERCUT,ROTATE,0.2,1
ZTS,2024,2024-10-25,READMIT,LOSERCUT,ROTATE,0.2,1
GE,2024,2024-11-26,READMIT,LOSERCUT,ROTATE,0.2,1
XLE,2024,2024-12-30,READMIT,LOSERCUT,ROTATE,0.2,1
PFE,2024,2024-04-05,READMIT,LOSERCUT,ROTATE,0.2,1
MDT,2024,2024-08-16,READMIT,LOSERCUT,ROTATE,0.2,1
PEP,2024,2024-09-27,READMIT,LOSERCUT,ROTATE,0.2,1
KRE,2024,2024-08-09,READMIT,LOSERCUT,ROTATE,0.2,1
T,2024,2024-09-20,READMIT,LOSERCUT,ROTATE,0.2,1
BA,2024,2024-04-15,READMIT,LOSERCUT,ROTATE,0.2,1
UNG,2024,2024-10-16,DROP,LOSERCUT,ROTATE,0.2,1
USO,2024,2024-03-28,DROP,LOSERCUT,ROTATE,0.2,1
C,2024,2024-09-05,DROP,LOSERCUT,ROTATE,0.2,1
DBC,2024,2024-11-14,DROP,LOSERCUT,ROTATE,0.2,1
SHY,2024,2024-05-10,DROP,LOSERCUT,ROTATE,0.2,1
UUP,2024,2024-10-23,DROP,LOSERCUT,ROTATE,0.2,1
TLT,2024,2024-12-30,DROP,LOSERCUT,ROTATE,0.2,1
IEF,2024,2024-05-29,DROP,LOSERCUT,ROTATE,0.2,1
UBER,2024,2024-08-21,DROP,LOSERCUT,ROTATE,0.2,1
TIP,2024,2024-09-26,DROP,LOSERCUT,ROTATE,0.2,1
EEM,2024,2024-01-16,DROP,LOSERCUT,ROTATE,0.2,1
BAC,2024,2024-11-21,DROP,LOSERCUT,ROTATE,0.2,1
LQD,2024,2024-08-16,DROP,LOSERCUT,ROTATE,0.2,1
XLRE,2024,2024-12-16,DROP,LOSERCUT,ROTATE,0.2,1
GDX,2024,2024-11-07,DROP,LOSERCUT,ROTATE,0.2,1
EFA,2024,2024-03-21,DROP,LOSERCUT,ROTATE,0.2,1
XLC,2024,2024-05-13,DROP,LOSERCUT,ROTATE,0.2,1
HYG,2024,2024-12-18,DROP,LOSERCUT,ROTATE,0.2,1
ZTS,2024,2024-08-02,DROP,LOSERCUT,ROTATE,0.2,1
GE,2024,2024-12-20,DROP,LOSERCUT,ROTATE,0.2,1
XLE,2024,2024-02-01,DROP,LOSERCUT,ROTATE,0.2,1
PFE,2024,2024-07-18,DROP,LOSERCUT,ROTATE,0.2,1
MDT,2024,2024-07-23,DROP,LOSERCUT,ROTATE,0.2,1
PEP,2024,2024-04-08,DROP,LOSERCUT,ROTATE,0.2,1
KRE,2024,2024-12-24,DROP,LOSERCUT,ROTATE,0.2,1
T,2024,2024-06-14,DROP,LOSERCUT,ROTATE,0.2,1
BA,2024,2024-04-19,DROP,LOSERCUT,ROTATE,0.2,1
UNG,2025,2025-01-17,READMIT,LOSERCUT,ROTATE,0.2,1
USO,2025,2025-05-16,READMIT,LOSERCUT,ROTATE,0.2,1
C,2025,2025-08-25,READMIT,LOSERCUT,ROTATE,0.2,1
DBC,2025,2025-06-25,READMIT,LOSERCUT,ROTATE,0.2,1
SHY,2025,2025-10-27,READMIT,LOSERCUT,ROTATE,0.2,1
UUP,2025,2025-05-15,READMIT,LOSERCUT,ROTATE,0.2,1
TLT,2025,2025-12-26,READMIT,LOSERCUT,ROTATE,0.2,1
IEF,2025,2025-04-30,READMIT,LOSERCUT,ROTATE,0.2,1
UBER,2025,2025-06-12,READMIT,LOSERCUT,ROTATE,0.2,1
TIP,2025,2025-01-21,READMIT,LOSERCUT,ROTATE,0.2,1
EEM,2025,2025-09-16,READMIT,LOSERCUT,ROTATE,0.2,1
BAC,2025,2025-08-21,READMIT,LOSERCUT,ROTATE,0.2,1
LQD,2025,2025-10-28,READMIT,LOSERCUT,ROTATE,0.2,1
XLRE,2025,2025-01-03,READMIT,LOSERCUT,ROTATE,0.2,1
GDX,2025,2025-08-07,READMIT,LOSERCUT,ROTATE,0.2,1
EFA,2025,2025-03-26,READMIT,LOSERCUT,ROTATE,0.2,1
XLC,2025,2025-01-29,READMIT,LOSERCUT,ROTATE,0.2,1
HYG,2025,2025-10-09,READMIT,LOSERCUT,ROTATE,0.2,1
ZTS,2025,2025-06-06,READMIT,LOSERCUT,ROTATE,0.2,1
GE,2025,2025-05-30,READMIT,LOSERCUT,ROTATE,0.2,1
XLE,2025,2025-12-22,READMIT,LOSERCUT,ROTATE,0.2,1
PFE,2025,2025-09-25,READMIT,LOSERCUT,ROTATE,0.2,1
MDT,2025,2025-10-16,READMIT,LOSERCUT,ROTATE,0.2,1
PEP,2025,2025-10-23,READMIT,LOSERCUT,ROTATE,0.2,1
KRE,2025,2025-02-10,READMIT,LOSERCUT,ROTATE,0.2,1
T,2025,2025-03-31,READMIT,LOSERCUT,ROTATE,0.2,1
BA,2025,2025-10-06,READMIT,LOSERCUT,ROTATE,0.2,1
UNG,2025,2025-04-14,DROP,LOSERCUT,ROTATE,0.2,1
USO,2025,2025-10-27,DROP,LOSERCUT,ROTATE,0.2,1
C,2025,2025-11-06,DROP,LOSERCUT,ROTATE,0.2,1
DBC,2025,2025-11-21,DROP,LOSERCUT,ROTATE,0.2,1
SHY,2025,2025-11-12,DROP,LOSERCUT,ROTATE,0.2,1
UUP,2025,2025-02-18,DROP,LOSERCUT,ROTATE,0.2,1
TLT,2025,2025-02-05,DROP,LOSERCUT,ROTATE,0.2,1
IEF,2025,2025-12-26,DROP,LOSERCUT,ROTATE,0.2,1
UBER,2025,2025-10-30,DROP,LOSERCUT,ROTATE,0.2,1
TIP,2025,2025-12-19,DROP,LOSERCUT,ROTATE,0.2,1
EEM,2025,2025-05-12,DROP,LOSERCUT,ROTATE,0.2,1
BAC,2025,2025-05-29,DROP,LOSERCUT,ROTATE,0.2,1
LQD,2025,2025-06-23,DROP,LOSERCUT,ROTATE,0.2,1
XLRE,2025,2025-05-30,DROP,LOSERCUT,ROTATE,0.2,1
GDX,2025,2025-07-11,DROP,LOSERCUT,ROTATE,0.2,1
EFA,2025,2025-12-30,DROP,LOSERCUT,ROTATE,0.2,1
XLC,2025,2025-10-29,DROP,LOSERCUT,ROTATE,0.2,1
HYG,2025,2025-09-05,DROP,LOSERCUT,ROTATE,0.2,1
ZTS,2025,2025-07-23,DROP,LOSERCUT,ROTATE,0.2,1
GE,2025,2025-03-03,DROP,LOSERCUT,ROTATE,0.2,1
XLE,2025,2025-05-14,DROP,LOSERCUT,ROTATE,0.2,1
PFE,2025,2025-09-03,DROP,LOSERCUT,ROTATE,0.2,1
MDT,2025,2025-06-05,DROP,LOSERCUT,ROTATE,0.2,1
PEP,2025,2025-12-26,DROP,LOSERCUT,ROTATE,0.2,1
KRE,2025,2025-04-21,DROP,LOSERCUT,ROTATE,0.2,1
T,2025,2025-06-20,DROP,LOSERCUT,ROTATE,0.2,1
BA,2025,2025-08-28,DROP,LOSERCUT,ROTATE,0.2,1
UNG,2026,2026-09-14,READMIT,LOSERCUT,ROTATE,0.2,1
USO,2026,2026-03-02,READMIT,LOSERCUT,ROTATE,0.2,1
C,2026,2026-06-23,READMIT,LOSERCUT,ROTATE,0.2,1
DBC,2026,2026-03-02,READMIT,LOSERCUT,ROTATE,0.2,1
SHY,2026,2026-09-18,READMIT,LOSERCUT,ROTATE,0.2,1
UUP,2026,2026-01-22,READMIT,LOSERCUT,ROTATE,0.2,1
TLT,2026,2026-08-06,READMIT,LOSERCUT,ROTATE,0.2,1
IEF,2026,2026-05-19,READMIT,LOSERCUT,ROTATE,0.2,1
UBER,2026,2026-07-01,READMIT,LOSERCUT,ROTATE,0.2,1
TIP,2026,2026-08-17,READMIT,LOSERCUT,ROTATE,0.2,1
EEM,2026,2026-06-30,READMIT,LOSERCUT,ROTATE,0.2,1
BAC,2026,2026-05-21,READMIT,LOSERCUT,ROTATE,0.2,1
LQD,2026,2026-08-31,READMIT,LOSERCUT,ROTATE,0.2,1
XLRE,2026,2026-04-28,READMIT,LOSERCUT,ROTATE,0.2,1
GDX,2026,2026-08-25,READMIT,LOSERCUT,ROTATE,0.2,1
EFA,2026,2026-06-05,READMIT,LOSERCUT,ROTATE,0.2,1
XLC,2026,2026-01-22,READMIT,LOSERCUT,ROTATE,0.2,1
HYG,2026,2026-02-11,READMIT,LOSERCUT,ROTATE,0.2,1
ZTS,2026,2026-07-02,READMIT,LOSERCUT,ROTATE,0.2,1
GE,2026,2026-05-06,READMIT,LOSERCUT,ROTATE,0.2,1
XLE,2026,2026-08-17,READMIT,LOSERCUT,ROTATE,0.2,1
PFE,2026,2026-06-15,READMIT,LOSERCUT,ROTATE,0.2,1
MDT,2026,2026-03-24,READMIT,LOSERCUT,ROTATE,0.2,1
PEP,2026,2026-07-08,READMIT,LOSERCUT,ROTATE,0.2,1
KRE,2026,2026-05-28,READMIT,LOSERCUT,ROTATE,0.2,1
T,2026,2026-04-02,READMIT,LOSERCUT,ROTATE,0.2,1
BA,2026,2026-09-02,READMIT,LOSERCUT,ROTATE,0.2,1
UNG,2026,2026-06-02,DROP,LOSERCUT,ROTATE,0.2,1
USO,2026,2026-04-02,DROP,LOSERCUT,ROTATE,0.2,1
C,2026,2026-08-11,DROP,LOSERCUT,ROTATE,0.2,1
DBC,2026,2026-06-11,DROP,LOSERCUT,ROTATE,0.2,1
SHY,2026,2026-09-02,DROP,LOSERCUT,ROTATE,0.2,1
UUP,2026,2026-04-06,DROP,LOSERCUT,ROTATE,0.2,1
TLT,2026,2026-05-22,DROP,LOSERCUT,ROTATE,0.2,1
IEF,2026,2026-07-17,DROP,LOSERCUT,ROTATE,0.2,1
UBER,2026,2026-01-27,DROP,LOSERCUT,ROTATE,0.2,1
TIP,2026,2026-06-12,DROP,LOSERCUT,ROTATE,0.2,1
EEM,2026,2026-09-18,DROP,LOSERCUT,ROTATE,0.2,1
BAC,2026,2026-06-08,DROP,LOSERCUT,ROTATE,0.2,1
LQD,2026,2026-02-26,DROP,LOSERCUT,ROTATE,0.2,1
XLRE,2026,2026-06-25,DROP,LOSERCUT,ROTATE,0.2,1
GDX,2026,2026-04-24,DROP,LOSERCUT,ROTATE,0.2,1
EFA,2026,2026-07-08,DROP,LOSERCUT,ROTATE,0.2,1
XLC,2026,2026-03-27,DROP,LOSERCUT,ROTATE,0.2,1
HYG,2026,2026-06-04,DROP,LOSERCUT,ROTATE,0.2,1
ZTS,2026,2026-01-06,DROP,LOSERCUT,ROTATE,0.2,1
GE,2026,2026-07-20,DROP,LOSERCUT,ROTATE,0.2,1
XLE,2026,2026-07-10,DROP,LOSERCUT,ROTATE,0.2,1
PFE,2026,2026-07-15,DROP,LOSERCUT,ROTATE,0.2,1
MDT,2026,2026-04-14,DROP,LOSERCUT,ROTATE,0.2,1
PEP,2026,2026-03-27,DROP,LOSERCUT,ROTATE,0.2,1
KRE,2026,2026-04-15,DROP,LOSERCUT,ROTATE,0.2,1
T,2026,2026-08-06,DROP,LOSERCUT,ROTATE,0.2,1
BA,2026,2026-06-29,DROP,LOSERCUT,ROTATE,0.2,1
UNG,2009,2009-12-03,DROP,LOSERCUT,ROTATE,0.2,2
USO,2009,2009-09-18,DROP,LOSERCUT,ROTATE,0.2,2
C,2009,2009-10-27,DROP,LOSERCUT,ROTATE,0.2,2
DBC,2009,2009-03-26,DROP,LOSERCUT,ROTATE,0.2,2
SHY,2009,2009-02-24,DROP,LOSERCUT,ROTATE,0.2,2
UUP,2009,2009-09-18,DROP,LOSERCUT,ROTATE,0.2,2
TLT,2009,2009-07-31,DROP,LOSERCUT,ROTATE,0.2,2
IEF,2009,2009-06-16,DROP,LOSERCUT,ROTATE,0.2,2
UBER,2009,2009-07-30,DROP,LOSERCUT,ROTATE,0.2,2
TIP,2009,2009-06-25,DROP,LOSERCUT,ROTATE,0.2,2
EEM,2009,2009-09-02,DROP,LOSERCUT,ROTATE,0.2,2
BAC,2009,2009-07-08,DROP,LOSERCUT,ROTATE,0.2,2
LQD,2009,2009-06-11,DROP,LOSERCUT,ROTATE,0.2,2
XLRE,2009,2009-07-13,DROP,LOSERCUT,ROTATE,0.2,2
GDX,2009,2009-12-10,DROP,LOSERCUT,ROTATE,0.2,2
EFA,2009,2009-06-16,DROP,LOSERCUT,ROTATE,0.2,2
XLC,2009,2009-03-09,DROP,LOSERCUT,ROTATE,0.2,2
HYG,2009,2009-10-15,DROP,LOSERCUT,ROTATE,0.2,2
ZTS,2009,2009-10-28,DROP,LOSERCUT,ROTATE,0.2,2
GE,2009,2009-12-08,DROP,LOSERCUT,ROTATE,0.2,2
XLE,2009,2009-04-21,DROP,LOSERCUT,ROTATE,0.2,2
PFE,2009,2009-07-22,DROP,LOSERCUT,ROTATE,0.2,2
MDT,2009,2009-07-02,DROP,LOSERCUT,ROTATE,0.2,2
PEP,2009,2009-03-26,DROP,LOSERCUT,ROTATE,0.2,2
KRE,2009,2009-02-02,DROP,LOSERCUT,ROTATE,0.2,2
T,2009,2009-04-01,DROP,LOSERCUT,ROTATE,0.2,2
BA,2009,2009-04-20,DROP,LOSERCUT,ROTATE,0.2,2
UNG,2010,2010-08-11,READMIT,LOSERCUT,ROTATE,0.2,2
USO,2010,2010-07-29,READMIT,LOSERCUT,ROTATE,0.2,2
C,2010,2010-08-16,READMIT,LOSERCUT,ROTATE,0.2,2
DBC,2010,2010-04-06,READMIT,LOSERCUT,ROTATE,0.2,2
SHY,2010,2010-06-28,READMIT,LOSERCUT,ROTATE,0.2,2
UUP,2010,2010-10-01,READMIT,LOSERCUT,ROTATE,0.2,2
TLT,2010,2010-12-08,READMIT,LOSERCUT,ROTATE,0.2,2
IEF,2010,2010-01-13,READMIT,LOSERCUT,ROTATE,0.2,2
UBER,2010,2010-01-05,READMIT,LOSERCUT,ROTATE,0.2,2
TIP,2010,2010-12-27,READMIT,LOSERCUT,ROTATE,0.2,2
EEM,2010,2010-04-05,READMIT,LOSERCUT,ROTATE,0.2,2
BAC,2010,2010-05-06,READMIT,LOSERCUT,ROTATE,0.2,2
LQD,2010,2010-09-27,READMIT,LOSERCUT,ROTATE,0.2,2
XLRE,2010,2010-02-05,READMIT,LOSERCUT,ROTATE,0.2,2
GDX,2010,2010-12-07,READMIT,LOSERCUT,ROTATE,0.2,2
EFA,2010,2010-03-30,READMIT,LOSERCUT,ROTATE,0.2,2
XLC,2010,2010-04-30,READMIT,LOSERCUT,ROTATE,0.2,2
HYG,2010,2010-10-12,READMIT,LOSERCUT,ROTATE,0.2,2
ZTS,2010,2010-09-01,READMIT,LOSERCUT,ROTATE,0.2,2
GE,2010,2010-12-31,READMIT,LOSERCUT,ROTATE,0.2,2
XLE,2010,2010-08-18,READMIT,LOSERCUT,ROTATE,0.2,2
PFE,2010,2010-03-05,READMIT,LOSERCUT,ROTATE,0.2,2
MDT,2010,2010-07-21,READMIT,LOSERCUT,ROTATE,0.2,2
PEP,2010,2010-03-30,READMIT,LOSERCUT,ROTATE,0.2,2
KRE,2010,2010-10-12,READMIT,LOSERCUT,ROTATE,0.2,2
T,2010,2010-10-13,READMIT,LOSERCUT,ROTATE,0.2,2
BA,2010,2010-11-04,READMIT,LOSERCUT,ROTATE,0.2,2
UNG,2010,2010-02-05,DROP,LOSERCUT,ROTATE,0.2,2
USO,2010,2010-03-04,DROP,LOSERCUT,ROTATE,0.2,2
C,2010,2010-12-08,DROP,LOSERCUT,ROTATE,0.2,2
DBC,2010,2010-12-30,DROP,LOSERCUT,ROTATE,0.2,2
SHY,2010,2010-10-15,DROP,LOSERCUT,ROTATE,0.2,2
UUP,2010,2010-03-24,DROP,LOSERCUT,ROTATE,0.2,2
TLT,2010,2010-11-22,DROP,LOSERCUT,ROTATE,0.2,2
IEF,2010,2010-01-12,DROP,LOSERCUT,ROTATE,0.2,2
UBER,2010,2010-06-11,DROP,LOSERCUT,ROTATE,0.2,2
TIP,2010,2010-07-30,DROP,LOSERCUT,ROTATE,0.2,2
EEM,2010,2010-02-09,DROP,LOSERCUT,ROTATE,0.2,2
BAC,2010,2010-12-13,DROP,LOSERCUT,ROTATE,0.2,2
LQD,2010,2010-10-13,DROP,LOSERCUT,ROTATE,0.2,2
XLRE,2010,2010-12-15,DROP,LOSERCUT,ROTATE,0.2,2
GDX,2010,2010-05-10,DROP,LOSERCUT,ROTATE,0.2,2
EFA,2010,2010-12-02,DROP,LOSERCUT,ROTATE,0.2,2
XLC,2010,2010-05-17,DROP,LOSERCUT,ROTATE,0.2,2
HYG,2010,2010-04-30,DROP,LOSERCUT,ROTATE,0.2,2
ZTS,2010,2010-10-11,DROP,LOSERCUT,ROTATE,0.2,2
GE,2010,2010-02-11,DROP,LOSERCUT,ROTATE,0.2,2
XLE,2010,2010-10-27,DROP,LOSERCUT,ROTATE,0.2,2
PFE,2010,2010-04-23,DROP,LOSERCUT,ROTATE,0.2,2
MDT,2010,2010-10-20,DROP,LOSERCUT,ROTATE,0.2,2
PEP,2010,2010-06-10,DROP,LOSERCUT,ROTATE,0.2,2
KRE,2010,2010-01-12,DROP,LOSERCUT,ROTATE,0.2,2
T,2010,2010-12-27,DROP,LOSERCUT,ROTATE,0.2,2
BA,2010,2010-11-18,DROP,LOSERCUT,ROTATE,0.2,2
UNG,2011,2011-04-13,READMIT,LOSERCUT,ROTATE,0.2,2
USO,2011,2011-09-20,READMIT,LOSERCUT,ROTATE,0.2,2
C,2011,2011-08-04,READMIT,LOSERCUT,ROTATE,0.2,2
DBC,2011,2011-01-26,READMIT,LOSERCUT,ROTATE,0.2,2
SHY,2011,2011-02-08,READMIT,LOSERCUT,ROTATE,0.2,2
UUP,2011,2011-04-05,READMIT,LOSERCUT,ROTATE,0.2,2
TLT,2011,2011-01-03,READMIT,LOSERCUT,ROTATE,0.2,2
IEF,2011,2011-01-03,READMIT,LOSERCUT,ROTATE,0.2,2
UBER,2011,2011-01-31,READMIT,LOSERCUT,ROTATE,0.2,2
TIP,2011,2011-09-06,READMIT,LOSERCUT,ROTATE,0.2,2
EEM,2011,2011-12-30,READMIT,LOSERCUT,ROTATE,0.2,2
BAC,2011,2011-08-05,READMIT,LOSERCUT,ROTATE,0.2,2
LQD,2011,2011-12-07,READMIT,LOSERCUT,ROTATE,0.2,2
XLRE,2011,2011-05-11,READMIT,LOSERCUT,ROTATE,0.2,2
GDX,2011,2011-04-26,READMIT,LOSERCUT,ROTATE,0.2,2
EFA,2011,2011-10-04,READMIT,LOSERCUT,ROTATE,0.2,2
XLC,2011,2011-04-29,READMIT,LOSERCUT,ROTATE,0.2,2
HYG,2011,2011-08-30,READMIT,LOSERCUT,ROTATE,0.2,2
ZTS,2011,2011-12-07,READMIT,LOSERCUT,ROTATE,0.2,2
GE,2011,2011-03-17,READMIT,LOSERCUT,ROTATE,0.2,2
XLE,2011,2011-08-05,READMIT,LOSERCUT,ROTATE,0.2,2
PFE,2011,2011-12-27,READMIT,LOSERCUT,ROTATE,0.2,2
MDT,2011,2011-11-18,READMIT,LOSERCUT,ROTATE,0.2,2
PEP,2011,2011-10-18,READMIT,LOSERCUT,ROTATE,0.2,2
KRE,2011,2011-02-22,READMIT,LOSERCUT,ROTATE,0.2,2
T,2011,2011-12-19,READMIT,LOSERCUT,ROTATE,0.2,2
BA,2011,2011-12-22,READMIT,LOSERCUT,ROTATE,0.2,2
UNG,2011,2011-08-12,DROP,LOSERCUT,ROTATE,0.2,2
USO,2011,2011-08-17,DROP,LOSERCUT,ROTATE,0.2,2
C,2011,2011-05-09,DROP,LOSERCUT,ROTATE,0.2,2
DBC,2011,2011-04-26,DROP,LOSERCUT,ROTATE,0.2,2
SHY,2011,2011-04-11,DROP,LOSERCUT,ROTATE,0.2,2
UUP,2011,2011-09-21,DROP,LOSERCUT,ROTATE,0.2,2
TLT,2011,2011-10-12,DROP,LOSERCUT,ROTATE,0.2,2
IEF,2011,2011-01-20,DROP,LOSERCUT,ROTATE,0.2,2
UBER,2011,2011-01-06,DROP,LOSERCUT,ROTATE,0.2,2
TIP,2011,2011-01-13,DROP,LOSERCUT,ROTATE,0.2,2
EEM,2011,2011-11-18,DROP,LOSERCUT,ROTATE,0.2,2
BAC,2011,2011-10-12,DROP,LOSERCUT,ROTATE,0.2,2
LQD,2011,2011-04-29,DROP,LOSERCUT,ROTATE,0.2,2
XLRE,2011,2011-05-05,DROP,LOSERCUT,ROTATE,0.2,2
GDX,2011,2011-12-08,DROP,LOSERCUT,ROTATE,0.2,2
EFA,2011,2011-04-05,DROP,LOSERCUT,ROTATE,0.2,2
XLC,2011,2011-08-24,DROP,LOSERCUT,ROTATE,0.2,2
HYG,2011,2011-06-23,DROP,LOSERCUT,ROTATE,0.2,2
ZTS,2011,2011-08-24,DROP,LOSERCUT,ROTATE,0.2,2
GE,2011,2011-11-18,DROP,LOSERCUT,ROTATE,0.2,2
XLE,2011,2011-04-06,DROP,LOSERCUT,ROTATE,0.2,2
PFE,2011,2011-02-23,DROP,LOSERCUT,ROTATE,0.2,2
MDT,2011,2011-07-18,DROP,LOSERCUT,ROTATE,0.2,2
PEP,2011,2011-03-21,DROP,LOSERCUT,ROTATE,0.2,2
KRE,2011,2011-10-26,DROP,LOSERCUT,ROTATE,0.2,2
T,2011,2011-10-06,DROP,LOSERCUT,ROTATE,0.2,2
BA,2011,2011-01-26,DROP,LOSERCUT,ROTATE,0.2,2
UNG,2012,2012-05-30,READMIT,LOSERCUT,ROTATE,0.2,2
USO,2012,2012-08-14,READMIT,LOSERCUT,ROTATE,0.2,2
C,2012,2012-04-30,READMIT,LOSERCUT,ROTATE,0.2,2
DBC,2012,2012-05-30,READMIT,LOSERCUT,ROTATE,0.2,2
SHY,2012,2012-03-05,READMIT,LOSERCUT,ROTATE,0.2,2
UUP,2012,2012-01-06,READMIT,LOSERCUT,ROTATE,0.2,2
TLT,2012,2012-12-14,READMIT,LOSERCUT,ROTATE,0.2,2
IEF,2012,2012-05-18,READMIT,LOSERCUT,ROTATE,0.2,2
UBER,2012,2012-11-27,READMIT,LOSERCUT,ROTATE,0.2,2
TIP,2012,2012-02-07,READMIT,LOSERCUT,ROTATE,0.2,2
EEM,2012,2012-05-18,READMIT,LOSERCUT,ROTATE,0.2,2
BAC,2012,2012-12-07,READMIT,LOSERCUT,ROTATE,0.2,2
