panel,anchor,ladder,window,claimset,rung_a,rung_b,obs_gap,agree,gap_sd
SMALL,B,GROSS,FULL,CS_VSBEST,0.45,0.75,-0.004115187354159888,0.841,0.004913538353376306
SMALL,B,GROSS,FULL,CS_VSBEST,0.5,0.75,-0.003476435172511949,0.842,0.004118286105800107
SMALL,B,GROSS,FULL,CS_VSBEST,0.55,0.75,-0.0028205071625180267,0.844,0.0033150490354550456
SMALL,B,GROSS,FULL,CS_VSBEST,0.6,0.75,-0.0021465389135758017,0.847,0.00250276998014381
SMALL,B,GROSS,FULL,CS_VSBEST,0.65,0.75,-0.0014521185368286393,0.85,0.0016803811924301154
SMALL,B,GROSS,FULL,CS_VSBEST,0.7,0.75,-0.0007370603829787714,0.852,0.0008465822806996366
SMALL,B,GROSS,IS,CS_STEPS,0.3,0.35,-0.0010056747781950204,0.897,0.0007847737472273912
SMALL,B,GROSS,IS,CS_STEPS,0.35,0.4,-0.0010025075719415355,0.895,0.0007862351342146106
SMALL,B,GROSS,IS,CS_STEPS,0.4,0.45,-0.0009991457908150592,0.895,0.0007882869932309551
SMALL,B,GROSS,IS,CS_STEPS,0.45,0.5,-0.0009984198529037203,0.895,0.0007898377564376294
SMALL,B,GROSS,IS,CS_STEPS,0.5,0.55,-0.00099623151100392,0.895,0.000791556792824401
SMALL,B,GROSS,IS,CS_STEPS,0.55,0.6,-0.000993263841217007,0.895,0.0007941135459319911
SMALL,B,GROSS,IS,CS_STEPS,0.6,0.65,-0.0009934681753175356,0.895,0.0007961729735233563
SMALL,B,GROSS,IS,CS_STEPS,0.65,0.7,-0.0009915300782169512,0.895,0.0007988358176535945
SMALL,B,GROSS,IS,CS_STEPS,0.7,0.75,-0.0009918443631792284,0.894,0.0008011728386375003
SMALL,B,GROSS,IS,CS_ENDS,0.75,0.3,0.008972085962789977,0.895,0.00712803711970719
SMALL,B,GROSS,IS,CS_VSANCHOR,0.3,0.55,-0.005001979504859255,0.895,0.003940226779623708
SMALL,B,GROSS,IS,CS_VSANCHOR,0.35,0.55,-0.003996304726664235,0.895,0.0031556823680289536
SMALL,B,GROSS,IS,CS_VSANCHOR,0.4,0.55,-0.0029937971547226994,0.895,0.002369590812318046
SMALL,B,GROSS,IS,CS_VSANCHOR,0.45,0.55,-0.00199465136390764,0.895,0.0015813719612947942
SMALL,B,GROSS,IS,CS_VSANCHOR,0.5,0.55,-0.00099623151100392,0.895,0.000791556792824401
SMALL,B,GROSS,IS,CS_VSANCHOR,0.6,0.55,0.000993263841217007,0.895,0.0007941135459319911
SMALL,B,GROSS,IS,CS_VSANCHOR,0.65,0.55,0.0019867320165345426,0.895,0.0015902612106860657
SMALL,B,GROSS,IS,CS_VSANCHOR,0.7,0.55,0.0029782620947514937,0.895,0.002389016263148101
SMALL,B,GROSS,IS,CS_VSANCHOR,0.75,0.55,0.003970106457930722,0.895,0.003190026886628417
SMALL,B,GROSS,IS,CS_VSBEST,0.3,0.75,-0.008972085962789977,0.895,0.00712803711970719
SMALL,B,GROSS,IS,CS_VSBEST,0.35,0.75,-0.007966411184594957,0.895,0.006344118629582396
SMALL,B,GROSS,IS,CS_VSBEST,0.4,0.75,-0.0069639036126534215,0.895,0.005558567138703851
SMALL,B,GROSS,IS,CS_VSBEST,0.45,0.75,-0.005964757821838362,0.895,0.004770788737906101
SMALL,B,GROSS,IS,CS_VSBEST,0.5,0.75,-0.004966337968934642,0.895,0.003981322948416454
SMALL,B,GROSS,IS,CS_VSBEST,0.55,0.75,-0.003970106457930722,0.895,0.003190026886628417
SMALL,B,GROSS,IS,CS_VSBEST,0.6,0.75,-0.002976842616713715,0.895,0.0023960715241685797
SMALL,B,GROSS,IS,CS_VSBEST,0.65,0.75,-0.0019833744413961796,0.895,0.0015999814162816284
SMALL,B,GROSS,IS,CS_VSBEST,0.7,0.75,-0.0009918443631792284,0.894,0.0008011728386375003
SMALL,B,CADENCE,FULL,CS_STEPS,D,W,-0.2887426061637836,0.991,0.1321455400916079
SMALL,B,CADENCE,FULL,CS_STEPS,W,M,0.1274542447113452,0.789,0.15075357691189162
SMALL,B,CADENCE,FULL,CS_STEPS,M,Q,0.08300096135103763,0.698,0.15850119166665189
SMALL,B,CADENCE,FULL,CS_ENDS,Q,D,0.07828740010140078,0.692,0.14255074621920943
SMALL,B,CADENCE,FULL,CS_VSANCHOR,D,M,-0.1612883614524384,0.877,0.13412400133070132
SMALL,B,CADENCE,FULL,CS_VSANCHOR,W,M,0.1274542447113452,0.789,0.15075357691189162
SMALL,B,CADENCE,FULL,CS_VSANCHOR,Q,M,-0.08300096135103763,0.698,0.15850119166665189
SMALL,B,CADENCE,FULL,CS_VSBEST,D,W,-0.2887426061637836,0.991,0.1321455400916079
SMALL,B,CADENCE,FULL,CS_VSBEST,M,W,-0.1274542447113452,0.789,0.15075357691189162
SMALL,B,CADENCE,FULL,CS_VSBEST,Q,W,-0.21045520606238283,0.971,0.12748269583670738
SMALL,B,CADENCE,IS,CS_STEPS,D,W,-0.19215845596904035,0.822,0.20296250046927206
SMALL,B,CADENCE,IS,CS_STEPS,W,M,0.013628648134358046,0.555,0.22597271228982313
SMALL,B,CADENCE,IS,CS_STEPS,M,Q,0.2442991359642136,0.849,0.224796907308164
SMALL,B,CADENCE,IS,CS_ENDS,Q,D,-0.06576932812953129,0.611,0.19193946178224736
SMALL,B,CADENCE,IS,CS_VSANCHOR,D,M,-0.1785298078346823,0.804,0.19565615409041406
SMALL,B,CADENCE,IS,CS_VSANCHOR,W,M,0.013628648134358046,0.555,0.22597271228982313
SMALL,B,CADENCE,IS,CS_VSANCHOR,Q,M,-0.2442991359642136,0.849,0.224796907308164
SMALL,B,CADENCE,IS,CS_VSBEST,D,W,-0.19215845596904035,0.822,0.20296250046927206
SMALL,B,CADENCE,IS,CS_VSBEST,M,W,-0.013628648134358046,0.555,0.22597271228982313
SMALL,B,CADENCE,IS,CS_VSBEST,Q,W,-0.25792778409857164,0.852,0.24048730121039172
